gene_name	entrez_id	chr	start	end	width	gb_ctrl_signal	gb_mut_signal	gb_log2fc	pr_ctrl_signal	pr_mut_signal	pr_log2fc	is_neuronal	is_neuronal_external	k119ub_decile	length_stratum	ctrl_top_quartile	ctrl_top_decile	mut_top_quartile	mut_top_decile
Rian	75745	chr12	109603808	109661716	57909	1.05689	0.870256	-0.227921	1.894612	1.581471	-0.231189	FALSE	FALSE	6	4	FALSE	FALSE	FALSE	FALSE
Ralgps2	78255	chr1	156804166	156939626	135461	1.056852	1.059658	0.003167	3.16546	5.498499	0.756243	FALSE	FALSE	6	5	FALSE	FALSE	FALSE	FALSE
Cyp7a1	13122	chr4	6265612	6275633	10022	1.05664	1.244367	0.197891	0.714693	1.029471	0.41866	FALSE	FALSE	6	2	FALSE	FALSE	FALSE	FALSE
Scn3a	20269	chr2	65457118	65567627	110510	1.056594	0.830333	-0.281396	2.061258	2.606159	0.308984	TRUE	TRUE	6	5	FALSE	FALSE	FALSE	FALSE
Lrp11	237253	chr10	7589800	7625483	35684	1.056548	1.146558	0.098281	2.839935	4.950675	0.756806	FALSE	FALSE	6	4	FALSE	FALSE	FALSE	FALSE
Hectd2os	668215	chr19	36614052	36705641	91590	1.056543	1.26543	0.218601	1.301761	1.363823	0.05766	FALSE	FALSE	6	5	FALSE	FALSE	FALSE	FALSE
Jrk	16469	chr15	74702301	74709535	7235	1.056501	1.207875	0.161646	1.018431	1.951377	0.809977	FALSE	FALSE	6	2	FALSE	FALSE	FALSE	FALSE
Or10j7	258758	chr1	173183442	173184504	1063	1.056477	0.886288	-0.206399	0.63022	0.452681	-0.337807	TRUE	TRUE	6	1	FALSE	FALSE	FALSE	FALSE
AI467606	101602	chr7	127091359	127093986	2628	1.056457	0.769043	-0.367961	0.920467	0.646875	-0.395635	FALSE	FALSE	6	1	FALSE	FALSE	FALSE	FALSE
4930555G01Rik	108978	chr14	5050629	5059243	8615	1.056442	1.028292	-0.032166	0.806561	0.882595	0.10306	FALSE	FALSE	6	2	FALSE	FALSE	FALSE	FALSE
Antxr2	71914	chr5	97882783	98031043	148261	1.056442	1.317579	0.268487	3.587325	3.384662	-0.078909	FALSE	FALSE	6	5	FALSE	FALSE	FALSE	FALSE
Pah	18478	chr10	87521795	87584136	62342	1.056425	0.864597	-0.234902	1.32681	1.569915	0.210565	FALSE	FALSE	6	5	FALSE	FALSE	FALSE	FALSE
Pla2g4e	329502	chr2	120166412	120245335	78924	1.056372	1.167861	0.120792	0.564875	0.556688	-0.015123	FALSE	FALSE	6	5	FALSE	FALSE	FALSE	FALSE
Faap20	67513	chr4	155249802	155256687	6886	1.056302	0.922509	-0.159733	1.346384	1.32086	-0.023699	FALSE	FALSE	6	2	FALSE	FALSE	FALSE	FALSE
Grm1	14816	chr10	10686059	11082356	396298	1.056284	1.480699	0.414111	2.651009	4.688703	0.773735	TRUE	TRUE	6	5	FALSE	FALSE	FALSE	FALSE
Ggt7	207182	chr2	155490379	155518237	27859	1.056265	1.235709	0.189761	2.012059	3.508455	0.740141	FALSE	FALSE	6	4	FALSE	FALSE	FALSE	FALSE
Plbd1	66857	chr6	136612070	136661928	49859	1.056184	1.343409	0.292809	3.490711	3.457078	-0.013135	FALSE	FALSE	6	4	FALSE	FALSE	FALSE	FALSE
Dkk4	234130	chr8	22624043	22627547	3505	1.05617	0.653767	-0.546376	0.807361	0.640245	-0.256059	FALSE	FALSE	6	1	FALSE	FALSE	FALSE	FALSE
Gsdmc4	74548	chr15	63891264	63912297	21034	1.056159	1.389239	0.334515	0.689858	0.7445	0.084119	FALSE	FALSE	6	3	FALSE	FALSE	FALSE	FALSE
Mdh1	17449	chr11	21556692	21572367	15676	1.05602	1.162082	0.115172	2.374149	3.791716	0.628911	FALSE	FALSE	6	3	FALSE	FALSE	FALSE	FALSE
2810471M01Rik	72818	chr11	28681564	28693276	11713	1.055991	0.833172	-0.276821	0.648577	0.591897	-0.09733	FALSE	FALSE	6	2	FALSE	FALSE	FALSE	FALSE
Dtl	76843	chr1	191537356	191575544	38189	1.055841	1.604404	0.515896	4.512831	7.847553	0.769398	FALSE	FALSE	6	4	FALSE	FALSE	FALSE	FALSE
Fam219aos	76992	chr4	41517437	41518929	1493	1.055471	0.574385	-0.682956	0.788966	0.642363	-0.226453	FALSE	FALSE	6	1	FALSE	FALSE	FALSE	FALSE
Atp4b	11945	chr8	13386205	13396825	10621	1.055422	0.777598	-0.354369	1.337266	1.071571	-0.269843	FALSE	FALSE	6	2	FALSE	FALSE	FALSE	FALSE
Or6b2	259040	chr1	92479681	92480619	939	1.055413	1.120414	0.071701	0.955201	0.810554	-0.189446	TRUE	TRUE	6	1	FALSE	FALSE	FALSE	FALSE
Pomt1	99011	chr2	32236590	32255005	18416	1.055342	0.769746	-0.365677	1.001572	1.127811	0.141853	FALSE	FALSE	6	3	FALSE	FALSE	FALSE	FALSE
Rpusd1	106707	chr17	25727670	25731464	3795	1.055314	1.125711	0.077503	2.524352	2.877958	0.174838	FALSE	FALSE	6	1	FALSE	FALSE	FALSE	FALSE
Gramd1b	235283	chr9	40293233	40531383	238151	1.055265	1.221774	0.177016	0.529641	0.34858	-0.398692	FALSE	FALSE	6	5	FALSE	FALSE	FALSE	FALSE
Padi3	18601	chr4	140785365	140810648	25284	1.055239	0.700494	-0.470183	1.559322	1.459985	-0.082868	FALSE	FALSE	6	3	FALSE	FALSE	FALSE	FALSE
4931414P19Rik	74359	chr14	54583663	54605993	22331	1.055124	1.535923	0.461518	1.267387	3.251793	1.222769	FALSE	FALSE	6	3	FALSE	FALSE	FALSE	FALSE
Gm26994	102640845	chr8	112554617	112569575	14959	1.055053	1.767794	0.640514	2.817219	4.036337	0.486829	FALSE	FALSE	6	3	FALSE	FALSE	FALSE	FALSE
Herc3	73998	chr6	58831465	58920398	88934	1.055038	1.53841	0.463657	1.995289	5.157561	1.279366	FALSE	FALSE	6	5	FALSE	FALSE	FALSE	FALSE
Ccdc160	434778	chrX	52791200	52799468	8269	1.054815	1.945254	0.764138	1.48773	3.210766	1.00635	FALSE	FALSE	6	2	FALSE	FALSE	TRUE	FALSE
Reg3b	18489	chr6	78370657	78373466	2810	1.054774	0.797719	-0.324835	0.565944	0.454818	-0.219856	FALSE	FALSE	6	1	FALSE	FALSE	FALSE	FALSE
4930520O04Rik	75116	chr9	114368303	114377229	8927	1.054689	1.153838	0.108047	2.18794	2.602861	0.229338	FALSE	FALSE	6	2	FALSE	FALSE	FALSE	FALSE
Nrp	654309	chr12	87442683	87444017	1335	1.054575	1.146253	0.100191	0.693809	0.844056	0.219556	FALSE	FALSE	6	1	FALSE	FALSE	FALSE	FALSE
Arl14ep	212772	chr2	106962527	106974424	11898	1.054543	1.224473	0.180532	1.565126	3.580557	1.090083	FALSE	FALSE	6	2	FALSE	FALSE	FALSE	FALSE
Or8h9	258764	chr2	86958448	86959478	1031	1.054474	0.302355	-1.28641	0.603024	0.232129	-0.863857	TRUE	TRUE	6	1	FALSE	FALSE	FALSE	FALSE
Ebf4	228598	chr2	130295169	130370481	75313	1.054466	0.793494	-0.330485	5.601492	6.333252	0.170815	FALSE	FALSE	6	5	FALSE	FALSE	FALSE	FALSE
Phf1	21652	chr17	26933052	26937908	4857	1.054334	0.99516	-0.068584	0.998596	1.159258	0.17864	FALSE	FALSE	6	2	FALSE	FALSE	FALSE	FALSE
Haghl	68977	chr17	25779843	25785673	5831	1.054184	0.927757	-0.150726	0.959431	1.093943	0.155782	FALSE	FALSE	6	2	FALSE	FALSE	FALSE	FALSE
4930515G01Rik	67642	chr5	114773737	114774983	1247	1.054152	1.476969	0.413356	0.84268	0.764379	-0.110395	FALSE	FALSE	6	1	FALSE	FALSE	FALSE	FALSE
Nell1os	73515	chr7	50517309	50575971	58663	1.054144	1.966755	0.77915	0.547055	0.885377	0.526999	FALSE	FALSE	6	4	FALSE	FALSE	TRUE	FALSE
Trp53tg5	73603	chr2	164470301	164473724	3424	1.054093	0.880638	-0.211089	0.516137	0.394233	-0.261097	FALSE	FALSE	6	1	FALSE	FALSE	FALSE	FALSE
Slc23a1	20522	chr18	35614604	35627244	12641	1.054079	0.639273	-0.568136	1.363333	0.945055	-0.442488	TRUE	TRUE	6	3	FALSE	FALSE	FALSE	FALSE
Polm	54125	chr11	5827860	5838016	10157	1.05403	1.113494	0.0658	1.689749	2.341211	0.423397	FALSE	FALSE	6	2	FALSE	FALSE	FALSE	FALSE
Trim75	333307	chr8	64980884	64987831	6948	1.054017	0.857968	-0.241022	0.780406	0.541701	-0.393182	FALSE	FALSE	6	2	FALSE	FALSE	FALSE	FALSE
Dock9	105445	chr14	121542046	121797837	255792	1.054	1.096388	0.047211	3.328491	3.577065	0.097673	FALSE	FALSE	6	5	FALSE	FALSE	FALSE	FALSE
Mtres1	67851	chr10	43525133	43540994	15862	1.053825	1.267611	0.223791	1.750313	3.275343	0.826934	FALSE	FALSE	6	3	FALSE	FALSE	FALSE	FALSE
Myl1	17901	chr1	66924295	66945384	21090	1.053782	0.800948	-0.319142	1.421147	1.056083	-0.362923	FALSE	FALSE	6	3	FALSE	FALSE	FALSE	FALSE
Crybg1	11630	chr10	43950636	44148853	198218	1.053769	0.793584	-0.32957	2.332132	2.05426	-0.16629	FALSE	FALSE	6	5	FALSE	FALSE	FALSE	FALSE
Morn3	74890	chr5	123035769	123047016	11248	1.053726	1.048874	-0.005505	1.129281	1.348078	0.216771	FALSE	FALSE	6	2	FALSE	FALSE	FALSE	FALSE
Vmn1r219	171272	chr13	23162643	23163581	939	1.053717	0.480315	-0.862748	0.736384	0.414578	-0.591609	FALSE	FALSE	6	1	FALSE	FALSE	FALSE	FALSE
Nfkbid	243910	chr7	30421732	30428746	7015	1.053632	1.195421	0.152256	1.468061	1.76108	0.23089	FALSE	FALSE	6	2	FALSE	FALSE	FALSE	FALSE
Dnah11	13411	chr12	117877982	118199043	321062	1.053491	1.871799	0.715851	1.85843	3.231441	0.731639	TRUE	TRUE	6	5	FALSE	FALSE	TRUE	FALSE
Gpr65	14744	chr12	98268635	98276644	8010	1.053393	1.22163	0.178992	0.965031	1.067179	0.119265	FALSE	FALSE	6	2	FALSE	FALSE	FALSE	FALSE
E2f4	104394	chr8	105297663	105305370	7708	1.053372	1.313037	0.267693	1.661196	3.060017	0.801975	FALSE	FALSE	6	2	FALSE	FALSE	FALSE	FALSE
Dip2c	208440	chr13	9276528	9668928	392401	1.053351	1.107168	0.05971	1.980681	2.891503	0.499616	FALSE	FALSE	6	5	FALSE	FALSE	FALSE	FALSE
Sult6b1	73671	chr17	78883938	78906992	23055	1.053344	1.449509	0.390738	0.873561	0.819546	-0.073065	FALSE	FALSE	6	3	FALSE	FALSE	FALSE	FALSE
Xist	213742	chrX	103460366	103483254	22889	1.053001	1.909338	0.742062	1.130236	2.698875	1.112064	FALSE	FALSE	6	3	FALSE	FALSE	TRUE	FALSE
Pdia4	12304	chr6	47796141	47813430	17290	1.052837	2.018973	0.814673	2.944375	6.147589	1.008772	FALSE	FALSE	6	3	FALSE	FALSE	TRUE	FALSE
Trim59	66949	chr3	69035288	69044755	9468	1.052799	1.886938	0.727036	2.372291	4.222241	0.777005	FALSE	FALSE	6	2	FALSE	FALSE	TRUE	FALSE
Spaca7	78634	chr8	12573029	12600744	27716	1.052774	0.748264	-0.394419	0.953063	0.693886	-0.360111	FALSE	FALSE	6	4	FALSE	FALSE	FALSE	FALSE
Mpo	17523	chr11	87793581	87804413	10833	1.052634	1.009011	-0.05031	0.7865	0.556105	-0.374921	FALSE	FALSE	6	2	FALSE	FALSE	FALSE	FALSE
Gpr180	58245	chr14	118137158	118163261	26104	1.05238	1.441311	0.38473	2.371456	5.548848	1.154448	FALSE	FALSE	6	4	FALSE	FALSE	FALSE	FALSE
Aox3	71724	chr1	58113130	58200698	87569	1.052255	1.084273	0.035852	2.603274	3.626606	0.446185	FALSE	FALSE	6	5	FALSE	FALSE	FALSE	FALSE
P3r3urf	67323	chr4	116173372	116174290	919	1.052239	2.323725	0.999438	1.096027	1.862076	0.661737	FALSE	FALSE	6	1	FALSE	FALSE	TRUE	FALSE
Gm10390	100503427	chr5	120121096	120139263	18168	1.052111	0.832412	-0.273468	0.941415	0.646219	-0.422978	FALSE	FALSE	6	3	FALSE	FALSE	FALSE	FALSE
Ctbp1	13016	chr5	33247723	33274994	27272	1.052067	0.779484	-0.347845	1.522811	2.840026	0.812043	TRUE	TRUE	6	4	FALSE	FALSE	FALSE	FALSE
Gtpbp6	107999	chr5	110103975	110108197	4223	1.052017	1.08901	0.041351	1.12788	1.414196	0.277845	FALSE	FALSE	6	1	FALSE	FALSE	FALSE	FALSE
Adh5	11532	chr3	138443093	138455499	12407	1.051965	1.233661	0.192598	1.764438	3.669294	0.970693	FALSE	FALSE	6	3	FALSE	FALSE	FALSE	FALSE
Pdpn	14726	chr4	143267431	143299564	32134	1.051934	0.837024	-0.26696	2.830168	2.355	-0.244295	FALSE	FALSE	6	4	FALSE	FALSE	FALSE	FALSE
Slc25a47	104910	chr12	108836082	108856815	20734	1.051892	1.154664	0.112083	2.775685	3.987822	0.490155	FALSE	FALSE	6	3	FALSE	FALSE	FALSE	FALSE
4921504A21Rik	70832	chr5	19202368	19226555	24188	1.051578	1.969772	0.784048	4.028003	8.102986	0.970277	FALSE	FALSE	6	3	FALSE	FALSE	TRUE	FALSE
Zfp831	100043757	chr2	174643534	174710832	67299	1.051569	0.871555	-0.220181	0.731044	0.609415	-0.197366	FALSE	FALSE	6	5	FALSE	FALSE	FALSE	FALSE
Zfp622	52521	chr15	25984366	25998481	14116	1.051533	1.252797	0.211952	1.747938	2.809073	0.622131	FALSE	FALSE	6	3	FALSE	FALSE	FALSE	FALSE
Wdfy2	268752	chr14	62837678	62961509	123832	1.051247	1.491978	0.42935	2.994689	5.05068	0.713268	FALSE	FALSE	6	5	FALSE	FALSE	FALSE	FALSE
4930519G04Rik	67593	chr5	114853664	114883880	30217	1.051239	0.918697	-0.15882	0.790504	0.608029	-0.287247	FALSE	FALSE	6	4	FALSE	FALSE	FALSE	FALSE
Cmtm2a	73381	chr8	104281042	104310054	29013	1.051156	1.229578	0.189458	1.04261	0.91907	-0.148524	FALSE	FALSE	6	4	FALSE	FALSE	FALSE	FALSE
St6galnac2	20446	chr11	116675303	116694868	19566	1.051123	0.691351	-0.479918	2.105156	1.214579	-0.696608	FALSE	FALSE	6	3	FALSE	FALSE	FALSE	FALSE
Scgn	214189	chr13	23953456	23991214	37759	1.051113	0.99176	-0.068974	3.477003	4.226692	0.266361	TRUE	TRUE	6	4	FALSE	FALSE	FALSE	FALSE
Arg1	11846	chr10	24915221	24927484	12264	1.050867	0.953756	-0.114658	1.031384	1.096896	0.073603	FALSE	FALSE	6	3	FALSE	FALSE	FALSE	FALSE
Opcml	330908	chr9	27790947	28925410	1134464	1.050834	1.401707	0.351679	3.192441	3.161056	-0.013329	FALSE	FALSE	6	5	FALSE	FALSE	FALSE	FALSE
Cxcl9	17329	chr5	92321347	92328079	6733	1.050816	1.216114	0.176384	0.981156	1.233007	0.274569	FALSE	FALSE	6	2	FALSE	FALSE	FALSE	FALSE
Lincmd1	105661730	chr1	20669882	20682958	13077	1.050752	0.760229	-0.374411	1.14587	0.835836	-0.37136	FALSE	FALSE	6	3	FALSE	FALSE	FALSE	FALSE
Garin3	432552	chr11	46396559	46407982	11424	1.050214	1.699034	0.595217	0.840605	0.676203	-0.242931	FALSE	FALSE	6	2	FALSE	FALSE	FALSE	FALSE
Apela	100038489	chr8	65014856	65037336	22481	1.05013	1.159421	0.119065	3.957951	4.462	0.16432	FALSE	FALSE	6	3	FALSE	FALSE	FALSE	FALSE
Lrrc23	16977	chr6	124769863	124779727	9865	1.049909	1.48725	0.42688	1.574469	2.705277	0.704943	FALSE	TRUE	6	2	FALSE	FALSE	FALSE	FALSE
4930484H19Rik	75813	chr10	126788864	126793710	4847	1.049861	1.110425	0.067204	1.533431	1.522487	-0.009032	FALSE	FALSE	6	2	FALSE	FALSE	FALSE	FALSE
Zbtb34	241311	chr2	33406108	33431324	25217	1.049735	1.015912	-0.038945	1.268154	1.637809	0.320033	FALSE	FALSE	6	3	FALSE	FALSE	FALSE	FALSE
Prr15l	217138	chr11	96929302	96937830	8529	1.049692	0.832003	-0.271284	1.319505	0.871116	-0.496571	FALSE	FALSE	6	2	FALSE	FALSE	FALSE	FALSE
4933408J17Rik	74454	chr10	93589413	93605245	15833	1.049521	2.294285	0.98573	1.452234	2.91309	0.905714	FALSE	FALSE	6	3	FALSE	FALSE	TRUE	FALSE
Fxyd5	18301	chr7	31032722	31042481	9760	1.049241	0.890534	-0.192674	2.03207	2.107427	0.047479	FALSE	FALSE	6	2	FALSE	FALSE	FALSE	FALSE
4930511E03Rik	78773	chr6	94943834	94951545	7712	1.049166	0.721456	-0.430821	1.034069	0.751553	-0.368173	FALSE	FALSE	6	2	FALSE	FALSE	FALSE	FALSE
Gm35584	102639225	chr3	68761495	68762667	1173	1.048985	0.867283	-0.222902	1.325277	1.163276	-0.159751	FALSE	FALSE	6	1	FALSE	FALSE	FALSE	FALSE
4930583K01Rik	67745	chr7	118243865	118245551	1687	1.048841	2.027191	0.824494	1.524916	2.213366	0.47974	FALSE	FALSE	6	1	FALSE	FALSE	TRUE	FALSE
Ddr1	12305	chr17	35681567	35704621	23055	1.04884	1.069718	0.023541	1.802912	2.163158	0.236415	TRUE	TRUE	6	3	FALSE	FALSE	FALSE	FALSE
Lrrc8d	231549	chr5	105699969	105832436	132468	1.04877	0.98771	-0.071143	2.407406	3.147104	0.35784	FALSE	FALSE	6	5	FALSE	FALSE	FALSE	FALSE
1700001F09Rik	71826	chr14	43342383	43347811	5429	1.048675	0.752429	-0.383575	0.745084	0.508032	-0.406537	FALSE	FALSE	6	2	FALSE	FALSE	FALSE	FALSE
Pth	19226	chr7	113385580	113388570	2991	1.048461	1.734417	0.623564	1.058925	1.610245	0.517024	FALSE	FALSE	6	1	FALSE	FALSE	FALSE	FALSE
Pak5	241656	chr2	136081104	136387967	306864	1.048314	1.556477	0.48603	4.3513	8.448866	0.923203	TRUE	TRUE	6	5	FALSE	FALSE	FALSE	FALSE
2310039H08Rik	67101	chr17	46772635	46773396	762	1.048255	1.974741	0.791092	0.643328	1.184444	0.701866	FALSE	FALSE	6	1	FALSE	FALSE	TRUE	FALSE
S100b	20203	chr10	76253853	76261159	7307	1.048137	0.780119	-0.342467	1.51027	1.333484	-0.155467	TRUE	TRUE	6	2	FALSE	FALSE	FALSE	FALSE
Lcp1	18826	chr14	75131101	75230842	99742	1.048093	0.91269	-0.162875	3.814844	6.229434	0.676628	FALSE	FALSE	6	5	FALSE	FALSE	FALSE	FALSE
Ubash3b	72828	chr9	41011098	41161688	150591	1.04809	1.089594	0.046454	2.582409	3.359684	0.353138	FALSE	FALSE	6	5	FALSE	FALSE	FALSE	FALSE
Adam39	546055	chr8	40822990	40827037	4048	1.048027	0.824733	-0.279394	0.609231	0.485261	-0.233545	FALSE	FALSE	6	1	FALSE	FALSE	FALSE	FALSE
Or2a25	258990	chr6	42911525	42912457	933	1.048001	0.815975	-0.291505	0.774812	0.598487	-0.281391	TRUE	TRUE	6	1	FALSE	FALSE	FALSE	FALSE
Semp2l2a	231201	chr8	13835233	13838389	3157	1.04796	0.749279	-0.387443	1.005946	0.875563	-0.16219	FALSE	FALSE	6	1	FALSE	FALSE	FALSE	FALSE
A430035B10Rik	320312	chr6	8491040	8509138	18099	1.047876	1.993246	0.803634	2.5354	4.923128	0.900326	FALSE	FALSE	6	3	FALSE	FALSE	TRUE	FALSE
Rapgef5	217944	chr12	117516479	117759737	243259	1.047699	1.158073	0.120418	0.627636	0.662452	0.058056	FALSE	FALSE	6	5	FALSE	FALSE	FALSE	FALSE
Dennd2b	76954	chr7	109523911	109703605	179695	1.047677	1.233327	0.197138	4.842738	7.854318	0.673397	FALSE	FALSE	6	5	FALSE	FALSE	FALSE	FALSE
Irf9	16391	chr14	55603571	55610030	6460	1.047674	1.293743	0.255892	1.362362	1.800117	0.352312	FALSE	FALSE	6	2	FALSE	FALSE	FALSE	FALSE
Trappc5	66682	chr8	3676299	3681255	4957	1.047654	1.221232	0.185109	0.687219	1.30868	0.75261	FALSE	FALSE	6	2	FALSE	FALSE	FALSE	FALSE
Antxr1	69538	chr6	87133853	87335821	201969	1.047497	0.824974	-0.278458	2.910543	2.990426	0.036349	FALSE	FALSE	6	5	FALSE	FALSE	FALSE	FALSE
Nudt22	68323	chr19	6993018	6996117	3100	1.047489	2.50654	1.104953	1.046141	2.104977	0.876655	FALSE	FALSE	6	1	FALSE	FALSE	TRUE	FALSE
Gpaa1	14731	chr15	76331231	76334907	3677	1.047482	1.682384	0.585752	0.907637	1.570247	0.666742	FALSE	FALSE	6	1	FALSE	FALSE	FALSE	FALSE
Pomgnt1	68273	chr4	116137237	116159849	22613	1.047464	1.216806	0.180889	0.807025	0.562691	-0.391852	TRUE	TRUE	6	3	FALSE	FALSE	FALSE	FALSE
B930059L03Rik	319786	chr12	110590512	110592700	2189	1.047399	1.02961	-0.02039	0.801666	0.837443	0.049645	FALSE	FALSE	6	1	FALSE	FALSE	FALSE	FALSE
Slc8b1	170756	chr5	120511168	120534024	22857	1.047373	1.022181	-0.028961	1.829024	2.145281	0.207052	FALSE	FALSE	6	3	FALSE	FALSE	FALSE	FALSE
Zfp385b	241494	chr2	77410634	77817259	406626	1.047354	1.021369	-0.029883	1.806651	1.90633	0.06926	FALSE	FALSE	6	5	FALSE	FALSE	FALSE	FALSE
Sptbn1	20742	chr11	30099395	30268169	168775	1.047332	1.100466	0.059242	2.413767	3.777047	0.601763	TRUE	TRUE	6	5	FALSE	FALSE	FALSE	FALSE
R3hcc1	71843	chr14	69697307	69707584	10278	1.047095	1.124533	0.085564	1.488309	2.340727	0.583918	FALSE	FALSE	6	2	FALSE	FALSE	FALSE	FALSE
Bpifa1	18843	chr2	154142880	154149219	6340	1.047056	0.779912	-0.341536	1.331366	0.846239	-0.540908	FALSE	FALSE	6	2	FALSE	FALSE	FALSE	FALSE
Rnf130	59044	chr11	50025346	50125719	100374	1.047048	1.041284	-0.006577	1.537734	1.843886	0.231618	FALSE	FALSE	6	5	FALSE	FALSE	FALSE	FALSE
Hcar2	80885	chr5	123863570	123865499	1930	1.047047	0.691548	-0.474974	0.731213	0.45871	-0.486829	FALSE	FALSE	6	1	FALSE	FALSE	FALSE	FALSE
Actl7a	11470	chr4	56743413	56744925	1513	1.047006	0.738222	-0.402904	0.923348	0.645858	-0.400966	FALSE	FALSE	6	1	FALSE	FALSE	FALSE	FALSE
2700038G22Rik	67194	chr5	23850597	23855038	4442	1.046972	2.81431	1.259826	1.238576	3.086001	1.180395	FALSE	FALSE	6	1	FALSE	FALSE	TRUE	FALSE
Prss50	235631	chr9	110857967	110864629	6663	1.046717	0.826251	-0.275807	1.177975	1.08555	-0.098664	FALSE	FALSE	6	2	FALSE	FALSE	FALSE	FALSE
Epha5	13839	chr5	84054761	84417382	362622	1.04661	2.050138	0.841688	11.502365	11.565263	0.00772	TRUE	TRUE	6	5	FALSE	FALSE	TRUE	FALSE
Eid2	386655	chr7	28267881	28269272	1392	1.046609	1.411246	0.364942	0.644781	0.858836	0.31899	FALSE	FALSE	6	1	FALSE	FALSE	FALSE	FALSE
Lrmda	76633	chr14	22019712	23056085	1036374	1.046447	0.974395	-0.084491	5.700678	8.099785	0.490767	FALSE	FALSE	6	5	FALSE	FALSE	FALSE	FALSE
Mepe	94111	chr5	104325329	104338611	13283	1.046376	0.777806	-0.343801	0.756791	0.5637	-0.317663	FALSE	FALSE	6	3	FALSE	FALSE	FALSE	FALSE
Spaca4	69363	chr7	45725107	45725813	707	1.046269	0.709196	-0.44643	0.85429	0.568976	-0.445215	FALSE	FALSE	6	1	FALSE	FALSE	FALSE	FALSE
Sorl1	20660	chr9	41964720	42124297	159578	1.04621	0.956166	-0.106404	2.193207	2.972194	0.403562	TRUE	TRUE	6	5	FALSE	FALSE	FALSE	FALSE
Ttll5	320244	chr12	85824659	86061893	237235	1.046118	1.052577	0.00734	1.735599	2.594374	0.52515	TRUE	TRUE	6	5	FALSE	FALSE	FALSE	FALSE
Mex3c	240396	chr18	73573044	73592575	19532	1.046117	1.386575	0.343521	3.856889	5.574099	0.507091	FALSE	FALSE	6	3	FALSE	FALSE	FALSE	FALSE
Hydin	244653	chr8	110266977	110610253	343277	1.046	1.351805	0.312092	1.792819	3.906504	1.035615	TRUE	TRUE	6	5	FALSE	FALSE	FALSE	FALSE
Syk	20963	chr13	52583173	52648792	65620	1.045892	0.814489	-0.291175	2.254496	1.999973	-0.156577	FALSE	FALSE	6	5	FALSE	FALSE	FALSE	FALSE
Fcrla	98752	chr1	170917576	170927583	10008	1.045827	0.785631	-0.331909	1.418693	0.934029	-0.505778	FALSE	FALSE	6	2	FALSE	FALSE	FALSE	FALSE
Or6c6	257985	chr10	129350565	129351509	945	1.045796	0.509596	-0.794676	0.488141	0.24923	-0.593496	TRUE	TRUE	6	1	FALSE	FALSE	FALSE	FALSE
Lcn4	16821	chr2	26667674	26671282	3609	1.04578	0.537728	-0.740092	0.974666	0.609051	-0.526949	FALSE	FALSE	6	1	FALSE	FALSE	FALSE	FALSE
Spag1	26942	chr15	36178099	36235621	57523	1.045775	1.475389	0.421526	1.398996	2.403389	0.696251	TRUE	TRUE	6	4	FALSE	FALSE	FALSE	FALSE
Fhad1os1	545691	chr4	141982992	141986797	3806	1.045723	1.331657	0.293798	1.403284	1.798215	0.314122	FALSE	FALSE	6	1	FALSE	FALSE	FALSE	FALSE
Mpi	110119	chr9	57544256	57552763	8508	1.045639	1.021913	-0.027297	0.775117	1.174425	0.486634	FALSE	FALSE	6	2	FALSE	FALSE	FALSE	FALSE
Tff2	21785	chr17	31141049	31144282	3234	1.045332	1.171506	0.137106	1.28055	1.332028	0.048656	FALSE	FALSE	6	1	FALSE	FALSE	FALSE	FALSE
Trip6	22051	chr5	137309654	137314404	4751	1.045276	0.975342	-0.082014	1.544094	1.467963	-0.063636	FALSE	FALSE	6	1	FALSE	FALSE	FALSE	FALSE
Tcp10c	100041352	chr17	13354572	13377223	22652	1.045257	0.617459	-0.595201	1.812569	1.011056	-0.723298	FALSE	FALSE	6	3	FALSE	FALSE	FALSE	FALSE
Rab4a	19341	chr8	123805985	123835287	29303	1.045254	1.022529	-0.026142	1.252321	1.755194	0.423842	FALSE	TRUE	6	4	FALSE	FALSE	FALSE	FALSE
A730036I17Rik	329513	chr2	129218969	129235604	16636	1.045097	0.991535	-0.0624	0.614188	0.573706	-0.071746	FALSE	FALSE	6	3	FALSE	FALSE	FALSE	FALSE
Prdx6b	320769	chr2	80292472	80295356	2885	1.044972	0.869809	-0.214987	0.667634	0.542009	-0.220093	FALSE	FALSE	6	1	FALSE	FALSE	FALSE	FALSE
Pde4a	18577	chr9	21165714	21213248	47535	1.044966	1.175172	0.141319	4.454162	4.696861	0.073026	TRUE	TRUE	6	4	FALSE	FALSE	FALSE	FALSE
Pip4p2	72519	chr4	14864076	14915176	51101	1.044948	1.132809	0.096863	2.780844	5.356587	0.893961	FALSE	FALSE	6	4	FALSE	FALSE	FALSE	FALSE
Lancl1	14768	chr1	67000517	67038872	38356	1.044867	0.899859	-0.175634	1.92095	4.135319	1.024446	FALSE	FALSE	6	4	FALSE	FALSE	FALSE	FALSE
Gm6815	627962	chr16	36194849	36198129	3281	1.044843	0.602487	-0.620747	0.906102	0.55115	-0.546115	FALSE	FALSE	6	1	FALSE	FALSE	FALSE	FALSE
Klhl38	268807	chr15	58314573	58324169	9597	1.044834	1.534952	0.472408	1.982792	3.747265	0.848742	FALSE	FALSE	6	2	FALSE	FALSE	FALSE	FALSE
