gene_name	gene_id	chr	start	end	gene_length	is_neuronal	is_neuronal_derived	is_key_gene	k119ub_ctrl_signal	k119ub_signal_log2fc	k119ub_signal_decile	length_quintile	atac_fold	atac_fdr	atac_n_peaks	atac_predicted	atac_predicted_sig	k27ac_fold	k27ac_fdr	k27ac_n_peaks	k27ac_predicted	k27ac_predicted_sig	k27me3_fold	k27me3_fdr	k27me3_n_peaks	k27me3_predicted	k27me3_predicted_sig	k119ub_fold	k119ub_fdr	k119ub_n_peaks	k119ub_predicted	k119ub_predicted_sig	n_marks_available	n_predicted	n_predicted_sig
Gpbp1l1	ENSMUSG00000034042.16	chr4	116557657	116593882	36225	FALSE	FALSE	FALSE	0.281637	-0.105044	1	4	0.110110642449322	0.523993463677105	1	FALSE	FALSE	0.365105481360103	0.0104182379416809	1	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	2	0	0
Gpc1	ENSMUSG00000034220.7	chr1	92831644	92860779	29135	TRUE	TRUE	FALSE	3.606416	0.030205	10	3	0.0144533530535138	0.946684044941428	14	FALSE	FALSE	0.0168374200012307	0.915775643395278	2	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	-0.45715738	0.001676808	10	FALSE	FALSE	3	0	0
Gpc2	ENSMUSG00000029510.15	chr5	138273654	138280005	6351	TRUE	TRUE	FALSE	1.682911	0.024107	8	1	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	0.360775384251822	0.11737709494452	1	TRUE	FALSE	0.138315675	0.332845253	2	TRUE	FALSE	2	2	0
Gpc3	ENSMUSG00000055653.13	chrX	52272425	52613950	341525	FALSE	FALSE	FALSE	0.63016	-0.340953	3	5	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	-0.565368430355132	0.000474313471116114	1	FALSE	FALSE	-0.109344122	0.546134386	1	FALSE	FALSE	2	0	0
Gpc4	ENSMUSG00000031119.4	chrX	52053020	52165252	112232	TRUE	TRUE	FALSE	0.826766	-0.274612	4	5	0.550721539717658	0.00294557249595824	1	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	-0.364930537684415	0.0475724920075854	1	FALSE	FALSE	0.052558491	0.633461015	1	TRUE	FALSE	3	1	0
Gpc5	ENSMUSG00000022112.14	chr14	115092214	116525179	1432965	FALSE	FALSE	FALSE	0.495575	-0.322509	2	5	0.909389393357547	7.82453922791131e-07	1	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	-0.420161708134831	0.0257899093940977	2	FALSE	FALSE	-0.005149997	0.964853831	2	FALSE	FALSE	3	0	0
Gpc6	ENSMUSG00000058571.11	chr14	116925314	117976544	1051230	TRUE	TRUE	FALSE	0.856479	0.066545	5	5	0.666716971372613	0.000126810706626831	5	FALSE	FALSE	0.993423669941809	1.21174400763755e-08	1	FALSE	FALSE	-0.667672694119944	0.0023243293003613	3	FALSE	FALSE	0.031972336	0.769794306	2	TRUE	FALSE	4	1	0
Gpcpd1	ENSMUSG00000027346.15	chr2	132529081	132587729	58648	FALSE	FALSE	FALSE	0.667412	0.253078	3	4	0.00626029474381696	0.976116896125497	3	FALSE	FALSE	-0.218110226135418	0.0936733972248337	2	TRUE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	2	1	0
Gpd1	ENSMUSG00000023019.12	chr15	99717514	99725005	7491	FALSE	FALSE	FALSE	2.160905	0.390259	9	2	0.357304293393562	0.0495651950669607	3	FALSE	FALSE	-0.374877776251667	0.0157570917059857	1	TRUE	TRUE	NA	NA	NA	FALSE	FALSE	0.389559759	0.004978715	1	TRUE	TRUE	3	2	2
Gpd1l	ENSMUSG00000050627.13	chr9	114899340	114933987	34647	FALSE	FALSE	FALSE	1.192374	0.141245	7	4	0.112924964755935	0.501946376532933	5	FALSE	FALSE	0.112215206003447	0.541398447102299	1	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	0.152946903	0.37015952	1	TRUE	FALSE	3	1	0
Gpd2	ENSMUSG00000026827.12	chr2	57237634	57370719	133085	FALSE	FALSE	FALSE	1.33497	0.392399	7	5	0.0438351309424514	0.804424324476046	13	FALSE	FALSE	-0.21522796390905	0.176266902552422	2	TRUE	FALSE	1.05672411053916	8.47820495609615e-06	1	TRUE	TRUE	0.995652991	2.15e-20	6	TRUE	TRUE	4	3	2
Gper1	ENSMUSG00000053647.4	chr5	139423150	139427800	4650	TRUE	TRUE	FALSE	2.55164	0.158005	9	1	0.133842619731786	0.482064372478494	3	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	0.146229257	0.380150818	2	TRUE	FALSE	2	1	0
Gpha2	ENSMUSG00000024784.13	chr19	6226379	6227768	1389	FALSE	FALSE	FALSE	0.895436	-1.048629	5	1	NA	NA	NA	FALSE	FALSE	0.757010154715699	0.00358857826042404	1	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	1	0	0
Gphb5	ENSMUSG00000048982.3	chr12	75411721	75416781	5060	FALSE	FALSE	FALSE	1.298866	-0.455933	7	1	0.207710508634937	0.402404200604856	9	FALSE	FALSE	0.472915863734306	0.108901259226641	3	FALSE	FALSE	-0.428814767589159	0.0205572014079668	4	FALSE	FALSE	0.091428052	0.618453323	4	TRUE	FALSE	4	1	0
Gphn	ENSMUSG00000047454.12	chr12	78226378	78684772	458394	TRUE	TRUE	FALSE	0.261778	-0.110896	1	5	0.0691184676241301	0.71393527234661	9	FALSE	FALSE	0.13663611733646	0.376420952211307	3	FALSE	FALSE	-0.99748846677548	1.12727883746788e-06	2	FALSE	FALSE	0.562684407	0.001144508	8	TRUE	TRUE	4	1	1
Gpi1	ENSMUSG00000036427.5	chr7	34201329	34230336	29007	TRUE	TRUE	FALSE	0.592212	-0.193266	3	3	0.193333521098852	0.267748431293675	3	FALSE	FALSE	0.128964148602455	0.393755957172453	2	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	2	0	0
Gpihbp1	ENSMUSG00000022579.10	chr15	75596627	75599481	2854	FALSE	FALSE	FALSE	2.404679	-0.192571	9	1	0.087745577325501	0.649219273975006	1	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	-0.433952423	0.000869465	4	FALSE	FALSE	2	0	0
Gpkow	ENSMUSG00000031148.14	chrX	7697130	7710262	13132	FALSE	FALSE	FALSE	0.270046	-0.064768	1	2	0.0504107787465261	0.80479490378331	1	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	1	0	0
Gpld1	ENSMUSG00000021340.13	chr13	24943151	24992501	49350	FALSE	FALSE	FALSE	1.111099	0.19436	6	4	0.441105842621807	0.0584605877842181	2	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	0.312022398	0.07303801	1	TRUE	FALSE	2	1	0
Gpm6a	ENSMUSG00000031517.8	chr8	54954842	55060871	106029	TRUE	TRUE	FALSE	0.704044	0.379652	4	5	0.158811065479594	0.384966170304797	8	FALSE	FALSE	0.045101557185742	0.81924128512482	19	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	0.821309468	2.66e-07	1	TRUE	TRUE	3	1	1
Gpm6b	ENSMUSG00000031342.17	chrX	166238910	166388988	150078	TRUE	TRUE	FALSE	0.888589	0.532643	5	5	0.151472337077049	0.517680535349368	20	FALSE	FALSE	-0.00518853944779364	0.978583141114855	5	TRUE	FALSE	NA	NA	NA	FALSE	FALSE	0.113967468	0.444148073	1	TRUE	FALSE	3	2	0
Gpn1	ENSMUSG00000064037.13	chr5	31494740	31512904	18164	FALSE	FALSE	FALSE	0.467961	0.227952	2	3	0.159871687468698	0.42323381270831	1	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	1	0	0
Gpn2	ENSMUSG00000028848.13	chr4	133584361	133591735	7374	FALSE	FALSE	FALSE	0.565846	0.026844	2	2	-0.0644850408517374	0.743179081872224	2	TRUE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	1	1	0
Gpn3	ENSMUSG00000029464.10	chr5	122371875	122382902	11027	FALSE	FALSE	FALSE	0.579333	-0.203312	2	2	0.0791116334864802	0.65567795124604	2	FALSE	FALSE	0.0719618692612647	0.687003809822561	1	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	2	0	0
Gpnmb	ENSMUSG00000029816.10	chr6	49036545	49070929	34384	FALSE	FALSE	FALSE	1.10254	-0.013303	6	4	0.172288416223318	0.304665428823727	1	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	-0.0616911926600457	0.76535302902425	2	FALSE	FALSE	-0.106138699	0.491956221	2	FALSE	FALSE	3	0	0
Gpr101	ENSMUSG00000036357.5	chrX	57496667	57503757	7090	FALSE	FALSE	FALSE	1.035472	-0.552485	6	2	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	-0.504999919964086	0.0181179301259207	3	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	1	0	0
Gpr107	ENSMUSG00000000194.13	chr2	31152315	31218775	66460	FALSE	FALSE	FALSE	0.791945	-0.411761	4	4	0.264295735051268	0.235305336464019	6	FALSE	FALSE	-0.0109262443720571	0.951472725674238	1	TRUE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	2	1	0
Gpr108	ENSMUSG00000005823.9	chr17	57234634	57248446	13812	FALSE	FALSE	FALSE	0.922334	0.113029	5	2	0.0742170923309215	0.683201742760003	1	FALSE	FALSE	0.107248843636285	0.379350909696602	1	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	0.441387585	0.000147335	1	TRUE	TRUE	3	1	1
Gpr119	ENSMUSG00000051209.3	chrX	48667978	48674478	6500	FALSE	FALSE	FALSE	0.494973	-0.105631	2	1	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	0	0	0
Gpr12	ENSMUSG00000041468.7	chr5	146582397	146585239	2842	FALSE	FALSE	FALSE	3.95936	-0.024415	10	1	0.578870806868814	0.0170899760962771	5	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	-0.52327492389999	0.00287292188617011	3	FALSE	FALSE	-0.249550862	0.029478995	2	FALSE	FALSE	3	0	0
Gpr132	ENSMUSG00000021298.8	chr12	112850872	112868228	17356	FALSE	FALSE	FALSE	1.742484	-0.275214	8	3	0.150490156838451	0.389114525417941	2	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	0.0439202737602611	0.857339701720113	1	TRUE	FALSE	-0.369824188	0.005114251	3	FALSE	FALSE	3	1	0
Gpr135	ENSMUSG00000043398.5	chr12	72067975	72071125	3150	FALSE	FALSE	FALSE	3.139603	0.635294	10	1	0.125844011638822	0.447104981834741	2	FALSE	FALSE	0.00446748285708225	0.981313317150338	1	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	0.474653558	4.39e-05	1	TRUE	TRUE	3	1	1
Gpr137	ENSMUSG00000024958.13	chr19	6938056	6942480	4424	FALSE	FALSE	FALSE	1.906359	0.390921	9	1	0.163452131974535	0.351349730793521	3	FALSE	FALSE	-0.799611422831967	5.11631622441497e-08	1	TRUE	TRUE	NA	NA	NA	FALSE	FALSE	0.325679689	0.027869209	1	TRUE	TRUE	3	2	2
Gpr137b	ENSMUSG00000021306.11	chr13	13357619	13394014	36395	FALSE	FALSE	FALSE	1.099113	0.134914	6	4	0.702489617561864	0.00157136665256129	1	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	1	0	0
Gpr137c	ENSMUSG00000049092.11	chr14	45219716	45282725	63009	FALSE	FALSE	FALSE	0.366883	-0.252867	1	4	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	0	0	0
Gpr139	ENSMUSG00000066197.5	chr7	119140746	119184603	43857	FALSE	FALSE	FALSE	0.744726	-0.140093	4	4	1.39619878623296	8.19161451431273e-06	2	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	-0.559040587885051	0.00426691154697725	1	FALSE	FALSE	0.11817877	0.382706263	1	TRUE	FALSE	3	1	0
Gpr141	ENSMUSG00000053101.3	chr13	19749681	19824257	74576	FALSE	FALSE	FALSE	0.496338	-0.318625	2	5	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	0	0	0
Gpr141b	ENSMUSG00000047462.9	chr13	19727425	19732951	5526	FALSE	FALSE	FALSE	0.956273	-0.330424	5	1	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	0	0	0
Gpr142	ENSMUSG00000034677.9	chr11	114798923	114806745	7822	FALSE	FALSE	FALSE	1.239585	0.553722	7	2	-0.416149086161952	0.0543365722433958	4	TRUE	FALSE	-1.3835068353594	7.4628026195566e-10	3	TRUE	TRUE	NA	NA	NA	FALSE	FALSE	0.251918595	0.081867971	1	TRUE	FALSE	3	3	1
Gpr143	ENSMUSG00000025333.10	chrX	152781920	152808646	26726	FALSE	FALSE	FALSE	0.578459	-0.430249	2	3	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	0	0	0
Gpr146	ENSMUSG00000044197.8	chr5	139377696	139396415	18719	FALSE	FALSE	FALSE	2.070656	-0.02566	9	3	0.156084029714573	0.354725263124915	5	FALSE	FALSE	-0.228206559587538	0.178468785549491	3	TRUE	FALSE	NA	NA	NA	FALSE	FALSE	-0.296436704	0.033599162	3	FALSE	FALSE	3	1	0
Gpr149	ENSMUSG00000043441.5	chr3	62529076	62605140	76064	FALSE	FALSE	FALSE	0.463007	-0.269113	2	5	0.173223907619639	0.506391958540921	1	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	-0.633908559382408	0.000380138459846747	1	FALSE	FALSE	-0.265026797	0.095822404	1	FALSE	FALSE	3	0	0
Gpr15	ENSMUSG00000047293.7	chr16	58717432	58719070	1638	FALSE	FALSE	FALSE	1.067314	0.008297	6	1	0.0845753620596218	0.74948838380181	1	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	1	0	0
Gpr150	ENSMUSG00000045509.7	chr13	76054850	76056996	2146	FALSE	FALSE	FALSE	7.733982	0.531803	10	1	0.0470780120599495	0.795061274323915	1	FALSE	FALSE	0.0750278355092364	0.659782121453884	1	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	0.635136129	3.86e-13	1	TRUE	TRUE	3	1	1
Gpr151	ENSMUSG00000042816.4	chr18	42577880	42579652	1772	TRUE	FALSE	FALSE	7.891143	0.273951	10	1	-0.0776102799486293	0.670764858479352	11	TRUE	FALSE	0.350563962365355	0.0657623866553442	1	FALSE	FALSE	-0.968198559027474	2.00009615736358e-05	1	FALSE	FALSE	-0.025549045	0.817635896	10	FALSE	FALSE	4	1	0
Gpr152	ENSMUSG00000044724.9	chr19	4139786	4145740	5954	FALSE	FALSE	FALSE	1.130894	0.118638	6	1	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	0	0	0
Gpr153	ENSMUSG00000042804.13	chr4	152274231	152285337	11106	FALSE	FALSE	FALSE	3.666797	0.050624	10	2	0.113725312416378	0.594437636516357	12	FALSE	FALSE	-0.673581969085604	2.7808751439823e-05	3	TRUE	TRUE	NA	NA	NA	FALSE	FALSE	0.017962613	0.909233088	5	TRUE	FALSE	3	2	1
Gpr155	ENSMUSG00000041762.16	chr2	73341505	73386572	45067	TRUE	TRUE	FALSE	0.918516	0.237497	5	4	-0.00193513910178399	0.993853487236881	2	TRUE	FALSE	0.00249819008675562	0.989347626719452	1	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	0.295138261	0.206798265	1	TRUE	FALSE	3	2	0
Gpr156	ENSMUSG00000046961.8	chr16	37916495	38007530	91035	FALSE	FALSE	FALSE	1.190158	0.359544	7	5	0.928708049036981	3.89842446208106e-05	7	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	0.0477311799419913	0.850212105026337	1	TRUE	FALSE	-0.144577191	0.257896675	1	FALSE	FALSE	3	1	0
Gpr157	ENSMUSG00000047875.6	chr4	150087364	150105927	18563	TRUE	TRUE	FALSE	1.998858	0.011461	9	3	0.0698999338175909	0.693959562037011	2	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	-0.043375318	0.776765203	1	FALSE	FALSE	2	0	0
Gpr158	ENSMUSG00000045967.11	chr2	21367541	21830547	463006	TRUE	TRUE	FALSE	0.435071	0.011225	1	5	0.078536237302004	0.667279446262384	13	FALSE	FALSE	0.0514096323526699	0.738237188766102	8	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	0.237433348	0.037313009	3	TRUE	TRUE	3	1	1
Gpr160	ENSMUSG00000037661.14	chr3	30855949	30897192	41243	FALSE	FALSE	FALSE	0.786052	-0.102012	4	4	0.364280554233135	0.0516067891199441	1	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	-0.45583913314952	0.0220898178144428	1	FALSE	FALSE	0.022243245	0.851775267	1	TRUE	FALSE	3	1	0
Gpr161	ENSMUSG00000040836.15	chr1	165295788	165326745	30957	TRUE	TRUE	FALSE	1.383852	-0.014848	7	4	0.413395089971475	0.0890136968367889	3	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	-0.586515334120233	0.0111544810715126	1	FALSE	FALSE	0.188157879	0.115825123	2	TRUE	FALSE	3	1	0
Gpr162	ENSMUSG00000038390.11	chr6	124858443	124863983	5540	FALSE	FALSE	FALSE	2.939143	-0.167563	10	1	0.183713898762438	0.361125064762292	3	FALSE	FALSE	0.114111916855309	0.386229061031937	1	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	2	0	0
Gpr165	ENSMUSG00000031210.10	chrX	96713440	96719388	5948	FALSE	FALSE	FALSE	1.126365	0.319408	6	1	1.5391196583096	9.13687766320356e-19	1	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	0.231896074	0.238743959	1	TRUE	FALSE	2	1	0
Gpr17	ENSMUSG00000052229.5	chr18	31942996	31949636	6640	TRUE	FALSE	FALSE	1.684768	-0.5507	8	2	0.051321221249791	0.833618090252361	2	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	1	0	0
Gpr171	ENSMUSG00000050075.8	chr3	59096447	59101821	5374	TRUE	TRUE	FALSE	1.366809	0.090723	7	1	0.348188947591126	0.122860830197265	3	FALSE	FALSE	-0.0178906252289802	0.926930094364476	2	TRUE	FALSE	NA	NA	NA	FALSE	FALSE	-0.063374636	0.71245192	2	FALSE	FALSE	3	1	0
Gpr173	ENSMUSG00000056679.13	chrX	152343597	152368704	25107	TRUE	TRUE	FALSE	0.890663	0.563612	5	3	NA	NA	NA	FALSE	FALSE	0.047220174517687	0.739442595836272	1	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	1	0	0
Gpr176	ENSMUSG00000040133.2	chr2	118277109	118373419	96310	FALSE	FALSE	FALSE	1.302868	0.302409	7	5	-0.765088581335791	8.89474147684922e-06	2	TRUE	TRUE	-1.45990051920372	2.839870706663e-15	1	TRUE	TRUE	NA	NA	NA	FALSE	FALSE	0.388958375	0.000305777	1	TRUE	TRUE	3	3	3
Gpr179	ENSMUSG00000070337.4	chr11	97332108	97352077	19969	TRUE	TRUE	FALSE	1.93482	-0.028963	9	3	0.118330147458732	0.591028271851925	4	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	-0.184415365	0.335659977	2	FALSE	FALSE	2	0	0
Gpr18	ENSMUSG00000050350.8	chr14	121911252	121915781	4529	FALSE	FALSE	FALSE	0.764205	-0.655045	4	1	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	0	0	0
Gpr180	ENSMUSG00000022131.3	chr14	118137157	118163261	26104	FALSE	FALSE	FALSE	1.05238	0.38473	6	3	-0.0140800616099658	0.943610242192537	2	TRUE	FALSE	-0.14372444909257	0.285151858139464	2	TRUE	FALSE	NA	NA	NA	FALSE	FALSE	0.886850829	3.42e-13	2	TRUE	TRUE	3	3	1
Gpr182	ENSMUSG00000058396.7	chr10	127747275	127751732	4457	FALSE	FALSE	FALSE	1.775486	-0.268878	8	1	-0.134488298142359	0.599029921957817	1	TRUE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	1	1	0
Gpr183	ENSMUSG00000051212.8	chr14	121952550	121965195	12645	TRUE	TRUE	FALSE	1.174476	-0.22893	6	2	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	0	0	0
Gpr19	ENSMUSG00000032641.18	chr6	134869092	134898578	29486	FALSE	FALSE	FALSE	0.789437	0.577729	4	4	0.0904381367899445	0.640325590303023	4	FALSE	FALSE	-0.112785355388285	0.492315289571726	2	TRUE	FALSE	NA	NA	NA	FALSE	FALSE	0.755420269	2.59e-08	1	TRUE	TRUE	3	2	1
Gpr20	ENSMUSG00000045281.5	chr15	73694603	73707505	12902	FALSE	FALSE	FALSE	1.758557	-0.198867	8	2	0.250054663460721	0.17686621802092	1	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	-0.179418980789836	0.447113488973253	5	FALSE	FALSE	-0.163028855	0.17909851	4	FALSE	FALSE	3	0	0
Gpr21	ENSMUSG00000053164.6	chr2	37516331	37520603	4272	FALSE	FALSE	FALSE	2.000732	-0.006068	9	1	0.120357720124706	0.508857187567747	1	FALSE	FALSE	0.111490558153109	0.483714451827397	1	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	-0.079165493	0.654308062	1	FALSE	FALSE	3	0	0
Gpr22	ENSMUSG00000044067.7	chr12	31706866	31713947	7081	FALSE	FALSE	FALSE	1.791288	0.958371	8	2	-0.107991529607986	0.539402579058214	4	TRUE	FALSE	-0.251275440726879	0.16454729180746	3	TRUE	FALSE	NA	NA	NA	FALSE	FALSE	1.059827786	4.3e-21	3	TRUE	TRUE	3	3	1
Gpr25	ENSMUSG00000052759.7	chr1	136259796	136260873	1077	FALSE	FALSE	FALSE	3.528579	-0.326459	10	1	0.128029961910005	0.430283209578575	1	FALSE	FALSE	0.198724786898205	0.278940187422995	1	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	0.040681866	0.772765673	1	TRUE	FALSE	3	1	0
Gpr26	ENSMUSG00000040125.4	chr7	131966459	131994405	27946	FALSE	FALSE	FALSE	1.12319	-0.045839	6	3	0.865583073151774	0.00488010315167268	5	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	-0.383007690966406	0.0772532847977714	4	FALSE	FALSE	-0.033158792	0.867029807	1	FALSE	FALSE	3	0	0
Gpr27	ENSMUSG00000072875.2	chr6	99692678	99695066	2388	FALSE	FALSE	FALSE	4.236495	0.45963	10	1	0.0658348633098339	0.721625709798098	2	FALSE	FALSE	0.0111829623308437	0.958994091741591	1	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	0.276613274	0.028107511	1	TRUE	TRUE	3	1	1
Gpr3	ENSMUSG00000049649.8	chr4	133209339	133212536	3197	FALSE	FALSE	FALSE	4.29191	0.25588	10	1	0.169880232864616	0.303500640551177	1	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	0.194944328	0.121314668	1	TRUE	FALSE	2	1	0
Gpr33	ENSMUSG00000035148.4	chr12	52023002	52028063	5061	FALSE	FALSE	FALSE	0.996769	0.097332	6	1	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	0	0	0
Gpr34	ENSMUSG00000040229.11	chrX	13632088	13640858	8770	FALSE	FALSE	FALSE	0.587791	-0.334946	3	2	NA	NA	NA	FALSE	FALSE	0.705494768810584	0.00015241678132518	1	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	1	0	0
Gpr35	ENSMUSG00000026271.15	chr1	92950864	92986391	35527	TRUE	TRUE	FALSE	1.398846	-0.189096	7	4	-0.091400025076644	0.666675707495151	1	TRUE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	-0.566783509	0.002304938	2	FALSE	FALSE	2	1	0
Gpr37	ENSMUSG00000039904.9	chr6	25665877	25690729	24852	TRUE	TRUE	FALSE	1.753653	-0.065417	8	3	0.362795928308283	0.030882234917812	3	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	-0.221018100025608	0.275338202176636	1	FALSE	FALSE	-0.06932462	0.535238004	1	FALSE	FALSE	3	0	0
Gpr37l1	ENSMUSG00000026424.8	chr1	135160233	135167681	7448	TRUE	TRUE	FALSE	1.64578	0.035908	8	2	0.126487051551376	0.481590076501139	7	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	-0.015901887	0.925833716	1	FALSE	FALSE	2	0	0
Gpr39	ENSMUSG00000026343.6	chr1	125676994	125873862	196868	TRUE	TRUE	FALSE	1.450071	0.157942	7	5	0.533758427021389	0.00213304091578788	5	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	-0.329627659893575	0.0514516750549951	20	FALSE	FALSE	0.331124096	0.004453397	5	TRUE	TRUE	3	1	1
Gpr4	ENSMUSG00000044317.7	chr7	19212537	19224174	11637	FALSE	FALSE	FALSE	0.883725	-0.031961	5	2	0.177776630633537	0.44487950723499	1	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	1	0	0
Gpr45	ENSMUSG00000041907.9	chr1	42952871	43035456	82585	FALSE	FALSE	FALSE	0.691982	0.00383	3	5	0.347617264430829	0.150787548477543	4	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	0.378686037	0.000259461	1	TRUE	TRUE	2	1	1
Gpr50	ENSMUSG00000056380.13	chrX	71663666	71669257	5591	FALSE	FALSE	FALSE	2.584446	-0.132088	9	1	0.13805748967347	0.486810054899324	2	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	-0.199567691383952	0.271261951558212	2	FALSE	FALSE	-0.184597404	0.111578643	2	FALSE	FALSE	3	0	0
Gpr55	ENSMUSG00000049608.8	chr1	85938317	85961007	22690	FALSE	FALSE	FALSE	1.215136	-0.366726	7	3	0.21059623827041	0.335511435137886	1	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	-0.291531165163626	0.278410428208226	1	FALSE	FALSE	-0.201587759	0.210065079	1	FALSE	FALSE	3	0	0
