gene_name	chr	mut_specific_aging_up	mch_sig
M6pr	chr6	FALSE	FALSE
Mab21l1	chr3	FALSE	FALSE
Mab21l2	chr3	TRUE	TRUE
Mab21l3	chr3	FALSE	TRUE
Mab21l4	chr1	FALSE	FALSE
Macc1	chr12	FALSE	TRUE
Macf1	chr4	FALSE	TRUE
Maco1	chr4	FALSE	FALSE
Macrod1	chr19	FALSE	TRUE
Macrod2	chr2	FALSE	TRUE
Macroh2a1	chr13	FALSE	TRUE
Macroh2a2	chr10	FALSE	TRUE
Mad1l1	chr5	FALSE	TRUE
Mad2l1	chr6	FALSE	FALSE
Mad2l1bp	chr17	FALSE	FALSE
Mad2l2	chr4	FALSE	FALSE
Madcam1	chr10	FALSE	FALSE
Madd	chr2	FALSE	TRUE
Maea	chr5	FALSE	FALSE
Mael	chr1	FALSE	FALSE
Maf	chr8	FALSE	FALSE
Maf1	chr15	FALSE	FALSE
Mafa	chr15	FALSE	FALSE
Mafb	chr2	FALSE	FALSE
Maff	chr15	FALSE	FALSE
Mafk	chr5	FALSE	FALSE
Mag	chr7	FALSE	FALSE
Magea10	chrX	FALSE	FALSE
Magea2	chrX	FALSE	FALSE
Magea5	chrX	FALSE	FALSE
Magea6	chrX	FALSE	FALSE
Magea8	chrX	FALSE	FALSE
Mageb16	chrX	FALSE	FALSE
Mageb18	chrX	FALSE	FALSE
Mageb4	chrX	FALSE	FALSE
Maged1	chrX	FALSE	FALSE
Maged2	chrX	FALSE	FALSE
Magee1	chrX	FALSE	FALSE
Magee2	chrX	FALSE	FALSE
Mageh1	chrX	FALSE	FALSE
Magel2	chr7	FALSE	FALSE
Magi1	chr6	FALSE	TRUE
Magi2	chr5	FALSE	FALSE
Magi3	chr3	FALSE	TRUE
Magix	chrX	FALSE	FALSE
Magoh	chr4	FALSE	FALSE
Magohb	chr6	FALSE	FALSE
Magt1	chrX	FALSE	FALSE
Majin	chr19	FALSE	TRUE
Mak	chr13	FALSE	FALSE
Mak16	chr8	FALSE	FALSE
Mal	chr2	FALSE	TRUE
Mal2	chr15	FALSE	FALSE
Mall	chr2	FALSE	FALSE
Malrd1	chr2	FALSE	FALSE
Malsu1	chr6	FALSE	FALSE
Malt1	chr18	FALSE	FALSE
Mamdc2	chr19	FALSE	TRUE
Mamdc4	chr2	FALSE	FALSE
Maml1	chr11	FALSE	TRUE
Maml2	chr9	FALSE	FALSE
Maml3	chr3	FALSE	TRUE
Mamld1	chrX	FALSE	FALSE
Mamstr	chr7	FALSE	FALSE
Man1a	chr10	FALSE	FALSE
Man1a2	chr3	FALSE	TRUE
Man1b1	chr2	FALSE	FALSE
Man1c1	chr4	TRUE	TRUE
Man2a1	chr17	TRUE	TRUE
Man2a2	chr7	FALSE	FALSE
Man2b1	chr8	FALSE	TRUE
Man2b2	chr5	FALSE	FALSE
Man2c1	chr9	FALSE	TRUE
Manba	chr3	TRUE	FALSE
Manbal	chr2	FALSE	FALSE
Manea	chr4	TRUE	TRUE
Maneal	chr4	FALSE	FALSE
Manf	chr9	FALSE	FALSE
Mansc1	chr6	FALSE	FALSE
Mansc4	chr6	FALSE	TRUE
Maoa	chrX	FALSE	FALSE
Maob	chrX	FALSE	TRUE
Map10	chr8	FALSE	FALSE
Map1a	chr2	FALSE	FALSE
Map1b	chr13	FALSE	TRUE
Map1lc3a	chr2	FALSE	FALSE
Map1lc3b	chr8	FALSE	FALSE
Map1s	chr8	FALSE	FALSE
Map2	chr1	TRUE	TRUE
Map2k1	chr9	FALSE	TRUE
Map2k2	chr10	FALSE	TRUE
Map2k3	chr11	FALSE	FALSE
Map2k4	chr11	FALSE	TRUE
Map2k5	chr9	FALSE	TRUE
Map2k6	chr11	FALSE	TRUE
Map2k7	chr8	FALSE	FALSE
Map3k1	chr13	TRUE	FALSE
Map3k10	chr7	FALSE	FALSE
Map3k11	chr19	FALSE	FALSE
Map3k12	chr15	FALSE	FALSE
Map3k13	chr16	FALSE	TRUE
Map3k14	chr11	TRUE	FALSE
Map3k15	chrX	FALSE	TRUE
Map3k19	chr1	FALSE	TRUE
Map3k2	chr18	FALSE	TRUE
Map3k20	chr2	FALSE	TRUE
Map3k21	chr8	FALSE	FALSE
Map3k3	chr11	FALSE	TRUE
Map3k4	chr17	FALSE	TRUE
Map3k5	chr10	TRUE	TRUE
Map3k6	chr4	FALSE	TRUE
Map3k7	chr4	FALSE	TRUE
Map3k7cl	chr16	FALSE	FALSE
Map3k8	chr18	FALSE	FALSE
Map3k9	chr12	FALSE	TRUE
Map4	chr9	FALSE	TRUE
Map4k1	chr7	FALSE	FALSE
Map4k2	chr19	FALSE	FALSE
Map4k3	chr17	FALSE	TRUE
Map4k4	chr1	FALSE	TRUE
Map4k5	chr12	FALSE	TRUE
Map6	chr7	FALSE	TRUE
Map6d1	chr16	FALSE	FALSE
Map7	chr10	FALSE	TRUE
Map7d1	chr4	FALSE	FALSE
Map7d2	chrX	FALSE	TRUE
Map7d3	chrX	FALSE	FALSE
Map9	chr3	FALSE	FALSE
Mapk1	chr16	FALSE	TRUE
Mapk10	chr5	FALSE	TRUE
Mapk11	chr15	FALSE	FALSE
Mapk12	chr15	FALSE	FALSE
Mapk13	chr17	FALSE	TRUE
Mapk14	chr17	FALSE	TRUE
Mapk15	chr15	FALSE	FALSE
Mapk1ip1l	chr14	FALSE	FALSE
Mapk3	chr7	FALSE	FALSE
Mapk4	chr18	FALSE	FALSE
Mapk6	chr9	FALSE	TRUE
Mapk7	chr11	FALSE	FALSE
Mapk8	chr14	FALSE	TRUE
Mapk8ip1	chr2	FALSE	FALSE
Mapk8ip2	chr15	FALSE	FALSE
Mapk8ip3	chr17	FALSE	FALSE
Mapk9	chr11	FALSE	FALSE
Mapkap1	chr2	FALSE	TRUE
Mapkapk2	chr1	FALSE	TRUE
Mapkapk3	chr9	TRUE	FALSE
Mapkapk5	chr5	FALSE	FALSE
Mapkbp1	chr2	FALSE	TRUE
Mapre1	chr2	FALSE	FALSE
Mapre2	chr18	TRUE	FALSE
Mapre3	chr5	FALSE	TRUE
Mapt	chr11	FALSE	TRUE
Marchf1	chr8	FALSE	FALSE
Marchf10	chr11	FALSE	TRUE
Marchf11	chr15	FALSE	FALSE
Marchf2	chr17	FALSE	TRUE
Marchf3	chr18	FALSE	TRUE
Marchf4	chr1	FALSE	TRUE
Marchf5	chr19	FALSE	FALSE
Marchf6	chr15	FALSE	TRUE
Marchf7	chr2	FALSE	TRUE
Marchf8	chr6	FALSE	FALSE
Marchf9	chr10	FALSE	FALSE
Marcks	chr10	FALSE	FALSE
Marcksl1	chr4	FALSE	FALSE
Marco	chr1	FALSE	FALSE
Marf1	chr16	FALSE	TRUE
Mark1	chr1	FALSE	TRUE
Mark2	chr19	FALSE	TRUE
Mark3	chr12	FALSE	TRUE
Mark4	chr7	FALSE	TRUE
Mars1	chr10	FALSE	FALSE
Mars2	chr1	FALSE	FALSE
Marveld1	chr19	FALSE	FALSE
Marveld2	chr13	FALSE	FALSE
Marveld3	chr8	FALSE	FALSE
Mas1	chr17	FALSE	FALSE
Masp1	chr16	FALSE	TRUE
Masp2	chr4	FALSE	FALSE
Mast1	chr8	FALSE	FALSE
Mast2	chr4	FALSE	TRUE
Mast3	chr8	FALSE	TRUE
Mast4	chr13	FALSE	FALSE
Mastl	chr2	FALSE	FALSE
Mat1a	chr14	FALSE	FALSE
Mat2a	chr6	FALSE	FALSE
Mat2b	chr11	FALSE	TRUE
Matk	chr10	FALSE	FALSE
Matn1	chr4	FALSE	FALSE
Matn2	chr15	FALSE	FALSE
Matn3	chr12	FALSE	FALSE
Matn4	chr2	FALSE	FALSE
Matr3	chr18	FALSE	TRUE
Mau2	chr8	FALSE	TRUE
Mavs	chr2	FALSE	FALSE
Max	chr12	TRUE	TRUE
Maz	chr7	FALSE	FALSE
Mb	chr15	TRUE	FALSE
Mb21d2	chr16	FALSE	TRUE
Mbd1	chr18	FALSE	FALSE
Mbd2	chr18	FALSE	TRUE
Mbd3	chr10	FALSE	TRUE
Mbd3l1	chr9	FALSE	FALSE
Mbd3l2	chr9	FALSE	FALSE
Mbd4	chr6	FALSE	FALSE
Mbd5	chr2	FALSE	TRUE
Mbd6	chr10	FALSE	FALSE
Mbip	chr12	FALSE	FALSE
Mbl1	chr14	FALSE	FALSE
Mbl2	chr19	FALSE	FALSE
Mblac1	chr5	FALSE	FALSE
Mblac2	chr13	FALSE	FALSE
Mbnl1	chr3	TRUE	TRUE
Mbnl2	chr14	FALSE	TRUE
Mbnl3	chrX	FALSE	TRUE
Mboat1	chr13	FALSE	FALSE
Mboat2	chr12	FALSE	TRUE
Mboat4	chr8	FALSE	FALSE
Mboat7	chr7	FALSE	FALSE
Mbp	chr18	FALSE	FALSE
Mbtd1	chr11	FALSE	TRUE
Mbtps1	chr8	FALSE	TRUE
Mbtps2	chrX	TRUE	TRUE
Mc1r	chr8	FALSE	FALSE
Mc2r	chr18	FALSE	FALSE
Mc3r	chr2	FALSE	FALSE
Mc4r	chr18	FALSE	FALSE
Mc5r	chr18	FALSE	FALSE
Mcam	chr9	FALSE	FALSE
Mcat	chr15	FALSE	FALSE
Mcc	chr18	FALSE	TRUE
Mccc1	chr3	FALSE	FALSE
Mccc2	chr13	FALSE	TRUE
Mcee	chr7	FALSE	FALSE
Mcemp1	chr8	FALSE	FALSE
Mcf2	chrX	FALSE	TRUE
Mcf2l	chr8	FALSE	TRUE
Mcfd2	chr17	FALSE	FALSE
Mchr1	chr15	FALSE	FALSE
Mcidas	chr13	FALSE	FALSE
Mcl1	chr3	FALSE	FALSE
Mcm10	chr2	FALSE	FALSE
Mcm2	chr6	FALSE	FALSE
Mcm3	chr1	TRUE	FALSE
Mcm3ap	chr10	FALSE	TRUE
Mcm4	chr16	FALSE	FALSE
Mcm5	chr8	FALSE	FALSE
Mcm6	chr1	FALSE	TRUE
Mcm7	chr5	FALSE	FALSE
Mcm8	chr2	FALSE	FALSE
Mcm9	chr10	TRUE	TRUE
Mcmbp	chr7	FALSE	FALSE
Mcmdc2	chr1	FALSE	FALSE
Mcoln1	chr8	FALSE	FALSE
Mcoln2	chr3	FALSE	FALSE
Mcoln3	chr3	FALSE	FALSE
Mcph1	chr8	FALSE	TRUE
Mcpt1	chr14	FALSE	FALSE
Mcpt2	chr14	FALSE	FALSE
Mcpt4	chr14	FALSE	FALSE
Mcpt8	chr14	FALSE	FALSE
Mcpt9	chr14	FALSE	FALSE
Mcrip2	chr17	FALSE	FALSE
Mcrs1	chr15	FALSE	FALSE
Mctp1	chr13	TRUE	TRUE
Mctp2	chr7	TRUE	TRUE
Mcts1	chrX	FALSE	FALSE
Mcts2	chr2	FALSE	FALSE
Mcu	chr10	FALSE	FALSE
Mcub	chr3	FALSE	FALSE
Mcur1	chr13	FALSE	TRUE
Mdc1	chr17	FALSE	FALSE
Mdfi	chr17	FALSE	FALSE
Mdfic	chr6	FALSE	FALSE
Mdga1	chr17	FALSE	TRUE
Mdga2	chr12	FALSE	TRUE
Mdh1	chr11	FALSE	FALSE
Mdh1b	chr1	FALSE	FALSE
Mdh2	chr5	FALSE	FALSE
Mdk	chr2	FALSE	FALSE
Mdm1	chr10	FALSE	FALSE
Mdm2	chr10	FALSE	FALSE
Mdm4	chr1	FALSE	TRUE
Mdn1	chr4	FALSE	TRUE
Mdp1	chr14	FALSE	FALSE
Me1	chr9	FALSE	TRUE
Me2	chr18	FALSE	TRUE
Me3	chr7	FALSE	FALSE
Mea1	chr17	FALSE	FALSE
Meaf6	chr4	FALSE	FALSE
Meak7	chr8	FALSE	FALSE
Mecom	chr3	FALSE	FALSE
Mecp2	chrX	FALSE	FALSE
Mecr	chr4	FALSE	FALSE
Med1	chr11	FALSE	TRUE
Med10	chr13	FALSE	FALSE
Med11	chr11	FALSE	FALSE
Med12	chrX	FALSE	FALSE
Med12l	chr3	FALSE	TRUE
Med13	chr11	FALSE	TRUE
Med13l	chr5	FALSE	TRUE
Med14	chrX	FALSE	TRUE
Med15	chr16	FALSE	TRUE
Med16	chr10	FALSE	TRUE
Med17	chr9	FALSE	FALSE
Med18	chr4	FALSE	FALSE
Med19	chr2	FALSE	FALSE
Med21	chr6	FALSE	FALSE
Med22	chr2	FALSE	FALSE
Med23	chr10	FALSE	FALSE
Med24	chr11	FALSE	TRUE
Med25	chr7	FALSE	TRUE
Med26	chr8	FALSE	FALSE
Med27	chr2	FALSE	TRUE
Med28	chr5	FALSE	FALSE
Med29	chr7	FALSE	FALSE
Med30	chr15	FALSE	TRUE
Med31	chr11	FALSE	FALSE
Med4	chr14	TRUE	FALSE
Med6	chr12	FALSE	FALSE
Med7	chr11	FALSE	FALSE
Med8	chr4	FALSE	FALSE
Med9	chr11	FALSE	FALSE
Medag	chr5	FALSE	TRUE
Mef2a	chr7	FALSE	TRUE
Mef2b	chr8	FALSE	TRUE
Mef2c	chr13	FALSE	FALSE
Mef2d	chr3	FALSE	FALSE
Mefv	chr16	FALSE	FALSE
Megf10	chr18	FALSE	TRUE
Megf11	chr9	FALSE	TRUE
Megf6	chr4	FALSE	TRUE
Megf8	chr7	FALSE	FALSE
Megf9	chr4	FALSE	FALSE
Mei1	chr15	FALSE	TRUE
Mei4	chr9	FALSE	FALSE
Meig1	chr2	FALSE	FALSE
Meikin	chr11	FALSE	TRUE
Meiob	chr17	FALSE	FALSE
Meioc	chr11	FALSE	FALSE
Meis1	chr11	FALSE	TRUE
Meis2	chr2	FALSE	TRUE
Meis3	chr7	FALSE	FALSE
Melk	chr4	FALSE	TRUE
Meltf	chr16	TRUE	FALSE
Memo1	chr17	FALSE	TRUE
Men1	chr19	FALSE	FALSE
Meox1	chr11	FALSE	FALSE
Meox2	chr12	FALSE	FALSE
Mep1a	chr17	FALSE	FALSE
Mep1b	chr18	FALSE	FALSE
Mepce	chr5	FALSE	FALSE
Mepe	chr5	FALSE	TRUE
Mertk	chr2	FALSE	TRUE
Mesd	chr7	FALSE	FALSE
Mesp1	chr7	FALSE	FALSE
Mesp2	chr7	FALSE	FALSE
Mest	chr6	FALSE	FALSE
Met	chr6	FALSE	FALSE
Metap1	chr3	FALSE	FALSE
Metap1d	chr2	FALSE	TRUE
Metap2	chr10	FALSE	FALSE
Methig1	chr15	FALSE	TRUE
Metrn	chr17	FALSE	FALSE
Metrnl	chr11	FALSE	TRUE
Mettl1	chr10	FALSE	FALSE
Mettl14	chr3	FALSE	FALSE
Mettl15	chr2	TRUE	FALSE
Mettl16	chr11	FALSE	FALSE
Mettl17	chr14	FALSE	FALSE
Mettl18	chr1	FALSE	FALSE
Mettl2	chr11	FALSE	FALSE
Mettl21a	chr1	FALSE	FALSE
Mettl21c	chr1	FALSE	TRUE
Mettl21e	chr1	TRUE	TRUE
Mettl22	chr16	FALSE	FALSE
Mettl23	chr11	FALSE	FALSE
Mettl24	chr10	FALSE	FALSE
Mettl25	chr10	FALSE	FALSE
Mettl26	chr17	FALSE	TRUE
Mettl27	chr5	FALSE	FALSE
Mettl3	chr14	FALSE	FALSE
Mettl4	chr17	FALSE	TRUE
Mettl5	chr2	FALSE	FALSE
Mettl6	chr14	FALSE	TRUE
Mettl8	chr2	FALSE	TRUE
Mettl9	chr7	FALSE	TRUE
Mex3a	chr3	FALSE	FALSE
Mex3b	chr7	TRUE	FALSE
Mex3c	chr18	FALSE	FALSE
Mex3d	chr10	FALSE	FALSE
Mfap2	chr4	FALSE	FALSE
Mfap3	chr11	FALSE	FALSE
Mfap3l	chr8	FALSE	FALSE
Mfap4	chr11	FALSE	FALSE
Mfap5	chr6	FALSE	FALSE
Mff	chr1	FALSE	FALSE
Mfge8	chr7	FALSE	FALSE
Mfhas1	chr8	FALSE	FALSE
Mfn1	chr3	FALSE	FALSE
Mfn2	chr4	FALSE	FALSE
Mfng	chr15	FALSE	FALSE
Mfrp	chr9	FALSE	FALSE
Mfsd1	chr3	FALSE	FALSE
Mfsd10	chr5	FALSE	FALSE
Mfsd11	chr11	FALSE	FALSE
Mfsd12	chr10	FALSE	FALSE
Mfsd13a	chr19	FALSE	FALSE
Mfsd13b	chr7	FALSE	FALSE
Mfsd14a	chr3	FALSE	FALSE
Mfsd14b	chr13	FALSE	TRUE
Mfsd2a	chr4	FALSE	FALSE
Mfsd2b	chr12	FALSE	FALSE
Mfsd3	chr15	FALSE	FALSE
Mfsd4a	chr1	TRUE	TRUE
Mfsd4b1	chr10	FALSE	FALSE
Mfsd4b4	chr10	FALSE	FALSE
Mfsd4b5	chr10	FALSE	FALSE
Mfsd5	chr15	FALSE	FALSE
Mfsd6	chr1	TRUE	FALSE
Mfsd6l	chr11	FALSE	FALSE
Mfsd8	chr3	FALSE	FALSE
Mfsd9	chr1	FALSE	FALSE
Mga	chr2	FALSE	TRUE
Mgam	chr6	FALSE	TRUE
Mgarp	chr3	FALSE	TRUE
Mgat1	chr11	FALSE	FALSE
Mgat2	chr12	FALSE	FALSE
Mgat3	chr15	FALSE	TRUE
Mgat4a	chr1	TRUE	TRUE
Mgat4b	chr11	FALSE	TRUE
Mgat4c	chr10	FALSE	TRUE
Mgat4d	chr8	FALSE	FALSE
Mgat4e	chr1	FALSE	FALSE
Mgat4f	chr1	FALSE	FALSE
Mgat5	chr1	FALSE	TRUE
Mgat5b	chr11	FALSE	TRUE
Mgl2	chr11	FALSE	FALSE
Mgll	chr6	TRUE	TRUE
Mgme1	chr2	FALSE	FALSE
Mgmt	chr7	TRUE	FALSE
Mgp	chr6	FALSE	FALSE
Mgrn1	chr16	FALSE	TRUE
Mgst1	chr6	FALSE	FALSE
Mgst2	chr3	TRUE	TRUE
Mgst3	chr1	FALSE	FALSE
Mia	chr7	FALSE	FALSE
Mia2	chr12	FALSE	TRUE
Mia3	chr1	FALSE	FALSE
Mib1	chr18	FALSE	TRUE
Mib2	chr4	FALSE	TRUE
Mical1	chr10	FALSE	FALSE
Mical2	chr7	TRUE	TRUE
Mical3	chr6	FALSE	TRUE
Micall1	chr15	FALSE	FALSE
Micall2	chr5	FALSE	TRUE
Micos10	chr4	FALSE	TRUE
Micos13	chr17	FALSE	FALSE
Micu1	chr10	FALSE	FALSE
Micu2	chr14	FALSE	TRUE
Micu3	chr8	TRUE	TRUE
Mid1	chrX	FALSE	FALSE
Mid1ip1	chrX	FALSE	FALSE
Mid2	chrX	FALSE	FALSE
Midn	chr10	FALSE	FALSE
Mief1	chr15	FALSE	FALSE
Mief2	chr11	FALSE	FALSE
Mien1	chr11	FALSE	FALSE
Mier1	chr4	FALSE	TRUE
Mier2	chr10	FALSE	FALSE
Mier3	chr13	FALSE	FALSE
Mif	chr10	FALSE	FALSE
Mif4gd	chr11	FALSE	FALSE
Miga1	chr3	FALSE	FALSE
Miga2	chr2	FALSE	FALSE
Miip	chr4	FALSE	FALSE
Mill1	chr7	FALSE	FALSE
Milr1	chr11	FALSE	FALSE
Minar1	chr9	FALSE	FALSE
Minar2	chr18	FALSE	FALSE
Mindy1	chr3	FALSE	FALSE
Mindy2	chr9	FALSE	FALSE
Mindy3	chr2	FALSE	TRUE
Mindy4	chr6	FALSE	TRUE
Mink1	chr11	FALSE	TRUE
Minpp1	chr19	FALSE	FALSE
Mios	chr6	FALSE	FALSE
Miox	chr15	FALSE	FALSE
Mip	chr10	FALSE	FALSE
Mipep	chr14	FALSE	FALSE
Mipol1	chr12	FALSE	TRUE
Mis18a	chr16	FALSE	FALSE
Mis18bp1	chr12	FALSE	FALSE
Misp	chr10	FALSE	FALSE
Mitd1	chr1	FALSE	FALSE
Mitf	chr6	TRUE	FALSE
Mixl1	chr1	FALSE	FALSE
Mki67	chr7	FALSE	TRUE
Mkks	chr2	TRUE	FALSE
Mkln1	chr6	FALSE	TRUE
Mknk1	chr4	FALSE	TRUE
Mknk2	chr10	FALSE	FALSE
Mkrn1	chr6	FALSE	FALSE
Mkrn2	chr6	FALSE	TRUE
Mkrn2os	chr6	FALSE	FALSE
Mkrn3	chr7	FALSE	FALSE
Mks1	chr11	FALSE	FALSE
Mkx	chr18	TRUE	FALSE
Mlana	chr19	FALSE	FALSE
Mlc1	chr15	FALSE	TRUE
Mlec	chr5	FALSE	TRUE
Mlf1	chr3	FALSE	FALSE
Mlf2	chr6	FALSE	FALSE
Mlh1	chr9	FALSE	FALSE
Mlh3	chr12	FALSE	FALSE
Mlip	chr9	FALSE	TRUE
Mlkl	chr8	FALSE	FALSE
Mllt1	chr17	FALSE	TRUE
Mllt10	chr2	TRUE	FALSE
Mllt11	chr3	FALSE	FALSE
Mllt3	chr4	FALSE	FALSE
Mllt6	chr11	FALSE	TRUE
Mlph	chr1	FALSE	TRUE
Mlst8	chr17	FALSE	FALSE
Mlx	chr11	FALSE	FALSE
Mlxip	chr5	FALSE	TRUE
Mlxipl	chr5	FALSE	TRUE
Mlycd	chr8	FALSE	FALSE
Mmaa	chr8	FALSE	FALSE
Mmab	chr5	FALSE	FALSE
Mmachc	chr4	FALSE	FALSE
Mmadhc	chr2	FALSE	FALSE
Mmd	chr11	FALSE	FALSE
Mmd2	chr5	FALSE	TRUE
Mme	chr3	FALSE	TRUE
Mmel1	chr4	FALSE	FALSE
Mmgt1	chrX	FALSE	FALSE
Mmgt2	chr11	FALSE	TRUE
Mmp10	chr9	FALSE	FALSE
Mmp11	chr10	FALSE	FALSE
Mmp12	chr9	FALSE	FALSE
Mmp13	chr9	FALSE	FALSE
Mmp14	chr14	FALSE	FALSE
Mmp15	chr8	FALSE	TRUE
Mmp16	chr4	FALSE	TRUE
Mmp17	chr5	TRUE	FALSE
Mmp19	chr10	FALSE	FALSE
Mmp2	chr8	FALSE	FALSE
Mmp20	chr9	FALSE	FALSE
Mmp21	chr7	FALSE	FALSE
Mmp23	chr4	FALSE	FALSE
Mmp24	chr2	FALSE	FALSE
Mmp25	chr17	FALSE	FALSE
Mmp27	chr9	FALSE	FALSE
Mmp28	chr11	FALSE	FALSE
Mmp3	chr9	FALSE	FALSE
Mmp7	chr9	FALSE	FALSE
Mmp8	chr9	FALSE	FALSE
Mmp9	chr2	FALSE	FALSE
Mmrn1	chr6	FALSE	TRUE
Mmrn2	chr14	FALSE	FALSE
Mms19	chr19	FALSE	FALSE
Mms22l	chr4	FALSE	TRUE
Mmut	chr17	TRUE	FALSE
Mn1	chr5	FALSE	FALSE
Mnat1	chr12	FALSE	TRUE
Mnd1	chr3	FALSE	TRUE
Mndal	chr1	FALSE	FALSE
Mns1	chr9	FALSE	FALSE
Mnt	chr11	FALSE	FALSE
Mnx1	chr5	FALSE	FALSE
Mob1b	chr5	FALSE	TRUE
Mob2	chr7	FALSE	TRUE
Mob3a	chr10	FALSE	FALSE
Mob3b	chr4	FALSE	TRUE
Mob3c	chr4	FALSE	FALSE
Mob4	chr1	FALSE	FALSE
Mobp	chr9	FALSE	FALSE
Mocos	chr18	FALSE	FALSE
Mocs1	chr17	FALSE	FALSE
Mocs2	chr13	FALSE	FALSE
Mocs3	chr2	FALSE	FALSE
Mog	chr17	FALSE	FALSE
Mogat1	chr1	FALSE	FALSE
Mogat2	chr7	FALSE	TRUE
Mogs	chr6	FALSE	FALSE
Mok	chr12	FALSE	FALSE
Mon1a	chr9	FALSE	FALSE
Mon1b	chr8	FALSE	FALSE
Mon2	chr10	FALSE	TRUE
Morc1	chr16	FALSE	FALSE
Morc2a	chr11	FALSE	TRUE
Morc2b	chr17	FALSE	TRUE
Morc3	chr16	FALSE	FALSE
Morc4	chrX	FALSE	TRUE
Morf4l1	chr9	FALSE	FALSE
Morf4l2	chrX	FALSE	FALSE
Morn1	chr4	FALSE	FALSE
Morn3	chr5	FALSE	FALSE
Morn4	chr19	FALSE	FALSE
Morn5	chr2	FALSE	FALSE
Mos	chr4	FALSE	FALSE
Mosmo	chr7	FALSE	FALSE
Mospd1	chrX	FALSE	TRUE
Mospd2	chrX	FALSE	FALSE
Mospd3	chr5	FALSE	FALSE
Mov10	chr3	FALSE	FALSE
Mov10l1	chr15	FALSE	TRUE
Moxd1	chr10	FALSE	FALSE
Moxd2	chr6	FALSE	FALSE
Mpc1	chr17	FALSE	FALSE
Mpc2	chr1	FALSE	FALSE
Mpdu1	chr11	FALSE	FALSE
Mpdz	chr4	FALSE	FALSE
Mpeg1	chr19	FALSE	FALSE
Mpg	chr11	FALSE	FALSE
Mphosph10	chr7	FALSE	FALSE
Mphosph6	chr8	FALSE	FALSE
Mphosph8	chr14	FALSE	FALSE
Mphosph9	chr5	FALSE	FALSE
Mpi	chr9	FALSE	TRUE
Mpl	chr4	FALSE	FALSE
Mplkip	chr13	FALSE	FALSE
Mpnd	chr17	FALSE	FALSE
Mpo	chr11	FALSE	FALSE
Mpp1	chrX	FALSE	FALSE
Mpp2	chr11	FALSE	FALSE
Mpp3	chr11	TRUE	FALSE
Mpp4	chr1	FALSE	TRUE
Mpp7	chr18	FALSE	TRUE
Mppe1	chr18	FALSE	FALSE
Mpped1	chr15	FALSE	FALSE
Mpped2	chr2	FALSE	TRUE
Mprip	chr11	FALSE	TRUE
Mpst	chr15	FALSE	FALSE
Mptx1	chr1	FALSE	FALSE
Mptx2	chr1	FALSE	FALSE
Mpv17	chr5	FALSE	FALSE
Mpv17l	chr16	FALSE	FALSE
Mpv17l2	chr8	FALSE	FALSE
Mpz	chr1	FALSE	FALSE
Mpzl1	chr1	FALSE	TRUE
Mpzl2	chr9	FALSE	FALSE
Mpzl3	chr9	FALSE	FALSE
Mr1	chr1	FALSE	TRUE
Mrap	chr16	FALSE	FALSE
Mrap2	chr9	FALSE	FALSE
Mras	chr9	TRUE	FALSE
Mrc1	chr2	TRUE	TRUE
Mrc2	chr11	FALSE	TRUE
Mre11a	chr9	FALSE	FALSE
Mreg	chr1	TRUE	FALSE
Mrfap1	chr5	FALSE	FALSE
Mrgbp	chr2	FALSE	FALSE
Mrgpra1	chr7	FALSE	FALSE
Mrgpra2b	chr7	FALSE	FALSE
Mrgpra3	chr7	FALSE	FALSE
Mrgpra4	chr7	FALSE	FALSE
Mrgpra9	chr7	FALSE	FALSE
Mrgprb1	chr7	FALSE	FALSE
Mrgprb2	chr7	FALSE	FALSE
Mrgprb3	chr7	FALSE	FALSE
Mrgprb4	chr7	FALSE	FALSE
Mrgprb5	chr7	FALSE	FALSE
Mrgprb8	chr7	FALSE	FALSE
Mrgprd	chr7	FALSE	TRUE
Mrgpre	chr7	TRUE	TRUE
Mrgprf	chr7	FALSE	FALSE
Mrgprg	chr7	FALSE	FALSE
Mrgprh	chr17	FALSE	FALSE
Mrgprx1	chr7	FALSE	FALSE
Mrgprx2	chr7	FALSE	FALSE
Mri1	chr8	FALSE	FALSE
Mrln	chr10	FALSE	FALSE
Mrm1	chr11	FALSE	FALSE
Mrm3	chr11	FALSE	FALSE
Mrnip	chr11	FALSE	FALSE
Mro	chr18	FALSE	FALSE
Mroh1	chr15	FALSE	TRUE
Mroh2b	chr15	FALSE	TRUE
Mroh3	chr1	FALSE	FALSE
Mroh4	chr15	FALSE	TRUE
Mroh5	chr15	FALSE	FALSE
Mroh6	chr15	FALSE	FALSE
Mroh7	chr4	FALSE	FALSE
Mroh8	chr2	FALSE	FALSE
Mroh9	chr1	FALSE	FALSE
Mrpl1	chr5	FALSE	FALSE
Mrpl11	chr19	FALSE	FALSE
Mrpl12	chr11	FALSE	FALSE
Mrpl13	chr15	FALSE	TRUE
Mrpl14	chr17	FALSE	FALSE
Mrpl15	chr1	FALSE	FALSE
Mrpl16	chr19	FALSE	FALSE
Mrpl17	chr7	FALSE	FALSE
Mrpl18	chr17	FALSE	FALSE
Mrpl19	chr6	FALSE	FALSE
Mrpl20	chr4	FALSE	FALSE
Mrpl21	chr19	FALSE	FALSE
Mrpl22	chr11	FALSE	FALSE
Mrpl23	chr7	FALSE	FALSE
Mrpl24	chr3	FALSE	FALSE
Mrpl27	chr11	FALSE	FALSE
