gene_name	chr	mch_sig	mecp2_sig
Tmpo	chr10	FALSE	FALSE
Usp30	chr5	FALSE	FALSE
Tmem72	chr6	FALSE	FALSE
Hs3st6	chr17	FALSE	FALSE
Krt42	chr11	FALSE	FALSE
Catsperb	chr12	FALSE	FALSE
Trim66	chr7	FALSE	FALSE
Pabpc1l	chr2	FALSE	FALSE
Plscr4	chr9	FALSE	FALSE
Litaf	chr16	FALSE	FALSE
Chp2	chr7	FALSE	FALSE
Abca6	chr11	FALSE	FALSE
Epcam	chr17	FALSE	FALSE
Ccr6	chr17	FALSE	FALSE
Trim52	chr14	FALSE	FALSE
Polr2m	chr9	FALSE	FALSE
Zfp937	chr2	FALSE	FALSE
Tstd1	chr1	FALSE	FALSE
Snrpe	chr1	FALSE	FALSE
Fcrla	chr1	FALSE	FALSE
Nlrx1	chr9	FALSE	FALSE
Ypel5	chr17	FALSE	FALSE
Nsmce1	chr7	FALSE	FALSE
Gm11627	chr11	FALSE	FALSE
Esrp1	chr4	FALSE	FALSE
Slc27a5	chr7	FALSE	FALSE
Avil	chr10	FALSE	FALSE
Tmem127	chr2	FALSE	FALSE
Ccnq	chr11	FALSE	FALSE
Mxra7	chr11	FALSE	FALSE
Ap2a2	chr7	FALSE	FALSE
Dtx3	chr10	FALSE	FALSE
Rhou	chr8	FALSE	FALSE
Hbq1a	chr11	FALSE	FALSE
Actc1	chr2	FALSE	FALSE
Tek	chr4	FALSE	FALSE
Rab43	chr6	FALSE	FALSE
Ahrr	chr13	FALSE	FALSE
Cdr2l	chr11	FALSE	FALSE
Nexn	chr3	FALSE	FALSE
Slx1b	chr7	FALSE	FALSE
Serpina3n	chr12	FALSE	FALSE
Cdcp2	chr4	FALSE	FALSE
Wdr12	chr1	FALSE	FALSE
Banf2	chr2	FALSE	FALSE
Efcab5	chr11	FALSE	FALSE
Prob1	chr18	FALSE	FALSE
Vmn2r86	chr10	FALSE	FALSE
Top1mt	chr15	FALSE	FALSE
Otop3	chr11	FALSE	FALSE
Atoh7	chr10	FALSE	FALSE
Arf1	chr11	FALSE	FALSE
Erv3	chr2	FALSE	FALSE
Elp6	chr9	FALSE	FALSE
Tsr2	chrX	FALSE	FALSE
Atxn7l3	chr11	FALSE	FALSE
Cplx4	chr18	FALSE	FALSE
Erap1	chr13	FALSE	FALSE
Kif2b	chr11	FALSE	FALSE
Ccdc80	chr16	FALSE	FALSE
Pi4k2b	chr5	FALSE	FALSE
Scgb2b12	chr7	FALSE	FALSE
Ddi1	chr9	FALSE	FALSE
Gys2	chr6	FALSE	FALSE
Arsb	chr13	FALSE	FALSE
Apoe	chr7	FALSE	FALSE
Defb8	chr8	FALSE	FALSE
Fdx1	chr9	FALSE	FALSE
Gp9	chr6	FALSE	FALSE
Carlr	chr2	FALSE	FALSE
Ms4a1	chr19	FALSE	FALSE
Dpf3	chr12	FALSE	FALSE
Cfap47	chrX	FALSE	FALSE
Pdcd1lg2	chr19	FALSE	FALSE
Hoxd10	chr2	FALSE	FALSE
Rpl10l	chr12	FALSE	FALSE
Brat1	chr5	FALSE	FALSE
Dyrk3	chr1	FALSE	FALSE
Inhba	chr13	FALSE	FALSE
Dyrk4	chr6	FALSE	FALSE
Tnip2	chr5	FALSE	FALSE
Spint1	chr2	FALSE	FALSE
Zfat	chr15	FALSE	FALSE
Rac3	chr11	FALSE	FALSE
Dtl	chr1	FALSE	FALSE
Gpr119	chrX	FALSE	FALSE
Tns3	chr11	FALSE	FALSE
Polr3f	chr2	FALSE	FALSE
Rpl39l	chr16	FALSE	FALSE
Tmem216	chr19	FALSE	FALSE
Tfpi2	chr6	FALSE	FALSE
Igfn1	chr1	FALSE	FALSE
Tdrd3	chr14	FALSE	FALSE
Rps20	chr4	FALSE	FALSE
Ccdc30	chr4	FALSE	FALSE
Qsox2	chr2	FALSE	FALSE
Tmem35a	chrX	FALSE	FALSE
Ect2	chr3	FALSE	FALSE
Bbip1	chr19	FALSE	FALSE
Aldh16a1	chr7	FALSE	FALSE
9430015G10Rik	chr4	FALSE	FALSE
Tmem268	chr4	FALSE	FALSE
Spcs1	chr14	FALSE	FALSE
Rmnd5b	chr11	FALSE	FALSE
Npy4r	chr14	FALSE	FALSE
Neu1	chr17	FALSE	FALSE
Rexo2	chr9	FALSE	FALSE
Poc5	chr13	FALSE	FALSE
Lrrc39	chr3	FALSE	FALSE
4933421I07Rik	chr7	FALSE	FALSE
Ube2l6	chr2	FALSE	FALSE
Lmntd2	chr7	FALSE	FALSE
Dlx3	chr11	FALSE	FALSE
Akap11	chr14	FALSE	FALSE
Elac2	chr11	FALSE	FALSE
Abca7	chr10	FALSE	FALSE
Dusp9	chrX	FALSE	FALSE
Fanca	chr8	FALSE	FALSE
Hsh2d	chr8	FALSE	FALSE
Npas4	chr19	FALSE	FALSE
Ceacam3	chr7	FALSE	FALSE
Txnrd1	chr10	FALSE	FALSE
Gzmb	chr14	FALSE	FALSE
Mtfr1l	chr4	FALSE	FALSE
Hormad1	chr3	FALSE	FALSE
Cela3a	chr4	FALSE	FALSE
Rtn4rl2	chr2	FALSE	FALSE
Cyb5d2	chr11	FALSE	FALSE
Zfp750	chr11	FALSE	FALSE
Map3k7cl	chr16	FALSE	FALSE
Tppp	chr13	FALSE	FALSE
Dlx5	chr6	FALSE	FALSE
Kctd13	chr7	FALSE	FALSE
Gipc2	chr3	FALSE	FALSE
Eif2s2	chr2	FALSE	FALSE
1700029H14Rik	chr8	FALSE	FALSE
Slc43a3	chr2	FALSE	FALSE
Eya4	chr10	FALSE	FALSE
Erlin2	chr8	FALSE	FALSE
Pdzrn3	chr6	FALSE	FALSE
Lpcat2	chr8	FALSE	FALSE
Tyk2	chr9	FALSE	FALSE
Timm8b	chr9	FALSE	FALSE
Piezo2	chr18	FALSE	FALSE
Phldb3	chr7	FALSE	FALSE
Fdxr	chr11	FALSE	FALSE
Noc3l	chr19	FALSE	FALSE
Tifa	chr3	FALSE	FALSE
Rsrc2	chr5	FALSE	FALSE
Tbc1d4	chr14	FALSE	FALSE
Zbtb45	chr7	FALSE	FALSE
Ccnb3	chrX	FALSE	FALSE
Utrn	chr10	FALSE	FALSE
Patl1	chr19	FALSE	FALSE
Smim10l1	chr6	FALSE	FALSE
P2ry4	chrX	FALSE	FALSE
Ccdc83	chr7	FALSE	FALSE
Frk	chr10	FALSE	FALSE
Krt72	chr15	FALSE	FALSE
Guca1a	chr17	FALSE	FALSE
Rps26	chr10	FALSE	FALSE
Cd7	chr11	FALSE	FALSE
Flrt2	chr12	FALSE	FALSE
Dusp23	chr1	FALSE	FALSE
Carmil3	chr14	FALSE	FALSE
Trmt2a	chr16	FALSE	FALSE
Dnajb5	chr4	FALSE	FALSE
Lipe	chr7	FALSE	FALSE
Emx1	chr6	FALSE	FALSE
Letm1	chr5	FALSE	FALSE
Tst	chr15	FALSE	FALSE
Fnbp4	chr2	FALSE	FALSE
Tmprss15	chr16	FALSE	FALSE
Ltc4s	chr11	FALSE	FALSE
Vta1	chr10	FALSE	FALSE
4933407L21Rik	chr1	FALSE	FALSE
Clec14a	chr12	FALSE	FALSE
Lypd9	chr11	FALSE	FALSE
Shroom4	chrX	FALSE	FALSE
Sctr	chr1	FALSE	FALSE
Angptl6	chr9	FALSE	FALSE
Gnl1	chr17	FALSE	FALSE
Tlr3	chr8	FALSE	FALSE
Kcna6	chr6	FALSE	FALSE
Cops9	chr1	FALSE	FALSE
Brox	chr1	FALSE	FALSE
Ubqln2	chrX	FALSE	FALSE
Chst12	chr5	FALSE	FALSE
Osgin1	chr8	FALSE	FALSE
Gpr179	chr11	FALSE	FALSE
Med26	chr8	FALSE	FALSE
Gfpt2	chr11	FALSE	FALSE
Lbh	chr17	FALSE	FALSE
Dohh	chr10	FALSE	FALSE
Trappc2l	chr8	FALSE	FALSE
Gng10	chr4	FALSE	FALSE
Reg3g	chr6	FALSE	FALSE
Capn1	chr19	FALSE	FALSE
Zbtb26	chr2	FALSE	FALSE
Sftpd	chr14	FALSE	FALSE
Plpp1	chr13	FALSE	FALSE
BC024139	chr15	FALSE	FALSE
Irf2bp1	chr7	FALSE	FALSE
Cacng1	chr11	FALSE	FALSE
Gja6	chrX	FALSE	FALSE
Sulf2	chr2	FALSE	FALSE
Arhgap9	chr10	FALSE	FALSE
Snapin	chr3	FALSE	FALSE
Akt1s1	chr7	FALSE	FALSE
Czib	chr4	FALSE	FALSE
Rabep2	chr7	FALSE	FALSE
Plbd1	chr6	FALSE	FALSE
Zdhhc13	chr7	FALSE	FALSE
Spic	chr10	FALSE	FALSE
Sapcd1	chr17	FALSE	FALSE
Plekhn1	chr4	FALSE	FALSE
Scgb1b24	chr7	FALSE	FALSE
Ttl	chr2	FALSE	FALSE
Sucnr1	chr3	FALSE	FALSE
Krt78	chr15	FALSE	FALSE
Cldn19	chr4	FALSE	FALSE
Slc16a1	chr3	FALSE	FALSE
Mrgprb3	chr7	FALSE	FALSE
Ccnyl1	chr1	FALSE	FALSE
Kcns2	chr15	FALSE	FALSE
Acot5	chr12	FALSE	FALSE
Zc3h18	chr8	FALSE	FALSE
Lce1k	chr3	FALSE	FALSE
Fam174b	chr7	FALSE	FALSE
Alcam	chr16	FALSE	FALSE
Nit1	chr1	FALSE	FALSE
Reep6	chr10	FALSE	FALSE
Spout1	chr2	FALSE	FALSE
Gata5	chr2	FALSE	FALSE
Rab1b	chr19	FALSE	FALSE
Pudp	chr18	FALSE	FALSE
Agtr2	chrX	FALSE	FALSE
Crybg2	chr4	FALSE	FALSE
Mmp11	chr10	FALSE	FALSE
Ereg	chr5	FALSE	FALSE
Utp18	chr11	FALSE	FALSE
Itgb3	chr11	FALSE	FALSE
Kank4	chr4	FALSE	FALSE
Syde2	chr3	FALSE	FALSE
Klhl20	chr1	FALSE	FALSE
Calhm2	chr19	FALSE	FALSE
H2-T22	chr17	FALSE	FALSE
Rpl24	chr16	FALSE	FALSE
Sel1l	chr12	FALSE	FALSE
Ackr2	chr9	FALSE	FALSE
Cpped1	chr16	FALSE	FALSE
Tbcc	chr17	FALSE	FALSE
Lztr1	chr16	FALSE	FALSE
Hspb3	chr13	FALSE	FALSE
Prxl2c	chr13	FALSE	FALSE
C87436	chr6	FALSE	FALSE
Naglu	chr11	FALSE	FALSE
Pllp	chr8	FALSE	FALSE
Hacd1	chr2	FALSE	FALSE
Cavin1	chr11	FALSE	FALSE
Kctd11	chr11	FALSE	FALSE
Olig3	chr10	FALSE	FALSE
Rxfp3	chr15	FALSE	FALSE
Zfp445	chr9	FALSE	FALSE
Atp1a2	chr1	FALSE	FALSE
Irf6	chr1	FALSE	FALSE
Prpf38b	chr3	FALSE	FALSE
Serpina1a	chr12	FALSE	FALSE
Cfap58	chr19	FALSE	FALSE
Cdyl	chr13	FALSE	FALSE
Mfsd13a	chr19	FALSE	FALSE
Nrbp1	chr5	FALSE	FALSE
Tlr5	chr1	FALSE	FALSE
Slc9a4	chr1	FALSE	FALSE
Parp1	chr1	FALSE	FALSE
Incenp	chr19	FALSE	FALSE
Ccdc66	chr14	FALSE	FALSE
Twsg1	chr17	FALSE	FALSE
Gprc5c	chr11	FALSE	FALSE
Srxn1	chr2	FALSE	FALSE
Tma16	chr8	FALSE	FALSE
Zfp128	chr7	FALSE	FALSE
Prl4a1	chr13	FALSE	FALSE
Ranbp3	chr17	FALSE	FALSE
Samhd1	chr2	FALSE	FALSE
Tpte	chr8	FALSE	FALSE
Dbndd1	chr8	FALSE	FALSE
Slc9b2	chr3	FALSE	FALSE
Psrc1	chr3	FALSE	FALSE
Scn7a	chr2	FALSE	FALSE
Rab39b	chrX	FALSE	FALSE
Nyap1	chr5	FALSE	FALSE
Pik3r4	chr9	FALSE	FALSE
Rnf215	chr11	FALSE	FALSE
Adam6a	chr12	FALSE	FALSE
Ppm1g	chr5	FALSE	FALSE
Nudt15	chr14	FALSE	FALSE
Mrgpra4	chr7	FALSE	FALSE
Jun	chr4	FALSE	FALSE
Clca3b	chr3	FALSE	FALSE
Atg101	chr15	FALSE	FALSE
Pgam1	chr19	FALSE	FALSE
Nsg1	chr5	FALSE	FALSE
Tmem161a	chr8	FALSE	FALSE
Gng5	chr3	FALSE	FALSE
Apaf1	chr10	FALSE	FALSE
Sdr16c6	chr4	FALSE	FALSE
Pnma3	chrX	FALSE	FALSE
Msrb2	chr2	FALSE	FALSE
Vrk2	chr11	FALSE	FALSE
Tmem207	chr16	FALSE	FALSE
Efna3	chr3	FALSE	FALSE
Il22	chr10	FALSE	FALSE
Vmn2r2	chr3	FALSE	FALSE
Bhmt2	chr13	FALSE	FALSE
Ccno	chr13	FALSE	FALSE
Eef2k	chr7	FALSE	FALSE
Cdkn2a	chr4	FALSE	FALSE
Trip13	chr13	FALSE	FALSE
Grpel2	chr18	FALSE	FALSE
Ccdc97	chr7	FALSE	FALSE
Gm5934	chrX	FALSE	FALSE
Sap30bp	chr11	FALSE	FALSE
Pnkd	chr1	FALSE	FALSE
Smg5	chr3	FALSE	FALSE
Bfar	chr16	FALSE	FALSE
I830077J02Rik	chr3	FALSE	FALSE
Dgka	chr10	FALSE	FALSE
Chordc1	chr9	FALSE	FALSE
Gsta2	chr9	FALSE	FALSE
Tslp	chr18	FALSE	FALSE
Cfp	chrX	FALSE	FALSE
Ptbp3	chr4	FALSE	FALSE
Chic1	chrX	FALSE	FALSE
9530068E07Rik	chr11	FALSE	FALSE
Grm5	chr7	FALSE	FALSE
Ces2h	chr8	FALSE	FALSE
Angel2	chr1	FALSE	FALSE
Mmp20	chr9	FALSE	FALSE
Zfp760	chr17	FALSE	FALSE
Tmem167	chr13	FALSE	FALSE
Gjb2	chr14	FALSE	FALSE
Rs1	chrX	FALSE	FALSE
Ccdc137	chr11	FALSE	FALSE
Sall4	chr2	FALSE	FALSE
Rnf114	chr2	FALSE	FALSE
Tafa3	chr3	FALSE	FALSE
Ifnar1	chr16	FALSE	FALSE
Pdzph1	chr17	FALSE	FALSE
Ascl4	chr10	FALSE	FALSE
Tmbim1	chr1	FALSE	TRUE
Met	chr6	FALSE	FALSE
D130040H23Rik	chr8	FALSE	FALSE
Spag4	chr2	FALSE	FALSE
Satl1	chrX	FALSE	FALSE
Tssk3	chr4	FALSE	FALSE
Polb	chr8	FALSE	FALSE
Crtac1	chr19	FALSE	FALSE
Ces3a	chr8	FALSE	FALSE
Ubxn4	chr1	FALSE	FALSE
Polr2j	chr5	FALSE	FALSE
Ces2c	chr8	FALSE	FALSE
Bag2	chr1	FALSE	FALSE
Spata31	chr13	FALSE	FALSE
Rpa3	chr6	FALSE	FALSE
Sdhaf1	chr7	FALSE	FALSE
Gpt2	chr8	FALSE	FALSE
Trpv5	chr6	FALSE	FALSE
1700037C18Rik	chr16	FALSE	FALSE
Helq	chr5	FALSE	FALSE
Gm14525	chrX	FALSE	FALSE
Cnmd	chr14	FALSE	FALSE
Dhdds	chr4	FALSE	FALSE
Klk10	chr7	FALSE	FALSE
Bpifa2	chr2	FALSE	FALSE
Cpeb4	chr11	FALSE	FALSE
Tas2r126	chr6	FALSE	FALSE
Ccl22	chr8	FALSE	FALSE
Lage3	chrX	FALSE	FALSE
Zranb2	chr3	FALSE	FALSE
Hk3	chr13	FALSE	FALSE
Lyve1	chr7	FALSE	FALSE
Scimp	chr11	FALSE	FALSE
Mcpt4	chr14	FALSE	FALSE
Taldo1	chr7	FALSE	FALSE
Usf2	chr7	FALSE	FALSE
Frmd3	chr4	FALSE	FALSE
Slc35a4	chr18	FALSE	FALSE
Atpaf1	chr4	FALSE	FALSE
Wtip	chr7	FALSE	FALSE
Ncapd3	chr9	FALSE	FALSE
Plcxd2	chr16	FALSE	FALSE
Gpr141	chr13	FALSE	FALSE
Nutf2	chr8	FALSE	FALSE
Enpp1	chr10	FALSE	FALSE
Rab15	chr12	FALSE	FALSE
Sgk1	chr10	FALSE	FALSE
Pim3	chr15	FALSE	FALSE
Wdtc1	chr4	FALSE	FALSE
Vmn2r51	chr7	FALSE	FALSE
Sars2	chr7	FALSE	FALSE
Szrd1	chr4	FALSE	FALSE
Prpsap1	chr11	FALSE	FALSE
Rnaseh2c	chr19	FALSE	FALSE
Lyzl6	chr11	FALSE	FALSE
Snapc1	chr12	FALSE	FALSE
Dhx40	chr11	FALSE	FALSE
Dpysl4	chr7	FALSE	FALSE
Zfp11	chr5	FALSE	FALSE
Aadat	chr8	FALSE	FALSE
2310011J03Rik	chr10	FALSE	FALSE
Cyp1a2	chr9	FALSE	FALSE
Ddx27	chr2	FALSE	FALSE
Tafa4	chr6	FALSE	FALSE
Mex3c	chr18	FALSE	FALSE
Sox9	chr11	FALSE	FALSE
Nup107	chr10	FALSE	FALSE
Tmem183a	chr1	FALSE	FALSE
Dnmt3b	chr2	FALSE	FALSE
Tex55	chr16	FALSE	FALSE
Chsy1	chr7	FALSE	FALSE
Slc25a53	chrX	FALSE	FALSE
Larp7	chr3	FALSE	FALSE
Pi15	chr1	FALSE	FALSE
Slurp2	chr15	FALSE	FALSE
Adam9	chr8	FALSE	FALSE
Kmo	chr1	FALSE	FALSE
Nt5c1b	chr12	FALSE	FALSE
Slc25a39	chr11	FALSE	FALSE
Hsd11b1	chr1	FALSE	FALSE
Tsn	chr1	FALSE	FALSE
Atf5	chr7	FALSE	FALSE
Scamp1	chr13	FALSE	FALSE
Bcl9l	chr9	FALSE	FALSE
Ldb3	chr14	FALSE	FALSE
Senp1	chr15	FALSE	FALSE
Taf6	chr5	FALSE	FALSE
Ndufa12	chr10	FALSE	FALSE
Sema4f	chr6	FALSE	FALSE
Fbxo43	chr15	FALSE	FALSE
Pkdrej	chr15	FALSE	FALSE
Amer1	chrX	FALSE	FALSE
Kcnrg	chr14	FALSE	FALSE
Ajap1	chr4	FALSE	FALSE
Engase	chr11	FALSE	FALSE
Spata33	chr8	FALSE	FALSE
Gm8978	chr19	FALSE	FALSE
Cldn13	chr5	FALSE	FALSE
Cwh43	chr5	FALSE	FALSE
Tgm1	chr14	FALSE	FALSE
Ccl20	chr1	FALSE	FALSE
Klra8	chr6	FALSE	FALSE
C2	chr17	FALSE	FALSE
Sdhb	chr4	FALSE	FALSE
Prelid2	chr18	FALSE	FALSE
Tmem222	chr4	FALSE	FALSE
Cpsf4	chr5	FALSE	FALSE
Car2	chr3	FALSE	FALSE
Gdpd3	chr7	FALSE	FALSE
Cd63	chr10	FALSE	FALSE
Miga2	chr2	FALSE	FALSE
Tmem37	chr1	FALSE	FALSE
Col10a1	chr10	FALSE	FALSE
Lypd3	chr7	FALSE	FALSE
Gcm1	chr9	FALSE	FALSE
Lce3f	chr3	FALSE	FALSE
Zbtb8b	chr4	FALSE	FALSE
Gnpat	chr8	FALSE	FALSE
Rab11b	chr17	FALSE	FALSE
Atp1b3	chr9	FALSE	FALSE
Gpr62	chr9	FALSE	FALSE
Hoxb9	chr11	FALSE	FALSE
Creb3l3	chr10	FALSE	FALSE
Huwe1	chrX	FALSE	FALSE
Slc15a3	chr19	FALSE	FALSE
Ceacam5	chr7	FALSE	FALSE
Hmgxb4	chr8	FALSE	FALSE
Vmn2r17	chr5	FALSE	FALSE
Smbd1	chr16	FALSE	FALSE
Sult1c2	chr17	FALSE	FALSE
Ogt	chrX	FALSE	FALSE
Krt90	chr15	FALSE	FALSE
Atmin	chr8	FALSE	FALSE
Ly6g2	chr15	FALSE	FALSE
Kcne4	chr1	FALSE	FALSE
Eif1ad	chr19	FALSE	FALSE
Scgb1b29	chr7	FALSE	FALSE
Gas2l3	chr10	FALSE	FALSE
Det1	chr7	FALSE	FALSE
Clec12a	chr6	FALSE	FALSE
Twist2	chr1	FALSE	FALSE
Cybb	chrX	FALSE	FALSE
Krtap4-7	chr11	FALSE	FALSE
Mtch1	chr17	FALSE	FALSE
Ccl8	chr11	FALSE	FALSE
Adamts15	chr9	FALSE	FALSE
Ccdc102a	chr8	FALSE	FALSE
Cenpi	chrX	FALSE	FALSE
Il10rb	chr16	FALSE	FALSE
Mmab	chr5	FALSE	FALSE
Scgb2b20	chr7	FALSE	FALSE
Tbccd1	chr16	FALSE	FALSE
Scgb2b3	chr7	FALSE	FALSE
Proser1	chr3	FALSE	FALSE
Star	chr8	FALSE	FALSE
Gm5150	chr3	FALSE	FALSE
Acr	chr15	FALSE	FALSE
Serpina1d	chr12	FALSE	FALSE
Sptssa	chr12	FALSE	FALSE
Gpr141b	chr13	FALSE	FALSE
Rtn4r	chr16	FALSE	FALSE
Sdhaf3	chr6	FALSE	FALSE
Slc4a1	chr11	FALSE	FALSE
Sft2d3	chr18	FALSE	FALSE
Tle6	chr10	FALSE	FALSE
Ccdc87	chr19	FALSE	FALSE
H2-T3	chr17	FALSE	FALSE
Slc9c1	chr16	FALSE	FALSE
Gm3383	chr14	FALSE	FALSE
Larp4	chr15	FALSE	FALSE
Wdr46	chr17	FALSE	FALSE
Rfesd	chr13	FALSE	FALSE
Fam110b	chr4	FALSE	FALSE
Maoa	chrX	FALSE	FALSE
Phgdh	chr3	FALSE	FALSE
Grem1	chr2	FALSE	FALSE
Yif1b	chr7	FALSE	FALSE
Aspn	chr13	FALSE	FALSE
Adat1	chr8	FALSE	FALSE
Gm4922	chr10	FALSE	FALSE
Nus1	chr10	FALSE	FALSE
Idua	chr5	FALSE	FALSE
Ttc16	chr2	FALSE	FALSE
Trib3	chr2	FALSE	FALSE
Gpr27	chr6	FALSE	FALSE
Lrrc41	chr4	FALSE	FALSE
Gm5460	chr14	FALSE	FALSE
Tkt	chr14	FALSE	FALSE
Sidt2	chr9	FALSE	FALSE
Hpf1	chr8	FALSE	FALSE
Ppp1r3f	chrX	FALSE	FALSE
Ccdc126	chr6	FALSE	FALSE
Cd300ld	chr11	FALSE	FALSE
Hspa12b	chr2	FALSE	FALSE
Defb42	chr14	FALSE	FALSE
Dnaaf3	chr7	FALSE	FALSE
Elfn2	chr15	FALSE	FALSE
Ccdc28b	chr4	FALSE	FALSE
Skint7	chr4	FALSE	FALSE
Rfc5	chr5	FALSE	FALSE
Mrps15	chr4	FALSE	FALSE
Bean1	chr8	FALSE	FALSE
Atp6v0a2	chr5	FALSE	FALSE
Gar1	chr3	FALSE	FALSE
Ro60	chr1	FALSE	FALSE
Vmn2r13	chr5	FALSE	FALSE
Entpd3	chr9	FALSE	FALSE
Fbn2	chr18	FALSE	FALSE
Mecr	chr4	FALSE	FALSE
Pgr15l	chrX	FALSE	FALSE
Nhlh2	chr3	FALSE	TRUE
Ctnnb1	chr9	FALSE	FALSE
Ankrd7	chr6	FALSE	FALSE
Zfp729b	chr13	FALSE	FALSE
Gpsm1	chr2	FALSE	FALSE
Ghdc	chr11	FALSE	FALSE
Traf3ip2	chr10	FALSE	FALSE
Pdik1l	chr4	FALSE	FALSE
Xrcc2	chr5	FALSE	FALSE
Tcn2	chr11	FALSE	FALSE
Fbxw27	chr9	FALSE	FALSE
Hnrnpab	chr11	FALSE	FALSE
Btla	chr16	FALSE	FALSE
Inpp5j	chr11	FALSE	FALSE
Smn1	chr13	FALSE	FALSE
Fbll1	chr11	FALSE	FALSE
AU021092	chr16	FALSE	FALSE
Henmt1	chr3	FALSE	FALSE
Prlhr	chr19	FALSE	FALSE
Aga	chr8	FALSE	FALSE
Naa35	chr13	FALSE	FALSE
Kiss1r	chr10	FALSE	FALSE
Vmn2r80	chr10	FALSE	FALSE
Spaca9	chr2	FALSE	FALSE
Gng2	chr14	FALSE	FALSE
Mul1	chr4	FALSE	FALSE
Marchf1	chr8	FALSE	FALSE
Lancl1	chr1	FALSE	FALSE
Nlrp12	chr7	FALSE	FALSE
Echdc1	chr10	FALSE	FALSE
Gal3st4	chr5	FALSE	FALSE
Smad9	chr3	FALSE	FALSE
Plagl2	chr2	FALSE	FALSE
Elp5	chr11	FALSE	FALSE
Vamp8	chr6	FALSE	FALSE
Pla2g4d	chr2	FALSE	FALSE
Trim16	chr11	FALSE	FALSE
Nif3l1	chr1	FALSE	FALSE
Armcx4	chrX	FALSE	FALSE
Spdef	chr17	FALSE	FALSE
Cul4a	chr8	FALSE	FALSE
Cdkn2d	chr9	FALSE	FALSE
Slc12a2	chr18	FALSE	FALSE
Pes1	chr11	FALSE	FALSE
Ccdc159	chr9	FALSE	FALSE
Rbm4	chr19	FALSE	FALSE
Ntsr2	chr12	FALSE	FALSE
Abcc9	chr6	FALSE	FALSE
Nrip2	chr6	FALSE	FALSE
C1galt1c1	chrX	FALSE	FALSE
Dbf4	chr5	FALSE	FALSE
Kif18b	chr11	FALSE	FALSE
Dcaf11	chr14	FALSE	FALSE
Srsf11	chr3	FALSE	FALSE
Gabrg3	chr7	FALSE	FALSE
Iffo1	chr6	FALSE	FALSE
Tcf15	chr2	FALSE	FALSE
Wdr1	chr5	FALSE	FALSE
Tnfsf4	chr1	FALSE	FALSE
Oscar	chr7	FALSE	FALSE
Tc2n	chr12	FALSE	FALSE
Hcar2	chr5	FALSE	FALSE
Uck1	chr2	FALSE	FALSE
Map3k10	chr7	FALSE	FALSE
Klhl24	chr16	FALSE	FALSE
Cyp51	chr5	FALSE	FALSE
E2f6	chr12	FALSE	FALSE
Nox3	chr17	FALSE	FALSE
Slc17a5	chr9	FALSE	FALSE
Slc7a4	chr16	FALSE	FALSE
Vmn2r18	chr5	FALSE	FALSE
Gpr137	chr19	FALSE	FALSE
Gprc6a	chr10	FALSE	FALSE
Nr2f6	chr8	FALSE	FALSE
Tnfsf13b	chr8	FALSE	FALSE
Ifitm1	chr7	FALSE	FALSE
Nupr1	chr7	FALSE	FALSE
Lrrc63	chr14	FALSE	FALSE
Tnfrsf26	chr7	FALSE	FALSE
Ppp1r3c	chr19	FALSE	FALSE
Prrg4	chr2	FALSE	FALSE
Paqr3	chr5	FALSE	FALSE
Vmn1r87	chr7	FALSE	FALSE
Tmem106c	chr15	FALSE	FALSE
Psg22	chr7	FALSE	FALSE
Gpr143	chrX	FALSE	FALSE
Scg3	chr9	FALSE	FALSE
Tnfrsf1a	chr6	FALSE	FALSE
Apoa5	chr9	FALSE	FALSE
Des	chr1	FALSE	FALSE
Rflnb	chr11	FALSE	FALSE
Aaas	chr15	FALSE	FALSE
Zfp82	chr7	FALSE	FALSE
Myl12b	chr17	FALSE	FALSE
Tsga10	chr1	FALSE	FALSE
Ptpa	chr2	FALSE	FALSE
Dcaf10	chr4	FALSE	FALSE
Pdp1	chr4	FALSE	FALSE
Gc	chr5	FALSE	FALSE
Inhbb	chr1	FALSE	FALSE
Fads2	chr19	FALSE	FALSE
Wnt8a	chr18	FALSE	FALSE
Doc2a	chr7	FALSE	FALSE
Shld2	chr14	FALSE	FALSE
Tma7	chr9	FALSE	FALSE
Mgst3	chr1	FALSE	FALSE
Gnat3	chr5	FALSE	FALSE
Hsp90ab1	chr17	FALSE	FALSE
Zfp454	chr11	FALSE	FALSE
Atp6v1b1	chr6	FALSE	FALSE
Nrk	chrX	FALSE	FALSE
Bloc1s5	chr13	FALSE	FALSE
Inafm2	chr2	FALSE	FALSE
Lrrc9	chr12	FALSE	FALSE
F11	chr8	FALSE	FALSE
Rdh7	chr10	FALSE	FALSE
Rpl26	chr11	FALSE	FALSE
Cyp46a1	chr12	FALSE	FALSE
Gps2	chr11	FALSE	FALSE
Map9	chr3	FALSE	FALSE
Ythdf2	chr4	FALSE	FALSE
Lgi4	chr7	FALSE	FALSE
Cpne4	chr9	FALSE	FALSE
Pagr1a	chr7	FALSE	FALSE
Fam76a	chr4	FALSE	FALSE
Gdi2	chr13	FALSE	FALSE
Selenoi	chr5	FALSE	FALSE
Strip1	chr3	FALSE	FALSE
Rundc1	chr11	FALSE	FALSE
Ttc24	chr3	FALSE	FALSE
Bccip	chr7	FALSE	FALSE
Zfp949	chr9	FALSE	FALSE
Smok3c	chr5	FALSE	FALSE
Ccdc25	chr14	FALSE	FALSE
