gene_name	chr	many_peaks	gained_nearest_tss
Jmjd4	chr11	FALSE	FALSE
Jmjd6	chr11	FALSE	FALSE
Jmjd8	chr17	FALSE	FALSE
Jmy	chr13	TRUE	FALSE
Josd2	chr7	FALSE	FALSE
Jph1	chr1	TRUE	FALSE
Jph2	chr2	TRUE	FALSE
Jph3	chr8	TRUE	FALSE
Jph4	chr14	TRUE	FALSE
Jpt1	chr11	FALSE	FALSE
Jpt2	chr17	TRUE	FALSE
Jpx	chrX	TRUE	FALSE
Jrk	chr15	FALSE	FALSE
Jsrp1	chr10	FALSE	FALSE
Jtb	chr3	FALSE	FALSE
Jun	chr4	TRUE	FALSE
Junb	chr8	FALSE	FALSE
Jund	chr8	FALSE	FALSE
Jup	chr11	TRUE	FALSE
Kalrn	chr16	TRUE	FALSE
Kank1	chr19	TRUE	FALSE
Kank2	chr9	FALSE	FALSE
Kank3	chr17	FALSE	FALSE
Kank4	chr4	TRUE	FALSE
Kank4os	chr4	TRUE	FALSE
Kansl1	chr11	TRUE	FALSE
Kansl1l	chr1	FALSE	FALSE
Kansl2	chr15	FALSE	FALSE
Kansl3	chr1	FALSE	FALSE
Kantr	chrX	FALSE	FALSE
Kap	chr6	TRUE	FALSE
Kash5	chr7	TRUE	FALSE
Kat14	chr2	TRUE	FALSE
Kat2a	chr11	FALSE	FALSE
Kat2b	chr17	TRUE	FALSE
Kat5	chr19	FALSE	FALSE
Kat6a	chr8	TRUE	FALSE
Kat6b	chr14	TRUE	FALSE
Kat7	chr11	FALSE	FALSE
Kat8	chr7	FALSE	FALSE
Katna1	chr10	FALSE	FALSE
Katnal1	chr5	TRUE	FALSE
Katnal2	chr18	TRUE	FALSE
Katnb1	chr8	FALSE	FALSE
Katnbl1	chr2	FALSE	FALSE
Katnip	chr7	TRUE	FALSE
Kazald1	chr19	FALSE	FALSE
Kazn	chr4	TRUE	FALSE
Kbtbd11	chr8	TRUE	FALSE
Kbtbd12	chr6	TRUE	TRUE
Kbtbd13	chr9	TRUE	FALSE
Kbtbd2	chr6	FALSE	FALSE
Kbtbd4	chr2	FALSE	FALSE
Kbtbd6	chr14	FALSE	FALSE
Kbtbd8	chr6	TRUE	FALSE
Kcmf1	chr6	TRUE	FALSE
Kcna1	chr6	TRUE	FALSE
Kcna10	chr3	TRUE	FALSE
Kcna2	chr3	TRUE	FALSE
Kcna3	chr3	TRUE	FALSE
Kcna4	chr2	TRUE	FALSE
Kcna5	chr6	TRUE	FALSE
Kcna6	chr6	TRUE	FALSE
Kcna7	chr7	FALSE	FALSE
Kcnab1	chr3	TRUE	FALSE
Kcnab2	chr4	TRUE	FALSE
Kcnab3	chr11	FALSE	FALSE
Kcnb1	chr2	TRUE	FALSE
Kcnb2	chr1	TRUE	FALSE
Kcnc1	chr7	TRUE	FALSE
Kcnc2	chr10	TRUE	FALSE
Kcnc3	chr7	TRUE	FALSE
Kcnc4	chr3	TRUE	FALSE
Kcnd1	chrX	FALSE	FALSE
Kcnd2	chr6	TRUE	FALSE
Kcnd3	chr3	TRUE	FALSE
Kcnd3os	chr3	TRUE	FALSE
Kcne1	chr16	TRUE	FALSE
Kcne2	chr16	TRUE	FALSE
Kcne3	chr7	FALSE	FALSE
Kcne4	chr1	TRUE	FALSE
Kcne5	chrX	TRUE	FALSE
Kcnf1	chr12	TRUE	FALSE
Kcng1	chr2	TRUE	FALSE
Kcng2	chr18	TRUE	FALSE
Kcng3	chr17	TRUE	FALSE
Kcng4	chr8	FALSE	FALSE
Kcnh1	chr1	TRUE	FALSE
Kcnh2	chr5	TRUE	FALSE
Kcnh3	chr15	TRUE	FALSE
Kcnh4	chr11	FALSE	FALSE
Kcnh5	chr12	TRUE	FALSE
Kcnh6	chr11	TRUE	FALSE
Kcnh7	chr2	TRUE	FALSE
Kcnh8	chr17	TRUE	FALSE
Kcnip1	chr11	TRUE	FALSE
Kcnip2	chr19	TRUE	FALSE
Kcnip3	chr2	TRUE	FALSE
Kcnip4	chr5	TRUE	FALSE
Kcnj1	chr9	TRUE	FALSE
Kcnj10	chr1	TRUE	FALSE
Kcnj11	chr7	FALSE	FALSE
Kcnj12	chr11	TRUE	FALSE
Kcnj13	chr1	FALSE	FALSE
Kcnj14	chr7	FALSE	FALSE
Kcnj15	chr16	TRUE	FALSE
Kcnj16	chr11	TRUE	FALSE
Kcnj2	chr11	TRUE	FALSE
Kcnj3	chr2	TRUE	FALSE
Kcnj4	chr15	TRUE	FALSE
Kcnj5	chr9	TRUE	FALSE
Kcnj6	chr16	TRUE	FALSE
Kcnj8	chr6	TRUE	FALSE
Kcnj9	chr1	FALSE	FALSE
Kcnk1	chr8	TRUE	FALSE
Kcnk10	chr12	TRUE	FALSE
Kcnk12	chr17	TRUE	FALSE
Kcnk13	chr12	TRUE	FALSE
Kcnk15	chr2	TRUE	FALSE
Kcnk16	chr14	TRUE	FALSE
Kcnk18	chr19	FALSE	FALSE
Kcnk2	chr1	TRUE	FALSE
Kcnk3	chr5	TRUE	FALSE
Kcnk4	chr19	FALSE	FALSE
Kcnk5	chr14	TRUE	FALSE
Kcnk6	chr7	FALSE	FALSE
Kcnk7	chr19	FALSE	FALSE
Kcnk9	chr15	TRUE	FALSE
Kcnma1	chr14	TRUE	FALSE
Kcnmb1	chr11	TRUE	FALSE
Kcnmb2	chr3	TRUE	FALSE
Kcnmb3	chr3	FALSE	FALSE
Kcnmb4	chr10	FALSE	FALSE
Kcnmb4os1	chr10	TRUE	FALSE
Kcnmb4os2	chr10	FALSE	FALSE
Kcnn1	chr8	TRUE	FALSE
Kcnn2	chr18	TRUE	FALSE
Kcnn3	chr3	TRUE	FALSE
Kcnn4	chr7	TRUE	FALSE
Kcnq1	chr7	TRUE	FALSE
Kcnq1ot1	chr7	TRUE	FALSE
Kcnq2	chr2	TRUE	FALSE
Kcnq3	chr15	TRUE	FALSE
Kcnq4	chr4	TRUE	FALSE
Kcnq5	chr1	TRUE	FALSE
Kcnrg	chr14	FALSE	FALSE
Kcns1	chr2	TRUE	FALSE
Kcns2	chr15	TRUE	FALSE
Kcns3	chr12	TRUE	FALSE
Kcnt1	chr2	TRUE	FALSE
Kcnt2	chr1	TRUE	FALSE
Kcnu1	chr8	FALSE	FALSE
Kcnv1	chr15	TRUE	FALSE
Kcnv2	chr19	FALSE	FALSE
Kcp	chr6	TRUE	FALSE
Kctd1	chr18	TRUE	FALSE
Kctd10	chr5	FALSE	FALSE
Kctd11	chr11	FALSE	FALSE
Kctd12	chr14	FALSE	FALSE
Kctd12b	chrX	FALSE	FALSE
Kctd13	chr7	FALSE	FALSE
Kctd14	chr7	FALSE	FALSE
Kctd15	chr7	TRUE	FALSE
Kctd16	chr18	TRUE	FALSE
Kctd17	chr15	FALSE	FALSE
Kctd18	chr1	TRUE	FALSE
Kctd19	chr8	TRUE	FALSE
Kctd2	chr11	TRUE	FALSE
Kctd20	chr17	FALSE	FALSE
Kctd21	chr7	FALSE	FALSE
Kctd3	chr1	TRUE	FALSE
Kctd4	chr14	TRUE	FALSE
Kctd5	chr17	TRUE	FALSE
Kctd6	chr14	TRUE	FALSE
Kctd7	chr5	FALSE	FALSE
Kctd8	chr5	TRUE	FALSE
Kdelr1	chr7	FALSE	FALSE
Kdelr2	chr5	TRUE	FALSE
Kdelr3	chr15	TRUE	FALSE
Kdf1	chr4	FALSE	FALSE
Kdm1a	chr4	TRUE	FALSE
Kdm1b	chr13	TRUE	FALSE
Kdm2a	chr19	FALSE	FALSE
Kdm2b	chr5	TRUE	FALSE
Kdm3a	chr6	TRUE	FALSE
Kdm3b	chr18	TRUE	FALSE
Kdm4a	chr4	TRUE	FALSE
Kdm4b	chr17	TRUE	FALSE
Kdm4c	chr4	TRUE	FALSE
Kdm4d	chr9	FALSE	FALSE
Kdm5a	chr6	FALSE	FALSE
Kdm5b	chr1	FALSE	FALSE
Kdm5c	chrX	TRUE	FALSE
Kdm6a	chrX	FALSE	FALSE
Kdm6b	chr11	TRUE	FALSE
Kdm7a	chr6	TRUE	FALSE
Kdm8	chr7	TRUE	FALSE
Kdr	chr5	TRUE	FALSE
Kdsr	chr1	FALSE	FALSE
Keap1	chr9	TRUE	FALSE
Keg1	chr19	FALSE	FALSE
Kel	chr6	FALSE	FALSE
Kera	chr10	FALSE	TRUE
Khdc1a	chr1	FALSE	FALSE
Khdc1b	chr1	TRUE	FALSE
Khdc1c	chr1	FALSE	FALSE
Khdc3	chr9	FALSE	FALSE
Khdc4	chr3	FALSE	FALSE
Khdrbs1	chr4	FALSE	FALSE
Khdrbs2	chr1	TRUE	FALSE
Khdrbs3	chr15	TRUE	FALSE
Khk	chr5	FALSE	FALSE
Khnyn	chr14	FALSE	FALSE
Khsrp	chr17	FALSE	FALSE
Kics2	chr10	FALSE	FALSE
Kidins220	chr12	TRUE	FALSE
Kif11	chr19	FALSE	FALSE
Kif12	chr4	TRUE	FALSE
Kif13a	chr13	TRUE	FALSE
Kif13b	chr14	TRUE	FALSE
Kif14	chr1	TRUE	FALSE
Kif15	chr9	FALSE	FALSE
Kif16b	chr2	TRUE	FALSE
Kif16bos	chr2	TRUE	FALSE
Kif17	chr4	TRUE	FALSE
Kif18a	chr2	FALSE	TRUE
Kif18b	chr11	FALSE	FALSE
Kif19a	chr11	TRUE	FALSE
Kif1a	chr1	TRUE	FALSE
Kif1b	chr4	TRUE	FALSE
Kif1c	chr11	FALSE	FALSE
Kif20a	chr18	FALSE	FALSE
Kif20b	chr19	TRUE	FALSE
Kif21a	chr15	TRUE	FALSE
Kif21b	chr1	TRUE	FALSE
Kif22	chr7	FALSE	FALSE
Kif23	chr9	TRUE	FALSE
Kif24	chr4	FALSE	FALSE
Kif26a	chr12	TRUE	FALSE
Kif26b	chr1	TRUE	FALSE
Kif27	chr13	FALSE	FALSE
Kif28	chr1	TRUE	FALSE
Kif2a	chr13	FALSE	FALSE
Kif2b	chr11	TRUE	FALSE
Kif2c	chr4	FALSE	FALSE
Kif3a	chr11	FALSE	FALSE
Kif3b	chr2	FALSE	FALSE
Kif3c	chr12	TRUE	FALSE
Kif4	chrX	FALSE	FALSE
Kif4-ps	chr12	FALSE	FALSE
Kif5a	chr10	FALSE	FALSE
Kif5b	chr18	TRUE	FALSE
Kif5c	chr2	TRUE	FALSE
Kif6	chr17	TRUE	FALSE
Kif7	chr7	TRUE	FALSE
Kif9	chr9	FALSE	FALSE
Kifap3	chr1	FALSE	FALSE
Kifbp	chr10	FALSE	FALSE
Kifc1	chr17	FALSE	FALSE
Kifc2	chr15	FALSE	FALSE
Kifc3	chr8	TRUE	FALSE
Kifc5b	chr17	TRUE	FALSE
Kin	chr2	FALSE	FALSE
Kirrel1	chr3	TRUE	FALSE
Kirrel2	chr7	FALSE	FALSE
Kirrel3	chr9	TRUE	FALSE
Kiss1	chr1	FALSE	FALSE
Kiss1r	chr10	FALSE	FALSE
Kit	chr5	TRUE	FALSE
Kitl	chr10	TRUE	FALSE
Kiz	chr2	TRUE	FALSE
Kl	chr5	TRUE	FALSE
Klb	chr5	FALSE	FALSE
Klc1	chr12	TRUE	FALSE
Klc2	chr19	FALSE	FALSE
Klc3	chr7	FALSE	FALSE
Klc4	chr17	FALSE	FALSE
Klf1	chr8	FALSE	FALSE
Klf10	chr15	TRUE	FALSE
Klf11	chr12	TRUE	FALSE
Klf12	chr14	TRUE	FALSE
Klf13	chr7	TRUE	FALSE
Klf14	chr6	FALSE	FALSE
Klf15	chr6	TRUE	FALSE
Klf16	chr10	FALSE	FALSE
Klf17	chr4	FALSE	FALSE
Klf2	chr8	TRUE	FALSE
Klf3	chr5	TRUE	FALSE
Klf4	chr4	TRUE	FALSE
Klf5	chr14	TRUE	FALSE
Klf6	chr13	TRUE	FALSE
Klf7	chr1	TRUE	FALSE
Klf8	chrX	FALSE	FALSE
Klf9	chr19	TRUE	FALSE
Klhdc1	chr12	FALSE	FALSE
Klhdc10	chr6	FALSE	FALSE
Klhdc2	chr12	FALSE	FALSE
Klhdc4	chr8	TRUE	FALSE
Klhdc7a	chr4	TRUE	FALSE
Klhdc7b	chr15	FALSE	FALSE
Klhdc8a	chr1	TRUE	FALSE
Klhdc8b	chr9	TRUE	FALSE
Klhdc9	chr1	FALSE	FALSE
Klhl1	chr14	TRUE	FALSE
Klhl10	chr11	FALSE	FALSE
Klhl11	chr11	FALSE	FALSE
Klhl12	chr1	FALSE	FALSE
Klhl13	chrX	TRUE	FALSE
Klhl14	chr18	TRUE	FALSE
Klhl15	chrX	FALSE	FALSE
Klhl17	chr4	FALSE	FALSE
Klhl18	chr9	TRUE	FALSE
Klhl2	chr8	TRUE	FALSE
Klhl20	chr1	FALSE	FALSE
Klhl21	chr4	FALSE	FALSE
Klhl22	chr16	FALSE	FALSE
Klhl23	chr2	FALSE	FALSE
Klhl24	chr16	FALSE	FALSE
Klhl25	chr7	TRUE	FALSE
Klhl26	chr8	TRUE	FALSE
Klhl28	chr12	FALSE	FALSE
Klhl29	chr12	TRUE	FALSE
Klhl3	chr13	TRUE	FALSE
Klhl30	chr1	FALSE	FALSE
Klhl31	chr9	TRUE	FALSE
Klhl32	chr4	TRUE	FALSE
Klhl33	chr14	FALSE	FALSE
Klhl34	chrX	FALSE	FALSE
Klhl35	chr7	TRUE	FALSE
Klhl36	chr8	TRUE	FALSE
Klhl38	chr15	TRUE	FALSE
Klhl40	chr9	FALSE	FALSE
Klhl41	chr2	FALSE	FALSE
Klhl42	chr6	TRUE	FALSE
Klhl5	chr5	TRUE	FALSE
Klhl6	chr16	FALSE	FALSE
Klhl7	chr5	FALSE	FALSE
Klhl8	chr5	TRUE	FALSE
Klhl9	chr4	FALSE	FALSE
Klk1	chr7	FALSE	FALSE
Klk10	chr7	FALSE	FALSE
Klk11	chr7	FALSE	FALSE
Klk12	chr7	FALSE	FALSE
Klk13	chr7	FALSE	FALSE
Klk14	chr7	FALSE	FALSE
Klk15	chr7	TRUE	FALSE
Klk1b1	chr7	FALSE	FALSE
Klk1b11	chr7	TRUE	FALSE
Klk1b16	chr7	FALSE	FALSE
Klk1b21	chr7	FALSE	FALSE
Klk1b22	chr7	FALSE	FALSE
Klk1b24	chr7	FALSE	FALSE
Klk1b26	chr7	TRUE	FALSE
Klk1b27	chr7	TRUE	FALSE
Klk1b3	chr7	FALSE	FALSE
Klk1b4	chr7	FALSE	FALSE
Klk1b5	chr7	FALSE	FALSE
Klk1b7-ps	chr7	FALSE	FALSE
Klk1b8	chr7	FALSE	FALSE
Klk1b9	chr7	TRUE	FALSE
Klk4	chr7	FALSE	FALSE
Klk5	chr7	FALSE	FALSE
Klk6	chr7	FALSE	FALSE
Klk7	chr7	FALSE	FALSE
Klk8	chr7	FALSE	FALSE
Klk9	chr7	FALSE	FALSE
Klkb1	chr8	FALSE	FALSE
Klra1	chr6	FALSE	FALSE
Klra2	chr6	FALSE	FALSE
Klra5	chr6	FALSE	FALSE
Klra7	chr6	FALSE	FALSE
Klra8	chr6	FALSE	FALSE
Klra9	chr6	FALSE	FALSE
Klrb1	chr6	FALSE	FALSE
Klrb1a	chr6	FALSE	FALSE
Klrb1b	chr6	FALSE	FALSE
Klrb1c	chr6	TRUE	FALSE
Klrb1f	chr6	FALSE	FALSE
Klrd1	chr6	FALSE	FALSE
Klre1	chr6	FALSE	FALSE
Klrg1	chr6	FALSE	FALSE
Klrg2	chr6	TRUE	FALSE
Klri2	chr6	FALSE	FALSE
Kmo	chr1	FALSE	FALSE
Kmt2a	chr9	TRUE	FALSE
Kmt2b	chr7	FALSE	FALSE
Kmt2c	chr5	TRUE	FALSE
Kmt2d	chr15	TRUE	FALSE
Kmt2e	chr5	FALSE	FALSE
Kmt5a	chr5	FALSE	FALSE
Kmt5b	chr19	TRUE	FALSE
Kmt5c	chr7	FALSE	FALSE
Kncn	chr4	FALSE	FALSE
Kndc1	chr7	TRUE	FALSE
Kng1	chr16	FALSE	FALSE
Kng2	chr16	FALSE	FALSE
Knl1	chr2	FALSE	FALSE
Knop1	chr7	TRUE	FALSE
Knstrn	chr2	FALSE	FALSE
Kntc1	chr5	TRUE	FALSE
Kplce	chr3	FALSE	FALSE
Kpna1	chr16	FALSE	FALSE
Kpna2	chr11	TRUE	FALSE
Kpna3	chr14	FALSE	FALSE
Kpna4	chr3	FALSE	FALSE
Kpna6	chr4	FALSE	FALSE
Kpna7	chr5	FALSE	FALSE
Kpnb1	chr11	FALSE	FALSE
Kprp	chr3	FALSE	FALSE
Kptn	chr7	FALSE	FALSE
Kras	chr6	FALSE	FALSE
Krba1	chr6	TRUE	FALSE
Kremen1	chr11	TRUE	FALSE
Kri1	chr9	TRUE	FALSE
Krr1	chr10	TRUE	FALSE
Krt1	chr15	FALSE	FALSE
Krt10	chr11	FALSE	FALSE
Krt12	chr11	FALSE	FALSE
Krt13	chr11	FALSE	FALSE
Krt14	chr11	FALSE	FALSE
Krt15	chr11	FALSE	FALSE
Krt16	chr11	FALSE	FALSE
Krt17	chr11	FALSE	FALSE
Krt18	chr15	TRUE	FALSE
Krt19	chr11	TRUE	FALSE
Krt2	chr15	TRUE	FALSE
Krt20	chr11	FALSE	FALSE
Krt222	chr11	FALSE	FALSE
Krt23	chr11	FALSE	FALSE
Krt24	chr11	TRUE	TRUE
Krt25	chr11	FALSE	FALSE
Krt26	chr11	FALSE	FALSE
Krt27	chr11	FALSE	FALSE
Krt28	chr11	FALSE	FALSE
Krt31	chr11	FALSE	FALSE
Krt32	chr11	FALSE	FALSE
Krt33a	chr11	FALSE	FALSE
Krt33b	chr11	FALSE	FALSE
Krt34	chr11	FALSE	FALSE
Krt35	chr11	FALSE	FALSE
Krt36	chr11	FALSE	FALSE
Krt39	chr11	FALSE	FALSE
Krt4	chr15	TRUE	FALSE
Krt40	chr11	FALSE	FALSE
Krt42	chr11	TRUE	FALSE
Krt5	chr15	TRUE	FALSE
Krt6a	chr15	FALSE	FALSE
Krt6b	chr15	FALSE	FALSE
Krt7	chr15	TRUE	FALSE
Krt71	chr15	TRUE	FALSE
Krt72	chr15	TRUE	FALSE
Krt73	chr15	FALSE	FALSE
Krt74	chr15	TRUE	FALSE
Krt75	chr15	FALSE	FALSE
Krt76	chr15	FALSE	FALSE
Krt77	chr15	FALSE	FALSE
Krt78	chr15	TRUE	FALSE
Krt79	chr15	FALSE	FALSE
Krt8	chr15	TRUE	FALSE
Krt80	chr15	TRUE	FALSE
Krt81	chr15	FALSE	FALSE
Krt82	chr15	FALSE	FALSE
Krt83	chr15	TRUE	FALSE
Krt84	chr15	TRUE	FALSE
Krt86	chr15	FALSE	FALSE
Krt87	chr15	TRUE	FALSE
Krt88	chr15	FALSE	FALSE
Krt9	chr11	FALSE	FALSE
Krt90	chr15	FALSE	FALSE
Krtap1-3	chr11	FALSE	FALSE
Krtap1-4	chr11	FALSE	FALSE
Krtap1-5	chr11	FALSE	FALSE
Krtap10-10	chr10	FALSE	FALSE
Krtap10-20	chr10	FALSE	FALSE
Krtap10-21	chr10	FALSE	FALSE
Krtap10-22	chr10	FALSE	FALSE
Krtap10-23	chr10	FALSE	FALSE
Krtap10-24	chr10	FALSE	FALSE
Krtap10-27	chr10	FALSE	FALSE
Krtap10-28	chr10	FALSE	FALSE
Krtap10-29	chr10	FALSE	FALSE
Krtap10-30	chr10	FALSE	FALSE
Krtap10-31	chr10	FALSE	FALSE
Krtap10-33	chr10	FALSE	FALSE
Krtap10-34	chr10	FALSE	FALSE
Krtap10-35	chr10	FALSE	FALSE
Krtap10-4	chr10	FALSE	FALSE
Krtap11-1	chr16	TRUE	FALSE
Krtap12-1	chr10	FALSE	FALSE
Krtap12-20	chr10	FALSE	FALSE
Krtap12-21	chr10	FALSE	FALSE
Krtap12-22	chr10	FALSE	FALSE
Krtap12-23	chr10	FALSE	FALSE
Krtap13	chr16	FALSE	FALSE
Krtap13-1	chr16	FALSE	FALSE
Krtap13-20	chr16	FALSE	FALSE
Krtap13-21	chr16	FALSE	FALSE
Krtap13-22	chr16	FALSE	FALSE
Krtap13-24	chr16	FALSE	FALSE
Krtap14	chr16	FALSE	FALSE
Krtap15-1	chr16	FALSE	FALSE
Krtap16-1	chr11	FALSE	FALSE
Krtap17-1	chr11	FALSE	TRUE
Krtap19-1	chr16	FALSE	FALSE
Krtap19-2	chr16	FALSE	FALSE
Krtap19-9b	chr16	FALSE	FALSE
Krtap2-20	chr11	FALSE	FALSE
Krtap2-21	chr11	FALSE	FALSE
Krtap2-22	chr11	FALSE	FALSE
Krtap2-4	chr11	FALSE	FALSE
Krtap20-2	chr16	FALSE	FALSE
Krtap20-21	chr16	FALSE	FALSE
Krtap21-1	chr16	FALSE	FALSE
Krtap24-1	chr16	FALSE	FALSE
Krtap26-1	chr16	FALSE	FALSE
Krtap27-1	chr16	FALSE	FALSE
Krtap28-13	chr1	FALSE	FALSE
Krtap3-1	chr11	FALSE	FALSE
Krtap3-2	chr11	FALSE	FALSE
Krtap3-3	chr11	FALSE	FALSE
Krtap31-1	chr11	FALSE	FALSE
Krtap31-2	chr11	FALSE	FALSE
Krtap31-3	chr11	FALSE	FALSE
Krtap4-13	chr11	FALSE	FALSE
Krtap4-16	chr11	FALSE	FALSE
Krtap4-2	chr11	FALSE	FALSE
Krtap4-20	chr11	FALSE	FALSE
Krtap4-22	chr11	FALSE	FALSE
Krtap4-23	chr11	FALSE	FALSE
Krtap4-26	chr11	FALSE	FALSE
Krtap4-27	chr11	FALSE	FALSE
Krtap4-6	chr11	TRUE	FALSE
Krtap4-7	chr11	FALSE	FALSE
Krtap4-8	chr11	FALSE	FALSE
Krtap4-9	chr11	FALSE	FALSE
Krtap5-1	chr7	FALSE	FALSE
Krtap5-2	chr7	FALSE	FALSE
Krtap5-20	chr7	FALSE	FALSE
Krtap5-21	chr7	FALSE	FALSE
Krtap5-23	chr7	FALSE	FALSE
Krtap5-26	chr7	FALSE	FALSE
Krtap5-3	chr7	FALSE	FALSE
Krtap5-4	chr7	FALSE	FALSE
Krtap5-5	chr7	FALSE	FALSE
Krtap6-2	chr16	FALSE	FALSE
Krtap7-1	chr16	FALSE	FALSE
Krtap8-1	chr16	FALSE	FALSE
Krtap9-1	chr11	FALSE	FALSE
Krtap9-20	chr11	FALSE	FALSE
Krtap9-21	chr11	FALSE	FALSE
Krtap9-22	chr11	FALSE	FALSE
Krtap9-3	chr11	FALSE	FALSE
Krtap9-5	chr11	FALSE	FALSE
Krtcap2	chr3	FALSE	FALSE
Krtcap3	chr5	FALSE	FALSE
Krtdap	chr7	FALSE	FALSE
Ksr1	chr11	TRUE	FALSE
Ksr2	chr5	TRUE	FALSE
Kti12	chr4	FALSE	FALSE
Ktn1	chr14	TRUE	FALSE
Kxd1	chr8	FALSE	FALSE
Ky	chr9	TRUE	FALSE
Kyat1	chr2	FALSE	FALSE
Kyat3	chr3	TRUE	FALSE
Kynu	chr2	TRUE	FALSE
L1cam	chrX	TRUE	FALSE
L1td1	chr4	TRUE	FALSE
L2hgdh	chr12	FALSE	FALSE
L3hypdh	chr12	FALSE	FALSE
L3mbtl1	chr2	FALSE	FALSE
L3mbtl2	chr15	TRUE	FALSE
L3mbtl3	chr10	TRUE	FALSE
L3mbtl4	chr17	TRUE	FALSE
LOC100041034	chr1_GL456211_random	TRUE	FALSE
LOC100043315	chr15	TRUE	FALSE
LOC100125594	chr2	FALSE	FALSE
LOC664787	chr1_GL456221_random	TRUE	FALSE
LTO1	chr7	TRUE	FALSE
Lacc1	chr14	TRUE	FALSE
Lactb	chr9	FALSE	FALSE
Lactb2	chr1	FALSE	FALSE
Lactbl1	chr4	FALSE	FALSE
Lad1	chr1	TRUE	FALSE
Lag3	chr6	FALSE	FALSE
Lage3	chrX	FALSE	FALSE
Lalba	chr15	FALSE	FALSE
Lama1	chr17	TRUE	FALSE
Lama2	chr10	TRUE	FALSE
Lama3	chr18	TRUE	FALSE
Lama4	chr10	TRUE	FALSE
Lama5	chr2	TRUE	FALSE
Lamb1	chr12	TRUE	FALSE
Lamb2	chr9	FALSE	FALSE
Lamb3	chr1	TRUE	TRUE
Lamc1	chr1	TRUE	FALSE
Lamc2	chr1	TRUE	FALSE
Lamc3	chr2	TRUE	FALSE
Lamp1	chr8	TRUE	FALSE
Lamp2	chrX	TRUE	FALSE
Lamp5	chr2	TRUE	TRUE
Lamtor1	chr7	FALSE	FALSE
Lamtor2	chr3	FALSE	FALSE
Lamtor3	chr3	FALSE	FALSE
Lamtor4	chr5	FALSE	FALSE
Lamtor5	chr3	FALSE	FALSE
Lancl1	chr1	TRUE	FALSE
Lancl2	chr6	FALSE	FALSE
Lancl3	chrX	FALSE	FALSE
Lao1	chr4	TRUE	FALSE
Lap3	chr5	TRUE	FALSE
Laptm4a	chr12	TRUE	FALSE
Laptm4b	chr15	TRUE	FALSE
Laptm5	chr4	TRUE	FALSE
Large1	chr8	TRUE	FALSE
Large2	chr2	FALSE	FALSE
Larp1	chr11	TRUE	FALSE
Larp1b	chr3	FALSE	FALSE
Larp4	chr15	FALSE	FALSE
Larp4b	chr13	TRUE	FALSE
Larp6	chr9	TRUE	FALSE
Larp7	chr3	FALSE	FALSE
Lars1	chr18	FALSE	FALSE
Lars2	chr9	TRUE	FALSE
Las1l	chrX	FALSE	FALSE
Lasp1	chr11	TRUE	FALSE
Lat	chr7	FALSE	FALSE
Lat2	chr5	TRUE	FALSE
Lats1	chr10	FALSE	FALSE
Lats2	chr14	TRUE	FALSE
Lax1	chr1	TRUE	FALSE
Layn	chr9	FALSE	FALSE
Lbh	chr17	TRUE	FALSE
Lbp	chr2	TRUE	FALSE
Lbr	chr1	TRUE	FALSE
Lbx1	chr19	TRUE	FALSE
Lbx2	chr6	FALSE	FALSE
Lca5	chr9	TRUE	FALSE
Lca5l	chr16	FALSE	FALSE
Lcat	chr8	FALSE	FALSE
Lce1a1	chr3	FALSE	FALSE
Lce1a2	chr3	FALSE	FALSE
Lce1b	chr3	FALSE	FALSE
Lce1d	chr3	FALSE	FALSE
Lce1g	chr3	FALSE	FALSE
Lce1k	chr3	FALSE	FALSE
Lce1l	chr3	FALSE	FALSE
Lce1m	chr3	FALSE	FALSE
Lce3a	chr3	TRUE	FALSE
Lce3b	chr3	FALSE	FALSE
Lce3c	chr3	FALSE	FALSE
Lce3d	chr3	FALSE	FALSE
Lce3f	chr3	FALSE	FALSE
Lck	chr4	FALSE	FALSE
Lclat1	chr17	TRUE	FALSE
Lcmt1	chr7	TRUE	FALSE
Lcn10	chr2	FALSE	FALSE
Lcn11	chr2	FALSE	FALSE
Lcn12	chr2	FALSE	FALSE
Lcn3	chr2	FALSE	FALSE
Lcn4	chr2	TRUE	FALSE
Lcn5	chr2	FALSE	FALSE
Lcn6	chr2	FALSE	FALSE
Lcn8	chr2	FALSE	FALSE
Lcn9	chr2	FALSE	FALSE
Lcor	chr19	FALSE	FALSE
Lcorl	chr5	FALSE	FALSE
Lcp1	chr14	TRUE	FALSE
Lcp2	chr11	TRUE	FALSE
Lct	chr1	TRUE	FALSE
Lctl	chr9	FALSE	FALSE
Ldaf1	chr7	FALSE	TRUE
Ldah	chr12	TRUE	FALSE
Ldb1	chr19	FALSE	FALSE
Ldb2	chr5	TRUE	FALSE
Ldb3	chr14	TRUE	FALSE
Ldc1	chr4	TRUE	FALSE
Ldha	chr7	FALSE	FALSE
Ldhal6b	chr17	TRUE	FALSE
Ldhb	chr6	FALSE	FALSE
Ldhd	chr8	FALSE	FALSE
Ldlr	chr9	TRUE	FALSE
Ldlrad1	chr4	FALSE	FALSE
Ldlrad2	chr4	FALSE	FALSE
Ldlrad3	chr2	TRUE	FALSE
Ldlrad4	chr18	TRUE	FALSE
Ldlrap1	chr4	TRUE	FALSE
Ldoc1	chrX	TRUE	FALSE
Leap2	chr11	FALSE	FALSE
Lect2	chr13	TRUE	FALSE
