gene_name	chr	gained_nearest_tss	gained_median_sig
Mylpf	chr7	FALSE	FALSE
Mymk	chr2	FALSE	FALSE
Mymx	chr17	FALSE	FALSE
Mynn	chr3	FALSE	FALSE
Myo10	chr15	FALSE	TRUE
Myo15a	chr11	FALSE	FALSE
Myo16	chr8	FALSE	FALSE
Myo18a	chr11	FALSE	FALSE
Myo18b	chr5	FALSE	TRUE
Myo19	chr11	FALSE	FALSE
Myo1a	chr10	FALSE	FALSE
Myo1b	chr1	FALSE	TRUE
Myo1c	chr11	FALSE	FALSE
Myo1d	chr11	FALSE	FALSE
Myo1e	chr9	FALSE	FALSE
Myo1f	chr17	FALSE	FALSE
Myo1g	chr11	FALSE	FALSE
Myo1h	chr5	FALSE	FALSE
Myo3a	chr2	FALSE	FALSE
Myo3b	chr2	FALSE	TRUE
Myo5a	chr9	FALSE	FALSE
Myo5b	chr18	FALSE	FALSE
Myo5c	chr9	FALSE	TRUE
Myo6	chr9	FALSE	FALSE
Myo7a	chr7	FALSE	FALSE
Myo7b	chr18	FALSE	FALSE
Myo9a	chr9	FALSE	FALSE
Myo9b	chr8	FALSE	FALSE
Myoc	chr1	FALSE	FALSE
Myocd	chr11	FALSE	FALSE
Myocos	chr1	FALSE	FALSE
Myod1	chr7	FALSE	FALSE
Myof	chr19	FALSE	TRUE
Myog	chr1	FALSE	FALSE
Myom1	chr17	FALSE	FALSE
Myom2	chr8	FALSE	TRUE
Myom3	chr4	FALSE	FALSE
Myorg	chr4	FALSE	FALSE
Myot	chr18	FALSE	FALSE
Myoz1	chr14	FALSE	FALSE
Myoz2	chr3	FALSE	FALSE
Myoz3	chr18	FALSE	FALSE
Mypn	chr10	FALSE	FALSE
Mypop	chr7	FALSE	FALSE
Myrf	chr19	FALSE	FALSE
Myrfl	chr10	FALSE	FALSE
Myrip	chr9	FALSE	FALSE
Mysm1	chr4	FALSE	FALSE
Myt1	chr2	FALSE	TRUE
Myt1l	chr12	FALSE	TRUE
Myzap	chr9	FALSE	FALSE
Mzb1	chr18	FALSE	FALSE
Mzf1	chr7	FALSE	FALSE
Mzt1	chr14	FALSE	FALSE
Mzt2	chr16	FALSE	FALSE
N4bp1	chr8	FALSE	TRUE
N4bp2	chr5	FALSE	FALSE
N4bp2l1	chr5	FALSE	FALSE
N4bp2l2	chr5	FALSE	FALSE
N4bp3	chr11	FALSE	FALSE
N6amt1	chr16	FALSE	TRUE
Naa11	chr5	FALSE	TRUE
Naa15	chr3	FALSE	FALSE
Naa16	chr14	FALSE	FALSE
Naa20	chr2	FALSE	FALSE
Naa25	chr5	FALSE	FALSE
Naa30	chr14	FALSE	FALSE
Naa35	chr13	FALSE	FALSE
Naa38	chr11	FALSE	FALSE
Naa40	chr19	FALSE	FALSE
Naa60	chr16	FALSE	FALSE
Naa80	chr9	FALSE	FALSE
Naaa	chr5	FALSE	FALSE
Naalad2	chr9	FALSE	FALSE
Naaladl1	chr19	FALSE	FALSE
Naaladl2	chr3	FALSE	TRUE
Nab1	chr1	FALSE	TRUE
Nab2	chr10	FALSE	FALSE
Nabp1	chr1	FALSE	FALSE
Nabp2	chr10	FALSE	FALSE
Naca	chr10	FALSE	FALSE
Nacad	chr11	FALSE	FALSE
Nacc1	chr8	FALSE	FALSE
Nacc2	chr2	FALSE	FALSE
Nadk	chr4	FALSE	FALSE
Nadk2	chr15	FALSE	FALSE
Nadsyn1	chr7	FALSE	FALSE
Nae1	chr8	FALSE	FALSE
Naf1	chr8	FALSE	FALSE
Naga	chr15	FALSE	FALSE
Nagk	chr6	FALSE	FALSE
Naglu	chr11	FALSE	FALSE
Nagpa	chr16	FALSE	FALSE
Nags	chr11	FALSE	FALSE
Naip1	chr13	FALSE	FALSE
Naip2	chr13	FALSE	FALSE
Naip6	chr13	FALSE	FALSE
Nalcn	chr14	FALSE	FALSE
Nalf1	chr8	FALSE	FALSE
Nalf2	chrX	FALSE	FALSE
Nampt	chr12	FALSE	TRUE
Nanog	chr6	FALSE	FALSE
Nanos1	chr19	FALSE	FALSE
Nanos2	chr7	FALSE	FALSE
Nanos3	chr8	FALSE	FALSE
Nans	chr4	FALSE	FALSE
Nap1l1	chr10	FALSE	FALSE
Nap1l2	chrX	FALSE	FALSE
Nap1l3	chrX	FALSE	FALSE
Nap1l4	chr7	FALSE	FALSE
Nap1l5	chr6	FALSE	FALSE
Napa	chr7	FALSE	FALSE
Napb	chr2	FALSE	FALSE
Napepld	chr5	FALSE	FALSE
Napg	chr18	FALSE	FALSE
Naprt	chr15	FALSE	FALSE
Napsa	chr7	FALSE	FALSE
Narf	chr11	FALSE	FALSE
Nars1	chr18	FALSE	FALSE
Nars2	chr7	FALSE	FALSE
Nasp	chr4	FALSE	FALSE
Nat1	chr8	FALSE	FALSE
Nat10	chr2	FALSE	FALSE
Nat14	chr7	FALSE	FALSE
Nat3	chr8	FALSE	TRUE
Nat8	chr6	FALSE	FALSE
Nat8f1	chr6	FALSE	FALSE
Nat8f2	chr6	FALSE	FALSE
Nat8f3	chr6	FALSE	FALSE
Nat8f4	chr6	FALSE	FALSE
Nat8f6	chr6	FALSE	FALSE
Nat8f7	chr6	FALSE	FALSE
Nat8l	chr5	FALSE	FALSE
Nat9	chr11	FALSE	FALSE
Natd1	chr11	FALSE	FALSE
Nav1	chr1	FALSE	FALSE
Nav2	chr7	FALSE	TRUE
Nav3	chr10	FALSE	TRUE
Naxd	chr8	FALSE	FALSE
Nbas	chr12	FALSE	FALSE
Nbdy	chrX	FALSE	FALSE
Nbea	chr3	FALSE	TRUE
Nbeal1	chr1	FALSE	FALSE
Nbeal2	chr9	FALSE	FALSE
Nbl1	chr4	FALSE	FALSE
Nbn	chr4	FALSE	FALSE
Nbr1	chr11	FALSE	FALSE
Ncald	chr15	FALSE	TRUE
Ncam1	chr9	FALSE	TRUE
Ncam2	chr16	FALSE	TRUE
Ncan	chr8	FALSE	FALSE
Ncapd2	chr6	FALSE	FALSE
Ncapd3	chr9	FALSE	FALSE
Ncapg	chr5	FALSE	FALSE
Ncapg2	chr12	FALSE	FALSE
Ncaph	chr2	FALSE	FALSE
Ncaph2	chr15	FALSE	FALSE
Ncbp1	chr4	FALSE	FALSE
Ncbp2	chr16	FALSE	FALSE
Ncbp2as2	chr16	FALSE	FALSE
Ncbp3	chr11	FALSE	FALSE
Nccrp1	chr7	FALSE	FALSE
Ncdn	chr4	FALSE	FALSE
Nceh1	chr3	FALSE	FALSE
Ncf1	chr5	FALSE	FALSE
Ncf2	chr1	FALSE	FALSE
Ncf4	chr15	FALSE	FALSE
Nck1	chr9	FALSE	FALSE
Nck2	chr1	FALSE	FALSE
Nckap1	chr2	FALSE	FALSE
Nckap1l	chr15	FALSE	FALSE
Nckap5	chr1	FALSE	TRUE
Nckap5l	chr15	FALSE	FALSE
Nckipsd	chr9	FALSE	FALSE
Ncl	chr1	FALSE	FALSE
Ncln	chr10	FALSE	FALSE
Ncmap	chr4	FALSE	FALSE
Ncoa1	chr12	FALSE	FALSE
Ncoa2	chr1	FALSE	FALSE
Ncoa3	chr2	FALSE	FALSE
Ncoa4	chr14	FALSE	FALSE
Ncoa5	chr2	FALSE	FALSE
Ncoa6	chr2	FALSE	FALSE
Ncoa7	chr10	FALSE	FALSE
Ncor1	chr11	FALSE	FALSE
Ncor2	chr5	FALSE	TRUE
Ncs1	chr2	FALSE	FALSE
Ncstn	chr1	FALSE	FALSE
Nctc1	chr7	TRUE	TRUE
Ndc1	chr4	FALSE	FALSE
Ndc80	chr17	FALSE	FALSE
Nde1	chr16	FALSE	FALSE
Ndel1	chr11	FALSE	FALSE
Ndfip1	chr18	FALSE	FALSE
Ndfip2	chr14	FALSE	FALSE
Ndn	chr7	FALSE	FALSE
Ndnf	chr6	FALSE	FALSE
Ndor1	chr2	FALSE	FALSE
Ndp	chrX	FALSE	TRUE
Ndrg1	chr15	FALSE	TRUE
Ndrg2	chr14	FALSE	FALSE
Ndrg3	chr2	FALSE	FALSE
Ndrg4	chr8	FALSE	FALSE
Ndst1	chr18	FALSE	FALSE
Ndst2	chr14	FALSE	FALSE
Ndst3	chr3	FALSE	TRUE
Ndst4	chr3	FALSE	FALSE
Ndufa10	chr1	FALSE	FALSE
Ndufa12	chr10	FALSE	FALSE
Ndufa13	chr8	FALSE	FALSE
Ndufa2	chr18	FALSE	FALSE
Ndufa3	chr7	FALSE	FALSE
Ndufa4	chr6	FALSE	TRUE
Ndufa5	chr6	FALSE	FALSE
Ndufa7	chr17	FALSE	FALSE
Ndufa8	chr2	FALSE	FALSE
Ndufa9	chr6	FALSE	FALSE
Ndufab1	chr7	FALSE	FALSE
Ndufaf2	chr13	FALSE	FALSE
Ndufaf3	chr9	FALSE	FALSE
Ndufaf4	chr4	FALSE	FALSE
Ndufaf5	chr2	FALSE	FALSE
Ndufaf6	chr4	FALSE	FALSE
Ndufaf7	chr17	FALSE	FALSE
Ndufb10	chr17	FALSE	FALSE
Ndufb11	chrX	FALSE	FALSE
Ndufb11b	chr15	FALSE	FALSE
Ndufb2	chr6	FALSE	FALSE
Ndufb4	chr16	FALSE	FALSE
Ndufb4c	chr15	FALSE	FALSE
Ndufb5	chr3	FALSE	FALSE
Ndufb6	chr4	FALSE	FALSE
Ndufb7	chr8	FALSE	FALSE
Ndufb8	chr19	FALSE	FALSE
Ndufb9	chr15	FALSE	FALSE
Ndufc1	chr3	FALSE	FALSE
Ndufc2	chr7	FALSE	FALSE
Ndufs2	chr1	FALSE	FALSE
Ndufs3	chr2	FALSE	FALSE
Ndufs4	chr13	FALSE	FALSE
Ndufs5	chr4	FALSE	FALSE
Ndufs5-ps	chr16	FALSE	TRUE
Ndufs6	chr13	FALSE	FALSE
Ndufs7	chr10	FALSE	FALSE
Ndufs8	chr19	FALSE	FALSE
Ndufv1	chr19	FALSE	FALSE
Ndufv2	chr17	FALSE	FALSE
Ndufv3	chr17	FALSE	FALSE
Neat1	chr19	FALSE	FALSE
Neb	chr2	FALSE	TRUE
Nebl	chr2	FALSE	TRUE
Necab1	chr4	FALSE	TRUE
Necab2	chr8	FALSE	FALSE
Necab3	chr2	FALSE	FALSE
Necap1	chr6	FALSE	FALSE
Necap2	chr4	FALSE	FALSE
Nectin1	chr9	FALSE	FALSE
Nectin2	chr7	FALSE	FALSE
Nectin3	chr16	FALSE	TRUE
Nectin4	chr1	FALSE	FALSE
Nedd1	chr10	FALSE	FALSE
Nedd4	chr9	FALSE	FALSE
Nedd4l	chr18	FALSE	TRUE
Nedd8	chr14	FALSE	FALSE
Nedd9	chr13	FALSE	FALSE
Nefh	chr11	FALSE	FALSE
Nefl	chr14	FALSE	TRUE
Nefm	chr14	FALSE	TRUE
Negr1	chr3	FALSE	FALSE
Neil1	chr9	FALSE	FALSE
Neil2	chr14	FALSE	FALSE
Neil3	chr8	FALSE	TRUE
Nek1	chr8	FALSE	FALSE
Nek10	chr14	TRUE	TRUE
Nek11	chr9	FALSE	FALSE
Nek2	chr1	FALSE	FALSE
Nek3	chr8	FALSE	FALSE
Nek4	chr14	FALSE	FALSE
Nek5	chr8	FALSE	FALSE
Nek6	chr2	FALSE	FALSE
Nek7	chr1	FALSE	FALSE
Nek8	chr11	FALSE	FALSE
Nek9	chr12	FALSE	FALSE
Nelfa	chr5	FALSE	FALSE
Nelfb	chr2	FALSE	FALSE
Nelfcd	chr2	FALSE	FALSE
Nell1	chr7	FALSE	FALSE
Nell1os	chr7	FALSE	TRUE
Nell2	chr15	FALSE	FALSE
Nemf	chr12	FALSE	FALSE
Nemp1	chr10	FALSE	FALSE
Nemp2	chr1	FALSE	FALSE
Nenf	chr1	FALSE	FALSE
Neo1	chr9	FALSE	FALSE
Nepro	chr16	FALSE	TRUE
Nes	chr3	FALSE	FALSE
Net1	chr13	FALSE	FALSE
Neto1	chr18	FALSE	FALSE
Neto2	chr8	FALSE	FALSE
Neu1	chr17	FALSE	FALSE
Neu2	chr1	FALSE	FALSE
Neu3	chr7	FALSE	FALSE
Neu4	chr1	FALSE	FALSE
Neurl1a	chr19	FALSE	FALSE
Neurl1b	chr17	FALSE	FALSE
Neurl3	chr1	FALSE	FALSE
Neurl4	chr11	FALSE	FALSE
Neurod1	chr2	FALSE	FALSE
Neurod2	chr11	FALSE	TRUE
Neurod4	chr10	FALSE	TRUE
Neurod6	chr6	FALSE	FALSE
Neurog1	chr13	FALSE	FALSE
Neurog2	chr3	FALSE	FALSE
Neurog3	chr10	FALSE	FALSE
Nexmif	chrX	FALSE	FALSE
Nexn	chr3	FALSE	FALSE
Nf1	chr11	FALSE	FALSE
Nf2	chr11	FALSE	FALSE
Nfam1	chr15	FALSE	FALSE
Nfasc	chr1	FALSE	FALSE
Nfat5	chr8	FALSE	FALSE
Nfatc1	chr18	FALSE	FALSE
Nfatc2	chr2	FALSE	FALSE
Nfatc2ip	chr7	FALSE	FALSE
Nfatc3	chr8	FALSE	FALSE
Nfatc4	chr14	FALSE	FALSE
Nfe2	chr15	FALSE	FALSE
Nfe2l1	chr11	FALSE	FALSE
Nfe2l2	chr2	FALSE	TRUE
Nfe2l3	chr6	FALSE	FALSE
Nfia	chr4	FALSE	TRUE
Nfib	chr4	FALSE	TRUE
Nfic	chr10	FALSE	TRUE
Nfil3	chr13	FALSE	FALSE
Nfix	chr8	FALSE	FALSE
Nfkb1	chr3	FALSE	FALSE
Nfkb2	chr19	FALSE	FALSE
Nfkbia	chr12	FALSE	TRUE
Nfkbib	chr7	FALSE	FALSE
Nfkbid	chr7	FALSE	FALSE
Nfkbie	chr17	FALSE	FALSE
Nfkbil1	chr17	FALSE	FALSE
Nfkbiz	chr16	FALSE	FALSE
Nfrkb	chr9	FALSE	FALSE
Nfs1	chr2	FALSE	FALSE
Nfu1	chr6	FALSE	FALSE
Nfx1	chr4	FALSE	FALSE
Nfxl1	chr5	FALSE	FALSE
Nfya	chr17	FALSE	FALSE
Nfyb	chr10	FALSE	FALSE
Nfyc	chr4	FALSE	FALSE
Ngb	chr12	FALSE	FALSE
Ngdn	chr14	FALSE	FALSE
Ngef	chr1	FALSE	FALSE
Ngf	chr3	FALSE	FALSE
Ngfr	chr11	FALSE	FALSE
Ngly1	chr14	FALSE	FALSE
Ngp	chr9	FALSE	FALSE
Ngrn	chr7	FALSE	FALSE
Nhej1	chr1	FALSE	FALSE
Nherf1	chr11	FALSE	FALSE
Nherf2	chr17	FALSE	FALSE
Nherf4	chr9	FALSE	FALSE
Nhlh1	chr1	FALSE	FALSE
Nhlh2	chr3	TRUE	TRUE
Nhlrc1	chr13	FALSE	FALSE
Nhlrc2	chr19	FALSE	FALSE
Nhlrc3	chr3	FALSE	TRUE
Nhlrc4	chr17	FALSE	FALSE
Nhp2	chr11	FALSE	FALSE
Nhs	chrX	FALSE	FALSE
Nhsl1	chr10	FALSE	TRUE
Nhsl2	chrX	FALSE	FALSE
Nhsl3	chr4	FALSE	FALSE
Niban1	chr1	FALSE	FALSE
Niban2	chr2	FALSE	FALSE
Niban3	chr8	FALSE	FALSE
Nicn1	chr9	FALSE	FALSE
Nicol1	chr5	FALSE	FALSE
Nid1	chr13	FALSE	FALSE
Nid2	chr14	FALSE	FALSE
Nif3l1	chr1	FALSE	FALSE
Nifk	chr1	FALSE	FALSE
Nim1k	chr13	FALSE	FALSE
Nin	chr12	FALSE	FALSE
Ninj1	chr13	FALSE	TRUE
Ninj2	chr6	FALSE	FALSE
Ninl	chr2	FALSE	FALSE
Nip7	chr8	FALSE	FALSE
Nipa1	chr7	FALSE	FALSE
Nipa2	chr7	FALSE	FALSE
Nipal1	chr5	FALSE	FALSE
Nipal2	chr15	FALSE	TRUE
Nipal3	chr4	FALSE	FALSE
Nipal4	chr11	FALSE	FALSE
Nipbl	chr15	FALSE	FALSE
Nipsnap1	chr11	FALSE	FALSE
Nipsnap2	chr5	FALSE	FALSE
Nipsnap3a	chr4	FALSE	FALSE
Nipsnap3b	chr4	FALSE	FALSE
Nisch	chr14	FALSE	FALSE
Nit1	chr1	FALSE	FALSE
Nit2	chr16	FALSE	FALSE
Nkain1	chr4	FALSE	FALSE
Nkain2	chr10	FALSE	FALSE
Nkain3	chr4	FALSE	TRUE
Nkain4	chr2	FALSE	FALSE
Nkap	chrX	FALSE	FALSE
Nkapd1	chr9	FALSE	FALSE
Nkapl	chr13	FALSE	FALSE
Nkd1	chr8	FALSE	FALSE
Nkd2	chr13	FALSE	FALSE
Nkg7	chr7	FALSE	FALSE
Nkiras2	chr11	FALSE	FALSE
Nkpd1	chr7	FALSE	FALSE
Nkrf	chrX	FALSE	FALSE
Nktr	chr9	FALSE	FALSE
Nkx1-1	chr5	FALSE	FALSE
Nkx1-2	chr7	FALSE	FALSE
Nkx2-1	chr12	FALSE	FALSE
Nkx2-2os	chr2	FALSE	FALSE
Nkx2-3	chr19	FALSE	FALSE
Nkx2-4	chr2	FALSE	FALSE
Nkx2-5	chr17	FALSE	FALSE
Nkx2-6	chr14	FALSE	FALSE
Nkx2-9	chr12	FALSE	FALSE
Nkx3-1	chr14	FALSE	FALSE
Nkx3-2	chr5	FALSE	FALSE
Nkx6-1	chr5	FALSE	TRUE
Nkx6-2	chr7	FALSE	FALSE
Nkx6-3	chr8	FALSE	FALSE
Nle1	chr11	FALSE	FALSE
Nlgn1	chr3	FALSE	TRUE
Nlgn2	chr11	FALSE	FALSE
Nlgn3	chrX	FALSE	FALSE
Nlk	chr11	FALSE	FALSE
Nln	chr13	FALSE	FALSE
Nlrc3	chr16	FALSE	FALSE
Nlrc4	chr17	FALSE	FALSE
Nlrc5	chr8	FALSE	FALSE
Nlrp10	chr7	FALSE	FALSE
Nlrp12	chr7	FALSE	FALSE
Nlrp14	chr7	FALSE	FALSE
Nlrp1a	chr11	FALSE	FALSE
Nlrp1b	chr11	FALSE	FALSE
Nlrp1c-ps	chr11	FALSE	FALSE
Nlrp2	chr7	FALSE	FALSE
Nlrp3	chr11	FALSE	FALSE
Nlrp4a	chr7	FALSE	FALSE
Nlrp4c	chr7	FALSE	FALSE
Nlrp4e	chr7	FALSE	FALSE
Nlrp4f	chr13	FALSE	FALSE
Nlrp5-ps	chr7	FALSE	FALSE
Nlrp6	chr7	FALSE	FALSE
Nlrx1	chr9	FALSE	FALSE
Nmb	chr7	FALSE	FALSE
Nmbr	chr10	FALSE	FALSE
Nmd3	chr3	FALSE	FALSE
Nme1	chr11	FALSE	FALSE
Nme2	chr11	FALSE	FALSE
Nme4	chr17	FALSE	FALSE
Nme5	chr18	FALSE	FALSE
Nme6	chr9	FALSE	FALSE
Nme7	chr1	FALSE	FALSE
Nme8	chr13	FALSE	FALSE
Nme9	chr9	FALSE	FALSE
Nmi	chr2	FALSE	FALSE
Nmnat1	chr4	FALSE	FALSE
Nmnat2	chr1	FALSE	FALSE
Nmnat3	chr9	FALSE	FALSE
Nmral1	chr16	FALSE	FALSE
Nmrk1	chr19	FALSE	FALSE
Nmrk2	chr10	FALSE	FALSE
Nmt2	chr2	FALSE	FALSE
Nmu	chr5	FALSE	FALSE
Nmur1	chr1	FALSE	FALSE
Nmur2	chr11	FALSE	FALSE
Nnat	chr2	FALSE	FALSE
Nnmt	chr9	FALSE	FALSE
Nnt	chr13	FALSE	FALSE
Noa1	chr5	FALSE	FALSE
Nob1	chr8	FALSE	FALSE
Nobox	chr6	FALSE	TRUE
Noc2l	chr4	FALSE	FALSE
Noc3l	chr19	FALSE	FALSE
Noc4l	chr5	FALSE	FALSE
Noct	chr3	FALSE	TRUE
Nod1	chr6	FALSE	FALSE
Nod2	chr8	FALSE	FALSE
Nodal	chr10	FALSE	FALSE
Nog	chr11	FALSE	FALSE
Nol10	chr12	FALSE	FALSE
Nol11	chr11	FALSE	FALSE
Nol12	chr15	FALSE	FALSE
Nol3	chr8	FALSE	FALSE
Nol4	chr18	FALSE	TRUE
Nol4l	chr2	FALSE	FALSE
Nol6	chr4	FALSE	FALSE
Nol7	chr13	FALSE	FALSE
Nol9	chr4	FALSE	FALSE
Nolc1	chr19	FALSE	FALSE
Nom1	chr5	FALSE	FALSE
Nomo1	chr7	FALSE	FALSE
Nono	chrX	FALSE	FALSE
Nop10	chr2	FALSE	FALSE
Nop14	chr5	FALSE	FALSE
Nop16	chr13	FALSE	FALSE
Nop2	chr6	FALSE	FALSE
Nop53	chr7	FALSE	FALSE
Nop56	chr2	FALSE	FALSE
Nop58	chr1	FALSE	FALSE
Nop9	chr14	FALSE	FALSE
Nopchap1	chr10	FALSE	FALSE
Norad	chr2	FALSE	FALSE
Nos1	chr5	FALSE	FALSE
Nos1ap	chr1	FALSE	FALSE
Nos2	chr11	FALSE	FALSE
Nos3	chr5	FALSE	FALSE
Nosip	chr7	FALSE	FALSE
Nostrin	chr2	FALSE	FALSE
Notch1	chr2	FALSE	FALSE
Notch2	chr3	FALSE	FALSE
Notch3	chr17	FALSE	FALSE
Notch4	chr17	FALSE	FALSE
Noto	chr6	FALSE	FALSE
Notum	chr11	FALSE	FALSE
Nova1	chr12	FALSE	TRUE
Nova2	chr7	FALSE	FALSE
Nox1	chrX	FALSE	FALSE
Nox3	chr17	FALSE	FALSE
Nox4	chr7	FALSE	FALSE
Noxa1	chr2	FALSE	FALSE
Noxred1	chr12	FALSE	FALSE
Npas1	chr7	FALSE	FALSE
Npas2	chr1	FALSE	FALSE
Npas3	chr12	FALSE	FALSE
Npas4	chr19	FALSE	FALSE
Npat	chr9	FALSE	FALSE
Npbwr1	chr1	FALSE	FALSE
Npc1	chr18	FALSE	FALSE
Npc1l1	chr11	FALSE	FALSE
Npc2	chr12	FALSE	FALSE
Npcd	chr15	FALSE	FALSE
Npdc1	chr2	FALSE	FALSE
Npepl1	chr2	FALSE	FALSE
Npepps	chr11	FALSE	FALSE
Npff	chr15	FALSE	FALSE
Npffr1	chr10	FALSE	FALSE
Npffr2	chr5	FALSE	TRUE
Nphp1	chr2	FALSE	TRUE
Nphp3	chr9	FALSE	FALSE
Nphp4	chr4	FALSE	FALSE
Nphs1	chr7	FALSE	FALSE
Nphs1os	chr7	FALSE	FALSE
Nphs2	chr1	FALSE	FALSE
Npl	chr1	FALSE	FALSE
Nploc4	chr11	FALSE	FALSE
Npm1	chr11	FALSE	FALSE
Npm2	chr14	FALSE	FALSE
Npm3	chr19	FALSE	FALSE
Npm3-ps1	chr6	FALSE	FALSE
Npnt	chr3	FALSE	FALSE
Nppa	chr4	FALSE	FALSE
Nppb	chr4	FALSE	FALSE
Nppc	chr1	FALSE	FALSE
Npr1	chr3	FALSE	FALSE
Npr2	chr4	FALSE	FALSE
Npr3	chr15	FALSE	FALSE
Nprl2	chr9	FALSE	FALSE
Nprl3	chr11	FALSE	FALSE
Nps	chr7	FALSE	FALSE
Npsr1	chr9	FALSE	FALSE
Nptn	chr9	FALSE	FALSE
Nptx1	chr11	FALSE	FALSE
Nptx2	chr5	FALSE	FALSE
Nptxr	chr15	FALSE	FALSE
Npvf	chr6	TRUE	TRUE
Npw	chr17	FALSE	FALSE
Npy	chr6	FALSE	FALSE
Npy1r	chr8	FALSE	FALSE
Npy2r	chr3	FALSE	FALSE
Npy4r	chr14	FALSE	FALSE
Npy5r	chr8	FALSE	FALSE
Npy6r	chr18	FALSE	FALSE
Nqo1	chr8	FALSE	FALSE
Nqo2	chr13	FALSE	FALSE
Nr0b1	chrX	FALSE	FALSE
Nr0b2	chr4	FALSE	FALSE
Nr1d1	chr11	FALSE	FALSE
Nr1d2	chr14	FALSE	FALSE
Nr1h2	chr7	FALSE	FALSE
Nr1h3	chr2	FALSE	FALSE
Nr1h4	chr10	FALSE	FALSE
Nr1h5	chr3	FALSE	FALSE
Nr1i2	chr16	FALSE	FALSE
Nr1i3	chr1	FALSE	FALSE
Nr2c1	chr10	FALSE	FALSE
Nr2c2	chr6	FALSE	FALSE
Nr2c2ap	chr8	FALSE	FALSE
Nr2e1	chr10	FALSE	FALSE
Nr2e3	chr9	FALSE	FALSE
Nr2f1	chr13	FALSE	FALSE
Nr2f2	chr7	FALSE	FALSE
Nr2f6	chr8	FALSE	FALSE
Nr3c1	chr18	FALSE	TRUE
Nr3c2	chr8	FALSE	FALSE
Nr4a1	chr15	FALSE	FALSE
Nr4a2	chr2	FALSE	TRUE
Nr4a3	chr4	FALSE	TRUE
Nr5a1	chr2	FALSE	FALSE
Nr5a2	chr1	FALSE	FALSE
Nr6a1	chr2	FALSE	FALSE
Nradd	chr9	FALSE	FALSE
Nrap	chr19	FALSE	FALSE
Nrarp	chr2	FALSE	FALSE
Nras	chr3	FALSE	FALSE
Nrbf2	chr10	FALSE	FALSE
Nrbp1	chr5	FALSE	FALSE
Nrbp2	chr15	FALSE	FALSE
Nrcam	chr12	FALSE	FALSE
Nrdc	chr4	FALSE	FALSE
Nrde2	chr12	FALSE	FALSE
Nrep	chr18	FALSE	TRUE
Nrf1	chr6	FALSE	FALSE
Nrg1	chr8	FALSE	FALSE
Nrg2	chr18	FALSE	FALSE
Nrg3	chr14	FALSE	FALSE
Nrg3os	chr14	FALSE	TRUE
Nrg4	chr9	FALSE	TRUE
Nrgn	chr9	FALSE	FALSE
Nrip1	chr16	FALSE	TRUE
Nrip2	chr6	FALSE	FALSE
Nrip3	chr7	FALSE	FALSE
Nrk	chrX	FALSE	FALSE
Nrl	chr14	FALSE	FALSE
Nrm	chr17	FALSE	FALSE
Nrn1	chr13	FALSE	FALSE
Nrn1l	chr8	FALSE	FALSE
Nron	chr2	FALSE	FALSE
Nrp	chr12	FALSE	FALSE
Nrp1	chr8	FALSE	TRUE
Nrp2	chr1	FALSE	FALSE
Nrros	chr16	FALSE	TRUE
Nrsn1	chr13	FALSE	FALSE
Nrsn2	chr2	FALSE	FALSE
Nrtn	chr17	FALSE	FALSE
Nrxn1	chr17	FALSE	TRUE
Nrxn2	chr19	FALSE	FALSE
Nrxn3	chr12	FALSE	TRUE
Nsa2	chr13	FALSE	FALSE
Nscme3l	chr19	FALSE	FALSE
Nsd1	chr13	FALSE	FALSE
Nsd2	chr5	FALSE	FALSE
Nsd3	chr8	FALSE	FALSE
Nsdhl	chrX	FALSE	FALSE
Nsf	chr11	FALSE	FALSE
Nsfl1c	chr2	FALSE	FALSE
Nsg1	chr5	FALSE	FALSE
Nsg2	chr11	FALSE	FALSE
Nsl1	chr1	FALSE	FALSE
Nsmaf	chr4	FALSE	FALSE
Nsmce1	chr7	FALSE	FALSE
Nsmce2	chr15	FALSE	FALSE
Nsmce3	chr7	FALSE	FALSE
Nsmce4a	chr7	FALSE	FALSE
Nsmf	chr2	FALSE	FALSE
Nsrp1	chr11	FALSE	FALSE
Nsun2	chr13	FALSE	FALSE
Nsun3	chr16	FALSE	FALSE
Nsun4	chr4	FALSE	FALSE
Nsun5	chr5	FALSE	FALSE
Nsun6	chr2	FALSE	FALSE
Nsun7	chr5	FALSE	FALSE
Nt5c	chr11	FALSE	FALSE
Nt5c1a	chr4	FALSE	FALSE
Nt5c1b	chr12	FALSE	FALSE
Nt5c2	chr19	FALSE	FALSE
Nt5c3	chr6	FALSE	FALSE
Nt5c3b	chr11	FALSE	FALSE
Nt5dc1	chr10	FALSE	FALSE
Nt5dc2	chr14	FALSE	FALSE
Nt5dc3	chr10	FALSE	FALSE
Nt5e	chr9	FALSE	FALSE
Nt5el	chr13	FALSE	FALSE
Nt5m	chr11	FALSE	FALSE
Ntan1	chr16	FALSE	FALSE
Ntaq1	chr15	FALSE	FALSE
Ntf3	chr6	FALSE	TRUE
Ntf5	chr7	FALSE	FALSE
Nthl1	chr17	FALSE	FALSE
Ntm	chr9	FALSE	TRUE
Ntmt1	chr2	FALSE	FALSE
Ntmt2	chr1	FALSE	FALSE
Ntn1	chr11	FALSE	FALSE
Ntn3	chr17	FALSE	FALSE
Ntn4	chr10	TRUE	TRUE
Ntn5	chr7	FALSE	FALSE
