"seqnames","start","end","width","strand","peak_id","Fold","FDR","annotation","geneChr","geneStart","geneEnd","geneLength","geneStrand","geneId","transcriptId","distanceToTSS","ENSEMBL","SYMBOL","GENENAME","mecp2_Fold","mecp2_FDR"
"chr2",179680752,179681683,932,"*","mecp2_peak_18474",-0.032031186,0.908406191,"Intron (ENSMUST00000000314.12/12561, intron 2 of 15)",2,179777163,179797511,20349,1,"12561","ENSMUST00000136411.1",-95480,"ENSMUSG00000000305","Cdh4","cadherin 4",-0.032031186,0.908406191
"chr2",34239166,34240630,1465,"*","mecp2_peak_18475",-0.054523392,0.850981911,"Intron (ENSMUST00000113132.8/18516, intron 2 of 7)",2,34172873,34288852,115980,2,"18516","ENSMUST00000176213.7",48222,"ENSMUSG00000038718","Pbx3","pre B cell leukemia homeobox 3",-0.054523392,0.850981911
"chr2",162577805,162579213,1409,"*","mecp2_peak_18476",-0.037162878,0.890901601,"Intron (ENSMUST00000109443.7/19281, intron 1 of 30)",2,161526357,162661094,1134738,2,"19281","ENSMUST00000109442.7",81881,"ENSMUSG00000053141","Ptprt","protein tyrosine phosphatase receptor type T",-0.037162878,0.890901601
"chr2",30415393,30416683,1291,"*","mecp2_peak_18477",-0.080103011,0.7271262,"Promoter (<=1kb)",2,30416039,30447805,31767,1,"110854","ENSMUST00000042055.9",0,"ENSMUSG00000039515","Ptpa","protein phosphatase 2 protein activator",-0.080103011,0.7271262
"chr2",27262894,27264296,1403,"*","mecp2_peak_18478",-0.069816774,0.764211534,"3' UTR",2,27269581,27271798,2218,2,"22325","ENSMUST00000146843.1",7502,"ENSMUSG00000009621","Vav2","vav 2 oncogene",-0.069816774,0.764211534
"chr2",112479163,112480769,1607,"*","mecp2_peak_18479",0.042782399,0.869717449,"Promoter (<=1kb)",2,112479171,112480769,1599,2,"213788","ENSMUST00000099589.3",0,"ENSMUSG00000074939","Chrm5","cholinergic receptor, muscarinic 5",0.042782399,0.869717449
"chr2",11483418,11484796,1379,"*","mecp2_peak_18480",0.054126665,0.826942191,"Promoter (1-2kb)",2,11481010,11482111,1102,2,"170768","ENSMUST00000191726.1",-1307,"ENSMUSG00000026773","Pfkfb3","6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 3",0.054126665,0.826942191
"chr2",30509273,30511045,1773,"*","mecp2_peak_18481",-0.213731748,0.360348803,"Distal Intergenic",2,30471537,30474219,2683,2,"72500","ENSMUST00000065134.3",-35054,"ENSMUSG00000089762","Ier5l","immediate early response 5-like",-0.213731748,0.360348803
"chr2",76337934,76339120,1187,"*","mecp2_peak_18482",0.004220181,0.992024114,"Promoter (<=1kb)",2,75989912,76338774,348863,2,"241489","ENSMUST00000099992.9",0,"ENSMUSG00000075270","Pde11a","phosphodiesterase 11A",0.004220181,0.992024114
"chr2",178534027,178535589,1563,"*","mecp2_peak_18483",-0.005243658,0.989526928,"Distal Intergenic",2,178460630,178466572,5943,1,"381409","ENSMUST00000176869.1",73397,"ENSMUSG00000039155","Cdh26","cadherin-like 26",-0.005243658,0.989526928
"chr2",27190076,27191900,1825,"*","mecp2_peak_18484",-0.06961431,0.772309584,"Promoter (<=1kb)",2,27189197,27192260,3064,2,"192166","ENSMUST00000142136.1",360,"ENSMUSG00000009614","Sardh","sarcosine dehydrogenase",-0.06961431,0.772309584
"chr2",152310386,152312439,2054,"*","mecp2_peak_18485",-0.113024788,0.607543109,"3' UTR",2,152308199,152310818,2620,1,"67231","ENSMUST00000141373.1",2187,"ENSMUSG00000027465","Tbc1d20","TBC1 domain family, member 20",-0.113024788,0.607543109
"chr2",31847764,31848399,636,"*","mecp2_peak_18486",-0.093818423,0.680690739,"Promoter (1-2kb)",2,31813290,31846005,32716,2,"98970","ENSMUST00000028188.7",-1759,"ENSMUSG00000026841","Fibcd1","fibrinogen C domain containing 1",-0.093818423,0.680690739
"chr2",141810451,141812507,2057,"*","mecp2_peak_18487",0.398680883,0.151718659,"Exon (ENSMUST00000110067.7/72899, exon 8 of 17)",2,141555676,142392966,837291,1,"72899","ENSMUST00000138786.1",254775,"ENSMUSG00000068205","Macrod2","mono-ADP ribosylhydrolase 2",0.398680883,0.151718659
"chr2",52248477,52250073,1597,"*","mecp2_peak_18488",0.292940472,0.190944001,"Exon (ENSMUST00000036934.11/17996, exon 65 of 157)",2,52221782,52256156,34375,2,"17996","ENSMUST00000139672.1",6083,"ENSMUSG00000026950","Neb","nebulin",0.292940472,0.190944001
"chr2",32745927,32747354,1428,"*","mecp2_peak_18489",-0.081553172,0.72546688,"Exon (ENSMUST00000074248.10/27387, exon 5 of 12)",2,32741492,32743676,2185,1,"27387","ENSMUST00000139563.1",4435,"ENSMUSG00000059013","Sh2d3c","SH2 domain containing 3C",-0.081553172,0.72546688
"chr2",34247444,34248418,975,"*","mecp2_peak_18490",0.227525653,0.408625519,"Intron (ENSMUST00000113132.8/18516, intron 2 of 7)",2,34172873,34288852,115980,2,"18516","ENSMUST00000176213.7",40434,"ENSMUSG00000038718","Pbx3","pre B cell leukemia homeobox 3",0.227525653,0.408625519
"chr2",156649224,156650366,1143,"*","mecp2_peak_18491",-0.146493511,0.48879258,"Intron (ENSMUST00000109567.9/228836, intron 1 of 12)",2,156613705,156764363,150659,1,"228836","ENSMUST00000169464.8",35519,"ENSMUSG00000061689","Dlgap4","DLG associated protein 4",-0.146493511,0.48879258
"chr2",179959273,179960650,1378,"*","mecp2_peak_18492",-0.039689999,0.882988221,"Intron (ENSMUST00000041618.12/228980, intron 1 of 14)",2,179975993,179977987,1995,1,"66730","ENSMUST00000153188.1",-15343,"ENSMUSG00000085704","4921531C22Rik","RIKEN cDNA 4921531C22 gene",-0.039689999,0.882988221
"chr2",137114391,137115603,1213,"*","mecp2_peak_18493",-0.138655778,0.523401249,"Promoter (1-2kb)",2,137081456,137116644,35189,2,"16449","ENSMUST00000028735.7",1041,"ENSMUSG00000027276","Jag1","jagged 1",-0.138655778,0.523401249
"chr2",29418542,29419551,1010,"*","mecp2_peak_18494",-0.228375213,0.297717531,"Intron (ENSMUST00000028139.10/68975, intron 3 of 7)",2,29391344,29522851,131508,1,"68975","ENSMUST00000123522.7",27198,"ENSMUSG00000026799","Med27","mediator complex subunit 27",-0.228375213,0.297717531
"chr2",164562128,164563684,1557,"*","mecp2_peak_18495",-0.147513316,0.500120222,"Promoter (<=1kb)",2,164562413,164563550,1138,1,"67701","ENSMUST00000146270.1",0,"ENSMUSG00000017723","Wfdc2","WAP four-disulfide core domain 2",-0.147513316,0.500120222
"chr2",121139472,121140624,1153,"*","mecp2_peak_18496",-0.022508412,0.942606559,"Promoter (<=1kb)",2,121140428,121145514,5087,1,"75894","ENSMUST00000130221.7",0,"ENSMUSG00000027259","Adal","adenosine deaminase-like",-0.022508412,0.942606559
"chr2",122291054,122292328,1275,"*","mecp2_peak_18497",-0.001758987,0.996273509,"Exon (ENSMUST00000053734.5/214593, exon 13 of 32)",2,122282708,122285569,2862,2,"214593","ENSMUST00000155820.1",-5485,"ENSMUSG00000068452","Duox2","dual oxidase 2",-0.001758987,0.996273509
"chr2",30079616,30081013,1398,"*","mecp2_peak_18498",-0.021537096,0.94496758,"Promoter (<=1kb)",2,30080851,30083221,2371,1,"263803","ENSMUST00000126838.1",0,"ENSMUSG00000026785","Pkn3","protein kinase N3",-0.021537096,0.94496758
"chr2",157278867,157279723,857,"*","mecp2_peak_18499",-0.09025002,0.692822197,"Promoter (<=1kb)",2,157279017,157289561,10545,1,"20014","ENSMUST00000142463.7",0,"ENSMUSG00000027642","Rpn2","ribophorin II",-0.09025002,0.692822197
"chr2",138412664,138413366,703,"*","mecp2_peak_18500",1.538749171,2.99e-05,"Intron (ENSMUST00000155646.7/228662, intron 1 of 3)",2,138278493,138287422,8930,1,"228662","ENSMUST00000075410.4",134171,"ENSMUSG00000062098","Btbd3","BTB domain containing 3",1.538749171,2.99e-05
"chr2",148043864,148044953,1090,"*","mecp2_peak_18501",0.014939643,0.964607607,"Promoter (<=1kb)",2,148044240,148045464,1225,2,"15376","ENSMUST00000146242.1",511,"ENSMUSG00000037025","Foxa2","forkhead box A2",0.014939643,0.964607607
"chr2",165187679,165189092,1414,"*","mecp2_peak_18502",0.038233941,0.886538979,"Intron (ENSMUST00000065438.12/104010, intron 1 of 11)",2,165112327,165181459,69133,2,"104010","ENSMUST00000138643.1",-6220,"ENSMUSG00000053166","Cdh22","cadherin 22",0.038233941,0.886538979
"chr2",157457060,157458040,981,"*","mecp2_peak_18503",0.006450725,0.987169703,"Promoter (<=1kb)",2,157457085,157470355,13271,1,"20779","ENSMUST00000109529.1",0,"ENSMUSG00000027646","Src","Rous sarcoma oncogene",0.006450725,0.987169703
"chr2",30346890,30348818,1929,"*","mecp2_peak_18504",-0.160599222,0.443728221,"Promoter (<=1kb)",2,30345886,30347656,1771,2,"227700","ENSMUST00000146400.7",0,"ENSMUSG00000026860","Sh3glb2","SH3-domain GRB2-like endophilin B2",-0.160599222,0.443728221
"chr2",78597485,78599064,1580,"*","mecp2_peak_18505",-0.145890033,0.488526335,"Exon (ENSMUST00000119658.1/ENSMUST00000119658.1, exon 1 of 1)",2,78868124,78870607,2484,1,"22193","ENSMUST00000124120.1",-269060,"ENSMUSG00000027011","Ube2e3","ubiquitin-conjugating enzyme E2E 3",-0.145890033,0.488526335
"chr2",33779559,33781078,1520,"*","mecp2_peak_18506",-0.211496244,0.316101329,"Intron (ENSMUST00000041555.9/72543, intron 7 of 9)",2,33805816,33813591,7776,1,"320482","ENSMUST00000156297.1",-24738,"ENSMUSG00000086484","Nron","non-protein coding RNA, repressor of NFAT",-0.211496244,0.316101329
"chr2",85252157,85253825,1669,"*","mecp2_peak_18507",-0.01312218,0.968558259,"Distal Intergenic",2,85189505,85197197,7693,2,"241528","ENSMUST00000234267.2",-54960,"ENSMUSG00000075224","Lrrc55","leucine rich repeat containing 55",-0.01312218,0.968558259
"chr2",25059200,25060254,1055,"*","mecp2_peak_18508",-0.321110525,0.207413586,"Promoter (<=1kb)",2,25059811,25059873,63,1,"102465989","ENSMUST00000184681.1",0,"ENSMUSG00000099320","Mir7664","microRNA 7664",-0.321110525,0.207413586
"chr2",73987766,73989794,2029,"*","mecp2_peak_18509",0.06344898,0.79552238,"Distal Intergenic",2,73908447,73911326,2880,2,"228033","ENSMUST00000018914.2",-76440,"ENSMUSG00000018770","Atp5mc3","ATP synthase membrane subunit c locus 3",0.06344898,0.79552238
"chr2",76584395,76586204,1810,"*","mecp2_peak_18510",-0.056932912,0.81996103,"Exon (ENSMUST00000077972.10/99031, exon 18 of 27)",2,76568120,76580028,11909,1,"99031","ENSMUST00000124601.1",16275,"ENSMUSG00000042359","Osbpl6","oxysterol binding protein-like 6",-0.056932912,0.81996103
"chr2",31140894,31142488,1595,"*","mecp2_peak_18511",-0.051414583,0.840720104,"Promoter (<=1kb)",2,31026206,31141802,115597,2,"14269","ENSMUST00000073879.11",0,"ENSMUSG00000075415","Fnbp1","formin binding protein 1",-0.051414583,0.840720104
"chr2",145353857,145354410,554,"*","mecp2_peak_18512",1.834469823,3.64e-06,"Intron (ENSMUST00000110007.7/94249, intron 2 of 16)",2,145244972,145640361,395390,1,"94249","ENSMUST00000081121.3",108885,"ENSMUSG00000063873","Slc24a3","solute carrier family 24 (sodium/potassium/calcium exchanger), member 3",1.834469823,3.64e-06
"chr2",49945678,49947816,2139,"*","mecp2_peak_18513",0.05840027,0.80916291,"3' UTR",2,49840090,49942537,102448,1,"71897","ENSMUST00000129867.1",105588,"ENSMUSG00000026765","Lypd6b","LY6/PLAUR domain containing 6B",0.05840027,0.80916291
"chr2",180190568,180191705,1138,"*","mecp2_peak_18514",0.035644358,0.898460841,"Exon (ENSMUST00000015791.5/16776, exon 35 of 79)",2,180179755,180179823,69,2,"102466785","ENSMUST00000185089.1",-10745,"ENSMUSG00000098735","Mir7005","microRNA 7005",0.035644358,0.898460841
"chr2",101771106,101772902,1797,"*","mecp2_peak_18515",-0.000869034,0.998150199,"5' UTR",2,101717250,101797650,80401,2,"72446","ENSMUST00000141814.1",24748,"ENSMUSG00000032841","Prr5l","proline rich 5 like",-0.000869034,0.998150199
"chr2",27773799,27774975,1177,"*","mecp2_peak_18516",-0.040920796,0.878796881,"Distal Intergenic",2,27740201,27748671,8471,1,"20181","ENSMUST00000148756.1",33598,"ENSMUSG00000015846","Rxra","retinoid X receptor alpha",-0.040920796,0.878796881
"chr2",141729753,141731049,1297,"*","mecp2_peak_18517",-0.058628808,0.808035705,"Intron (ENSMUST00000110067.7/72899, intron 7 of 16)",2,141555676,142392966,837291,1,"72899","ENSMUST00000138786.1",174077,"ENSMUSG00000068205","Macrod2","mono-ADP ribosylhydrolase 2",-0.058628808,0.808035705
"chr2",151601006,151601674,669,"*","mecp2_peak_18518",-0.478687565,0.064633859,"5' UTR",2,151572622,151590005,17384,1,"228765","ENSMUST00000028950.8",28384,"ENSMUSG00000027456","Sdcbp2","syndecan binding protein (syntenin) 2",-0.478687565,0.064633859
"chr2",25460595,25461739,1145,"*","mecp2_peak_18519",-0.031843606,0.909154729,"Promoter (<=1kb)",2,25455141,25460952,5812,2,"227622","ENSMUST00000133919.7",0,"ENSMUSG00000047617","Paxx","non-homologous end joining factor",-0.031843606,0.909154729
"chr2",29575525,29577115,1591,"*","mecp2_peak_18520",-0.030499,0.913966906,"Distal Intergenic",2,29619720,29740353,120634,1,"107746","ENSMUST00000095087.10",-42605,"ENSMUSG00000039844","Rapgef1","Rap guanine nucleotide exchange factor (GEF) 1",-0.030499,0.913966906
"chr2",155991122,155992257,1136,"*","mecp2_peak_18521",-0.122516181,0.585491135,"Exon (ENSMUST00000039994.13/16328, exon 28 of 33)",2,155985915,155990596,4682,1,"16328","ENSMUST00000128683.1",5207,"ENSMUSG00000038241","Cep250","centrosomal protein 250",-0.122516181,0.585491135
"chr2",124702593,124703956,1364,"*","mecp2_peak_18522",-0.051299945,0.848024311,"Distal Intergenic",2,124653635,124665309,11675,1,"214968","ENSMUST00000103238.1",48958,"ENSMUSG00000027200","Sema6d","sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6D",-0.051299945,0.848024311
"chr2",125502799,125503575,777,"*","mecp2_peak_18523",0.103929941,0.638956775,"Intron (ENSMUST00000028633.12/14118, intron 2 of 65)",2,125389756,125506072,116317,2,"14118","ENSMUST00000148272.1",2497,"ENSMUSG00000027204","Fbn1","fibrillin 1",0.103929941,0.638956775
"chr2",181306506,181308838,2333,"*","mecp2_peak_18524",0.007757033,0.984133583,"3' UTR",2,181306459,181314500,8042,2,"20262","ENSMUST00000103045.3",5662,"ENSMUSG00000027581","Stmn3","stathmin-like 3",0.007757033,0.984133583
"chr2",131262090,131262980,891,"*","mecp2_peak_18525",-0.118892202,0.577691962,"Promoter (<=1kb)",2,131262495,131283437,20943,1,"74450","ENSMUST00000131779.7",0,"ENSMUSG00000037514","Pank2","pantothenate kinase 2",-0.118892202,0.577691962
"chr2",132393481,132396209,2729,"*","mecp2_peak_18526",-0.076451305,0.732086634,"Distal Intergenic",2,132371165,132385447,14283,2,"246313","ENSMUST00000110156.1",-8034,"ENSMUSG00000050558","Prokr2","prokineticin receptor 2",-0.076451305,0.732086634
"chr2",19267988,19270154,2167,"*","mecp2_peak_18527",0.019028915,0.951432547,"Exon (ENSMUST00000049255.6/70882, exon 9 of 19)",2,19199302,19310241,110940,1,"70882","ENSMUST00000114640.8",68686,"ENSMUSG00000037683","Armc3","armadillo repeat containing 3",0.019028915,0.951432547
"chr2",11602315,11603395,1081,"*","mecp2_peak_18528",-0.137726937,0.54383391,"Promoter (<=1kb)",2,11585437,11603262,17826,2,"76938","ENSMUST00000040314.11",0,"ENSMUSG00000037197","Rbm17","RNA binding motif protein 17",-0.137726937,0.54383391
"chr2",160449756,160450310,555,"*","mecp2_peak_18529",0.04259546,0.871252091,"Distal Intergenic",2,160363703,160367065,3363,2,"16658","ENSMUST00000099126.4",-82691,"ENSMUSG00000074622","Mafb","MAF bZIP transcription factor B",0.04259546,0.871252091
"chr2",12300950,12302197,1248,"*","mecp2_peak_18530",-0.083653137,0.71281736,"Promoter (<=1kb)",2,12106632,12301922,195291,2,"241226","ENSMUST00000028106.10",0,"ENSMUSG00000026768","Itga8","integrin alpha 8",-0.083653137,0.71281736
"chr2",10429458,10431210,1753,"*","mecp2_peak_18531",-0.043121346,0.874264368,"Intron (ENSMUST00000114862.7/353282, intron 5 of 5)",2,10466663,10466746,84,1,"100526481","ENSMUST00000175052.1",-35453,"ENSMUSG00000092793","Mir466m","microRNA 466m",-0.043121346,0.874264368
"chr2",30544693,30545915,1223,"*","mecp2_peak_18532",0.0076848,0.983811034,"Distal Intergenic",2,30595040,30608943,13904,1,"78617","ENSMUST00000102853.3",-49125,"ENSMUSG00000047363","Cstad","CSA-conditional, T cell activation-dependent protein",0.0076848,0.983811034
"chr2",27367444,27368427,984,"*","mecp2_peak_18533",-0.44727273,0.078399042,"Intron (ENSMUST00000185188.7/22325, intron 1 of 29)",2,27302025,27344480,42456,2,"22325","ENSMUST00000132642.1",-22964,"ENSMUSG00000009621","Vav2","vav 2 oncogene",-0.44727273,0.078399042
"chr2",32250796,32252234,1439,"*","mecp2_peak_18534",-0.052940891,0.832965268,"Promoter (<=1kb)",2,32251273,32252692,1420,1,"99011","ENSMUST00000151598.1",0,"ENSMUSG00000039254","Pomt1","protein-O-mannosyltransferase 1",-0.052940891,0.832965268
"chr2",154688695,154690296,1602,"*","mecp2_peak_18535",-0.055334131,0.822325411,"Promoter (<=1kb)",2,154691070,154694281,3212,1,"75608","ENSMUST00000136788.1",-774,"ENSMUSG00000038467","Chmp4b","charged multivesicular body protein 4B",-0.055334131,0.822325411
"chr2",105518127,105518825,699,"*","mecp2_peak_18536",-0.0561897,0.821443236,"Distal Intergenic",2,105386291,105399319,13029,2,"19672","ENSMUST00000006128.6",-118808,"ENSMUSG00000005973","Rcn1","reticulocalbin 1",-0.0561897,0.821443236
"chr2",178273280,178274882,1603,"*","mecp2_peak_18537",-0.246681061,0.265117711,"Intron (ENSMUST00000108917.7/74189, intron 4 of 12)",2,178327556,178331766,4211,1,"74189","ENSMUST00000141272.1",-52674,"ENSMUSG00000027525","Phactr3","phosphatase and actin regulator 3",-0.246681061,0.265117711
"chr2",124700607,124701921,1315,"*","mecp2_peak_18538",0.125298572,0.578160085,"Distal Intergenic",2,124653635,124665309,11675,1,"214968","ENSMUST00000103238.1",46972,"ENSMUSG00000027200","Sema6d","sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6D",0.125298572,0.578160085
"chr2",62678355,62679329,975,"*","mecp2_peak_18539",0.058463524,0.81241711,"Exon (ENSMUST00000028257.2/227960, exon 3 of 8)",2,62686198,62690431,4234,1,"227960","ENSMUST00000148083.1",-6869,"ENSMUSG00000026893","Gca","grancalcin",0.058463524,0.81241711
"chr2",6404210,6405599,1390,"*","mecp2_peak_18540",0.014384552,0.965276552,"Intron (ENSMUST00000114937.7/98910, intron 5 of 14)",2,6420922,6424835,3914,1,"98910","ENSMUST00000150515.1",-15323,"ENSMUSG00000039046","Usp6nl","USP6 N-terminal like",0.014384552,0.965276552
"chr2",39064651,39066029,1379,"*","mecp2_peak_18541",-0.088942041,0.693855037,"Promoter (<=1kb)",2,39016155,39065541,49387,2,"76899","ENSMUST00000039165.14",0,"ENSMUSG00000026754","Golga1","golgin A1",-0.088942041,0.693855037
"chr2",31106456,31107323,868,"*","mecp2_peak_18542",-0.107715626,0.60186691,"Promoter (1-2kb)",2,31096091,31105450,9360,2,"14269","ENSMUST00000136085.1",-1006,"ENSMUSG00000075415","Fnbp1","formin binding protein 1",-0.107715626,0.60186691
"chr2",179292746,179294017,1272,"*","mecp2_peak_18543",0.046386414,0.85926427,"Distal Intergenic",2,179414936,179416882,1947,1,"68175","ENSMUST00000041998.1",-120919,"ENSMUSG00000039138","4930591A17Rik","RIKEN cDNA 4930591A17 gene",0.046386414,0.85926427
"chr2",78034658,78035760,1103,"*","mecp2_peak_18544",1.741633357,2.88e-07,"Distal Intergenic",2,78051177,78069406,18230,1,"78158","ENSMUST00000145972.7",-15417,"ENSMUSG00000054510","4930440I19Rik","RIKEN cDNA 4930440I19 gene",1.741633357,2.88e-07
"chr2",156619794,156621474,1681,"*","mecp2_peak_18545",-0.232290857,0.293633332,"Intron (ENSMUST00000109567.9/228836, intron 1 of 12)",2,156613705,156764363,150659,1,"228836","ENSMUST00000169464.8",6089,"ENSMUSG00000061689","Dlgap4","DLG associated protein 4",-0.232290857,0.293633332
"chr2",30827629,30828578,950,"*","mecp2_peak_18546",-0.075827036,0.742426299,"Promoter (<=1kb)",2,30823097,30828254,5158,2,"72323","ENSMUST00000148036.6",0,"ENSMUSG00000039483","Asb6","ankyrin repeat and SOCS box-containing 6",-0.075827036,0.742426299
"chr2",138468214,138469711,1498,"*","mecp2_peak_18547",0.321756796,0.174633843,"Intron (ENSMUST00000155646.7/228662, intron 2 of 3)",2,138278493,138287422,8930,1,"228662","ENSMUST00000075410.4",189721,"ENSMUSG00000062098","Btbd3","BTB domain containing 3",0.321756796,0.174633843
"chr2",35596459,35597837,1379,"*","mecp2_peak_18548",0.027072201,0.9270933,"Intron (ENSMUST00000112986.8/69601, intron 1 of 16)",2,35582840,35730992,148153,1,"69601","ENSMUST00000135741.7",13619,"ENSMUSG00000026883","Dab2ip","disabled 2 interacting protein",0.027072201,0.9270933
"chr2",181035605,181036724,1120,"*","mecp2_peak_18549",-0.336326475,0.197430783,"Intron (ENSMUST00000108851.7/11438, intron 2 of 6)",2,181018380,181039075,20696,2,"11438","ENSMUST00000108851.7",2351,"ENSMUSG00000027577","Chrna4","cholinergic receptor, nicotinic, alpha polypeptide 4",-0.336326475,0.197430783
"chr2",165326318,165327856,1539,"*","mecp2_peak_18550",-0.114633013,0.578639725,"Promoter (<=1kb)",2,165289155,165326479,37325,2,"140579","ENSMUST00000074046.12",0,"ENSMUSG00000017670","Elmo2","engulfment and cell motility 2",-0.114633013,0.578639725
"chr2",167236329,167236957,629,"*","mecp2_peak_18551",-0.018976139,0.953142064,"Intron (ENSMUST00000088041.10/19223, intron 1 of 9)",2,167191805,167240589,48785,2,"19223","ENSMUST00000088041.10",3632,"ENSMUSG00000017969","Ptgis","prostaglandin I2 (prostacyclin) synthase",-0.018976139,0.953142064
"chr2",119546992,119548597,1606,"*","mecp2_peak_18552",0.001566371,0.996642714,"Promoter (<=1kb)",2,119516505,119547627,31123,2,"241624","ENSMUST00000060009.8",0,"ENSMUSG00000048647","Exd1","exonuclease 3'-5' domain containing 1",0.001566371,0.996642714
"chr2",174075879,174077084,1206,"*","mecp2_peak_18553",-0.177319728,0.410569329,"Promoter (<=1kb)",2,174076308,174092433,16126,1,"228960","ENSMUST00000155000.7",0,"ENSMUSG00000027522","Stx16","syntaxin 16",-0.177319728,0.410569329
"chr2",43738880,43740642,1763,"*","mecp2_peak_18554",-0.014370698,0.965332969,"Distal Intergenic",2,43748824,44395953,647130,1,"76117","ENSMUST00000112824.7",-8182,"ENSMUSG00000049744","Arhgap15","Rho GTPase activating protein 15",-0.014370698,0.965332969
"chr2",52271477,52273102,1626,"*","mecp2_peak_18555",0.039693252,0.881840396,"Exon (ENSMUST00000036934.11/17996, exon 48 of 157)",2,52221782,52256156,34375,2,"17996","ENSMUST00000139672.1",-15321,"ENSMUSG00000026950","Neb","nebulin",0.039693252,0.881840396
"chr2",29844707,29846247,1541,"*","mecp2_peak_18556",-0.268439607,0.216677967,"Promoter (<=1kb)",2,29845647,29845711,65,1,"102466839","ENSMUST00000198317.1",0,"ENSMUSG00000105010","Mir219b","microRNA 219b",-0.268439607,0.216677967
"chr2",122348537,122349544,1008,"*","mecp2_peak_18557",-0.030612335,0.914488319,"3' UTR",2,122349504,122354131,4628,2,"435684","ENSMUST00000135848.1",4587,"ENSMUSG00000033256","Shf","Src homology 2 domain containing F",-0.030612335,0.914488319
"chr2",157898756,157899892,1137,"*","mecp2_peak_18558",-0.091289032,0.681292868,"Distal Intergenic",2,157914653,157944719,30067,1,"277432","ENSMUST00000109523.1",-14761,"ENSMUSG00000037843","Vstm2l","V-set and transmembrane domain containing 2-like",-0.091289032,0.681292868
"chr2",159085997,159087870,1874,"*","mecp2_peak_18559",-0.239226106,0.269921462,"Distal Intergenic",2,158850629,158857368,6740,1,"71715","ENSMUST00000143195.1",235368,"ENSMUSG00000027655","Dhx35","DEAH-box helicase 35",-0.239226106,0.269921462
"chr2",168740499,168742362,1864,"*","mecp2_peak_18560",-0.049106241,0.847294368,"Promoter (<=1kb)",2,168634438,168741800,107363,2,"11981","ENSMUST00000029060.10",0,"ENSMUSG00000027546","Atp9a","ATPase, class II, type 9A",-0.049106241,0.847294368
"chr2",74119605,74121449,1845,"*","mecp2_peak_18561",0.02834206,0.921899118,"Distal Intergenic",2,74298940,74307717,8778,2,"73962","ENSMUST00000153743.1",186268,"ENSMUSG00000085405","4930441J16Rik","RIKEN cDNA 4930441J16 gene",0.02834206,0.921899118
"chr2",105613572,105614633,1062,"*","mecp2_peak_18562",-0.006044186,0.988061377,"Intron (ENSMUST00000149133.7/402728, intron 1 of 3)",2,105657862,105661343,3482,2,"103164605","ENSMUST00000194826.2",46710,"ENSMUSG00000102424","Paupar","Pax6 upstream antisense RNA",-0.006044186,0.988061377
"chr2",164507116,164509079,1964,"*","mecp2_peak_18563",0.049341221,0.849227117,"3' UTR",2,164499916,164501639,1724,1,"78928","ENSMUST00000131976.1",7200,"ENSMUSG00000017721","Pigt","phosphatidylinositol glycan anchor biosynthesis, class T",0.049341221,0.849227117
"chr2",105410194,105411911,1718,"*","mecp2_peak_18564",-0.105026228,0.610763245,"Distal Intergenic",2,105386291,105399319,13029,2,"19672","ENSMUST00000006128.6",-10875,"ENSMUSG00000005973","Rcn1","reticulocalbin 1",-0.105026228,0.610763245
"chr2",119896942,119898350,1409,"*","mecp2_peak_18565",0.081945243,0.713479086,"Promoter (<=1kb)",2,119897228,119967749,70522,1,"29808","ENSMUST00000046717.12",0,"ENSMUSG00000033943","Mga","MAX gene associated",0.081945243,0.713479086
"chr2",162321852,162323058,1207,"*","mecp2_peak_18566",0.029012417,0.92243975,"Intron (ENSMUST00000109443.7/19281, intron 2 of 30)",2,162390813,162393945,3133,1,"77645","ENSMUST00000151688.1",-67755,"ENSMUSG00000084919","Ptprtos","protein tyrosine phosphatase receptor type T, opposite strand",0.029012417,0.92243975
"chr2",163763564,163765322,1759,"*","mecp2_peak_18567",-0.040312114,0.880071744,"Distal Intergenic",2,163726584,163750239,23656,2,"11486","ENSMUST00000017841.3",-13325,"ENSMUSG00000017697","Ada","adenosine deaminase",-0.040312114,0.880071744
"chr2",28525650,28526891,1242,"*","mecp2_peak_18568",-0.119239775,0.587937279,"Promoter (<=1kb)",2,28527850,28552267,24418,1,"19730","ENSMUST00000238699.1",-959,"ENSMUSG00000026821","Ralgds","ral guanine nucleotide dissociation stimulator",-0.119239775,0.587937279
"chr2",144464559,144466552,1994,"*","mecp2_peak_18569",-0.437692382,0.076977271,"Promoter (<=1kb)",2,144465176,144466732,1557,1,"171588","ENSMUST00000137929.1",0,NA,NA,NA,-0.437692382,0.076977271
"chr2",162522048,162523755,1708,"*","mecp2_peak_18570",0.033164781,0.903966487,"Intron (ENSMUST00000109443.7/19281, intron 1 of 30)",2,162390813,162393945,3133,1,"77645","ENSMUST00000151688.1",131235,"ENSMUSG00000084919","Ptprtos","protein tyrosine phosphatase receptor type T, opposite strand",0.033164781,0.903966487
