gene_name	chr	mch_hyper	at_gained_anchor
Kank3	chr17	FALSE	FALSE
Kank4	chr4	FALSE	FALSE
Kansl1	chr11	FALSE	FALSE
Kansl1l	chr1	FALSE	FALSE
Kansl2	chr15	FALSE	FALSE
Kansl3	chr1	FALSE	FALSE
Kantr	chrX	FALSE	FALSE
Kap	chr6	FALSE	FALSE
Kat14	chr2	FALSE	FALSE
Kat2a	chr11	FALSE	FALSE
Kat2b	chr17	FALSE	FALSE
Kat5	chr19	FALSE	FALSE
Kat6a	chr8	FALSE	FALSE
Kat6b	chr14	FALSE	FALSE
Kat7	chr11	FALSE	FALSE
Kat8	chr7	FALSE	FALSE
Katna1	chr10	FALSE	FALSE
Katnal1	chr5	FALSE	FALSE
Katnal2	chr18	FALSE	FALSE
Katnb1	chr8	FALSE	FALSE
Katnbl1	chr2	FALSE	FALSE
Kazald1	chr19	FALSE	FALSE
Kazn	chr4	FALSE	FALSE
Kbtbd11	chr8	FALSE	FALSE
Kbtbd12	chr6	TRUE	FALSE
Kbtbd13	chr9	FALSE	FALSE
Kbtbd2	chr6	FALSE	FALSE
Kbtbd3	chr9	FALSE	FALSE
Kbtbd4	chr2	FALSE	FALSE
Kbtbd6	chr14	FALSE	FALSE
Kbtbd7	chr14	FALSE	FALSE
Kbtbd8	chr6	FALSE	FALSE
Kcmf1	chr6	FALSE	FALSE
Kcna1	chr6	FALSE	FALSE
Kcna10	chr3	FALSE	FALSE
Kcna2	chr3	FALSE	FALSE
Kcna3	chr3	FALSE	FALSE
Kcna4	chr2	FALSE	FALSE
Kcna5	chr6	FALSE	FALSE
Kcna6	chr6	FALSE	FALSE
Kcna7	chr7	FALSE	FALSE
Kcnab1	chr3	TRUE	FALSE
Kcnab2	chr4	FALSE	FALSE
Kcnab3	chr11	FALSE	FALSE
Kcnb1	chr2	FALSE	TRUE
Kcnb2	chr1	FALSE	FALSE
Kcnc1	chr7	FALSE	FALSE
Kcnc2	chr10	FALSE	FALSE
Kcnc3	chr7	FALSE	FALSE
Kcnc4	chr3	FALSE	FALSE
Kcnd1	chrX	FALSE	FALSE
Kcnd2	chr6	FALSE	FALSE
Kcnd3	chr3	FALSE	FALSE
Kcne1	chr16	FALSE	FALSE
Kcne2	chr16	FALSE	FALSE
Kcne3	chr7	FALSE	FALSE
Kcne4	chr1	FALSE	TRUE
Kcnf1	chr12	FALSE	FALSE
Kcng1	chr2	FALSE	FALSE
Kcng2	chr18	FALSE	FALSE
Kcng3	chr17	FALSE	FALSE
Kcng4	chr8	FALSE	FALSE
Kcnh1	chr1	FALSE	FALSE
Kcnh2	chr5	FALSE	FALSE
Kcnh3	chr15	FALSE	FALSE
Kcnh4	chr11	FALSE	FALSE
Kcnh5	chr12	FALSE	TRUE
Kcnh6	chr11	FALSE	FALSE
Kcnh7	chr2	FALSE	FALSE
Kcnh8	chr17	FALSE	FALSE
Kcnip1	chr11	TRUE	TRUE
Kcnip2	chr19	FALSE	FALSE
Kcnip3	chr2	FALSE	FALSE
Kcnip4	chr5	FALSE	FALSE
Kcnj1	chr9	FALSE	TRUE
Kcnj10	chr1	FALSE	FALSE
Kcnj11	chr7	FALSE	FALSE
Kcnj12	chr11	FALSE	FALSE
Kcnj13	chr1	FALSE	FALSE
Kcnj14	chr7	FALSE	FALSE
Kcnj15	chr16	FALSE	FALSE
Kcnj16	chr11	FALSE	FALSE
Kcnj2	chr11	FALSE	FALSE
Kcnj3	chr2	FALSE	FALSE
Kcnj4	chr15	FALSE	FALSE
Kcnj5	chr9	FALSE	TRUE
Kcnj6	chr16	FALSE	FALSE
Kcnj8	chr6	FALSE	FALSE
Kcnj9	chr1	FALSE	FALSE
Kcnk1	chr8	FALSE	FALSE
Kcnk10	chr12	FALSE	FALSE
Kcnk12	chr17	FALSE	FALSE
Kcnk13	chr12	FALSE	TRUE
Kcnk15	chr2	FALSE	FALSE
Kcnk16	chr14	FALSE	TRUE
Kcnk18	chr19	FALSE	FALSE
Kcnk2	chr1	TRUE	FALSE
Kcnk3	chr5	FALSE	FALSE
Kcnk4	chr19	FALSE	FALSE
Kcnk5	chr14	FALSE	TRUE
Kcnk6	chr7	FALSE	FALSE
Kcnk7	chr19	FALSE	FALSE
Kcnk9	chr15	FALSE	FALSE
Kcnma1	chr14	TRUE	TRUE
Kcnmb1	chr11	FALSE	TRUE
Kcnmb2	chr3	FALSE	FALSE
Kcnmb3	chr3	FALSE	FALSE
Kcnmb4	chr10	FALSE	FALSE
Kcnn1	chr8	FALSE	FALSE
Kcnn2	chr18	FALSE	TRUE
Kcnn3	chr3	FALSE	TRUE
Kcnn4	chr7	FALSE	FALSE
Kcnq1	chr7	FALSE	FALSE
Kcnq2	chr2	FALSE	TRUE
Kcnq3	chr15	FALSE	TRUE
Kcnq4	chr4	FALSE	FALSE
Kcnq5	chr1	FALSE	TRUE
Kcnrg	chr14	FALSE	FALSE
Kcns1	chr2	FALSE	FALSE
Kcns2	chr15	FALSE	FALSE
Kcns3	chr12	FALSE	FALSE
Kcnt1	chr2	FALSE	FALSE
Kcnt2	chr1	FALSE	FALSE
Kcnu1	chr8	FALSE	FALSE
Kcnv1	chr15	FALSE	FALSE
Kcnv2	chr19	FALSE	FALSE
Kcp	chr6	FALSE	FALSE
Kctd1	chr18	FALSE	FALSE
Kctd10	chr5	FALSE	TRUE
Kctd11	chr11	FALSE	FALSE
Kctd12	chr14	TRUE	FALSE
Kctd12b	chrX	FALSE	FALSE
Kctd13	chr7	FALSE	FALSE
Kctd14	chr7	FALSE	FALSE
Kctd15	chr7	FALSE	FALSE
Kctd16	chr18	TRUE	TRUE
Kctd17	chr15	FALSE	FALSE
Kctd18	chr1	FALSE	FALSE
Kctd19	chr8	FALSE	FALSE
Kctd2	chr11	FALSE	FALSE
Kctd20	chr17	FALSE	FALSE
Kctd21	chr7	TRUE	FALSE
Kctd3	chr1	FALSE	FALSE
Kctd4	chr14	FALSE	TRUE
Kctd5	chr17	FALSE	FALSE
Kctd6	chr14	TRUE	FALSE
Kctd7	chr5	FALSE	FALSE
Kctd8	chr5	TRUE	FALSE
Kctd9	chr14	FALSE	FALSE
Kdelr1	chr7	FALSE	FALSE
Kdelr2	chr5	FALSE	FALSE
Kdelr3	chr15	FALSE	FALSE
Kdf1	chr4	FALSE	FALSE
Kdm1a	chr4	FALSE	FALSE
Kdm1b	chr13	FALSE	FALSE
Kdm2a	chr19	FALSE	FALSE
Kdm2b	chr5	FALSE	FALSE
Kdm3a	chr6	FALSE	FALSE
Kdm3b	chr18	FALSE	TRUE
Kdm4a	chr4	FALSE	FALSE
Kdm4b	chr17	FALSE	FALSE
Kdm4c	chr4	FALSE	FALSE
Kdm4d	chr9	FALSE	FALSE
Kdm5a	chr6	FALSE	TRUE
Kdm5b	chr1	FALSE	FALSE
Kdm5c	chrX	FALSE	FALSE
Kdm6a	chrX	FALSE	FALSE
Kdm6b	chr11	FALSE	FALSE
Kdm7a	chr6	FALSE	FALSE
Kdm8	chr7	FALSE	TRUE
Kdr	chr5	FALSE	FALSE
Kdsr	chr1	FALSE	FALSE
Keap1	chr9	FALSE	FALSE
Keg1	chr19	FALSE	FALSE
Kel	chr6	FALSE	FALSE
Kera	chr10	TRUE	FALSE
Khdc1a	chr1	FALSE	FALSE
Khdc1b	chr1	FALSE	TRUE
Khdc1c	chr1	FALSE	FALSE
Khdc3	chr9	FALSE	FALSE
Khdc4	chr3	FALSE	FALSE
Khdrbs1	chr4	FALSE	FALSE
Khdrbs2	chr1	TRUE	TRUE
Khdrbs3	chr15	FALSE	TRUE
Khk	chr5	FALSE	FALSE
Khnyn	chr14	FALSE	FALSE
Khsrp	chr17	FALSE	FALSE
Kidins220	chr12	FALSE	FALSE
Kif11	chr19	FALSE	FALSE
Kif12	chr4	FALSE	FALSE
Kif13a	chr13	FALSE	FALSE
Kif13b	chr14	FALSE	FALSE
Kif14	chr1	FALSE	FALSE
Kif15	chr9	FALSE	FALSE
Kif16b	chr2	FALSE	FALSE
Kif17	chr4	FALSE	FALSE
Kif18a	chr2	TRUE	FALSE
Kif18b	chr11	FALSE	FALSE
Kif19a	chr11	FALSE	FALSE
Kif1a	chr1	FALSE	FALSE
Kif1b	chr4	FALSE	FALSE
Kif1c	chr11	FALSE	FALSE
Kif20a	chr18	FALSE	FALSE
Kif20b	chr19	FALSE	FALSE
Kif21a	chr15	FALSE	FALSE
Kif21b	chr1	FALSE	FALSE
Kif22	chr7	FALSE	FALSE
Kif23	chr9	FALSE	FALSE
Kif24	chr4	FALSE	FALSE
Kif26a	chr12	FALSE	FALSE
Kif26b	chr1	FALSE	FALSE
Kif27	chr13	FALSE	FALSE
Kif28	chr1	FALSE	FALSE
Kif2a	chr13	FALSE	FALSE
Kif2b	chr11	FALSE	FALSE
Kif2c	chr4	FALSE	FALSE
Kif3a	chr11	FALSE	FALSE
Kif3b	chr2	FALSE	FALSE
Kif3c	chr12	FALSE	FALSE
Kif4	chrX	FALSE	FALSE
Kif5a	chr10	FALSE	FALSE
Kif5b	chr18	FALSE	FALSE
Kif5c	chr2	FALSE	FALSE
Kif6	chr17	FALSE	FALSE
Kif7	chr7	FALSE	FALSE
Kif9	chr9	FALSE	FALSE
Kifap3	chr1	FALSE	FALSE
Kifbp	chr10	FALSE	FALSE
Kifc1	chr17	FALSE	FALSE
Kifc2	chr15	FALSE	FALSE
Kifc3	chr8	FALSE	FALSE
Kifc5b	chr17	FALSE	FALSE
Kin	chr2	FALSE	FALSE
Kir3dl1	chrX	FALSE	FALSE
Kir3dl2	chrX	FALSE	FALSE
Kirrel2	chr7	FALSE	FALSE
Kirrel3	chr9	FALSE	FALSE
Kiss1	chr1	FALSE	FALSE
Kiss1r	chr10	FALSE	FALSE
Kit	chr5	FALSE	FALSE
Kitl	chr10	FALSE	FALSE
Kiz	chr2	FALSE	FALSE
Kl	chr5	FALSE	FALSE
Klb	chr5	FALSE	FALSE
Klc1	chr12	FALSE	FALSE
Klc2	chr19	FALSE	FALSE
Klc3	chr7	FALSE	FALSE
Klc4	chr17	FALSE	FALSE
Klf1	chr8	FALSE	FALSE
Klf10	chr15	FALSE	FALSE
Klf11	chr12	FALSE	FALSE
Klf12	chr14	FALSE	TRUE
Klf13	chr7	FALSE	FALSE
Klf14	chr6	FALSE	FALSE
Klf15	chr6	FALSE	FALSE
Klf16	chr10	FALSE	FALSE
Klf17	chr4	FALSE	FALSE
Klf2	chr8	FALSE	FALSE
Klf3	chr5	FALSE	TRUE
Klf4	chr4	FALSE	TRUE
Klf5	chr14	FALSE	FALSE
Klf6	chr13	FALSE	FALSE
Klf7	chr1	FALSE	FALSE
Klf8	chrX	FALSE	FALSE
Klf9	chr19	FALSE	FALSE
Klhdc1	chr12	FALSE	FALSE
Klhdc10	chr6	FALSE	FALSE
Klhdc2	chr12	FALSE	FALSE
Klhdc3	chr17	FALSE	FALSE
Klhdc4	chr8	FALSE	FALSE
Klhdc7a	chr4	FALSE	FALSE
Klhdc7b	chr15	FALSE	FALSE
Klhdc8a	chr1	FALSE	FALSE
Klhdc8b	chr9	FALSE	FALSE
Klhdc9	chr1	FALSE	FALSE
Klhl1	chr14	FALSE	FALSE
Klhl10	chr11	FALSE	FALSE
Klhl11	chr11	FALSE	FALSE
Klhl12	chr1	FALSE	FALSE
Klhl13	chrX	FALSE	FALSE
Klhl14	chr18	FALSE	FALSE
Klhl15	chrX	FALSE	FALSE
Klhl18	chr9	FALSE	TRUE
Klhl2	chr8	FALSE	FALSE
Klhl20	chr1	FALSE	FALSE
Klhl21	chr4	FALSE	FALSE
Klhl22	chr16	FALSE	FALSE
Klhl23	chr2	FALSE	FALSE
Klhl24	chr16	FALSE	FALSE
Klhl25	chr7	FALSE	TRUE
Klhl26	chr8	FALSE	FALSE
Klhl28	chr12	FALSE	FALSE
Klhl29	chr12	FALSE	FALSE
Klhl3	chr13	FALSE	FALSE
Klhl30	chr1	FALSE	TRUE
Klhl31	chr9	FALSE	FALSE
Klhl32	chr4	FALSE	FALSE
Klhl33	chr14	FALSE	FALSE
Klhl34	chrX	FALSE	FALSE
Klhl35	chr7	FALSE	FALSE
Klhl36	chr8	FALSE	FALSE
Klhl38	chr15	FALSE	FALSE
Klhl4	chrX	FALSE	FALSE
Klhl40	chr9	FALSE	FALSE
Klhl41	chr2	FALSE	FALSE
Klhl42	chr6	FALSE	FALSE
Klhl5	chr5	FALSE	FALSE
Klhl6	chr16	FALSE	FALSE
Klhl7	chr5	FALSE	FALSE
Klhl8	chr5	FALSE	FALSE
Klhl9	chr4	FALSE	FALSE
Klk1	chr7	FALSE	FALSE
Klk10	chr7	FALSE	FALSE
Klk11	chr7	FALSE	FALSE
Klk12	chr7	FALSE	FALSE
Klk13	chr7	FALSE	FALSE
Klk14	chr7	FALSE	FALSE
Klk15	chr7	FALSE	FALSE
Klk1b1	chr7	FALSE	FALSE
Klk1b11	chr7	FALSE	FALSE
Klk1b16	chr7	FALSE	FALSE
Klk1b21	chr7	FALSE	FALSE
Klk1b22	chr7	FALSE	FALSE
Klk1b24	chr7	FALSE	FALSE
Klk1b26	chr7	FALSE	FALSE
Klk1b27	chr7	FALSE	FALSE
Klk1b3	chr7	FALSE	FALSE
Klk1b4	chr7	FALSE	FALSE
Klk1b5	chr7	FALSE	FALSE
Klk1b8	chr7	FALSE	FALSE
Klk1b9	chr7	FALSE	FALSE
Klk4	chr7	FALSE	FALSE
Klk5	chr7	FALSE	FALSE
Klk6	chr7	FALSE	FALSE
Klk7	chr7	FALSE	FALSE
Klk8	chr7	FALSE	FALSE
Klk9	chr7	FALSE	FALSE
Klkb1	chr8	FALSE	FALSE
Klra1	chr6	FALSE	FALSE
Klra10	chr6	FALSE	FALSE
Klra17	chr6	FALSE	FALSE
Klra2	chr6	FALSE	FALSE
Klra3	chr6	FALSE	FALSE
Klra5	chr6	FALSE	FALSE
Klra6	chr6	FALSE	FALSE
Klra7	chr6	FALSE	FALSE
Klra8	chr6	FALSE	FALSE
Klra9	chr6	FALSE	FALSE
Klrb1	chr6	FALSE	TRUE
Klrb1a	chr6	FALSE	FALSE
Klrb1b	chr6	FALSE	FALSE
Klrb1c	chr6	FALSE	TRUE
Klrb1f	chr6	FALSE	FALSE
Klrc1	chr6	FALSE	FALSE
Klrc2	chr6	FALSE	FALSE
Klrc3	chr6	FALSE	FALSE
Klrd1	chr6	FALSE	FALSE
Klre1	chr6	FALSE	FALSE
Klrg1	chr6	FALSE	FALSE
Klrg2	chr6	FALSE	FALSE
Klrh1	chr6	FALSE	FALSE
Klri1	chr6	FALSE	FALSE
Klri2	chr6	FALSE	FALSE
Klrk1	chr6	FALSE	FALSE
Kmo	chr1	FALSE	FALSE
Kmt2a	chr9	FALSE	FALSE
Kmt2b	chr7	FALSE	FALSE
Kmt2c	chr5	FALSE	FALSE
Kmt2d	chr15	FALSE	FALSE
Kmt2e	chr5	FALSE	FALSE
Kmt5a	chr5	FALSE	FALSE
Kmt5b	chr19	FALSE	FALSE
Kmt5c	chr7	FALSE	FALSE
Kncn	chr4	FALSE	FALSE
Kndc1	chr7	FALSE	FALSE
Kng1	chr16	FALSE	FALSE
Kng2	chr16	FALSE	FALSE
Knl1	chr2	FALSE	FALSE
Knop1	chr7	FALSE	FALSE
Knstrn	chr2	FALSE	FALSE
Kntc1	chr5	FALSE	FALSE
Kpna1	chr16	FALSE	FALSE
Kpna2	chr11	FALSE	FALSE
Kpna3	chr14	FALSE	FALSE
Kpna4	chr3	FALSE	FALSE
Kpna6	chr4	FALSE	FALSE
Kpna7	chr5	FALSE	FALSE
Kpnb1	chr11	FALSE	FALSE
Kprp	chr3	FALSE	FALSE
Kptn	chr7	FALSE	FALSE
Kras	chr6	FALSE	FALSE
Krba1	chr6	FALSE	FALSE
Krcc1	chr6	FALSE	FALSE
Kremen1	chr11	FALSE	FALSE
Kremen2	chr17	FALSE	FALSE
Kri1	chr9	FALSE	FALSE
Krit1	chr5	FALSE	FALSE
Krr1	chr10	FALSE	FALSE
Krt1	chr15	FALSE	FALSE
Krt10	chr11	FALSE	FALSE
Krt12	chr11	FALSE	FALSE
Krt13	chr11	FALSE	FALSE
Krt14	chr11	FALSE	FALSE
Krt15	chr11	FALSE	FALSE
Krt16	chr11	FALSE	FALSE
Krt17	chr11	FALSE	FALSE
Krt18	chr15	FALSE	TRUE
Krt19	chr11	FALSE	TRUE
Krt2	chr15	FALSE	FALSE
Krt20	chr11	FALSE	TRUE
Krt222	chr11	FALSE	FALSE
Krt23	chr11	FALSE	TRUE
Krt24	chr11	TRUE	FALSE
Krt25	chr11	FALSE	FALSE
Krt26	chr11	FALSE	FALSE
Krt27	chr11	FALSE	FALSE
Krt28	chr11	FALSE	FALSE
Krt31	chr11	FALSE	FALSE
Krt32	chr11	FALSE	FALSE
Krt33a	chr11	FALSE	TRUE
Krt33b	chr11	FALSE	FALSE
Krt34	chr11	FALSE	FALSE
Krt35	chr11	FALSE	FALSE
Krt36	chr11	FALSE	FALSE
Krt39	chr11	FALSE	FALSE
Krt4	chr15	FALSE	FALSE
Krt40	chr11	FALSE	FALSE
Krt42	chr11	FALSE	FALSE
Krt5	chr15	FALSE	FALSE
Krt6a	chr15	FALSE	FALSE
Krt6b	chr15	FALSE	FALSE
Krt7	chr15	FALSE	TRUE
Krt71	chr15	FALSE	TRUE
Krt72	chr15	FALSE	TRUE
Krt73	chr15	FALSE	TRUE
Krt75	chr15	FALSE	FALSE
Krt76	chr15	FALSE	FALSE
Krt77	chr15	FALSE	FALSE
Krt78	chr15	FALSE	TRUE
Krt79	chr15	FALSE	TRUE
Krt8	chr15	FALSE	TRUE
Krt80	chr15	FALSE	TRUE
Krt81	chr15	FALSE	FALSE
Krt82	chr15	FALSE	TRUE
Krt83	chr15	FALSE	TRUE
Krt84	chr15	FALSE	TRUE
Krt86	chr15	FALSE	FALSE
Krt87	chr15	FALSE	FALSE
Krt88	chr15	FALSE	FALSE
Krt9	chr11	FALSE	TRUE
Krt90	chr15	FALSE	FALSE
Krtap1-3	chr11	FALSE	FALSE
Krtap1-4	chr11	FALSE	FALSE
Krtap1-5	chr11	FALSE	TRUE
Krtap10-10	chr10	FALSE	FALSE
Krtap10-4	chr10	FALSE	FALSE
Krtap11-1	chr16	FALSE	FALSE
Krtap12-1	chr10	FALSE	FALSE
Krtap13	chr16	FALSE	FALSE
Krtap13-1	chr16	FALSE	FALSE
Krtap14	chr16	FALSE	FALSE
Krtap15	chr16	FALSE	FALSE
Krtap16-1	chr11	FALSE	FALSE
Krtap16-3	chr16	FALSE	FALSE
Krtap17-1	chr11	FALSE	TRUE
Krtap19-1	chr16	FALSE	FALSE
Krtap19-2	chr16	FALSE	FALSE
Krtap19-3	chr16	FALSE	FALSE
Krtap19-5	chr16	FALSE	FALSE
Krtap19-9b	chr16	FALSE	FALSE
Krtap2-4	chr11	FALSE	FALSE
Krtap20-2	chr16	FALSE	FALSE
Krtap21-1	chr16	FALSE	FALSE
Krtap22-2	chr16	FALSE	FALSE
Krtap24-1	chr16	FALSE	FALSE
Krtap26-1	chr16	FALSE	FALSE
Krtap27-1	chr16	FALSE	FALSE
Krtap28-13	chr1	FALSE	FALSE
Krtap3-1	chr11	FALSE	TRUE
Krtap3-2	chr11	FALSE	FALSE
Krtap3-3	chr11	FALSE	FALSE
Krtap31-1	chr11	FALSE	FALSE
Krtap31-2	chr11	FALSE	FALSE
Krtap4-1	chr11	FALSE	FALSE
Krtap4-13	chr11	FALSE	FALSE
Krtap4-16	chr11	FALSE	FALSE
Krtap4-2	chr11	FALSE	FALSE
Krtap4-6	chr11	FALSE	FALSE
Krtap4-7	chr11	FALSE	FALSE
Krtap4-8	chr11	FALSE	FALSE
Krtap4-9	chr11	FALSE	FALSE
Krtap5-1	chr7	FALSE	FALSE
Krtap5-2	chr7	FALSE	FALSE
Krtap5-3	chr7	FALSE	FALSE
Krtap5-4	chr7	FALSE	FALSE
Krtap5-5	chr7	FALSE	FALSE
Krtap6-1	chr16	FALSE	FALSE
Krtap6-2	chr16	FALSE	FALSE
Krtap6-5	chr16	FALSE	FALSE
Krtap7-1	chr16	FALSE	FALSE
Krtap8-1	chr16	FALSE	FALSE
Krtap9-1	chr11	FALSE	FALSE
Krtap9-3	chr11	FALSE	FALSE
Krtap9-5	chr11	FALSE	FALSE
Krtcap2	chr3	FALSE	FALSE
Krtcap3	chr5	FALSE	FALSE
Krtdap	chr7	FALSE	FALSE
Ksr1	chr11	FALSE	FALSE
Ksr2	chr5	FALSE	FALSE
Kti12	chr4	FALSE	FALSE
Ktn1	chr14	FALSE	FALSE
Kxd1	chr8	FALSE	FALSE
Ky	chr9	FALSE	FALSE
Kyat1	chr2	FALSE	FALSE
Kyat3	chr3	FALSE	FALSE
Kynu	chr2	FALSE	FALSE
L1cam	chrX	FALSE	FALSE
L1td1	chr4	FALSE	TRUE
L2hgdh	chr12	FALSE	FALSE
L3hypdh	chr12	FALSE	FALSE
L3mbtl1	chr2	FALSE	FALSE
L3mbtl2	chr15	FALSE	FALSE
L3mbtl3	chr10	FALSE	FALSE
L3mbtl4	chr17	TRUE	FALSE
LTO1	chr7	FALSE	TRUE
Lacc1	chr14	FALSE	FALSE
Lactb	chr9	FALSE	FALSE
Lactb2	chr1	FALSE	FALSE
Lactbl1	chr4	FALSE	FALSE
Lad1	chr1	FALSE	TRUE
Lag3	chr6	FALSE	FALSE
Lage3	chrX	FALSE	FALSE
Lair1	chr7	FALSE	FALSE
Lalba	chr15	FALSE	FALSE
Lama1	chr17	FALSE	TRUE
Lama2	chr10	FALSE	FALSE
Lama3	chr18	TRUE	FALSE
Lama4	chr10	FALSE	TRUE
Lama5	chr2	FALSE	TRUE
Lamb1	chr12	FALSE	FALSE
Lamb2	chr9	FALSE	FALSE
Lamb3	chr1	TRUE	FALSE
Lamc1	chr1	FALSE	TRUE
Lamc2	chr1	TRUE	TRUE
Lamc3	chr2	FALSE	FALSE
Lamp1	chr8	FALSE	FALSE
Lamp2	chrX	FALSE	TRUE
Lamp3	chr16	FALSE	FALSE
Lamp5	chr2	FALSE	FALSE
Lamtor1	chr7	FALSE	FALSE
Lamtor2	chr3	FALSE	FALSE
Lamtor3	chr3	FALSE	FALSE
Lamtor4	chr5	FALSE	FALSE
Lamtor5	chr3	FALSE	FALSE
Lancl1	chr1	FALSE	FALSE
Lancl2	chr6	FALSE	FALSE
Lancl3	chrX	TRUE	FALSE
Lao1	chr4	FALSE	TRUE
Lap3	chr5	FALSE	FALSE
Laptm4a	chr12	FALSE	FALSE
Laptm4b	chr15	FALSE	FALSE
Laptm5	chr4	FALSE	FALSE
Large1	chr8	FALSE	TRUE
Large2	chr2	FALSE	FALSE
Larp1	chr11	FALSE	FALSE
Larp1b	chr3	FALSE	FALSE
Larp4	chr15	FALSE	FALSE
Larp4b	chr13	FALSE	FALSE
Larp6	chr9	FALSE	FALSE
Larp7	chr3	FALSE	FALSE
Lars2	chr9	FALSE	FALSE
Las1l	chrX	FALSE	FALSE
Lasp1	chr11	FALSE	FALSE
Lat	chr7	FALSE	FALSE
Lat2	chr5	FALSE	FALSE
Lats1	chr10	FALSE	FALSE
Lats2	chr14	FALSE	FALSE
Lax1	chr1	FALSE	FALSE
Layn	chr9	FALSE	FALSE
Lbh	chr17	FALSE	FALSE
Lbhd1	chr19	FALSE	FALSE
Lbhd2	chr12	FALSE	FALSE
Lbp	chr2	FALSE	FALSE
Lbr	chr1	FALSE	FALSE
Lbx1	chr19	FALSE	FALSE
Lbx2	chr6	FALSE	FALSE
Lca5	chr9	FALSE	FALSE
Lca5l	chr16	TRUE	FALSE
Lcat	chr8	FALSE	FALSE
Lce1a1	chr3	FALSE	FALSE
Lce1a2	chr3	FALSE	FALSE
Lce1b	chr3	FALSE	FALSE
Lce1c	chr3	FALSE	FALSE
Lce1d	chr3	FALSE	FALSE
Lce1e	chr3	FALSE	FALSE
Lce1f	chr3	FALSE	FALSE
Lce1g	chr3	FALSE	FALSE
Lce1h	chr3	FALSE	FALSE
Lce1i	chr3	FALSE	FALSE
Lce1j	chr3	FALSE	FALSE
Lce1k	chr3	FALSE	FALSE
Lce1l	chr3	FALSE	FALSE
Lce1m	chr3	FALSE	FALSE
Lce3a	chr3	FALSE	FALSE
Lce3b	chr3	FALSE	FALSE
Lce3c	chr3	FALSE	FALSE
Lce3d	chr3	FALSE	FALSE
Lce3e	chr3	FALSE	FALSE
Lce3f	chr3	FALSE	FALSE
Lce6a	chr3	FALSE	FALSE
Lck	chr4	FALSE	FALSE
Lclat1	chr17	FALSE	FALSE
Lcmt1	chr7	TRUE	FALSE
Lcmt2	chr2	FALSE	FALSE
Lcn10	chr2	FALSE	FALSE
Lcn11	chr2	FALSE	FALSE
Lcn12	chr2	FALSE	FALSE
Lcn2	chr2	FALSE	FALSE
Lcn3	chr2	FALSE	FALSE
Lcn4	chr2	FALSE	FALSE
Lcn5	chr2	FALSE	FALSE
Lcn6	chr2	FALSE	FALSE
Lcn8	chr2	FALSE	FALSE
Lcn9	chr2	FALSE	FALSE
Lcor	chr19	FALSE	FALSE
Lcorl	chr5	FALSE	FALSE
Lcp1	chr14	FALSE	FALSE
Lcp2	chr11	FALSE	TRUE
Lct	chr1	FALSE	TRUE
Lctl	chr9	FALSE	TRUE
Ldah	chr12	FALSE	FALSE
Ldb1	chr19	FALSE	FALSE
Ldb2	chr5	FALSE	FALSE
Ldb3	chr14	FALSE	FALSE
Ldc1	chr4	FALSE	FALSE
Ldha	chr7	FALSE	FALSE
Ldhal6b	chr17	FALSE	FALSE
Ldhb	chr6	FALSE	FALSE
Ldhc	chr7	FALSE	FALSE
Ldhd	chr8	FALSE	FALSE
Ldlr	chr9	FALSE	FALSE
Ldlrad1	chr4	FALSE	FALSE
Ldlrad2	chr4	FALSE	FALSE
Ldlrad3	chr2	TRUE	FALSE
Ldlrad4	chr18	TRUE	FALSE
Ldlrap1	chr4	FALSE	FALSE
Ldoc1	chrX	FALSE	FALSE
Leap2	chr11	FALSE	FALSE
Lect2	chr13	FALSE	FALSE
Lef1	chr3	FALSE	FALSE
Lefty1	chr1	FALSE	FALSE
Lefty2	chr1	FALSE	FALSE
Lekr1	chr3	FALSE	FALSE
Lelp1	chr3	FALSE	FALSE
Lemd1	chr1	FALSE	FALSE
Lemd2	chr17	FALSE	FALSE
Lemd3	chr10	FALSE	TRUE
Leng1	chr7	FALSE	FALSE
Leng8	chr7	FALSE	FALSE
Leng9	chr7	FALSE	FALSE
Leo1	chr9	FALSE	FALSE
Lep	chr6	TRUE	FALSE
Lepr	chr4	FALSE	FALSE
Leprot	chr4	FALSE	FALSE
Leprotl1	chr8	FALSE	FALSE
Letm1	chr5	FALSE	FALSE
Letm2	chr8	FALSE	FALSE
Letmd1	chr15	FALSE	FALSE
Lfng	chr5	FALSE	FALSE
Lgals1	chr15	FALSE	FALSE
Lgals12	chr19	FALSE	FALSE
Lgals2	chr15	FALSE	TRUE
Lgals3	chr14	FALSE	FALSE
Lgals3bp	chr11	FALSE	FALSE
Lgals4	chr7	FALSE	FALSE
Lgals7	chr7	FALSE	FALSE
Lgals8	chr13	FALSE	FALSE
Lgals9	chr11	FALSE	FALSE
Lgalsl	chr11	FALSE	FALSE
Lgi1	chr19	FALSE	FALSE
Lgi2	chr5	FALSE	FALSE
Lgi3	chr14	FALSE	FALSE
Lgi4	chr7	FALSE	FALSE
Lgmn	chr12	FALSE	FALSE
Lgr4	chr2	TRUE	FALSE
Lgr5	chr10	FALSE	TRUE
Lgr6	chr1	FALSE	TRUE
Lgsn	chr1	TRUE	TRUE
Lhb	chr7	FALSE	FALSE
Lhcgr	chr17	FALSE	FALSE
Lhfpl1	chrX	FALSE	FALSE
Lhfpl2	chr13	FALSE	FALSE
Lhfpl3	chr5	TRUE	FALSE
