gene_name	chr	mch_hyper	k119ub_gained_at_anchor
Lad1	chr1	FALSE	FALSE
Lama1	chr17	FALSE	FALSE
Lama4	chr10	FALSE	FALSE
Lama5	chr2	FALSE	FALSE
Lamc1	chr1	FALSE	FALSE
Lamc2	chr1	TRUE	FALSE
Lamp2	chrX	FALSE	FALSE
Lao1	chr4	FALSE	FALSE
Large1	chr8	FALSE	TRUE
Lars2	chr9	FALSE	FALSE
Lbr	chr1	FALSE	TRUE
Lbx1	chr19	FALSE	FALSE
Lcp2	chr11	FALSE	FALSE
Lct	chr1	FALSE	FALSE
Lctl	chr9	FALSE	FALSE
Ldlrad4	chr18	TRUE	FALSE
Ldoc1	chrX	FALSE	TRUE
Lelp1	chr3	FALSE	FALSE
Lemd3	chr10	FALSE	TRUE
Lgals2	chr15	FALSE	FALSE
Lgmn	chr12	FALSE	FALSE
Lgr4	chr2	TRUE	TRUE
Lgr5	chr10	FALSE	FALSE
Lgr6	chr1	FALSE	FALSE
Lgsn	chr1	TRUE	FALSE
Lhx4	chr1	FALSE	FALSE
Lhx5	chr5	FALSE	FALSE
Lhx8	chr3	FALSE	FALSE
Lhx9	chr1	FALSE	FALSE
Limd1	chr9	FALSE	FALSE
Limk1	chr5	FALSE	FALSE
Lin28b	chr10	FALSE	FALSE
Lin7c	chr2	FALSE	TRUE
Lipg	chr18	FALSE	FALSE
Lix1	chr17	FALSE	FALSE
Lmbrd1	chr1	FALSE	FALSE
Lmnb1	chr18	FALSE	TRUE
Lmo1	chr7	FALSE	FALSE
Lmo2	chr2	FALSE	FALSE
Lmo4	chr3	FALSE	TRUE
Lmod3	chr6	FALSE	FALSE
Lnpk	chr2	FALSE	FALSE
Lonrf2	chr1	FALSE	FALSE
Loxl4	chr19	FALSE	FALSE
Lpar3	chr3	FALSE	FALSE
Lpcat3	chr6	FALSE	FALSE
Lpp	chr16	TRUE	TRUE
Lrat	chr3	FALSE	TRUE
Lrba	chr3	FALSE	FALSE
Lrfn2	chr17	FALSE	FALSE
Lrguk	chr6	FALSE	TRUE
Lrmda	chr14	FALSE	FALSE
Lrp12	chr15	FALSE	TRUE
Lrpprc	chr17	FALSE	FALSE
Lrrc17	chr5	FALSE	TRUE
Lrrc18	chr14	FALSE	TRUE
Lrrc30	chr17	FALSE	FALSE
Lrrc31	chr3	FALSE	FALSE
Lrrc36	chr8	TRUE	TRUE
Lrrc47	chr4	FALSE	FALSE
Lrrc49	chr9	TRUE	FALSE
Lrrc52	chr1	FALSE	FALSE
Lrrc55	chr2	FALSE	FALSE
Lrrc66	chr5	FALSE	FALSE
Lrrc72	chr12	FALSE	TRUE
Lrrc8e	chr8	FALSE	FALSE
Lrrd1	chr5	FALSE	FALSE
Lrrfip1	chr1	FALSE	TRUE
Lrrn1	chr6	TRUE	TRUE
Lrrn3	chr12	FALSE	TRUE
Lrrn4	chr2	FALSE	FALSE
Lrrn4cl	chr19	FALSE	FALSE
Lrrtm3	chr10	FALSE	TRUE
Lrrtm4	chr6	TRUE	TRUE
Lrtm1	chr14	TRUE	TRUE
Lsm8	chr6	FALSE	FALSE
Lsmem1	chr12	FALSE	TRUE
Lss	chr10	FALSE	TRUE
Ltn1	chr16	FALSE	FALSE
Luc7l	chr17	FALSE	FALSE
Lum	chr10	TRUE	TRUE
Luzp2	chr7	FALSE	TRUE
Ly6g6g	chr15	FALSE	FALSE
Ly6k	chr15	FALSE	FALSE
Ly6m	chr15	FALSE	FALSE
Ly75	chr2	FALSE	FALSE
Ly86	chr13	FALSE	FALSE
Lyn	chr4	TRUE	TRUE
Lypd4	chr7	FALSE	FALSE
Lyrm1	chr7	FALSE	FALSE
Lyrm2	chr4	FALSE	FALSE
Lysmd3	chr13	FALSE	TRUE
Lyzl1	chr18	FALSE	FALSE
Lyzl6	chr11	FALSE	FALSE
M6pr	chr6	FALSE	FALSE
Mab21l2	chr3	FALSE	FALSE
Macroh2a2	chr10	FALSE	FALSE
Maf	chr8	FALSE	FALSE
Mafb	chr2	FALSE	FALSE
Magee2	chrX	FALSE	FALSE
Magel2	chr7	FALSE	FALSE
Magi1	chr6	FALSE	TRUE
Mal	chr2	FALSE	FALSE
Man2a1	chr17	TRUE	TRUE
Man2a2	chr7	FALSE	FALSE
Man2b2	chr5	FALSE	TRUE
Manba	chr3	FALSE	FALSE
Manea	chr4	TRUE	TRUE
Manf	chr9	FALSE	FALSE
Map2k5	chr9	FALSE	FALSE
Map2k7	chr8	FALSE	FALSE
Map3k15	chrX	FALSE	FALSE
Map4k1	chr7	FALSE	FALSE
Map7	chr10	FALSE	TRUE
Mapk8	chr14	FALSE	TRUE
Mapkapk3	chr9	FALSE	FALSE
Marchf11	chr15	FALSE	TRUE
Marco	chr1	FALSE	FALSE
Mas1	chr17	FALSE	FALSE
Masp1	chr16	FALSE	FALSE
Mat2b	chr11	FALSE	TRUE
Mbd5	chr2	FALSE	FALSE
Mblac2	chr13	FALSE	TRUE
Mbnl2	chr14	FALSE	FALSE
Mbp	chr18	FALSE	TRUE
Mcc	chr18	FALSE	FALSE
Mcm6	chr1	FALSE	FALSE
Mcmbp	chr7	FALSE	FALSE
Mcoln2	chr3	FALSE	FALSE
Mcph1	chr8	FALSE	FALSE
Mctp2	chr7	FALSE	FALSE
Mcu	chr10	FALSE	TRUE
Mcub	chr3	FALSE	FALSE
Mdfi	chr17	FALSE	FALSE
Mdga1	chr17	FALSE	FALSE
Mdga2	chr12	TRUE	TRUE
Mdh1	chr11	FALSE	FALSE
Mdn1	chr4	FALSE	FALSE
Meaf6	chr4	FALSE	FALSE
Mecom	chr3	FALSE	FALSE
Mecr	chr4	FALSE	FALSE
Med13l	chr5	FALSE	FALSE
Med23	chr10	FALSE	FALSE
Med30	chr15	TRUE	FALSE
Mef2c	chr13	FALSE	TRUE
Meioc	chr11	FALSE	FALSE
Meis1	chr11	FALSE	TRUE
Mep1a	chr17	FALSE	FALSE
Mesd	chr7	FALSE	FALSE
Met	chr6	FALSE	FALSE
Mettl14	chr3	FALSE	FALSE
Mettl27	chr5	FALSE	FALSE
Mettl4	chr17	FALSE	FALSE
Mex3b	chr7	FALSE	FALSE
Mex3c	chr18	FALSE	FALSE
Mfap3l	chr8	FALSE	TRUE
Mff	chr1	FALSE	FALSE
Mfng	chr15	FALSE	FALSE
Mfrp	chr9	FALSE	FALSE
Mfsd6	chr1	FALSE	FALSE
Mfsd9	chr1	FALSE	FALSE
Mgam	chr6	FALSE	FALSE
Mgarp	chr3	FALSE	FALSE
Mgp	chr6	FALSE	FALSE
Mgst1	chr6	FALSE	FALSE
Mgst3	chr1	FALSE	FALSE
Mical2	chr7	FALSE	FALSE
Micu1	chr10	FALSE	TRUE
Micu2	chr14	FALSE	FALSE
Minar2	chr18	FALSE	FALSE
Mis18a	chr16	FALSE	FALSE
Mitf	chr6	FALSE	FALSE
Mkrn3	chr7	FALSE	FALSE
Mllt10	chr2	FALSE	TRUE
Mlph	chr1	FALSE	FALSE
Mmaa	chr8	FALSE	TRUE
Mmp21	chr7	FALSE	FALSE
Mmrn1	chr6	FALSE	FALSE
Mmut	chr17	FALSE	FALSE
Mn1	chr5	FALSE	FALSE
Mocs1	chr17	FALSE	FALSE
Mpdz	chr4	FALSE	FALSE
Mpped1	chr15	FALSE	FALSE
Mrfap1	chr5	FALSE	FALSE
Mrgbp	chr2	FALSE	FALSE
Mrgpre	chr7	FALSE	FALSE
Mrm1	chr11	FALSE	FALSE
Mroh4	chr15	FALSE	FALSE
Mroh5	chr15	FALSE	FALSE
Mroh8	chr2	FALSE	FALSE
Mrpl15	chr1	FALSE	FALSE
Mrpl16	chr19	FALSE	FALSE
Mrpl3	chr9	FALSE	FALSE
Mrpl42	chr10	FALSE	FALSE
Mrps14	chr1	FALSE	FALSE
Mrps25	chr6	FALSE	FALSE
Mrps33	chr6	FALSE	FALSE
Mrps5	chr2	FALSE	FALSE
Mrps6	chr16	FALSE	FALSE
Mrps9	chr1	FALSE	FALSE
Mrtfb	chr16	FALSE	TRUE
Ms4a2	chr19	FALSE	FALSE
Ms4a6d	chr19	FALSE	FALSE
Msantd1	chr5	FALSE	FALSE
Msc	chr1	FALSE	FALSE
Msh3	chr13	FALSE	TRUE
Msi1	chr5	FALSE	FALSE
Msl3	chrX	FALSE	FALSE
Msrb3	chr10	FALSE	FALSE
Mstn	chr1	TRUE	TRUE
Msx1	chr5	FALSE	FALSE
Msx2	chr13	FALSE	FALSE
Mt1	chr8	FALSE	FALSE
Mtap	chr4	FALSE	TRUE
Mtarc1	chr1	FALSE	TRUE
Mterf1a	chr5	FALSE	FALSE
Mterf1b	chr5	FALSE	TRUE
Mthfd2l	chr5	FALSE	FALSE
Mthfsd	chr8	FALSE	FALSE
Mthfsl	chr9	FALSE	FALSE
Mtif2	chr11	FALSE	FALSE
Mtln	chr2	FALSE	FALSE
Mtnr1b	chr9	FALSE	TRUE
Mto1	chr9	FALSE	FALSE
Mtpn	chr6	FALSE	FALSE
Mtr	chr13	FALSE	FALSE
Mtres1	chr10	FALSE	FALSE
Mtrf1l	chr10	FALSE	TRUE
Mtrr	chr13	FALSE	TRUE
Muc15	chr2	TRUE	FALSE
Musk	chr4	FALSE	TRUE
Myb	chr10	FALSE	TRUE
Myc	chr15	FALSE	FALSE
Myf5	chr10	FALSE	FALSE
Myl10	chr5	FALSE	FALSE
Myl12b	chr17	FALSE	FALSE
Myl3	chr9	FALSE	FALSE
Mymk	chr2	FALSE	FALSE
Myo1b	chr1	FALSE	FALSE
Myo1h	chr5	FALSE	FALSE
Myo3b	chr2	TRUE	TRUE
Myo5b	chr18	FALSE	FALSE
Myod1	chr7	FALSE	FALSE
Myom3	chr4	FALSE	FALSE
Myt1l	chr12	TRUE	TRUE
N6amt1	chr16	FALSE	FALSE
Nabp1	chr1	TRUE	TRUE
Nanog	chr6	FALSE	FALSE
Nap1l2	chrX	FALSE	FALSE
Napepld	chr5	FALSE	TRUE
Nars2	chr7	FALSE	TRUE
Nat8f2	chr6	FALSE	FALSE
Nat8f4	chr6	FALSE	FALSE
Nav1	chr1	FALSE	FALSE
Naxd	chr8	FALSE	FALSE
Nbn	chr4	FALSE	TRUE
Ncam2	chr16	FALSE	TRUE
Ncapg2	chr12	FALSE	FALSE
Ncbp1	chr4	FALSE	FALSE
Ncf4	chr15	FALSE	FALSE
Nckap5	chr1	TRUE	FALSE
Ncoa3	chr2	FALSE	FALSE
Ncs1	chr2	FALSE	FALSE
Ndc1	chr4	FALSE	FALSE
Ndrg1	chr15	FALSE	TRUE
Ndst3	chr3	FALSE	TRUE
Ndufaf2	chr13	FALSE	TRUE
Ndufaf6	chr4	FALSE	FALSE
Ndufb4	chr16	FALSE	TRUE
Necab3	chr2	FALSE	FALSE
Nectin1	chr9	FALSE	FALSE
Nedd1	chr10	FALSE	TRUE
Nedd4	chr9	FALSE	FALSE
Nefl	chr14	FALSE	TRUE
Nefm	chr14	FALSE	TRUE
Neil2	chr14	FALSE	FALSE
Nek10	chr14	TRUE	TRUE
Nek11	chr9	FALSE	FALSE
Nell2	chr15	FALSE	TRUE
Neurl1b	chr17	FALSE	FALSE
Neurog1	chr13	FALSE	FALSE
Neurog2	chr3	FALSE	FALSE
Nfam1	chr15	FALSE	FALSE
Nfatc1	chr18	FALSE	FALSE
Nfe2l2	chr2	FALSE	FALSE
Nfib	chr4	TRUE	TRUE
Nfil3	chr13	FALSE	FALSE
Nfkb1	chr3	FALSE	FALSE
Nfx1	chr4	FALSE	FALSE
Nfxl1	chr5	FALSE	TRUE
Nfya	chr17	FALSE	FALSE
Ngly1	chr14	TRUE	TRUE
Ngp	chr9	FALSE	FALSE
Nhlh2	chr3	FALSE	FALSE
Nhlrc2	chr19	FALSE	FALSE
Nid1	chr13	FALSE	FALSE
Nifk	chr1	FALSE	FALSE
Nipal1	chr5	FALSE	FALSE
Nipal3	chr4	FALSE	FALSE
Nkain3	chr4	TRUE	TRUE
Nkd2	chr13	FALSE	FALSE
Nkx1-1	chr5	FALSE	FALSE
Nkx2-1	chr12	FALSE	FALSE
Nkx2-3	chr19	FALSE	FALSE
Nkx2-9	chr12	FALSE	FALSE
Nkx3-2	chr5	FALSE	FALSE
Nkx6-1	chr5	FALSE	FALSE
Nkx6-3	chr8	FALSE	FALSE
Nlrc3	chr16	FALSE	FALSE
Nmbr	chr10	FALSE	FALSE
Nmd3	chr3	FALSE	FALSE
Nmnat3	chr9	TRUE	FALSE
Nms	chr1	FALSE	FALSE
Nmt2	chr2	FALSE	TRUE
Nmu	chr5	FALSE	FALSE
Nmur2	chr11	FALSE	FALSE
Nobox	chr6	FALSE	TRUE
Noct	chr3	FALSE	FALSE
Nolc1	chr19	FALSE	FALSE
Nos1ap	chr1	FALSE	FALSE
Notch1	chr2	FALSE	FALSE
Notch3	chr17	FALSE	FALSE
Noto	chr6	FALSE	FALSE
Nox3	chr17	FALSE	FALSE
Npffr2	chr5	FALSE	FALSE
Nphp4	chr4	FALSE	FALSE
Npm1	chr11	FALSE	FALSE
Npsr1	chr9	TRUE	FALSE
Nptx2	chr5	FALSE	FALSE
Nr2c2	chr6	FALSE	FALSE
Nr2e1	chr10	FALSE	FALSE
Nr2e3	chr9	FALSE	FALSE
Nr2f1	chr13	FALSE	TRUE
Nr2f2	chr7	FALSE	FALSE
Nr4a2	chr2	TRUE	TRUE
Nradd	chr9	FALSE	FALSE
Nrde2	chr12	FALSE	TRUE
Nrg1	chr8	FALSE	FALSE
Nrg3	chr14	FALSE	FALSE
Nrp2	chr1	FALSE	TRUE
Nsa2	chr13	FALSE	FALSE
Nsmaf	chr4	TRUE	TRUE
Nsmce1	chr7	FALSE	FALSE
Nsmce3	chr7	FALSE	FALSE
Nsrp1	chr11	FALSE	FALSE
Nsun6	chr2	FALSE	TRUE
Nsun7	chr5	FALSE	FALSE
Ntf3	chr6	FALSE	TRUE
Ntm	chr9	TRUE	FALSE
Ntng1	chr3	TRUE	FALSE
Nts	chr10	FALSE	FALSE
Ntsr1	chr2	FALSE	FALSE
Nucb2	chr7	FALSE	FALSE
Nudt10	chrX	FALSE	FALSE
Nudt16	chr9	FALSE	FALSE
Nuf2	chr1	FALSE	TRUE
Nufip2	chr11	FALSE	FALSE
Nup153	chr13	FALSE	FALSE
Nup160	chr2	FALSE	FALSE
Nup93	chr8	FALSE	FALSE
Nxph1	chr6	TRUE	FALSE
Nxt1	chr2	FALSE	FALSE
Nyap2	chr1	FALSE	TRUE
Oaf	chr9	FALSE	FALSE
Oard1	chr17	FALSE	FALSE
Ociad1	chr5	FALSE	TRUE
Ociad2	chr5	FALSE	TRUE
Ocstamp	chr2	FALSE	FALSE
Odc1	chr12	FALSE	TRUE
Ogdhl	chr14	FALSE	FALSE
Oit3	chr10	FALSE	FALSE
Ola1	chr2	FALSE	FALSE
Olah	chr2	FALSE	TRUE
Olfm2	chr9	FALSE	FALSE
Olfml2b	chr1	TRUE	FALSE
Olig1	chr16	FALSE	FALSE
Olig2	chr16	FALSE	FALSE
Olig3	chr10	FALSE	FALSE
Onecut1	chr9	FALSE	FALSE
Onecut2	chr18	TRUE	FALSE
Opn5	chr17	FALSE	FALSE
Oprd1	chr4	FALSE	FALSE
Optn	chr2	FALSE	FALSE
Orc3	chr4	FALSE	FALSE
Osbp	chr19	FALSE	FALSE
Osbpl1a	chr18	TRUE	FALSE
Osgin2	chr4	FALSE	TRUE
Ostc	chr3	FALSE	FALSE
Ostf1	chr19	FALSE	FALSE
Ostm1	chr10	FALSE	FALSE
Otoa	chr7	FALSE	FALSE
Otog	chr7	FALSE	FALSE
Otogl	chr10	FALSE	FALSE
Otol1	chr3	FALSE	TRUE
Otp	chr13	FALSE	FALSE
Otud1	chr2	TRUE	FALSE
Otud4	chr8	FALSE	FALSE
Oxgr1	chr14	FALSE	FALSE
Oxr1	chr15	FALSE	FALSE
P2rx1	chr11	FALSE	FALSE
P2rx2	chr5	FALSE	FALSE
P2ry12	chr3	FALSE	FALSE
P2ry2	chr7	FALSE	FALSE
P2ry6	chr7	FALSE	FALSE
P3h2	chr16	FALSE	FALSE
Pabpc6	chr17	FALSE	FALSE
Padi1	chr4	FALSE	FALSE
Padi2	chr4	FALSE	FALSE
Padi3	chr4	FALSE	FALSE
Padi4	chr4	FALSE	FALSE
Pah	chr10	FALSE	FALSE
Pak1ip1	chr13	FALSE	FALSE
Pak3	chrX	FALSE	FALSE
Pak6	chr2	FALSE	FALSE
Pakap	chr4	FALSE	FALSE
Palld	chr8	FALSE	FALSE
Pam	chr1	TRUE	TRUE
Papln	chr12	FALSE	FALSE
Papola	chr12	FALSE	FALSE
Papolg	chr11	FALSE	FALSE
Paqr3	chr5	FALSE	FALSE
Pard6b	chr2	FALSE	FALSE
Parg	chr14	FALSE	FALSE
Parp11	chr6	FALSE	FALSE
Parva	chr7	FALSE	FALSE
Parvb	chr15	FALSE	FALSE
Parvg	chr15	FALSE	FALSE
Pawr	chr10	FALSE	FALSE
Pax3	chr1	FALSE	FALSE
Pax5	chr4	FALSE	FALSE
Pax7	chr4	FALSE	FALSE
Pax8	chr2	FALSE	FALSE
Pax9	chr12	FALSE	FALSE
Paxip1	chr5	FALSE	TRUE
Pcbd1	chr10	FALSE	FALSE
Pcca	chr14	FALSE	FALSE
Pcdh18	chr3	FALSE	TRUE
Pcdh7	chr5	TRUE	FALSE
Pcdh8	chr14	FALSE	TRUE
Pcdh9	chr14	TRUE	TRUE
Pced1b	chr15	FALSE	FALSE
Pcsk5	chr19	FALSE	FALSE
Pdc	chr1	FALSE	FALSE
Pdcd1	chr1	FALSE	FALSE
Pdcd1lg2	chr19	FALSE	FALSE
Pdcd5	chr7	FALSE	FALSE
Pdcd6ip	chr9	FALSE	FALSE
Pdcl	chr2	FALSE	FALSE
Pde11a	chr2	FALSE	FALSE
Pde2a	chr7	FALSE	FALSE
Pde4d	chr13	TRUE	FALSE
Pdgfra	chr5	FALSE	FALSE
Pdhx	chr2	FALSE	FALSE
Pdia6	chr12	FALSE	TRUE
Pdk4	chr6	FALSE	FALSE
Pdlim5	chr3	FALSE	FALSE
Pdzd2	chr15	FALSE	FALSE
Pdzd9	chr7	FALSE	FALSE
Pdzk1ip1	chr4	FALSE	FALSE
Per2	chr1	FALSE	FALSE
Pex13	chr11	FALSE	FALSE
Pex14	chr4	FALSE	FALSE
Pex2	chr3	FALSE	TRUE
Pex5	chr6	FALSE	FALSE
Pfdn4	chr2	FALSE	FALSE
Pgam5	chr5	FALSE	FALSE
Pgr	chr9	FALSE	FALSE
Phc1	chr6	FALSE	FALSE
Phc3	chr3	FALSE	FALSE
Phf10	chr17	FALSE	TRUE
Phf2	chr13	FALSE	FALSE
Phlda3	chr1	FALSE	FALSE
Phox2b	chr5	FALSE	FALSE
Phyh	chr2	FALSE	FALSE
Phykpl	chr11	FALSE	FALSE
Pid1	chr1	FALSE	TRUE
Piezo2	chr18	FALSE	FALSE
Pigk	chr3	FALSE	FALSE
Pik3c2g	chr6	FALSE	FALSE
Pik3c3	chr18	FALSE	TRUE
Pik3r1	chr13	FALSE	TRUE
Pik3r4	chr9	FALSE	FALSE
Pikfyve	chr1	FALSE	TRUE
Pin1	chr9	FALSE	FALSE
Pin4	chrX	FALSE	FALSE
Pitpnb	chr5	FALSE	FALSE
Pitpnm3	chr11	FALSE	FALSE
Pitrm1	chr13	FALSE	TRUE
Pitx1	chr13	FALSE	FALSE
Pitx2	chr3	FALSE	FALSE
Piwil1	chr5	FALSE	FALSE
Pja2	chr17	FALSE	FALSE
Pkdcc	chr17	FALSE	FALSE
Pkhd1	chr1	FALSE	FALSE
Pkib	chr10	FALSE	TRUE
Pkp2	chr16	FALSE	FALSE
Pla2g10	chr16	FALSE	FALSE
Pla2g1b	chr5	FALSE	FALSE
Plac8	chr5	FALSE	FALSE
Plagl1	chr10	FALSE	FALSE
Plaur	chr7	FALSE	FALSE
Plcd1	chr9	FALSE	FALSE
Plekha6	chr1	FALSE	FALSE
Plekha7	chr7	FALSE	FALSE
Plekhd1	chr12	FALSE	FALSE
Plekhf1	chr7	TRUE	TRUE
Plekhf2	chr4	FALSE	FALSE
Plekhg4	chr8	FALSE	TRUE
Plet1	chr9	FALSE	FALSE
Plk4	chr3	FALSE	FALSE
Pllp	chr8	FALSE	FALSE
Pln	chr10	FALSE	FALSE
Plpp3	chr4	FALSE	FALSE
Plpp4	chr7	FALSE	FALSE
Plpp6	chr19	FALSE	FALSE
Plrg1	chr3	FALSE	FALSE
Plscr1	chr9	FALSE	FALSE
Plscr5	chr9	TRUE	FALSE
Pmaip1	chr18	FALSE	FALSE
Pmepa1	chr2	FALSE	FALSE
Pmfbp1	chr8	FALSE	TRUE
Pmis2	chr7	FALSE	FALSE
Pmp22	chr11	FALSE	FALSE
Pms1	chr1	TRUE	FALSE
Pmvk	chr3	FALSE	FALSE
Pnlip	chr19	FALSE	FALSE
Pnma2	chr14	FALSE	FALSE
Pnma3	chrX	FALSE	FALSE
Pnma5	chrX	FALSE	FALSE
Pno1	chr11	FALSE	FALSE
Pnpla6	chr8	FALSE	FALSE
Pnpt1	chr11	FALSE	FALSE
Poc5	chr13	FALSE	FALSE
Podxl	chr6	FALSE	FALSE
Pofut2	chr10	FALSE	TRUE
Pole	chr5	FALSE	FALSE
Polq	chr16	TRUE	FALSE
Polr2d	chr18	FALSE	TRUE
Polr3b	chr10	FALSE	FALSE
Polr3g	chr13	FALSE	TRUE
Pom121l2	chr13	FALSE	TRUE
Pop1	chr15	FALSE	TRUE
Pop4	chr7	FALSE	FALSE
Pou2f3	chr9	FALSE	FALSE
Pou3f1	chr4	FALSE	FALSE
Pou3f2	chr4	FALSE	FALSE
Pou3f3	chr1	FALSE	FALSE
Pou4f1	chr14	FALSE	FALSE
Pou4f2	chr8	FALSE	TRUE
Pou4f3	chr18	FALSE	FALSE
Pp2d1	chr17	FALSE	FALSE
Ppargc1a	chr5	FALSE	TRUE
Ppfia1	chr7	FALSE	FALSE
Ppic	chr18	FALSE	FALSE
Ppif	chr14	FALSE	FALSE
Ppip5k2	chr1	FALSE	FALSE
Ppm1e	chr11	FALSE	FALSE
Ppp1r16b	chr2	FALSE	FALSE
Ppp1r21	chr17	FALSE	TRUE
Ppp1r26	chr2	FALSE	FALSE
Ppp1r3a	chr6	FALSE	FALSE
Ppp2r1a	chr17	FALSE	FALSE
Ppp2r2c	chr5	FALSE	TRUE
Ppp2r2d	chr7	FALSE	FALSE
Ppp2r5c	chr12	FALSE	FALSE
Ppp4r3a	chr12	FALSE	FALSE
Ppp6c	chr2	FALSE	FALSE
Ppt1	chr4	FALSE	FALSE
Ppwd1	chr13	FALSE	TRUE
Prcp	chr7	FALSE	FALSE
Prdm1	chr10	FALSE	FALSE
Prdm14	chr1	FALSE	FALSE
Prdm15	chr16	FALSE	FALSE
Prdm16	chr4	FALSE	FALSE
Prdm6	chr18	FALSE	FALSE
Prdx6b	chr2	FALSE	FALSE
Prep	chr10	FALSE	TRUE
Prex1	chr2	FALSE	FALSE
Prickle1	chr15	FALSE	TRUE
Prickle2	chr6	FALSE	FALSE
Prim2	chr1	FALSE	FALSE
Prima1	chr12	FALSE	FALSE
Prkaa2	chr4	FALSE	FALSE
Prkci	chr3	FALSE	FALSE
Prkd1	chr12	FALSE	FALSE
Prkg1	chr19	FALSE	FALSE
Prkn	chr17	TRUE	TRUE
Prkra	chr2	FALSE	FALSE
Prl2c1	chr13	FALSE	FALSE
Prl2c2	chr13	FALSE	FALSE
Prl2c5	chr13	FALSE	FALSE
Prl4a1	chr13	FALSE	FALSE
Prlh	chr1	FALSE	FALSE
Prmt2	chr10	FALSE	FALSE
Prmt6	chr3	FALSE	FALSE
Prok2	chr6	FALSE	FALSE
Prokr2	chr2	FALSE	FALSE
Prps1	chrX	FALSE	FALSE
Prr29	chr11	FALSE	FALSE
Prr5	chr15	FALSE	FALSE
Prr5l	chr2	FALSE	FALSE
Prrc1	chr18	FALSE	TRUE
Prss12	chr3	FALSE	TRUE
Prss16	chr13	FALSE	TRUE
Prss50	chr9	FALSE	FALSE
Prss56	chr1	FALSE	FALSE
Prtg	chr9	FALSE	FALSE
Prune2	chr19	TRUE	FALSE
Prxl2a	chr14	FALSE	FALSE
Psapl1	chr5	FALSE	FALSE
Psd4	chr2	FALSE	FALSE
Psen1	chr12	FALSE	FALSE
Psg16	chr7	FALSE	FALSE
Psg20	chr7	FALSE	FALSE
Psg21	chr7	FALSE	FALSE
Psg22	chr7	FALSE	FALSE
Psmb1	chr17	FALSE	TRUE
Psmc1	chr12	FALSE	TRUE
Psmd6	chr14	FALSE	FALSE
Psmd7	chr8	FALSE	FALSE
Psme4	chr11	FALSE	FALSE
Psmg3	chr5	FALSE	FALSE
Pstpip2	chr18	FALSE	FALSE
Ptchd4	chr17	TRUE	TRUE
Ptdss1	chr13	FALSE	FALSE
Ptgis	chr2	FALSE	FALSE
Pth2r	chr1	FALSE	TRUE
Ptn	chr6	FALSE	FALSE
Ptp4a3	chr15	FALSE	TRUE
Ptpdc1	chr13	FALSE	FALSE
Ptpn1	chr2	FALSE	FALSE
Ptpn20	chr14	FALSE	TRUE
Ptpn6	chr6	FALSE	FALSE
Ptpn7	chr1	FALSE	FALSE
Ptprf	chr4	FALSE	FALSE
Ptprm	chr17	FALSE	FALSE
Ptprn2	chr12	FALSE	FALSE
Ptpro	chr6	FALSE	FALSE
Ptprq	chr10	FALSE	FALSE
Ptprt	chr2	FALSE	FALSE
Ptprz1	chr6	FALSE	FALSE
Pttg1	chr11	FALSE	FALSE
Pum3	chr19	FALSE	TRUE
Pus10	chr11	FALSE	FALSE
Pus7l	chr15	FALSE	FALSE
Pxdn	chr12	FALSE	TRUE
Pxmp2	chr5	FALSE	FALSE
Pxylp1	chr9	FALSE	FALSE
Pygo1	chr9	FALSE	FALSE
Pyroxd2	chr19	FALSE	TRUE
Qrfp	chr2	FALSE	FALSE
Qrfprl	chr6	FALSE	FALSE
R3hcc1l	chr19	FALSE	TRUE
Rab11fip5	chr6	FALSE	FALSE
Rab12	chr17	FALSE	TRUE
Rab15	chr12	FALSE	TRUE
Rab17	chr1	FALSE	TRUE
Rab20	chr8	FALSE	FALSE
Rab23	chr1	FALSE	FALSE
Rab27b	chr18	FALSE	FALSE
Rab28	chr5	FALSE	TRUE
Rab5a	chr17	FALSE	FALSE
Rack1	chr11	FALSE	FALSE
Rad51c	chr11	FALSE	FALSE
Rad52	chr6	FALSE	FALSE
Rae1	chr2	FALSE	FALSE
Raet1e	chr10	FALSE	FALSE
Rag2	chr2	FALSE	TRUE
Ralgps2	chr1	FALSE	TRUE
Ranbp17	chr11	FALSE	FALSE
Rap2a	chr14	FALSE	FALSE
Rapgef5	chr12	FALSE	FALSE
Raph1	chr1	FALSE	TRUE
Rara	chr11	FALSE	FALSE
Rasa1	chr13	FALSE	FALSE
Rasgrf1	chr9	FALSE	TRUE
Rassf10	chr7	FALSE	FALSE
Rassf6	chr5	FALSE	FALSE
Rbbp8nl	chr2	FALSE	FALSE
Rbm15b	chr9	FALSE	FALSE
Rbm19	chr5	FALSE	FALSE
Rbm20	chr19	FALSE	FALSE
Rbm24	chr13	FALSE	FALSE
Rbm27	chr18	FALSE	FALSE
Rbm41	chrX	FALSE	FALSE
Rbm42	chr7	FALSE	FALSE
Rbm44	chr1	FALSE	FALSE
Rbm46	chr3	FALSE	FALSE
Rbm5	chr9	FALSE	FALSE
Rbmxl1	chr8	FALSE	TRUE
Rbsn	chr6	FALSE	FALSE
Rbx1	chr15	FALSE	FALSE
Rcn1	chr2	FALSE	TRUE
Rdh8	chr9	FALSE	FALSE
Rdm1	chr11	FALSE	FALSE
Reep1	chr6	FALSE	FALSE
Reep2	chr18	FALSE	FALSE
Rel	chr11	FALSE	FALSE
Rep15	chr6	FALSE	FALSE
