gene_name	chr	MeCP2_up	K27me3_up
Arhgap9	chr10	FALSE	FALSE
Plbd1	chr6	FALSE	FALSE
Krt78	chr15	FALSE	FALSE
Fam174b	chr7	FALSE	FALSE
Gata5	chr2	FALSE	FALSE
Crybg2	chr4	FALSE	FALSE
Mmp11	chr10	TRUE	TRUE
Ereg	chr5	TRUE	FALSE
Kank4	chr4	FALSE	FALSE
Syde2	chr3	FALSE	FALSE
Hspb3	chr13	FALSE	TRUE
Cavin1	chr11	FALSE	FALSE
Olig3	chr10	FALSE	FALSE
Rxfp3	chr15	FALSE	FALSE
Irf6	chr1	TRUE	FALSE
Cfap58	chr19	TRUE	TRUE
Tlr5	chr1	FALSE	FALSE
Efna3	chr3	FALSE	FALSE
Ccno	chr13	FALSE	FALSE
Cdkn2a	chr4	FALSE	FALSE
Sall4	chr2	FALSE	FALSE
Tafa3	chr3	FALSE	FALSE
Crtac1	chr19	FALSE	FALSE
Enpp1	chr10	FALSE	FALSE
Ajap1	chr4	TRUE	FALSE
Car2	chr3	TRUE	FALSE
Krt90	chr15	FALSE	FALSE
Kcne4	chr1	FALSE	FALSE
Gas2l3	chr10	FALSE	TRUE
Twist2	chr1	FALSE	FALSE
Adamts15	chr9	FALSE	FALSE
Ccdc102a	chr8	TRUE	FALSE
H2-T3	chr17	TRUE	FALSE
Grem1	chr2	TRUE	FALSE
Hspa12b	chr2	FALSE	FALSE
Elfn2	chr15	FALSE	FALSE
Fbn2	chr18	FALSE	FALSE
Nhlh2	chr3	TRUE	TRUE
Prlhr	chr19	FALSE	FALSE
Pla2g4d	chr2	TRUE	TRUE
Tcf15	chr2	FALSE	FALSE
Tnfsf13b	chr8	TRUE	TRUE
Prrg4	chr2	FALSE	FALSE
Tnfrsf1a	chr6	TRUE	FALSE
Inhbb	chr1	FALSE	FALSE
Wnt8a	chr18	TRUE	FALSE
Cpne4	chr9	TRUE	FALSE
Sema3d	chr5	TRUE	FALSE
Aqp2	chr15	FALSE	TRUE
Trpc6	chr9	TRUE	FALSE
Tbx18	chr9	FALSE	FALSE
Wnt5b	chr6	TRUE	FALSE
Drd1	chr13	TRUE	FALSE
T	chr17	FALSE	FALSE
Endou	chr15	FALSE	FALSE
Esrrg	chr1	TRUE	TRUE
Tubb6	chr18	FALSE	FALSE
Cspg4	chr9	TRUE	FALSE
Slc6a4	chr11	FALSE	FALSE
Fzd8	chr18	TRUE	FALSE
Rxrg	chr1	FALSE	FALSE
Lacc1	chr14	TRUE	TRUE
Entpd1	chr19	FALSE	TRUE
Fhod3	chr18	FALSE	FALSE
Flvcr2	chr12	FALSE	FALSE
Cpne7	chr8	FALSE	FALSE
Dock1	chr7	TRUE	FALSE
Eif4ebp1	chr8	TRUE	FALSE
P2rx5	chr11	FALSE	FALSE
Fam131c	chr4	TRUE	FALSE
Dok2	chr14	TRUE	TRUE
Krt87	chr15	FALSE	FALSE
Tril	chr6	FALSE	FALSE
Col1a2	chr6	FALSE	FALSE
Actrt2	chr4	FALSE	FALSE
Gjb1	chrX	FALSE	TRUE
Samd13	chr3	FALSE	TRUE
Bard1	chr1	FALSE	FALSE
Tfap2e	chr4	FALSE	FALSE
Adad2	chr8	TRUE	FALSE
Tnfsf15	chr4	FALSE	TRUE
Qrfp	chr2	FALSE	FALSE
Mocos	chr18	FALSE	FALSE
Rnasel	chr1	FALSE	TRUE
Gzmk	chr13	FALSE	TRUE
Galnt6	chr15	FALSE	FALSE
Acot11	chr4	TRUE	TRUE
Cdx2	chr5	FALSE	FALSE
Tradd	chr8	FALSE	TRUE
Pitx3	chr19	FALSE	FALSE
Fat4	chr3	FALSE	FALSE
Ripor3	chr2	FALSE	TRUE
Sp9	chr2	FALSE	TRUE
Tor4a	chr2	FALSE	TRUE
Upb1	chr10	FALSE	TRUE
Igsf9	chr1	FALSE	TRUE
Lamc3	chr2	FALSE	FALSE
P2rx2	chr5	FALSE	FALSE
Rrad	chr8	FALSE	TRUE
Rgmb	chr17	TRUE	TRUE
Egln3	chr12	FALSE	FALSE
Thrb	chr14	TRUE	FALSE
Ascl1	chr10	FALSE	FALSE
Col2a1	chr15	FALSE	TRUE
Slc25a13	chr6	FALSE	TRUE
Mdfi	chr17	FALSE	FALSE
Myb	chr10	TRUE	FALSE
Slco5a1	chr1	TRUE	FALSE
Arhgap45	chr10	FALSE	TRUE
Lmcd1	chr6	TRUE	FALSE
Cldn11	chr3	FALSE	FALSE
Zfp385a	chr15	TRUE	FALSE
Tmem114	chr16	FALSE	FALSE
Osm	chr11	FALSE	FALSE
Kcp	chr6	TRUE	TRUE
Dpp4	chr2	FALSE	TRUE
Slc38a4	chr15	FALSE	FALSE
Rab34	chr11	FALSE	TRUE
Cd44	chr2	TRUE	FALSE
Slc25a48	chr13	TRUE	TRUE
Pdgfrb	chr18	FALSE	FALSE
Cdhr3	chr12	FALSE	TRUE
1700113H08Rik	chr10	FALSE	FALSE
Ank3	chr10	FALSE	TRUE
Nkx3-2	chr5	FALSE	FALSE
Cys1	chr12	FALSE	FALSE
Ido2	chr8	TRUE	FALSE
C1qa	chr4	FALSE	FALSE
Lpar3	chr3	FALSE	FALSE
Ucn	chr5	TRUE	FALSE
Ephb6	chr6	FALSE	FALSE
Cryaa	chr17	TRUE	FALSE
Crhr2	chr6	FALSE	FALSE
Trim47	chr11	FALSE	FALSE
Gne	chr4	FALSE	TRUE
Slc6a5	chr7	FALSE	TRUE
Tfap2d	chr1	TRUE	FALSE
Anxa11	chr14	FALSE	FALSE
Rimbp2	chr5	TRUE	FALSE
Rnf207	chr4	FALSE	TRUE
Acvrl1	chr15	FALSE	FALSE
Fam149a	chr8	TRUE	FALSE
Prima1	chr12	TRUE	FALSE
Lad1	chr1	FALSE	FALSE
Gpr26	chr7	TRUE	FALSE
Noxa1	chr2	FALSE	FALSE
Shh	chr5	FALSE	FALSE
Prtn3	chr10	FALSE	TRUE
Mtnr1b	chr9	FALSE	FALSE
Cpxm1	chr2	FALSE	FALSE
Tmem171	chr13	FALSE	FALSE
Acaa1b	chr9	TRUE	FALSE
Ptger4	chr15	FALSE	FALSE
Stra6l	chr4	FALSE	FALSE
Magel2	chr7	FALSE	FALSE
Il21r	chr7	TRUE	FALSE
Dmrta1	chr4	TRUE	TRUE
S1pr3	chr13	FALSE	FALSE
Stk33	chr7	FALSE	TRUE
Foxc2	chr8	FALSE	FALSE
Nkx3-1	chr14	TRUE	FALSE
Fgf15	chr7	FALSE	TRUE
Gpr139	chr7	FALSE	FALSE
Ptprt	chr2	TRUE	FALSE
Thbs1	chr2	FALSE	FALSE
Stk26	chrX	FALSE	FALSE
Mkx	chr18	FALSE	FALSE
Scgn	chr13	TRUE	FALSE
Lama2	chr10	TRUE	FALSE
Npy	chr6	FALSE	FALSE
Gfra2	chr14	TRUE	FALSE
Onecut3	chr10	FALSE	FALSE
Stc2	chr11	TRUE	FALSE
Ccdc194	chr8	FALSE	FALSE
Mt2	chr8	FALSE	TRUE
Sox11	chr12	TRUE	TRUE
Sh3rf1	chr8	TRUE	FALSE
Slc38a3	chr9	FALSE	FALSE
Otx1	chr11	FALSE	FALSE
Npbwr1	chr1	TRUE	FALSE
Ccdc162	chr10	TRUE	TRUE
Sst	chr16	FALSE	FALSE
Pnoc	chr14	FALSE	FALSE
Als2cl	chr9	FALSE	FALSE
Tbx1	chr16	FALSE	FALSE
Arhgap32	chr9	TRUE	FALSE
Tmprss2	chr16	TRUE	FALSE
Adamts1	chr16	FALSE	TRUE
Prph	chr15	FALSE	TRUE
T2	chr17	TRUE	FALSE
Rbmxl2	chr7	TRUE	FALSE
Tifab	chr13	FALSE	FALSE
Fzd2	chr11	FALSE	TRUE
Pdk4	chr6	FALSE	FALSE
Cartpt	chr13	TRUE	FALSE
Kbtbd13	chr9	TRUE	TRUE
Zmat4	chr8	FALSE	FALSE
Vill	chr9	TRUE	FALSE
Cdx1	chr18	FALSE	FALSE
Tmem26	chr10	FALSE	FALSE
Gas1	chr13	FALSE	FALSE
Kcna3	chr3	FALSE	TRUE
Nrarp	chr2	FALSE	FALSE
Ankrd1	chr19	TRUE	TRUE
Cd55	chr1	FALSE	FALSE
Rp1l1	chr14	FALSE	FALSE
Slc12a7	chr13	FALSE	FALSE
Fli1	chr9	FALSE	FALSE
Fbxo32	chr15	FALSE	TRUE
Gjc2	chr11	TRUE	TRUE
Bicc1	chr10	TRUE	FALSE
Pou4f3	chr18	FALSE	FALSE
Irf4	chr13	FALSE	FALSE
Wnt6	chr1	FALSE	FALSE
Cpz	chr5	FALSE	FALSE
Lhx9	chr1	FALSE	FALSE
Kcnk4	chr19	FALSE	TRUE
Etv4	chr11	FALSE	FALSE
Klk4	chr7	FALSE	FALSE
Susd5	chr9	FALSE	FALSE
Cdh23	chr10	FALSE	FALSE
Vstm2a	chr11	TRUE	FALSE
Tspan12	chr6	TRUE	FALSE
Dact2	chr17	TRUE	FALSE
Krt84	chr15	TRUE	FALSE
Cdkn1c	chr7	FALSE	FALSE
Alkal2	chr12	FALSE	FALSE
Ctnna2	chr6	TRUE	TRUE
F3	chr3	FALSE	TRUE
Atp2a3	chr11	FALSE	FALSE
Gng4	chr13	TRUE	FALSE
Thbd	chr2	FALSE	FALSE
Mycl	chr4	FALSE	TRUE
Adrb3	chr8	FALSE	FALSE
Sstr1	chr12	FALSE	FALSE
Nol3	chr8	FALSE	TRUE
Fam89a	chr8	FALSE	FALSE
Grhl2	chr15	TRUE	FALSE
Klrg2	chr6	FALSE	FALSE
AI593442	chr9	TRUE	FALSE
Chst1	chr2	FALSE	FALSE
Uaca	chr9	TRUE	TRUE
Pik3ap1	chr19	TRUE	TRUE
Akp3	chr1	TRUE	FALSE
Adm2	chr15	FALSE	TRUE
Nfic	chr10	FALSE	FALSE
Tmem9	chr1	FALSE	TRUE
Thsd7a	chr6	TRUE	FALSE
Ptf1a	chr2	FALSE	FALSE
Shq1	chr6	FALSE	TRUE
Irx4	chr13	FALSE	FALSE
Nkx6-2	chr7	FALSE	FALSE
Foxq1	chr13	FALSE	FALSE
Pkp1	chr1	TRUE	FALSE
Bsx	chr9	FALSE	TRUE
Ntf3	chr6	TRUE	TRUE
Nrp1	chr8	TRUE	FALSE
Notch3	chr17	TRUE	FALSE
Lrrtm1	chr6	FALSE	TRUE
Ecel1	chr1	FALSE	FALSE
Sp7	chr15	FALSE	TRUE
Slc7a2	chr8	FALSE	TRUE
Gjb3	chr4	FALSE	FALSE
Ephb4	chr5	TRUE	FALSE
Pgf	chr12	FALSE	FALSE
Sertm1	chr3	FALSE	FALSE
2410004P03Rik	chr12	FALSE	FALSE
Grin2d	chr7	FALSE	FALSE
Fut4	chr9	FALSE	FALSE
Arsi	chr18	TRUE	FALSE
Igf2bp1	chr11	FALSE	FALSE
Sox1	chr8	FALSE	FALSE
Nxnl2	chr13	FALSE	FALSE
Hsf2bp	chr17	FALSE	FALSE
Lfng	chr5	FALSE	FALSE
Hoxd3	chr2	FALSE	FALSE
Krt7	chr15	TRUE	FALSE
Eva1b	chr4	TRUE	TRUE
Socs3	chr11	FALSE	TRUE
Cd72	chr4	FALSE	TRUE
Tpm2	chr4	FALSE	TRUE
Cgas	chr9	FALSE	TRUE
Dap	chr15	FALSE	TRUE
Mmp2	chr8	FALSE	FALSE
Hand1	chr11	FALSE	TRUE
Robo3	chr9	TRUE	FALSE
Sall1	chr8	FALSE	FALSE
Sfn	chr4	TRUE	TRUE
C1ql3	chr2	FALSE	FALSE
Shisa2	chr14	TRUE	FALSE
Sox14	chr9	TRUE	FALSE
Gpr39	chr1	TRUE	FALSE
Ankrd31	chr13	FALSE	TRUE
Tac1	chr6	FALSE	FALSE
Satb1	chr17	FALSE	FALSE
Ucp2	chr7	FALSE	FALSE
Pxdc1	chr13	TRUE	FALSE
Slc16a12	chr19	TRUE	FALSE
Baiap2l2	chr15	FALSE	FALSE
Bace2	chr16	FALSE	FALSE
Hs3st2	chr7	TRUE	FALSE
Msx3	chr7	TRUE	FALSE
S100a10	chr3	FALSE	FALSE
Epb41l4a	chr18	FALSE	TRUE
Hey2	chr10	FALSE	FALSE
Sp5	chr2	TRUE	TRUE
Hs3st3b1	chr11	TRUE	FALSE
Erfl	chr7	FALSE	FALSE
Hps1	chr19	FALSE	TRUE
Grm7	chr6	FALSE	FALSE
Drd4	chr7	FALSE	FALSE
Tspan2	chr3	FALSE	TRUE
Cxcr4	chr1	FALSE	FALSE
Ltbp4	chr7	FALSE	FALSE
Lhx5	chr5	FALSE	FALSE
Fzd9	chr5	FALSE	FALSE
Nkx6-1	chr5	TRUE	FALSE
Pitx1	chr13	FALSE	FALSE
Smoc1	chr12	FALSE	TRUE
Dctd	chr8	TRUE	TRUE
Efna5	chr17	TRUE	FALSE
Smoc2	chr17	FALSE	FALSE
Zfp488	chr14	TRUE	TRUE
Gm12830	chr4	FALSE	FALSE
Zfp36l1	chr12	TRUE	TRUE
Id4	chr13	FALSE	TRUE
Fgf16	chrX	FALSE	TRUE
Gdpd2	chrX	FALSE	FALSE
Aplnr	chr2	FALSE	FALSE
Sgcz	chr8	FALSE	FALSE
Cd93	chr2	FALSE	FALSE
Dmrtb1	chr4	TRUE	TRUE
Minar1	chr9	FALSE	FALSE
Apobr	chr7	FALSE	FALSE
Plpp4	chr7	FALSE	FALSE
Ttc34	chr4	TRUE	FALSE
Myrf	chr19	FALSE	FALSE
Cav1	chr6	TRUE	FALSE
Lefty2	chr1	FALSE	TRUE
Cldn7	chr11	FALSE	FALSE
Gjb5	chr4	TRUE	FALSE
Sowahd	chrX	FALSE	FALSE
Phlda2	chr7	FALSE	TRUE
St3gal6	chr16	TRUE	FALSE
Nppc	chr1	FALSE	FALSE
Gm17455	chr10	FALSE	FALSE
Nectin2	chr7	FALSE	FALSE
Nes	chr3	TRUE	FALSE
Fam83d	chr2	FALSE	FALSE
Msx1	chr5	FALSE	FALSE
Mt1	chr8	FALSE	TRUE
Rnf144b	chr13	TRUE	TRUE
Cpxm2	chr7	FALSE	TRUE
Itgb6	chr2	TRUE	TRUE
Epsti1	chr14	FALSE	TRUE
Rbpjl	chr2	FALSE	FALSE
Galr1	chr18	FALSE	FALSE
Lgr5	chr10	FALSE	FALSE
Olig1	chr16	FALSE	FALSE
Enc1	chr13	TRUE	FALSE
Gdf6	chr4	FALSE	FALSE
Ush2a	chr1	TRUE	TRUE
Ppm1j	chr3	FALSE	FALSE
Pcdh18	chr3	TRUE	FALSE
Tox3	chr8	TRUE	FALSE
Tnc	chr4	FALSE	FALSE
Klhl40	chr9	TRUE	FALSE
Tead3	chr17	FALSE	FALSE
Akain1	chr17	FALSE	TRUE
Lhcgr	chr17	FALSE	FALSE
Ky	chr9	TRUE	TRUE
Nptx2	chr5	FALSE	FALSE
Tlx1	chr19	FALSE	TRUE
Notum	chr11	TRUE	FALSE
Mcpt8	chr14	FALSE	TRUE
Tex35	chr1	FALSE	FALSE
Wnt5a	chr14	TRUE	FALSE
Unc5d	chr8	TRUE	FALSE
Vstm5	chr9	FALSE	FALSE
Scnn1b	chr7	TRUE	FALSE
Id3	chr4	FALSE	TRUE
Ffar3	chr7	TRUE	FALSE
Slc10a6	chr5	TRUE	TRUE
Ripply3	chr16	FALSE	TRUE
Shisal2a	chr4	FALSE	TRUE
Hhex	chr19	FALSE	FALSE
Cd1d1	chr3	FALSE	TRUE
Synpo2l	chr14	FALSE	FALSE
Zfp366	chr13	FALSE	FALSE
Fhl2	chr1	TRUE	FALSE
Hrh2	chr13	TRUE	FALSE
Galnt12	chr4	FALSE	FALSE
Ptx3	chr3	TRUE	FALSE
Ppp1r3b	chr8	FALSE	TRUE
Htr1b	chr9	FALSE	FALSE
Chst2	chr9	FALSE	FALSE
Rasal3	chr17	TRUE	FALSE
Cnn2	chr10	FALSE	TRUE
Psat1	chr19	FALSE	TRUE
Cage1	chr13	FALSE	TRUE
Aebp1	chr11	FALSE	TRUE
Foxf2	chr13	FALSE	FALSE
Slc6a7	chr18	TRUE	FALSE
Adrb1	chr19	FALSE	FALSE
Foxb2	chr19	FALSE	TRUE
Itprip	chr19	FALSE	FALSE
Dio3	chr12	TRUE	TRUE
Ppp1r3g	chr13	TRUE	FALSE
Olig2	chr16	FALSE	FALSE
Pcdh17	chr14	TRUE	TRUE
Wnt2	chr6	TRUE	FALSE
Ism2	chr12	FALSE	FALSE
Nkx1-1	chr5	FALSE	FALSE
Cebpd	chr16	FALSE	FALSE
Capn8	chr1	FALSE	FALSE
Hes2	chr4	FALSE	TRUE
Tox2	chr2	FALSE	TRUE
Nup62cl	chrX	FALSE	FALSE
Dlk1	chr12	TRUE	TRUE
Frem2	chr3	FALSE	FALSE
Mmp25	chr17	FALSE	FALSE
Bves	chr10	FALSE	FALSE
Rab17	chr1	FALSE	TRUE
Foxd1	chr13	FALSE	FALSE
Hcar1	chr5	TRUE	FALSE
Zfp648	chr1	TRUE	FALSE
Fank1	chr7	TRUE	FALSE
C1ql1	chr11	FALSE	TRUE
Cdca7l	chr12	TRUE	TRUE
Ermard	chr17	TRUE	FALSE
Prlh	chr1	FALSE	FALSE
Cdca7	chr2	FALSE	FALSE
Slc16a8	chr15	FALSE	FALSE
Slc7a11	chr3	FALSE	FALSE
Necab2	chr8	FALSE	FALSE
Lmx1a	chr1	FALSE	FALSE
Nr0b1	chrX	FALSE	FALSE
Myc	chr15	TRUE	FALSE
Plekhh2	chr17	FALSE	FALSE
Shisa7	chr7	FALSE	TRUE
Rcn1	chr2	FALSE	FALSE
Pamr1	chr2	FALSE	FALSE
Ier5l	chr2	FALSE	FALSE
Bcl2l11	chr2	FALSE	TRUE
Drd5	chr5	FALSE	FALSE
Dmrta2	chr4	FALSE	FALSE
Mid1	chrX	FALSE	TRUE
Ltbr	chr6	FALSE	FALSE
Crh	chr3	FALSE	FALSE
H2-Q1	chr17	FALSE	FALSE
Egr3	chr14	FALSE	FALSE
Wfdc2	chr2	FALSE	FALSE
Erich3	chr3	TRUE	TRUE
Cd24a	chr10	FALSE	FALSE
Nell1	chr7	FALSE	FALSE
Fgf18	chr11	FALSE	FALSE
Alox15	chr11	FALSE	FALSE
Pard3	chr8	FALSE	FALSE
Csmd1	chr8	FALSE	FALSE
Cilp2	chr8	FALSE	FALSE
Ascl2	chr7	FALSE	TRUE
Spns2	chr11	FALSE	FALSE
Pdlim4	chr11	TRUE	TRUE
Ptn	chr6	FALSE	FALSE
Cldn22	chr8	FALSE	TRUE
Col12a1	chr9	FALSE	TRUE
Irx3	chr8	FALSE	FALSE
Dsc3	chr18	TRUE	TRUE
Ptgdr	chr14	FALSE	FALSE
Htr1a	chr13	TRUE	FALSE
Spata16	chr3	FALSE	FALSE
Rbp4	chr19	TRUE	FALSE
Klf2	chr8	FALSE	FALSE
Rbp1	chr9	FALSE	FALSE
Kcns3	chr12	TRUE	FALSE
Prss33	chr17	FALSE	FALSE
Pmepa1	chr2	TRUE	FALSE
Nkpd1	chr7	TRUE	FALSE
Six3	chr17	TRUE	TRUE
Gata6	chr18	FALSE	FALSE
Lhfpl2	chr13	TRUE	FALSE
Six1	chr12	FALSE	FALSE
Rbm46	chr3	TRUE	TRUE
Sgcd	chr11	TRUE	FALSE
Rgs9bp	chr7	FALSE	TRUE
Skor1	chr9	FALSE	FALSE
Oprm1	chr10	TRUE	FALSE
Esx1	chrX	FALSE	FALSE
1700029F12Rik	chr13	TRUE	FALSE
Ripk4	chr16	TRUE	FALSE
Gbx2	chr1	FALSE	FALSE
Sox18	chr2	FALSE	TRUE
St6galnac5	chr3	FALSE	FALSE
Dll1	chr17	FALSE	FALSE
Pcdh20	chr14	TRUE	FALSE
Slc14a2	chr18	TRUE	FALSE
Rfx4	chr10	FALSE	TRUE
Klf5	chr14	FALSE	FALSE
Lrp4	chr2	TRUE	TRUE
Mfge8	chr7	FALSE	FALSE
1700123K08Rik	chr5	FALSE	FALSE
Aox3	chr1	TRUE	FALSE
Etnk2	chr1	FALSE	FALSE
Igfbp6	chr15	FALSE	TRUE
Vstm4	chr14	TRUE	FALSE
Gata2	chr6	TRUE	FALSE
Oxct2a	chr4	FALSE	FALSE
Nkx2-9	chr12	FALSE	FALSE
Oxtr	chr6	FALSE	FALSE
Spats2l	chr1	FALSE	FALSE
Col18a1	chr10	FALSE	FALSE
Pdzk1ip1	chr4	FALSE	FALSE
Nrsn2	chr2	FALSE	FALSE
Bok	chr1	FALSE	FALSE
Mesp1	chr7	FALSE	FALSE
Scel	chr14	FALSE	TRUE
Slc6a1	chr6	TRUE	FALSE
4930578I06Rik	chr14	TRUE	FALSE
Fgf10	chr13	FALSE	FALSE
Lrrc74b	chr16	FALSE	FALSE
Rbpms	chr8	TRUE	FALSE
Adamtsl2	chr2	FALSE	FALSE
Pou4f1	chr14	TRUE	FALSE
Orm2	chr4	FALSE	FALSE
Pthlh	chr6	FALSE	FALSE
P2ry1	chr3	FALSE	FALSE
Gm266	chr12	FALSE	FALSE
Slc27a2	chr2	FALSE	FALSE
Grp	chr18	FALSE	FALSE
Itpripl2	chr7	TRUE	TRUE
Matn4	chr2	FALSE	FALSE
Stxbp6	chr12	TRUE	TRUE
Htr5a	chr5	TRUE	FALSE
Mcoln3	chr3	FALSE	FALSE
Nkx2-1	chr12	FALSE	FALSE
Tmem184a	chr5	FALSE	TRUE
Dmrt3	chr19	FALSE	FALSE
Gm13420	chr2	FALSE	FALSE
Fgf3	chr7	TRUE	TRUE
Ghsr	chr3	FALSE	FALSE
Sstr4	chr2	TRUE	FALSE
Itga8	chr2	FALSE	FALSE
Ccn1	chr3	TRUE	FALSE
Slc52a3	chr2	FALSE	TRUE
Mgmt	chr7	TRUE	FALSE
Ccdc182	chr11	FALSE	FALSE
Klf4	chr4	TRUE	FALSE
St8sia2	chr7	TRUE	FALSE
Insm2	chr12	FALSE	FALSE
Cldn4	chr5	FALSE	FALSE
Etl4	chr2	FALSE	FALSE
Tlx2	chr6	FALSE	FALSE
Vax1	chr19	FALSE	TRUE
Cebpa	chr7	TRUE	FALSE
Six2	chr17	TRUE	FALSE
Rai2	chrX	TRUE	FALSE
Sytl2	chr7	FALSE	TRUE
Cped1	chr6	TRUE	TRUE
Adamts5	chr16	TRUE	FALSE
Siae	chr9	TRUE	FALSE
Ebf1	chr11	TRUE	FALSE
Lrrc10b	chr19	FALSE	FALSE
Ndufs2	chr1	TRUE	TRUE
St6gal2	chr17	FALSE	FALSE
Fyb2	chr4	FALSE	FALSE
Lrrc7	chr3	FALSE	FALSE
H2-DMa	chr17	TRUE	TRUE
Tchh	chr3	TRUE	FALSE
Foxa2	chr2	FALSE	FALSE
Gm1979	chr5	FALSE	TRUE
Crhbp	chr13	FALSE	FALSE
1110032F04Rik	chr3	FALSE	FALSE
Erfe	chr1	FALSE	FALSE
Barx1	chr13	TRUE	FALSE
Trp53i13	chr11	FALSE	FALSE
Slpi	chr2	TRUE	TRUE
Fzd5	chr1	FALSE	FALSE
Cdkn2b	chr4	FALSE	FALSE
Tmem125	chr4	FALSE	FALSE
Erg	chr16	FALSE	FALSE
Ildr2	chr1	FALSE	TRUE
Pnma2	chr14	TRUE	FALSE
Cckbr	chr7	FALSE	FALSE
Pitx2	chr3	FALSE	FALSE
Arhgap28	chr17	TRUE	TRUE
Foxd3	chr4	FALSE	TRUE
Gas7	chr11	FALSE	TRUE
Mafa	chr15	FALSE	FALSE
Samd5	chr10	FALSE	FALSE
Phlda3	chr1	FALSE	FALSE
Habp2	chr19	FALSE	TRUE
Kif26a	chr12	FALSE	FALSE
Mybl2	chr2	FALSE	TRUE
Ttc22	chr4	FALSE	TRUE
Nhsl1	chr10	TRUE	TRUE
Pdlim2	chr14	TRUE	TRUE
Fgf8	chr19	FALSE	FALSE
Qprt	chr7	FALSE	TRUE
1700012A03Rik	chr6	TRUE	FALSE
Kcnv1	chr15	TRUE	FALSE
Pax6	chr2	TRUE	TRUE
Myod1	chr7	FALSE	FALSE
Cblc	chr7	FALSE	TRUE
Slc35d3	chr10	FALSE	FALSE
Insyn2b	chr11	TRUE	FALSE
Tgfbr1	chr4	FALSE	FALSE
Fezf1	chr6	FALSE	FALSE
Tiam2	chr17	FALSE	TRUE
Ccnd1	chr7	FALSE	TRUE
Fam241b	chr10	TRUE	TRUE
Rassf1	chr9	FALSE	TRUE
Cdk14	chr5	TRUE	FALSE
Rarb	chr14	FALSE	FALSE
Clcf1	chr19	FALSE	TRUE
Six6	chr12	FALSE	TRUE
Calcr	chr6	FALSE	FALSE
Lbx1	chr19	FALSE	FALSE
Agtr1a	chr13	FALSE	FALSE
Gng13	chr17	FALSE	FALSE
Myoc	chr1	TRUE	TRUE
Mroh5	chr15	FALSE	FALSE
Mrgprg	chr7	FALSE	FALSE
Alox12e	chr11	FALSE	FALSE
Wnt9b	chr11	TRUE	FALSE
Hopx	chr5	TRUE	FALSE
Nr2f2	chr7	TRUE	TRUE
Tsku	chr7	FALSE	FALSE
Mafb	chr2	FALSE	FALSE
Avpr1a	chr10	FALSE	FALSE
Tmie	chr9	FALSE	FALSE
Tmem200c	chr17	FALSE	FALSE
Ovol1	chr19	FALSE	FALSE
Sod3	chr5	TRUE	FALSE
Atp4a	chr7	FALSE	TRUE
Syde1	chr10	FALSE	TRUE
Foxd2	chr4	FALSE	FALSE
Mfng	chr15	FALSE	TRUE
Fam110c	chr12	FALSE	FALSE
Slc6a11	chr6	TRUE	FALSE
Oxct2b	chr4	FALSE	FALSE
Rhoc	chr3	FALSE	FALSE
Krt75	chr15	FALSE	FALSE
Pcdh8	chr14	FALSE	FALSE
Utf1	chr7	TRUE	FALSE
Svil	chr18	FALSE	FALSE
Sla	chr15	TRUE	FALSE
Grik3	chr4	TRUE	FALSE
Olfm4	chr14	TRUE	FALSE
Kcnf1	chr12	TRUE	FALSE
Ndnf	chr6	TRUE	FALSE
Mn1	chr5	FALSE	FALSE
Itpr2	chr6	FALSE	FALSE
Mcoln2	chr3	FALSE	FALSE
Cldn3	chr5	FALSE	FALSE
Sstr5	chr17	FALSE	FALSE
Kif12	chr4	FALSE	FALSE
Rpp25	chr9	TRUE	FALSE
Hes1	chr16	FALSE	TRUE
Foxi2	chr7	FALSE	FALSE
Scn10a	chr9	FALSE	FALSE
Ctcfl	chr2	TRUE	TRUE
Emilin2	chr17	FALSE	FALSE
Pcp4	chr16	TRUE	TRUE
BC016579	chr16	TRUE	TRUE
Atp12a	chr14	FALSE	FALSE
Gnat1	chr9	FALSE	FALSE
Slc32a1	chr2	FALSE	FALSE
Avp	chr2	TRUE	FALSE
Rgs6	chr12	TRUE	FALSE
Arl4c	chr1	FALSE	FALSE
Epop	chr11	FALSE	FALSE
F2r	chr13	TRUE	FALSE
Gsc	chr12	FALSE	TRUE
Tcim	chr8	FALSE	FALSE
Hunk	chr16	FALSE	FALSE
Lnx1	chr5	FALSE	FALSE
Ndrg4	chr8	FALSE	FALSE
Cxcl14	chr13	FALSE	TRUE
Osr1	chr12	TRUE	FALSE
Cmtm7	chr9	FALSE	FALSE
Satb2	chr1	FALSE	FALSE
Krt8	chr15	FALSE	FALSE
Bfsp1	chr2	FALSE	TRUE
Adrb2	chr18	TRUE	TRUE
Tmem200b	chr4	FALSE	FALSE
Chat	chr14	TRUE	FALSE
Gpr6	chr10	FALSE	FALSE
Tmem30b	chr12	FALSE	FALSE
Kcnk9	chr15	FALSE	FALSE
Nrg1	chr8	TRUE	FALSE
Shox2	chr3	TRUE	FALSE
1700024G13Rik	chr14	FALSE	TRUE
Nr5a2	chr1	FALSE	TRUE
Tbx19	chr1	FALSE	FALSE
H2-Q2	chr17	FALSE	FALSE
Tmem215	chr4	FALSE	FALSE
Sbspon	chr1	FALSE	FALSE
Trabd2b	chr4	FALSE	FALSE
Bhlhe23	chr2	TRUE	FALSE
Pi16	chr17	TRUE	TRUE
