gene_name	chr	mch_hyper	convergent_2plus
Pank1	chr19	FALSE	FALSE
Arfgap1	chr2	FALSE	FALSE
Cftr	chr6	FALSE	FALSE
Mlph	chr1	FALSE	FALSE
Trp53bp1	chr2	FALSE	FALSE
Prdm11	chr2	FALSE	FALSE
Spin1	chr13	FALSE	FALSE
Smurf2	chr11	FALSE	FALSE
Setd3	chr12	FALSE	FALSE
2900026A02Rik	chr5	FALSE	FALSE
Atf3	chr1	FALSE	FALSE
Srgap1	chr10	TRUE	FALSE
Ripor1	chr8	FALSE	FALSE
Sms	chrX	TRUE	FALSE
Clic6	chr16	FALSE	FALSE
Fnip2	chr3	FALSE	FALSE
Oas2	chr5	FALSE	FALSE
Map2k6	chr11	FALSE	FALSE
Cep83	chr10	FALSE	FALSE
Ptprc	chr1	FALSE	FALSE
Unc93a2	chr17	FALSE	FALSE
Nfam1	chr15	FALSE	FALSE
Tlk1	chr2	FALSE	FALSE
Hmga2	chr10	FALSE	FALSE
Il1r1	chr1	FALSE	TRUE
Bmp2k	chr5	FALSE	FALSE
BC004004	chr17	FALSE	FALSE
Ccdc167	chr17	FALSE	FALSE
Pyroxd2	chr19	FALSE	FALSE
Wnk1	chr6	FALSE	FALSE
Dock7	chr4	FALSE	FALSE
Dock4	chr12	FALSE	FALSE
Wipf2	chr11	FALSE	FALSE
Ostf1	chr19	FALSE	FALSE
6430548M08Rik	chr8	FALSE	FALSE
Trim24	chr6	FALSE	FALSE
Wbp1l	chr19	FALSE	FALSE
Lix1l	chr3	FALSE	FALSE
Ino80d	chr1	FALSE	FALSE
Arl15	chr13	FALSE	FALSE
Clip4	chr17	FALSE	FALSE
Slc29a3	chr10	FALSE	FALSE
Cenpp	chr13	FALSE	FALSE
Epb41l2	chr10	FALSE	FALSE
Kifc3	chr8	FALSE	FALSE
Spag6	chr2	FALSE	FALSE
Abca16	chr7	FALSE	FALSE
Stox2	chr8	FALSE	FALSE
Kntc1	chr5	FALSE	FALSE
Fbxw8	chr5	FALSE	FALSE
Slmap	chr14	FALSE	FALSE
Nedd9	chr13	FALSE	FALSE
Rbm19	chr5	FALSE	FALSE
Rpn2	chr2	FALSE	FALSE
Lifr	chr15	FALSE	FALSE
Csnka2ip	chr16	FALSE	TRUE
Tll2	chr19	FALSE	FALSE
Afdn	chr17	FALSE	FALSE
Hhip	chr8	TRUE	FALSE
Lclat1	chr17	FALSE	FALSE
Lrp12	chr15	FALSE	FALSE
Dnah7a	chr1	FALSE	FALSE
Lrfn5	chr12	FALSE	FALSE
Brf1	chr12	FALSE	FALSE
Lrrc55	chr2	FALSE	FALSE
Tmem245	chr4	FALSE	FALSE
Rnf115	chr3	FALSE	FALSE
Srsf4	chr4	FALSE	FALSE
Usp32	chr11	FALSE	FALSE
Oxsm	chr14	TRUE	FALSE
Nudt14	chr12	FALSE	FALSE
Lmo3	chr6	FALSE	FALSE
Ehbp1	chr11	FALSE	FALSE
Ankfy1	chr11	FALSE	FALSE
Atp2b1	chr10	FALSE	FALSE
Slc5a11	chr7	FALSE	FALSE
Sphkap	chr1	FALSE	FALSE
Zswim5	chr4	FALSE	FALSE
Dpysl3	chr18	FALSE	FALSE
Adam28	chr14	FALSE	FALSE
D5Ertd579e	chr5	FALSE	FALSE
Pitpnm3	chr11	FALSE	FALSE
Fut10	chr8	FALSE	TRUE
Pakap	chr4	FALSE	FALSE
Dicer1	chr12	FALSE	FALSE
Tesk2	chr4	FALSE	FALSE
Cds1	chr5	FALSE	FALSE
Specc1l	chr10	FALSE	FALSE
Atxn7	chr14	FALSE	FALSE
Gja5	chr3	TRUE	FALSE
Tmem236	chr2	TRUE	TRUE
Pcx	chr19	FALSE	FALSE
Ehd4	chr2	FALSE	FALSE
Tnfsf11	chr14	FALSE	FALSE
Plekhg1	chr10	FALSE	FALSE
Nomo1	chr7	FALSE	FALSE
Spag9	chr11	FALSE	FALSE
Irf2	chr8	FALSE	FALSE
Phf21b	chr15	FALSE	FALSE
Nalcn	chr14	FALSE	TRUE
Stra6	chr9	FALSE	FALSE
Tbc1d12	chr19	FALSE	FALSE
Grap	chr11	FALSE	FALSE
Foxj3	chr4	FALSE	FALSE
Ptpn1	chr2	FALSE	FALSE
Abi1	chr2	FALSE	FALSE
Osbp2	chr11	FALSE	FALSE
Chst3	chr10	FALSE	FALSE
Coq3	chr4	FALSE	FALSE
Uri1	chr7	FALSE	FALSE
Hydin	chr8	TRUE	TRUE
Crebbp	chr16	FALSE	FALSE
Cd6	chr19	TRUE	TRUE
Cldn14	chr16	FALSE	FALSE
Slc66a2	chr18	FALSE	FALSE
Fhl1	chrX	FALSE	FALSE
Pdgfra	chr5	FALSE	FALSE
Arhgef11	chr3	FALSE	FALSE
Gigyf2	chr1	FALSE	FALSE
L3mbtl3	chr10	FALSE	FALSE
Farp2	chr1	FALSE	FALSE
Cit	chr5	FALSE	FALSE
Acvr1b	chr15	FALSE	FALSE
Klhdc10	chr6	FALSE	FALSE
Xpo6	chr7	FALSE	FALSE
Gcn1	chr5	FALSE	FALSE
Pcyt1b	chrX	FALSE	FALSE
Vps54	chr11	FALSE	FALSE
Arhgef26	chr3	FALSE	FALSE
Zfp236	chr18	FALSE	FALSE
Arhgef19	chr4	FALSE	FALSE
Mtap	chr4	FALSE	FALSE
Gnaz	chr10	FALSE	FALSE
Bdnf	chr2	TRUE	TRUE
Ogdh	chr11	FALSE	FALSE
Efl1	chr7	FALSE	FALSE
Ext1	chr15	FALSE	FALSE
Dnah9	chr11	FALSE	FALSE
Manea	chr4	TRUE	TRUE
Ankrd12	chr17	FALSE	FALSE
Smad1	chr8	FALSE	FALSE
Chd2	chr7	FALSE	FALSE
Mob2	chr7	FALSE	FALSE
Mapk1	chr16	FALSE	FALSE
Col11a2	chr17	FALSE	FALSE
Igsf10	chr3	TRUE	FALSE
Slc9a7	chrX	FALSE	FALSE
Tshz3	chr7	FALSE	FALSE
Atp8b4	chr2	FALSE	FALSE
Etfa	chr9	FALSE	FALSE
Smap2	chr4	FALSE	FALSE
Kdm5c	chrX	FALSE	FALSE
Zfp523	chr17	FALSE	FALSE
Dnajc6	chr4	FALSE	FALSE
Glra1	chr11	FALSE	FALSE
Ube2k	chr5	FALSE	FALSE
Eml5	chr12	FALSE	FALSE
Hmgb1	chr5	FALSE	FALSE
Slc39a9	chr12	FALSE	FALSE
Tnfaip8	chr18	FALSE	TRUE
Ap1s3	chr1	FALSE	TRUE
Acsl6	chr11	FALSE	FALSE
Rictor	chr15	FALSE	FALSE
Slc26a7	chr4	FALSE	FALSE
Mef2a	chr7	FALSE	FALSE
Mb21d2	chr16	FALSE	FALSE
Ric1	chr19	FALSE	FALSE
Dennd3	chr15	FALSE	FALSE
Ano4	chr10	FALSE	FALSE
Ccdc6	chr10	FALSE	FALSE
Mgat4a	chr1	FALSE	FALSE
Cecr2	chr6	FALSE	FALSE
Mrps28	chr3	FALSE	FALSE
Pip4k2a	chr2	FALSE	FALSE
Fbxo11	chr17	FALSE	FALSE
Rspo3	chr10	FALSE	FALSE
Wwc1	chr11	FALSE	FALSE
Garem1	chr18	FALSE	FALSE
A930004D18Rik	chr2	TRUE	TRUE
Ank	chr15	FALSE	FALSE
Arhgap31	chr16	FALSE	FALSE
Pde4a	chr9	FALSE	FALSE
Gna14	chr19	FALSE	FALSE
Zfp638	chr6	FALSE	FALSE
Hipk3	chr2	FALSE	FALSE
Ranbp17	chr11	FALSE	FALSE
Rfx2	chr17	FALSE	FALSE
Ddhd1	chr14	FALSE	FALSE
Eps15l1	chr8	FALSE	FALSE
Kdm7a	chr6	FALSE	FALSE
Ankfn1	chr11	FALSE	FALSE
Trps1	chr15	FALSE	TRUE
Ugt8a	chr3	FALSE	FALSE
Fmnl3	chr15	FALSE	FALSE
Zcchc17	chr4	FALSE	FALSE
Parn	chr16	FALSE	FALSE
Fkbp5	chr17	FALSE	FALSE
Atf2	chr2	FALSE	FALSE
Zfyve1	chr12	FALSE	FALSE
Scnn1a	chr6	FALSE	FALSE
Rras2	chr7	FALSE	FALSE
Slc45a3	chr1	FALSE	FALSE
Nipbl	chr15	FALSE	FALSE
Slc7a1	chr5	FALSE	FALSE
Rnf152	chr1	FALSE	FALSE
Ccdc57	chr11	FALSE	FALSE
Aim2	chr1	TRUE	FALSE
Apc	chr18	FALSE	FALSE
Ruvbl1	chr6	TRUE	TRUE
Zdhhc17	chr10	FALSE	FALSE
Cdh22	chr2	FALSE	FALSE
Phactr2	chr10	FALSE	FALSE
Snx2	chr18	FALSE	TRUE
Plxdc2	chr2	TRUE	TRUE
Mvk	chr5	FALSE	FALSE
Ezr	chr17	FALSE	FALSE
Stpg2	chr3	TRUE	FALSE
Memo1	chr17	FALSE	FALSE
Spink13	chr18	FALSE	TRUE
Ppp1r12b	chr1	FALSE	FALSE
Shtn1	chr19	FALSE	FALSE
Pou2f3	chr9	FALSE	FALSE
D630045J12Rik	chr6	FALSE	FALSE
Pard3b	chr1	TRUE	FALSE
Rhbdf2	chr11	FALSE	FALSE
Kcnq2	chr2	FALSE	FALSE
Them7	chr2	FALSE	FALSE
Tuft1	chr3	FALSE	FALSE
Cdk8	chr5	FALSE	FALSE
Nabp1	chr1	TRUE	TRUE
Rbms1	chr2	FALSE	FALSE
Fancc	chr13	FALSE	FALSE
Rims4	chr2	FALSE	FALSE
Map2	chr1	FALSE	FALSE
Ankrd11	chr8	FALSE	FALSE
Kmt2d	chr15	FALSE	FALSE
Kat2b	chr17	FALSE	FALSE
Atp6v0d1	chr8	FALSE	FALSE
Tfcp2l1	chr1	FALSE	FALSE
Dmbx1	chr4	TRUE	FALSE
Ctnnbip1	chr4	FALSE	FALSE
Dnah6	chr6	FALSE	FALSE
Syt14	chr1	FALSE	FALSE
Rapgef6	chr11	FALSE	FALSE
Nckap5l	chr15	FALSE	FALSE
Nfix	chr8	FALSE	FALSE
Tmtc4	chr14	TRUE	TRUE
Clec16a	chr16	FALSE	FALSE
A330070K13Rik	chr5	TRUE	FALSE
Ror2	chr13	FALSE	FALSE
Mon2	chr10	FALSE	FALSE
Rnmt	chr18	TRUE	TRUE
Hdhd5	chr6	FALSE	FALSE
Hivep2	chr10	FALSE	FALSE
Atp7b	chr8	FALSE	TRUE
Galnt9	chr5	FALSE	FALSE
Cpm	chr10	FALSE	FALSE
Trp63	chr16	FALSE	FALSE
Sh3bp5	chr14	FALSE	FALSE
Epc2	chr2	FALSE	FALSE
Tnni1	chr1	FALSE	FALSE
Pde7a	chr3	FALSE	FALSE
Elavl3	chr9	FALSE	FALSE
Poc1b	chr10	FALSE	FALSE
Pip5k1b	chr19	FALSE	FALSE
Col11a1	chr3	FALSE	FALSE
Tmem29	chrX	FALSE	FALSE
Cdan1	chr2	FALSE	FALSE
Foxp4	chr17	FALSE	FALSE
Creb5	chr6	FALSE	TRUE
Ubap2l	chr3	FALSE	FALSE
Slc44a5	chr3	FALSE	FALSE
Ube3c	chr5	FALSE	FALSE
Rbm33	chr5	FALSE	FALSE
Mertk	chr2	FALSE	FALSE
Klhl2	chr8	FALSE	FALSE
Erbin	chr13	FALSE	FALSE
Intu	chr3	TRUE	FALSE
Map3k13	chr16	FALSE	FALSE
Clint1	chr11	FALSE	FALSE
Lama1	chr17	FALSE	FALSE
Hdac4	chr1	FALSE	FALSE
Iqsec1	chr6	FALSE	FALSE
Mlxip	chr5	FALSE	FALSE
Esd	chr14	FALSE	FALSE
Adra1d	chr2	FALSE	FALSE
Dgcr2	chr16	FALSE	FALSE
Duoxa1	chr2	FALSE	FALSE
Trim2	chr3	FALSE	FALSE
Ica1	chr6	FALSE	FALSE
Gprc5b	chr7	FALSE	FALSE
Pou3f3	chr1	FALSE	FALSE
Ccdc171	chr4	FALSE	TRUE
Tmem238	chr7	TRUE	FALSE
Tex264	chr9	FALSE	FALSE
Oas1f	chr5	FALSE	FALSE
Myof	chr19	TRUE	TRUE
Ndst4	chr3	FALSE	FALSE
Kctd16	chr18	TRUE	FALSE
Dok6	chr18	FALSE	FALSE
Mib1	chr18	FALSE	FALSE
Gpc5	chr14	FALSE	FALSE
Bicd2	chr13	FALSE	FALSE
Tgfbrap1	chr1	FALSE	FALSE
Plagl1	chr10	FALSE	FALSE
Cd82	chr2	FALSE	FALSE
Ogdhl	chr14	FALSE	FALSE
Katnal2	chr18	FALSE	FALSE
Dennd5b	chr6	FALSE	FALSE
Npas3	chr12	FALSE	FALSE
Negr1	chr3	FALSE	FALSE
Zc3h13	chr14	FALSE	FALSE
Prrc2b	chr2	FALSE	FALSE
Rfx6	chr10	FALSE	FALSE
Ccny	chr18	FALSE	FALSE
Htr1f	chr16	FALSE	FALSE
Brinp1	chr4	FALSE	FALSE
Spata7	chr12	FALSE	FALSE
Pgm1	chr4	FALSE	FALSE
Mapkbp1	chr2	FALSE	FALSE
Pcmtd1	chr1	FALSE	FALSE
Zdhhc14	chr17	FALSE	FALSE
Lrmda	chr14	FALSE	FALSE
Batf	chr12	FALSE	FALSE
Gm16223	chr5	FALSE	FALSE
Ice1	chr13	FALSE	TRUE
Arap1	chr7	FALSE	FALSE
Rin3	chr12	FALSE	FALSE
Sec14l1	chr11	FALSE	FALSE
Stx18	chr5	FALSE	FALSE
Sspo	chr6	FALSE	FALSE
Lrp6	chr6	FALSE	FALSE
Kifap3	chr1	FALSE	FALSE
Amer2	chr14	TRUE	TRUE
Cep170b	chr12	FALSE	FALSE
Ptgfrn	chr3	FALSE	FALSE
Wscd1	chr11	FALSE	FALSE
Il10ra	chr9	TRUE	FALSE
Tbc1d5	chr17	FALSE	FALSE
Dazl	chr17	TRUE	TRUE
Zfp217	chr2	FALSE	FALSE
Klf8	chrX	FALSE	FALSE
Nr1h4	chr10	FALSE	FALSE
Arsg	chr11	TRUE	TRUE
Map3k2	chr18	FALSE	FALSE
Dtna	chr18	FALSE	TRUE
Grk6	chr13	FALSE	FALSE
Adamts18	chr8	TRUE	TRUE
Slc25a26	chr6	FALSE	TRUE
Col7a1	chr9	FALSE	FALSE
Ubr3	chr2	FALSE	FALSE
Abtb2	chr2	TRUE	FALSE
Poc1a	chr9	FALSE	FALSE
Cdh6	chr15	FALSE	FALSE
Lpin2	chr17	FALSE	FALSE
Rnf13	chr3	FALSE	FALSE
Mpp4	chr1	FALSE	FALSE
Serpinb2	chr1	TRUE	FALSE
Spop	chr11	FALSE	FALSE
Dusp1	chr17	TRUE	FALSE
Rcor1	chr12	FALSE	FALSE
Samd4b	chr7	FALSE	FALSE
Bptf	chr11	FALSE	FALSE
Lhfpl3	chr5	TRUE	FALSE
Ttc27	chr17	FALSE	FALSE
Ppp2r5a	chr1	FALSE	TRUE
Trim33	chr3	FALSE	TRUE
Col13a1	chr10	FALSE	FALSE
Sorbs2	chr8	FALSE	FALSE
Atp8b1	chr18	FALSE	FALSE
Gtf2f2	chr14	FALSE	FALSE
Phf20	chr2	FALSE	FALSE
Slc2a9	chr5	FALSE	TRUE
Fam120c	chrX	FALSE	FALSE
Map4k4	chr1	FALSE	FALSE
Catspere2	chr1	FALSE	FALSE
Xylb	chr9	FALSE	FALSE
Inpp4b	chr8	FALSE	FALSE
Cnot6l	chr5	FALSE	FALSE
Stx8	chr11	FALSE	FALSE
Saxo1	chr4	FALSE	FALSE
Taf4b	chr18	FALSE	FALSE
Zzef1	chr11	FALSE	FALSE
Tmprss7	chr16	TRUE	TRUE
Uggt1	chr1	FALSE	FALSE
Pvalb	chr15	FALSE	FALSE
Nuak1	chr10	FALSE	FALSE
Fermt2	chr14	FALSE	FALSE
Mink1	chr11	FALSE	FALSE
Col4a1	chr8	FALSE	FALSE
Ddit4l	chr3	FALSE	FALSE
Abcb4	chr5	FALSE	FALSE
Cbfa2t2	chr2	TRUE	FALSE
Ccdc73	chr2	FALSE	FALSE
Tanc1	chr2	FALSE	FALSE
Mgat4b	chr11	FALSE	FALSE
Slc6a13	chr6	FALSE	FALSE
L3mbtl4	chr17	TRUE	FALSE
Nxph1	chr6	TRUE	FALSE
Ints6	chr14	FALSE	FALSE
Prr7	chr13	FALSE	FALSE
Ndp	chrX	TRUE	TRUE
Mgat5b	chr11	FALSE	FALSE
Cd59b	chr2	FALSE	FALSE
Cacul1	chr19	FALSE	FALSE
Tmem135	chr7	FALSE	FALSE
Ptpn11	chr5	FALSE	FALSE
Abcg1	chr17	FALSE	FALSE
Dipk1a	chr5	FALSE	FALSE
Kcnq4	chr4	FALSE	FALSE
Ppp3cc	chr14	FALSE	FALSE
Atoh8	chr6	TRUE	TRUE
Htt	chr5	FALSE	FALSE
Efhd2	chr4	FALSE	FALSE
Fam162a	chr16	FALSE	FALSE
Tbc1d2b	chr9	FALSE	TRUE
Bex6	chr16	TRUE	FALSE
Srek1ip1	chr13	FALSE	TRUE
Man2a1	chr17	TRUE	FALSE
Nova2	chr7	FALSE	FALSE
Ranbp9	chr13	FALSE	FALSE
Fam13c	chr10	FALSE	FALSE
Tcerg1	chr18	FALSE	FALSE
Ppp1r12a	chr10	FALSE	FALSE
Braf	chr6	FALSE	FALSE
Ptpn3	chr4	FALSE	TRUE
Ap1b1	chr11	FALSE	FALSE
Myo6	chr9	FALSE	FALSE
Dapk2	chr9	FALSE	FALSE
Csnk1g3	chr18	FALSE	FALSE
Rtl9	chrX	FALSE	FALSE
4930505A04Rik	chr11	TRUE	TRUE
Tekt1	chr11	FALSE	FALSE
Alpk1	chr3	FALSE	FALSE
4932438H23Rik	chr16	FALSE	FALSE
Unc13a	chr8	FALSE	FALSE
Rnf19a	chr15	FALSE	FALSE
Gpc1	chr1	FALSE	FALSE
Pex5l	chr3	FALSE	FALSE
Mov10l1	chr15	FALSE	FALSE
Trank1	chr9	FALSE	FALSE
Syt16	chr12	FALSE	FALSE
Strn	chr17	FALSE	FALSE
Nf2	chr11	FALSE	FALSE
Zbed4	chr15	FALSE	FALSE
Vps13c	chr9	FALSE	FALSE
Dennd4c	chr4	FALSE	FALSE
Arl5a	chr2	FALSE	FALSE
Sestd1	chr2	FALSE	FALSE
Pccb	chr9	FALSE	FALSE
Armc2	chr10	TRUE	FALSE
Ust	chr10	FALSE	FALSE
Mrpl33	chr5	FALSE	FALSE
Dcc	chr18	FALSE	FALSE
Srr	chr11	FALSE	FALSE
Car5a	chr8	FALSE	FALSE
Col9a3	chr2	FALSE	FALSE
Adam10	chr9	FALSE	FALSE
Gfra1	chr19	FALSE	FALSE
Map2k5	chr9	FALSE	FALSE
Cdc40	chr10	TRUE	TRUE
Tmem65	chr15	TRUE	FALSE
Nacc2	chr2	FALSE	FALSE
Itgb4	chr11	FALSE	FALSE
Sae1	chr7	FALSE	FALSE
Il11ra1	chr4	FALSE	TRUE
Padi1	chr4	FALSE	FALSE
Dglucy	chr12	TRUE	TRUE
2210408I21Rik	chr13	FALSE	FALSE
Ncoa5	chr2	FALSE	FALSE
Hddc2	chr10	FALSE	FALSE
Acad10	chr5	FALSE	FALSE
Asic2	chr11	FALSE	FALSE
Jmjd1c	chr10	FALSE	FALSE
Lemd2	chr17	FALSE	FALSE
Gk5	chr9	FALSE	FALSE
Slc6a12	chr6	FALSE	FALSE
Cilp	chr9	FALSE	FALSE
Prpf40a	chr2	FALSE	FALSE
Tmem241	chr18	FALSE	FALSE
Btrc	chr19	FALSE	FALSE
Mmp16	chr4	FALSE	FALSE
Flnb	chr14	FALSE	FALSE
Lgi2	chr5	FALSE	TRUE
Uxs1	chr1	FALSE	FALSE
Gsdme	chr6	FALSE	FALSE
Bend3	chr10	FALSE	FALSE
Bbx	chr16	FALSE	TRUE
Ppm1b	chr17	FALSE	FALSE
Hmcn2	chr2	FALSE	FALSE
Fabp12	chr3	FALSE	FALSE
Rundc3b	chr5	FALSE	FALSE
Cdh7	chr1	TRUE	TRUE
Ercc6	chr14	FALSE	FALSE
Rffl	chr11	FALSE	FALSE
Ly6g6c	chr17	TRUE	FALSE
Atm	chr9	FALSE	FALSE
Oxr1	chr15	FALSE	FALSE
Fam78a	chr2	FALSE	FALSE
Mbtps1	chr8	FALSE	FALSE
Top3b	chr16	FALSE	FALSE
Itprid1	chr6	FALSE	FALSE
Prdm2	chr4	FALSE	FALSE
Disc1	chr8	FALSE	FALSE
Mast3	chr8	FALSE	FALSE
Mtmr3	chr11	FALSE	FALSE
Atp11c	chrX	FALSE	FALSE
Nadk	chr4	FALSE	FALSE
Fam169b	chr7	FALSE	FALSE
Phtf2	chr5	FALSE	FALSE
Ccser2	chr14	FALSE	FALSE
Flt3	chr5	FALSE	FALSE
Nptn	chr9	FALSE	FALSE
Taf4	chr2	FALSE	FALSE
Pias2	chr18	FALSE	FALSE
Stat5a	chr11	FALSE	FALSE
Pum2	chr12	FALSE	FALSE
Kdm3b	chr18	FALSE	FALSE
Myh11	chr16	FALSE	FALSE
Bub1b	chr2	FALSE	FALSE
Slc25a12	chr2	FALSE	FALSE
St8sia6	chr2	FALSE	FALSE
Adgra1	chr7	FALSE	FALSE
Lamc2	chr1	TRUE	FALSE
Slc16a7	chr10	FALSE	FALSE
Tmem260	chr14	FALSE	FALSE
Angpt4	chr2	FALSE	FALSE
Cfdp1	chr8	FALSE	FALSE
Cryzl2	chr1	FALSE	FALSE
Wdr59	chr8	FALSE	FALSE
Cdh11	chr8	FALSE	FALSE
Hace1	chr10	FALSE	FALSE
Mark4	chr7	FALSE	FALSE
Actn4	chr7	FALSE	FALSE
Prmt8	chr6	FALSE	FALSE
Clic4	chr4	FALSE	FALSE
Hapln3	chr7	FALSE	FALSE
Morc4	chrX	FALSE	FALSE
Kremen1	chr11	FALSE	FALSE
Tspan13	chr12	FALSE	FALSE
Ryk	chr9	FALSE	FALSE
Zfp597	chr16	FALSE	FALSE
Ppp2r2a	chr14	FALSE	FALSE
Ncf1	chr5	FALSE	FALSE
Hdac11	chr6	TRUE	FALSE
Med16	chr10	FALSE	FALSE
Prdm1	chr10	FALSE	FALSE
Gm5134	chr10	TRUE	FALSE
Ipcef1	chr10	TRUE	FALSE
Banp	chr8	FALSE	FALSE
Tecpr1	chr5	FALSE	FALSE
Scg5	chr2	FALSE	FALSE
Dao	chr5	FALSE	FALSE
Raver2	chr4	FALSE	FALSE
Pygl	chr12	FALSE	FALSE
Ehmt1	chr2	FALSE	FALSE
Slc7a7	chr14	FALSE	FALSE
Osbpl8	chr10	FALSE	FALSE
Sec24d	chr3	FALSE	FALSE
Ascc2	chr11	FALSE	FALSE
Itga7	chr10	TRUE	TRUE
Kdm1a	chr4	FALSE	FALSE
Gpatch2l	chr12	FALSE	FALSE
Mlxipl	chr5	FALSE	FALSE
Cep135	chr5	FALSE	FALSE
Rnf141	chr7	FALSE	FALSE
Phactr4	chr4	FALSE	FALSE
Rev3l	chr10	FALSE	FALSE
Galnt10	chr11	FALSE	FALSE
Sec11a	chr7	FALSE	FALSE
Rtf1	chr2	FALSE	FALSE
Rad54l2	chr9	FALSE	FALSE
Ly75	chr2	FALSE	FALSE
Obscn	chr11	FALSE	FALSE
Man1a2	chr3	FALSE	FALSE
Arih1	chr9	FALSE	FALSE
Mllt6	chr11	FALSE	FALSE
Farsb	chr1	FALSE	FALSE
Rbm20	chr19	FALSE	FALSE
Eea1	chr10	FALSE	FALSE
Steap3	chr1	FALSE	FALSE
Crcp	chr5	FALSE	FALSE
Il6ra	chr3	FALSE	FALSE
Med15	chr16	FALSE	FALSE
Foxo1	chr3	FALSE	TRUE
Dag1	chr9	FALSE	FALSE
Glb1l2	chr9	FALSE	FALSE
Skap2	chr6	FALSE	FALSE
Prr14l	chr5	FALSE	FALSE
Col8a2	chr4	FALSE	FALSE
Sh3tc1	chr5	FALSE	FALSE
Vezt	chr10	FALSE	FALSE
Oxct1	chr15	FALSE	FALSE
Pus10	chr11	FALSE	FALSE
Ttc39a	chr4	FALSE	FALSE
Dennd5a	chr7	FALSE	FALSE
Dock2	chr11	FALSE	FALSE
Znrf1	chr8	FALSE	FALSE
Ankrd6	chr4	FALSE	FALSE
Cmya5	chr13	FALSE	FALSE
Samd14	chr11	FALSE	FALSE
Neurl1a	chr19	FALSE	FALSE
Anxa2	chr9	FALSE	FALSE
Gli2	chr1	FALSE	FALSE
Nek10	chr14	TRUE	FALSE
C5ar1	chr7	FALSE	FALSE
Ninl	chr2	FALSE	FALSE
Cd46	chr1	FALSE	FALSE
Grm4	chr17	FALSE	FALSE
Nostrin	chr2	FALSE	FALSE
Prr5l	chr2	FALSE	FALSE
Grid1	chr14	TRUE	FALSE
Shank3	chr15	FALSE	FALSE
Vsnl1	chr12	FALSE	FALSE
5730522E02Rik	chr11	FALSE	FALSE
Dcaf5	chr12	FALSE	FALSE
Cracr2a	chr6	FALSE	FALSE
Hsf5	chr11	FALSE	FALSE
Micu2	chr14	FALSE	FALSE
Il17ra	chr6	FALSE	FALSE
Zc3hav1	chr6	FALSE	FALSE
Rnf182	chr13	TRUE	TRUE
Smchd1	chr17	FALSE	FALSE
Spam1	chr6	TRUE	FALSE
Igdcc4	chr9	FALSE	FALSE
Zfyve28	chr5	FALSE	FALSE
Zbtb46	chr2	FALSE	FALSE
Chst9	chr18	TRUE	FALSE
Elp2	chr18	FALSE	FALSE
Araf	chrX	FALSE	FALSE
Plch1	chr3	FALSE	FALSE
Pik3cd	chr4	FALSE	FALSE
Melk	chr4	FALSE	FALSE
Vangl2	chr1	FALSE	FALSE
Ccdc150	chr1	FALSE	FALSE
Kl	chr5	FALSE	FALSE
Frmpd1	chr4	FALSE	FALSE
Wdr36	chr18	FALSE	FALSE
Plekhf1	chr7	TRUE	TRUE
Dgkd	chr1	FALSE	FALSE
Mob3b	chr4	FALSE	FALSE
Rapgef5	chr12	FALSE	FALSE
Glt1d1	chr5	FALSE	FALSE
Laptm4b	chr15	FALSE	FALSE
Dclk2	chr3	TRUE	FALSE
Igsf11	chr16	FALSE	FALSE
Cdip1	chr16	FALSE	FALSE
St7	chr6	FALSE	FALSE
Wdpcp	chr11	TRUE	FALSE
Depdc5	chr5	FALSE	FALSE
Pdpr	chr8	FALSE	FALSE
Pla2r1	chr2	FALSE	TRUE
Myo3a	chr2	FALSE	FALSE
Usp47	chr7	FALSE	FALSE
Adcy2	chr13	FALSE	FALSE
Angptl2	chr2	FALSE	FALSE
Dlc1	chr8	TRUE	FALSE
Brwd3	chrX	FALSE	FALSE
Xpnpep1	chr19	FALSE	FALSE
Barhl1	chr2	FALSE	FALSE
Rdx	chr9	FALSE	FALSE
Sec63	chr10	FALSE	FALSE
Vmp1	chr11	FALSE	FALSE
Ly86	chr13	FALSE	TRUE
Dera	chr6	FALSE	FALSE
Vps26c	chr16	FALSE	FALSE
Ndst1	chr18	FALSE	FALSE
Rad54l	chr4	FALSE	FALSE
Pax7	chr4	FALSE	FALSE
Dcdc2a	chr13	FALSE	FALSE
Cdc42ep4	chr11	FALSE	FALSE
Rsu1	chr2	FALSE	FALSE
Ttll11	chr2	FALSE	FALSE
Tmc5	chr7	FALSE	FALSE
Wac	chr18	FALSE	FALSE
Nsd1	chr13	FALSE	FALSE
Hif1an	chr19	FALSE	FALSE
Bdkrb2	chr12	FALSE	FALSE
Lrfn3	chr7	FALSE	FALSE
Ext2	chr2	FALSE	FALSE
Iqca1l	chr5	FALSE	FALSE
Zcchc24	chr14	FALSE	FALSE
Zfp664	chr5	FALSE	FALSE
Rnf38	chr4	FALSE	FALSE
Ube2u	chr4	FALSE	TRUE
Kctd3	chr1	FALSE	FALSE
Crb2	chr2	FALSE	FALSE
Jarid2	chr13	FALSE	TRUE
Gnal	chr18	FALSE	FALSE
Actg2	chr6	TRUE	FALSE
Ssh1	chr5	FALSE	FALSE
Etv6	chr6	FALSE	FALSE
Bmpr1a	chr14	FALSE	FALSE
Rnf144a	chr12	FALSE	FALSE
Hira	chr16	FALSE	FALSE
Fhad1	chr4	FALSE	FALSE
Bcar3	chr3	FALSE	FALSE
