gene_name	chr	K119ub_up	MeCP2_up
Slc16a11	chr11	TRUE	FALSE
Atp13a2	chr4	FALSE	FALSE
Kctd15	chr7	FALSE	FALSE
Znfx1	chr2	FALSE	TRUE
Nipsnap3b	chr4	TRUE	FALSE
Alkbh3	chr2	TRUE	FALSE
Slc17a9	chr2	FALSE	FALSE
Fkbp3	chr12	TRUE	FALSE
Usp37	chr1	FALSE	FALSE
Fxyd2	chr9	TRUE	FALSE
Cav3	chr6	TRUE	FALSE
Msc	chr1	TRUE	FALSE
Tmcc2	chr1	FALSE	FALSE
Eif2a	chr3	TRUE	TRUE
Mpdz	chr4	FALSE	FALSE
Arhgef5	chr6	TRUE	FALSE
Rrbp1	chr2	TRUE	TRUE
Pym1	chr10	TRUE	FALSE
Fam131a	chr16	TRUE	FALSE
Cdc20b	chr13	TRUE	TRUE
Slc18a2	chr19	FALSE	FALSE
Slc12a4	chr8	FALSE	FALSE
Ipo13	chr4	TRUE	FALSE
Kcng1	chr2	FALSE	FALSE
C330018D20Rik	chr18	TRUE	TRUE
Rnpepl1	chr1	FALSE	FALSE
Tars2	chr3	FALSE	FALSE
2610318N02Rik	chr16	TRUE	TRUE
Zfp689	chr7	TRUE	FALSE
Cd9	chr6	FALSE	FALSE
Cactin	chr10	FALSE	FALSE
Kcnd3	chr3	TRUE	FALSE
Pkib	chr10	TRUE	TRUE
Tmem121b	chr6	FALSE	FALSE
Tcp1	chr17	FALSE	FALSE
Nnmt	chr9	FALSE	FALSE
Cfb	chr17	FALSE	FALSE
Efcab11	chr12	TRUE	TRUE
Fgf2	chr3	FALSE	FALSE
Bcs1l	chr1	TRUE	TRUE
Utp14a	chrX	TRUE	FALSE
Faap100	chr11	FALSE	FALSE
Gab1	chr8	TRUE	TRUE
Mrpl35	chr6	TRUE	FALSE
Ndrg2	chr14	FALSE	FALSE
Tmem63b	chr17	FALSE	FALSE
Dpp3	chr19	FALSE	TRUE
Zfp637	chr6	TRUE	TRUE
Appl2	chr10	FALSE	FALSE
Syngr4	chr7	TRUE	FALSE
Kcnn2	chr18	TRUE	FALSE
Plcl2	chr17	TRUE	FALSE
C8b	chr4	FALSE	FALSE
Adam2	chr14	FALSE	FALSE
Meox1	chr11	FALSE	FALSE
1700001O22Rik	chr2	TRUE	TRUE
Prmt6	chr3	TRUE	FALSE
Lingo2	chr4	FALSE	FALSE
Smim20	chr5	TRUE	TRUE
Sugt1	chr14	FALSE	FALSE
Mycn	chr12	FALSE	TRUE
Rab11fip2	chr19	TRUE	TRUE
Tom1	chr8	TRUE	FALSE
Tmem158	chr9	FALSE	FALSE
Hpdl	chr4	TRUE	TRUE
Kdm1b	chr13	FALSE	FALSE
Pkd1	chr17	FALSE	FALSE
Hdac3	chr18	TRUE	TRUE
Nxn	chr11	TRUE	FALSE
Dlg1	chr16	TRUE	FALSE
Gcnt4	chr13	TRUE	FALSE
Slc10a4	chr5	TRUE	TRUE
Uhrf2	chr19	TRUE	FALSE
Jade1	chr3	TRUE	FALSE
Fndc3b	chr3	TRUE	TRUE
Rgs11	chr17	FALSE	FALSE
Timm10b	chr7	TRUE	FALSE
1700018B08Rik	chr8	FALSE	FALSE
Cnfn	chr7	FALSE	TRUE
Kif5b	chr18	FALSE	FALSE
Mettl25	chr10	TRUE	FALSE
Ptpn21	chr12	TRUE	FALSE
Itga4	chr2	TRUE	FALSE
Tmem132b	chr5	FALSE	TRUE
Zc3h7b	chr15	FALSE	FALSE
Aldh6a1	chr12	TRUE	FALSE
Tmem151b	chr17	FALSE	FALSE
S1pr2	chr9	FALSE	FALSE
Pyy	chr11	FALSE	FALSE
Dcakd	chr11	FALSE	FALSE
Ldb1	chr19	TRUE	FALSE
Id2	chr12	TRUE	FALSE
Asgr2	chr11	FALSE	TRUE
Mcmbp	chr7	FALSE	FALSE
Lrrc25	chr8	TRUE	FALSE
Scrib	chr15	FALSE	TRUE
Pfdn4	chr2	FALSE	FALSE
Kansl2	chr15	FALSE	FALSE
Dcx	chrX	TRUE	TRUE
Jup	chr11	FALSE	FALSE
Ftcd	chr10	FALSE	FALSE
Mecom	chr3	FALSE	FALSE
Mapk9	chr11	FALSE	FALSE
Cerk	chr15	TRUE	FALSE
Traf3	chr12	TRUE	FALSE
Pttg1ip	chr10	FALSE	FALSE
Adgrl1	chr8	FALSE	FALSE
Ankdd1a	chr9	TRUE	TRUE
Tas2r134	chr2	FALSE	FALSE
Yap1	chr9	TRUE	FALSE
Anks3	chr16	FALSE	FALSE
Cxxc1	chr18	TRUE	TRUE
Fktn	chr4	FALSE	FALSE
Prkd1	chr12	TRUE	TRUE
Abcd4	chr12	TRUE	TRUE
Parp14	chr16	FALSE	TRUE
Stx12	chr4	FALSE	FALSE
Utp3	chr5	TRUE	FALSE
Plch2	chr4	FALSE	FALSE
Orai1	chr5	FALSE	FALSE
Slc8a2	chr7	FALSE	FALSE
Chrna10	chr7	FALSE	FALSE
Brd9	chr13	TRUE	FALSE
Luzp2	chr7	FALSE	FALSE
Slc15a4	chr5	FALSE	FALSE
Ccdc180	chr4	FALSE	FALSE
Bmt2	chr6	TRUE	FALSE
Vdac1	chr11	FALSE	FALSE
Lpcat1	chr13	TRUE	TRUE
Ticrr	chr7	TRUE	FALSE
Evx1	chr6	FALSE	FALSE
Mettl21a	chr1	TRUE	FALSE
Nsg2	chr11	TRUE	TRUE
Rnd2	chr11	TRUE	FALSE
Dclre1b	chr3	TRUE	TRUE
Ggt5	chr10	TRUE	FALSE
Slc4a3	chr1	FALSE	TRUE
Myh14	chr7	TRUE	TRUE
Gcnt1	chr19	TRUE	FALSE
Tmem218	chr9	TRUE	FALSE
Gak	chr5	FALSE	FALSE
Nfatc4	chr14	FALSE	FALSE
Slc4a11	chr2	FALSE	FALSE
Fgf13	chrX	TRUE	TRUE
Ano2	chr6	FALSE	FALSE
Fam118b	chr9	FALSE	FALSE
Steap2	chr5	TRUE	FALSE
E330034G19Rik	chr14	FALSE	FALSE
Hk1	chr10	TRUE	FALSE
Ptchd1	chrX	FALSE	TRUE
Insyn2a	chr7	TRUE	FALSE
Ryr3	chr2	TRUE	FALSE
Rrp7a	chr15	FALSE	FALSE
Pygb	chr2	FALSE	TRUE
Tada3	chr6	FALSE	FALSE
Cadm3	chr1	TRUE	FALSE
Net1	chr13	TRUE	TRUE
Zp1	chr19	TRUE	FALSE
Ndufa10	chr1	FALSE	FALSE
Stac	chr9	FALSE	FALSE
Rax	chr18	FALSE	FALSE
Vars2	chr17	FALSE	FALSE
Fosb	chr7	TRUE	TRUE
Rbm4b	chr19	FALSE	FALSE
Ak4	chr4	TRUE	TRUE
Ppfia4	chr1	FALSE	FALSE
Wdr3	chr3	TRUE	TRUE
Man2a2	chr7	FALSE	FALSE
Exd1	chr2	TRUE	TRUE
Tle2	chr10	TRUE	TRUE
Utp14b	chr1	TRUE	FALSE
Cst6	chr19	TRUE	FALSE
Nat10	chr2	FALSE	TRUE
Gnpda1	chr18	TRUE	FALSE
Bag1	chr4	TRUE	FALSE
Hba-x	chr11	FALSE	TRUE
Ebf3	chr7	TRUE	TRUE
Pkd2	chr5	FALSE	FALSE
Zfp593	chr4	TRUE	TRUE
Zfp691	chr4	TRUE	FALSE
Cxcl1	chr5	TRUE	FALSE
Hmx1	chr5	FALSE	TRUE
Usp1	chr4	TRUE	TRUE
Siglec15	chr18	TRUE	TRUE
4931414P19Rik	chr14	TRUE	TRUE
Mkks	chr2	TRUE	TRUE
Zfp574	chr7	FALSE	FALSE
2410002F23Rik	chr7	FALSE	FALSE
Gabra5	chr7	FALSE	FALSE
Acsbg1	chr9	TRUE	TRUE
Ugdh	chr5	TRUE	TRUE
Tlr9	chr9	FALSE	FALSE
Ly6h	chr15	FALSE	TRUE
Eloc	chr1	TRUE	FALSE
Fam43b	chr4	FALSE	FALSE
Hnrnpul2	chr19	TRUE	FALSE
Pax1	chr2	FALSE	FALSE
Rbm3	chrX	FALSE	FALSE
Hbegf	chr18	TRUE	TRUE
Dbi	chr1	TRUE	TRUE
Gfi1	chr5	FALSE	FALSE
Prc1	chr7	FALSE	TRUE
Slc41a1	chr1	FALSE	FALSE
Adora2a	chr10	FALSE	TRUE
C1qtnf4	chr2	FALSE	FALSE
Hapln2	chr3	FALSE	TRUE
Dock11	chrX	TRUE	TRUE
Marchf11	chr15	TRUE	FALSE
Mfsd2a	chr4	FALSE	FALSE
Raly	chr2	TRUE	FALSE
Leng8	chr7	FALSE	FALSE
Dennd2a	chr6	TRUE	FALSE
Gsg1	chr6	FALSE	TRUE
Ep300	chr15	FALSE	FALSE
Prss28	chr17	FALSE	TRUE
Matk	chr10	FALSE	FALSE
Calu	chr6	TRUE	FALSE
Grm2	chr9	TRUE	TRUE
Inpp5k	chr11	FALSE	FALSE
Jpt1	chr11	TRUE	FALSE
Fam43a	chr16	TRUE	FALSE
Nobox	chr6	TRUE	TRUE
Loxl4	chr19	TRUE	TRUE
Extl1	chr4	FALSE	TRUE
Hcrtr2	chr9	TRUE	TRUE
Pkp4	chr2	TRUE	TRUE
Lcn9	chr2	FALSE	FALSE
Irf8	chr8	FALSE	FALSE
Slc8b1	chr5	FALSE	FALSE
Dnajc4	chr19	TRUE	TRUE
Sash3	chrX	FALSE	FALSE
Armc3	chr2	TRUE	TRUE
Snap47	chr11	FALSE	TRUE
Bin3	chr14	TRUE	FALSE
A530016L24Rik	chr12	FALSE	FALSE
Adamts20	chr15	TRUE	FALSE
Ccdc175	chr12	TRUE	TRUE
Npr3	chr15	FALSE	TRUE
Fkbp10	chr11	FALSE	FALSE
Ric8a	chr7	TRUE	FALSE
Ube2s	chr7	FALSE	FALSE
Zfp777	chr6	TRUE	FALSE
Lrwd1	chr5	FALSE	FALSE
Fbxl22	chr9	TRUE	FALSE
1700008O03Rik	chr7	TRUE	FALSE
Katnb1	chr8	TRUE	FALSE
Slc34a2	chr5	TRUE	FALSE
Zfp263	chr16	TRUE	FALSE
Abracl	chr10	TRUE	FALSE
Cybc1	chr11	TRUE	FALSE
Cnnm3	chr1	FALSE	FALSE
Nlrp3	chr11	FALSE	FALSE
Tpm1	chr9	TRUE	FALSE
Pign	chr1	TRUE	TRUE
Asic1	chr15	FALSE	FALSE
Zswim8	chr14	FALSE	FALSE
Tead4	chr6	TRUE	FALSE
Ssc5d	chr7	TRUE	TRUE
Bicdl2	chr17	FALSE	FALSE
Mon1b	chr8	TRUE	FALSE
Rab1a	chr11	FALSE	FALSE
Lamp5	chr2	TRUE	FALSE
Pigk	chr3	TRUE	FALSE
Ube2b	chr11	FALSE	FALSE
Blcap	chr2	TRUE	TRUE
Zfp64	chr2	TRUE	TRUE
Dnah2	chr11	FALSE	FALSE
Nubp1	chr16	FALSE	FALSE
Mfap3l	chr8	TRUE	FALSE
Celsr2	chr3	TRUE	TRUE
Usp6nl	chr2	TRUE	FALSE
Erich6	chr3	FALSE	FALSE
Dand5	chr8	TRUE	FALSE
Cdh5	chr8	FALSE	TRUE
Ermn	chr2	TRUE	TRUE
Tmc8	chr11	FALSE	FALSE
Map4k1	chr7	TRUE	FALSE
Unc119b	chr5	TRUE	TRUE
G3bp1	chr11	FALSE	FALSE
2300009A05Rik	chr9	FALSE	FALSE
Fa2h	chr8	TRUE	FALSE
Atg2a	chr19	FALSE	FALSE
Abca1	chr4	TRUE	FALSE
Txn1	chr4	TRUE	TRUE
Foxj2	chr6	TRUE	FALSE
Cpn2	chr16	TRUE	FALSE
Comtd1	chr14	TRUE	FALSE
Tada1	chr1	TRUE	FALSE
Tac4	chr11	FALSE	FALSE
Cx3cl1	chr8	FALSE	FALSE
Gpr83	chr9	TRUE	TRUE
Atf7ip	chr6	TRUE	TRUE
Tmem18	chr12	TRUE	FALSE
Fam50b	chr13	FALSE	FALSE
Plod3	chr5	FALSE	FALSE
St3gal2	chr8	TRUE	FALSE
Prkaa2	chr4	TRUE	TRUE
Stac2	chr11	TRUE	FALSE
Nufip1	chr14	FALSE	TRUE
Castor1	chr11	FALSE	TRUE
Papolb	chr5	TRUE	TRUE
Dvl3	chr16	FALSE	TRUE
Pdzd4	chrX	FALSE	FALSE
Angptl7	chr4	FALSE	FALSE
Irf5	chr6	FALSE	FALSE
Tuba8	chr6	FALSE	FALSE
Hnf1b	chr11	FALSE	FALSE
Zfp46	chr4	TRUE	FALSE
Habp4	chr13	TRUE	FALSE
Ctsh	chr9	FALSE	FALSE
Ctdspl	chr9	TRUE	TRUE
Acap3	chr4	FALSE	TRUE
Timmdc1	chr16	TRUE	FALSE
Mapk8ip3	chr17	FALSE	FALSE
Cdh3	chr8	TRUE	FALSE
Smg9	chr7	FALSE	FALSE
Lig3	chr11	FALSE	TRUE
Arid5a	chr1	FALSE	TRUE
Gys1	chr7	TRUE	FALSE
Nod1	chr6	FALSE	FALSE
Grpel1	chr5	TRUE	TRUE
Exoc8	chr8	FALSE	FALSE
Ptpdc1	chr13	FALSE	FALSE
Fam83e	chr7	FALSE	FALSE
Traf2	chr2	FALSE	FALSE
Casq2	chr3	FALSE	FALSE
Vwc2	chr11	FALSE	FALSE
Aig1	chr10	TRUE	FALSE
Eef2kmt	chr16	TRUE	FALSE
5530401A14Rik	chr11	FALSE	TRUE
Oard1	chr17	TRUE	FALSE
Cyp11a1	chr9	FALSE	FALSE
Arf4	chr14	TRUE	FALSE
Egr2	chr10	FALSE	TRUE
Srrm2	chr17	FALSE	FALSE
Pafah1b2	chr9	TRUE	FALSE
Tspyl2	chrX	FALSE	TRUE
Rad9b	chr5	TRUE	FALSE
Tbc1d22a	chr15	TRUE	TRUE
Lnpep	chr17	TRUE	FALSE
Minpp1	chr19	TRUE	FALSE
Top2b	chr14	FALSE	FALSE
4933405L10Rik	chr8	TRUE	FALSE
Sdcbp2	chr2	TRUE	FALSE
Eps8l3	chr3	FALSE	TRUE
Kcnj12	chr11	FALSE	TRUE
Cyp1b1	chr17	TRUE	FALSE
Cacng4	chr11	FALSE	FALSE
Ap5z1	chr5	TRUE	TRUE
Mdh2	chr5	FALSE	FALSE
D6Ertd527e	chr6	FALSE	FALSE
Vamp4	chr1	TRUE	TRUE
Nek6	chr2	TRUE	TRUE
Hs3st4	chr7	TRUE	TRUE
Sall3	chr18	FALSE	FALSE
Tnfaip2	chr12	FALSE	TRUE
Trim39	chr17	FALSE	FALSE
Suclg1	chr6	FALSE	FALSE
Sbk2	chr7	FALSE	FALSE
Spem2	chr11	FALSE	FALSE
Acbd5	chr2	FALSE	FALSE
Slc11a2	chr15	TRUE	FALSE
Sarnp	chr10	FALSE	TRUE
Tank	chr2	TRUE	TRUE
Il17b	chr18	TRUE	TRUE
Tomm70a	chr16	FALSE	FALSE
Amd2	chr10	TRUE	FALSE
Tm6sf2	chr8	FALSE	FALSE
Gzmd	chr14	TRUE	TRUE
Abhd14b	chr9	TRUE	TRUE
Tyrp1	chr4	TRUE	TRUE
Rasl11b	chr5	TRUE	FALSE
Ltf	chr9	FALSE	FALSE
Chit1	chr1	FALSE	FALSE
Slc30a4	chr2	TRUE	TRUE
Fndc3a	chr14	TRUE	TRUE
Cavin2	chr1	TRUE	FALSE
Zfp267	chr3	TRUE	FALSE
Usp16	chr16	FALSE	TRUE
Rita1	chr5	TRUE	TRUE
Fem1al	chr11	FALSE	FALSE
Ntrk1	chr3	FALSE	TRUE
Eno4	chr19	TRUE	FALSE
Yif1a	chr19	TRUE	FALSE
Gpr157	chr4	TRUE	FALSE
Mcm5	chr8	TRUE	FALSE
Polr3g	chr13	TRUE	FALSE
Vtn	chr11	TRUE	FALSE
Slc22a7	chr17	TRUE	FALSE
Clu	chr14	TRUE	TRUE
Eif2b2	chr12	TRUE	FALSE
Slc46a2	chr4	TRUE	FALSE
Jag1	chr2	FALSE	FALSE
Tnfrsf21	chr17	TRUE	TRUE
Pigr	chr1	TRUE	TRUE
Ubn1	chr16	FALSE	FALSE
Lima1	chr15	TRUE	TRUE
Trip6	chr5	FALSE	FALSE
Racgap1	chr15	TRUE	TRUE
Dnmt1	chr9	FALSE	FALSE
Rubcnl	chr14	FALSE	TRUE
Tmem94	chr11	FALSE	FALSE
Uba7	chr9	FALSE	FALSE
Tmem220	chr11	TRUE	FALSE
Ccdc186	chr19	TRUE	FALSE
Cmpk2	chr12	TRUE	FALSE
Tfdp1	chr8	FALSE	FALSE
Ppm1d	chr11	TRUE	FALSE
Armc9	chr1	TRUE	FALSE
Ubtf	chr11	FALSE	FALSE
Gpr88	chr3	TRUE	TRUE
Togaram1	chr12	TRUE	FALSE
Gnmt	chr17	TRUE	FALSE
Aspg	chr12	FALSE	FALSE
Gal3st1	chr11	FALSE	FALSE
Gulo	chr14	FALSE	FALSE
Lypd1	chr1	TRUE	FALSE
Abcc3	chr11	TRUE	FALSE
E2f8	chr7	TRUE	TRUE
Wdr38	chr2	TRUE	TRUE
Trpv1	chr11	FALSE	FALSE
Nudt6	chr3	TRUE	FALSE
Pebp4	chr14	TRUE	TRUE
Tapt1	chr5	TRUE	TRUE
Ccdc106	chr7	TRUE	FALSE
Bmp8a	chr4	FALSE	FALSE
Dcaf12l2	chrX	TRUE	FALSE
Kcne1	chr16	TRUE	TRUE
Vdac2	chr14	TRUE	FALSE
Dse	chr10	TRUE	TRUE
Nhlrc1	chr13	TRUE	TRUE
Dct	chr14	FALSE	FALSE
Abcb6	chr1	FALSE	FALSE
Ankrd2	chr19	TRUE	FALSE
Avl9	chr6	TRUE	TRUE
Thtpa	chr14	FALSE	FALSE
Kcnj5	chr9	TRUE	FALSE
Tinagl1	chr4	FALSE	FALSE
Zfp687	chr3	TRUE	FALSE
Use1	chr8	TRUE	FALSE
Chst14	chr2	TRUE	FALSE
Tmpo	chr10	TRUE	FALSE
Tmem72	chr6	FALSE	FALSE
Krt42	chr11	FALSE	FALSE
Trim66	chr7	TRUE	FALSE
Chp2	chr7	FALSE	FALSE
Epcam	chr17	FALSE	TRUE
Ccr6	chr17	FALSE	TRUE
Trim52	chr14	TRUE	TRUE
Polr2m	chr9	FALSE	FALSE
Nlrx1	chr9	FALSE	FALSE
Ypel5	chr17	TRUE	FALSE
Esrp1	chr4	FALSE	FALSE
Ccnq	chr11	TRUE	FALSE
Mxra7	chr11	TRUE	TRUE
Ap2a2	chr7	FALSE	FALSE
Rhou	chr8	FALSE	TRUE
Hbq1a	chr11	FALSE	FALSE
Rab43	chr6	TRUE	FALSE
Cdr2l	chr11	FALSE	FALSE
Serpina3n	chr12	TRUE	FALSE
Cdcp2	chr4	TRUE	TRUE
Efcab5	chr11	FALSE	FALSE
Prob1	chr18	FALSE	FALSE
Top1mt	chr15	FALSE	FALSE
Otop3	chr11	FALSE	TRUE
Atoh7	chr10	TRUE	TRUE
Arf1	chr11	FALSE	FALSE
Atxn7l3	chr11	TRUE	FALSE
Kif2b	chr11	FALSE	FALSE
Ccdc80	chr16	TRUE	FALSE
Elf1	chr14	TRUE	FALSE
Arsb	chr13	TRUE	TRUE
Gp9	chr6	TRUE	TRUE
Carlr	chr2	TRUE	TRUE
Dpf3	chr12	TRUE	FALSE
Rpl10l	chr12	TRUE	TRUE
Brat1	chr5	FALSE	FALSE
Dyrk3	chr1	TRUE	FALSE
Inhba	chr13	TRUE	TRUE
Tnip2	chr5	TRUE	TRUE
Spint1	chr2	TRUE	FALSE
Zfat	chr15	TRUE	FALSE
Rac3	chr11	FALSE	FALSE
Dtl	chr1	TRUE	FALSE
Tns3	chr11	TRUE	FALSE
Paf1	chr7	FALSE	TRUE
Igfn1	chr1	TRUE	TRUE
Tdrd3	chr14	TRUE	FALSE
Ect2	chr3	TRUE	TRUE
Bbip1	chr19	TRUE	FALSE
Aldh16a1	chr7	FALSE	FALSE
Spcs1	chr14	TRUE	FALSE
Npy4r	chr14	FALSE	FALSE
Neu1	chr17	FALSE	FALSE
Poc5	chr13	TRUE	FALSE
Dlx3	chr11	FALSE	FALSE
Akap11	chr14	TRUE	TRUE
Elac2	chr11	FALSE	FALSE
Abca7	chr10	FALSE	FALSE
Gzmb	chr14	FALSE	FALSE
Mtfr1l	chr4	FALSE	TRUE
Rtn4rl2	chr2	TRUE	FALSE
Cyb5d2	chr11	FALSE	FALSE
Zfp750	chr11	FALSE	FALSE
Map3k7cl	chr16	TRUE	TRUE
Tppp	chr13	TRUE	FALSE
Dlx5	chr6	FALSE	FALSE
Gipc2	chr3	TRUE	FALSE
1700029H14Rik	chr8	TRUE	TRUE
Eya4	chr10	FALSE	TRUE
Erlin2	chr8	TRUE	FALSE
Pdzrn3	chr6	FALSE	TRUE
Tyk2	chr9	FALSE	FALSE
Piezo2	chr18	TRUE	FALSE
Phldb3	chr7	FALSE	FALSE
Fdxr	chr11	TRUE	TRUE
Tbc1d4	chr14	TRUE	TRUE
Zbtb45	chr7	TRUE	FALSE
Utrn	chr10	TRUE	FALSE
Frk	chr10	FALSE	TRUE
Krt72	chr15	FALSE	FALSE
Guca1a	chr17	FALSE	TRUE
Dusp23	chr1	TRUE	TRUE
Trmt2a	chr16	FALSE	FALSE
Dnajb5	chr4	TRUE	FALSE
Lipe	chr7	TRUE	FALSE
Emx1	chr6	FALSE	FALSE
Letm1	chr5	FALSE	FALSE
Tst	chr15	TRUE	TRUE
Fnbp4	chr2	FALSE	FALSE
Tmprss15	chr16	FALSE	TRUE
Ltc4s	chr11	FALSE	FALSE
4933407L21Rik	chr1	FALSE	TRUE
Clec14a	chr12	FALSE	TRUE
Sctr	chr1	TRUE	FALSE
Angptl6	chr9	TRUE	FALSE
Gnl1	chr17	FALSE	FALSE
Tlr3	chr8	TRUE	TRUE
Kcna6	chr6	TRUE	TRUE
Cops9	chr1	FALSE	FALSE
Gpr3	chr4	TRUE	FALSE
Ubqln2	chrX	FALSE	FALSE
Chst12	chr5	FALSE	TRUE
Osgin1	chr8	TRUE	FALSE
Gpr179	chr11	FALSE	FALSE
Med26	chr8	TRUE	FALSE
Gfpt2	chr11	FALSE	FALSE
Lbh	chr17	TRUE	FALSE
Dohh	chr10	TRUE	FALSE
Capn1	chr19	FALSE	TRUE
Plpp1	chr13	TRUE	TRUE
BC024139	chr15	FALSE	TRUE
Irf2bp1	chr7	FALSE	FALSE
Cacng1	chr11	TRUE	FALSE
Sulf2	chr2	FALSE	TRUE
Arhgap9	chr10	FALSE	FALSE
Rabep2	chr7	FALSE	FALSE
Plbd1	chr6	TRUE	FALSE
Zdhhc13	chr7	TRUE	FALSE
Plekhn1	chr4	FALSE	FALSE
Krt78	chr15	FALSE	FALSE
Slc16a1	chr3	TRUE	FALSE
Ccnyl1	chr1	TRUE	FALSE
Kcns2	chr15	TRUE	TRUE
Zc3h18	chr8	FALSE	TRUE
Fam174b	chr7	TRUE	FALSE
Alcam	chr16	TRUE	TRUE
Spout1	chr2	TRUE	FALSE
Gata5	chr2	FALSE	FALSE
Crybg2	chr4	FALSE	FALSE
Mmp11	chr10	TRUE	TRUE
Ereg	chr5	FALSE	TRUE
Utp18	chr11	FALSE	TRUE
Itgb3	chr11	TRUE	TRUE
Kank4	chr4	TRUE	FALSE
Syde2	chr3	TRUE	FALSE
Calhm2	chr19	FALSE	FALSE
Sel1l	chr12	FALSE	FALSE
Cpped1	chr16	TRUE	FALSE
Tbcc	chr17	TRUE	FALSE
Hspb3	chr13	TRUE	FALSE
Prxl2c	chr13	FALSE	FALSE
Naglu	chr11	TRUE	FALSE
Hacd1	chr2	FALSE	FALSE
Cavin1	chr11	FALSE	FALSE
Olig3	chr10	FALSE	FALSE
Rxfp3	chr15	FALSE	FALSE
Atp1a2	chr1	TRUE	FALSE
Lsm1	chr8	FALSE	FALSE
Irf6	chr1	TRUE	TRUE
Prpf38b	chr3	TRUE	FALSE
Cfap58	chr19	FALSE	TRUE
Cdyl	chr13	TRUE	FALSE
Tlr5	chr1	TRUE	FALSE
Parp1	chr1	FALSE	FALSE
Twsg1	chr17	TRUE	TRUE
Gprc5c	chr11	TRUE	FALSE
Srxn1	chr2	TRUE	FALSE
Ranbp3	chr17	FALSE	FALSE
Tpte	chr8	FALSE	FALSE
Nyap1	chr5	FALSE	FALSE
Pik3r4	chr9	FALSE	FALSE
Ppm1g	chr5	TRUE	FALSE
Jun	chr4	TRUE	FALSE
Atg101	chr15	TRUE	FALSE
Pgam1	chr19	TRUE	TRUE
Nsg1	chr5	TRUE	FALSE
Tmem161a	chr8	FALSE	FALSE
Apaf1	chr10	TRUE	FALSE
Pnma3	chrX	TRUE	TRUE
Efna3	chr3	FALSE	FALSE
Ccno	chr13	TRUE	FALSE
Eef2k	chr7	TRUE	TRUE
Cdkn2a	chr4	FALSE	FALSE
Bfar	chr16	FALSE	FALSE
Chordc1	chr9	FALSE	FALSE
Ptbp3	chr4	TRUE	TRUE
9530068E07Rik	chr11	FALSE	FALSE
Ces2h	chr8	FALSE	FALSE
Angel2	chr1	TRUE	FALSE
Sall4	chr2	FALSE	FALSE
Rnf114	chr2	TRUE	FALSE
Tafa3	chr3	FALSE	FALSE
Ifnar1	chr16	TRUE	TRUE
Tmbim1	chr1	TRUE	FALSE
Spag4	chr2	FALSE	FALSE
Tssk3	chr4	FALSE	TRUE
Crtac1	chr19	TRUE	FALSE
Ubxn4	chr1	FALSE	FALSE
Inca1	chr11	TRUE	FALSE
Sdhaf1	chr7	TRUE	FALSE
Gpt2	chr8	FALSE	FALSE
Cpeb4	chr11	FALSE	FALSE
Ccl22	chr8	FALSE	FALSE
Taldo1	chr7	TRUE	TRUE
Frmd3	chr4	TRUE	FALSE
Plcxd2	chr16	TRUE	TRUE
Nutf2	chr8	TRUE	FALSE
Enpp1	chr10	FALSE	FALSE
Sgk1	chr10	TRUE	FALSE
Pim3	chr15	FALSE	FALSE
Wdtc1	chr4	FALSE	FALSE
Dpysl4	chr7	FALSE	FALSE
Aadat	chr8	TRUE	FALSE
2310011J03Rik	chr10	TRUE	TRUE
Cyp1a2	chr9	FALSE	FALSE
Ddx27	chr2	FALSE	FALSE
Mex3c	chr18	TRUE	FALSE
Nup107	chr10	TRUE	FALSE
Tmem183a	chr1	FALSE	FALSE
Dnmt3b	chr2	FALSE	FALSE
Chsy1	chr7	TRUE	FALSE
Adam9	chr8	FALSE	FALSE
Slc25a39	chr11	FALSE	FALSE
Hsd11b1	chr1	TRUE	FALSE
Atf5	chr7	TRUE	FALSE
Scamp1	chr13	TRUE	TRUE
Bcl9l	chr9	FALSE	FALSE
Ldb3	chr14	TRUE	TRUE
Senp1	chr15	FALSE	FALSE
Sema4f	chr6	TRUE	FALSE
Amer1	chrX	FALSE	FALSE
Ajap1	chr4	FALSE	TRUE
Engase	chr11	FALSE	FALSE
C2	chr17	FALSE	FALSE
Sdhb	chr4	FALSE	FALSE
Tmem222	chr4	FALSE	FALSE
Car2	chr3	TRUE	TRUE
Gdpd3	chr7	FALSE	FALSE
Miga2	chr2	FALSE	FALSE
Tmem37	chr1	TRUE	FALSE
Col10a1	chr10	FALSE	FALSE
Slc15a3	chr19	FALSE	FALSE
Hmgxb4	chr8	TRUE	FALSE
Ogt	chrX	FALSE	FALSE
Krt90	chr15	FALSE	FALSE
Atmin	chr8	TRUE	FALSE
Kcne4	chr1	TRUE	FALSE
Gas2l3	chr10	TRUE	FALSE
Det1	chr7	FALSE	TRUE
Twist2	chr1	FALSE	FALSE
Mtch1	chr17	FALSE	FALSE
Adamts15	chr9	FALSE	FALSE
Ccdc102a	chr8	FALSE	TRUE
Mmab	chr5	TRUE	FALSE
Serpina1d	chr12	FALSE	FALSE
Sptssa	chr12	TRUE	FALSE
Ppat	chr5	TRUE	TRUE
Rtn4r	chr16	FALSE	TRUE
Slc4a1	chr11	TRUE	TRUE
Sft2d3	chr18	TRUE	FALSE
H2-T3	chr17	FALSE	TRUE
Slc9c1	chr16	FALSE	TRUE
Fam110b	chr4	TRUE	TRUE
Maoa	chrX	TRUE	FALSE
