gene_name	chr	MeCP2_up	mCH_up
Trp53i13	chr11	FALSE	FALSE
1500009L16Rik	chr10	FALSE	TRUE
Mrgprf	chr7	FALSE	TRUE
Shmt2	chr10	TRUE	TRUE
Ccna2	chr3	FALSE	TRUE
Ptpn6	chr6	FALSE	TRUE
Ccdc71l	chr12	TRUE	FALSE
Fbxo5	chr10	FALSE	TRUE
Hspa4l	chr3	FALSE	TRUE
Rbm43	chr2	FALSE	TRUE
Slpi	chr2	TRUE	TRUE
Vmn1r40	chr6	FALSE	TRUE
Prmt2	chr10	FALSE	TRUE
Fzd5	chr1	FALSE	FALSE
Cdkn2b	chr4	FALSE	TRUE
Tmem125	chr4	FALSE	TRUE
Lrfn4	chr19	FALSE	TRUE
Bcl2l1	chr2	FALSE	TRUE
Erg	chr16	FALSE	TRUE
Golga7b	chr19	FALSE	TRUE
Vwce	chr19	TRUE	TRUE
Oaz1	chr10	FALSE	FALSE
Ckb	chr12	FALSE	FALSE
Zc2hc1a	chr3	TRUE	TRUE
Cnga4	chr7	TRUE	TRUE
Vps25	chr11	FALSE	TRUE
Clk3	chr9	TRUE	TRUE
Ndufb9	chr15	TRUE	FALSE
Gm1673	chr5	FALSE	FALSE
Ildr2	chr1	FALSE	TRUE
Pnma2	chr14	TRUE	TRUE
Btbd10	chr7	FALSE	TRUE
Mtrf1l	chr10	FALSE	TRUE
Casp8ap2	chr4	FALSE	TRUE
Urb2	chr8	TRUE	TRUE
Lrrc47	chr4	FALSE	TRUE
Cckbr	chr7	FALSE	TRUE
Per1	chr11	FALSE	TRUE
Dcps	chr9	TRUE	TRUE
Arl14	chr3	TRUE	TRUE
Prkra	chr2	FALSE	TRUE
Rps19	chr7	FALSE	FALSE
Pitx2	chr3	FALSE	TRUE
Rps13	chr7	FALSE	TRUE
Cuedc2	chr19	FALSE	TRUE
Fancb	chrX	FALSE	TRUE
Tpgs1	chr10	FALSE	TRUE
Ogfod2	chr5	FALSE	FALSE
Mex3b	chr7	FALSE	FALSE
Nt5c	chr11	FALSE	TRUE
Mc5r	chr18	FALSE	TRUE
Josd2	chr7	FALSE	TRUE
Plk1	chr7	FALSE	TRUE
Arhgap28	chr17	TRUE	TRUE
Dck	chr5	FALSE	TRUE
S100z	chr13	FALSE	TRUE
Foxd3	chr4	FALSE	TRUE
Rdh8	chr9	FALSE	TRUE
Otud5	chrX	FALSE	TRUE
Prr30	chr14	TRUE	TRUE
Gas7	chr11	FALSE	TRUE
Ldhal6b	chr17	FALSE	TRUE
Atp6ap2	chrX	FALSE	TRUE
Zfp367	chr13	TRUE	TRUE
Ccdc90b	chr7	FALSE	TRUE
Irf1	chr11	TRUE	FALSE
Cited1	chrX	FALSE	FALSE
Mafa	chr15	FALSE	TRUE
Mrpl53	chr6	FALSE	TRUE
Samd5	chr10	FALSE	TRUE
Pex5	chr6	FALSE	TRUE
Hdac2	chr10	FALSE	TRUE
Phlda3	chr1	FALSE	FALSE
Immp1l	chr2	FALSE	TRUE
Ufsp1	chr5	TRUE	FALSE
Lrrc58	chr16	FALSE	TRUE
Glud1	chr14	TRUE	TRUE
Habp2	chr19	FALSE	TRUE
Zfp41	chr15	FALSE	TRUE
Casq1	chr1	TRUE	TRUE
Susd2	chr10	TRUE	TRUE
Kif26a	chr12	FALSE	TRUE
Tubb2a	chr13	TRUE	TRUE
Zmynd12	chr4	TRUE	TRUE
Kcnab3	chr11	TRUE	TRUE
Aldh18a1	chr19	FALSE	TRUE
Zbtb21	chr16	FALSE	TRUE
Mybl2	chr2	FALSE	TRUE
Ccnj	chr19	FALSE	TRUE
Cotl1	chr8	TRUE	TRUE
Inhbe	chr10	FALSE	TRUE
Jak2	chr19	FALSE	TRUE
Rrp9	chr9	FALSE	TRUE
Akr7a5	chr4	FALSE	FALSE
Mfsd5	chr15	FALSE	FALSE
Gadd45a	chr6	FALSE	TRUE
Abcg5	chr17	TRUE	TRUE
Uap1l1	chr2	FALSE	TRUE
Vwa7	chr17	FALSE	TRUE
Lsm2	chr17	FALSE	TRUE
Rps6	chr4	FALSE	TRUE
Syt8	chr7	TRUE	TRUE
Tcf4	chr18	TRUE	TRUE
Ubxn6	chr17	FALSE	TRUE
Slc13a5	chr11	TRUE	TRUE
Smad7	chr18	TRUE	TRUE
Fastkd3	chr13	FALSE	TRUE
Ttc22	chr4	FALSE	FALSE
Chgb	chr2	TRUE	TRUE
Nhsl1	chr10	TRUE	TRUE
Purg	chr8	FALSE	TRUE
Pdlim2	chr14	TRUE	TRUE
Fgf8	chr19	FALSE	FALSE
Orai2	chr5	FALSE	TRUE
Tcl1	chr12	FALSE	TRUE
Klk1b9	chr7	FALSE	FALSE
Qprt	chr7	FALSE	TRUE
Cldn12	chr5	FALSE	TRUE
Saraf	chr8	FALSE	TRUE
1700012A03Rik	chr6	TRUE	TRUE
Ctsc	chr7	FALSE	TRUE
Rrp15	chr1	FALSE	TRUE
Zfp42	chr8	FALSE	TRUE
Clec2h	chr6	TRUE	TRUE
Kcnv1	chr15	TRUE	TRUE
Rraga	chr4	FALSE	FALSE
Pax6	chr2	TRUE	TRUE
Myod1	chr7	FALSE	TRUE
Cblc	chr7	FALSE	TRUE
Phykpl	chr11	FALSE	TRUE
Porcn	chrX	FALSE	TRUE
Stk35	chr2	FALSE	TRUE
Zfp692	chr11	FALSE	TRUE
Slc10a2	chr8	TRUE	TRUE
Kcnj9	chr1	FALSE	TRUE
Zfp784	chr7	FALSE	TRUE
Dpep2	chr8	TRUE	TRUE
Zfp786	chr6	FALSE	TRUE
Tnfaip3	chr10	FALSE	TRUE
Pdf	chr8	TRUE	TRUE
Phyhip	chr14	FALSE	TRUE
Eri1	chr8	TRUE	TRUE
Mpeg1	chr19	FALSE	TRUE
Slc35d3	chr10	FALSE	TRUE
En2	chr5	TRUE	TRUE
Dpp10	chr1	FALSE	TRUE
Lig1	chr7	FALSE	TRUE
Ncf4	chr15	TRUE	TRUE
Akirin1	chr4	FALSE	TRUE
Galnt4	chr10	TRUE	TRUE
Iqgap3	chr3	FALSE	TRUE
Rnf138rt1	chrX	TRUE	TRUE
Nebl	chr2	FALSE	TRUE
Trim59	chr3	FALSE	TRUE
Atpaf2	chr11	FALSE	TRUE
Nfkbil1	chr17	FALSE	TRUE
Itpkc	chr7	FALSE	TRUE
Tesc	chr5	FALSE	TRUE
Insyn2b	chr11	TRUE	TRUE
Lrp10	chr14	FALSE	TRUE
Dsel	chr1	FALSE	TRUE
Ptges3	chr10	FALSE	TRUE
Aoah	chr13	TRUE	TRUE
Tgfbr1	chr4	FALSE	TRUE
Ppp1r35	chr5	FALSE	TRUE
Pop7	chr5	FALSE	FALSE
Cd81	chr7	FALSE	TRUE
Tnfrsf4	chr4	FALSE	TRUE
Eef1a2	chr2	FALSE	TRUE
Fezf1	chr6	FALSE	TRUE
Aunip	chr4	FALSE	TRUE
Sf3a3	chr4	FALSE	TRUE
Fam181a	chr12	TRUE	TRUE
Tiam2	chr17	FALSE	TRUE
Retreg2	chr1	FALSE	TRUE
Pgls	chr8	FALSE	TRUE
Gk2	chr5	TRUE	TRUE
Ccnd1	chr7	FALSE	TRUE
Dscaml1	chr9	TRUE	TRUE
Mvp	chr7	FALSE	TRUE
Il12a	chr3	FALSE	TRUE
Fam241b	chr10	TRUE	TRUE
Pdcd4	chr19	FALSE	TRUE
Cep63	chr9	FALSE	TRUE
Aloxe3	chr11	FALSE	TRUE
Ttc32	chr12	TRUE	TRUE
Pelo	chr13	FALSE	FALSE
Hnrnph3	chr10	TRUE	TRUE
Tmco5	chr2	FALSE	TRUE
Cdkn2aip	chr8	FALSE	TRUE
Fsip2	chr2	TRUE	TRUE
Rassf1	chr9	FALSE	TRUE
Ap3d1	chr10	FALSE	TRUE
Mrps16	chr14	FALSE	TRUE
Mcm4	chr16	FALSE	TRUE
Gjd4	chr18	FALSE	TRUE
Marveld1	chr19	FALSE	TRUE
Man2b2	chr5	FALSE	FALSE
Trim28	chr7	FALSE	TRUE
Cdk14	chr5	TRUE	TRUE
Rarb	chr14	FALSE	TRUE
Clcf1	chr19	FALSE	TRUE
Six6	chr12	FALSE	TRUE
Tle5	chr10	FALSE	TRUE
Fancf	chr7	FALSE	FALSE
Dnph1	chr17	FALSE	TRUE
Nat1	chr8	TRUE	TRUE
Kctd9	chr14	FALSE	TRUE
Eogt	chr6	FALSE	TRUE
Zfp280b	chr10	FALSE	TRUE
Zfp868	chr8	FALSE	TRUE
Gna11	chr10	FALSE	TRUE
Smim7	chr8	FALSE	TRUE
Calcr	chr6	FALSE	TRUE
Serbp1	chr6	TRUE	TRUE
Lbx1	chr19	FALSE	FALSE
Ly6d	chr15	TRUE	TRUE
Agtr1a	chr13	FALSE	TRUE
Klhdc7b	chr15	TRUE	TRUE
Tfap4	chr16	FALSE	TRUE
Nap1l1	chr10	FALSE	TRUE
Gng13	chr17	FALSE	TRUE
Myoc	chr1	TRUE	FALSE
Prkar1a	chr11	FALSE	TRUE
Mroh5	chr15	FALSE	TRUE
Kcnb2	chr1	TRUE	TRUE
Golga5	chr12	FALSE	TRUE
Mrgprg	chr7	FALSE	TRUE
Nop16	chr13	FALSE	TRUE
Tmem247	chr17	TRUE	TRUE
Csdc2	chr15	TRUE	TRUE
Cd38	chr5	FALSE	TRUE
Plxnb1	chr9	FALSE	TRUE
Alox12e	chr11	FALSE	TRUE
Enho	chr4	FALSE	FALSE
Cdkn1b	chr6	TRUE	TRUE
Dusp4	chr8	FALSE	TRUE
Fau	chr19	TRUE	TRUE
Pars2	chr4	FALSE	TRUE
AI854703	chr6	TRUE	TRUE
Ajm1	chr2	TRUE	TRUE
Dyrk1b	chr7	FALSE	TRUE
Prr23a1	chr9	TRUE	TRUE
Gucy2e	chr11	FALSE	TRUE
Bod1	chr11	TRUE	TRUE
Prss8	chr7	TRUE	TRUE
Msl3	chrX	FALSE	TRUE
Wnt9b	chr11	TRUE	TRUE
Hopx	chr5	TRUE	TRUE
Msh6	chr17	FALSE	TRUE
Ppan	chr9	FALSE	TRUE
Nfe2l1	chr11	FALSE	TRUE
Tmem263	chr10	FALSE	TRUE
Msh4	chr3	FALSE	TRUE
AU022252	chr4	FALSE	TRUE
Madcam1	chr10	FALSE	TRUE
Mzf1	chr7	FALSE	TRUE
Sharpin	chr15	FALSE	TRUE
Ppm1k	chr6	TRUE	TRUE
Nagk	chr6	FALSE	TRUE
1700020L24Rik	chr11	FALSE	TRUE
H2ac1	chr13	FALSE	TRUE
Nfatc2ip	chr7	TRUE	TRUE
Midn	chr10	FALSE	TRUE
Msto1	chr3	TRUE	TRUE
Mak16	chr8	TRUE	TRUE
Hnrnpdl	chr5	FALSE	TRUE
Fbxl16	chr17	TRUE	TRUE
Tmem115	chr9	TRUE	TRUE
Nr2f2	chr7	TRUE	TRUE
Ubfd1	chr7	FALSE	TRUE
Thra	chr11	FALSE	TRUE
Tsku	chr7	FALSE	TRUE
Senp2	chr16	FALSE	TRUE
Mafb	chr2	FALSE	TRUE
Avpr1a	chr10	FALSE	TRUE
Vash1	chr12	FALSE	TRUE
Wrn	chr8	FALSE	TRUE
Snx21	chr2	FALSE	TRUE
Tfb2m	chr1	FALSE	TRUE
Gm13889	chr2	FALSE	TRUE
Rpa1	chr11	FALSE	TRUE
Ldlr	chr9	TRUE	TRUE
Tmie	chr9	FALSE	TRUE
C1qtnf6	chr15	TRUE	FALSE
Gm815	chr19	TRUE	TRUE
Cryab	chr9	FALSE	TRUE
Rps6kb2	chr19	FALSE	TRUE
Pold4	chr19	FALSE	TRUE
Wdr45b	chr11	FALSE	TRUE
Tmem200c	chr17	FALSE	FALSE
Lratd1	chr12	TRUE	FALSE
Pklr	chr3	FALSE	TRUE
Hpcal1	chr12	FALSE	TRUE
Il2rb	chr15	TRUE	TRUE
Il13	chr11	FALSE	TRUE
Psmb3	chr11	FALSE	TRUE
Btbd19	chr4	FALSE	TRUE
Smad2	chr18	FALSE	TRUE
Tnfaip1	chr11	FALSE	TRUE
Inafm1	chr7	TRUE	TRUE
Trex2	chrX	FALSE	FALSE
Xcl1	chr1	TRUE	TRUE
Krtap10-4	chr10	FALSE	TRUE
Spryd3	chr15	FALSE	TRUE
Gpx7	chr4	TRUE	FALSE
Adal	chr2	FALSE	TRUE
Ptma	chr1	FALSE	TRUE
Oxgr1	chr14	FALSE	TRUE
Cyb5r3	chr15	FALSE	TRUE
Crnn	chr3	FALSE	FALSE
Mea1	chr17	FALSE	TRUE
Ovol1	chr19	FALSE	FALSE
Sod3	chr5	TRUE	TRUE
Bdkrb1	chr12	FALSE	FALSE
Pnn	chr12	TRUE	TRUE
Arrdc2	chr8	FALSE	TRUE
Atp4a	chr7	FALSE	TRUE
Syde1	chr10	FALSE	TRUE
Tspyl1	chr10	TRUE	TRUE
Foxd2	chr4	FALSE	TRUE
Gon7	chr12	TRUE	TRUE
Dact1	chr12	FALSE	TRUE
Zdhhc9	chrX	FALSE	TRUE
Sc5d	chr9	TRUE	TRUE
Mfng	chr15	FALSE	TRUE
Ap3m2	chr8	FALSE	TRUE
Fam110c	chr12	FALSE	FALSE
Slbp	chr5	FALSE	TRUE
Pcdhb5	chr18	FALSE	TRUE
Slc6a11	chr6	TRUE	TRUE
Yrdc	chr4	FALSE	TRUE
Tmem104	chr11	FALSE	TRUE
Oxct2b	chr4	FALSE	TRUE
1700009N14Rik	chr4	TRUE	FALSE
Rhoc	chr3	FALSE	FALSE
Krt75	chr15	FALSE	TRUE
Rgl2	chr17	FALSE	TRUE
Dab2ip	chr2	FALSE	TRUE
Tmem170	chr8	FALSE	TRUE
Zcchc3	chr2	FALSE	TRUE
Slc38a10	chr11	FALSE	TRUE
Cfap97d2	chr8	FALSE	TRUE
Tanc2	chr11	TRUE	TRUE
Fasn	chr11	FALSE	TRUE
Slc2a4	chr11	FALSE	FALSE
Wdr4	chr17	TRUE	TRUE
Rassf7	chr7	FALSE	TRUE
Cep97	chr16	FALSE	TRUE
Zfp428	chr7	FALSE	TRUE
Gm38431	chr9	FALSE	TRUE
Magee1	chrX	FALSE	FALSE
Fpgs	chr2	FALSE	TRUE
Aph1a	chr3	FALSE	TRUE
Asah1	chr8	FALSE	TRUE
Cnih1	chr14	FALSE	TRUE
Map10	chr8	FALSE	TRUE
Misp	chr10	FALSE	TRUE
Pcdh8	chr14	FALSE	FALSE
Dmxl1	chr18	FALSE	TRUE
Slc16a6	chr11	FALSE	TRUE
Zmat5	chr11	FALSE	TRUE
Rnf6	chr5	FALSE	TRUE
Rnf112	chr11	TRUE	TRUE
Sertad3	chr7	FALSE	TRUE
Borcs6	chr11	FALSE	TRUE
Ccdc184	chr15	FALSE	TRUE
Pimreg	chr11	FALSE	TRUE
Utf1	chr7	TRUE	TRUE
Stk25	chr1	FALSE	TRUE
Zfp579	chr7	FALSE	TRUE
Yy2	chrX	FALSE	TRUE
Ly9	chr1	TRUE	TRUE
Stoml2	chr4	TRUE	TRUE
Taf7l2	chr10	FALSE	FALSE
Urb1	chr16	FALSE	TRUE
Khnyn	chr14	FALSE	TRUE
Hnrnpa0	chr13	FALSE	TRUE
Ttc39c	chr18	FALSE	TRUE
Lingo4	chr3	TRUE	TRUE
Islr	chr9	FALSE	TRUE
Cox7a2l	chr17	FALSE	TRUE
Svil	chr18	FALSE	TRUE
Lpar2	chr8	FALSE	TRUE
Ddx1	chr12	FALSE	TRUE
Mfap4	chr11	FALSE	FALSE
Samd11	chr4	FALSE	TRUE
Hsp90aa1	chr12	FALSE	TRUE
Pcif1	chr2	TRUE	TRUE
Cox4i1	chr8	TRUE	TRUE
Ctns	chr11	FALSE	TRUE
Sla	chr15	TRUE	TRUE
Pkn3	chr2	FALSE	TRUE
Brms1l	chr12	FALSE	TRUE
Grik3	chr4	TRUE	TRUE
Olfm4	chr14	TRUE	TRUE
Clk4	chr11	FALSE	TRUE
Miox	chr15	FALSE	FALSE
Kcnf1	chr12	TRUE	TRUE
Ndnf	chr6	TRUE	TRUE
Crlf2	chr5	FALSE	TRUE
Tfam	chr10	FALSE	TRUE
Mn1	chr5	FALSE	TRUE
Echdc2	chr4	TRUE	TRUE
Ttc14	chr3	FALSE	TRUE
Itpr2	chr6	FALSE	TRUE
Ifnl3	chr7	FALSE	FALSE
Mfap3	chr11	TRUE	TRUE
Pnpla6	chr8	FALSE	TRUE
Mcoln2	chr3	FALSE	TRUE
Fbxo7	chr10	FALSE	TRUE
Slc22a8	chr19	TRUE	TRUE
Rlim	chrX	FALSE	TRUE
Cldn3	chr5	FALSE	FALSE
Serinc5	chr13	FALSE	TRUE
Lsp1	chr7	FALSE	FALSE
Ntmt1	chr2	TRUE	FALSE
Sstr5	chr17	FALSE	TRUE
Rcbtb1	chr14	FALSE	TRUE
Nlrp4f	chr13	FALSE	TRUE
Kif12	chr4	FALSE	TRUE
Cdkn1a	chr17	TRUE	TRUE
Mpv17l2	chr8	FALSE	FALSE
Kyat1	chr2	FALSE	TRUE
Rpp25	chr9	TRUE	TRUE
Acat2	chr17	FALSE	TRUE
Hes1	chr16	FALSE	TRUE
Ydjc	chr16	FALSE	TRUE
Snx22	chr9	FALSE	FALSE
Pdia4	chr6	FALSE	TRUE
Ier5	chr1	FALSE	TRUE
Akirin2	chr4	FALSE	TRUE
Cma2	chr14	FALSE	TRUE
Foxi2	chr7	FALSE	FALSE
Chaf1a	chr17	FALSE	TRUE
Fus	chr7	TRUE	TRUE
Scn10a	chr9	FALSE	TRUE
Arl1	chr10	FALSE	TRUE
Rragb	chrX	FALSE	TRUE
Bola3	chr6	TRUE	TRUE
Adam30	chr3	FALSE	TRUE
Gpn2	chr4	FALSE	TRUE
Il3ra	chr14	FALSE	TRUE
Tubg1	chr11	FALSE	TRUE
Ctcfl	chr2	TRUE	TRUE
Phb2	chr6	FALSE	TRUE
BB014433	chr8	TRUE	TRUE
Kifc5b	chr17	FALSE	TRUE
Emilin2	chr17	FALSE	TRUE
Pcp4	chr16	TRUE	TRUE
Cdh19	chr1	FALSE	TRUE
BC016579	chr16	TRUE	TRUE
Gipr	chr7	FALSE	TRUE
Sh2b3	chr5	FALSE	TRUE
Ercc2	chr7	TRUE	TRUE
Atp12a	chr14	FALSE	TRUE
Gnat1	chr9	FALSE	FALSE
Cryz	chr3	FALSE	TRUE
Slc32a1	chr2	FALSE	TRUE
Igfbp4	chr11	FALSE	TRUE
Rassf8	chr6	TRUE	TRUE
Zbtb14	chr17	FALSE	TRUE
Lgals7	chr7	TRUE	TRUE
Pcdhb14	chr18	FALSE	TRUE
Nat8l	chr5	TRUE	TRUE
Vasp	chr7	FALSE	TRUE
Rplp1	chr9	FALSE	TRUE
Ralgapa2	chr2	FALSE	TRUE
Herpud1	chr8	FALSE	TRUE
Cnot8	chr11	FALSE	TRUE
Avp	chr2	TRUE	TRUE
Rgs6	chr12	TRUE	TRUE
Arl11	chr14	FALSE	FALSE
Chchd5	chr2	FALSE	TRUE
Arl4c	chr1	FALSE	TRUE
Zfp703	chr8	FALSE	TRUE
Vwa1	chr4	FALSE	TRUE
Gabrd	chr4	TRUE	TRUE
1700003F12Rik	chr2	TRUE	TRUE
Slitrk3	chr3	TRUE	TRUE
Cd164	chr10	FALSE	TRUE
Il9r	chr11	FALSE	TRUE
Pcdhb13	chr18	FALSE	FALSE
Rbp3	chr14	TRUE	TRUE
Mdc1	chr17	TRUE	TRUE
Epop	chr11	FALSE	FALSE
F2r	chr13	TRUE	TRUE
Gsc	chr12	FALSE	TRUE
Mtres1	chr10	FALSE	TRUE
Gm3646	chr1	TRUE	FALSE
Ccn6	chr10	FALSE	TRUE
Trim27	chr13	FALSE	TRUE
Zfp655	chr5	FALSE	TRUE
Nfkbib	chr7	FALSE	TRUE
Cry1	chr10	FALSE	TRUE
Prr12	chr7	FALSE	TRUE
Cars2	chr8	FALSE	TRUE
Thrsp	chr7	TRUE	TRUE
Babam1	chr8	FALSE	TRUE
Spock2	chr10	FALSE	TRUE
Gsto1	chr19	FALSE	TRUE
Kif22	chr7	FALSE	TRUE
Zdhhc11	chr13	FALSE	TRUE
Arrdc1	chr2	TRUE	TRUE
Vpreb3	chr10	FALSE	TRUE
Tcim	chr8	FALSE	TRUE
Hunk	chr16	FALSE	TRUE
Tmem79	chr3	FALSE	TRUE
Lnx1	chr5	FALSE	TRUE
Nfkb2	chr19	TRUE	TRUE
Celf6	chr9	FALSE	TRUE
Atic	chr1	FALSE	TRUE
Naaladl2	chr3	TRUE	TRUE
Pcsk7	chr9	FALSE	TRUE
Blvrb	chr7	FALSE	TRUE
A930018P22Rik	chr2	FALSE	FALSE
Zfp28	chr7	FALSE	TRUE
Ndufs8	chr19	FALSE	TRUE
Lpxn	chr19	FALSE	TRUE
Jmjd4	chr11	FALSE	TRUE
Lhfpl4	chr6	FALSE	TRUE
C130050O18Rik	chr5	FALSE	TRUE
Cdkal1	chr13	TRUE	TRUE
Mrps36	chr13	FALSE	TRUE
Dnaja1	chr4	FALSE	TRUE
Mamstr	chr7	FALSE	TRUE
Pfkfb4	chr9	FALSE	TRUE
Diras2	chr13	TRUE	TRUE
Hspd1	chr1	FALSE	TRUE
Sapcd2	chr2	TRUE	TRUE
Ndrg4	chr8	FALSE	TRUE
Ddx41	chr13	FALSE	TRUE
Cxcl14	chr13	FALSE	TRUE
Set	chr2	TRUE	TRUE
Bcl2l2	chr14	FALSE	TRUE
Osr1	chr12	TRUE	TRUE
Mphosph8	chr14	FALSE	TRUE
Lrp5	chr19	FALSE	TRUE
Zfp568	chr7	FALSE	TRUE
Cmtm7	chr9	FALSE	TRUE
Artn	chr4	FALSE	TRUE
Ptch2	chr4	FALSE	TRUE
Syngr1	chr15	FALSE	TRUE
Hey1	chr3	TRUE	TRUE
Siva1	chr12	TRUE	TRUE
Slc24a5	chr2	FALSE	TRUE
Yes1	chr5	FALSE	TRUE
Zbtb10	chr3	TRUE	TRUE
Phf13	chr4	FALSE	TRUE
Satb2	chr1	FALSE	TRUE
Kazn	chr4	FALSE	TRUE
Rtn4rl1	chr11	FALSE	TRUE
Sgta	chr10	FALSE	TRUE
Fkbp1b	chr12	FALSE	TRUE
Adrm1	chr2	FALSE	TRUE
Krt8	chr15	FALSE	TRUE
Tpi1	chr6	FALSE	TRUE
Tspan17	chr13	FALSE	TRUE
Ptgdr2	chr19	FALSE	TRUE
Wdr73	chr7	FALSE	TRUE
Pgrmc1	chrX	FALSE	TRUE
Bfsp1	chr2	FALSE	TRUE
Dync1i1	chr6	TRUE	TRUE
Adrb2	chr18	TRUE	TRUE
Stk40	chr4	FALSE	TRUE
Tbc1d8	chr1	FALSE	TRUE
Trap1	chr16	FALSE	TRUE
Tmem200b	chr4	FALSE	TRUE
Cnr1	chr4	TRUE	TRUE
Drc3	chr11	FALSE	TRUE
Gltp	chr5	TRUE	TRUE
Chat	chr14	TRUE	TRUE
Gpr6	chr10	FALSE	FALSE
Tmem30b	chr12	FALSE	FALSE
Kcnk9	chr15	FALSE	TRUE
Taok3	chr5	FALSE	TRUE
Haus7	chrX	TRUE	TRUE
Elavl4	chr4	TRUE	TRUE
Banf1	chr19	FALSE	TRUE
Spata20	chr11	FALSE	TRUE
Nrg1	chr8	TRUE	TRUE
Ifrd2	chr9	TRUE	TRUE
Rpl7	chr1	FALSE	TRUE
Wdr20rt	chr12	FALSE	TRUE
Egr4	chr6	FALSE	TRUE
Camk2n1	chr4	FALSE	TRUE
Mepce	chr5	FALSE	TRUE
1700013H16Rik	chrX	TRUE	TRUE
Derl2	chr11	FALSE	TRUE
Shox2	chr3	TRUE	TRUE
Myt1	chr2	TRUE	TRUE
1700024G13Rik	chr14	FALSE	TRUE
Itprid2	chr2	FALSE	TRUE
Nr5a2	chr1	FALSE	TRUE
Hdgfl1	chr13	TRUE	TRUE
Jund	chr8	FALSE	TRUE
Insig1	chr5	FALSE	TRUE
Gtf2h1	chr7	TRUE	TRUE
Tbx19	chr1	FALSE	TRUE
Krtap10-10	chr10	FALSE	TRUE
Ccnjl	chr11	TRUE	TRUE
Slc25a45	chr19	FALSE	TRUE
Hsd17b7	chr1	FALSE	TRUE
Ftmt	chr18	TRUE	FALSE
Ghitm	chr14	FALSE	TRUE
H2-Q2	chr17	FALSE	TRUE
Endov	chr11	FALSE	TRUE
Casp3	chr8	FALSE	TRUE
Tubb4b	chr2	FALSE	TRUE
Plk2	chr13	FALSE	TRUE
Rrp1	chr10	FALSE	TRUE
Commd5	chr15	FALSE	TRUE
Dusp28	chr1	FALSE	TRUE
Nubp2	chr17	FALSE	FALSE
Cnot7	chr8	FALSE	TRUE
Dgat1	chr15	FALSE	TRUE
Sec13	chr6	FALSE	TRUE
Tmem215	chr4	FALSE	TRUE
Irgc1	chr7	TRUE	TRUE
Rmc1	chr18	FALSE	TRUE
Nudc	chr4	FALSE	TRUE
Slc25a3	chr10	FALSE	TRUE
Recql	chr6	TRUE	TRUE
Copz2	chr11	FALSE	TRUE
Rit2	chr18	FALSE	TRUE
Tmem92	chr11	FALSE	TRUE
Ankrd39	chr1	FALSE	TRUE
Tnni2	chr7	FALSE	FALSE
Msl3l2	chr10	TRUE	TRUE
Timm22	chr11	FALSE	TRUE
Cypt12	chr3	TRUE	FALSE
Siglece	chr7	FALSE	TRUE
Sbspon	chr1	FALSE	TRUE
Ssr4	chrX	FALSE	TRUE
Trabd2b	chr4	FALSE	TRUE
Pa2g4	chr10	FALSE	TRUE
Actl10	chr2	FALSE	FALSE
Bbs10	chr10	FALSE	TRUE
Haus8	chr8	FALSE	TRUE
Slc22a4	chr11	FALSE	TRUE
Lrrc24	chr15	FALSE	TRUE
Gdap1	chr1	TRUE	TRUE
Bhlhe23	chr2	TRUE	TRUE
Tcirg1	chr19	FALSE	FALSE
Rad21	chr15	TRUE	TRUE
Mars2	chr1	FALSE	TRUE
Vps51	chr19	FALSE	TRUE
Rps8	chr4	FALSE	TRUE
Mgat2	chr12	TRUE	TRUE
Pi16	chr17	TRUE	TRUE
Ewsr1	chr11	FALSE	TRUE
Exoc7	chr11	FALSE	TRUE
Akna	chr4	FALSE	TRUE
Emd	chrX	FALSE	TRUE
Zfp358	chr8	FALSE	TRUE
Dio2	chr12	FALSE	TRUE
Tox	chr4	FALSE	TRUE
Wbp11	chr6	FALSE	TRUE
Nr4a1	chr15	FALSE	TRUE
Kti12	chr4	TRUE	TRUE
Tmem259	chr10	TRUE	TRUE
Tmem174	chr13	FALSE	TRUE
Stub1	chr17	FALSE	TRUE
Zfp365	chr10	FALSE	TRUE
Tmem250-ps	chr2	TRUE	TRUE
Ypel3	chr7	FALSE	FALSE
Prss22	chr17	FALSE	FALSE
Serpinf2	chr11	FALSE	TRUE
Ccsap	chr8	TRUE	TRUE
Mfsd10	chr5	FALSE	TRUE
Frat2	chr19	FALSE	TRUE
Mecp2	chrX	FALSE	TRUE
Adam34	chr8	FALSE	TRUE
Col9a2	chr4	FALSE	TRUE
Rsad1	chr11	FALSE	TRUE
Polr3k	chr2	FALSE	TRUE
Pwwp3a	chr10	FALSE	TRUE
Rhebl1	chr15	FALSE	TRUE
Chd4	chr6	FALSE	TRUE
Cdca3	chr6	FALSE	TRUE
Spata2	chr2	FALSE	TRUE
Psmb1	chr17	TRUE	TRUE
Rpl10	chrX	FALSE	FALSE
Tigar	chr6	TRUE	TRUE
Tmem214	chr5	FALSE	TRUE
H2-T23	chr17	TRUE	TRUE
Ssx2ip	chr3	FALSE	TRUE
Pacsin3	chr2	TRUE	TRUE
Slc50a1	chr3	FALSE	TRUE
Coch	chr12	FALSE	TRUE
Icmt	chr4	FALSE	TRUE
Hes6	chr1	TRUE	TRUE
Edrf1	chr7	FALSE	TRUE
Csrnp2	chr15	FALSE	TRUE
Tdrd6	chr17	FALSE	TRUE
Asprv1	chr6	FALSE	TRUE
Rnaseh2b	chr14	TRUE	TRUE
