gene_name	chr	mch_gain	mecp2_gain
Septin7	chr9	FALSE	TRUE
Lrp1	chr10	FALSE	FALSE
Psd	chr19	FALSE	FALSE
Dpysl2	chr14	FALSE	FALSE
Mbnl1	chr3	TRUE	FALSE
Sacs	chr14	FALSE	FALSE
Snx3	chr10	FALSE	FALSE
Ulk2	chr11	TRUE	FALSE
Prkcz	chr4	FALSE	TRUE
Drosha	chr15	FALSE	FALSE
Cables1	chr18	FALSE	FALSE
Fyco1	chr9	TRUE	TRUE
Foxo3	chr10	TRUE	FALSE
Dcbld2	chr16	TRUE	FALSE
Zfp326	chr5	FALSE	FALSE
Asb7	chr7	FALSE	FALSE
Rbm26	chr14	FALSE	TRUE
Kndc1	chr7	FALSE	FALSE
Plaat1	chr16	TRUE	TRUE
Slc43a2	chr11	FALSE	FALSE
Birc6	chr17	TRUE	FALSE
Jazf1	chr6	FALSE	TRUE
Prpf6	chr2	TRUE	TRUE
Nup210	chr6	TRUE	FALSE
Madd	chr2	TRUE	FALSE
Slc35a3	chr3	TRUE	FALSE
Itpr1	chr6	TRUE	FALSE
Rusc2	chr4	FALSE	FALSE
Ccdc177	chr12	FALSE	FALSE
Zfp12	chr5	FALSE	FALSE
Sertad2	chr11	TRUE	FALSE
Lcmt1	chr7	TRUE	TRUE
Susd6	chr12	FALSE	FALSE
Septin11	chr5	TRUE	TRUE
Mia2	chr12	TRUE	FALSE
Stt3b	chr9	FALSE	FALSE
Depdc1b	chr13	TRUE	FALSE
Son	chr16	FALSE	FALSE
Ilvbl	chr10	TRUE	FALSE
Afg3l2	chr18	FALSE	FALSE
Slc38a1	chr15	FALSE	FALSE
Me2	chr18	FALSE	FALSE
Micu3	chr8	TRUE	TRUE
Setd1b	chr5	FALSE	TRUE
Bhlhe40	chr6	TRUE	FALSE
Evi5l	chr8	FALSE	FALSE
N4bp2	chr5	FALSE	TRUE
Ergic2	chr6	TRUE	FALSE
Tchp	chr5	FALSE	FALSE
Nr4a3	chr4	FALSE	TRUE
Cmc2	chr8	FALSE	FALSE
Ubac1	chr2	FALSE	FALSE
Relch	chr1	TRUE	FALSE
Cdca2	chr14	FALSE	FALSE
Tmx4	chr2	TRUE	FALSE
Ppfia3	chr7	FALSE	FALSE
Lats1	chr10	FALSE	FALSE
Lrif1	chr3	FALSE	FALSE
Rarg	chr15	FALSE	FALSE
Gars	chr6	FALSE	FALSE
Tom1l2	chr11	FALSE	FALSE
Rsbn1	chr3	FALSE	FALSE
Ctnnd1	chr2	TRUE	FALSE
C2cd5	chr6	TRUE	FALSE
Stimate	chr14	FALSE	FALSE
Cntn6	chr6	TRUE	TRUE
Ube2e2	chr14	TRUE	FALSE
Sfswap	chr5	TRUE	FALSE
N4bp2l1	chr5	FALSE	FALSE
Zfp788	chr7	FALSE	FALSE
Eef1a1	chr9	TRUE	FALSE
Slc12a5	chr2	FALSE	TRUE
Als2	chr1	TRUE	FALSE
Pgbd5	chr8	TRUE	FALSE
Slc4a2	chr5	FALSE	FALSE
Pcm1	chr8	TRUE	TRUE
Tmem161b	chr13	TRUE	TRUE
Matr3	chr18	FALSE	FALSE
Rif1	chr2	FALSE	FALSE
Cs	chr10	FALSE	TRUE
Zbtb11	chr16	FALSE	FALSE
Golga4	chr9	FALSE	FALSE
Slc38a6	chr12	FALSE	FALSE
Tcaf1	chr6	FALSE	FALSE
Atp6v1a	chr16	FALSE	FALSE
Map1b	chr13	TRUE	FALSE
Cap2	chr13	TRUE	TRUE
Eml2	chr7	FALSE	TRUE
Gpr22	chr12	TRUE	TRUE
Pfkp	chr13	FALSE	FALSE
Dop1a	chr9	TRUE	FALSE
Mat2b	chr11	FALSE	FALSE
Dnm1	chr2	FALSE	FALSE
Fgfr1op2	chr6	FALSE	FALSE
Capza1	chr3	FALSE	FALSE
Atp1a1	chr3	FALSE	TRUE
Tbpl1	chr10	FALSE	FALSE
Tbc1d22b	chr17	FALSE	TRUE
Cul5	chr9	TRUE	FALSE
Kdm5b	chr1	FALSE	FALSE
Stx7	chr10	FALSE	TRUE
Plcg1	chr2	FALSE	FALSE
Phlpp2	chr8	FALSE	FALSE
Hdgf	chr3	FALSE	FALSE
Cyfip1	chr7	TRUE	TRUE
Fxyd6	chr9	TRUE	TRUE
Plpp7	chr2	FALSE	TRUE
Klf13	chr7	FALSE	TRUE
Map3k3	chr11	TRUE	FALSE
Pank3	chr11	FALSE	FALSE
Arel1	chr12	FALSE	FALSE
Prox1	chr1	FALSE	FALSE
Trhde	chr10	TRUE	TRUE
Pdss2	chr10	TRUE	FALSE
Trim67	chr8	FALSE	FALSE
4933424G06Rik	chr1	FALSE	FALSE
Wwp1	chr4	TRUE	FALSE
Exoc4	chr6	TRUE	TRUE
Brsk2	chr7	FALSE	FALSE
Cnbp	chr6	FALSE	FALSE
Nmnat2	chr1	TRUE	FALSE
Zc3h6	chr2	FALSE	FALSE
Ppp6r1	chr7	FALSE	FALSE
Hmgn3	chr9	FALSE	FALSE
Tmem131	chr1	TRUE	FALSE
Qtrt2	chr16	FALSE	FALSE
Fat2	chr11	TRUE	FALSE
Prrc2c	chr1	TRUE	FALSE
Cc2d1b	chr4	FALSE	FALSE
Smarcad1	chr6	TRUE	FALSE
Prdm10	chr9	TRUE	FALSE
Rhobtb3	chr13	TRUE	FALSE
Uvssa	chr5	TRUE	FALSE
Ivns1abp	chr1	FALSE	FALSE
Phkb	chr8	TRUE	FALSE
Snx18	chr13	TRUE	FALSE
Trp53inp2	chr2	FALSE	FALSE
Kif19a	chr11	FALSE	FALSE
Kctd21	chr7	TRUE	FALSE
6430550D23Rik	chr2	FALSE	FALSE
Soga1	chr2	FALSE	FALSE
Cebpg	chr7	FALSE	FALSE
Zc3h4	chr7	FALSE	FALSE
Adnp	chr2	FALSE	FALSE
Pptc7	chr5	FALSE	FALSE
Serinc2	chr4	FALSE	FALSE
Igsf9b	chr9	FALSE	FALSE
Rab18	chr18	FALSE	FALSE
Cul1	chr6	TRUE	FALSE
Mospd1	chrX	FALSE	FALSE
Snx25	chr8	TRUE	TRUE
Sacm1l	chr9	TRUE	FALSE
Zbtb44	chr9	FALSE	FALSE
Sez6l2	chr7	FALSE	FALSE
Cpe	chr8	TRUE	TRUE
Fbxo34	chr14	FALSE	FALSE
Plxnd1	chr6	TRUE	TRUE
Grap2	chr15	FALSE	FALSE
Map4k5	chr12	TRUE	FALSE
Ap3b2	chr7	FALSE	FALSE
Furin	chr7	FALSE	FALSE
Ctxn2	chr2	TRUE	TRUE
Atp13a3	chr16	TRUE	FALSE
Impdh1	chr6	FALSE	FALSE
Epn3	chr11	FALSE	FALSE
Acvr1	chr2	TRUE	TRUE
Cdk17	chr10	TRUE	TRUE
Abcb9	chr5	FALSE	FALSE
Drc7	chr8	TRUE	FALSE
Chst10	chr1	FALSE	TRUE
Ubn2	chr6	TRUE	FALSE
Cpsf6	chr10	FALSE	FALSE
Gpd1l	chr9	FALSE	FALSE
Acsl3	chr1	FALSE	TRUE
Ephx1	chr1	FALSE	FALSE
Gpat3	chr5	FALSE	FALSE
Cab39	chr1	TRUE	FALSE
Zfp275	chrX	FALSE	FALSE
Pitpnc1	chr11	FALSE	FALSE
Prrt4	chr6	FALSE	FALSE
Polk	chr13	TRUE	FALSE
Prkaca	chr8	FALSE	TRUE
Commd3	chr2	TRUE	TRUE
Ncoa7	chr10	TRUE	FALSE
Tmem9b	chr7	FALSE	FALSE
Myh7b	chr2	FALSE	FALSE
Fbxl5	chr5	TRUE	TRUE
Ntng2	chr2	FALSE	FALSE
L1cam	chrX	FALSE	FALSE
Sdc2	chr15	TRUE	TRUE
Ube3a	chr7	FALSE	TRUE
Zdhhc2	chr8	TRUE	FALSE
Coq10b	chr1	FALSE	FALSE
Tmem14a	chr1	FALSE	TRUE
Ctnnal1	chr4	FALSE	FALSE
Gdf9	chr11	FALSE	FALSE
Golph3	chr15	FALSE	FALSE
Comt	chr16	FALSE	FALSE
Plekhm2	chr4	FALSE	FALSE
Sil1	chr18	TRUE	TRUE
Mtcl1	chr17	TRUE	FALSE
Ciao2b	chr8	FALSE	TRUE
Mcur1	chr13	TRUE	FALSE
Crocc	chr4	FALSE	TRUE
Lrp8	chr4	FALSE	FALSE
Herc1	chr9	TRUE	FALSE
Arhgef7	chr8	TRUE	FALSE
Cnot1	chr8	TRUE	FALSE
Ppp2r2c	chr5	FALSE	FALSE
Uqcc2	chr17	FALSE	FALSE
Wnt7a	chr6	FALSE	FALSE
Ankrd13a	chr5	FALSE	FALSE
Ifitm10	chr7	FALSE	FALSE
Prr36	chr8	FALSE	FALSE
Faap20	chr4	FALSE	FALSE
Sec24b	chr3	TRUE	FALSE
Asphd2	chr5	FALSE	FALSE
Nxpe3	chr16	FALSE	FALSE
Gls	chr1	FALSE	FALSE
Tspan15	chr10	FALSE	FALSE
4933427D14Rik	chr11	TRUE	FALSE
Irs1	chr1	FALSE	FALSE
Snx13	chr12	TRUE	FALSE
Sv2b	chr7	TRUE	TRUE
Ski	chr4	TRUE	TRUE
Dennd6b	chr15	FALSE	FALSE
Tmem63c	chr12	TRUE	TRUE
Grid2	chr6	TRUE	FALSE
Stk39	chr2	TRUE	TRUE
Mrps6	chr16	FALSE	FALSE
Tarbp1	chr8	TRUE	TRUE
Cep250	chr2	TRUE	FALSE
Mroh1	chr15	TRUE	FALSE
Ifngr1	chr10	FALSE	FALSE
Arid1a	chr4	TRUE	FALSE
Rasgef1a	chr6	TRUE	FALSE
Zfp324	chr7	TRUE	FALSE
Klf15	chr6	FALSE	FALSE
Pard6g	chr18	FALSE	FALSE
Tpcn2	chr7	FALSE	FALSE
Chmp7	chr14	FALSE	FALSE
Dcaf12	chr4	FALSE	FALSE
Myo1c	chr11	FALSE	FALSE
Slc36a4	chr9	FALSE	FALSE
Ddit3	chr10	FALSE	FALSE
Tasor2	chr13	TRUE	FALSE
Clip2	chr5	FALSE	FALSE
Noct	chr3	FALSE	FALSE
Galc	chr12	FALSE	TRUE
Creb1	chr1	FALSE	FALSE
Ss18	chr18	TRUE	FALSE
Actr2	chr11	TRUE	FALSE
Usp22	chr11	FALSE	TRUE
Gk	chrX	TRUE	FALSE
Plppr4	chr3	TRUE	FALSE
Tmem120b	chr5	FALSE	FALSE
Ccdc28a	chr10	TRUE	FALSE
Plekha5	chr6	TRUE	FALSE
Prdm15	chr16	FALSE	FALSE
Agbl2	chr2	TRUE	TRUE
Agt	chr8	FALSE	TRUE
Ndufaf2	chr13	FALSE	FALSE
Trim45	chr3	FALSE	FALSE
Ppip5k2	chr1	TRUE	FALSE
Uchl3	chr14	TRUE	FALSE
Tsc22d2	chr3	TRUE	FALSE
Mtdh	chr15	FALSE	FALSE
Dnajc1	chr2	TRUE	TRUE
Chka	chr19	FALSE	TRUE
Gabpb1	chr2	FALSE	FALSE
Bmp5	chr9	TRUE	TRUE
Wdr47	chr3	TRUE	FALSE
Zfp410	chr12	FALSE	TRUE
Kcnt1	chr2	FALSE	TRUE
Os9	chr10	FALSE	FALSE
Smg1	chr7	TRUE	FALSE
Abhd6	chr14	FALSE	FALSE
Rmnd5a	chr6	FALSE	FALSE
Slc1a2	chr2	TRUE	FALSE
Slc8a1	chr17	TRUE	TRUE
Gpr153	chr4	FALSE	FALSE
Gdap2	chr3	FALSE	FALSE
Sp4	chr12	TRUE	FALSE
Tet1	chr10	FALSE	FALSE
Arid3a	chr10	FALSE	FALSE
Syt9	chr7	TRUE	TRUE
Reep4	chr14	TRUE	TRUE
Macroh2a2	chr10	FALSE	FALSE
Eif4g2	chr7	TRUE	FALSE
H3f3a	chr1	FALSE	TRUE
Rsbn1l	chr5	FALSE	FALSE
Mtmr12	chr15	TRUE	FALSE
Cdkl2	chr5	FALSE	TRUE
Ahdc1	chr4	FALSE	TRUE
Nudt18	chr14	FALSE	FALSE
Trappc12	chr12	FALSE	FALSE
Tagln3	chr16	FALSE	FALSE
Synj1	chr16	TRUE	FALSE
Pcnp	chr16	TRUE	FALSE
Mtmr4	chr11	FALSE	FALSE
Ddx17	chr15	FALSE	FALSE
Cipc	chr12	TRUE	FALSE
Adcy3	chr12	FALSE	FALSE
Cabin1	chr10	TRUE	FALSE
Ddx6	chr9	FALSE	FALSE
Aqp6	chr15	TRUE	TRUE
Fgd1	chrX	TRUE	FALSE
Rrm2b	chr15	FALSE	FALSE
Max	chr12	FALSE	TRUE
Eif3h	chr15	TRUE	FALSE
Stk10	chr11	FALSE	TRUE
Lrtm2	chr6	FALSE	FALSE
Ell	chr8	FALSE	FALSE
Ccdc93	chr1	TRUE	FALSE
St8sia1	chr6	TRUE	FALSE
Arrdc4	chr7	TRUE	TRUE
Prepl	chr17	FALSE	FALSE
Slc22a1	chr17	FALSE	FALSE
Ppm1f	chr16	TRUE	FALSE
Galns	chr8	FALSE	FALSE
Hcfc1	chrX	FALSE	FALSE
Galnt2	chr8	FALSE	TRUE
Pemt	chr11	FALSE	FALSE
Slco2b1	chr7	FALSE	FALSE
Pdk3	chrX	TRUE	FALSE
Pdk2	chr11	FALSE	FALSE
Ggh	chr4	FALSE	TRUE
Jade2	chr11	FALSE	FALSE
Xrcc4	chr13	TRUE	FALSE
Adora1	chr1	FALSE	FALSE
Zfp316	chr5	FALSE	FALSE
Stag1	chr9	TRUE	FALSE
Ppp2r1b	chr9	TRUE	TRUE
Dnajc3	chr14	FALSE	FALSE
Ppfibp1	chr6	TRUE	FALSE
Narf	chr11	TRUE	FALSE
Pitrm1	chr13	FALSE	FALSE
Pank2	chr2	TRUE	FALSE
Map3k7	chr4	TRUE	TRUE
Dhfr	chr13	FALSE	FALSE
Lrtm1	chr14	TRUE	TRUE
Patz1	chr11	FALSE	FALSE
Usp35	chr7	FALSE	FALSE
Tpp2	chr1	TRUE	TRUE
Myo7a	chr7	FALSE	FALSE
Zc3h7a	chr16	TRUE	FALSE
Ppp2ca	chr11	FALSE	FALSE
Scaf8	chr17	TRUE	FALSE
Creb3	chr4	FALSE	FALSE
Tnpo1	chr13	TRUE	FALSE
Nadk2	chr15	TRUE	FALSE
Prodh	chr16	FALSE	TRUE
Rps6kl1	chr12	FALSE	FALSE
Bach1	chr16	FALSE	FALSE
Mbd3	chr10	FALSE	FALSE
B9d1	chr11	FALSE	TRUE
Fbf1	chr11	FALSE	FALSE
Mta1	chr12	FALSE	FALSE
Arl6ip6	chr2	FALSE	TRUE
Spef1	chr2	FALSE	FALSE
Dixdc1	chr9	TRUE	FALSE
Tpd52	chr3	TRUE	FALSE
Lta4h	chr10	TRUE	FALSE
Slain2	chr5	FALSE	FALSE
Nipal3	chr4	FALSE	FALSE
Kctd17	chr15	FALSE	FALSE
Pcdhgb6	chr18	TRUE	FALSE
Mrpl17	chr7	FALSE	FALSE
Micall1	chr15	FALSE	FALSE
Rc3h1	chr1	TRUE	FALSE
Pcsk1n	chrX	FALSE	TRUE
Rnf128	chrX	TRUE	FALSE
Gopc	chr10	TRUE	FALSE
Glce	chr9	TRUE	TRUE
Smc6	chr12	TRUE	TRUE
Hcn2	chr10	FALSE	TRUE
Chid1	chr7	TRUE	TRUE
4930453N24Rik	chr16	FALSE	TRUE
Kif13a	chr13	TRUE	FALSE
Gnb1l	chr16	TRUE	FALSE
Ywhaq	chr12	TRUE	FALSE
Nos1ap	chr1	TRUE	FALSE
Dot1l	chr10	FALSE	FALSE
Tmem67	chr4	FALSE	FALSE
Triobp	chr15	TRUE	FALSE
Abce1	chr8	FALSE	FALSE
Gatb	chr3	TRUE	FALSE
Ctbp2	chr7	TRUE	TRUE
Dgcr6	chr16	TRUE	FALSE
Rgs7bp	chr13	TRUE	FALSE
Slc9a1	chr4	FALSE	FALSE
Cnot3	chr7	FALSE	FALSE
Mknk2	chr10	FALSE	FALSE
Wdr19	chr5	FALSE	TRUE
Slc36a1	chr11	FALSE	FALSE
Spon1	chr7	TRUE	TRUE
Sh2d3c	chr2	FALSE	FALSE
Aco1	chr4	TRUE	FALSE
Nfkb1	chr3	TRUE	FALSE
Ctsa	chr2	FALSE	FALSE
Letm2	chr8	FALSE	TRUE
H6pd	chr4	TRUE	FALSE
Zbtb25	chr12	FALSE	FALSE
Sart3	chr5	FALSE	FALSE
Prkx	chrX	TRUE	FALSE
Cemip2	chr19	TRUE	TRUE
Pcdhac2	chr18	FALSE	FALSE
Ppp2r2d	chr7	FALSE	FALSE
Dtx4	chr19	FALSE	FALSE
Kat6b	chr14	TRUE	FALSE
Pnpla8	chr12	TRUE	TRUE
Aimp1	chr3	TRUE	FALSE
Eed	chr7	FALSE	FALSE
Nudt4	chr10	FALSE	TRUE
Vti1b	chr12	FALSE	FALSE
Zbtb38	chr9	TRUE	TRUE
Alg5	chr3	TRUE	FALSE
Zfr	chr15	TRUE	FALSE
Carm1	chr9	FALSE	TRUE
Arfgef1	chr1	TRUE	FALSE
Gmpr	chr13	TRUE	FALSE
Vamp1	chr6	FALSE	FALSE
Pja2	chr17	TRUE	FALSE
Hid1	chr11	FALSE	FALSE
Pid1	chr1	TRUE	TRUE
Slc7a6	chr8	FALSE	FALSE
Nectin3	chr16	TRUE	FALSE
Nt5dc3	chr10	TRUE	FALSE
Grin1	chr2	FALSE	FALSE
Manf	chr9	TRUE	TRUE
Mfsd6	chr1	FALSE	FALSE
Fbxo21	chr5	TRUE	TRUE
Acvr2b	chr9	FALSE	FALSE
Cyb5d1	chr11	FALSE	FALSE
Nlgn2	chr11	FALSE	TRUE
Socs5	chr17	FALSE	FALSE
Csf1	chr3	FALSE	FALSE
Mbd6	chr10	FALSE	FALSE
Usf1	chr1	FALSE	FALSE
Tspan7	chrX	FALSE	TRUE
Inka2	chr3	TRUE	FALSE
Pfkfb3	chr2	TRUE	FALSE
Nbeal2	chr9	FALSE	FALSE
Alad	chr4	TRUE	FALSE
Fem1b	chr9	FALSE	FALSE
Lrrc4b	chr7	FALSE	FALSE
Gabbr1	chr17	FALSE	FALSE
Diaph2	chrX	TRUE	FALSE
Mid2	chrX	FALSE	FALSE
Zkscan17	chr11	TRUE	FALSE
Maea	chr5	FALSE	FALSE
Dzank1	chr2	TRUE	FALSE
Sbk1	chr7	TRUE	TRUE
Slc6a15	chr10	FALSE	TRUE
Scrn1	chr6	TRUE	FALSE
Tspan33	chr6	FALSE	FALSE
Kcnc3	chr7	FALSE	TRUE
Lipa	chr19	FALSE	FALSE
Tmem178	chr17	FALSE	TRUE
Afap1l1	chr18	TRUE	TRUE
Zbtb18	chr1	FALSE	FALSE
Pxn	chr5	FALSE	FALSE
Ocln	chr13	TRUE	FALSE
Fstl1	chr16	FALSE	FALSE
Vdac3	chr8	FALSE	FALSE
Ccm2	chr11	FALSE	FALSE
Clasrp	chr7	FALSE	FALSE
Ap2a1	chr7	TRUE	FALSE
Klc2	chr19	FALSE	FALSE
Mllt11	chr3	FALSE	TRUE
Fabp5	chr3	FALSE	FALSE
Cltc	chr11	TRUE	FALSE
Cap1	chr4	FALSE	FALSE
Crb3	chr17	FALSE	FALSE
Agk	chr6	TRUE	FALSE
Lzts3	chr2	FALSE	FALSE
Cilk1	chr9	TRUE	FALSE
Ndel1	chr11	FALSE	FALSE
Ssbp4	chr8	FALSE	FALSE
Tpcn1	chr5	FALSE	TRUE
Plekhh3	chr11	FALSE	FALSE
Cd200	chr16	FALSE	TRUE
Il1rapl1	chrX	TRUE	TRUE
Hbp1	chr12	TRUE	TRUE
Rnd3	chr2	FALSE	TRUE
Larp1b	chr3	TRUE	FALSE
Afap1l2	chr19	TRUE	TRUE
B4galt5	chr2	FALSE	FALSE
Nck2	chr1	TRUE	TRUE
Nmt2	chr2	TRUE	FALSE
Zfp672	chr11	FALSE	FALSE
Wdr91	chr6	TRUE	FALSE
Ppp1r10	chr17	FALSE	FALSE
G3bp2	chr5	TRUE	FALSE
Copa	chr1	TRUE	FALSE
Tgfb1i1	chr7	TRUE	FALSE
Zwint	chr10	FALSE	FALSE
Esyt1	chr10	FALSE	FALSE
Cdk5r2	chr1	FALSE	FALSE
Trim7	chr11	FALSE	FALSE
Ercc4	chr16	TRUE	FALSE
Glrx2	chr1	FALSE	FALSE
Cbx7	chr15	FALSE	FALSE
Fah	chr7	FALSE	FALSE
Ssbp3	chr4	TRUE	FALSE
Lrrk2	chr15	TRUE	TRUE
Fbxo31	chr8	FALSE	TRUE
Pacsin1	chr17	TRUE	FALSE
Gpr155	chr2	FALSE	FALSE
Zbtb48	chr4	FALSE	FALSE
Commd6	chr14	TRUE	FALSE
Rasa1	chr13	TRUE	FALSE
Ercc5	chr1	FALSE	FALSE
Pi4ka	chr16	TRUE	FALSE
Itgb1	chr8	TRUE	FALSE
Bpgm	chr6	FALSE	FALSE
Eif3a	chr19	TRUE	FALSE
Vps37b	chr5	FALSE	FALSE
Ankrd13b	chr11	FALSE	FALSE
Pygm	chr19	FALSE	FALSE
B3galt2	chr1	FALSE	TRUE
Dok5	chr2	TRUE	TRUE
Shprh	chr10	TRUE	FALSE
Tpst2	chr5	FALSE	TRUE
Lrrtm3	chr10	TRUE	TRUE
Pcyox1	chr6	FALSE	FALSE
Gtpbp4	chr13	TRUE	FALSE
Mus81	chr19	FALSE	TRUE
Ankmy2	chr12	TRUE	FALSE
Lnx2	chr5	TRUE	FALSE
Ahi1	chr10	TRUE	FALSE
Kcnk1	chr8	TRUE	FALSE
Cabp2	chr19	TRUE	FALSE
Mapre2	chr18	TRUE	FALSE
Mphosph9	chr5	FALSE	FALSE
Urgcp	chr11	TRUE	FALSE
Ttyh3	chr5	TRUE	FALSE
Chac1	chr2	TRUE	TRUE
Zbtb41	chr1	TRUE	FALSE
Rnf103	chr6	FALSE	FALSE
Tab1	chr15	FALSE	FALSE
Crbn	chr6	TRUE	FALSE
Boc	chr16	TRUE	TRUE
Amotl2	chr9	FALSE	FALSE
Pex26	chr6	FALSE	FALSE
Ppox	chr1	FALSE	TRUE
Efr3a	chr15	TRUE	TRUE
Celf2	chr2	TRUE	TRUE
Tex22	chr12	FALSE	FALSE
Zfp219	chr14	FALSE	FALSE
Wbp2	chr11	FALSE	TRUE
Hpn	chr7	FALSE	FALSE
Por	chr5	FALSE	FALSE
Myo9b	chr8	TRUE	FALSE
Cyp4f13	chr17	TRUE	FALSE
Kat5	chr19	FALSE	FALSE
Clcn3	chr8	TRUE	FALSE
Retsat	chr6	FALSE	TRUE
Enoph1	chr5	TRUE	TRUE
Phyh	chr2	FALSE	FALSE
Rab27a	chr9	FALSE	FALSE
Nkain1	chr4	FALSE	FALSE
Apoa1	chr9	FALSE	FALSE
Sp2	chr11	TRUE	TRUE
Med10	chr13	FALSE	FALSE
Canx	chr11	TRUE	FALSE
Diaph1	chr18	TRUE	FALSE
Caskin1	chr17	FALSE	FALSE
Txndc5	chr13	FALSE	TRUE
Ammecr1l	chr18	TRUE	FALSE
Polr2a	chr11	FALSE	FALSE
Kri1	chr9	FALSE	TRUE
Exoc5	chr14	TRUE	FALSE
Ppargc1a	chr5	TRUE	FALSE
Tecpr2	chr12	TRUE	FALSE
Nsun6	chr2	TRUE	FALSE
Sphk2	chr7	FALSE	FALSE
Cacna2d1	chr5	TRUE	FALSE
Hsd17b12	chr2	TRUE	FALSE
Slc9a6	chrX	FALSE	FALSE
Cdc37l1	chr19	TRUE	FALSE
D2hgdh	chr1	FALSE	FALSE
Mocs2	chr13	FALSE	TRUE
Cdc25a	chr9	FALSE	TRUE
Mad2l1	chr6	FALSE	FALSE
Bsn	chr9	TRUE	TRUE
Got1	chr19	FALSE	FALSE
D3Ertd751e	chr3	TRUE	TRUE
Stmn2	chr3	FALSE	FALSE
Lmnb1	chr18	FALSE	FALSE
Sox4	chr13	FALSE	TRUE
P3h3	chr6	TRUE	FALSE
Appl1	chr14	TRUE	FALSE
Hcfc1r1	chr17	FALSE	FALSE
Ube2f	chr1	TRUE	FALSE
Larp6	chr9	TRUE	FALSE
B4galt4	chr16	FALSE	FALSE
Gns	chr10	TRUE	TRUE
Lamc1	chr1	TRUE	FALSE
Aatk	chr11	FALSE	FALSE
Cd5	chr19	TRUE	FALSE
Rmdn2	chr17	TRUE	FALSE
Eif2ak3	chr6	TRUE	FALSE
Frzb	chr2	FALSE	TRUE
Rara	chr11	FALSE	FALSE
Rab31	chr17	TRUE	TRUE
Swt1	chr1	TRUE	FALSE
Higd1a	chr9	FALSE	FALSE
Sgms2	chr3	TRUE	FALSE
Tsen34	chr7	FALSE	FALSE
Npr2	chr4	TRUE	TRUE
Klhl7	chr5	TRUE	TRUE
Kmt2a	chr9	FALSE	FALSE
B3galnt2	chr13	TRUE	FALSE
Dctn6	chr8	FALSE	FALSE
Mier3	chr13	TRUE	FALSE
Smap1	chr1	TRUE	FALSE
Pipox	chr11	TRUE	TRUE
Snap25	chr2	TRUE	FALSE
Eif3b	chr5	TRUE	FALSE
Stx1b	chr7	FALSE	FALSE
Rapgefl1	chr11	FALSE	FALSE
Ubash3b	chr9	TRUE	FALSE
Zfp719	chr7	FALSE	FALSE
Mllt10	chr2	TRUE	TRUE
Ppp2r1a	chr17	TRUE	FALSE
Rpap1	chr2	FALSE	FALSE
Ube2g1	chr11	TRUE	FALSE
Mterf2	chr10	FALSE	TRUE
Cenpc1	chr5	TRUE	TRUE
B3galt1	chr2	TRUE	TRUE
Repin1	chr6	TRUE	FALSE
Usp2	chr9	TRUE	FALSE
Mfsd14a	chr3	FALSE	FALSE
Axin2	chr11	FALSE	TRUE
Prxl2b	chr4	FALSE	TRUE
Golim4	chr3	TRUE	FALSE
Csad	chr15	FALSE	FALSE
Trmu	chr15	FALSE	FALSE
Cyld	chr8	TRUE	FALSE
Lyrm4	chr13	TRUE	FALSE
Anp32a	chr9	FALSE	FALSE
Celsr3	chr9	FALSE	FALSE
Tub	chr7	TRUE	FALSE
Acsl4	chrX	TRUE	FALSE
Them4	chr3	TRUE	FALSE
Chmp1b	chr18	TRUE	FALSE
Thap11	chr8	FALSE	TRUE
Mmp21	chr7	FALSE	FALSE
Rtn3	chr19	TRUE	FALSE
Gm20716	chr2	TRUE	FALSE
Slc19a1	chr10	TRUE	FALSE
Ina	chr19	FALSE	TRUE
Slc33a1	chr3	FALSE	FALSE
Dcaf8	chr1	FALSE	FALSE
Zfp398	chr6	TRUE	FALSE
Plb1	chr5	TRUE	FALSE
Cdk5rap2	chr4	TRUE	FALSE
Armc1	chr3	FALSE	FALSE
Lpcat3	chr6	TRUE	FALSE
Nup35	chr2	TRUE	TRUE
Mcu	chr10	TRUE	FALSE
Tsc1	chr2	TRUE	FALSE
Lpcat4	chr2	FALSE	FALSE
Smim13	chr13	FALSE	FALSE
Usp20	chr2	TRUE	FALSE
Adpgk	chr9	TRUE	FALSE
Lrch4	chr5	FALSE	TRUE
Rnf44	chr13	FALSE	FALSE
Nfyb	chr10	FALSE	FALSE
Notch4	chr17	FALSE	FALSE
Zfp592	chr7	FALSE	TRUE
Pcdhga2	chr18	TRUE	FALSE
Terf1	chr1	TRUE	TRUE
Psma6	chr12	TRUE	FALSE
Psip1	chr4	TRUE	FALSE
Hip1r	chr5	FALSE	FALSE
Tbc1d17	chr7	FALSE	TRUE
Htatsf1	chrX	TRUE	TRUE
Mtmr1	chrX	FALSE	FALSE
Fgfr1	chr8	FALSE	TRUE
Gramd4	chr15	TRUE	TRUE
Hspa9	chr18	FALSE	FALSE
Rhbdd1	chr1	TRUE	FALSE
Scaf4	chr16	TRUE	FALSE
Cyp4f14	chr17	FALSE	FALSE
Ip6k1	chr9	FALSE	FALSE
Npc1	chr18	TRUE	FALSE
Mpp2	chr11	FALSE	FALSE
Cln5	chr14	TRUE	FALSE
Galk1	chr11	FALSE	FALSE
Dock6	chr9	FALSE	FALSE
Cln8	chr8	TRUE	FALSE
Cfap99	chr5	FALSE	FALSE
Csnk2b	chr17	FALSE	FALSE
Def8	chr8	FALSE	FALSE
