gene_name	chr	MeCP2_up	K27ac_up
Arfip1	chr3	TRUE	FALSE
Zmiz1	chr14	TRUE	TRUE
Dnajc24	chr2	FALSE	FALSE
Tiparp	chr3	FALSE	FALSE
Colgalt1	chr8	FALSE	TRUE
Acer3	chr7	FALSE	TRUE
Mfsd4a	chr1	TRUE	FALSE
Edem1	chr6	TRUE	TRUE
Mapk8	chr14	FALSE	FALSE
Phyhd1	chr2	FALSE	FALSE
Pitpna	chr11	FALSE	FALSE
Nim1k	chr13	FALSE	TRUE
Tmem229b	chr12	FALSE	TRUE
Ankmy1	chr1	TRUE	FALSE
Lgals3bp	chr11	TRUE	FALSE
Otulin	chr15	TRUE	FALSE
Sema6c	chr3	FALSE	TRUE
Pfkm	chr15	FALSE	TRUE
Eif1	chr11	FALSE	TRUE
Pacrg	chr17	TRUE	FALSE
Snap91	chr9	FALSE	TRUE
Ctsb	chr14	FALSE	FALSE
Sec22a	chr16	FALSE	FALSE
Gpam	chr19	FALSE	TRUE
St8sia5	chr18	FALSE	TRUE
Ctnna1	chr18	FALSE	FALSE
Armh4	chr14	FALSE	FALSE
Zfhx2	chr14	FALSE	TRUE
Mib2	chr4	FALSE	TRUE
Chmp4b	chr2	FALSE	FALSE
Slc1a4	chr11	FALSE	TRUE
Zc3h12c	chr9	FALSE	TRUE
Tff3	chr17	TRUE	FALSE
Sult4a1	chr15	TRUE	TRUE
Epg5	chr18	FALSE	FALSE
Cul3	chr1	FALSE	FALSE
Slc30a9	chr5	FALSE	TRUE
Slc25a36	chr9	FALSE	TRUE
Uso1	chr5	FALSE	TRUE
Stk38l	chr6	FALSE	TRUE
Pogz	chr3	FALSE	TRUE
Map4k3	chr17	FALSE	FALSE
Pde6d	chr1	FALSE	TRUE
Mxi1	chr19	FALSE	TRUE
Sesn3	chr9	FALSE	TRUE
Unkl	chr17	FALSE	TRUE
Traf7	chr17	FALSE	FALSE
Larp1	chr11	TRUE	FALSE
Rab3gap2	chr1	FALSE	FALSE
Slc30a5	chr13	FALSE	FALSE
Adgra2	chr8	FALSE	TRUE
Pik3r3	chr4	TRUE	TRUE
Cog2	chr8	FALSE	FALSE
Tbl1x	chrX	FALSE	TRUE
Mcf2l	chr8	FALSE	FALSE
Hectd1	chr12	FALSE	TRUE
Tubgcp3	chr8	FALSE	FALSE
Zfp397	chr18	TRUE	FALSE
Tspan3	chr9	FALSE	TRUE
Pot1a	chr6	FALSE	FALSE
Herpud2	chr9	FALSE	FALSE
Cdon	chr9	FALSE	TRUE
1700069L16Rik	chr5	FALSE	FALSE
Nisch	chr14	FALSE	TRUE
Lrpap1	chr5	FALSE	TRUE
Cry2	chr2	FALSE	FALSE
Gabra1	chr11	TRUE	FALSE
Mab21l3	chr3	FALSE	FALSE
Ankrd10	chr8	FALSE	TRUE
Azin2	chr4	TRUE	FALSE
Mgrn1	chr16	FALSE	TRUE
N4bp2l2	chr5	FALSE	TRUE
Plekhh1	chr12	FALSE	FALSE
Slc37a3	chr6	FALSE	FALSE
Tm2d1	chr4	FALSE	TRUE
Sgms1	chr19	FALSE	TRUE
Stam	chr2	FALSE	FALSE
Crtc1	chr8	FALSE	TRUE
Acap2	chr16	FALSE	TRUE
Zgpat	chr2	TRUE	TRUE
Cstad	chr2	FALSE	TRUE
Atl2	chr17	FALSE	TRUE
E4f1	chr17	FALSE	TRUE
Aldh4a1	chr4	FALSE	TRUE
Smim15	chr13	FALSE	FALSE
Aebp2	chr6	TRUE	FALSE
Raf1	chr6	FALSE	TRUE
Mark2	chr19	FALSE	TRUE
Pald1	chr10	FALSE	FALSE
Magi1	chr6	FALSE	FALSE
Rev1	chr1	FALSE	FALSE
Pex10	chr4	FALSE	FALSE
Tor1aip1	chr1	FALSE	TRUE
Smim14	chr5	FALSE	FALSE
Zfp451	chr1	FALSE	TRUE
C6	chr15	TRUE	FALSE
Rwdd3	chr3	TRUE	FALSE
Ube2ql1	chr13	FALSE	TRUE
Marchf3	chr18	TRUE	FALSE
Ndst3	chr3	TRUE	FALSE
Cep57l1	chr10	FALSE	FALSE
Rab5c	chr11	FALSE	TRUE
Ints3	chr3	TRUE	TRUE
Car10	chr11	TRUE	TRUE
Trrap	chr5	FALSE	TRUE
Phf8	chrX	FALSE	TRUE
Adcy6	chr15	FALSE	TRUE
Kcnip3	chr2	TRUE	FALSE
Fubp3	chr2	FALSE	TRUE
Snx9	chr17	TRUE	FALSE
Tulp3	chr6	FALSE	FALSE
Pgap2	chr7	FALSE	TRUE
Hsbp1l1	chr18	FALSE	TRUE
U2af2	chr7	FALSE	FALSE
Mpzl1	chr1	FALSE	FALSE
Cep170	chr1	FALSE	FALSE
Ube2n	chr10	FALSE	FALSE
Fam193a	chr5	FALSE	TRUE
Glcci1	chr6	FALSE	TRUE
Usp3	chr9	FALSE	TRUE
Kdm3a	chr6	FALSE	TRUE
Pten	chr19	FALSE	FALSE
Kcnh2	chr5	TRUE	TRUE
Map7d2	chrX	FALSE	TRUE
Mical3	chr6	TRUE	TRUE
Etnk1	chr6	FALSE	FALSE
Tbc1d9b	chr11	TRUE	TRUE
Hmg20a	chr9	TRUE	FALSE
Calb2	chr8	TRUE	FALSE
Wdr89	chr12	FALSE	TRUE
Ccdc149	chr5	TRUE	FALSE
Gpr176	chr2	FALSE	FALSE
Ythdc2	chr18	TRUE	TRUE
Aplp2	chr9	FALSE	FALSE
Ermp1	chr19	FALSE	TRUE
Nell2	chr15	TRUE	TRUE
Ptpre	chr7	FALSE	FALSE
Ube2j2	chr4	FALSE	FALSE
Rims3	chr4	TRUE	FALSE
Eif5a	chr11	FALSE	FALSE
Map3k5	chr10	FALSE	FALSE
Otud1	chr2	TRUE	FALSE
Ippk	chr13	FALSE	TRUE
Fads6	chr11	FALSE	FALSE
Tph1	chr7	TRUE	FALSE
Fam53b	chr7	FALSE	FALSE
Arglu1	chr8	TRUE	TRUE
Rtn4	chr11	TRUE	TRUE
Lancl2	chr6	FALSE	TRUE
Rab11fip5	chr6	FALSE	FALSE
Grhpr	chr4	TRUE	FALSE
Cdk12	chr11	FALSE	TRUE
Fam20b	chr1	TRUE	TRUE
Srebf1	chr11	FALSE	FALSE
Pcgf3	chr5	FALSE	TRUE
Hivep1	chr13	FALSE	TRUE
Ptprh	chr7	FALSE	FALSE
Itpkb	chr1	FALSE	FALSE
Vps35l	chr7	TRUE	TRUE
Fzd3	chr14	FALSE	FALSE
Arf2	chr11	TRUE	TRUE
Ttc13	chr8	FALSE	FALSE
Arhgef40	chr14	FALSE	TRUE
Pls3	chrX	TRUE	TRUE
Lats2	chr14	FALSE	FALSE
Cxxc5	chr18	FALSE	TRUE
Tmem266	chr9	FALSE	TRUE
Impa2	chr18	FALSE	FALSE
Adck2	chr6	FALSE	FALSE
Xkr4	chr1	TRUE	TRUE
Bin1	chr18	FALSE	TRUE
Gart	chr16	FALSE	TRUE
Ttc9	chr12	FALSE	TRUE
Rnf122	chr8	TRUE	FALSE
Mllt1	chr17	FALSE	TRUE
Plxna1	chr6	FALSE	FALSE
Agtpbp1	chr13	FALSE	FALSE
Slc16a10	chr10	FALSE	FALSE
Cfap161	chr7	TRUE	FALSE
Eftud2	chr11	FALSE	TRUE
Cyb5b	chr8	FALSE	FALSE
Septin7	chr9	TRUE	TRUE
Lrp1	chr10	FALSE	TRUE
Psd	chr19	FALSE	TRUE
Dpysl2	chr14	FALSE	TRUE
Mbnl1	chr3	FALSE	TRUE
Sacs	chr14	FALSE	FALSE
Snx3	chr10	FALSE	TRUE
Ulk2	chr11	FALSE	TRUE
Prkcz	chr4	TRUE	TRUE
Prrc1	chr18	FALSE	TRUE
Drosha	chr15	FALSE	TRUE
Zfp507	chr7	FALSE	TRUE
Psmd1	chr1	FALSE	TRUE
Vcl	chr14	FALSE	TRUE
Nup214	chr2	TRUE	TRUE
Fyco1	chr9	TRUE	FALSE
Foxo3	chr10	FALSE	TRUE
Dcbld2	chr16	FALSE	TRUE
Zfp326	chr5	FALSE	TRUE
Asb7	chr7	FALSE	TRUE
Rbm26	chr14	TRUE	TRUE
Mga	chr2	TRUE	TRUE
Kndc1	chr7	FALSE	FALSE
Plaat1	chr16	TRUE	TRUE
Gtf3c2	chr5	FALSE	TRUE
Slc43a2	chr11	FALSE	FALSE
Pibf1	chr14	TRUE	TRUE
Birc6	chr17	FALSE	TRUE
Jazf1	chr6	TRUE	FALSE
Slc12a8	chr16	TRUE	TRUE
Prpf6	chr2	TRUE	FALSE
Nup210	chr6	FALSE	FALSE
Madd	chr2	FALSE	TRUE
Slc35a3	chr3	FALSE	FALSE
Itpr1	chr6	FALSE	FALSE
Cyp7b1	chr3	FALSE	TRUE
Rusc2	chr4	FALSE	TRUE
Atrx	chrX	FALSE	TRUE
Ccdc177	chr12	FALSE	TRUE
Zfp12	chr5	FALSE	TRUE
Sertad2	chr11	FALSE	FALSE
Lcmt1	chr7	TRUE	FALSE
Susd6	chr12	FALSE	FALSE
Septin11	chr5	TRUE	TRUE
Mia2	chr12	FALSE	FALSE
Stt3b	chr9	FALSE	TRUE
Knop1	chr7	FALSE	FALSE
Ilvbl	chr10	FALSE	FALSE
Afg3l2	chr18	FALSE	TRUE
Slc38a1	chr15	FALSE	TRUE
Rab23	chr1	FALSE	TRUE
Me2	chr18	FALSE	FALSE
Micu3	chr8	TRUE	TRUE
Setd1b	chr5	TRUE	TRUE
Bhlhe40	chr6	FALSE	FALSE
Evi5l	chr8	FALSE	FALSE
N4bp2	chr5	TRUE	TRUE
Ergic2	chr6	FALSE	TRUE
Gtf2i	chr5	FALSE	TRUE
Nr4a3	chr4	TRUE	FALSE
Rbm6	chr9	FALSE	TRUE
Cmc2	chr8	FALSE	TRUE
Ubac1	chr2	FALSE	FALSE
Relch	chr1	FALSE	FALSE
Tmx4	chr2	FALSE	FALSE
Ppfia3	chr7	FALSE	TRUE
Lats1	chr10	FALSE	TRUE
Lrif1	chr3	FALSE	TRUE
Rarg	chr15	FALSE	FALSE
Gars	chr6	FALSE	TRUE
Tom1l2	chr11	FALSE	FALSE
Rsbn1	chr3	FALSE	FALSE
Ctnnd1	chr2	FALSE	TRUE
C2cd5	chr6	FALSE	FALSE
Stimate	chr14	FALSE	TRUE
Zfp469	chr8	FALSE	TRUE
Zswim4	chr8	FALSE	TRUE
Cntn6	chr6	TRUE	FALSE
Ube2e2	chr14	FALSE	TRUE
Sfswap	chr5	FALSE	TRUE
N4bp2l1	chr5	FALSE	TRUE
Zfp788	chr7	FALSE	TRUE
Eef1a1	chr9	FALSE	FALSE
Slc12a5	chr2	TRUE	TRUE
Als2	chr1	FALSE	TRUE
Ppp1r1b	chr11	FALSE	TRUE
Cdc14a	chr3	FALSE	TRUE
Pgbd5	chr8	FALSE	FALSE
Slc4a2	chr5	FALSE	TRUE
Commd9	chr2	FALSE	FALSE
Ldha	chr7	FALSE	TRUE
Pcm1	chr8	TRUE	TRUE
Tmem161b	chr13	TRUE	TRUE
Matr3	chr18	FALSE	TRUE
Rif1	chr2	FALSE	TRUE
Cs	chr10	TRUE	TRUE
Zbtb11	chr16	FALSE	TRUE
Aco2	chr15	FALSE	TRUE
Ppp6r3	chr19	TRUE	TRUE
Golga4	chr9	FALSE	TRUE
Slc38a6	chr12	FALSE	TRUE
Tcaf1	chr6	FALSE	TRUE
Atp6v1a	chr16	FALSE	TRUE
Map1b	chr13	FALSE	TRUE
Cap2	chr13	TRUE	FALSE
Prrg2	chr7	FALSE	FALSE
Plcd1	chr9	TRUE	TRUE
Eml2	chr7	TRUE	FALSE
Gpr22	chr12	TRUE	FALSE
Pfkp	chr13	FALSE	TRUE
Dop1a	chr9	FALSE	TRUE
Mat2b	chr11	FALSE	FALSE
Dnm1	chr2	FALSE	TRUE
Fgfr1op2	chr6	FALSE	TRUE
Atp1a1	chr3	TRUE	TRUE
Tbpl1	chr10	FALSE	TRUE
Cul5	chr9	FALSE	TRUE
Cnn3	chr3	FALSE	TRUE
Kdm5b	chr1	FALSE	FALSE
Stx7	chr10	TRUE	FALSE
Rrn3	chr16	FALSE	TRUE
Plcg1	chr2	FALSE	TRUE
Phlpp2	chr8	FALSE	TRUE
Sema3g	chr14	FALSE	FALSE
Hdgf	chr3	FALSE	TRUE
Cyfip1	chr7	TRUE	TRUE
Fxyd6	chr9	TRUE	FALSE
Plpp7	chr2	TRUE	TRUE
Klf13	chr7	TRUE	TRUE
Polm	chr11	FALSE	FALSE
Reck	chr4	TRUE	TRUE
Supv3l1	chr10	FALSE	TRUE
Map3k3	chr11	FALSE	FALSE
Pank3	chr11	FALSE	TRUE
Arel1	chr12	FALSE	FALSE
Prox1	chr1	FALSE	FALSE
Tbcel	chr9	TRUE	TRUE
Trhde	chr10	TRUE	FALSE
Wdr62	chr7	TRUE	TRUE
Pdss2	chr10	FALSE	TRUE
Trim67	chr8	FALSE	TRUE
Wwp1	chr4	FALSE	FALSE
Exoc4	chr6	TRUE	FALSE
Brsk2	chr7	FALSE	FALSE
Mrgprd	chr7	FALSE	TRUE
Cnbp	chr6	FALSE	TRUE
Nmnat2	chr1	FALSE	TRUE
Fig4	chr10	FALSE	FALSE
Zc3h6	chr2	FALSE	TRUE
Psmb2	chr4	FALSE	FALSE
Ppp6r1	chr7	FALSE	TRUE
Rhpn2	chr7	FALSE	TRUE
Hmgn3	chr9	FALSE	TRUE
Tmem131	chr1	FALSE	FALSE
Fat2	chr11	FALSE	TRUE
Prrc2c	chr1	FALSE	TRUE
Cc2d1b	chr4	FALSE	TRUE
Smarcad1	chr6	FALSE	TRUE
Prdm10	chr9	FALSE	TRUE
Rhobtb3	chr13	FALSE	TRUE
Uvssa	chr5	FALSE	TRUE
Ivns1abp	chr1	FALSE	FALSE
Phkb	chr8	FALSE	FALSE
Snx18	chr13	FALSE	FALSE
Plscr5	chr9	TRUE	FALSE
Trp53inp2	chr2	FALSE	TRUE
Plekhb2	chr1	FALSE	TRUE
Soga1	chr2	FALSE	TRUE
Klhl18	chr9	FALSE	FALSE
Cebpg	chr7	FALSE	TRUE
Zc3h4	chr7	FALSE	TRUE
Adnp	chr2	FALSE	TRUE
Pptc7	chr5	FALSE	TRUE
Serinc2	chr4	FALSE	TRUE
Igsf9b	chr9	FALSE	TRUE
Rab18	chr18	FALSE	TRUE
Ptpn23	chr9	FALSE	FALSE
Cul1	chr6	FALSE	TRUE
Zfp174	chr16	FALSE	FALSE
Mospd1	chrX	FALSE	TRUE
Cop1	chr1	TRUE	TRUE
Snx25	chr8	TRUE	FALSE
Sacm1l	chr9	FALSE	TRUE
Zbtb44	chr9	FALSE	TRUE
Sez6l2	chr7	FALSE	TRUE
Cpe	chr8	TRUE	TRUE
Fbxo34	chr14	FALSE	TRUE
Plxnd1	chr6	TRUE	FALSE
Grap2	chr15	FALSE	TRUE
Map4k5	chr12	FALSE	TRUE
Ap3b2	chr7	FALSE	TRUE
Slco4a1	chr2	FALSE	TRUE
Hp1bp3	chr4	FALSE	TRUE
Furin	chr7	FALSE	TRUE
Pi4k2a	chr19	FALSE	FALSE
Atp13a3	chr16	FALSE	TRUE
Impdh1	chr6	FALSE	FALSE
Epn3	chr11	FALSE	TRUE
Acvr1	chr2	TRUE	FALSE
Cdk17	chr10	TRUE	FALSE
Abcb9	chr5	FALSE	FALSE
Drc7	chr8	FALSE	FALSE
Chst10	chr1	TRUE	TRUE
Psmd11	chr11	FALSE	TRUE
Ubn2	chr6	FALSE	FALSE
Cpsf6	chr10	FALSE	TRUE
Gpd1l	chr9	FALSE	TRUE
Acsl3	chr1	TRUE	TRUE
Ephx1	chr1	FALSE	FALSE
Far1	chr7	FALSE	FALSE
Gpat3	chr5	FALSE	TRUE
Cab39	chr1	FALSE	TRUE
Zfp275	chrX	FALSE	FALSE
Pitpnc1	chr11	FALSE	TRUE
Prkaca	chr8	TRUE	TRUE
Commd3	chr2	TRUE	FALSE
Ncoa7	chr10	FALSE	FALSE
Gclc	chr9	FALSE	FALSE
Tmem9b	chr7	FALSE	TRUE
A830018L16Rik	chr1	TRUE	TRUE
Myh7b	chr2	FALSE	TRUE
Apoh	chr11	FALSE	TRUE
Fbxl5	chr5	TRUE	TRUE
Ntng2	chr2	FALSE	FALSE
L1cam	chrX	FALSE	TRUE
Sdc2	chr15	TRUE	FALSE
Ube3a	chr7	TRUE	TRUE
Zdhhc2	chr8	FALSE	FALSE
Coq10b	chr1	FALSE	FALSE
Tmem14a	chr1	TRUE	TRUE
Tns2	chr15	TRUE	FALSE
Ctnnal1	chr4	FALSE	TRUE
Gdf9	chr11	FALSE	FALSE
Golph3	chr15	FALSE	TRUE
Comt	chr16	FALSE	TRUE
Plekhm2	chr4	FALSE	TRUE
Sil1	chr18	TRUE	FALSE
Mtcl1	chr17	FALSE	TRUE
Gpr107	chr2	TRUE	FALSE
Ciao2b	chr8	TRUE	TRUE
Mcur1	chr13	FALSE	FALSE
Crocc	chr4	TRUE	FALSE
A930009A15Rik	chr10	TRUE	TRUE
Grn	chr11	FALSE	FALSE
Lrp8	chr4	FALSE	FALSE
1700010I14Rik	chr17	FALSE	TRUE
Herc1	chr9	FALSE	TRUE
Arhgef7	chr8	FALSE	TRUE
Cnot1	chr8	FALSE	TRUE
Ppp2r2c	chr5	FALSE	TRUE
Gpbp1	chr13	FALSE	TRUE
Opa1	chr16	TRUE	TRUE
Uqcc2	chr17	FALSE	TRUE
Wnt7a	chr6	FALSE	TRUE
Ankrd13a	chr5	FALSE	TRUE
4931429L15Rik	chr9	FALSE	FALSE
Ifitm10	chr7	FALSE	FALSE
Prr36	chr8	FALSE	FALSE
Plin2	chr4	TRUE	FALSE
Faap20	chr4	FALSE	TRUE
Sec24b	chr3	FALSE	TRUE
Asphd2	chr5	FALSE	TRUE
Nxpe3	chr16	FALSE	TRUE
Gls	chr1	FALSE	FALSE
Tspan15	chr10	FALSE	FALSE
4933427D14Rik	chr11	FALSE	FALSE
Irs1	chr1	FALSE	FALSE
Eif4enif1	chr11	FALSE	TRUE
Snx13	chr12	FALSE	TRUE
Sv2b	chr7	TRUE	FALSE
Ski	chr4	TRUE	TRUE
Dennd6b	chr15	FALSE	TRUE
Tmem63c	chr12	TRUE	FALSE
Grid2	chr6	FALSE	FALSE
Stk39	chr2	TRUE	FALSE
Mrps6	chr16	FALSE	FALSE
Pcid2	chr8	FALSE	TRUE
Tarbp1	chr8	TRUE	TRUE
Cep250	chr2	FALSE	TRUE
Mroh1	chr15	FALSE	FALSE
Ifngr1	chr10	FALSE	TRUE
Arid1a	chr4	FALSE	TRUE
Rasgef1a	chr6	FALSE	FALSE
Rpp40	chr13	TRUE	FALSE
Zfp324	chr7	FALSE	FALSE
Aar2	chr2	FALSE	TRUE
Naa15	chr3	TRUE	TRUE
Klf15	chr6	FALSE	TRUE
Pard6g	chr18	FALSE	FALSE
Tpcn2	chr7	FALSE	FALSE
Chmp7	chr14	FALSE	FALSE
Dcaf12	chr4	FALSE	TRUE
Myo1c	chr11	FALSE	FALSE
Sin3b	chr8	TRUE	TRUE
Slc36a4	chr9	FALSE	TRUE
Ddit3	chr10	FALSE	TRUE
Tasor2	chr13	FALSE	TRUE
Clip2	chr5	FALSE	FALSE
Noct	chr3	FALSE	TRUE
Spaca3	chr11	TRUE	FALSE
Galc	chr12	TRUE	FALSE
Creb1	chr1	FALSE	TRUE
Ss18	chr18	FALSE	FALSE
Actr2	chr11	FALSE	TRUE
Usp22	chr11	TRUE	FALSE
Gk	chrX	FALSE	TRUE
Lmbr1l	chr15	FALSE	TRUE
Plppr4	chr3	FALSE	TRUE
Tmem120b	chr5	FALSE	FALSE
Ccdc28a	chr10	FALSE	TRUE
Plekha5	chr6	FALSE	TRUE
Prdm15	chr16	FALSE	TRUE
Agbl2	chr2	TRUE	TRUE
Agt	chr8	TRUE	FALSE
Crnkl1	chr2	FALSE	TRUE
Trim45	chr3	FALSE	TRUE
Ppip5k2	chr1	FALSE	TRUE
Uchl3	chr14	FALSE	TRUE
Tsc22d2	chr3	FALSE	TRUE
Tmem243	chr5	FALSE	FALSE
Mtdh	chr15	FALSE	TRUE
Dnajc1	chr2	TRUE	TRUE
Chka	chr19	TRUE	FALSE
Gabpb1	chr2	FALSE	TRUE
Micall2	chr5	FALSE	FALSE
Bmp5	chr9	TRUE	FALSE
Wdr47	chr3	FALSE	FALSE
Zfp410	chr12	TRUE	FALSE
Kcnt1	chr2	TRUE	FALSE
Fbxo45	chr16	FALSE	TRUE
Myo19	chr11	TRUE	TRUE
Os9	chr10	FALSE	FALSE
Smg1	chr7	FALSE	TRUE
Abhd6	chr14	FALSE	TRUE
Rmnd5a	chr6	FALSE	FALSE
Fbxo6	chr4	FALSE	TRUE
Zfyve21	chr12	FALSE	TRUE
Slc1a2	chr2	FALSE	FALSE
Slc8a1	chr17	TRUE	TRUE
Gpr153	chr4	FALSE	FALSE
Gdap2	chr3	FALSE	TRUE
Sp4	chr12	FALSE	FALSE
Tet1	chr10	FALSE	FALSE
Arid3a	chr10	FALSE	TRUE
Syt9	chr7	TRUE	FALSE
Reep4	chr14	TRUE	FALSE
Macroh2a2	chr10	FALSE	TRUE
Eif4g2	chr7	FALSE	TRUE
H3f3a	chr1	TRUE	FALSE
Efcab14	chr4	FALSE	TRUE
Rsbn1l	chr5	FALSE	TRUE
Mtmr12	chr15	FALSE	TRUE
Cdkl2	chr5	TRUE	FALSE
Ahdc1	chr4	TRUE	TRUE
Nudt18	chr14	FALSE	TRUE
Trappc12	chr12	FALSE	TRUE
Tagln3	chr16	FALSE	TRUE
Synj1	chr16	FALSE	TRUE
Il1rap	chr16	TRUE	TRUE
Pcnp	chr16	FALSE	TRUE
Glrx3	chr7	FALSE	TRUE
Mtmr4	chr11	FALSE	TRUE
Ddx17	chr15	FALSE	TRUE
Cipc	chr12	FALSE	FALSE
Prkcsh	chr9	FALSE	TRUE
Stard3	chr11	FALSE	TRUE
Adcy3	chr12	FALSE	TRUE
Cabin1	chr10	FALSE	FALSE
Ddx6	chr9	FALSE	TRUE
Aqp6	chr15	TRUE	FALSE
Fbxo33	chr12	FALSE	TRUE
Fgd1	chrX	FALSE	TRUE
Dhps	chr8	FALSE	TRUE
Rrm2b	chr15	FALSE	TRUE
Max	chr12	TRUE	FALSE
Eif3h	chr15	FALSE	TRUE
Dmbt1	chr7	FALSE	FALSE
Stk10	chr11	TRUE	TRUE
Lrtm2	chr6	FALSE	FALSE
Ell	chr8	FALSE	TRUE
Ccdc93	chr1	FALSE	TRUE
St8sia1	chr6	FALSE	TRUE
Arrdc4	chr7	TRUE	FALSE
Prepl	chr17	FALSE	TRUE
Slc22a1	chr17	FALSE	FALSE
Ppm1f	chr16	FALSE	TRUE
Dhx15	chr5	FALSE	TRUE
Galns	chr8	FALSE	FALSE
Hcfc1	chrX	FALSE	TRUE
Galnt2	chr8	TRUE	TRUE
Pemt	chr11	FALSE	FALSE
Slco2b1	chr7	FALSE	FALSE
Pdk3	chrX	FALSE	FALSE
Denr	chr5	FALSE	FALSE
Pdk2	chr11	FALSE	TRUE
Spon2	chr5	FALSE	FALSE
Jam3	chr9	FALSE	FALSE
Jade2	chr11	FALSE	TRUE
Xrcc4	chr13	FALSE	TRUE
Adora1	chr1	FALSE	TRUE
Zfp316	chr5	FALSE	FALSE
Stag1	chr9	FALSE	TRUE
Etf1	chr18	FALSE	TRUE
Ppp2r1b	chr9	TRUE	FALSE
Dnajc3	chr14	FALSE	FALSE
Narf	chr11	FALSE	TRUE
Ikbke	chr1	FALSE	TRUE
Pitrm1	chr13	FALSE	TRUE
Pank2	chr2	FALSE	TRUE
Map3k7	chr4	TRUE	TRUE
Dhfr	chr13	FALSE	TRUE
Patz1	chr11	FALSE	TRUE
Brd3	chr2	FALSE	TRUE
Wfs1	chr5	TRUE	TRUE
Usp35	chr7	FALSE	FALSE
Tpp2	chr1	TRUE	TRUE
Myo7a	chr7	FALSE	TRUE
Zc3h7a	chr16	FALSE	TRUE
Ppp2ca	chr11	FALSE	FALSE
Dok4	chr8	TRUE	TRUE
Scaf8	chr17	FALSE	TRUE
Maml1	chr11	FALSE	TRUE
Creb3	chr4	FALSE	TRUE
Tnpo1	chr13	FALSE	FALSE
Rpusd3	chr6	FALSE	FALSE
Hdgfl2	chr17	FALSE	FALSE
Nadk2	chr15	FALSE	FALSE
Speer4b	chr5	FALSE	TRUE
Atg4d	chr9	FALSE	TRUE
Rps6kl1	chr12	FALSE	TRUE
Bach1	chr16	FALSE	TRUE
Gfod2	chr8	FALSE	FALSE
A430005L14Rik	chr4	FALSE	FALSE
Rcc1	chr4	TRUE	TRUE
Mbd3	chr10	FALSE	TRUE
B9d1	chr11	TRUE	FALSE
Fbf1	chr11	FALSE	FALSE
Mta1	chr12	FALSE	TRUE
Cep78	chr19	FALSE	TRUE
Arl6ip6	chr2	TRUE	TRUE
Spef1	chr2	FALSE	FALSE
Dixdc1	chr9	FALSE	TRUE
Tpd52	chr3	FALSE	FALSE
Lta4h	chr10	FALSE	TRUE
Slain2	chr5	FALSE	FALSE
Nipal3	chr4	FALSE	FALSE
Kctd17	chr15	FALSE	TRUE
Pcdhgb6	chr18	FALSE	TRUE
Neu4	chr1	TRUE	FALSE
Mrpl17	chr7	FALSE	TRUE
Micall1	chr15	FALSE	FALSE
Rc3h1	chr1	FALSE	TRUE
Pcsk1n	chrX	TRUE	TRUE
Rnf128	chrX	FALSE	FALSE
Gopc	chr10	FALSE	TRUE
Smc6	chr12	TRUE	TRUE
Bckdha	chr7	FALSE	FALSE
Hcn2	chr10	TRUE	TRUE
Asb1	chr1	FALSE	FALSE
Prelp	chr1	FALSE	FALSE
Chid1	chr7	TRUE	FALSE
4930453N24Rik	chr16	TRUE	TRUE
Kif13a	chr13	FALSE	TRUE
Gnb1l	chr16	FALSE	TRUE
Celf5	chr10	FALSE	TRUE
Ywhaq	chr12	FALSE	FALSE
Gucy2d	chr7	FALSE	TRUE
Hap1	chr11	FALSE	TRUE
Nos1ap	chr1	FALSE	TRUE
Dot1l	chr10	FALSE	FALSE
Triobp	chr15	FALSE	FALSE
Abce1	chr8	FALSE	TRUE
Tmprss5	chr9	TRUE	FALSE
Gatb	chr3	FALSE	FALSE
Smad4	chr18	FALSE	TRUE
Ctbp2	chr7	TRUE	FALSE
Dgcr6	chr16	FALSE	FALSE
Rgs7bp	chr13	FALSE	FALSE
Slc9a1	chr4	FALSE	FALSE
Ncl	chr1	FALSE	TRUE
Cnot3	chr7	FALSE	TRUE
Mknk2	chr10	FALSE	FALSE
Doc2b	chr11	FALSE	FALSE
Wdr19	chr5	TRUE	FALSE
Slc36a1	chr11	FALSE	TRUE
Spon1	chr7	TRUE	FALSE
Sh2d3c	chr2	FALSE	TRUE
Aco1	chr4	FALSE	TRUE
Nfkb1	chr3	FALSE	FALSE
Ctsa	chr2	FALSE	FALSE
Letm2	chr8	TRUE	TRUE
H6pd	chr4	FALSE	FALSE
Zbtb25	chr12	FALSE	FALSE
Hdac6	chrX	TRUE	TRUE
Sart3	chr5	FALSE	FALSE
Prkx	chrX	FALSE	TRUE
Traf4	chr11	FALSE	TRUE
Cemip2	chr19	TRUE	FALSE
Pcdhac2	chr18	FALSE	TRUE
Ppp2r2d	chr7	FALSE	TRUE
Dtx4	chr19	FALSE	TRUE
Kat6b	chr14	FALSE	TRUE
Pnpla8	chr12	TRUE	FALSE
Aimp1	chr3	FALSE	TRUE
Eed	chr7	FALSE	TRUE
Nudt4	chr10	TRUE	TRUE
Vti1b	chr12	FALSE	TRUE
Zbtb38	chr9	TRUE	TRUE
Sumo2	chr11	FALSE	FALSE
Rnf8	chr17	FALSE	TRUE
Alg5	chr3	FALSE	TRUE
Zfr	chr15	FALSE	TRUE
Carm1	chr9	TRUE	TRUE
Arfgef1	chr1	FALSE	TRUE
Gmpr	chr13	FALSE	FALSE
