gene_name	gene_id	chr	start	end	promoter_state	body_state	prom_ctcf_overlap	prom_h3k27ac_overlap	prom_h3k27me3_overlap	prom_h3k4me1_overlap	prom_h3k4me3_overlap	prom_bivalent_overlap	body_ctcf_overlap	body_h3k27ac_overlap	body_h3k27me3_overlap	body_h3k4me1_overlap	body_h3k4me3_overlap	body_bivalent_overlap
Cmtr2	ENSMUSG00000046441.5	chr8	110215664	110224486	Unmarked_Promoter	Enhancer_Marked	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
Armcx6	ENSMUSG00000050394.14	chrX	134748460	134751417	Repressed_Promoter	Polycomb	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE
Rabggtb	ENSMUSG00000038975.14	chr3	153907286	153913009	Active_Promoter	Active	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE
Reg4	ENSMUSG00000027876.4	chr3	98222155	98236748	Unmarked_Promoter	Unmarked	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
Nudcd2	ENSMUSG00000020328.10	chr11	40733666	40740046	Active_Promoter	Enhancer_Marked	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE
Xlr4a	ENSMUSG00000079845.8	chrX	73074344	73082478	Unmarked_Promoter	Unmarked	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Frmd7	ENSMUSG00000036131.12	chrX	50895179	50942710	Unmarked_Promoter	Unmarked	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Olfr1329	ENSMUSG00000096705.1	chr4	118916523	118917465	Unmarked_Promoter	Unmarked	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Prss52	ENSMUSG00000021966.7	chr14	64104285	64113755	Unmarked_Promoter	Enhancer_Marked	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
Icam1	ENSMUSG00000037405.8	chr9	21015984	21028817	Repressed_Promoter	Polycomb	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE
AI987944	ENSMUSG00000056383.10	chr7	41372922	41393379	Active_Promoter	Active	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE
Ocrl	ENSMUSG00000001173.15	chrX	47912386	47965868	Unmarked_Promoter	Enhancer_Marked	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE
Kif3c	ENSMUSG00000020668.10	chr12	3365131	3406494	Active_Promoter	Active	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE
Dok2	ENSMUSG00000022102.13	chr14	70766035	70778495	Active_Promoter	Mixed	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE
Adnp2	ENSMUSG00000053950.10	chr18	80126310	80151482	Active_Promoter	Active	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE
Nampt	ENSMUSG00000020572.8	chr12	32819544	32853349	Active_Promoter	Active	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE
Olfr901	ENSMUSG00000052058.3	chr9	38429454	38432682	Unmarked_Promoter	Unmarked	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Gm10778	ENSMUSG00000096856.7	chr10	81649058	81667361	Active_Promoter	Active	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE
Gmip	ENSMUSG00000036246.14	chr8	69808678	69821870	Unmarked_Promoter	Enhancer_Marked	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
Krt88	ENSMUSG00000063971.7	chr15	101447743	101453907	Unmarked_Promoter	Unmarked	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
Gm10974	ENSMUSG00000078677.1	chr7	66365904	66386309	Unmarked_Promoter	Unmarked	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Rfx5	ENSMUSG00000005774.12	chr3	94954074	94961561	Active_Promoter	Active	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE
Olfr1461	ENSMUSG00000045883.5	chr19	13162999	13168130	Unmarked_Promoter	Unmarked	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Cfap36	ENSMUSG00000020462.14	chr11	29221531	29247409	Active_Promoter	Enhancer_Marked	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE
Apoc3	ENSMUSG00000032081.10	chr9	46232932	46235636	Unmarked_Promoter	Enhancer_Marked	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
Zpld1	ENSMUSG00000064310.10	chr16	55225174	55297986	Unmarked_Promoter	Unmarked	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Ccdc114	ENSMUSG00000040189.18	chr7	45924071	45948963	Unmarked_Promoter	Unmarked	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
Krt1	ENSMUSG00000046834.7	chr15	101845425	101850794	Repressed_Promoter	Polycomb	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE
Krt87	ENSMUSG00000047641.8	chr15	101431037	101438804	Repressed_Promoter	Polycomb	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE
Mael	ENSMUSG00000040629.8	chr1	166201200	166238747	Unmarked_Promoter	Unmarked	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
Lrrc74a	ENSMUSG00000059114.8	chr12	86734368	86763797	Unmarked_Promoter	Unmarked	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Tril	ENSMUSG00000043496.7	chr6	53815467	53820830	Repressed_Promoter	Polycomb	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE
Pdcl2	ENSMUSG00000029235.14	chr5	76312114	76331156	Unmarked_Promoter	Unmarked	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Oas1c	ENSMUSG00000001166.17	chr5	120800193	120812514	Unmarked_Promoter	Enhancer_Marked	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE
Tmem40	ENSMUSG00000059900.14	chr6	115729130	115762410	Unmarked_Promoter	Unmarked	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
Egr1	ENSMUSG00000038418.7	chr18	34859822	34864984	Active_Promoter	Active	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE
Pou3f4	ENSMUSG00000056854.4	chrX	110814279	110817207	Repressed_Promoter	Polycomb	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE
AI597479	ENSMUSG00000010290.7	chr1	43098709	43115947	Active_Promoter	Active	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE
Lcn6	ENSMUSG00000045684.10	chr2	25676785	25681608	Unmarked_Promoter	Unmarked	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Olfr299	ENSMUSG00000020168.5	chr7	86459920	86469557	Unmarked_Promoter	Unmarked	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Olfr1564	ENSMUSG00000096169.3	chr17	33211205	33221690	Unmarked_Promoter	Unmarked	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Gpr161	ENSMUSG00000040836.15	chr1	165295788	165326745	Unmarked_Promoter	Enhancer_Marked	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE
Vmn1r237	ENSMUSG00000058030.5	chr17	21311864	21314912	Unmarked_Promoter	Unmarked	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Agbl3	ENSMUSG00000038836.15	chr6	34780431	34859459	Active_Promoter	Active	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE
Col1a2	ENSMUSG00000029661.16	chr6	4504813	4541544	Repressed_Promoter	Polycomb	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE
P2rx7	ENSMUSG00000029468.17	chr5	122643910	122691432	Unmarked_Promoter	Active	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE
Azgp1	ENSMUSG00000037053.6	chr5	137981519	137990233	Unmarked_Promoter	Unmarked	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Mup20	ENSMUSG00000078672.2	chr4	62050233	62054158	Unmarked_Promoter	Unmarked	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Adprhl1	ENSMUSG00000031448.12	chr8	13221662	13254162	Unmarked_Promoter	Polycomb	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE
Ssb	ENSMUSG00000068882.13	chr2	69861561	69871846	Active_Promoter	Enhancer_Marked	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE
Gtf2e2	ENSMUSG00000031585.13	chr8	33731832	33777173	Active_Promoter	Active	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE
Klhl42	ENSMUSG00000040102.10	chr6	147091378	147112778	Active_Promoter	Active	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE
Ppp2r3d	ENSMUSG00000093803.3	chr9	124422621	124476898	Unmarked_Promoter	Active	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE
Wdr49	ENSMUSG00000104301.3	chr3	75274987	75482156	Unmarked_Promoter	Enhancer_Marked	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
AY074887	ENSMUSG00000044820.6	chr9	54950229	54950998	Unmarked_Promoter	Unmarked	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Tnfrsf10b	ENSMUSG00000022074.6	chr14	69767471	69784411	Unmarked_Promoter	Unmarked	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Olfr869	ENSMUSG00000058491.8	chr9	20129008	20138763	Unmarked_Promoter	Unmarked	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Actrt2	ENSMUSG00000051276.4	chr4	154666432	154667867	Repressed_Promoter	Polycomb	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
Serpinb3a	ENSMUSG00000044594.14	chr1	107045586	107052303	Unmarked_Promoter	Unmarked	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Sec22c	ENSMUSG00000061536.13	chr9	121680044	121705490	Unmarked_Promoter	Enhancer_Marked	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE
1700017B05Rik	ENSMUSG00000032300.7	chr9	57253116	57262612	Active_Promoter	Active	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE
Siglecg	ENSMUSG00000030468.12	chr7	43408203	43418358	Unmarked_Promoter	Unmarked	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Tnp2	ENSMUSG00000043050.8	chr16	10787935	10788660	Unmarked_Promoter	Unmarked	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Olfr1484	ENSMUSG00000096289.4	chr19	13583510	13588832	Unmarked_Promoter	Unmarked	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Lipg	ENSMUSG00000053846.5	chr18	74939321	74961263	Repressed_Promoter	Polycomb	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE
Srpx2	ENSMUSG00000031253.15	chrX	133908425	133932446	Repressed_Promoter	Polycomb	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
Olfr1254	ENSMUSG00000075074.3	chr2	89787324	89793619	Unmarked_Promoter	Unmarked	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Nkiras1	ENSMUSG00000021772.15	chr14	18271135	18284003	Active_Promoter	Active	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE
Gjb1	ENSMUSG00000047797.14	chrX	101376377	101385629	Unmarked_Promoter	Polycomb	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE
Akr1c19	ENSMUSG00000071551.13	chr13	4228699	4252843	Unmarked_Promoter	Unmarked	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Immt	ENSMUSG00000052337.15	chr6	71831330	71877388	Unmarked_Promoter	Enhancer_Marked	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
Muc13	ENSMUSG00000022824.12	chr16	33794036	33819934	Unmarked_Promoter	Unmarked	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
Dppa5a	ENSMUSG00000060461.5	chr9	78367051	78368177	Unmarked_Promoter	Unmarked	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Map3k14	ENSMUSG00000020941.7	chr11	103219761	103267472	Unmarked_Promoter	Enhancer_Marked	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE
Natd1	ENSMUSG00000018931.3	chr11	60902245	60914750	Active_Promoter	Active	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE
Psmg1	ENSMUSG00000022913.16	chr16	95979932	95990960	Active_Promoter	Enhancer_Marked	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE
Diablo	ENSMUSG00000029433.16	chr5	123509764	123524176	Unmarked_Promoter	Enhancer_Marked	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
Cers5	ENSMUSG00000023021.15	chr15	99734880	99772885	Unmarked_Promoter	Enhancer_Marked	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE
Gask1a	ENSMUSG00000038233.10	chr9	121950987	121980209	Unmarked_Promoter	Enhancer_Marked	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
C77080	ENSMUSG00000050390.12	chr4	129219577	129261404	Unmarked_Promoter	Active	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE
Idh3b	ENSMUSG00000027406.13	chr2	130279308	130284547	Active_Promoter	Enhancer_Marked	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE
Fam71e2	ENSMUSG00000092518.9	chr7	4753225	4771302	Unmarked_Promoter	Polycomb	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
Samd13	ENSMUSG00000048652.12	chr3	146645194	146685592	Repressed_Promoter	Polycomb	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE
Bard1	ENSMUSG00000026196.7	chr1	71027497	71103146	Repressed_Promoter	Polycomb	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE
Slc19a2	ENSMUSG00000040918.12	chr1	164249045	164265385	Active_Promoter	Active	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE
Crabp2	ENSMUSG00000004885.5	chr3	87948665	87953376	Repressed_Promoter	Polycomb	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE
Clcn2	ENSMUSG00000022843.17	chr16	20702963	20717746	Active_Promoter	Active	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE
Hoxc5	ENSMUSG00000022485.3	chr15	102967442	103017429	Repressed_Promoter	Polycomb	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE
Setd6	ENSMUSG00000031671.11	chr8	95715880	95719010	Active_Promoter	Active	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE
BC005624	ENSMUSG00000026851.9	chr2	30972176	30982201	Active_Promoter	Enhancer_Marked	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE
Ssxb3	ENSMUSG00000079701.7	chrX	8583403	8591816	Unmarked_Promoter	Unmarked	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Lipt2	ENSMUSG00000030725.4	chr7	100159276	100161365	Unmarked_Promoter	Enhancer_Marked	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
Gm12166	ENSMUSG00000069899.3	chr11	46051353	46052321	Unmarked_Promoter	Unmarked	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
Mapk12	ENSMUSG00000022610.10	chr15	89130583	89140703	Active_Promoter	Active	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE
Tfap2e	ENSMUSG00000042477.7	chr4	126716005	126736240	Repressed_Promoter	Polycomb	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE
Flacc1	ENSMUSG00000047528.13	chr1	58646902	58695989	Unmarked_Promoter	Active	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE
Prss58	ENSMUSG00000051936.4	chr6	40895269	40900387	Unmarked_Promoter	Unmarked	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Ankrd54	ENSMUSG00000033055.12	chr15	79053093	79062893	Unmarked_Promoter	Enhancer_Marked	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
Krtap6-3	ENSMUSG00000057855.2	chr16	89084014	89084534	Unmarked_Promoter	Unmarked	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Mrpl55	ENSMUSG00000036860.14	chr11	59202485	59206134	Unmarked_Promoter	Enhancer_Marked	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
Fam174a	ENSMUSG00000051185.9	chr1	95313622	95335284	Active_Promoter	Active	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE
Rspo4	ENSMUSG00000032852.3	chr2	151842926	151874668	Repressed_Promoter	Polycomb	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE
Cox8c	ENSMUSG00000043319.5	chr12	102899315	102900526	Unmarked_Promoter	Unmarked	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Ddit3	ENSMUSG00000025408.15	chr10	127290773	127296288	Active_Promoter	Active	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE
C330007P06Rik	ENSMUSG00000006423.15	chrX	36823736	36874111	Unmarked_Promoter	Enhancer_Marked	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE
Tcta	ENSMUSG00000039461.12	chr9	108302957	108306160	Active_Promoter	Enhancer_Marked	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE
Adad2	ENSMUSG00000024266.8	chr8	119612746	119616924	Repressed_Promoter	Polycomb	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
Cox17	ENSMUSG00000046516.10	chr16	38346990	38352763	Unmarked_Promoter	Enhancer_Marked	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
Lias	ENSMUSG00000029199.11	chr5	65391496	65410693	Active_Promoter	Enhancer_Marked	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE
Olfr827	ENSMUSG00000045559.6	chr10	130203048	130214403	Unmarked_Promoter	Unmarked	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Zfp39	ENSMUSG00000037001.10	chr11	58888152	58904225	Unmarked_Promoter	Enhancer_Marked	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
Cyp2c54	ENSMUSG00000067225.2	chr19	40037939	40073827	Unmarked_Promoter	Unmarked	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Olfr1158	ENSMUSG00000062793.6	chr2	87990112	87991054	Unmarked_Promoter	Unmarked	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Odf3b	ENSMUSG00000047394.9	chr15	89377448	89379587	Unmarked_Promoter	Active	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE
Esp1	ENSMUSG00000073396.5	chr17	40727119	40731782	Unmarked_Promoter	Unmarked	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Stt3a	ENSMUSG00000032116.18	chr9	36729343	36767679	Active_Promoter	Enhancer_Marked	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE
Trim11	ENSMUSG00000020455.16	chr11	58978092	58991458	Active_Promoter	Enhancer_Marked	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE
Olfr986	ENSMUSG00000051095.7	chr9	40180919	40190134	Unmarked_Promoter	Unmarked	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Bdh2	ENSMUSG00000028167.15	chr3	135281220	135304426	Unmarked_Promoter	Unmarked	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
Mxd3	ENSMUSG00000021485.14	chr13	55325167	55329823	Unmarked_Promoter	Enhancer_Marked	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE
Mageb4	ENSMUSG00000035427.18	chrX	86250253	86305093	Repressed_Promoter	Polycomb	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
Gm4297	ENSMUSG00000081218.1	chrX	24552249	24574895	Unmarked_Promoter	Unmarked	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Gss	ENSMUSG00000027610.17	chr2	155563180	155592810	Unmarked_Promoter	Enhancer_Marked	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE
Olfr834	ENSMUSG00000095525.1	chr9	18987989	18988928	Unmarked_Promoter	Unmarked	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Tnfsf15	ENSMUSG00000050395.9	chr4	63724602	63745113	Repressed_Promoter	Polycomb	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE
Qrfp	ENSMUSG00000043102.2	chr2	31806165	31810580	Repressed_Promoter	Polycomb	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
Mocos	ENSMUSG00000039616.10	chr18	24653690	24701575	Bivalent_Promoter	Polycomb	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE
