gene_name	chr	mch_hyper	cg_hmc_up
Galnt2	chr8	FALSE	FALSE
Galnt2l	chr8	FALSE	FALSE
Galnt7	chr8	TRUE	FALSE
Galnt9	chr5	FALSE	FALSE
Galntl6	chr8	TRUE	FALSE
Gan	chr8	FALSE	FALSE
Gap43	chr16	TRUE	FALSE
Gapvd1	chr2	FALSE	FALSE
Garnl3	chr2	FALSE	FALSE
Gars	chr6	FALSE	FALSE
Gart	chr16	FALSE	FALSE
Gas2	chr7	FALSE	FALSE
Gas2l1	chr11	FALSE	FALSE
Gas6	chr8	FALSE	FALSE
Gask1b	chr3	FALSE	TRUE
Gatad2a	chr8	FALSE	FALSE
Gatad2b	chr3	FALSE	FALSE
Gba	chr3	FALSE	FALSE
Gbe1	chr16	FALSE	FALSE
Gbf1	chr19	FALSE	FALSE
Gbp3	chr3	FALSE	TRUE
Gbp5	chr3	FALSE	TRUE
Gbp7	chr3	FALSE	TRUE
Gcfc2	chr6	FALSE	FALSE
Gch1	chr14	FALSE	TRUE
Gclc	chr9	FALSE	FALSE
Gcn1	chr5	FALSE	FALSE
Gdap2	chr3	FALSE	FALSE
Gdnf	chr15	TRUE	TRUE
Gdpd1	chr11	FALSE	FALSE
Gdpd5	chr7	FALSE	TRUE
Get1	chr16	TRUE	FALSE
Gfod2	chr8	FALSE	FALSE
Gfpt1	chr6	FALSE	FALSE
Gfra1	chr19	FALSE	TRUE
Ggh	chr4	FALSE	FALSE
Ghr	chr15	FALSE	FALSE
Gigyf1	chr5	FALSE	FALSE
Gigyf2	chr1	FALSE	FALSE
Gimd1	chr3	FALSE	FALSE
Git2	chr5	FALSE	FALSE
Gja5	chr3	TRUE	TRUE
Gk	chrX	FALSE	FALSE
Gk5	chr9	FALSE	FALSE
Glb1	chr9	FALSE	FALSE
Glb1l2	chr9	FALSE	TRUE
Glcci1	chr6	FALSE	FALSE
Glg1	chr8	FALSE	FALSE
Gli2	chr1	FALSE	TRUE
Gli3	chr13	FALSE	TRUE
Glis1	chr4	FALSE	TRUE
Glis3	chr19	FALSE	TRUE
Glod4	chr11	FALSE	FALSE
Glp1r	chr17	FALSE	TRUE
Glra1	chr11	FALSE	TRUE
Glra2	chrX	TRUE	TRUE
Glrb	chr3	FALSE	FALSE
Glrx3	chr7	FALSE	FALSE
Gls	chr1	FALSE	FALSE
Glt1d1	chr5	FALSE	FALSE
Glt8d2	chr10	TRUE	TRUE
Gm1123	chr9	FALSE	FALSE
Gm11437	chr11	FALSE	FALSE
Gm11639	chr11	FALSE	FALSE
Gm12695	chr4	TRUE	TRUE
Gm14862	chrX	TRUE	FALSE
Gm15155	chrX	TRUE	TRUE
Gm16223	chr5	FALSE	FALSE
Gm20449	chr7	FALSE	FALSE
Gm20498	chr12	FALSE	FALSE
Gm20503	chr4	FALSE	FALSE
Gm20517	chr17	FALSE	FALSE
Gm20518	chr16	FALSE	FALSE
Gm20547	chr17	FALSE	FALSE
Gm20671	chr5	FALSE	FALSE
Gm20696	chr6	FALSE	FALSE
Gm21985	chr2	FALSE	FALSE
Gm21992	chr19	FALSE	FALSE
Gm27021	chr8	FALSE	FALSE
Gm28035	chr2	FALSE	FALSE
Gm28038	chr2	FALSE	FALSE
Gm28047	chr15	FALSE	FALSE
Gm28539	chr16	FALSE	FALSE
Gm28551	chr1	FALSE	FALSE
Gm28635	chr2	FALSE	FALSE
Gm28778	chr1	TRUE	FALSE
Gm29427	chr1	FALSE	FALSE
Gm29609	chr5	FALSE	FALSE
Gm2a	chr11	FALSE	FALSE
Gm37013	chr18	FALSE	FALSE
Gm37240	chr3	TRUE	FALSE
Gm37388	chr18	FALSE	FALSE
Gm42416	chr18	FALSE	FALSE
Gm42420	chr6	FALSE	FALSE
Gm42906	chr5	FALSE	TRUE
Gm42957	chr3	FALSE	FALSE
Gm43064	chr3	TRUE	FALSE
Gm43191	chr3	FALSE	FALSE
Gm43552	chr5	FALSE	FALSE
Gm43951	chr11	FALSE	FALSE
Gm44790	chr6	FALSE	FALSE
Gm44973	chr7	FALSE	FALSE
Gm45062	chr6	FALSE	FALSE
Gm45261	chr1	TRUE	TRUE
Gm45713	chr7	FALSE	FALSE
Gm45837	chr7	FALSE	TRUE
Gm4924	chr10	FALSE	FALSE
Gm49337	chr4	TRUE	FALSE
Gm49355	chr14	FALSE	FALSE
Gm49361	chr14	FALSE	FALSE
Gm49496	chr13	FALSE	FALSE
Gm49630	chr17	FALSE	TRUE
Gm4969	chr7	FALSE	FALSE
Gm49721	chr17	FALSE	FALSE
Gm49948	chr16	FALSE	TRUE
Gm50253	chr17	FALSE	FALSE
Gm50364	chr18	FALSE	FALSE
Gm5901	chr7	FALSE	FALSE
Gm609	chr16	FALSE	FALSE
Gm6614	chr6	FALSE	FALSE
Gm7247	chr14	FALSE	FALSE
Gm765	chr6	FALSE	FALSE
Gm973	chr1	TRUE	FALSE
Gmds	chr13	FALSE	FALSE
Gmeb1	chr4	FALSE	FALSE
Gmeb2	chr2	FALSE	FALSE
Gmps	chr3	FALSE	FALSE
Gna14	chr19	FALSE	TRUE
Gnai3	chr3	FALSE	FALSE
Gnal	chr18	FALSE	FALSE
Gnao1	chr8	FALSE	FALSE
Gnaq	chr19	FALSE	FALSE
Gng7	chr10	FALSE	FALSE
Gnptab	chr10	FALSE	FALSE
Golga4	chr9	FALSE	FALSE
Golga7	chr8	FALSE	FALSE
Golph3	chr15	FALSE	FALSE
Golph3l	chr3	FALSE	FALSE
Gon4l	chr3	FALSE	FALSE
Gpam	chr19	FALSE	FALSE
Gpatch2l	chr12	FALSE	FALSE
Gpatch8	chr11	FALSE	FALSE
Gpbp1	chr13	FALSE	FALSE
Gpc1	chr1	FALSE	FALSE
Gpc5	chr14	FALSE	TRUE
Gpd1l	chr9	FALSE	FALSE
Gpd2	chr2	FALSE	FALSE
Gphn	chr12	FALSE	FALSE
Gpld1	chr13	FALSE	FALSE
Gpm6a	chr8	FALSE	FALSE
Gpr107	chr2	FALSE	FALSE
Gpr137c	chr14	FALSE	FALSE
Gpr153	chr4	FALSE	FALSE
Gpr158	chr2	FALSE	FALSE
Gpr160	chr3	FALSE	FALSE
Gpr174	chrX	FALSE	FALSE
Gpr176	chr2	FALSE	FALSE
Gpr18	chr14	FALSE	FALSE
Gpr68	chr12	TRUE	FALSE
Gprasp1	chrX	FALSE	FALSE
Gprc5b	chr7	FALSE	FALSE
Gprin3	chr6	TRUE	FALSE
Gpsm2	chr3	FALSE	FALSE
Gpx2	chr12	FALSE	FALSE
Grb2	chr11	FALSE	FALSE
Grb7	chr11	FALSE	FALSE
Grhpr	chr4	FALSE	FALSE
Gria1	chr11	TRUE	TRUE
Gria2	chr3	FALSE	FALSE
Gria4	chr9	FALSE	TRUE
Grid1	chr14	TRUE	TRUE
Grid2	chr6	FALSE	FALSE
Grid2ip	chr5	FALSE	FALSE
Grik2	chr10	FALSE	FALSE
Grin2a	chr16	FALSE	FALSE
Grin2b	chr6	FALSE	TRUE
Grip1	chr10	FALSE	TRUE
Grip2	chr6	FALSE	TRUE
Grk5	chr19	FALSE	FALSE
Grk6	chr13	FALSE	FALSE
Grm1	chr10	FALSE	FALSE
Grm3	chr5	FALSE	TRUE
Grm4	chr17	FALSE	TRUE
Grm8	chr6	FALSE	TRUE
Gsdme	chr6	FALSE	FALSE
Gse1	chr8	FALSE	FALSE
Gsg1l	chr7	FALSE	TRUE
Gsk3b	chr16	FALSE	FALSE
Gsto2	chr19	FALSE	TRUE
Gtf2f2	chr14	FALSE	FALSE
Gtf2i	chr5	FALSE	FALSE
Gtf2ird1	chr5	FALSE	FALSE
Gtf2ird2	chr5	FALSE	FALSE
Gtf3c1	chr7	FALSE	FALSE
Gtf3c2	chr5	FALSE	FALSE
Gtf3c3	chr1	FALSE	FALSE
Gucy1a1	chr3	FALSE	FALSE
Gucy1a2	chr9	FALSE	TRUE
Gxylt1	chr15	FALSE	FALSE
Gzmn	chr14	TRUE	TRUE
H1f6	chr13	FALSE	TRUE
H2bc4	chr13	TRUE	TRUE
H3f3a	chr1	FALSE	TRUE
H60c	chr10	TRUE	TRUE
Hacd2	chr16	FALSE	FALSE
Hacd4	chr4	FALSE	FALSE
Hace1	chr10	FALSE	FALSE
Hadha	chr5	FALSE	FALSE
Hars2	chr18	FALSE	FALSE
Haus6	chr4	FALSE	FALSE
Hbs1l	chr10	FALSE	FALSE
Hcfc1	chrX	FALSE	FALSE
Hcfc2	chr10	FALSE	FALSE
Hcn1	chr13	TRUE	FALSE
Hcn4	chr9	FALSE	FALSE
Hdac4	chr1	FALSE	FALSE
Hdac8	chrX	FALSE	FALSE
Hdac9	chr12	FALSE	FALSE
Hdgfl2	chr17	FALSE	FALSE
Hdgfl3	chr7	FALSE	FALSE
Hdhd2	chr18	FALSE	FALSE
Hdhd5	chr6	FALSE	FALSE
Hdlbp	chr1	FALSE	FALSE
Hdx	chrX	FALSE	FALSE
Heatr1	chr13	FALSE	FALSE
Heca	chr10	FALSE	FALSE
Hectd1	chr12	FALSE	FALSE
Hectd4	chr5	FALSE	FALSE
Hecw2	chr1	FALSE	FALSE
Heg1	chr16	TRUE	FALSE
Helz	chr11	FALSE	FALSE
Herc1	chr9	FALSE	FALSE
Herc2	chr7	FALSE	FALSE
Herc4	chr10	FALSE	FALSE
Herpud2	chr9	FALSE	FALSE
Hexa	chr9	FALSE	FALSE
Hgd	chr16	TRUE	FALSE
Hhat	chr1	FALSE	FALSE
Hhip	chr8	TRUE	TRUE
Hhipl1	chr12	FALSE	FALSE
Hibadh	chr6	FALSE	FALSE
Hic1	chr11	FALSE	FALSE
Hif1an	chr19	FALSE	FALSE
Hikeshi	chr7	TRUE	FALSE
Hip1	chr5	FALSE	FALSE
Hipk2	chr6	FALSE	FALSE
Hipk3	chr2	FALSE	FALSE
Hira	chr16	FALSE	FALSE
Hivep1	chr13	FALSE	FALSE
Hivep2	chr10	FALSE	FALSE
Hk2	chr6	TRUE	TRUE
Hlcs	chr16	FALSE	FALSE
Hltf	chr3	FALSE	FALSE
Hmbox1	chr14	FALSE	FALSE
Hmces	chr6	FALSE	FALSE
Hmcn1	chr1	TRUE	FALSE
Hmg20a	chr9	FALSE	FALSE
Hmga2	chr10	FALSE	TRUE
Hmgb1	chr5	FALSE	FALSE
Hmgn3	chr9	FALSE	FALSE
Hmgxb3	chr18	FALSE	FALSE
Hnrnpk	chr13	FALSE	FALSE
Homer2	chr7	FALSE	FALSE
Hook3	chr8	FALSE	FALSE
Hp	chr8	FALSE	FALSE
Hp1bp3	chr4	FALSE	FALSE
Hrh1	chr6	FALSE	TRUE
Hs2st1	chr3	FALSE	FALSE
Hs6st3	chr14	FALSE	FALSE
Hsbp1l1	chr18	FALSE	FALSE
Hsd17b11	chr5	FALSE	FALSE
Hsf1	chr15	FALSE	FALSE
Hsf5	chr11	FALSE	FALSE
Hspa12a	chr19	FALSE	FALSE
Hspbap1	chr16	FALSE	FALSE
Htatip2	chr7	TRUE	TRUE
Htr1f	chr16	FALSE	TRUE
Htt	chr5	FALSE	FALSE
Hydin	chr8	TRUE	TRUE
Ica1	chr6	FALSE	FALSE
Ice1	chr13	FALSE	FALSE
Ifi214	chr1	TRUE	TRUE
Ifnar2	chr16	FALSE	FALSE
Ifngr1	chr10	FALSE	FALSE
Ift140	chr17	FALSE	FALSE
Ift57	chr16	TRUE	FALSE
Ift80	chr3	FALSE	FALSE
Ift81	chr5	FALSE	FALSE
Igbp1	chrX	TRUE	FALSE
Igdcc4	chr9	FALSE	TRUE
Igf1r	chr7	FALSE	FALSE
Igf2bp3	chr6	FALSE	FALSE
Igfbp2	chr1	FALSE	FALSE
Igfbpl1	chr4	FALSE	TRUE
Igsf10	chr3	TRUE	FALSE
Igsf11	chr16	FALSE	FALSE
Igsf21	chr4	FALSE	FALSE
Igsf3	chr3	FALSE	FALSE
Igsf5	chr16	FALSE	TRUE
Igsf6	chr7	FALSE	FALSE
Igsf9b	chr9	FALSE	FALSE
Ihh	chr1	FALSE	TRUE
Ikbkb	chr8	FALSE	FALSE
Ikbke	chr1	FALSE	TRUE
Ikzf2	chr1	FALSE	FALSE
Ikzf5	chr7	FALSE	FALSE
Il10ra	chr9	TRUE	FALSE
Il11ra1	chr4	FALSE	FALSE
Il12rb2	chr6	FALSE	FALSE
Il13ra1	chrX	FALSE	FALSE
Il17ra	chr6	FALSE	FALSE
Il17rb	chr14	FALSE	FALSE
Il17rd	chr14	FALSE	TRUE
Il19	chr1	FALSE	FALSE
Il1r1	chr1	FALSE	FALSE
Il1rap	chr16	FALSE	TRUE
Il20rb	chr9	TRUE	FALSE
Il6st	chr13	FALSE	FALSE
Ildr1	chr16	FALSE	FALSE
Ilf3	chr9	FALSE	FALSE
Ilrun	chr17	FALSE	FALSE
Iltifb	chr10	FALSE	FALSE
Ilvbl	chr10	TRUE	FALSE
Immp2l	chr12	FALSE	FALSE
Impa1	chr3	FALSE	FALSE
Impa2	chr18	FALSE	FALSE
Impad1	chr4	FALSE	FALSE
Impdh1	chr6	FALSE	FALSE
Inava	chr1	FALSE	TRUE
Inip	chr4	TRUE	FALSE
Ino80	chr2	FALSE	FALSE
Ino80d	chr1	FALSE	FALSE
Inpp4b	chr8	FALSE	TRUE
Inpp5a	chr7	FALSE	FALSE
Inpp5b	chr4	FALSE	FALSE
Insr	chr8	FALSE	FALSE
Ints13	chr6	FALSE	FALSE
Ints2	chr11	FALSE	FALSE
Ints3	chr3	FALSE	FALSE
Ints4	chr7	TRUE	FALSE
Ints6	chr14	FALSE	FALSE
Ints9	chr14	FALSE	FALSE
Invs	chr4	FALSE	FALSE
Ipcef1	chr10	TRUE	FALSE
Ipo11	chr13	FALSE	FALSE
Ippk	chr13	FALSE	FALSE
Iqce	chr5	FALSE	FALSE
Iqcf2	chr9	FALSE	FALSE
Iqck	chr7	TRUE	TRUE
Iqgap1	chr7	FALSE	FALSE
Iqschfp	chr3	TRUE	TRUE
Iqsec1	chr6	FALSE	FALSE
Iqsec3	chr6	FALSE	TRUE
Iqub	chr6	FALSE	FALSE
Irak2	chr6	FALSE	FALSE
Irf2	chr8	FALSE	FALSE
Irf7	chr7	FALSE	FALSE
Irs1	chr1	FALSE	FALSE
Isg20l2	chr3	FALSE	FALSE
Islr2	chr9	FALSE	FALSE
Ism1	chr2	FALSE	FALSE
Isoc2b	chr7	FALSE	FALSE
Isx	chr8	TRUE	TRUE
Itch	chr2	FALSE	FALSE
Itfg1	chr8	FALSE	FALSE
Itga7	chr10	TRUE	FALSE
Itga9	chr9	FALSE	TRUE
Itgb1bp1	chr12	TRUE	FALSE
Itgb4	chr11	FALSE	FALSE
Itgb5	chr16	TRUE	FALSE
Itgb7	chr15	FALSE	FALSE
Itih4	chr14	FALSE	FALSE
Itih5	chr2	TRUE	TRUE
Itpa	chr2	FALSE	FALSE
Itpk1	chr12	TRUE	FALSE
Itpkb	chr1	FALSE	FALSE
Itpr1	chr6	FALSE	FALSE
Itprid1	chr6	FALSE	TRUE
Itsn1	chr16	FALSE	FALSE
Itsn2	chr12	FALSE	FALSE
Ivns1abp	chr1	FALSE	FALSE
Iyd	chr10	TRUE	TRUE
Jade2	chr11	FALSE	FALSE
Jade3	chrX	FALSE	FALSE
Jag2	chr12	FALSE	TRUE
Jak1	chr4	FALSE	FALSE
Jakmip1	chr5	FALSE	TRUE
Jakmip1	chr5	FALSE	TRUE
Jakmip1	chr5	FALSE	TRUE
Jakmip1	chr5	FALSE	TRUE
Jakmip1	chr5	FALSE	TRUE
Jakmip1	chr5	FALSE	TRUE
Jakmip1	chr5	FALSE	TRUE
Jakmip1	chr5	FALSE	TRUE
Jakmip2	chr18	FALSE	FALSE
Jam2	chr16	FALSE	FALSE
Jam3	chr9	FALSE	FALSE
Jarid2	chr13	FALSE	FALSE
Jazf1	chr6	FALSE	FALSE
Jcad	chr18	FALSE	TRUE
Jdp2	chr12	FALSE	FALSE
Jmjd1c	chr10	FALSE	FALSE
Jph1	chr1	TRUE	FALSE
Kalrn	chr16	FALSE	TRUE
Kank1	chr19	FALSE	TRUE
Kansl1	chr11	FALSE	FALSE
Kansl1l	chr1	FALSE	FALSE
Kansl3	chr1	FALSE	FALSE
Kat2b	chr17	FALSE	FALSE
Kat7	chr11	FALSE	FALSE
Kazald1	chr19	FALSE	FALSE
Kbtbd11	chr8	FALSE	FALSE
Kcmf1	chr6	FALSE	FALSE
Kcnab1	chr3	TRUE	FALSE
Kcnab2	chr4	FALSE	TRUE
Kcnb1	chr2	FALSE	TRUE
Kcnc2	chr10	FALSE	FALSE
Kcnd2	chr6	FALSE	FALSE
Kcng4	chr8	FALSE	TRUE
Kcnh1	chr1	FALSE	FALSE
Kcnh8	chr17	FALSE	FALSE
Kcnip1	chr11	TRUE	TRUE
Kcnip3	chr2	FALSE	FALSE
Kcnip4	chr5	FALSE	FALSE
Kcnj3	chr2	FALSE	FALSE
Kcnj6	chr16	FALSE	FALSE
Kcnk10	chr12	FALSE	FALSE
Kcnk13	chr12	FALSE	TRUE
Kcnk2	chr1	TRUE	TRUE
Kcnk3	chr5	FALSE	FALSE
Kcnma1	chr14	TRUE	TRUE
Kcnmb2	chr3	FALSE	FALSE
Kcnmb4	chr10	FALSE	FALSE
Kcnn3	chr3	FALSE	TRUE
Kcnq1	chr7	FALSE	TRUE
Kcnq2	chr2	FALSE	FALSE
Kcnq4	chr4	FALSE	TRUE
Kcnt1	chr2	FALSE	FALSE
Kctd1	chr18	FALSE	FALSE
Kctd12	chr14	TRUE	FALSE
Kctd16	chr18	TRUE	TRUE
Kctd3	chr1	FALSE	FALSE
Kctd4	chr14	FALSE	FALSE
Kctd8	chr5	TRUE	FALSE
Kdelr3	chr15	FALSE	FALSE
Kdm1a	chr4	FALSE	FALSE
Kdm2a	chr19	FALSE	FALSE
Kdm2b	chr5	FALSE	FALSE
Kdm3a	chr6	FALSE	FALSE
Kdm3b	chr18	FALSE	FALSE
Kdm4b	chr17	FALSE	FALSE
Kdm4c	chr4	FALSE	FALSE
Kdm5b	chr1	FALSE	FALSE
Kdm5c	chrX	FALSE	FALSE
Kdm6a	chrX	FALSE	FALSE
Kdm7a	chr6	FALSE	FALSE
Khdrbs2	chr1	TRUE	TRUE
Kidins220	chr12	FALSE	FALSE
Kif13b	chr14	FALSE	FALSE
Kif16b	chr2	FALSE	FALSE
Kif1b	chr4	FALSE	FALSE
Kif1c	chr11	FALSE	FALSE
Kif21a	chr15	FALSE	FALSE
Kif24	chr4	FALSE	FALSE
Kif26b	chr1	FALSE	FALSE
Kif3b	chr2	FALSE	FALSE
Kif4	chrX	FALSE	FALSE
Kif5a	chr10	FALSE	FALSE
Kif5c	chr2	FALSE	FALSE
Kif6	chr17	FALSE	TRUE
Kifap3	chr1	FALSE	FALSE
Kifc3	chr8	FALSE	TRUE
Kirrel	chr3	TRUE	TRUE
Kirrel3	chr9	FALSE	FALSE
Kit	chr5	FALSE	TRUE
Kitl	chr10	FALSE	TRUE
Kiz	chr2	FALSE	FALSE
Klb	chr5	FALSE	FALSE
Klc1	chr12	FALSE	FALSE
Klf12	chr14	FALSE	FALSE
Klf3	chr5	FALSE	TRUE
Klf7	chr1	FALSE	FALSE
Klf8	chrX	FALSE	FALSE
Klhdc10	chr6	FALSE	FALSE
Klhl18	chr9	FALSE	FALSE
Klhl2	chr8	FALSE	FALSE
Klhl26	chr8	FALSE	FALSE
Klhl29	chr12	FALSE	TRUE
Klhl3	chr13	FALSE	FALSE
Klhl31	chr9	FALSE	FALSE
Klhl32	chr4	FALSE	FALSE
Kmt2c	chr5	FALSE	FALSE
Kmt2d	chr15	FALSE	FALSE
Kmt2e	chr5	FALSE	FALSE
Kmt5b	chr19	FALSE	FALSE
Kndc1	chr7	FALSE	FALSE
Knop1	chr7	FALSE	FALSE
Kpna3	chr14	FALSE	FALSE
Kpna7	chr5	FALSE	FALSE
Kras	chr6	FALSE	FALSE
Krit1	chr5	FALSE	FALSE
Krt5	chr15	FALSE	TRUE
Krt80	chr15	FALSE	TRUE
Ksr2	chr5	FALSE	FALSE
Ktn1	chr14	FALSE	FALSE
L1cam	chrX	FALSE	FALSE
L3mbtl1	chr2	FALSE	FALSE
L3mbtl2	chr15	FALSE	FALSE
L3mbtl4	chr17	TRUE	TRUE
Lama1	chr17	FALSE	TRUE
Lama3	chr18	TRUE	TRUE
Lamc2	chr1	TRUE	TRUE
Lamtor1	chr7	FALSE	FALSE
Lamtor3	chr3	FALSE	FALSE
Lancl2	chr6	FALSE	FALSE
Lancl3	chrX	TRUE	FALSE
Large1	chr8	FALSE	FALSE
Larp1	chr11	FALSE	FALSE
Larp4b	chr13	FALSE	FALSE
Lars2	chr9	FALSE	FALSE
Lats2	chr14	FALSE	FALSE
Lclat1	chr17	FALSE	FALSE
Lcmt1	chr7	TRUE	FALSE
Lcor	chr19	FALSE	FALSE
Lcorl	chr5	FALSE	FALSE
Lcp2	chr11	FALSE	TRUE
Ldb2	chr5	FALSE	TRUE
Ldha	chr7	FALSE	FALSE
Ldlrad2	chr4	FALSE	FALSE
Ldlrad3	chr2	TRUE	FALSE
Ldlrad4	chr18	TRUE	FALSE
Lef1	chr3	FALSE	TRUE
Lekr1	chr3	FALSE	FALSE
Lemd2	chr17	FALSE	FALSE
Lgals3bp	chr11	FALSE	FALSE
Lgr4	chr2	TRUE	FALSE
Lgr6	chr1	FALSE	TRUE
Lgsn	chr1	TRUE	TRUE
Lhfp	chr3	FALSE	FALSE
Lhfpl3	chr5	TRUE	TRUE
Lhx2	chr2	FALSE	TRUE
Lhx6	chr2	FALSE	TRUE
Lifr	chr15	FALSE	TRUE
Limch1	chr5	FALSE	FALSE
Limk2	chr11	FALSE	FALSE
Lims1	chr10	TRUE	FALSE
Lin52	chr12	FALSE	FALSE
Lin7a	chr10	FALSE	FALSE
Lingo1	chr9	FALSE	FALSE
Lipc	chr9	TRUE	FALSE
Lman2	chr13	FALSE	FALSE
Lmbr1	chr5	FALSE	FALSE
Lmbr1l	chr15	FALSE	FALSE
Lmbrd1	chr1	FALSE	FALSE
Lmf1	chr17	FALSE	FALSE
Lmln	chr16	FALSE	FALSE
Lmntd1	chr6	FALSE	FALSE
Lmo7	chr14	FALSE	TRUE
Lmtk2	chr5	FALSE	FALSE
Lmx1b	chr2	FALSE	TRUE
Lnpk	chr2	FALSE	FALSE
Lonp2	chr8	FALSE	FALSE
Lonrf1	chr8	FALSE	FALSE
Lonrf2	chr1	FALSE	FALSE
Lonrf3	chrX	FALSE	FALSE
Loxhd1	chr18	FALSE	TRUE
Lpgat1	chr1	FALSE	FALSE
Lpin1	chr12	FALSE	FALSE
Lpin2	chr17	FALSE	FALSE
Lpo	chr11	FALSE	FALSE
Lpp	chr16	TRUE	FALSE
Lrba	chr3	FALSE	FALSE
Lrch3	chr16	FALSE	FALSE
Lrfn2	chr17	FALSE	TRUE
Lrfn3	chr7	FALSE	FALSE
Lrfn5	chr12	FALSE	TRUE
Lrif1	chr3	FALSE	FALSE
Lrig2	chr3	FALSE	TRUE
Lrmda	chr14	FALSE	TRUE
Lrp1	chr10	FALSE	FALSE
Lrp12	chr15	FALSE	FALSE
Lrp1b	chr2	TRUE	TRUE
Lrp2	chr2	FALSE	TRUE
Lrp6	chr6	FALSE	FALSE
Lrpprc	chr17	FALSE	FALSE
Lrrc1	chr9	FALSE	FALSE
Lrrc15	chr16	FALSE	TRUE
Lrrc20	chr10	FALSE	FALSE
Lrrc28	chr7	TRUE	FALSE
Lrrc36	chr8	TRUE	FALSE
Lrrc37a	chr11	FALSE	FALSE
Lrrc4	chr6	TRUE	FALSE
Lrrc49	chr9	TRUE	FALSE
Lrrc4c	chr2	TRUE	FALSE
Lrrc51	chr7	FALSE	FALSE
Lrrc55	chr2	FALSE	TRUE
Lrrc6	chr15	TRUE	TRUE
Lrrc8c	chr5	FALSE	TRUE
Lrrfip1	chr1	FALSE	TRUE
Lrrfip2	chr9	FALSE	FALSE
Lrrk1	chr7	FALSE	TRUE
Lrrn1	chr6	TRUE	FALSE
Lrrn2	chr1	FALSE	FALSE
Lrrn3	chr12	FALSE	FALSE
Lrrtm4	chr6	TRUE	TRUE
Lrtm1	chr14	TRUE	TRUE
Lrtm2	chr6	FALSE	FALSE
Lsamp	chr16	TRUE	FALSE
Lsm10	chr4	TRUE	FALSE
Ltk	chr2	FALSE	FALSE
Luc7l3	chr11	FALSE	FALSE
Lum	chr10	TRUE	FALSE
Luzp1	chr4	FALSE	FALSE
Ly6g6c	chr17	TRUE	TRUE
Ly6g6f	chr17	TRUE	FALSE
Lyl1	chr8	FALSE	FALSE
Lyn	chr4	TRUE	FALSE
Lypd6b	chr2	FALSE	TRUE
Lyst	chr13	FALSE	FALSE
Mab21l2	chr3	FALSE	FALSE
Macf1	chr4	FALSE	FALSE
Macrod1	chr19	FALSE	FALSE
Macrod2	chr2	TRUE	FALSE
Macroh2a1	chr13	FALSE	FALSE
Macroh2a2	chr10	FALSE	FALSE
Mad1l1	chr5	FALSE	TRUE
Madd	chr2	FALSE	FALSE
Magi1	chr6	FALSE	FALSE
Maml1	chr11	FALSE	FALSE
Maml3	chr3	TRUE	FALSE
Man1a2	chr3	FALSE	FALSE
Man1c1	chr4	FALSE	FALSE
Man2a1	chr17	TRUE	FALSE
Man2b1	chr8	FALSE	FALSE
Man2c1	chr9	FALSE	FALSE
Manea	chr4	TRUE	FALSE
Mansc4	chr6	FALSE	FALSE
Maob	chrX	FALSE	FALSE
Map1b	chr13	FALSE	FALSE
Map2	chr1	FALSE	FALSE
Map2k1	chr9	FALSE	FALSE
Map2k2	chr10	FALSE	FALSE
Map2k4	chr11	FALSE	FALSE
Map2k5	chr9	FALSE	FALSE
Map2k6	chr11	FALSE	FALSE
Map3k13	chr16	FALSE	FALSE
Map3k19	chr1	FALSE	FALSE
Map3k2	chr18	FALSE	FALSE
Map3k3	chr11	FALSE	FALSE
Map3k4	chr17	FALSE	FALSE
Map3k5	chr10	TRUE	FALSE
Map3k7	chr4	FALSE	FALSE
Map3k9	chr12	FALSE	FALSE
Map4	chr9	FALSE	FALSE
Map4k3	chr17	FALSE	FALSE
Map4k4	chr1	FALSE	FALSE
Map4k5	chr12	FALSE	FALSE
Map6	chr7	FALSE	FALSE
Map7	chr10	FALSE	FALSE
Map7d2	chrX	FALSE	FALSE
Mapk1	chr16	FALSE	FALSE
Mapk10	chr5	FALSE	FALSE
Mapk13	chr17	FALSE	TRUE
Mapk14	chr17	FALSE	FALSE
Mapk6	chr9	FALSE	FALSE
Mapk8	chr14	FALSE	FALSE
Mapkap1	chr2	FALSE	FALSE
Mapkapk2	chr1	FALSE	FALSE
Mapkbp1	chr2	FALSE	FALSE
Mapre3	chr5	FALSE	FALSE
Mapt	chr11	FALSE	FALSE
Marchf2	chr17	FALSE	FALSE
Marchf3	chr18	TRUE	FALSE
Marchf6	chr15	FALSE	FALSE
Marchf7	chr2	FALSE	FALSE
Marf1	chr16	FALSE	FALSE
Mark1	chr1	FALSE	FALSE
Mark2	chr19	FALSE	FALSE
Mark3	chr12	FALSE	FALSE
Mark4	chr7	FALSE	FALSE
Masp1	chr16	FALSE	TRUE
Mast2	chr4	FALSE	FALSE
Mat2b	chr11	FALSE	FALSE
Mau2	chr8	FALSE	FALSE
Max	chr12	FALSE	FALSE
Mb21d2	chr16	FALSE	FALSE
Mbd2	chr18	FALSE	FALSE
Mbd3	chr10	FALSE	FALSE
Mbd5	chr2	FALSE	FALSE
Mbnl1	chr3	FALSE	FALSE
Mbnl2	chr14	FALSE	FALSE
Mbnl3	chrX	TRUE	TRUE
Mboat2	chr12	FALSE	TRUE
Mbtd1	chr11	FALSE	FALSE
Mbtps1	chr8	FALSE	FALSE
Mbtps2	chrX	TRUE	FALSE
Mcc	chr18	FALSE	FALSE
