gene_name	chr	mch_hyper	cg_mc_up
Gm20696	chr6	FALSE	FALSE
Gm20708	chr11	FALSE	FALSE
Gm21985	chr2	FALSE	TRUE
Gm21992	chr19	FALSE	TRUE
Gm28035	chr2	FALSE	TRUE
Gm28038	chr2	FALSE	TRUE
Gm28040	chr1	FALSE	FALSE
Gm28040	chr1	FALSE	FALSE
Gm28040	chr1	FALSE	FALSE
Gm28040	chr1	FALSE	FALSE
Gm28040	chr1	FALSE	FALSE
Gm28040	chr1	FALSE	FALSE
Gm28040	chr1	FALSE	FALSE
Gm28040	chr1	FALSE	FALSE
Gm28047	chr15	FALSE	TRUE
Gm28539	chr16	FALSE	TRUE
Gm28551	chr1	FALSE	TRUE
Gm28635	chr2	FALSE	TRUE
Gm28778	chr1	TRUE	TRUE
Gm29427	chr1	FALSE	TRUE
Gm29609	chr5	FALSE	TRUE
Gm2a	chr11	FALSE	TRUE
Gm37013	chr18	FALSE	TRUE
Gm37240	chr3	TRUE	TRUE
Gm37388	chr18	FALSE	TRUE
Gm42416	chr18	FALSE	TRUE
Gm42906	chr5	FALSE	FALSE
Gm43064	chr3	TRUE	TRUE
Gm43191	chr3	FALSE	TRUE
Gm43552	chr5	FALSE	TRUE
Gm43951	chr11	FALSE	TRUE
Gm44790	chr6	FALSE	TRUE
Gm44973	chr7	FALSE	TRUE
Gm45062	chr6	FALSE	TRUE
Gm45837	chr7	FALSE	FALSE
Gm4924	chr10	FALSE	TRUE
Gm49337	chr4	TRUE	TRUE
Gm49361	chr14	FALSE	TRUE
Gm49496	chr13	FALSE	TRUE
Gm50364	chr18	FALSE	TRUE
Gm5127	chrX	FALSE	FALSE
Gm5134	chr10	TRUE	TRUE
Gm5592	chr7	FALSE	FALSE
Gm5622	chr14	FALSE	FALSE
Gm6356	chr14	FALSE	FALSE
Gm973	chr1	TRUE	TRUE
Gm9732	chr14	FALSE	FALSE
Gmds	chr13	FALSE	TRUE
Gmeb1	chr4	FALSE	TRUE
Gmeb2	chr2	FALSE	TRUE
Gmps	chr3	FALSE	TRUE
Gna14	chr19	FALSE	FALSE
Gnai3	chr3	FALSE	TRUE
Gnal	chr18	FALSE	TRUE
Gnao1	chr8	FALSE	TRUE
Gnaq	chr19	FALSE	TRUE
Gnb4	chr3	FALSE	FALSE
Gng12	chr6	FALSE	FALSE
Gnptab	chr10	FALSE	TRUE
Golga4	chr9	FALSE	TRUE
Golga7	chr8	FALSE	TRUE
Golph3	chr15	FALSE	TRUE
Golph3l	chr3	FALSE	TRUE
Gon4l	chr3	FALSE	TRUE
Gpam	chr19	FALSE	TRUE
Gpatch2l	chr12	FALSE	TRUE
Gpatch8	chr11	FALSE	TRUE
Gpbp1	chr13	FALSE	TRUE
Gpc1	chr1	FALSE	TRUE
Gpd1l	chr9	FALSE	TRUE
Gpd2	chr2	FALSE	TRUE
Gphn	chr12	FALSE	TRUE
Gpm6a	chr8	FALSE	FALSE
Gpm6b	chrX	TRUE	TRUE
Gpr107	chr2	FALSE	TRUE
Gpr153	chr4	FALSE	TRUE
Gpr158	chr2	FALSE	TRUE
Gpr176	chr2	FALSE	TRUE
Gpr22	chr12	TRUE	TRUE
Gpr68	chr12	TRUE	TRUE
Gprasp1	chrX	FALSE	TRUE
Gprc5a	chr6	FALSE	FALSE
Gprc5b	chr7	FALSE	FALSE
Gprin3	chr6	TRUE	TRUE
Gramd2	chr9	FALSE	FALSE
Gramd3	chr18	FALSE	FALSE
Grb2	chr11	FALSE	TRUE
Grb7	chr11	FALSE	TRUE
Greb1	chr12	FALSE	FALSE
Grhpr	chr4	FALSE	TRUE
Gria1	chr11	TRUE	FALSE
Gria2	chr3	FALSE	FALSE
Gria4	chr9	FALSE	FALSE
Grid1	chr14	TRUE	FALSE
Grid2	chr6	FALSE	TRUE
Grid2ip	chr5	FALSE	FALSE
Grik2	chr10	FALSE	FALSE
Grik5	chr7	FALSE	FALSE
Grin2a	chr16	FALSE	TRUE
Grin2b	chr6	FALSE	FALSE
Grip1	chr10	FALSE	FALSE
Grip2	chr6	FALSE	FALSE
Grk4	chr5	FALSE	FALSE
Grk5	chr19	FALSE	TRUE
Grk6	chr13	FALSE	TRUE
Grm1	chr10	FALSE	TRUE
Grm4	chr17	FALSE	TRUE
Grm8	chr6	FALSE	FALSE
Grxcr1	chr5	TRUE	TRUE
Gsc2	chr16	FALSE	FALSE
Gse1	chr8	FALSE	TRUE
Gsg1l	chr7	FALSE	FALSE
Gsk3b	chr16	FALSE	TRUE
Gsn	chr2	FALSE	FALSE
Gtf2f2	chr14	FALSE	TRUE
Gtf2i	chr5	FALSE	TRUE
Gtf2ird2	chr5	FALSE	TRUE
Gtf3c1	chr7	FALSE	FALSE
Gtf3c2	chr5	FALSE	TRUE
Gtf3c3	chr1	FALSE	TRUE
Gucy1a2	chr9	FALSE	FALSE
Gxylt1	chr15	FALSE	TRUE
Gyg	chr3	FALSE	FALSE
Gzmn	chr14	TRUE	FALSE
H2bc4	chr13	TRUE	FALSE
H3c15	chr3	TRUE	TRUE
H3f3a	chr1	FALSE	TRUE
Hacd2	chr16	FALSE	TRUE
Hace1	chr10	FALSE	TRUE
Hadh	chr3	FALSE	FALSE
Hadha	chr5	FALSE	TRUE
Hapln3	chr7	FALSE	FALSE
Hars2	chr18	FALSE	TRUE
Hbs1l	chr10	FALSE	TRUE
Hcfc2	chr10	FALSE	TRUE
Hcn1	chr13	TRUE	TRUE
Hdac11	chr6	TRUE	TRUE
Hdac4	chr1	FALSE	TRUE
Hdac8	chrX	FALSE	FALSE
Hdac9	chr12	FALSE	FALSE
Hdgf	chr3	FALSE	TRUE
Hdgfl2	chr17	FALSE	TRUE
Hdhd2	chr18	FALSE	TRUE
Hdhd5	chr6	FALSE	TRUE
Hdlbp	chr1	FALSE	TRUE
Heatr1	chr13	FALSE	TRUE
Heca	chr10	FALSE	TRUE
Hectd1	chr12	FALSE	TRUE
Hectd4	chr5	FALSE	TRUE
Hecw1	chr13	FALSE	FALSE
Hecw2	chr1	FALSE	TRUE
Heg1	chr16	TRUE	TRUE
Herc1	chr9	FALSE	TRUE
Herc2	chr7	FALSE	TRUE
Herc4	chr10	FALSE	TRUE
Herpud2	chr9	FALSE	TRUE
Hes3	chr4	FALSE	FALSE
Hexa	chr9	FALSE	TRUE
Hgd	chr16	TRUE	TRUE
Hhat	chr1	FALSE	FALSE
Hhipl1	chr12	FALSE	FALSE
Hibadh	chr6	FALSE	TRUE
Hic1	chr11	FALSE	FALSE
Hikeshi	chr7	TRUE	TRUE
Hip1	chr5	FALSE	FALSE
Hipk2	chr6	FALSE	TRUE
Hipk3	chr2	FALSE	TRUE
Hira	chr16	FALSE	TRUE
Hivep1	chr13	FALSE	TRUE
Hivep2	chr10	FALSE	TRUE
Hlcs	chr16	FALSE	TRUE
Hlf	chr11	FALSE	FALSE
Hltf	chr3	FALSE	TRUE
Hmbox1	chr14	FALSE	TRUE
Hmces	chr6	FALSE	TRUE
Hmcn1	chr1	TRUE	TRUE
Hmcn2	chr2	FALSE	FALSE
Hmg20a	chr9	FALSE	TRUE
Hmga2	chr10	FALSE	FALSE
Hmgb2	chr8	TRUE	TRUE
Hmgn3	chr9	FALSE	TRUE
Hmgxb3	chr18	FALSE	TRUE
Hnrnpk	chr13	FALSE	TRUE
Homer2	chr7	FALSE	TRUE
Hook3	chr8	FALSE	TRUE
Hoxb7	chr11	FALSE	FALSE
Hp	chr8	FALSE	TRUE
Hp1bp3	chr4	FALSE	TRUE
Hpse2	chr19	FALSE	FALSE
Hrh1	chr6	FALSE	FALSE
Hs2st1	chr3	FALSE	TRUE
Hs3st1	chr5	FALSE	TRUE
Hs6st3	chr14	FALSE	TRUE
Hsd17b11	chr5	FALSE	FALSE
Hsf1	chr15	FALSE	TRUE
Hspbap1	chr16	FALSE	TRUE
Hspg2	chr4	FALSE	FALSE
Htatip2	chr7	TRUE	FALSE
Htr1d	chr4	FALSE	FALSE
Htr1f	chr16	FALSE	FALSE
Htt	chr5	FALSE	TRUE
Ica1	chr6	FALSE	TRUE
Ice1	chr13	FALSE	TRUE
Iffo2	chr4	FALSE	FALSE
Ifi214	chr1	TRUE	FALSE
Ift122	chr6	TRUE	TRUE
Ift140	chr17	FALSE	TRUE
Ift57	chr16	TRUE	TRUE
Ift80	chr3	FALSE	TRUE
Ift81	chr5	FALSE	TRUE
Igdcc4	chr9	FALSE	FALSE
Igf1r	chr7	FALSE	TRUE
Igf2bp3	chr6	FALSE	FALSE
Igfbp2	chr1	FALSE	FALSE
Iglon5	chr7	FALSE	FALSE
Igsf10	chr3	TRUE	TRUE
Igsf21	chr4	FALSE	FALSE
Igsf3	chr3	FALSE	TRUE
Igsf5	chr16	FALSE	FALSE
Igsf6	chr7	FALSE	TRUE
Igsf9b	chr9	FALSE	TRUE
Ihh	chr1	FALSE	FALSE
Ikbkb	chr8	FALSE	TRUE
Ikbke	chr1	FALSE	FALSE
Ikzf2	chr1	FALSE	TRUE
Ikzf5	chr7	FALSE	TRUE
Il10ra	chr9	TRUE	TRUE
Il11ra1	chr4	FALSE	TRUE
Il17ra	chr6	FALSE	FALSE
Il17rd	chr14	FALSE	FALSE
Il19	chr1	FALSE	TRUE
Il1rap	chr16	FALSE	FALSE
Il1rapl2	chrX	FALSE	FALSE
Il20rb	chr9	TRUE	TRUE
Il4ra	chr7	FALSE	FALSE
Il6ra	chr3	FALSE	FALSE
Il6st	chr13	FALSE	TRUE
Ilf3	chr9	FALSE	TRUE
Ilrun	chr17	FALSE	TRUE
Iltifb	chr10	FALSE	TRUE
Ilvbl	chr10	TRUE	TRUE
Immp2l	chr12	FALSE	TRUE
Impa1	chr3	FALSE	TRUE
Impad1	chr4	FALSE	TRUE
Inava	chr1	FALSE	FALSE
Inf2	chr12	FALSE	FALSE
Inip	chr4	TRUE	TRUE
Ino80	chr2	FALSE	TRUE
Ino80d	chr1	FALSE	TRUE
Inpp4b	chr8	FALSE	FALSE
Inpp5a	chr7	FALSE	TRUE
Inpp5b	chr4	FALSE	TRUE
Ins2	chr7	FALSE	FALSE
Insc	chr7	FALSE	FALSE
Insr	chr8	FALSE	TRUE
Insrr	chr3	FALSE	FALSE
Ints13	chr6	FALSE	TRUE
Ints2	chr11	FALSE	TRUE
Ints3	chr3	FALSE	TRUE
Ints4	chr7	TRUE	TRUE
Ints6	chr14	FALSE	TRUE
Ints9	chr14	FALSE	TRUE
Invs	chr4	FALSE	FALSE
Ipcef1	chr10	TRUE	TRUE
Ipo11	chr13	FALSE	TRUE
Ippk	chr13	FALSE	TRUE
Iqca1l	chr5	FALSE	FALSE
Iqch	chr9	FALSE	FALSE
Iqgap2	chr13	FALSE	FALSE
Iqschfp	chr3	TRUE	TRUE
Iqsec1	chr6	FALSE	TRUE
Iqsec3	chr6	FALSE	FALSE
Irak2	chr6	FALSE	FALSE
Irf2	chr8	FALSE	TRUE
Irs1	chr1	FALSE	TRUE
Irx5	chr8	FALSE	FALSE
Isg20l2	chr3	FALSE	TRUE
Islr2	chr9	FALSE	FALSE
Ism1	chr2	FALSE	FALSE
Isx	chr8	TRUE	FALSE
Itch	chr2	FALSE	TRUE
Itfg1	chr8	FALSE	TRUE
Itga6	chr2	FALSE	FALSE
Itga7	chr10	TRUE	TRUE
Itga9	chr9	FALSE	FALSE
Itgad	chr7	FALSE	FALSE
Itgae	chr11	FALSE	FALSE
Itgax	chr7	FALSE	FALSE
Itgb1bp1	chr12	TRUE	TRUE
Itgb5	chr16	TRUE	TRUE
Itm2c	chr1	TRUE	TRUE
Itpa	chr2	FALSE	TRUE
Itpk1	chr12	TRUE	TRUE
Itpkb	chr1	FALSE	TRUE
Itpr1	chr6	FALSE	TRUE
Itpr3	chr17	FALSE	FALSE
Itprid1	chr6	FALSE	FALSE
Itsn1	chr16	FALSE	TRUE
Ivns1abp	chr1	FALSE	TRUE
Jade2	chr11	FALSE	TRUE
Jade3	chrX	FALSE	TRUE
Jag2	chr12	FALSE	FALSE
Jak1	chr4	FALSE	TRUE
Jakmip1	chr5	FALSE	FALSE
Jakmip1	chr5	FALSE	FALSE
Jakmip1	chr5	FALSE	FALSE
Jakmip1	chr5	FALSE	FALSE
Jakmip1	chr5	FALSE	FALSE
Jakmip1	chr5	FALSE	FALSE
Jakmip1	chr5	FALSE	FALSE
Jakmip1	chr5	FALSE	FALSE
Jakmip2	chr18	FALSE	TRUE
Jam3	chr9	FALSE	TRUE
Jarid2	chr13	FALSE	TRUE
Jazf1	chr6	FALSE	TRUE
Jcad	chr18	FALSE	FALSE
Jdp2	chr12	FALSE	TRUE
Jhy	chr9	FALSE	FALSE
Jmjd1c	chr10	FALSE	TRUE
Jph1	chr1	TRUE	TRUE
Kalrn	chr16	FALSE	FALSE
Kank1	chr19	FALSE	FALSE
Kansl1	chr11	FALSE	TRUE
Kansl1l	chr1	FALSE	TRUE
Kansl3	chr1	FALSE	TRUE
Kat2b	chr17	FALSE	TRUE
Kat7	chr11	FALSE	TRUE
Katnal2	chr18	FALSE	FALSE
Kazald1	chr19	FALSE	FALSE
Kbtbd11	chr8	FALSE	TRUE
Kbtbd12	chr6	TRUE	TRUE
Kcmf1	chr6	FALSE	TRUE
Kcna2	chr3	FALSE	TRUE
Kcnab1	chr3	TRUE	TRUE
Kcnab2	chr4	FALSE	FALSE
Kcnb1	chr2	FALSE	FALSE
Kcnd2	chr6	FALSE	TRUE
Kcng4	chr8	FALSE	FALSE
Kcnh1	chr1	FALSE	TRUE
Kcnh3	chr15	FALSE	FALSE
Kcnh8	chr17	FALSE	FALSE
Kcnip3	chr2	FALSE	TRUE
Kcnip4	chr5	FALSE	TRUE
Kcnj4	chr15	FALSE	FALSE
Kcnj6	chr16	FALSE	TRUE
Kcnk10	chr12	FALSE	TRUE
Kcnk13	chr12	FALSE	FALSE
Kcnk3	chr5	FALSE	TRUE
Kcnma1	chr14	TRUE	FALSE
Kcnmb4	chr10	FALSE	TRUE
Kcnn3	chr3	FALSE	FALSE
Kcnq1	chr7	FALSE	FALSE
Kcnq2	chr2	FALSE	TRUE
Kcnq5	chr1	FALSE	FALSE
Kcns1	chr2	FALSE	FALSE
Kcnt1	chr2	FALSE	TRUE
Kcnt2	chr1	FALSE	FALSE
Kctd1	chr18	FALSE	FALSE
Kctd12	chr14	TRUE	TRUE
Kctd21	chr7	TRUE	TRUE
Kctd3	chr1	FALSE	TRUE
Kctd6	chr14	TRUE	TRUE
Kctd8	chr5	TRUE	TRUE
Kdm2a	chr19	FALSE	TRUE
Kdm2b	chr5	FALSE	TRUE
Kdm3a	chr6	FALSE	TRUE
Kdm3b	chr18	FALSE	TRUE
Kdm4b	chr17	FALSE	TRUE
Kdm4c	chr4	FALSE	TRUE
Kdm5b	chr1	FALSE	TRUE
Kdm6a	chrX	FALSE	TRUE
Kdm7a	chr6	FALSE	TRUE
Kera	chr10	TRUE	TRUE
Khdrbs2	chr1	TRUE	FALSE
Kif14	chr1	FALSE	FALSE
Kif16b	chr2	FALSE	TRUE
Kif18a	chr2	TRUE	TRUE
Kif1b	chr4	FALSE	TRUE
Kif21a	chr15	FALSE	TRUE
Kif21b	chr1	FALSE	FALSE
Kif24	chr4	FALSE	TRUE
Kif26b	chr1	FALSE	TRUE
Kif3b	chr2	FALSE	TRUE
Kif4	chrX	FALSE	FALSE
Kif5a	chr10	FALSE	FALSE
Kif5c	chr2	FALSE	TRUE
Kif6	chr17	FALSE	FALSE
Kif9	chr9	FALSE	FALSE
Kifap3	chr1	FALSE	TRUE
Kifc3	chr8	FALSE	FALSE
Kirrel	chr3	TRUE	FALSE
Kirrel3	chr9	FALSE	TRUE
Kit	chr5	FALSE	FALSE
Kitl	chr10	FALSE	FALSE
Klc1	chr12	FALSE	TRUE
Klf12	chr14	FALSE	TRUE
Klf13	chr7	FALSE	TRUE
Klf3	chr5	FALSE	FALSE
Klf7	chr1	FALSE	TRUE
Klf8	chrX	FALSE	FALSE
Klhdc10	chr6	FALSE	TRUE
Klhl18	chr9	FALSE	TRUE
Klhl2	chr8	FALSE	TRUE
Klhl26	chr8	FALSE	TRUE
Klhl29	chr12	FALSE	FALSE
Klhl3	chr13	FALSE	TRUE
Klhl31	chr9	FALSE	TRUE
Klhl32	chr4	FALSE	TRUE
Kmt2c	chr5	FALSE	TRUE
Kmt2d	chr15	FALSE	TRUE
Kmt2e	chr5	FALSE	TRUE
Kmt5b	chr19	FALSE	TRUE
Kndc1	chr7	FALSE	TRUE
Knop1	chr7	FALSE	TRUE
Kpna3	chr14	FALSE	TRUE
Kras	chr6	FALSE	TRUE
Kremen1	chr11	FALSE	FALSE
Krit1	chr5	FALSE	TRUE
Krt24	chr11	TRUE	TRUE
Krt25	chr11	FALSE	FALSE
Krt5	chr15	FALSE	FALSE
Krt80	chr15	FALSE	FALSE
Ksr1	chr11	FALSE	FALSE
Ksr2	chr5	FALSE	FALSE
Ktn1	chr14	FALSE	TRUE
Kyat3	chr3	FALSE	FALSE
Kynu	chr2	FALSE	FALSE
L3mbtl2	chr15	FALSE	TRUE
L3mbtl3	chr10	FALSE	FALSE
Lama1	chr17	FALSE	FALSE
Lama4	chr10	FALSE	FALSE
Lamb3	chr1	TRUE	TRUE
Lamc2	chr1	TRUE	FALSE
Lamp2	chrX	FALSE	FALSE
Lamtor1	chr7	FALSE	TRUE
Lamtor3	chr3	FALSE	TRUE
Lancl2	chr6	FALSE	TRUE
Lancl3	chrX	TRUE	TRUE
Laptm4b	chr15	FALSE	FALSE
Large1	chr8	FALSE	TRUE
Larp1	chr11	FALSE	TRUE
Larp4b	chr13	FALSE	TRUE
Lars2	chr9	FALSE	TRUE
Lats2	chr14	FALSE	TRUE
Lca5l	chr16	TRUE	TRUE
Lclat1	chr17	FALSE	TRUE
Lcmt1	chr7	TRUE	TRUE
Lcor	chr19	FALSE	TRUE
Lcorl	chr5	FALSE	TRUE
Lcp1	chr14	FALSE	FALSE
Lcp2	chr11	FALSE	FALSE
Lct	chr1	FALSE	FALSE
Ldb2	chr5	FALSE	FALSE
Ldha	chr7	FALSE	TRUE
Ldlrad3	chr2	TRUE	TRUE
Ldlrad4	chr18	TRUE	TRUE
Lef1	chr3	FALSE	FALSE
Lemd2	chr17	FALSE	TRUE
Lep	chr6	TRUE	TRUE
Lgals3bp	chr11	FALSE	TRUE
Lgi2	chr5	FALSE	FALSE
Lgr4	chr2	TRUE	TRUE
Lgr6	chr1	FALSE	FALSE
Lhfp	chr3	FALSE	TRUE
Lhpp	chr7	TRUE	TRUE
Lhx3	chr2	FALSE	FALSE
Lhx6	chr2	FALSE	FALSE
Lifr	chr15	FALSE	FALSE
Limd1	chr9	FALSE	FALSE
Limk1	chr5	FALSE	FALSE
Limk2	chr11	FALSE	TRUE
Lims1	chr10	TRUE	TRUE
Lin28b	chr10	FALSE	FALSE
Lin52	chr12	FALSE	TRUE
Lin7a	chr10	FALSE	TRUE
Lingo1	chr9	FALSE	FALSE
Lingo3	chr10	FALSE	TRUE
Lipc	chr9	TRUE	TRUE
Llgl2	chr11	FALSE	FALSE
Lman2	chr13	FALSE	TRUE
Lmbr1l	chr15	FALSE	TRUE
Lmbrd1	chr1	FALSE	TRUE
Lmf1	chr17	FALSE	FALSE
Lmntd1	chr6	FALSE	TRUE
Lmo1	chr7	FALSE	FALSE
Lmo7	chr14	FALSE	FALSE
Lmtk2	chr5	FALSE	TRUE
Lmx1b	chr2	FALSE	FALSE
Lnpk	chr2	FALSE	TRUE
Lonp2	chr8	FALSE	TRUE
Lonrf1	chr8	FALSE	TRUE
Lonrf2	chr1	FALSE	TRUE
Loxhd1	chr18	FALSE	FALSE
Loxl1	chr9	FALSE	FALSE
Lpin2	chr17	FALSE	TRUE
Lpp	chr16	TRUE	TRUE
Lrba	chr3	FALSE	TRUE
Lrch1	chr14	FALSE	FALSE
Lrch3	chr16	FALSE	TRUE
Lrfn2	chr17	FALSE	FALSE
Lrfn3	chr7	FALSE	TRUE
Lrfn5	chr12	FALSE	FALSE
Lrig2	chr3	FALSE	FALSE
Lrig3	chr10	FALSE	FALSE
Lrmda	chr14	FALSE	FALSE
Lrp1	chr10	FALSE	TRUE
Lrp12	chr15	FALSE	TRUE
Lrp1b	chr2	TRUE	FALSE
Lrp2	chr2	FALSE	FALSE
Lrp6	chr6	FALSE	TRUE
Lrp8	chr4	FALSE	TRUE
Lrpprc	chr17	FALSE	TRUE
Lrrc1	chr9	FALSE	FALSE
Lrrc15	chr16	FALSE	FALSE
Lrrc28	chr7	TRUE	TRUE
Lrrc3	chr10	FALSE	FALSE
Lrrc36	chr8	TRUE	TRUE
Lrrc4	chr6	TRUE	TRUE
Lrrc49	chr9	TRUE	TRUE
Lrrc4c	chr2	TRUE	TRUE
Lrrc55	chr2	FALSE	FALSE
Lrrc8c	chr5	FALSE	FALSE
Lrrc8d	chr5	FALSE	FALSE
Lrrfip1	chr1	FALSE	FALSE
Lrrfip2	chr9	FALSE	TRUE
Lrrk1	chr7	FALSE	FALSE
Lrrn1	chr6	TRUE	TRUE
Lrrn3	chr12	FALSE	TRUE
Lrrn4	chr2	FALSE	FALSE
Lrrtm4	chr6	TRUE	FALSE
Lrtm1	chr14	TRUE	TRUE
Lrtm2	chr6	FALSE	TRUE
Lsamp	chr16	TRUE	TRUE
Lsm10	chr4	TRUE	TRUE
Ltbp2	chr12	FALSE	FALSE
Ltk	chr2	FALSE	FALSE
Luc7l3	chr11	FALSE	TRUE
Lurap1l	chr4	TRUE	TRUE
Luzp1	chr4	FALSE	TRUE
Ly6g6c	chr17	TRUE	TRUE
Ly6g6d	chr17	TRUE	TRUE
Ly6g6f	chr17	TRUE	TRUE
Ly86	chr13	FALSE	FALSE
Lyl1	chr8	FALSE	FALSE
Lyn	chr4	TRUE	TRUE
Lypd6b	chr2	FALSE	FALSE
Lyrm2	chr4	FALSE	TRUE
Lyst	chr13	FALSE	TRUE
Mab21l2	chr3	FALSE	FALSE
Mab21l3	chr3	FALSE	FALSE
Macf1	chr4	FALSE	TRUE
Macrod2	chr2	TRUE	TRUE
Macroh2a1	chr13	FALSE	FALSE
Mad1l1	chr5	FALSE	FALSE
Madd	chr2	FALSE	TRUE
Magi1	chr6	FALSE	TRUE
Magi3	chr3	FALSE	FALSE
Mal	chr2	FALSE	FALSE
Mamdc2	chr19	TRUE	TRUE
Maml1	chr11	FALSE	TRUE
Maml3	chr3	TRUE	TRUE
Man1a2	chr3	FALSE	TRUE
Man1c1	chr4	FALSE	TRUE
Man2a1	chr17	TRUE	TRUE
Manea	chr4	TRUE	TRUE
Map1b	chr13	FALSE	TRUE
Map2	chr1	FALSE	TRUE
Map2k1	chr9	FALSE	TRUE
Map2k2	chr10	FALSE	TRUE
Map2k4	chr11	FALSE	TRUE
Map2k5	chr9	FALSE	TRUE
Map2k6	chr11	FALSE	TRUE
Map3k13	chr16	FALSE	TRUE
Map3k15	chrX	FALSE	FALSE
Map3k2	chr18	FALSE	TRUE
Map3k20	chr2	FALSE	FALSE
Map3k3	chr11	FALSE	TRUE
Map3k4	chr17	FALSE	TRUE
Map3k5	chr10	TRUE	TRUE
Map3k6	chr4	FALSE	FALSE
Map3k7	chr4	FALSE	TRUE
Map3k9	chr12	FALSE	TRUE
Map4	chr9	FALSE	TRUE
Map4k3	chr17	FALSE	TRUE
Map4k4	chr1	FALSE	TRUE
Map4k5	chr12	FALSE	TRUE
Map6	chr7	FALSE	TRUE
Map7	chr10	FALSE	TRUE
Mapk1	chr16	FALSE	TRUE
Mapk10	chr5	FALSE	TRUE
Mapk13	chr17	FALSE	FALSE
Mapk14	chr17	FALSE	TRUE
Mapk6	chr9	FALSE	TRUE
Mapk8	chr14	FALSE	TRUE
Mapkap1	chr2	FALSE	TRUE
Mapkapk2	chr1	FALSE	TRUE
Mapkbp1	chr2	FALSE	TRUE
Mapre3	chr5	FALSE	TRUE
Marchf10	chr11	FALSE	FALSE
Marchf2	chr17	FALSE	TRUE
Marchf3	chr18	TRUE	TRUE
Marchf4	chr1	FALSE	FALSE
Marchf6	chr15	FALSE	TRUE
Marchf7	chr2	FALSE	TRUE
Marf1	chr16	FALSE	TRUE
Mark2	chr19	FALSE	TRUE
Mark3	chr12	FALSE	TRUE
Mark4	chr7	FALSE	FALSE
Masp1	chr16	FALSE	FALSE
Mast2	chr4	FALSE	TRUE
Mat2b	chr11	FALSE	TRUE
Matr3	chr18	FALSE	TRUE
Mau2	chr8	FALSE	TRUE
Max	chr12	FALSE	TRUE
Mb21d2	chr16	FALSE	TRUE
Mbd2	chr18	FALSE	TRUE
Mbd3	chr10	FALSE	TRUE
Mbnl1	chr3	FALSE	TRUE
Mbnl2	chr14	FALSE	TRUE
Mboat2	chr12	FALSE	FALSE
Mbtd1	chr11	FALSE	TRUE
Mbtps1	chr8	FALSE	TRUE
Mbtps2	chrX	TRUE	TRUE
Mcc	chr18	FALSE	TRUE
Mccc2	chr13	FALSE	TRUE
Mcf2	chrX	FALSE	FALSE
Mcf2l	chr8	FALSE	TRUE
Mcm3ap	chr10	FALSE	TRUE
Mcm6	chr1	FALSE	FALSE
Mcm9	chr10	TRUE	TRUE
Mcph1	chr8	FALSE	FALSE
Mctp1	chr13	FALSE	TRUE
Mcur1	chr13	TRUE	TRUE
Mdga1	chr17	FALSE	FALSE
Mdm4	chr1	FALSE	TRUE
Mdn1	chr4	FALSE	TRUE
Me2	chr18	FALSE	TRUE
Med1	chr11	FALSE	TRUE
Med12l	chr3	FALSE	TRUE
Med13	chr11	FALSE	TRUE
Med13l	chr5	FALSE	FALSE
Med14	chrX	FALSE	TRUE
Med15	chr16	FALSE	TRUE
Med25	chr7	FALSE	TRUE
Med27	chr2	FALSE	TRUE
Med30	chr15	TRUE	TRUE
Medag	chr5	FALSE	TRUE
Mef2a	chr7	FALSE	TRUE
Megf10	chr18	FALSE	FALSE
Megf6	chr4	FALSE	FALSE
Mei1	chr15	FALSE	FALSE
Meis1	chr11	FALSE	TRUE
Mepe	chr5	FALSE	FALSE
Mertk	chr2	FALSE	FALSE
Metap1d	chr2	FALSE	FALSE
Methig1	chr15	FALSE	FALSE
Metrnl	chr11	FALSE	FALSE
Mettl6	chr14	FALSE	TRUE
Mettl8	chr2	FALSE	TRUE
Mettl9	chr7	FALSE	TRUE
Mfsd14b	chr13	FALSE	TRUE
Mfsd4a	chr1	FALSE	TRUE
Mga	chr2	FALSE	TRUE
Mgat3	chr15	FALSE	TRUE
Mgat4a	chr1	FALSE	TRUE
Mgat4b	chr11	FALSE	TRUE
Mgat4c	chr10	FALSE	FALSE
Mgat5	chr1	FALSE	FALSE
Mgat5b	chr11	FALSE	FALSE
Mgll	chr6	TRUE	TRUE
Mgrn1	chr16	FALSE	TRUE
Mia2	chr12	FALSE	TRUE
Mib1	chr18	FALSE	TRUE
Mib2	chr4	FALSE	TRUE
Mical2	chr7	FALSE	TRUE
Mical3	chr6	FALSE	TRUE
Micos10	chr4	FALSE	TRUE
Micu2	chr14	FALSE	TRUE
Micu3	chr8	FALSE	TRUE
Mier1	chr4	FALSE	TRUE
Mindy4b-ps	chr3	TRUE	TRUE
Mink1	chr11	FALSE	TRUE
Mki67	chr7	FALSE	FALSE
Mkln1	chr6	FALSE	TRUE
Mkrn2	chr6	FALSE	TRUE
Mlc1	chr15	FALSE	FALSE
Mlec	chr5	FALSE	TRUE
Mllt1	chr17	FALSE	TRUE
Mlph	chr1	FALSE	FALSE
Mlxip	chr5	FALSE	TRUE
Mlxipl	chr5	FALSE	FALSE
Mme	chr3	FALSE	FALSE
Mmp15	chr8	FALSE	FALSE
Mmp16	chr4	FALSE	FALSE
Mnat1	chr12	FALSE	TRUE
Mob1b	chr5	FALSE	TRUE
Mob2	chr7	FALSE	TRUE
Mob3b	chr4	FALSE	FALSE
Mogat2	chr7	FALSE	FALSE
