chr	start	end	width	n_mecp2_peaks	n_mecp2_gained	n_mecp2_lost
chr16	54250001	54275000	25000	0	0	0
chr16	6460001	6470000	10000	0	0	0
chr16	57175001	57200000	25000	0	0	0
chr16	57300001	57325000	25000	0	0	0
chr16	57650001	57675000	25000	0	0	0
chr16	57675001	57700000	25000	0	0	0
chr16	57700001	57725000	25000	0	0	0
chr16	58610001	58620000	10000	0	0	0
chr16	59450001	59460000	10000	0	0	0
chr16	59650001	59675000	25000	0	0	0
chr16	59720001	59730000	10000	0	0	0
chr16	60420001	60425000	5000	0	0	0
chr16	60470001	60480000	10000	0	0	0
chr16	60610001	60620000	10000	0	0	0
chr16	60615001	60620000	5000	0	0	0
chr16	60625001	60650000	25000	0	0	0
chr16	64620001	64630000	10000	0	0	0
chr16	64625001	64650000	25000	0	0	0
chr16	64800001	64825000	25000	0	0	0
chr16	64860001	64870000	10000	0	0	0
chr16	65300001	65325000	25000	0	0	0
chr16	65310001	65320000	10000	0	0	0
chr16	65390001	65400000	10000	0	0	0
chr16	65700001	65725000	25000	0	0	0
chr16	7500001	7510000	10000	0	0	0
chr16	68610001	68615000	5000	0	0	0
chr16	7775001	7800000	25000	3	2	0
chr16	68845001	68850000	5000	0	0	0
chr16	7790001	7800000	10000	1	1	0
chr16	7825001	7850000	25000	2	2	0
chr16	8025001	8050000	25000	0	0	0
chr16	73200001	73225000	25000	0	0	0
chr16	73350001	73375000	25000	0	0	0
chr16	73650001	73660000	10000	0	0	0
chr16	73660001	73665000	5000	0	0	0
chr16	73690001	73700000	10000	0	0	0
chr16	73800001	73810000	10000	0	0	0
chr16	73885001	73890000	5000	0	0	0
chr16	73910001	73920000	10000	0	0	0
chr16	73970001	73980000	10000	0	0	0
chr16	73975001	74000000	25000	0	0	0
chr16	8375001	8400000	25000	0	0	0
chr16	8470001	8480000	10000	0	0	0
chr16	78120001	78130000	10000	0	0	0
chr16	78125001	78150000	25000	0	0	0
chr16	78250001	78275000	25000	0	0	0
chr16	78575001	78600000	25000	0	0	0
chr16	78590001	78600000	10000	0	0	0
chr16	79150001	79160000	10000	0	0	0
chr16	80160001	80170000	10000	0	0	0
chr16	80180001	80190000	10000	0	0	0
chr16	82060001	82070000	10000	0	0	0
chr16	82170001	82180000	10000	0	0	0
chr16	82200001	82225000	25000	0	0	0
chr16	83660001	83670000	10000	0	0	0
chr16	9325001	9350000	25000	0	0	0
chr16	9330001	9340000	10000	0	0	0
chr16	9340001	9350000	10000	0	0	0
chr16	84410001	84420000	10000	0	0	0
chr16	85550001	85575000	25000	0	0	0
chr16	86800001	86810000	10000	0	0	0
chr16	86800001	86825000	25000	0	0	0
chr16	87300001	87325000	25000	0	0	0
chr16	87410001	87420000	10000	0	0	0
chr16	87420001	87430000	10000	0	0	0
chr16	87675001	87700000	25000	0	0	0
chr16	87880001	87890000	10000	0	0	0
chr16	88240001	88250000	10000	0	0	0
chr16	88350001	88375000	25000	0	0	0
chr16	88390001	88400000	10000	0	0	0
chr16	88825001	88850000	25000	0	0	0
chr16	91175001	91200000	25000	1	0	0
chr16	91380001	91385000	5000	0	0	0
chr16	91710001	91715000	5000	0	0	0
chr16	92160001	92165000	5000	0	0	0
chr16	92310001	92315000	5000	0	0	0
chr16	92930001	92940000	10000	0	0	0
chr16	93050001	93060000	10000	0	0	0
chr16	94930001	94940000	10000	1	0	0
chr16	95250001	95260000	10000	1	0	0
chr16	97350001	97360000	10000	1	0	0
chr16	97670001	97680000	10000	1	1	0
chr16	97850001	97860000	10000	0	0	0
chr16	97890001	97900000	10000	0	0	0
chr16	98010001	98020000	10000	0	0	0
chr16	96270001	96280000	10000	1	0	0
chr16	96290001	96300000	10000	0	0	0
chr16	96520001	96530000	10000	0	0	0
chr16	96780001	96790000	10000	0	0	0
chr17	11300001	11325000	25000	7	3	0
chr17	11320001	11330000	10000	2	1	0
chr17	11840001	11850000	10000	1	0	1
chr17	11850001	11860000	10000	0	0	0
chr17	11940001	11950000	10000	0	0	0
chr17	11960001	11970000	10000	0	0	0
chr17	12050001	12075000	25000	0	0	0
chr17	12060001	12070000	10000	0	0	0
chr17	12970001	12980000	10000	0	0	0
chr17	13525001	13550000	25000	0	0	0
chr17	13800001	13825000	25000	0	0	0
chr17	14450001	14475000	25000	4	0	0
chr17	15110001	15120000	10000	0	0	0
chr17	15125001	15130000	5000	0	0	0
chr17	15200001	15210000	10000	0	0	0
chr17	15200001	15225000	25000	0	0	0
chr17	15205001	15210000	5000	0	0	0
chr17	15280001	15290000	10000	0	0	0
chr17	15900001	15910000	10000	0	0	0
chr17	15925001	15950000	25000	0	0	0
chr17	16050001	16075000	25000	0	0	0
chr17	16065001	16070000	5000	0	0	0
chr17	16375001	16380000	5000	0	0	0
chr17	16375001	16400000	25000	0	0	0
chr17	16390001	16395000	5000	0	0	0
chr17	16465001	16470000	5000	0	0	0
chr17	16700001	16725000	25000	0	0	0
chr17	17950001	17960000	10000	0	0	0
chr17	18370001	18380000	10000	0	0	0
chr17	18390001	18395000	5000	0	0	0
chr17	18750001	18755000	5000	0	0	0
chr17	21950001	21975000	25000	0	0	0
chr17	22700001	22725000	25000	0	0	0
chr17	26395001	26400000	5000	0	0	0
chr17	26465001	26470000	5000	0	0	0
chr17	27310001	27320000	10000	4	0	4
chr17	27450001	27460000	10000	2	0	0
chr17	30925001	30950000	25000	2	0	1
chr17	32685001	32690000	5000	0	0	0
chr17	32700001	32725000	25000	0	0	0
chr17	33025001	33030000	5000	0	0	0
chr17	33125001	33150000	25000	0	0	0
chr17	33475001	33500000	25000	0	0	0
chr17	34225001	34230000	5000	0	0	0
chr17	34270001	34275000	5000	0	0	0
chr17	34430001	34440000	10000	0	0	0
chr17	34800001	34810000	10000	0	0	0
chr17	4550001	4575000	25000	0	0	0
chr17	4570001	4580000	10000	0	0	0
chr17	37250001	37275000	25000	0	0	0
chr17	4790001	4800000	10000	0	0	0
chr17	41925001	41950000	25000	0	0	0
chr17	41950001	41975000	25000	0	0	0
chr17	41975001	41980000	5000	0	0	0
chr17	41975001	42000000	25000	0	0	0
chr17	42500001	42525000	25000	0	0	0
chr17	43190001	43200000	10000	0	0	0
chr17	43280001	43290000	10000	0	0	0
chr17	43300001	43325000	25000	0	0	0
chr17	43310001	43320000	10000	0	0	0
chr17	43475001	43500000	25000	0	0	0
chr17	43575001	43600000	25000	0	0	0
chr17	43590001	43600000	10000	0	0	0
chr17	43605001	43610000	5000	0	0	0
chr17	43775001	43800000	25000	0	0	0
chr17	43800001	43825000	25000	2	0	0
chr17	44265001	44270000	5000	0	0	0
chr17	44455001	44460000	5000	0	0	0
chr17	44510001	44520000	10000	0	0	0
chr17	44610001	44620000	10000	3	3	0
chr17	46910001	46915000	5000	0	0	0
chr17	47030001	47035000	5000	0	0	0
chr17	48795001	48800000	5000	0	0	0
chr17	49100001	49105000	5000	0	0	0
chr17	49250001	49275000	25000	0	0	0
chr17	49270001	49280000	10000	0	0	0
chr17	49275001	49300000	25000	0	0	0
chr17	49415001	49420000	5000	0	0	0
chr17	49465001	49470000	5000	1	0	0
chr17	49540001	49550000	10000	0	0	0
chr17	49590001	49600000	10000	0	0	0
chr17	49925001	49950000	25000	1	0	0
chr17	50175001	50200000	25000	6	0	1
chr17	50375001	50400000	25000	1	1	0
chr17	50400001	50410000	10000	2	2	0
chr17	5975001	6000000	25000	4	2	0
chr17	54500001	54525000	25000	0	0	0
chr17	55050001	55075000	25000	0	0	0
chr17	6440001	6445000	5000	0	0	0
chr17	6885001	6890000	5000	0	0	0
chr17	64600001	64610000	10000	1	0	0
chr17	64710001	64720000	10000	0	0	0
chr17	64860001	64870000	10000	1	0	0
chr17	65000001	65010000	10000	0	0	0
chr17	65330001	65340000	10000	0	0	0
chr17	65590001	65600000	10000	0	0	0
chr17	67570001	67580000	10000	0	0	0
chr17	67575001	67600000	25000	0	0	0
chr17	67675001	67700000	25000	2	0	0
chr17	67680001	67690000	10000	0	0	0
chr17	68170001	68180000	10000	0	0	0
chr17	68175001	68200000	25000	0	0	0
chr17	68450001	68475000	25000	0	0	0
chr17	68470001	68480000	10000	0	0	0
chr17	68650001	68660000	10000	0	0	0
chr17	68830001	68840000	10000	0	0	0
chr17	68860001	68870000	10000	0	0	0
chr17	69160001	69170000	10000	0	0	0
chr17	71840001	71850000	10000	0	0	0
chr17	72550001	72575000	25000	0	0	0
chr17	72850001	72875000	25000	0	0	0
chr17	72965001	72970000	5000	0	0	0
chr17	73240001	73245000	5000	0	0	0
chr17	8300001	8310000	10000	0	0	0
chr17	8410001	8420000	10000	0	0	0
chr17	75650001	75675000	25000	0	0	0
chr17	79190001	79200000	10000	0	0	0
chr17	79450001	79460000	10000	0	0	0
chr17	79775001	79800000	25000	0	0	0
chr17	79800001	79825000	25000	0	0	0
chr17	84040001	84045000	5000	1	0	0
chr17	84250001	84255000	5000	0	0	0
chr17	84275001	84280000	5000	0	0	0
chr17	84350001	84355000	5000	1	0	0
chr17	85110001	85115000	5000	0	0	0
chr17	85190001	85195000	5000	0	0	0
chr17	85830001	85840000	10000	0	0	0
chr17	86630001	86640000	10000	1	0	0
chr17	89330001	89340000	10000	0	0	0
chr17	89380001	89390000	10000	0	0	0
chr17	89500001	89510000	10000	0	0	0
chr17	89650001	89675000	25000	2	2	0
chr17	91575001	91600000	25000	0	0	0
chr17	94125001	94150000	25000	0	0	0
chr17	94760001	94770000	10000	0	0	0
chr17	93730001	93740000	10000	0	0	0
chr17	10750001	10760000	10000	0	0	0
chr18	11275001	11300000	25000	0	0	0
chr18	11290001	11300000	10000	0	0	0
chr18	11500001	11510000	10000	0	0	0
chr18	11500001	11525000	25000	0	0	0
chr18	11615001	11620000	5000	0	0	0
chr18	12050001	12075000	25000	0	0	0
chr18	13450001	13460000	10000	3	1	0
chr18	13740001	13745000	5000	0	0	0
chr18	13880001	13885000	5000	0	0	0
chr18	13890001	13900000	10000	0	0	0
chr18	16550001	16575000	25000	0	0	0
chr18	16570001	16580000	10000	0	0	0
chr18	17200001	17225000	25000	0	0	0
chr18	17210001	17220000	10000	0	0	0
chr18	25705001	25710000	5000	0	0	0
chr18	25950001	25955000	5000	0	0	0
chr18	26060001	26065000	5000	0	0	0
chr18	26120001	26125000	5000	0	0	0
chr18	31320001	31330000	10000	0	0	0
chr18	31325001	31330000	5000	0	0	0
chr18	31360001	31370000	10000	0	0	0
chr18	31530001	31535000	5000	0	0	0
chr18	31695001	31700000	5000	0	0	0
chr18	31810001	31815000	5000	0	0	0
chr18	31810001	31820000	10000	0	0	0
chr18	31960001	31970000	10000	1	0	0
chr18	31970001	31980000	10000	0	0	0
chr18	32010001	32015000	5000	0	0	0
chr18	32010001	32020000	10000	0	0	0
chr18	32310001	32320000	10000	0	0	0
chr18	32440001	32450000	10000	0	0	0
chr18	32590001	32595000	5000	0	0	0
chr18	32760001	32770000	10000	0	0	0
chr18	34465001	34470000	5000	0	0	0
chr18	34605001	34610000	5000	0	0	0
chr18	34760001	34765000	5000	1	0	0
chr18	34790001	34800000	10000	0	0	0
chr18	35000001	35010000	10000	0	0	0
chr18	35160001	35170000	10000	0	0	0
chr18	35220001	35230000	10000	0	0	0
chr18	35660001	35665000	5000	0	0	0
chr18	35785001	35790000	5000	0	0	0
chr18	39925001	39950000	25000	0	0	0
chr18	39950001	39975000	25000	0	0	0
chr18	40125001	40150000	25000	0	0	0
chr18	40875001	40900000	25000	0	0	0
chr18	41175001	41200000	25000	0	0	0
chr18	42250001	42275000	25000	2	0	0
chr18	5225001	5250000	25000	0	0	0
chr18	43340001	43350000	10000	0	0	0
chr18	43460001	43470000	10000	0	0	0
chr18	43600001	43610000	10000	0	0	0
chr18	44170001	44180000	10000	0	0	0
chr18	44840001	44850000	10000	0	0	0
chr18	45710001	45720000	10000	0	0	0
chr18	45930001	45940000	10000	0	0	0
chr18	46010001	46015000	5000	0	0	0
chr18	46265001	46270000	5000	0	0	0
chr18	46370001	46380000	10000	0	0	0
chr18	46375001	46380000	5000	0	0	0
chr18	46550001	46560000	10000	0	0	0
chr18	46555001	46560000	5000	0	0	0
chr18	46640001	46650000	10000	0	0	0
chr18	46890001	46900000	10000	0	0	0
chr18	46910001	46915000	5000	0	0	0
chr18	47110001	47120000	10000	0	0	0
chr18	47130001	47140000	10000	0	0	0
chr18	47135001	47140000	5000	0	0	0
chr18	47975001	48000000	25000	0	0	0
chr18	47990001	48000000	10000	0	0	0
chr18	5920001	5925000	5000	0	0	0
chr18	50475001	50500000	25000	0	0	0
chr18	5950001	5975000	25000	0	0	0
chr18	50640001	50650000	10000	0	0	0
chr18	5965001	5970000	5000	0	0	0
chr18	50750001	50760000	10000	0	0	0
chr18	51110001	51120000	10000	2	0	0
chr18	53675001	53680000	5000	0	0	0
chr18	54450001	54475000	25000	2	0	0
chr18	54740001	54745000	5000	0	0	0
chr18	54860001	54865000	5000	0	0	0
chr18	55895001	55900000	5000	0	0	0
chr18	55985001	55990000	5000	0	0	0
chr18	57350001	57375000	25000	2	0	0
chr18	57700001	57725000	25000	0	0	0
chr18	57725001	57750000	25000	1	0	0
chr18	58400001	58425000	25000	0	0	0
chr18	58670001	58675000	5000	1	0	0
chr18	58780001	58785000	5000	0	0	0
chr18	59475001	59500000	25000	0	0	0
chr18	59500001	59510000	10000	0	0	0
chr18	60070001	60080000	10000	0	0	0
chr18	64140001	64150000	10000	0	0	0
chr18	64290001	64300000	10000	0	0	0
chr18	64390001	64400000	10000	0	0	0
chr18	64860001	64865000	5000	0	0	0
chr18	65325001	65350000	25000	0	0	0
chr18	65340001	65345000	5000	0	0	0
chr18	65465001	65470000	5000	0	0	0
chr18	65520001	65530000	10000	0	0	0
chr18	66270001	66280000	10000	0	0	0
chr18	67410001	67420000	10000	0	0	0
chr18	67510001	67520000	10000	0	0	0
chr18	68850001	68875000	25000	2	0	0
chr18	70790001	70800000	10000	0	0	0
chr18	70875001	70900000	25000	0	0	0
chr18	70890001	70900000	10000	0	0	0
chr18	71175001	71200000	25000	0	0	0
chr18	71180001	71190000	10000	0	0	0
chr18	71425001	71450000	25000	0	0	0
chr18	74180001	74185000	5000	0	0	0
chr18	74620001	74625000	5000	0	0	0
chr18	75425001	75450000	25000	3	0	0
chr18	75810001	75820000	10000	0	0	0
chr18	75820001	75830000	10000	0	0	0
chr18	75960001	75970000	10000	0	0	0
chr18	75980001	75990000	10000	1	0	0
chr18	76725001	76750000	25000	0	0	0
chr18	77350001	77375000	25000	0	0	0
chr18	77370001	77380000	10000	0	0	0
chr18	77875001	77900000	25000	0	0	0
chr18	77890001	77900000	10000	0	0	0
chr18	78790001	78800000	10000	0	0	0
chr18	79010001	79015000	5000	0	0	0
chr18	79130001	79140000	10000	0	0	0
chr18	79135001	79140000	5000	0	0	0
chr18	81800001	81825000	25000	2	0	0
chr18	82775001	82800000	25000	1	0	0
chr18	82970001	82980000	10000	0	0	0
chr18	83000001	83010000	10000	1	0	0
chr18	83400001	83410000	10000	2	0	0
chr18	83475001	83500000	25000	1	0	0
chr18	83570001	83580000	10000	2	0	0
chr18	83900001	83925000	25000	0	0	0
chr18	9550001	9560000	10000	0	0	0
chr18	10210001	10220000	10000	0	0	0
chr18	10955001	10960000	5000	0	0	0
chr19	12610001	12620000	10000	0	0	0
chr19	12760001	12770000	10000	0	0	0
chr19	12770001	12775000	5000	0	0	0
chr19	13010001	13015000	5000	0	0	0
chr19	17775001	17800000	25000	5	0	1
chr19	17800001	17810000	10000	1	0	0
chr19	17800001	17825000	25000	4	0	0
chr19	18030001	18040000	10000	0	0	0
chr19	18120001	18130000	10000	0	0	0
chr19	18140001	18150000	10000	0	0	0
chr19	18150001	18160000	10000	0	0	0
chr19	18155001	18160000	5000	0	0	0
chr19	18210001	18220000	10000	0	0	0
chr19	18230001	18240000	10000	0	0	0
chr19	18235001	18240000	5000	0	0	0
chr19	18240001	18250000	10000	0	0	0
chr19	18330001	18340000	10000	0	0	0
chr19	18350001	18360000	10000	0	0	0
chr19	18375001	18400000	25000	0	0	0
chr19	18380001	18390000	10000	0	0	0
chr19	18750001	18775000	25000	0	0	0
chr19	18850001	18860000	10000	0	0	0
chr19	18850001	18875000	25000	0	0	0
chr19	19400001	19425000	25000	0	0	0
chr19	19525001	19550000	25000	0	0	0
chr19	19540001	19550000	10000	0	0	0
chr19	19550001	19560000	10000	0	0	0
chr19	23440001	23450000	10000	0	0	0
chr19	23450001	23455000	5000	0	0	0
chr19	23635001	23640000	5000	0	0	0
chr19	23750001	23760000	10000	0	0	0
chr19	25960001	25970000	10000	0	0	0
chr19	26440001	26450000	10000	1	0	0
chr19	26545001	26550000	5000	0	0	0
chr19	26600001	26625000	25000	2	1	0
chr19	26625001	26630000	5000	0	0	0
chr19	28450001	28460000	10000	0	0	0
chr19	29160001	29170000	10000	0	0	0
chr19	29720001	29730000	10000	0	0	0
chr19	29770001	29780000	10000	0	0	0
chr19	29775001	29780000	5000	0	0	0
chr19	29885001	29890000	5000	0	0	0
chr19	30490001	30500000	10000	0	0	0
chr19	32325001	32350000	25000	2	0	0
chr19	32340001	32350000	10000	1	0	0
chr19	32675001	32700000	25000	0	0	0
chr19	32680001	32690000	10000	0	0	0
chr19	4390001	4400000	10000	1	0	0
chr19	4450001	4460000	10000	0	0	0
chr19	38700001	38710000	10000	0	0	0
chr19	38880001	38890000	10000	0	0	0
chr19	43310001	43320000	10000	0	0	0
chr19	43440001	43450000	10000	1	0	0
chr19	43590001	43600000	10000	0	0	0
chr19	43660001	43670000	10000	0	0	0
chr19	43740001	43750000	10000	0	0	0
chr19	44600001	44625000	25000	0	0	0
chr19	46225001	46250000	25000	0	0	0
chr19	47100001	47125000	25000	0	0	0
chr19	47700001	47725000	25000	0	0	0
chr19	47725001	47750000	25000	1	0	0
chr19	48350001	48360000	10000	0	0	0
chr19	48810001	48820000	10000	0	0	0
chr19	49200001	49210000	10000	0	0	0
chr19	49200001	49225000	25000	0	0	0
chr19	49390001	49400000	10000	0	0	0
chr19	50725001	50750000	25000	0	0	0
chr19	51250001	51260000	10000	0	0	0
chr19	53970001	53980000	10000	0	0	0
chr19	54650001	54655000	5000	0	0	0
chr19	54700001	54705000	5000	0	0	0
chr19	55040001	55050000	10000	0	0	0
chr19	56060001	56070000	10000	0	0	0
chr19	57560001	57570000	10000	1	0	0
chr19	57770001	57780000	10000	0	0	0
chr19	58650001	58660000	10000	0	0	0
chr19	58815001	58820000	5000	1	0	0
chr19	59070001	59080000	10000	1	0	0
chr19	59460001	59470000	10000	0	0	0
chr19	59465001	59470000	5000	0	0	0
chr19	59620001	59630000	10000	0	0	0
chr19	60740001	60745000	5000	0	0	0
chr19	61140001	61145000	5000	0	0	0
chr19	9850001	9875000	25000	0	0	0
chr19	9975001	10000000	25000	2	0	0
chr19	10825001	10850000	25000	2	0	0
chr1	102120001	102125000	5000	0	0	0
chr1	102270001	102275000	5000	0	0	0
chr1	105620001	105630000	10000	0	0	0
chr1	105940001	105950000	10000	0	0	0
chr1	105970001	105980000	10000	0	0	0
chr1	106450001	106475000	25000	0	0	0
chr1	108225001	108250000	25000	0	0	0
chr1	108575001	108600000	25000	0	0	0
chr1	108590001	108600000	10000	0	0	0
chr1	108625001	108650000	25000	0	0	0
chr1	108630001	108640000	10000	0	0	0
chr1	110825001	110850000	25000	0	0	0
chr1	110945001	110950000	5000	0	0	0
chr1	110980001	110985000	5000	0	0	0
chr1	110980001	110990000	10000	0	0	0
chr1	112225001	112250000	25000	0	0	0
chr1	112240001	112250000	10000	0	0	0
chr1	112625001	112650000	25000	0	0	0
chr1	112660001	112670000	10000	0	0	0
chr1	112860001	112865000	5000	0	0	0
chr1	113375001	113380000	5000	0	0	0
chr1	113385001	113390000	5000	0	0	0
chr1	113450001	113455000	5000	0	0	0
chr1	113450001	113460000	10000	0	0	0
chr1	114950001	114975000	25000	0	0	0
chr1	114970001	114975000	5000	0	0	0
chr1	115325001	115350000	25000	0	0	0
chr1	115330001	115335000	5000	0	0	0
chr1	115330001	115340000	10000	0	0	0
chr1	115940001	115950000	10000	0	0	0
chr1	116675001	116700000	25000	0	0	0
chr1	116680001	116690000	10000	0	0	0
chr1	117300001	117325000	25000	0	0	0
chr1	117470001	117480000	10000	0	0	0
chr1	119300001	119325000	25000	1	0	0
chr1	119325001	119350000	25000	0	0	0
chr1	119600001	119625000	25000	0	0	0
chr1	119750001	119775000	25000	0	0	0
chr1	119760001	119770000	10000	0	0	0
chr1	119860001	119870000	10000	0	0	0
chr1	120050001	120060000	10000	1	0	0
chr1	120075001	120100000	25000	0	0	0
chr1	120080001	120090000	10000	0	0	0
chr1	121100001	121125000	25000	0	0	0
chr1	121175001	121200000	25000	1	0	0
chr1	121190001	121200000	10000	0	0	0
chr1	121200001	121225000	25000	0	0	0
chr1	121320001	121330000	10000	0	0	0
chr1	121525001	121550000	25000	1	0	0
chr1	121550001	121560000	10000	0	0	0
chr1	121550001	121575000	25000	0	0	0
chr1	125710001	125720000	10000	0	0	0
chr1	126370001	126380000	10000	0	0	0
chr1	126600001	126625000	25000	0	0	0
chr1	126775001	126800000	25000	0	0	0
chr1	127400001	127425000	25000	0	0	0
chr1	127425001	127450000	25000	0	0	0
chr1	127450001	127460000	10000	1	0	1
chr1	127450001	127475000	25000	1	0	1
chr1	127650001	127660000	10000	0	0	0
chr1	127675001	127700000	25000	1	0	0
chr1	127925001	127950000	25000	0	0	0
chr1	129350001	129375000	25000	0	0	0
chr1	13850001	13875000	25000	0	0	0
chr1	13860001	13870000	10000	0	0	0
chr1	129825001	129850000	25000	0	0	0
chr1	129850001	129875000	25000	1	1	0
chr1	129870001	129880000	10000	0	0	0
chr1	130000001	130010000	10000	0	0	0
chr1	130000001	130025000	25000	0	0	0
chr1	130475001	130500000	25000	0	0	0
chr1	130700001	130725000	25000	1	0	0
chr1	14040001	14050000	10000	0	0	0
chr1	14050001	14060000	10000	0	0	0
chr1	14130001	14140000	10000	0	0	0
chr1	134175001	134180000	5000	0	0	0
chr1	134305001	134310000	5000	0	0	0
chr1	134380001	134390000	10000	0	0	0
chr1	134610001	134620000	10000	0	0	0
chr1	134735001	134740000	5000	1	0	0
chr1	134800001	134805000	5000	0	0	0
chr1	135980001	135990000	10000	0	0	0
chr1	135990001	136000000	10000	0	0	0
chr1	136100001	136110000	10000	1	0	0
chr1	136130001	136140000	10000	2	0	0
chr1	136170001	136175000	5000	1	0	0
chr1	14525001	14550000	25000	0	0	0
chr1	136255001	136260000	5000	1	0	0
chr1	14530001	14540000	10000	0	0	0
chr1	136450001	136475000	25000	1	1	0
chr1	136460001	136470000	10000	0	0	0
chr1	136540001	136550000	10000	0	0	0
chr1	136600001	136625000	25000	0	0	0
chr1	136650001	136675000	25000	0	0	0
chr1	136670001	136680000	10000	0	0	0
chr1	136700001	136710000	10000	0	0	0
chr1	136720001	136730000	10000	0	0	0
chr1	136750001	136755000	5000	0	0	0
chr1	136780001	136790000	10000	0	0	0
chr1	136785001	136790000	5000	0	0	0
chr1	138575001	138600000	25000	0	0	0
chr1	138580001	138590000	10000	0	0	0
chr1	138585001	138590000	5000	0	0	0
chr1	138655001	138660000	5000	0	0	0
chr1	138675001	138700000	25000	0	0	0
chr1	138690001	138700000	10000	0	0	0
chr1	14775001	14800000	25000	0	0	0
chr1	14780001	14790000	10000	0	0	0
chr1	138875001	138900000	25000	0	0	0
chr1	138890001	138900000	10000	0	0	0
chr1	138900001	138925000	25000	0	0	0
chr1	14790001	14800000	10000	0	0	0
chr1	138920001	138930000	10000	0	0	0
chr1	139825001	139850000	25000	0	0	0
chr1	139835001	139840000	5000	0	0	0
chr1	140075001	140080000	5000	0	0	0
chr1	15000001	15025000	25000	0	0	0
chr1	141160001	141170000	10000	0	0	0
chr1	141660001	141670000	10000	0	0	0
chr1	15225001	15250000	25000	0	0	0
chr1	144810001	144820000	10000	0	0	0
chr1	145000001	145010000	10000	0	0	0
chr1	145400001	145425000	25000	0	0	0
chr1	15550001	15575000	25000	3	0	0
chr1	15570001	15580000	10000	1	0	0
chr1	15625001	15650000	25000	0	0	0
chr1	15630001	15640000	10000	0	0	0
chr1	147490001	147500000	10000	0	0	0
chr1	147800001	147810000	10000	0	0	0
chr1	15720001	15730000	10000	0	0	0
chr1	15725001	15750000	25000	0	0	0
chr1	15740001	15750000	10000	0	0	0
chr1	15850001	15875000	25000	0	0	0
chr1	15860001	15870000	10000	0	0	0
chr1	150385001	150390000	5000	0	0	0
chr1	150670001	150675000	5000	0	0	0
chr1	150750001	150775000	25000	0	0	0
chr1	150830001	150840000	10000	0	0	0
chr1	151260001	151270000	10000	0	0	0
chr1	151780001	151790000	10000	0	0	0
chr1	151870001	151875000	5000	0	0	0
chr1	151915001	151920000	5000	1	0	0
chr1	152010001	152020000	10000	0	0	0
chr1	152075001	152100000	25000	1	0	0
chr1	152080001	152090000	10000	1	0	0
chr1	152340001	152350000	10000	2	2	0
chr1	152560001	152570000	10000	1	0	0
chr1	152700001	152710000	10000	0	0	0
chr1	152700001	152725000	25000	0	0	0
chr1	154100001	154110000	10000	0	0	0
chr1	154210001	154220000	10000	0	0	0
chr1	154330001	154335000	5000	0	0	0
chr1	154385001	154390000	5000	0	0	0
chr1	154485001	154490000	5000	0	0	0
chr1	154745001	154750000	5000	0	0	0
chr1	155275001	155300000	25000	1	0	0
chr1	155280001	155290000	10000	1	0	0
chr1	155410001	155420000	10000	1	0	0
chr1	156000001	156025000	25000	0	0	0
chr1	156570001	156580000	10000	0	0	0
chr1	156720001	156730000	10000	0	0	0
chr1	157535001	157540000	5000	1	0	0
chr1	157630001	157635000	5000	0	0	0
chr1	157910001	157920000	10000	0	0	0
chr1	157940001	157950000	10000	0	0	0
chr1	158070001	158080000	10000	0	0	0
chr1	158550001	158560000	10000	0	0	0
chr1	158725001	158750000	25000	1	1	0
chr1	159250001	159275000	25000	0	0	0
chr1	159650001	159660000	10000	1	0	0
chr1	159670001	159675000	5000	1	1	0
chr1	160130001	160135000	5000	0	0	0
chr1	160900001	160910000	10000	1	0	0
chr1	161080001	161090000	10000	0	0	0
chr1	161210001	161220000	10000	0	0	0
chr1	162030001	162040000	10000	0	0	0
chr1	165310001	165320000	10000	0	0	0
chr1	165360001	165370000	10000	0	0	0
chr1	166030001	166040000	10000	0	0	0
chr1	166235001	166240000	5000	1	0	0
chr1	166320001	166325000	5000	0	0	0
chr1	166775001	166780000	5000	0	0	0
chr1	166850001	166855000	5000	0	0	0
chr1	167790001	167795000	5000	0	0	0
chr1	168010001	168015000	5000	0	0	0
chr1	168400001	168425000	25000	0	0	0
chr1	168900001	168925000	25000	0	0	0
chr1	168940001	168950000	10000	0	0	0
chr1	169200001	169225000	25000	0	0	0
chr1	170450001	170460000	10000	0	0	0
chr1	170450001	170475000	25000	0	0	0
chr1	170670001	170675000	5000	0	0	0
chr1	170670001	170680000	10000	0	0	0
chr1	170910001	170920000	10000	0	0	0
chr1	170925001	170950000	25000	0	0	0
chr1	170935001	170940000	5000	0	0	0
chr1	171600001	171625000	25000	1	0	0
chr1	171630001	171640000	10000	0	0	0
chr1	171770001	171780000	10000	0	0	0
chr1	171840001	171850000	10000	0	0	0
chr1	174450001	174475000	25000	0	0	0
chr1	175550001	175575000	25000	0	0	0
chr1	175590001	175600000	10000	0	0	0
chr1	176000001	176010000	10000	1	0	0
chr1	179145001	179150000	5000	0	0	0
chr1	179300001	179305000	5000	0	0	0
chr1	18980001	18990000	10000	0	0	0
chr1	19100001	19110000	10000	0	0	0
chr1	182880001	182890000	10000	0	0	0
chr1	183400001	183425000	25000	1	0	0
chr1	183530001	183540000	10000	0	0	0
chr1	183550001	183560000	10000	0	0	0
chr1	183550001	183575000	25000	0	0	0
chr1	183650001	183660000	10000	1	0	0
chr1	183750001	183775000	25000	0	0	0
