gene_name	chr	at_gained_anchor	at_lost_anchor	at_mixed_anchor	n_anchors	n_anchor_loops	mean_loop_logfc	gene_anchor_class	gene_length	mch_diff	edger_logFC	edger_fdr	mch_sig	mch_direction	mecp2_fold	mecp2_fdr	mecp2_min_fdr	mecp2_n_peaks	mecp2_n_sig	mecp2_has_sig	mecp2_conc_weighted_fold	mecp2_total_conc	mecp2_n_peaks_weighted	has_mecp2_peak	mecp2_gained	mecp2_lost
Nom1	chr5	FALSE	FALSE	FALSE	0	0	NA	No anchor	23180	0.00104681147748798	-0.120131198119986	0.558408134115224	FALSE	Hypomethylated	-0.039283183	0.884100393	0.827151038	2	0	FALSE	-0.0465861561371789	8.694207773	2	TRUE	FALSE	FALSE
Nomo1	chr7	FALSE	FALSE	FALSE	0	0	NA	No anchor	50515	-0.00226067879960442	-0.436930530229029	0.000491246176920994	TRUE	Hypomethylated	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE
Nono	chrX	FALSE	FALSE	FALSE	0	0	NA	No anchor	19274	0.00249307048468819	0.0713855750471324	0.770922896323582	FALSE	Hypermethylated	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE
Nop10	chr2	FALSE	FALSE	FALSE	0	0	NA	No anchor	1344	0.00381953968990662	0.334595558514981	0.712634461145419	FALSE	Hypermethylated	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE
Nop14	chr5	FALSE	FALSE	FALSE	0	0	NA	No anchor	21613	0.00103508562567562	-0.112957968260482	0.607251109918476	FALSE	Hypomethylated	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE
Nop16	chr13	FALSE	FALSE	FALSE	0	0	NA	No anchor	5906	0.00132232462554112	-0.0768552606063317	0.837388837213979	FALSE	Hypomethylated	-0.04513067	0.860753315	0.860753315	1	0	FALSE	-0.04513067	4.487473398	1	TRUE	FALSE	FALSE
Nop2	chr6	FALSE	FALSE	FALSE	0	0	NA	No anchor	12845	0.000537046388440697	-0.121014651837152	0.580900812589659	FALSE	Hypomethylated	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE
Nop53	chr7	FALSE	FALSE	FALSE	0	0	NA	No anchor	9892	0.000222778856598002	-0.210220957540726	0.450791013586525	FALSE	Hypomethylated	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE
Nop56	chr2	FALSE	FALSE	FALSE	0	0	NA	No anchor	4884	0.00173757400238637	-0.126249043496462	0.786354394811089	FALSE	Hypomethylated	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE
Nop58	chr1	FALSE	FALSE	FALSE	0	0	NA	No anchor	34074	0.000567152560045399	-0.191788419684612	0.186170685619237	FALSE	Hypomethylated	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE
Nop9	chr14	FALSE	FALSE	FALSE	0	0	NA	No anchor	9808	0.000118101886075988	-0.221907864840647	0.418954172348055	FALSE	Hypomethylated	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE
Nos1	chr5	FALSE	FALSE	FALSE	0	0	NA	No anchor	177809	-0.00744638438490868	-0.460095249479455	1.44746199427635e-11	TRUE	Hypomethylated	-0.511279386	0.020175514	2.22e-09	10	3	TRUE	-0.619036923065184	47.139722287	10	TRUE	FALSE	TRUE
Nos1ap	chr1	FALSE	FALSE	FALSE	0	0	NA	No anchor	287194	0.000337083235954373	-0.0679359648342654	0.0538745551067175	FALSE	Hypomethylated	-0.029630622	0.916486331	0.236748562	9	0	FALSE	0.0364633118982408	44.579612157	9	TRUE	FALSE	FALSE
Nos2	chr11	FALSE	FALSE	FALSE	0	0	NA	No anchor	39468	-0.00572554517364665	-0.430453921622986	1.27819452829085e-05	TRUE	Hypomethylated	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE
Nos3	chr5	FALSE	FALSE	FALSE	0	0	NA	No anchor	19665	-0.00192937630076558	-0.233830163426366	0.0954794433093437	FALSE	Hypomethylated	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE
Nosip	chr7	FALSE	FALSE	FALSE	0	0	NA	No anchor	15782	0.000315167213120224	-0.194620956938923	0.320229745988887	FALSE	Hypomethylated	-0.046725591	0.852882785	0.852882785	1	0	FALSE	-0.046725591	4.694137729	1	TRUE	FALSE	FALSE
Nostrin	chr2	FALSE	FALSE	FALSE	0	0	NA	No anchor	53531	-0.00140460548352049	-0.366193735539338	0.00170720839978666	TRUE	Hypomethylated	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE
Notch1	chr2	FALSE	FALSE	FALSE	0	0	NA	No anchor	58761	-0.00141273121310336	-0.297326990056487	0.000369028492975832	TRUE	Hypomethylated	-0.017919196	0.954734408	0.304688065	5	0	FALSE	-0.0440297278820374	22.790794427	5	TRUE	FALSE	FALSE
Notch2	chr3	FALSE	FALSE	FALSE	0	0	NA	No anchor	136835	0.000834004813401196	-0.0469320168648791	0.347510983290585	FALSE	Hypomethylated	-0.026262802	0.930608364	0.343015149	12	0	FALSE	-0.0365864728952698	55.498028067	12	TRUE	FALSE	FALSE
Notch3	chr17	FALSE	TRUE	FALSE	1	1	-0.328140899386962	Lost anchor	46033	0.000398721057816385	-0.0661308981958465	0.457054675734765	FALSE	Hypomethylated	0.011165905	0.974181653	0.628965735	2	0	FALSE	0.0559397784726802	8.310246378	2	TRUE	FALSE	FALSE
Notch4	chr17	FALSE	FALSE	FALSE	0	0	NA	No anchor	24236	-0.000707264985004572	-0.242997351282403	0.0993184124333178	FALSE	Hypomethylated	-0.078819541	0.736091864	0.736091864	1	0	FALSE	-0.078819541	4.715649639	1	TRUE	FALSE	FALSE
Noto	chr6	FALSE	FALSE	FALSE	0	0	NA	No anchor	4992	-0.00326335563972573	-0.378469712128559	0.161691464193693	FALSE	Hypomethylated	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE
Notum	chr11	FALSE	FALSE	FALSE	0	0	NA	No anchor	7388	-0.00174607476210173	-0.150266635762708	0.560262194204569	FALSE	Hypomethylated	0.005364296	0.989197382	0.989197382	1	0	FALSE	0.005364296	4.146022319	1	TRUE	FALSE	FALSE
Nova1	chr12	FALSE	FALSE	FALSE	0	0	NA	No anchor	124413	0.00236813132311632	0.0544079205944382	0.373966685339883	FALSE	Hypermethylated	1.044529284	0.000144209	2.34e-13	7	5	TRUE	1.01739247735297	35.834959201	7	TRUE	TRUE	FALSE
Nova2	chr7	FALSE	FALSE	FALSE	0	0	NA	No anchor	39432	-0.00180858371969288	-0.380663567644808	0.00116334495396575	TRUE	Hypomethylated	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE
Nox1	chrX	FALSE	FALSE	FALSE	0	0	NA	No anchor	135536	-0.000511228894337639	-0.254273041238977	0.00750231867870628	TRUE	Hypomethylated	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE
Nox3	chr17	FALSE	FALSE	FALSE	0	0	NA	No anchor	61022	0.000759885634318284	-0.113798501927112	0.265153843195928	FALSE	Hypomethylated	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE
Nox4	chr7	FALSE	FALSE	FALSE	0	0	NA	No anchor	152615	0.000966303413964045	-0.160579284657848	0.046476571549695	TRUE	Hypomethylated	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE
Noxa1	chr2	FALSE	FALSE	FALSE	0	0	NA	No anchor	9483	-0.000673300082983934	-0.163872969892486	0.346201081232681	FALSE	Hypomethylated	-0.16946979	0.423163093	0.163696761	4	0	FALSE	-0.13667582437117	18.076232727	4	TRUE	FALSE	FALSE
Noxo1	chr17	FALSE	FALSE	FALSE	0	0	NA	No anchor	4296	0.000940861966877478	-0.173641243076904	0.651842258953367	FALSE	Hypomethylated	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE
Noxred1	chr12	FALSE	FALSE	FALSE	0	0	NA	No anchor	17693	0.000482570572868914	-0.104223721177695	0.606716690504297	FALSE	Hypomethylated	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE
Npas1	chr7	FALSE	FALSE	FALSE	0	0	NA	No anchor	22008	0.000740720148828606	-0.216659403346001	0.204279255633317	FALSE	Hypomethylated	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE
Npas2	chr1	FALSE	FALSE	FALSE	0	0	NA	No anchor	169506	0.000400392733366423	-0.14920086395777	0.00404592860037091	TRUE	Hypomethylated	-0.033335555	0.905376591	0.828809026	4	0	FALSE	-0.0224338342956123	18.361032509	4	TRUE	FALSE	FALSE
Npas3	chr12	FALSE	FALSE	FALSE	0	0	NA	No anchor	824019	4.18720457202627e-05	-0.0939209900316158	0.000888543801483388	TRUE	Hypomethylated	-0.090860385	0.690603093	0.226365786	9	0	FALSE	-0.130740178574803	43.210778033	9	TRUE	FALSE	FALSE
Npas4	chr19	FALSE	FALSE	FALSE	0	0	NA	No anchor	5962	-0.00454899047428067	-0.362346906298209	0.22783414432712	FALSE	Hypomethylated	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE
Npat	chr9	FALSE	FALSE	FALSE	0	0	NA	No anchor	37296	-0.000717294238837572	-0.405953705180643	0.00689689766047581	TRUE	Hypomethylated	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE
Npb	chr11	FALSE	FALSE	FALSE	0	0	NA	No anchor	617	-0.00236742847744133	-0.131667218848742	0.908769117663545	FALSE	Hypomethylated	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE
Npbwr1	chr1	FALSE	FALSE	FALSE	0	0	NA	No anchor	3692	-0.000355868784811308	-0.360796193843179	0.389187322947736	FALSE	Hypomethylated	0.011455537	0.973127826	0.973127826	1	0	FALSE	0.011455537	4.711700124	1	TRUE	FALSE	FALSE
Npc1	chr18	FALSE	FALSE	FALSE	0	0	NA	No anchor	46709	0.000254950248868733	-0.199047918685566	0.101693128243578	FALSE	Hypomethylated	-0.074424768	0.731647539	0.731647539	1	0	FALSE	-0.074424768	5.108701449	1	TRUE	FALSE	FALSE
Npc1l1	chr11	FALSE	FALSE	FALSE	0	0	NA	No anchor	19131	-0.00142180572749116	-0.382229298240118	0.0356587029337882	TRUE	Hypomethylated	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE
Npc2	chr12	FALSE	FALSE	FALSE	0	0	NA	No anchor	18591	0.000666754488900294	-0.160109453006795	0.356691183462041	FALSE	Hypomethylated	-0.120324842	0.561984077	0.561984077	1	0	FALSE	-0.120324842	4.153742569	1	TRUE	FALSE	FALSE
Npcd	chr15	FALSE	FALSE	FALSE	0	0	NA	No anchor	44563	0.00163067358104405	-0.00925916222950046	0.942605595263461	FALSE	Hypomethylated	-0.046233231	0.863852651	0.863852651	1	0	FALSE	-0.046233231	4.227688442	1	TRUE	FALSE	FALSE
Npdc1	chr2	FALSE	FALSE	FALSE	0	0	NA	No anchor	10144	-0.00418059996107056	-0.450327723378481	0.0221497230749263	TRUE	Hypomethylated	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE
Npepl1	chr2	FALSE	FALSE	FALSE	0	0	NA	No anchor	12722	0.000301344481659038	-0.269260479124533	0.1425628616883	FALSE	Hypomethylated	0.041582692	0.875562937	0.875562937	1	0	FALSE	0.041582692	4.936120175	1	TRUE	FALSE	FALSE
Npepps	chr11	FALSE	FALSE	FALSE	0	0	NA	No anchor	74797	-0.000968849595175715	-0.29952031890538	0.00687903780882702	TRUE	Hypomethylated	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE
Npff	chr15	FALSE	FALSE	FALSE	0	0	NA	No anchor	1104	-0.000944222262704922	-0.359093052568863	0.639422762866866	FALSE	Hypomethylated	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE
Npffr1	chr10	FALSE	FALSE	FALSE	0	0	NA	No anchor	33074	-0.000937361855235783	-0.200325321093124	0.0787110187566454	FALSE	Hypomethylated	-0.373342943	0.120394099	0.120394099	1	0	FALSE	-0.373342943	4.146546746	1	TRUE	FALSE	FALSE
Npffr2	chr5	TRUE	FALSE	FALSE	1	1	0.35160463097609	Gained anchor	56312	0.00354932697156522	0.166431207922558	0.100753190372809	FALSE	Hypermethylated	0.031290174	0.91183155	0.91183155	1	0	FALSE	0.031290174	4.299593956	1	TRUE	FALSE	FALSE
Nphp1	chr2	FALSE	FALSE	FALSE	0	0	NA	No anchor	48166	0.00751420152321636	0.357278680843591	0.00011377801490093	TRUE	Hypermethylated	1.388045148	1.2e-06	2.58e-10	2	2	TRUE	1.51992188685356	9.932799913	2	TRUE	TRUE	FALSE
Nphp3	chr9	FALSE	FALSE	FALSE	0	0	NA	No anchor	41275	0.000977746229510362	-0.138729193320615	0.304217262878912	FALSE	Hypomethylated	0.013000037	0.969027668	0.969027668	1	0	FALSE	0.013000037	5.213772986	1	TRUE	FALSE	FALSE
Nphp4	chr4	FALSE	FALSE	FALSE	0	0	NA	No anchor	86478	-0.00308896250459862	-0.268448911708925	1.79773325667247e-05	TRUE	Hypomethylated	-0.198305332	0.290849258	0.01325373	12	2	TRUE	-0.192932246488577	59.259791618	12	TRUE	FALSE	FALSE
Nphs1	chr7	FALSE	FALSE	FALSE	0	0	NA	No anchor	28909	-0.00101844578577159	-0.247236703905956	0.0712295337675519	FALSE	Hypomethylated	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE
Nphs2	chr1	FALSE	FALSE	FALSE	0	0	NA	No anchor	17309	0.00159532878328462	0.0125460711931948	0.958835768981895	FALSE	Hypermethylated	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE
Npl	chr1	FALSE	FALSE	FALSE	0	0	NA	No anchor	47031	-0.00126121363930606	-0.262806283356848	0.0125388837608895	TRUE	Hypomethylated	-0.092440993	0.671247705	0.383793174	2	0	FALSE	-0.133774138541207	8.381306622	2	TRUE	FALSE	FALSE
Nploc4	chr11	FALSE	FALSE	FALSE	0	0	NA	No anchor	57339	0.000605350182297893	-0.146588325290588	0.210562572345242	FALSE	Hypomethylated	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE
Npm1	chr11	FALSE	FALSE	FALSE	0	0	NA	No anchor	10920	0.00191327737659255	-0.0266650654416523	0.937958186116925	FALSE	Hypomethylated	-0.104211641	0.638469494	0.638469494	1	0	FALSE	-0.104211641	4.512485715	1	TRUE	FALSE	FALSE
Npm2	chr14	FALSE	FALSE	FALSE	0	0	NA	No anchor	11943	0.00219908203335702	0.0905051483301676	0.673899528828981	FALSE	Hypermethylated	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE
Npm3	chr19	FALSE	FALSE	FALSE	0	0	NA	No anchor	1858	-0.000387120066420298	0.0873176974532741	0.891187742686015	FALSE	Hypermethylated	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE
Npnt	chr3	FALSE	FALSE	FALSE	0	0	NA	No anchor	68547	0.000501060993533614	-0.140283243738244	0.0963440755987491	FALSE	Hypomethylated	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE
Nppa	chr4	FALSE	FALSE	FALSE	0	0	NA	No anchor	1358	-0.0134783182990778	-1.59928602517576	0.0292036598794196	TRUE	Hypomethylated	-0.05507458	0.820704824	0.820704824	1	0	FALSE	-0.05507458	4.298188957	1	TRUE	FALSE	FALSE
Nppb	chr4	FALSE	FALSE	FALSE	0	0	NA	No anchor	1418	0.00321357313745119	-0.257812457453474	0.721331007103998	FALSE	Hypomethylated	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE
Nppc	chr1	FALSE	FALSE	FALSE	0	0	NA	No anchor	4281	-0.00217884582384293	-0.173896750983263	0.537523412975261	FALSE	Hypomethylated	-0.100577081	0.652127433	0.510911988	2	0	FALSE	-0.118284463689762	8.537266693	2	TRUE	FALSE	FALSE
Npr1	chr3	FALSE	FALSE	FALSE	0	0	NA	No anchor	15276	-0.00415939323631053	-0.432739068314825	0.0176085213431981	TRUE	Hypomethylated	-0.078057932	0.746883485	0.746883485	1	0	FALSE	-0.078057932	4.395143504	1	TRUE	FALSE	FALSE
Npr2	chr4	FALSE	FALSE	FALSE	0	0	NA	No anchor	19310	1.22522374991565e-05	-0.254492734141079	0.0889379515525442	FALSE	Hypomethylated	0.028519378	0.922752018	0.922752018	1	0	FALSE	0.028519378	4.802992607	1	TRUE	FALSE	FALSE
Npr3	chr15	FALSE	FALSE	FALSE	0	0	NA	No anchor	67392	0.00133264182897062	-0.130072536713565	0.191737557676608	FALSE	Hypomethylated	0.003652828	0.992684352	0.992684352	1	0	FALSE	0.003652828	4.653961932	1	TRUE	FALSE	FALSE
Nprl2	chr9	FALSE	FALSE	FALSE	0	0	NA	No anchor	3481	0.00239351668128116	0.0289086957067018	0.961268064687971	FALSE	Hypermethylated	-0.071066021	0.756333227	0.756333227	1	0	FALSE	-0.071066021	4.109510253	1	TRUE	FALSE	FALSE
Nprl3	chr11	FALSE	FALSE	FALSE	0	0	NA	No anchor	42080	0.000713796068410669	-0.163375565499388	0.152238006737626	FALSE	Hypomethylated	-0.058685019	0.810651904	0.810651904	1	0	FALSE	-0.058685019	4.082556223	1	TRUE	FALSE	FALSE
Nps	chr7	FALSE	FALSE	FALSE	0	0	NA	No anchor	14240	0.00222956015559252	0.0668474064945005	0.681488711198532	FALSE	Hypermethylated	-0.047797803	0.853249976	0.853249976	1	0	FALSE	-0.047797803	4.014307285	1	TRUE	FALSE	FALSE
Npsr1	chr9	TRUE	FALSE	FALSE	2	2	0.354080603843236	Gained anchor	218403	0.00582662022633064	0.208700485532997	3.18673386702765e-06	TRUE	Hypermethylated	0.03757423	0.891636231	0.567214836	3	0	FALSE	0.0915190717356247	16.871490723	3	TRUE	FALSE	FALSE
Nptn	chr9	FALSE	FALSE	FALSE	0	0	NA	No anchor	75716	-0.00103717050215478	-0.318498495403794	0.00145189528144484	TRUE	Hypomethylated	-0.104567363	0.623909357	0.623909357	1	0	FALSE	-0.104567363	4.456304016	1	TRUE	FALSE	FALSE
Nptx1	chr11	FALSE	FALSE	FALSE	0	0	NA	No anchor	9035	-0.00191347473298092	-0.24041788378354	0.319211984809732	FALSE	Hypomethylated	-0.046048841	0.856943458	0.856943458	1	0	FALSE	-0.046048841	4.48022421	1	TRUE	FALSE	FALSE
Nptx2	chr5	FALSE	FALSE	FALSE	0	0	NA	No anchor	11577	0.00218674777777474	0.0831987365000389	0.559944111481719	FALSE	Hypermethylated	-0.070045532	0.776074741	0.776074741	3	0	FALSE	-0.01931116974323	13.197842546	3	TRUE	FALSE	FALSE
Nptxr	chr15	FALSE	FALSE	FALSE	0	0	NA	No anchor	18416	-0.000454043075355907	-0.242015008145243	0.121478491966728	FALSE	Hypomethylated	0.029299156	0.920387642	0.920387642	1	0	FALSE	0.029299156	4.762782548	1	TRUE	FALSE	FALSE
Npvf	chr6	FALSE	FALSE	FALSE	0	0	NA	No anchor	3768	0.0521243093183966	1.53968887168773	2.26075509534322e-09	TRUE	Hypermethylated	1.784274484	7.98e-10	1.02e-15	5	3	TRUE	1.06282071739586	27.175396305	5	TRUE	TRUE	FALSE
Npw	chr17	FALSE	FALSE	FALSE	0	0	NA	No anchor	1128	0.00541741417231728	0.296790431618176	0.744903842937016	FALSE	Hypermethylated	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE
Npy	chr6	FALSE	FALSE	FALSE	0	0	NA	No anchor	6798	-0.00148935246211846	-0.256256086559007	0.370149630612821	FALSE	Hypomethylated	-0.0732939	0.754714371	0.052150201	4	0	FALSE	-0.240715809378459	18.200056224	4	TRUE	FALSE	FALSE
Npy1r	chr8	FALSE	FALSE	FALSE	0	0	NA	No anchor	9601	0.000325998785976242	-0.222743067832001	0.433386541648586	FALSE	Hypomethylated	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE
Npy2r	chr3	FALSE	FALSE	FALSE	0	0	NA	No anchor	9702	-0.00360307362197352	-0.515393751308747	0.0153087475369857	TRUE	Hypomethylated	-0.184681112	0.335768594	0.087217203	2	0	FALSE	-0.29200306799992	9.270165054	2	TRUE	FALSE	FALSE
Npy4r	chr14	FALSE	FALSE	FALSE	0	0	NA	No anchor	8498	-0.00311237225349965	-0.230870012966609	0.22686301343113	FALSE	Hypomethylated	-0.251837817	0.261999758	0.261999758	1	0	FALSE	-0.251837817	4.19704417	1	TRUE	FALSE	FALSE
Npy5r	chr8	FALSE	FALSE	FALSE	0	0	NA	No anchor	8164	0.000816082279756705	-0.116426217911522	0.703152590377175	FALSE	Hypomethylated	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE
Npy6r	chr18	FALSE	FALSE	FALSE	0	0	NA	No anchor	7574	0.00286426843378673	-0.0829707351055536	0.825103746144559	FALSE	Hypomethylated	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE
Nqo1	chr8	FALSE	FALSE	FALSE	0	0	NA	No anchor	14982	-0.00132659955358527	-0.121529835156293	0.366037254250262	FALSE	Hypomethylated	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE
Nqo2	chr13	FALSE	FALSE	FALSE	0	0	NA	No anchor	23757	0.00105171522829775	-0.116480779918959	0.488660093356492	FALSE	Hypomethylated	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE
Nr0b1	chrX	FALSE	FALSE	FALSE	0	0	NA	No anchor	4184	-0.00244641562244397	-0.249101760818168	0.641431070422411	FALSE	Hypomethylated	-0.110159369	0.671994849	0.671994849	1	0	FALSE	-0.110159369	4.201837609	1	TRUE	FALSE	FALSE
Nr0b2	chr4	FALSE	FALSE	FALSE	0	0	NA	No anchor	3161	5.93192824214391e-05	-0.13133345748619	0.758989074800041	FALSE	Hypomethylated	-0.11116651	0.621325182	0.621325182	1	0	FALSE	-0.11116651	4.070556791	1	TRUE	FALSE	FALSE
Nr1d1	chr11	FALSE	FALSE	FALSE	0	0	NA	No anchor	7402	-0.0013197840507809	-0.161277802736058	0.579537393673148	FALSE	Hypomethylated	-0.007580315	0.984133583	0.984133583	1	0	FALSE	-0.007580315	4.010656103	1	TRUE	FALSE	FALSE
Nr1d2	chr14	FALSE	FALSE	FALSE	0	0	NA	No anchor	35074	-0.000816103809823158	-0.350410316700887	0.00899016712883621	TRUE	Hypomethylated	-0.12121221	0.572883599	0.572883599	1	0	FALSE	-0.12121221	5.760848331	1	TRUE	FALSE	FALSE
Nr1h2	chr7	FALSE	FALSE	FALSE	0	0	NA	No anchor	4336	-0.000618814507910275	-0.307004766842134	0.433919465187035	FALSE	Hypomethylated	-0.043725832	0.867016686	0.867016686	1	0	FALSE	-0.043725832	5.95686329	1	TRUE	FALSE	FALSE
Nr1h3	chr2	FALSE	FALSE	FALSE	0	0	NA	No anchor	18774	0.000853751175414971	-0.0165484698345537	0.940455742895912	FALSE	Hypomethylated	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE
Nr1h4	chr10	FALSE	FALSE	FALSE	0	0	NA	No anchor	79352	-0.00113014800816125	-0.272581097252665	0.000967385586644657	TRUE	Hypomethylated	-0.164052767	0.402644993	0.402644993	1	0	FALSE	-0.164052767	5.469963634	1	TRUE	FALSE	FALSE
Nr1h5	chr3	FALSE	FALSE	FALSE	0	0	NA	No anchor	24476	1.72473993269844e-05	-0.268985748871322	0.103928817666789	FALSE	Hypomethylated	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE
Nr1i2	chr16	FALSE	FALSE	FALSE	0	0	NA	No anchor	46502	0.000394023912484578	-0.204530723310112	0.0703620567010403	FALSE	Hypomethylated	0.021805988	0.943124418	0.943124418	1	0	FALSE	0.021805988	4.127445059	1	TRUE	FALSE	FALSE
Nr1i3	chr1	FALSE	FALSE	FALSE	0	0	NA	No anchor	6732	0.00106343417050288	-0.247544466540972	0.492979023131343	FALSE	Hypomethylated	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE
Nr2c1	chr10	FALSE	FALSE	FALSE	0	0	NA	No anchor	49189	0.00274875827429211	0.0717483811694033	0.556159195175045	FALSE	Hypermethylated	-0.232459046	0.28403955	0.28403955	1	0	FALSE	-0.232459046	4.006713005	1	TRUE	FALSE	FALSE
Nr2c2	chr6	FALSE	TRUE	FALSE	1	1	-0.302318870990761	Lost anchor	82905	-0.000459848058476578	-0.290200068807225	0.00222201059656438	TRUE	Hypomethylated	-0.046240578	0.859044436	0.859044436	1	0	FALSE	-0.046240578	4.114870801	1	TRUE	FALSE	FALSE
Nr2c2ap	chr8	FALSE	FALSE	FALSE	0	0	NA	No anchor	2417	-0.000226460734057549	-0.613483285741722	0.27350638751072	FALSE	Hypomethylated	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE
Nr2e1	chr10	FALSE	TRUE	FALSE	1	2	-1.25899162462817	Lost anchor	21670	0.00101942615969535	-0.137181525882509	0.449696876723901	FALSE	Hypomethylated	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE
Nr2e3	chr9	FALSE	FALSE	FALSE	0	0	NA	No anchor	17889	-0.000871060473654543	-0.145727117467891	0.301128785568463	FALSE	Hypomethylated	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE
Nr2f1	chr13	FALSE	TRUE	FALSE	1	1	-0.612568739230376	Lost anchor	10785	0.00866639648610459	0.237556419352445	0.140973629846421	FALSE	Hypermethylated	-0.049706823	0.844409076	0.221376044	4	0	FALSE	0.103891809641092	19.439949833	4	TRUE	FALSE	FALSE
Nr2f2	chr7	FALSE	TRUE	FALSE	1	1	-0.405907589083123	Lost anchor	14792	0.00244968231845212	0.0330739365342865	0.845299336449213	FALSE	Hypermethylated	0.096096421	0.648629014	0.648629014	2	0	FALSE	0.0671263100078583	10.778815798	2	TRUE	FALSE	FALSE
Nr2f6	chr8	FALSE	FALSE	FALSE	0	0	NA	No anchor	7838	-0.00157414974529867	-0.246549874151092	0.265776987801451	FALSE	Hypomethylated	-0.005125186	0.990116072	0.990116072	1	0	FALSE	-0.005125186	4.482329792	1	TRUE	FALSE	FALSE
Nr3c1	chr18	FALSE	FALSE	FALSE	0	0	NA	No anchor	108877	0.00756256406570854	0.375568189784581	1.51529575369184e-06	TRUE	Hypermethylated	-0.012805969	0.96974596	6.72e-07	6	2	TRUE	0.513493205993345	30.079581183	6	TRUE	FALSE	FALSE
Nr3c2	chr8	FALSE	FALSE	FALSE	0	0	NA	No anchor	345571	-0.000570460769480495	-0.275396766005963	8.58717704711853e-07	TRUE	Hypomethylated	-0.067412005	0.772068145	0.058557824	5	0	FALSE	-0.117422556065468	21.893667058	5	TRUE	FALSE	FALSE
Nr4a1	chr15	FALSE	FALSE	FALSE	0	0	NA	No anchor	20527	0.00174016851964814	0.0185043351555086	0.918477857285304	FALSE	Hypermethylated	-0.056558946	0.815151548	0.723599146	2	0	FALSE	-0.0665910159482148	9.442276884	2	TRUE	FALSE	FALSE
