anchor_set	region_set	shift_bp	shifted_zscore
Gained loop anchors	MeCP2 Down	42000	1.37478726323323
Gained loop anchors	MeCP2 Down	43000	1.37478726323323
Gained loop anchors	MeCP2 Down	44000	1.37478726323323
Gained loop anchors	MeCP2 Down	45000	0.567323817189985
Gained loop anchors	MeCP2 Down	46000	1.10563278121882
Gained loop anchors	MeCP2 Down	47000	0.836478299204401
Gained loop anchors	MeCP2 Down	48000	0.567323817189985
Gained loop anchors	MeCP2 Down	49000	0.836478299204401
Gained loop anchors	MeCP2 Down	50000	1.10563278121882
Gained loop anchors	mCH Hyper genes	-50000	3.79665902032445
Gained loop anchors	mCH Hyper genes	-49000	3.79665902032445
Gained loop anchors	mCH Hyper genes	-48000	3.60295686883217
Gained loop anchors	mCH Hyper genes	-47000	3.60295686883217
Gained loop anchors	mCH Hyper genes	-46000	3.60295686883217
Gained loop anchors	mCH Hyper genes	-45000	3.60295686883217
Gained loop anchors	mCH Hyper genes	-44000	3.60295686883217
Gained loop anchors	mCH Hyper genes	-43000	3.60295686883217
Gained loop anchors	mCH Hyper genes	-42000	3.69980794457831
Gained loop anchors	mCH Hyper genes	-41000	3.69980794457831
Gained loop anchors	mCH Hyper genes	-40000	3.60295686883217
Gained loop anchors	mCH Hyper genes	-39000	3.60295686883217
Gained loop anchors	mCH Hyper genes	-38000	3.69980794457831
Gained loop anchors	mCH Hyper genes	-37000	3.60295686883217
Gained loop anchors	mCH Hyper genes	-36000	3.40925471733989
Gained loop anchors	mCH Hyper genes	-35000	3.31240364159375
Gained loop anchors	mCH Hyper genes	-34000	3.31240364159375
Gained loop anchors	mCH Hyper genes	-33000	3.31240364159375
Gained loop anchors	mCH Hyper genes	-32000	3.40925471733989
Gained loop anchors	mCH Hyper genes	-31000	3.60295686883217
Gained loop anchors	mCH Hyper genes	-30000	3.60295686883217
Gained loop anchors	mCH Hyper genes	-29000	3.69980794457831
Gained loop anchors	mCH Hyper genes	-28000	3.79665902032445
Gained loop anchors	mCH Hyper genes	-27000	3.60295686883217
Gained loop anchors	mCH Hyper genes	-26000	3.69980794457831
Gained loop anchors	mCH Hyper genes	-25000	3.89351009607059
Gained loop anchors	mCH Hyper genes	-24000	3.99036117181673
Gained loop anchors	mCH Hyper genes	-23000	3.89351009607059
Gained loop anchors	mCH Hyper genes	-22000	3.79665902032445
Gained loop anchors	mCH Hyper genes	-21000	4.18406332330901
Gained loop anchors	mCH Hyper genes	-20000	4.28091439905515
Gained loop anchors	mCH Hyper genes	-19000	4.37776547480129
Gained loop anchors	mCH Hyper genes	-18000	4.57146762629358
Gained loop anchors	mCH Hyper genes	-17000	4.47461655054743
Gained loop anchors	mCH Hyper genes	-16000	4.66831870203972
Gained loop anchors	mCH Hyper genes	-15000	4.862020853532
Gained loop anchors	mCH Hyper genes	-14000	4.95887192927814
Gained loop anchors	mCH Hyper genes	-13000	5.15257408077042
Gained loop anchors	mCH Hyper genes	-12000	5.15257408077042
Gained loop anchors	mCH Hyper genes	-11000	5.24942515651656
Gained loop anchors	mCH Hyper genes	-10000	5.15257408077042
Gained loop anchors	mCH Hyper genes	-9000	5.05572300502428
Gained loop anchors	mCH Hyper genes	-8000	5.15257408077042
Gained loop anchors	mCH Hyper genes	-7000	5.44312730800884
Gained loop anchors	mCH Hyper genes	-6000	5.24942515651656
Gained loop anchors	mCH Hyper genes	-5000	5.3462762322627
Gained loop anchors	mCH Hyper genes	-4000	6.12108483823182
Gained loop anchors	mCH Hyper genes	-3000	6.12108483823182
Gained loop anchors	mCH Hyper genes	-2000	6.12108483823182
Gained loop anchors	mCH Hyper genes	-1000	6.21793591397796
Gained loop anchors	mCH Hyper genes	0	6.21793591397796
Gained loop anchors	mCH Hyper genes	1000	6.02423376248568
Gained loop anchors	mCH Hyper genes	2000	6.21793591397796
Gained loop anchors	mCH Hyper genes	3000	6.12108483823182
Gained loop anchors	mCH Hyper genes	4000	5.92738268673954
Gained loop anchors	mCH Hyper genes	5000	5.92738268673954
Gained loop anchors	mCH Hyper genes	6000	5.8305316109934
Gained loop anchors	mCH Hyper genes	7000	5.44312730800884
Gained loop anchors	mCH Hyper genes	8000	5.44312730800884
Gained loop anchors	mCH Hyper genes	9000	5.44312730800884
Gained loop anchors	mCH Hyper genes	10000	5.44312730800884
Gained loop anchors	mCH Hyper genes	11000	5.44312730800884
Gained loop anchors	mCH Hyper genes	12000	5.44312730800884
Gained loop anchors	mCH Hyper genes	13000	5.44312730800884
Gained loop anchors	mCH Hyper genes	14000	5.3462762322627
Gained loop anchors	mCH Hyper genes	15000	5.24942515651656
Gained loop anchors	mCH Hyper genes	16000	5.24942515651656
Gained loop anchors	mCH Hyper genes	17000	5.15257408077042
Gained loop anchors	mCH Hyper genes	18000	5.24942515651656
Gained loop anchors	mCH Hyper genes	19000	5.05572300502428
Gained loop anchors	mCH Hyper genes	20000	4.95887192927814
Gained loop anchors	mCH Hyper genes	21000	4.862020853532
Gained loop anchors	mCH Hyper genes	22000	4.76516977778586
Gained loop anchors	mCH Hyper genes	23000	4.47461655054743
Gained loop anchors	mCH Hyper genes	24000	4.37776547480129
Gained loop anchors	mCH Hyper genes	25000	4.37776547480129
Gained loop anchors	mCH Hyper genes	26000	4.37776547480129
Gained loop anchors	mCH Hyper genes	27000	4.37776547480129
Gained loop anchors	mCH Hyper genes	28000	4.37776547480129
Gained loop anchors	mCH Hyper genes	29000	4.47461655054743
Gained loop anchors	mCH Hyper genes	30000	4.57146762629358
Gained loop anchors	mCH Hyper genes	31000	4.47461655054743
Gained loop anchors	mCH Hyper genes	32000	4.37776547480129
Gained loop anchors	mCH Hyper genes	33000	4.47461655054743
Gained loop anchors	mCH Hyper genes	34000	4.57146762629358
Gained loop anchors	mCH Hyper genes	35000	4.66831870203972
Gained loop anchors	mCH Hyper genes	36000	4.57146762629358
Gained loop anchors	mCH Hyper genes	37000	4.76516977778586
Gained loop anchors	mCH Hyper genes	38000	4.862020853532
Gained loop anchors	mCH Hyper genes	39000	4.95887192927814
Gained loop anchors	mCH Hyper genes	40000	4.862020853532
Gained loop anchors	mCH Hyper genes	41000	4.66831870203972
Gained loop anchors	mCH Hyper genes	42000	4.57146762629358
Gained loop anchors	mCH Hyper genes	43000	4.57146762629358
Gained loop anchors	mCH Hyper genes	44000	4.47461655054743
Gained loop anchors	mCH Hyper genes	45000	4.47461655054743
Gained loop anchors	mCH Hyper genes	46000	4.37776547480129
Gained loop anchors	mCH Hyper genes	47000	4.18406332330901
Gained loop anchors	mCH Hyper genes	48000	4.37776547480129
Gained loop anchors	mCH Hyper genes	49000	4.37776547480129
Gained loop anchors	mCH Hyper genes	50000	4.37776547480129
Gained loop anchors	mCH Hypo genes	-50000	5.53617583798549
Gained loop anchors	mCH Hypo genes	-49000	5.38674735575964
Gained loop anchors	mCH Hypo genes	-48000	5.33693786168436
Gained loop anchors	mCH Hypo genes	-47000	5.08789039130794
Gained loop anchors	mCH Hypo genes	-46000	5.08789039130794
Gained loop anchors	mCH Hypo genes	-45000	4.9384619090821
Gained loop anchors	mCH Hypo genes	-44000	4.9384619090821
Gained loop anchors	mCH Hypo genes	-43000	4.9384619090821
Gained loop anchors	mCH Hypo genes	-42000	4.98827140315738
Gained loop anchors	mCH Hypo genes	-41000	5.03808089723266
Gained loop anchors	mCH Hypo genes	-40000	4.88865241500681
Gained loop anchors	mCH Hypo genes	-39000	4.98827140315738
Gained loop anchors	mCH Hypo genes	-38000	4.98827140315738
Gained loop anchors	mCH Hypo genes	-37000	4.78903342685625
Gained loop anchors	mCH Hypo genes	-36000	4.9384619090821
Gained loop anchors	mCH Hypo genes	-35000	4.73922393278096
Gained loop anchors	mCH Hypo genes	-34000	4.9384619090821
Gained loop anchors	mCH Hypo genes	-33000	4.9384619090821
Gained loop anchors	mCH Hypo genes	-32000	4.9384619090821
Gained loop anchors	mCH Hypo genes	-31000	4.88865241500681
Gained loop anchors	mCH Hypo genes	-30000	5.03808089723266
Gained loop anchors	mCH Hypo genes	-29000	4.9384619090821
Gained loop anchors	mCH Hypo genes	-28000	5.03808089723266
Gained loop anchors	mCH Hypo genes	-27000	4.9384619090821
Gained loop anchors	mCH Hypo genes	-26000	4.88865241500681
Gained loop anchors	mCH Hypo genes	-25000	4.78903342685625
Gained loop anchors	mCH Hypo genes	-24000	4.73922393278096
Gained loop anchors	mCH Hypo genes	-23000	4.83884292093153
Gained loop anchors	mCH Hypo genes	-22000	4.78903342685625
Gained loop anchors	mCH Hypo genes	-21000	4.78903342685625
Gained loop anchors	mCH Hypo genes	-20000	4.6396049446304
Gained loop anchors	mCH Hypo genes	-19000	4.29093848610342
Gained loop anchors	mCH Hypo genes	-18000	4.3407479801787
Gained loop anchors	mCH Hypo genes	-17000	4.3407479801787
Gained loop anchors	mCH Hypo genes	-16000	4.44036696832926
Gained loop anchors	mCH Hypo genes	-15000	4.24112899202813
Gained loop anchors	mCH Hypo genes	-14000	3.84265303942587
Gained loop anchors	mCH Hypo genes	-13000	3.59360556904945
Gained loop anchors	mCH Hypo genes	-12000	3.79284354535058
Gained loop anchors	mCH Hypo genes	-11000	3.69322455720002
Gained loop anchors	mCH Hypo genes	-10000	3.79284354535058
Gained loop anchors	mCH Hypo genes	-9000	3.7430340512753
Gained loop anchors	mCH Hypo genes	-8000	3.79284354535058
Gained loop anchors	mCH Hypo genes	-7000	3.79284354535058
Gained loop anchors	mCH Hypo genes	-6000	3.7430340512753
Gained loop anchors	mCH Hypo genes	-5000	3.69322455720002
Gained loop anchors	mCH Hypo genes	-4000	3.79284354535058
Gained loop anchors	mCH Hypo genes	-3000	3.54379607497417
Gained loop anchors	mCH Hypo genes	-2000	3.84265303942587
Gained loop anchors	mCH Hypo genes	-1000	3.94227202757643
Gained loop anchors	mCH Hypo genes	0	3.7430340512753
Gained loop anchors	mCH Hypo genes	1000	3.89246253350115
Gained loop anchors	mCH Hypo genes	2000	3.84265303942587
Gained loop anchors	mCH Hypo genes	3000	3.69322455720002
Gained loop anchors	mCH Hypo genes	4000	3.49398658089889
Gained loop anchors	mCH Hypo genes	5000	3.39436759274832
Gained loop anchors	mCH Hypo genes	6000	3.29474860459775
Gained loop anchors	mCH Hypo genes	7000	3.24493911052247
Gained loop anchors	mCH Hypo genes	8000	3.1453201223719
Gained loop anchors	mCH Hypo genes	9000	3.04570113422134
Gained loop anchors	mCH Hypo genes	10000	3.04570113422134
Gained loop anchors	mCH Hypo genes	11000	3.1453201223719
Gained loop anchors	mCH Hypo genes	12000	3.19512961644719
Gained loop anchors	mCH Hypo genes	13000	3.49398658089889
Gained loop anchors	mCH Hypo genes	14000	3.39436759274832
Gained loop anchors	mCH Hypo genes	15000	3.34455809867304
Gained loop anchors	mCH Hypo genes	16000	3.39436759274832
Gained loop anchors	mCH Hypo genes	17000	3.64341506312474
Gained loop anchors	mCH Hypo genes	18000	3.59360556904945
Gained loop anchors	mCH Hypo genes	19000	3.79284354535058
Gained loop anchors	mCH Hypo genes	20000	3.59360556904945
Gained loop anchors	mCH Hypo genes	21000	3.54379607497417
Gained loop anchors	mCH Hypo genes	22000	3.59360556904945
Gained loop anchors	mCH Hypo genes	23000	3.69322455720002
Gained loop anchors	mCH Hypo genes	24000	3.54379607497417
Gained loop anchors	mCH Hypo genes	25000	3.49398658089889
Gained loop anchors	mCH Hypo genes	26000	3.59360556904945
Gained loop anchors	mCH Hypo genes	27000	3.54379607497417
Gained loop anchors	mCH Hypo genes	28000	3.49398658089889
Gained loop anchors	mCH Hypo genes	29000	3.64341506312474
Gained loop anchors	mCH Hypo genes	30000	3.39436759274832
Gained loop anchors	mCH Hypo genes	31000	3.54379607497417
Gained loop anchors	mCH Hypo genes	32000	3.59360556904945
Gained loop anchors	mCH Hypo genes	33000	3.79284354535058
Gained loop anchors	mCH Hypo genes	34000	3.94227202757643
Gained loop anchors	mCH Hypo genes	35000	4.14151000387757
Gained loop anchors	mCH Hypo genes	36000	3.89246253350115
Gained loop anchors	mCH Hypo genes	37000	4.14151000387757
Gained loop anchors	mCH Hypo genes	38000	4.49017646240455
Gained loop anchors	mCH Hypo genes	39000	4.29093848610342
Gained loop anchors	mCH Hypo genes	40000	4.44036696832926
Gained loop anchors	mCH Hypo genes	41000	4.73922393278096
Gained loop anchors	mCH Hypo genes	42000	4.6396049446304
Gained loop anchors	mCH Hypo genes	43000	4.9384619090821
Gained loop anchors	mCH Hypo genes	44000	4.68941443870568
Gained loop anchors	mCH Hypo genes	45000	4.39055747425398
Gained loop anchors	mCH Hypo genes	46000	4.78903342685625
Gained loop anchors	mCH Hypo genes	47000	4.88865241500681
Gained loop anchors	mCH Hypo genes	48000	5.23731887353379
Gained loop anchors	mCH Hypo genes	49000	5.08789039130794
Gained loop anchors	mCH Hypo genes	50000	5.23731887353379
