"SYMBOL","n_mecp2_peaks","n_mecp2_sig_peaks","mecp2_has_sig","mecp2_Fold","mecp2_min_FDR","n_h2a_peaks","n_h2a_sig_peaks","h2a_has_sig","h2a_Fold","h2a_min_FDR","sig","quadrant","go_eligible","has_physical_overlap","n_total_peaks","gene_length"
"Lrp8os2",2,0,FALSE,-0.045106766,0.724511863,2,0,FALSE,0.0376789855,0.716299953,"Not significant","Q2 (MeCP2 down / H2A up)",FALSE,TRUE,4,16990
"Lrpap1",2,0,FALSE,-0.0613463645,0.683065707,1,0,FALSE,0.093391547,0.430837358,"Not significant","Q2 (MeCP2 down / H2A up)",FALSE,TRUE,3,14266
"Lrrc1",7,1,TRUE,-0.546868527,0.029417116,6,2,TRUE,0.3484925755,0.001710185,"Significant","Q2 (MeCP2 down / H2A up)",TRUE,TRUE,13,114048
"Lrrc10",1,0,FALSE,-0.173138538,0.394387612,2,1,TRUE,0.598438107,3.56e-05,"Not significant","Q2 (MeCP2 down / H2A up)",FALSE,FALSE,3,1428
"Lrrc10b",1,0,FALSE,-0.027812618,0.923647676,2,1,TRUE,-0.393048927,0.000569041,"Not significant","Q3 (MeCP2 down / H2A down)",FALSE,TRUE,3,2103
"Lrrc14",1,0,FALSE,0.080801154,0.723631907,1,0,FALSE,0.26023243,0.072725496,"Not significant","Q1 (MeCP2 up / H2A up)",FALSE,FALSE,2,7077
"Lrrc15",1,0,FALSE,-0.111315959,0.584980074,3,0,FALSE,-0.211318771,0.088577606,"Not significant","Q3 (MeCP2 down / H2A down)",FALSE,TRUE,4,13955
"Lrrc18",3,0,FALSE,0.060113518,0.610644752,2,1,TRUE,0.349813258,1.52e-05,"Not significant","Q1 (MeCP2 up / H2A up)",FALSE,FALSE,5,23910
"Lrrc20",2,0,FALSE,-0.087927827,0.68649745,4,2,TRUE,-0.52214363,9.65e-05,"Not significant","Q3 (MeCP2 down / H2A down)",FALSE,TRUE,6,106991
"Lrrc28",7,4,TRUE,0.7903920285,9.11e-06,2,1,TRUE,0.511628344,0.002721026,"Significant","Q1 (MeCP2 up / H2A up)",TRUE,TRUE,9,131859
"Lrrc3",1,0,FALSE,-0.034308639,0.902823085,1,0,FALSE,-0.047571319,0.725691138,"Not significant","Q3 (MeCP2 down / H2A down)",FALSE,FALSE,2,4962
"Lrrc32",1,0,FALSE,-0.016521237,0.959254395,6,1,TRUE,-0.255130111,0.028200803,"Not significant","Q3 (MeCP2 down / H2A down)",FALSE,TRUE,7,12899
"Lrrc38",1,0,FALSE,-0.060523986,0.787777273,1,1,TRUE,-0.340069095,0.003262558,"Not significant","Q3 (MeCP2 down / H2A down)",FALSE,TRUE,2,21276
"Lrrc3b",4,0,FALSE,-0.037303518,0.305546673,12,11,TRUE,0.5225602,2.99e-14,"Not significant","Q2 (MeCP2 down / H2A up)",FALSE,TRUE,16,81473
"Lrrc49",8,8,TRUE,1.5994111615,1.44e-18,1,1,TRUE,1.026393182,7.27e-10,"Significant","Q1 (MeCP2 up / H2A up)",TRUE,TRUE,9,119300
"Lrrc4c",20,13,TRUE,2.053132886,3.58e-13,16,16,TRUE,0.991820335,6.29e-39,"Significant","Q1 (MeCP2 up / H2A up)",TRUE,TRUE,36,1313498
"Lrrc52",1,0,FALSE,-0.260116891,0.18860265,1,0,FALSE,-0.030821823,0.808024056,"Not significant","Q3 (MeCP2 down / H2A down)",FALSE,TRUE,2,21112
"Lrrc55",1,0,FALSE,0.007565169,0.984107301,1,1,TRUE,0.693828231,9.56e-14,"Not significant","Q1 (MeCP2 up / H2A up)",FALSE,TRUE,2,34864
"Lrrc7",2,1,TRUE,1.591664191,1.87e-05,2,2,TRUE,0.5370073635,8.16e-07,"Significant","Q1 (MeCP2 up / H2A up)",TRUE,FALSE,4,479331
"Lrrc74b",1,0,FALSE,-0.023592078,0.937381459,1,0,FALSE,-0.02845223,0.834976029,"Not significant","Q3 (MeCP2 down / H2A down)",FALSE,TRUE,2,16783
"Lrrc75a",1,0,FALSE,-0.02467604,0.933182345,3,3,TRUE,-0.336943823,0.001524834,"Not significant","Q3 (MeCP2 down / H2A down)",FALSE,TRUE,4,43640
"Lrrc8b",3,0,FALSE,-0.03920028,0.451523914,2,0,FALSE,0.1788852035,0.124901433,"Not significant","Q2 (MeCP2 down / H2A up)",FALSE,TRUE,5,74300
"Lrrc8c",3,1,TRUE,-1.118331495,0.004737342,6,5,TRUE,-0.389489286,0.000103049,"Significant","Q3 (MeCP2 down / H2A down)",TRUE,FALSE,9,93631
"Lrrc8d",3,0,FALSE,-0.020373409,0.396546938,2,0,FALSE,-0.0859778545,0.337792418,"Not significant","Q3 (MeCP2 down / H2A down)",FALSE,TRUE,5,132468
"Lrrfip1",4,1,TRUE,-0.733661619,0.018927463,3,2,TRUE,-0.0335815525,0.01712881,"Significant","Q3 (MeCP2 down / H2A down)",TRUE,TRUE,7,130208
"Lrrk1",2,0,FALSE,-0.0281755135,0.789273906,2,1,TRUE,-0.196383857,0.029227218,"Not significant","Q3 (MeCP2 down / H2A down)",FALSE,FALSE,4,161439
"Lrrk2",1,0,FALSE,0.009576316,0.978565925,1,1,TRUE,0.907511744,3.93e-09,"Not significant","Q1 (MeCP2 up / H2A up)",FALSE,FALSE,2,142946
"Lrrn1",7,2,TRUE,0.741910031,0.01362863,4,3,TRUE,0.510860731,1.91e-15,"Significant","Q1 (MeCP2 up / H2A up)",TRUE,TRUE,11,40447
"Lrrn2",4,1,TRUE,-0.669259621,0.025798212,6,4,TRUE,-0.599625174,1.45e-08,"Significant","Q3 (MeCP2 down / H2A down)",TRUE,TRUE,10,59733
"Lrrn3",11,5,TRUE,1.023295562,7.77e-07,9,7,TRUE,0.691081237,2.51e-12,"Significant","Q1 (MeCP2 up / H2A up)",TRUE,TRUE,20,34764
"Lrrn4",1,0,FALSE,-0.015104816,0.963471874,1,0,FALSE,-0.042583011,0.65594575,"Not significant","Q3 (MeCP2 down / H2A down)",FALSE,FALSE,2,12587
"Lrrtm1",10,1,TRUE,-0.876931218,0.014041245,8,1,TRUE,0.274131493,0.010438935,"Significant","Q2 (MeCP2 down / H2A up)",TRUE,TRUE,18,15103
"Lrrtm3",14,9,TRUE,1.682318929,2.44e-13,14,9,TRUE,0.736498517,7.68e-26,"Significant","Q1 (MeCP2 up / H2A up)",TRUE,TRUE,28,161806
"Lrrtm4",3,2,TRUE,1.670917934,1.05e-10,5,5,TRUE,1.361165183,2.78e-30,"Significant","Q1 (MeCP2 up / H2A up)",TRUE,TRUE,8,791267
"Lrtm1",2,1,TRUE,0.689446624,0.007131893,5,5,TRUE,0.446773427,1.73e-09,"Significant","Q1 (MeCP2 up / H2A up)",TRUE,FALSE,7,15438
"Lrtm2",3,1,TRUE,-0.581181758,0.02956463,3,0,FALSE,-0.156371721,0.110554009,"Not significant","Q3 (MeCP2 down / H2A down)",FALSE,TRUE,6,15634
"Lsamp",53,32,TRUE,1.553948047,6.35e-22,92,86,TRUE,0.946826449,7.27e-103,"Significant","Q1 (MeCP2 up / H2A up)",TRUE,TRUE,145,2197319
"Lsm11",2,0,FALSE,-0.0583137685,0.622810187,1,1,TRUE,0.455559435,0.000852206,"Not significant","Q2 (MeCP2 down / H2A up)",FALSE,TRUE,3,16667
"Lsm3",1,0,FALSE,-0.349440864,0.195455561,1,0,FALSE,0.004005016,0.982152291,"Not significant","Q2 (MeCP2 down / H2A up)",FALSE,TRUE,2,6698
"Lsm4",1,0,FALSE,-0.068217378,0.76257719,1,0,FALSE,0.204397368,0.462148988,"Not significant","Q2 (MeCP2 down / H2A up)",FALSE,TRUE,2,5505
"Lsmem2",1,0,FALSE,0.006389073,0.987169703,1,0,FALSE,0.065232143,0.695116187,"Not significant","Q1 (MeCP2 up / H2A up)",FALSE,TRUE,2,4446
"Lsp1",4,0,FALSE,-0.0367435415,0.379263946,5,3,TRUE,-0.323752973,0.001166084,"Not significant","Q3 (MeCP2 down / H2A down)",FALSE,TRUE,9,34059
"Lss",1,0,FALSE,-0.174512588,0.432930847,1,1,TRUE,0.516650499,0.000584976,"Not significant","Q2 (MeCP2 down / H2A up)",FALSE,TRUE,2,25551
"Lta4h",1,0,FALSE,-0.312680904,0.171759141,1,1,TRUE,0.412745229,0.001374859,"Not significant","Q2 (MeCP2 down / H2A up)",FALSE,FALSE,2,31465
"Ltb4r1",1,0,FALSE,-0.09897737,0.649919427,2,0,FALSE,0.017501508,0.44678343,"Not significant","Q2 (MeCP2 down / H2A up)",FALSE,FALSE,3,2533
"Ltbp2",2,0,FALSE,-0.183406603,0.195305814,5,1,TRUE,-0.771605457,8.47e-06,"Not significant","Q3 (MeCP2 down / H2A down)",FALSE,TRUE,7,93321
"Ltbp3",2,0,FALSE,-0.0401920435,0.790989834,2,1,TRUE,-0.32746353,0.019009584,"Not significant","Q3 (MeCP2 down / H2A down)",FALSE,FALSE,4,17629
"Ltbp4",2,0,FALSE,-0.163348404,0.375468247,1,1,TRUE,-0.31076498,0.001314644,"Not significant","Q3 (MeCP2 down / H2A down)",FALSE,TRUE,3,32557
"Ltbr",2,0,FALSE,-0.0714571625,0.724087471,1,0,FALSE,-0.000963339,0.994486922,"Not significant","Q3 (MeCP2 down / H2A down)",FALSE,FALSE,3,7315
"Ltc4s",2,0,FALSE,-0.076381819,0.497865528,1,1,TRUE,-0.389891954,0.000266627,"Not significant","Q3 (MeCP2 down / H2A down)",FALSE,FALSE,3,2156
"Lum",1,0,FALSE,0.570586437,0.078747386,1,1,TRUE,0.86437125,1.19e-16,"Not significant","Q1 (MeCP2 up / H2A up)",FALSE,FALSE,2,7576
"Lurap1l",1,1,TRUE,0.842909995,0.001981317,3,1,TRUE,0.844244439,3.3e-12,"Significant","Q1 (MeCP2 up / H2A up)",TRUE,FALSE,4,44983
"Luzp2",1,0,FALSE,-0.043896785,0.865356288,1,1,TRUE,0.345359597,0.005054037,"Not significant","Q2 (MeCP2 down / H2A up)",FALSE,TRUE,2,433388
"Lvrn",1,0,FALSE,0.030482045,0.914515978,1,1,TRUE,-0.662346001,8.31e-06,"Not significant","Q4 (MeCP2 up / H2A down)",FALSE,FALSE,2,57205
"Lxn",1,0,FALSE,-0.109421249,0.583694118,1,0,FALSE,0.006493523,0.962209483,"Not significant","Q2 (MeCP2 down / H2A up)",FALSE,FALSE,2,5929
"Ly6d",1,0,FALSE,0.057791592,0.80280426,1,0,FALSE,0.150864968,0.1437987,"Not significant","Q1 (MeCP2 up / H2A up)",FALSE,FALSE,2,1565
"Ly6e",2,0,FALSE,0.039448034,0.739670016,1,0,FALSE,-0.101299376,0.312137605,"Not significant","Q4 (MeCP2 up / H2A down)",FALSE,FALSE,3,4855
"Ly6h",1,0,FALSE,0.051078784,0.846482161,1,1,TRUE,-0.199018103,0.049082196,"Not significant","Q4 (MeCP2 up / H2A down)",FALSE,FALSE,2,15988
"Ly6m",2,0,FALSE,-0.1056098815,0.396101901,1,0,FALSE,0.138165179,0.210696607,"Not significant","Q2 (MeCP2 down / H2A up)",FALSE,FALSE,3,20035
"Ly75",1,0,FALSE,-0.121990873,0.569133976,1,0,FALSE,0.082005168,0.491539675,"Not significant","Q2 (MeCP2 down / H2A up)",FALSE,FALSE,2,91201
"Ly86",2,0,FALSE,-0.01329071,0.880636918,5,2,TRUE,0.422227437,5.03e-06,"Not significant","Q2 (MeCP2 down / H2A up)",FALSE,TRUE,7,73829
"Lyn",2,1,TRUE,0.755669133,0.009351483,5,5,TRUE,0.79924163,5.14e-20,"Significant","Q1 (MeCP2 up / H2A up)",TRUE,FALSE,7,135008
"Lynx1",2,0,FALSE,-0.055793032,0.581644676,1,0,FALSE,-0.060778027,0.526169706,"Not significant","Q3 (MeCP2 down / H2A down)",FALSE,FALSE,3,5195
"Lypd1",1,0,FALSE,-0.00696904,0.985685317,1,1,TRUE,0.273236977,0.002683947,"Not significant","Q2 (MeCP2 down / H2A up)",FALSE,FALSE,2,45480
"Lypd6",1,0,FALSE,0.021077911,0.945182306,4,3,TRUE,0.559136151,1.43e-07,"Not significant","Q1 (MeCP2 up / H2A up)",FALSE,TRUE,5,127141
"Lypd6b",8,0,FALSE,0.039125106,0.052407493,4,2,TRUE,0.3467958535,0.00199509,"Not significant","Q1 (MeCP2 up / H2A up)",FALSE,TRUE,12,161162
"Lyrm4",1,0,FALSE,-0.027992439,0.92322389,1,1,TRUE,1.425168382,1.32e-32,"Not significant","Q2 (MeCP2 down / H2A up)",FALSE,FALSE,2,139132
"Lysmd3",1,0,FALSE,-0.149598137,0.476818767,1,1,TRUE,0.999225028,1.04e-14,"Not significant","Q2 (MeCP2 down / H2A up)",FALSE,FALSE,2,15209
"Lyst",1,0,FALSE,-0.024196577,0.935790035,1,1,TRUE,0.700794216,2.54e-05,"Not significant","Q2 (MeCP2 down / H2A up)",FALSE,TRUE,2,188407
"Lyzl4os",3,0,FALSE,-0.075322688,0.470180035,2,0,FALSE,-0.0217139545,0.495260495,"Not significant","Q3 (MeCP2 down / H2A down)",FALSE,TRUE,5,27259
"Lzts1",4,0,FALSE,-0.0214114125,0.139618966,6,4,TRUE,0.3213319645,0.000454458,"Not significant","Q2 (MeCP2 down / H2A up)",FALSE,TRUE,10,51557
"Lzts3",2,0,FALSE,-0.047563571,0.819235101,1,0,FALSE,0.160516097,0.158754994,"Not significant","Q2 (MeCP2 down / H2A up)",FALSE,FALSE,3,9965
"M5C1000I18Rik",1,0,FALSE,-0.02979513,0.916443825,1,0,FALSE,-0.148773919,0.331260038,"Not significant","Q3 (MeCP2 down / H2A down)",FALSE,TRUE,2,1518
"M6pr",1,0,FALSE,-0.013000889,0.968872403,1,0,FALSE,0.153868102,0.554107646,"Not significant","Q2 (MeCP2 down / H2A up)",FALSE,TRUE,2,8961
"Mab21l2",1,0,FALSE,-0.105817476,0.610092853,1,0,FALSE,0.000723692,0.994486922,"Not significant","Q2 (MeCP2 down / H2A up)",FALSE,FALSE,2,3049
"Macf1",2,0,FALSE,-0.050768103,0.780275913,1,1,TRUE,-0.760645886,1.44e-06,"Not significant","Q3 (MeCP2 down / H2A down)",FALSE,FALSE,3,334728
"Macir",1,0,FALSE,-0.084465584,0.719462993,1,1,TRUE,0.325852059,0.004167882,"Not significant","Q2 (MeCP2 down / H2A up)",FALSE,FALSE,2,55757
"Macrod1",2,0,FALSE,-0.2264384375,0.052306259,2,0,FALSE,-0.148768068,0.072563474,"Not significant","Q3 (MeCP2 down / H2A down)",FALSE,FALSE,4,141248
"Macrod2",45,19,TRUE,1.568336734,2.63e-23,82,66,TRUE,0.6065940255,8.11e-80,"Significant","Q1 (MeCP2 up / H2A up)",TRUE,TRUE,127,1997658
"Macroh2a1",12,1,TRUE,-0.89542379,0.001392644,8,4,TRUE,-0.306383538,2.64e-07,"Significant","Q3 (MeCP2 down / H2A down)",TRUE,TRUE,20,62743
"Macroh2a2",1,0,FALSE,-0.002274739,0.995480405,1,0,FALSE,0.222466536,0.207176423,"Not significant","Q2 (MeCP2 down / H2A up)",FALSE,TRUE,2,45483
"Mad1l1",27,0,FALSE,-0.049455407,0.088285842,19,6,TRUE,-0.341527313,2.89e-05,"Not significant","Q3 (MeCP2 down / H2A down)",FALSE,TRUE,46,312864
"Mad2l1",1,0,FALSE,-0.008456758,0.981495573,1,1,TRUE,0.648494986,3.36e-06,"Not significant","Q2 (MeCP2 down / H2A up)",FALSE,TRUE,2,11831
"Madd",1,0,FALSE,-0.096750843,0.651430607,1,0,FALSE,-0.242562684,0.114840471,"Not significant","Q3 (MeCP2 down / H2A down)",FALSE,FALSE,2,46478
"Maf",5,1,TRUE,-0.78172111,0.009323518,5,2,TRUE,-0.5547142905,3e-05,"Significant","Q3 (MeCP2 down / H2A down)",TRUE,TRUE,10,6360
"Mafa",2,0,FALSE,-0.057262558,0.766696203,4,2,TRUE,-0.461191579,0.000170621,"Not significant","Q3 (MeCP2 down / H2A down)",FALSE,FALSE,6,2739
"Mafb",1,0,FALSE,-0.023714184,0.937212389,1,0,FALSE,-0.103307964,0.350571768,"Not significant","Q3 (MeCP2 down / H2A down)",FALSE,FALSE,2,3363
"Maff",2,0,FALSE,-0.0788325595,0.50219301,2,2,TRUE,-0.385179331,0.003421143,"Not significant","Q3 (MeCP2 down / H2A down)",FALSE,TRUE,4,12456
"Maged1",1,0,FALSE,-0.016332,0.963424231,1,0,FALSE,-0.070458125,0.804811919,"Not significant","Q3 (MeCP2 down / H2A down)",FALSE,FALSE,2,6670
"Magee1",1,0,FALSE,-0.015173866,0.966554122,1,0,FALSE,-0.403476018,0.15642286,"Not significant","Q3 (MeCP2 down / H2A down)",FALSE,FALSE,2,3550
"Magef1",1,0,FALSE,0.011820446,0.972074915,1,1,TRUE,0.834512857,2.11e-08,"Not significant","Q1 (MeCP2 up / H2A up)",FALSE,TRUE,2,1455
"Magel2",1,0,FALSE,-0.022158401,0.942960322,1,1,TRUE,-0.48258288,0.000533382,"Not significant","Q3 (MeCP2 down / H2A down)",FALSE,FALSE,2,4631
"Magi1",23,4,TRUE,1.3886169755,1.26e-09,17,13,TRUE,0.511117207,8.86e-25,"Significant","Q1 (MeCP2 up / H2A up)",TRUE,TRUE,40,608463
"Magi2",24,11,TRUE,2.185204934,2.91e-16,47,37,TRUE,0.787035116,1.44e-49,"Significant","Q1 (MeCP2 up / H2A up)",TRUE,TRUE,71,1477757
"Mak16",1,0,FALSE,0.14526023,0.485724451,1,1,TRUE,1.068233626,1.4e-14,"Not significant","Q1 (MeCP2 up / H2A up)",FALSE,TRUE,2,9302
"Malt1",1,0,FALSE,-0.016507623,0.959526103,1,0,FALSE,0.163737576,0.296834969,"Not significant","Q2 (MeCP2 down / H2A up)",FALSE,TRUE,2,48130
"Mamdc2",5,4,TRUE,1.868664717,2.61e-23,7,6,TRUE,0.9176681085,1.9e-41,"Significant","Q1 (MeCP2 up / H2A up)",TRUE,TRUE,12,145834
"Maml2",2,1,TRUE,0.739253608,0.001806222,7,5,TRUE,0.756894297,1.24e-15,"Significant","Q1 (MeCP2 up / H2A up)",TRUE,FALSE,9,411432
"Maml3",34,15,TRUE,1.354928291,3.57e-15,19,17,TRUE,0.709445025,6.49e-28,"Significant","Q1 (MeCP2 up / H2A up)",TRUE,TRUE,53,419170
"Man1a2",1,0,FALSE,0.064886098,0.780233764,1,1,TRUE,0.623992473,5.26e-09,"Not significant","Q1 (MeCP2 up / H2A up)",FALSE,FALSE,2,123296
"Man1c1",6,0,FALSE,-0.042343324,0.606845346,3,1,TRUE,-0.405624901,8.18e-06,"Not significant","Q3 (MeCP2 down / H2A down)",FALSE,TRUE,9,142601
"Man2a1",3,0,FALSE,0.040872683,0.454063609,7,3,TRUE,0.354082151,4.87e-05,"Not significant","Q1 (MeCP2 up / H2A up)",FALSE,TRUE,10,154375
"Man2b2",1,0,FALSE,-0.03731411,0.891186585,3,2,TRUE,-0.00873779399999999,0.001008013,"Not significant","Q3 (MeCP2 down / H2A down)",FALSE,FALSE,4,23733
"Manba",2,0,FALSE,0.1196595605,0.303080089,1,1,TRUE,0.492584443,0.000470483,"Not significant","Q1 (MeCP2 up / H2A up)",FALSE,TRUE,3,85794
"Manea",1,1,TRUE,2.412145423,2.78e-10,1,1,TRUE,1.339405154,1.3e-34,"Significant","Q1 (MeCP2 up / H2A up)",TRUE,TRUE,2,22386
"Manf",1,0,FALSE,0.006457473,0.986944302,1,0,FALSE,0.002454435,0.990656573,"Not significant","Q1 (MeCP2 up / H2A up)",FALSE,TRUE,2,53668
"Maoa",1,0,FALSE,-0.032030972,0.910508727,1,1,TRUE,0.986046197,6.95e-10,"Not significant","Q2 (MeCP2 down / H2A up)",FALSE,TRUE,2,68121
"Map10",1,0,FALSE,-0.061079769,0.797148408,1,0,FALSE,-0.012973802,0.938073411,"Not significant","Q3 (MeCP2 down / H2A down)",FALSE,TRUE,2,3542
"Map1a",2,0,FALSE,-0.032444317,0.76909359,4,3,TRUE,-0.488766066,0.000148075,"Not significant","Q3 (MeCP2 down / H2A down)",FALSE,TRUE,6,21233
"Map1b",4,1,TRUE,1.704373095,2.85e-10,9,3,TRUE,0.42632039,6.01e-29,"Significant","Q1 (MeCP2 up / H2A up)",TRUE,TRUE,13,95095
"Map1lc3a",1,0,FALSE,-0.108810621,0.595460764,1,1,TRUE,-0.416115664,0.013755603,"Not significant","Q3 (MeCP2 down / H2A down)",FALSE,TRUE,2,1777
"Map1lc3b",1,0,FALSE,0.027861312,0.923747722,1,1,TRUE,0.564162005,7.12e-05,"Not significant","Q1 (MeCP2 up / H2A up)",FALSE,TRUE,2,8400
"Map2",1,0,FALSE,-0.065353754,0.778820389,5,3,TRUE,0.664216136,7.85e-09,"Not significant","Q2 (MeCP2 down / H2A up)",FALSE,TRUE,6,267311
"Map2k3",1,0,FALSE,-0.085132506,0.697664024,1,1,TRUE,-0.367735929,0.008071227,"Not significant","Q3 (MeCP2 down / H2A down)",FALSE,FALSE,2,20779
"Map2k3os",1,0,FALSE,0.021122914,0.946120894,1,0,FALSE,0.023686797,0.896739192,"Not significant","Q1 (MeCP2 up / H2A up)",FALSE,FALSE,2,10951
"Map2k6",2,0,FALSE,-0.092516273,0.477674005,3,0,FALSE,0.115212953,0.050901452,"Not significant","Q2 (MeCP2 down / H2A up)",FALSE,TRUE,5,126401
"Map3k1",6,0,FALSE,0.04892021,0.205245938,7,5,TRUE,0.309925251,1.88e-06,"Not significant","Q1 (MeCP2 up / H2A up)",FALSE,TRUE,13,62566
"Map3k12",1,0,FALSE,-0.105927799,0.623055076,1,1,TRUE,-0.585020297,0.004690862,"Not significant","Q3 (MeCP2 down / H2A down)",FALSE,TRUE,2,19419
"Map3k14",2,0,FALSE,-0.0043877815,0.957783051,2,0,FALSE,-0.029285231,0.635355098,"Not significant","Q3 (MeCP2 down / H2A down)",FALSE,TRUE,4,47984
"Map3k15",2,0,FALSE,-0.1102710995,0.617491401,3,1,TRUE,-0.326600298,0.024108664,"Not significant","Q3 (MeCP2 down / H2A down)",FALSE,TRUE,5,134919
"Map3k21",5,1,TRUE,-0.549643235,0.049410692,2,2,TRUE,0.1604382185,0.000105023,"Significant","Q2 (MeCP2 down / H2A up)",TRUE,FALSE,7,36991
"Map3k4",5,0,FALSE,-0.053168933,0.20396309,3,2,TRUE,-0.5698434785,7e-07,"Not significant","Q3 (MeCP2 down / H2A down)",FALSE,TRUE,8,91176
"Map3k5",5,1,TRUE,1.212300509,4.62e-10,10,7,TRUE,0.786937106,1.74e-28,"Significant","Q1 (MeCP2 up / H2A up)",TRUE,TRUE,15,208282
"Map3k7cl",7,1,TRUE,0.864908681,0.00800279,8,3,TRUE,0.606342031,1.25e-06,"Significant","Q1 (MeCP2 up / H2A up)",TRUE,TRUE,15,42007
"Map3k8",2,0,FALSE,-0.0002959055,0.987423089,2,2,TRUE,0.7058068785,1.31e-22,"Not significant","Q2 (MeCP2 down / H2A up)",FALSE,TRUE,4,21689
"Map3k9",1,0,FALSE,-0.071257543,0.765879644,1,1,TRUE,-0.527987061,0.000102737,"Not significant","Q3 (MeCP2 down / H2A down)",FALSE,FALSE,2,60166
"Map4",2,0,FALSE,-0.059973716,0.559432823,2,1,TRUE,0.300791615,0.046203355,"Not significant","Q2 (MeCP2 down / H2A up)",FALSE,TRUE,4,152496
"Map4k3",2,0,FALSE,0.101456312,0.307299484,4,4,TRUE,0.508516407,4.61e-10,"Not significant","Q1 (MeCP2 up / H2A up)",FALSE,TRUE,6,147974
"Map4k4",4,0,FALSE,-0.054268886,0.269798132,5,2,TRUE,0.5445473945,5.35e-08,"Not significant","Q2 (MeCP2 down / H2A up)",FALSE,TRUE,9,125398
"Map6",1,0,FALSE,-0.015966462,0.960974081,2,0,FALSE,-0.0599154885,0.704663188,"Not significant","Q3 (MeCP2 down / H2A down)",FALSE,TRUE,3,69691
"Map7",1,0,FALSE,-0.081091583,0.72277422,2,1,TRUE,0.586266854,1.08e-09,"Not significant","Q2 (MeCP2 down / H2A up)",FALSE,FALSE,3,133120
"Map7d1",2,0,FALSE,-0.101599764,0.470786503,1,0,FALSE,-0.17623705,0.283454914,"Not significant","Q3 (MeCP2 down / H2A down)",FALSE,TRUE,3,24177
"Map9",2,0,FALSE,-0.018603172,0.797632684,2,2,TRUE,1.096411364,2.42e-22,"Not significant","Q2 (MeCP2 down / H2A up)",FALSE,TRUE,4,37225
"Mapk13",5,0,FALSE,-0.111221521,0.281765995,3,2,TRUE,-0.6252787685,1.69e-07,"Not significant","Q3 (MeCP2 down / H2A down)",FALSE,TRUE,8,10937
"Mapk4",1,0,FALSE,-0.006916137,0.985971602,1,0,FALSE,0.129226259,0.189974706,"Not significant","Q2 (MeCP2 down / H2A up)",FALSE,TRUE,2,136874
"Mapk8",1,0,FALSE,-0.055042937,0.82377725,2,1,TRUE,1.080157027,7.11e-12,"Not significant","Q2 (MeCP2 down / H2A up)",FALSE,TRUE,3,69261
"Mapkapk2",2,0,FALSE,-0.2176551995,0.147314945,4,2,TRUE,-0.0570419815,5.57e-05,"Not significant","Q3 (MeCP2 down / H2A down)",FALSE,TRUE,6,44127
"Mapkapk3",1,1,TRUE,0.844769831,0.002983808,3,2,TRUE,0.641937615,4.05e-07,"Significant","Q1 (MeCP2 up / H2A up)",TRUE,FALSE,4,34951
"Mapkbp1",1,0,FALSE,-0.02590316,0.93275547,1,1,TRUE,-0.552904702,0.001109663,"Not significant","Q3 (MeCP2 down / H2A down)",FALSE,FALSE,2,54710
"Mapre2",2,0,FALSE,-0.000274328000000001,0.884771106,6,2,TRUE,0.498202497,1.77e-09,"Not significant","Q2 (MeCP2 down / H2A up)",FALSE,FALSE,8,141529
"Mapt",5,0,FALSE,-0.019812533,0.608585105,1,1,TRUE,-0.320048159,0.017482471,"Not significant","Q3 (MeCP2 down / H2A down)",FALSE,FALSE,6,100701
"Marchf10",9,1,TRUE,-1.068074865,0.001966592,9,7,TRUE,-0.408842801,7.88e-05,"Significant","Q3 (MeCP2 down / H2A down)",TRUE,TRUE,18,95938
"Marchf11",2,1,TRUE,1.275208081,2.33e-05,4,4,TRUE,0.5921026455,5.99e-15,"Significant","Q1 (MeCP2 up / H2A up)",TRUE,FALSE,6,100529
"Marchf3",10,5,TRUE,1.245760372,9.92e-07,12,10,TRUE,0.581188673,6.18e-24,"Significant","Q1 (MeCP2 up / H2A up)",TRUE,TRUE,22,163833
"Marchf4",11,4,TRUE,-0.9797302445,0.000337272,11,3,TRUE,0.357242049,0.000113182,"Significant","Q2 (MeCP2 down / H2A up)",TRUE,TRUE,22,109819
"Marchf8",1,0,FALSE,0.016804264,0.957964335,2,2,TRUE,0.684830914,5.66e-13,"Not significant","Q1 (MeCP2 up / H2A up)",FALSE,FALSE,3,71517
"Marcks",3,3,TRUE,1.595225552,1.71e-07,8,8,TRUE,0.640250136,4.35e-15,"Significant","Q1 (MeCP2 up / H2A up)",TRUE,TRUE,11,5546
"Mark1",1,0,FALSE,0.135044581,0.523310488,2,2,TRUE,0.6476642065,5.09e-07,"Not significant","Q1 (MeCP2 up / H2A up)",FALSE,FALSE,3,102782
"Mark2",4,0,FALSE,-0.0558706215,0.626884169,2,1,TRUE,-0.427455274,6.36e-05,"Not significant","Q3 (MeCP2 down / H2A down)",FALSE,FALSE,6,66465
"Mars2",1,0,FALSE,-0.037563828,0.888044233,1,1,TRUE,0.694106267,8.97e-09,"Not significant","Q2 (MeCP2 down / H2A up)",FALSE,TRUE,2,11294
"Marveld1",2,0,FALSE,-0.0319063815,0.889461615,1,1,TRUE,0.311017094,0.001269642,"Not significant","Q2 (MeCP2 down / H2A up)",FALSE,TRUE,3,4304
"Mast3",1,0,FALSE,-0.212664264,0.269894334,2,1,TRUE,0.233940295,0.005053806,"Not significant","Q2 (MeCP2 down / H2A up)",FALSE,FALSE,3,26938
