seqnames	start	end	width	strand	Conc	Conc_mut	Conc_ctrl	Fold	p.value	FDR
chr11	76493554	76495751	2198	*	4.817864178	4.77982965	4.854921684	-0.016959564	0.783797074	0.957788679
chr5	99259864	99261275	1412	*	4.817875256	4.059806563	5.31225262	-0.999433918	0.000241444	0.006098144
chr6	50395340	50396821	1482	*	4.817979334	5.050413925	4.540767413	0.243611451	0.021027727	0.211660441
chr9	35284983	35285955	973	*	4.817986117	5.33653687	4.000639001	1.214916926	3.43E-07	1.83E-05
chr9	54066512	54069081	2570	*	4.818008543	4.915301334	4.713676955	0.049278321	0.445808707	0.843642954
chr8	8647223	8648507	1285	*	4.81801752	4.656021107	4.963646219	-0.0644274	0.353894725	0.79202703
chr4	63329267	63331821	2555	*	4.818107134	4.86451498	4.770156707	0.018598193	0.764360134	0.952461038
chr18	63385770	63387947	2178	*	4.818121211	4.757088526	4.876676386	-0.031078579	0.622440804	0.912094461
chr15	59624609	59626408	1800	*	4.818242097	4.777539193	4.857828086	-0.019285206	0.75420962	0.950299372
chr6	76765495	76766540	1046	*	4.818302208	5.494189501	3.50507963	1.774455101	1.59E-07	9.17E-06
chr18	60956644	60958638	1995	*	4.818416609	4.558048065	5.038901822	-0.144584059	0.092013081	0.4866522
chr2	142606787	142608771	1985	*	4.818514343	5.189295463	4.318188837	0.606250361	0.001541305	0.029037548
chr7	133286369	133287644	1276	*	4.818525126	4.951638863	4.671869252	0.071264283	0.298115292	0.753186143
chr6	94282624	94284759	2136	*	4.818569797	4.653150255	4.966958364	-0.080678477	0.256174693	0.719752819
chr18	20745377	20746900	1524	*	4.818600956	4.748200407	4.885725353	-0.02734331	0.670054791	0.9270933
chr16	40397343	40400186	2844	*	4.818699324	4.84767952	4.789125032	0.012645965	0.836704901	0.969848464
chr4	131535451	131536773	1323	*	4.818732854	4.887636142	4.746372958	0.035217592	0.577192706	0.89727093
chr12	102713281	102714283	1003	*	4.818737554	5.15765113	4.374938821	0.630355761	0.000342337	0.008244516
chr14	50929723	50931277	1555	*	4.81873926	4.755460857	4.879358423	-0.030720839	0.62540559	0.912960257
chr14	57035276	57036992	1717	*	4.81881648	4.748928954	4.885474342	-0.031895353	0.613851438	0.909356459
chr5	25063116	25064044	929	*	4.818848653	5.110365889	4.453113358	0.281938551	0.02214026	0.218867055
chr8	13413145	13415457	2313	*	4.818882514	4.764599182	4.871197211	-0.024895716	0.688095491	0.932489937
chr13	76055487	76057156	1670	*	4.818931704	4.89796946	4.735311625	0.031106921	0.629473904	0.914397575
chr1	119088927	119090707	1781	*	4.818949698	4.412749199	5.135549494	-0.307954306	0.019575518	0.201958362
chr1	75545975	75547706	1732	*	4.818978155	4.834388416	4.803401509	0.01171424	0.849437517	0.972387973
chr3	30006182	30008107	1926	*	4.819252831	5.195126452	4.309566044	0.600535006	0.001817158	0.033188281
chr18	38976934	38978632	1699	*	4.819293222	5.603388588	2.972386683	2.447206328	1.61E-14	3.46E-12
chr12	71601256	71603622	2367	*	4.819307771	4.748430525	4.886865386	-0.030190306	0.631985866	0.915052542
chr9	60990972	60992935	1964	*	4.819393694	4.938894623	4.689093003	0.070085287	0.298131589	0.753186143
chr19	16137801	16140044	2244	*	4.819450813	4.92102704	4.710177534	0.051168744	0.433455053	0.838455424
chr1	38760604	38761974	1371	*	4.819539683	4.614810142	4.998794225	-0.098618475	0.194950009	0.656543537
chrX	7573187	7575264	2078	*	4.819628024	4.72227563	4.910824344	-0.039700943	0.540589108	0.884692205
chr13	45968404	45969401	998	*	4.819639077	4.894880611	4.740256476	0.028984151	0.65597226	0.92324208
chr5	27124351	27125604	1254	*	4.819640313	5.086914334	4.491329344	0.291120629	0.016091065	0.176305077
chr14	16507878	16510486	2609	*	4.819811794	4.731373487	4.903140482	-0.038587736	0.545660448	0.886321886
chr14	122202236	122203406	1171	*	4.819866873	4.620391581	4.995081997	-0.092226436	0.218404717	0.682454976
chr2	133591671	133593550	1880	*	4.819969881	4.848651994	4.790705954	0.017474482	0.776545218	0.95590482
chr10	70718059	70719069	1011	*	4.820000372	4.701060534	4.929876937	-0.044549453	0.507690688	0.871252091
chr1	38332156	38333457	1302	*	4.820185084	5.14672141	4.397434336	0.32209085	0.019604627	0.202131026
chr4	120231618	120232811	1194	*	4.820227984	4.414930018	5.136280641	-0.301832094	0.020647112	0.208967295
chr15	84298818	84300248	1431	*	4.820282484	4.507727763	5.077033968	-0.220834627	0.036198344	0.297433065
chr12	69494785	69496073	1289	*	4.820349926	5.258508485	4.188003069	0.969735649	6.38E-06	0.000252232
chr16	11707858	11709527	1670	*	4.82039181	4.827358456	4.813391359	0.007047817	0.908336062	0.985330859
chr2	93524343	93526139	1797	*	4.820436884	4.64468341	4.977085861	-0.109186349	0.140176514	0.58246687
chr6	125080742	125083067	2326	*	4.82045109	4.927469295	4.704853696	0.056785453	0.38925241	0.81392816
chr17	64891962	64893793	1832	*	4.82049784	5.377797831	3.900438553	1.337665799	4.00E-07	2.10E-05
chr11	4288746	4289700	955	*	4.820500077	4.935568715	4.695451912	0.065755417	0.324915268	0.772911449
chr1	135094480	135096491	2012	*	4.820583753	4.727789524	4.907768441	-0.051302816	0.424663945	0.833547408
chr3	96597464	96599386	1923	*	4.820588516	4.712259655	4.92134824	-0.049396414	0.449653302	0.845532636
chr7	4739342	4740490	1149	*	4.820622204	4.769665199	4.869840606	-0.025022569	0.686698159	0.932139961
chr4	11190405	11192467	2063	*	4.82069768	4.680538979	4.948437483	-0.063740242	0.350696693	0.789717731
chr13	110066433	110067442	1010	*	4.820778255	4.780886078	4.859596983	-0.018205615	0.768666634	0.953379402
chr4	154204687	154205122	436	*	4.820840818	4.600320304	5.012080369	-0.131591107	0.108044308	0.523883278
chr16	92446960	92448596	1637	*	4.820886282	5.014066386	4.597780184	0.129936273	0.109483193	0.526990178
chr12	69196286	69198577	2292	*	4.820936934	4.626525707	4.992234114	-0.096800409	0.197703955	0.659881293
chr8	27153581	27154755	1175	*	4.820969884	4.867180701	4.773229775	0.022646512	0.716396737	0.940878681
chr9	108207262	108209571	2310	*	4.821073872	4.82135854	4.820789149	-0.0039728	0.948550178	0.991888523
chr9	110475731	110478661	2931	*	4.821206396	4.756815034	4.882846172	-0.031857366	0.61156741	0.908406191
chr14	76505442	76506993	1552	*	4.821207585	4.829900324	4.812462151	0.007066247	0.908092512	0.985297252
chr2	51144154	51145569	1416	*	4.821215831	5.108008954	4.46289953	0.2656112	0.02587325	0.241949706
chr5	27841675	27843845	2171	*	4.821298943	4.913678366	4.722597083	0.058977899	0.36745767	0.799880635
chr7	112832819	112834240	1422	*	4.821377442	4.908532543	4.728616731	0.033654953	0.604894501	0.906346352
chr14	61220592	61221400	809	*	4.821423087	4.893755649	4.74527167	0.041656309	0.51278171	0.873829668
chr9	40390753	40392714	1962	*	4.821429372	4.793036828	4.849273912	-0.018803701	0.760101155	0.951436573
chr18	69129376	69130835	1460	*	4.821456706	5.164536395	4.37046248	0.276939778	0.032602327	0.279476789
chr2	27595871	27598334	2464	*	4.821496202	4.611019778	5.005139246	-0.11184833	0.149506681	0.596025586
chr7	90080170	90082319	2150	*	4.821765056	4.761826002	4.879312866	-0.023631802	0.704589579	0.937222806
chr2	7005495	7006747	1253	*	4.821968761	5.466786107	3.625885746	1.655489726	8.10E-08	5.00E-06
chr1	58047084	58048475	1392	*	4.822069759	5.339727763	4.006973778	1.21969738	9.73E-09	7.31E-07
chr19	7096966	7098797	1832	*	4.822087027	4.625697873	4.994917385	-0.104177379	0.169827654	0.625766236
chr8	125669556	125671928	2373	*	4.822137507	4.687318588	4.945427395	-0.061079769	0.36227049	0.797148408
chr17	28805808	28807467	1660	*	4.822160336	4.809430367	4.83477896	-0.001762995	0.977008415	0.996242385
chr10	7662548	7664417	1870	*	4.822166417	4.791994626	4.851720116	-0.012911826	0.833967102	0.969095537
chr1	84838318	84840764	2447	*	4.822187852	4.849997998	4.793831068	0.009522659	0.878131499	0.978979863
chr6	148442732	148445327	2596	*	4.822210233	4.773400423	4.869422589	-0.026615037	0.667909374	0.926555124
chr16	90384769	90387217	2449	*	4.822210465	4.513476371	5.076381355	-0.195698531	0.051425934	0.364142105
chr16	7445995	7448464	2470	*	4.822285691	4.774799591	4.868258472	-0.022023554	0.722739119	0.942614836
chr13	44393572	44394691	1120	*	4.822446499	5.291718619	4.122486284	0.879873161	0.00045798	0.010531365
chr6	90433070	90434941	1872	*	4.822482922	4.578383363	5.031196668	-0.135234621	0.107569897	0.522895919
chr12	17726949	17728259	1311	*	4.822571531	4.969348538	4.659152628	0.090864412	0.203126428	0.666271592
chr5	25060939	25062162	1224	*	4.822571791	5.027039417	4.584263738	0.197763732	0.033870252	0.286150325
chr19	27068210	27069097	888	*	4.822585609	5.313027345	4.073850321	1.115936075	6.57E-06	0.000259173
chr5	86491565	86493032	1468	*	4.822693873	5.27152353	4.167675614	0.965768083	1.94E-05	0.000678561
chr4	154983136	154985026	1891	*	4.82275924	4.532080039	5.064578569	-0.206259388	0.038811334	0.309903182
chr1	119045034	119045895	862	*	4.82277943	4.734857105	4.905649898	-0.035288667	0.583665539	0.899519892
chr14	80848558	80850398	1841	*	4.822847804	5.371159737	3.927523686	1.340662267	2.87E-08	1.96E-06
chr6	144420828	144422247	1420	*	4.822892976	5.042970164	4.563093667	0.186176478	0.048620669	0.35333141
chr1	24185154	24187065	1912	*	4.823018929	5.163674545	4.376218327	0.324423904	0.020394358	0.207371263
chr4	134286456	134288214	1759	*	4.823020631	4.667104074	4.963718202	-0.068149946	0.325430498	0.773230512
chr14	54883693	54886988	3296	*	4.823144882	4.69191665	4.943425422	-0.067489375	0.318590744	0.76901941
chr13	28957155	28958970	1816	*	4.823167784	4.865518269	4.7795364	0.020223932	0.742909313	0.947712001
chr18	65622943	65624749	1807	*	4.823215502	4.76253218	4.88144903	-0.033023507	0.598599058	0.9041298
chr15	66235086	66237063	1978	*	4.823227662	5.185999593	4.33743743	0.616886777	0.000959479	0.019534457
chr13	103421446	103424303	2858	*	4.823321974	4.73690373	4.904854968	-0.05021556	0.433763702	0.838558934
chr1	124044290	124046308	2019	*	4.82336515	4.753777117	4.889750509	-0.037969485	0.549354106	0.887585553
chr12	104459200	104461769	2570	*	4.82339143	4.524718873	5.070711238	-0.205104619	0.043558393	0.331686966
chr18	85633384	85635993	2610	*	4.823418998	5.34741589	3.992231899	1.183799149	7.57E-06	0.000293775
chr2	128395386	128396185	800	*	4.823435235	4.431184487	5.131516499	-0.214397241	0.055160294	0.378453588
chr7	130320793	130322417	1625	*	4.823436443	5.111142386	4.46369146	0.340543257	0.010990446	0.134665838
chr2	29386563	29388542	1980	*	4.823437168	4.69446541	4.941819499	-0.069146688	0.302656312	0.756855536
chr7	80381046	80383262	2217	*	4.823450326	4.750719828	4.892689567	-0.03269221	0.605833069	0.906499627
chr15	74587426	74589283	1858	*	4.823558785	4.707725159	4.930779411	-0.056048068	0.401888816	0.820828625
chr16	35215723	35217206	1484	*	4.823568471	4.699062229	4.938178117	-0.062799979	0.345961114	0.786521041
chr16	24205690	24206986	1297	*	4.823620783	5.246575985	4.222691312	0.911917953	1.10E-05	0.000409809
chr9	60647432	60649938	2507	*	4.823678035	5.192404718	4.327102678	0.617145042	0.001153101	0.022840438
chr4	55122053	55123155	1103	*	4.823689259	4.393826025	5.154440211	-0.427246082	0.00609995	0.086888688
chr7	116035381	116037358	1978	*	4.823698967	4.820435146	4.82695542	-0.001900855	0.975305057	0.995973358
chr3	144186625	144188187	1563	*	4.823742408	4.578365232	5.033388887	-0.135021903	0.109763112	0.527424296
chr12	102666617	102668514	1898	*	4.823747778	4.843649062	4.803568121	0.004970266	0.935246364	0.990157062
chr1	182797267	182798416	1150	*	4.82383165	4.617271284	5.004487616	-0.101454377	0.188345391	0.648895502
chr12	26126471	26128359	1889	*	4.824001045	4.980315051	4.648669224	0.108843875	0.146205143	0.590778602
chr6	86525017	86527380	2364	*	4.824045803	4.712083718	4.927941205	-0.047238706	0.473463366	0.857098947
chr10	79755083	79757300	2218	*	4.824135584	4.826639695	4.821627118	0.001777895	0.976898689	0.996222209
chr3	86550223	86551431	1209	*	4.824173942	4.642675981	4.985369022	-0.105817476	0.158685705	0.610092853
chr2	165645122	165646239	1118	*	4.824175472	4.952418799	4.683410268	0.06247318	0.362369374	0.79716248
chr2	25861865	25864131	2267	*	4.824217045	4.843115362	4.805067884	0.008210557	0.893814628	0.982361144
chr8	120190353	120192547	2195	*	4.824220641	4.708126564	4.931664372	-0.05962109	0.365070794	0.798494684
chr16	11754621	11757082	2462	*	4.824521044	4.703818817	4.935899815	-0.050791925	0.436390052	0.839254277
chr7	24510760	24513259	2500	*	4.824530461	4.650249655	4.980008754	-0.075784335	0.287875407	0.74562572
chr6	124768635	124770763	2129	*	4.824599363	4.810229831	4.838827183	-0.009252307	0.8802943	0.979402207
chr15	59168368	59170894	2527	*	4.824604797	4.751797997	4.893913184	-0.032764194	0.602762557	0.905591511
chr4	135750520	135753253	2734	*	4.824610619	4.757386491	4.888841323	-0.033977744	0.58774111	0.900924506
chr2	91491916	91492756	841	*	4.824718794	4.749200292	4.896480104	-0.036626003	0.562442101	0.892187818
chr4	88545234	88546102	869	*	4.824722868	5.14425824	4.413664443	0.139151664	0.14803645	0.593796978
chr5	146583064	146585551	2488	*	4.824726818	4.806079764	4.843135928	-0.010960318	0.858366021	0.974683321
chr19	56722410	56724142	1733	*	4.824746439	4.709512711	4.931452904	-0.050662761	0.443564662	0.842642468
chr8	83660989	83663005	2017	*	4.824802176	4.459767957	5.115874694	-0.292711014	0.018953325	0.19753236
chr9	102085669	102087322	1654	*	4.824903543	4.395433602	5.155422306	-0.436755081	0.00507701	0.075460141
chr7	73302550	73303985	1436	*	4.824912341	4.962646386	4.672627449	0.062423334	0.370406801	0.801647454
chr1	124152902	124153659	758	*	4.825134296	5.677005428	2.467861875	3.016053001	4.71E-20	2.64E-17
chr10	61341864	61343720	1857	*	4.825141187	4.739948495	4.905582434	-0.035417109	0.578147567	0.897621224
chr4	47590047	47590906	860	*	4.825264256	5.530617768	3.388738108	1.977625564	4.35E-12	5.92E-10
chr5	90931024	90933606	2583	*	4.825281985	4.653566156	4.978716142	-0.103583776	0.158385199	0.609661878
chr10	83067498	83069606	2109	*	4.825382506	4.850140573	4.800192136	0.009647078	0.87605995	0.978586144
chr5	99596024	99596278	255	*	4.825385678	4.000070171	5.347080941	-1.022557672	0.000351726	0.008447406
chr8	120176294	120177757	1464	*	4.825473121	4.542440718	5.061981992	-0.155216826	0.086377895	0.473193827
chr7	112711645	112713103	1459	*	4.825579088	4.790752817	4.859584439	-0.015151699	0.807397952	0.963471874
chr12	111537475	111539312	1838	*	4.825596282	4.623113999	5.003126337	-0.1007925	0.184402272	0.643880403
chr4	67519825	67520748	924	*	4.825636732	5.666329438	2.567833837	2.85059964	7.24E-16	1.97E-13
chr6	143992265	143993046	782	*	4.825753765	4.813543028	4.837862018	-0.004986856	0.935574494	0.990162384
chr15	87348791	87350465	1675	*	4.825883569	4.986858208	4.644665105	0.103057066	0.166792328	0.621450814
chr17	69266425	69269260	2836	*	4.825927648	4.93232482	4.711054567	0.058992351	0.369101549	0.800978622
chr13	101507941	101510104	2164	*	4.825979595	5.308576649	4.095595299	1.053466895	1.42E-05	0.000515151
chr10	76708987	76710630	1644	*	4.825994816	4.87073162	4.779826244	0.021228405	0.731486642	0.94491265
chr14	44247020	44249664	2645	*	4.826017471	4.798499935	4.853019955	-0.011881679	0.847558505	0.971920511
chr7	45643251	45643986	736	*	4.826121506	4.707760474	4.935503972	-0.07180451	0.286072596	0.744346375
chr12	38777522	38779536	2015	*	4.826126816	4.876647637	4.773772436	0.020664059	0.737575317	0.94631249
chr1	180905598	180907806	2209	*	4.82618067	4.869160826	4.781880647	0.020731527	0.73768954	0.946317821
chr5	99519278	99520449	1172	*	4.82636343	4.158915371	5.280940043	-0.753853255	0.001493623	0.028324972
chr2	157756738	157758590	1853	*	4.826392337	4.757521348	4.892124836	-0.027603022	0.664074199	0.925395798
chr14	102878549	102880086	1538	*	4.826439097	5.237600794	4.249197101	0.666902835	0.001515037	0.028649567
chr12	108924233	108926658	2426	*	4.826503339	4.808481311	4.844303012	-0.014216308	0.816972013	0.965458436
chr13	100551320	100553308	1989	*	4.826826252	4.620071646	5.007630718	-0.117422348	0.133867353	0.572654275
chr3	38394984	38396007	1024	*	4.826862892	5.031608766	4.588176555	0.116610442	0.153030287	0.601601416
chr4	142079133	142080363	1231	*	4.827150655	5.588124295	3.115762442	2.26936362	1.60E-13	2.92E-11
chr15	101038789	101040635	1847	*	4.827202464	4.67815421	4.962283883	-0.089584817	0.204086333	0.667267831
chr12	105342507	105344015	1509	*	4.827226074	4.858578614	4.795177019	0.015579046	0.799892031	0.961863014
chr7	137385292	137388293	3002	*	4.827226356	4.515866259	5.083172176	-0.302897469	0.011985644	0.143447675
chr3	51559046	51561928	2883	*	4.827256668	4.87744998	4.77525392	0.025025054	0.687741224	0.932437669
chr10	3426399	3428520	2122	*	4.827359581	5.035502167	4.584041405	0.143514179	0.094464689	0.492516274
chr7	144611161	144613569	2409	*	4.827393814	4.792412084	4.861547367	-0.014690455	0.81195057	0.964427316
chr4	89444063	89446254	2192	*	4.827409803	4.953717655	4.688973363	0.080193141	0.245521778	0.710374587
chr5	69326243	69327186	944	*	4.827445819	5.553928802	3.293783432	2.142263143	5.88E-14	1.15E-11
chr2	167061296	167063873	2578	*	4.827488204	4.886509754	4.765948668	0.035210729	0.575597415	0.896890508
chr3	35060134	35061630	1497	*	4.82750454	5.28233223	4.159509858	0.985872487	1.27E-05	0.000465737
chr10	75993653	75996539	2887	*	4.827509464	4.98761673	4.647389807	0.111774803	0.136437235	0.576555915
chr4	39209450	39210395	946	*	4.827518785	5.688573456	2.382426518	3.115741157	1.13E-23	1.07E-20
chr15	59314078	59315563	1486	*	4.827532402	4.65730207	4.979779714	-0.103927527	0.162528055	0.615537842
chr11	24674648	24676362	1715	*	4.827545428	5.570902247	3.210195077	2.14813611	1.04E-11	1.33E-09
chr1	62216659	62218846	2188	*	4.827653037	5.467794345	3.648197849	1.723041159	2.12E-12	3.08E-10
chr9	51276582	51278227	1646	*	4.827702319	4.555421889	5.056662952	-0.217412968	0.030778596	0.26980487
chr15	86167882	86169970	2089	*	4.827765724	4.865244233	4.789287566	0.018235462	0.767095084	0.95316171
chr18	73131369	73132031	663	*	4.827783784	4.629212438	5.002301333	-0.097713828	0.194357893	0.655824136
chr1	128670581	128672666	2086	*	4.827844275	4.360335332	5.180362969	-0.466714583	0.005390566	0.078967845
chr4	142884884	142885824	941	*	4.827976379	5.188699941	4.345867339	0.182668216	0.093864877	0.491226375
chr7	48991904	48994035	2132	*	4.827980139	4.991337675	4.643735254	0.101888834	0.17004024	0.626106162
chr4	125160442	125161691	1250	*	4.828031927	4.848447491	4.80732331	0.008608853	0.889448336	0.981295616
chr10	98645430	98646841	1412	*	4.828053953	4.565122012	5.050373181	-0.173230556	0.062029475	0.40259964
chr7	96286878	96289630	2753	*	4.82812818	5.117789906	4.465314324	0.386303581	0.00537648	0.07880764
chr11	42115655	42116303	649	*	4.828638939	4.896749048	4.757153312	0.018062566	0.794156686	0.960496263
chr4	142068352	142069077	726	*	4.828654495	5.664968537	2.607821343	2.841422817	5.73E-22	4.25E-19
chr1	179062086	179063449	1364	*	4.828716417	5.388799052	3.900880777	1.378060511	1.36E-08	9.89E-07
chr11	118392432	118394492	2061	*	4.828794965	4.709237602	4.939198276	-0.062072607	0.345763411	0.786323154
chr16	90523986	90525229	1244	*	4.828820869	4.801773059	4.855370902	-0.013359163	0.828711248	0.967990302
chr10	53517937	53519328	1392	*	4.828844033	5.120782914	4.462443519	0.37683742	0.008053933	0.106662234
chr12	9135381	9136620	1240	*	4.828946621	5.054486842	4.561493724	0.198930217	0.038971161	0.310697743
chr17	70896503	70897676	1174	*	4.828991014	5.415603138	3.824030796	1.410463486	3.41E-06	0.000144736
chr11	54110309	54111554	1246	*	4.829012328	4.307890399	5.211037931	-0.672862008	0.000805572	0.016875763
chr9	60659865	60661137	1273	*	4.82907001	5.607226832	3.018415231	2.389290664	6.48E-13	1.05E-10
chr17	46628607	46630501	1895	*	4.829153775	4.79652974	4.861056358	-0.016135498	0.795287571	0.960763597
chr13	54937919	54939287	1369	*	4.829191831	4.610711522	5.018895848	-0.126318454	0.11166224	0.531330834
chr4	21678228	21680246	2019	*	4.829245937	4.621801491	5.010577509	-0.101038144	0.187393798	0.647748025
chr7	19004244	19006194	1951	*	4.829275312	4.684981414	4.960440526	-0.057142671	0.405790847	0.823194764
chr8	35919456	35920549	1094	*	4.829297661	5.505168496	3.516140417	1.884727631	1.01E-13	1.91E-11
chr8	120250824	120252742	1919	*	4.829310531	4.733613679	4.919052566	-0.049524952	0.441638713	0.841689712
chr18	34758715	34760656	1942	*	4.829461168	4.713937158	4.93641648	-0.057550751	0.380692674	0.808442801
chr7	96461432	96462819	1388	*	4.829473186	4.825433448	4.833501645	-0.000797803	0.990918145	0.99846082
chr5	139355187	139357193	2007	*	4.829520122	4.753503325	4.90173122	-0.034250478	0.588400146	0.901143009
chr19	53853518	53855860	2343	*	4.829580644	5.183518305	4.359563187	0.562748129	0.00186949	0.033930152
chr11	49260281	49262465	2185	*	4.829594261	4.719445564	4.931926444	-0.048471726	0.459781413	0.850021609
chr14	61043474	61044846	1373	*	4.829753648	3.661758105	5.46663182	-1.628527804	1.35E-07	7.94E-06
chr4	141545088	141547138	2051	*	4.829863282	4.750998407	4.90463955	-0.039448551	0.53368335	0.88196601
chr4	123104448	123106565	2118	*	4.829866134	4.831518051	4.828212323	-0.002781326	0.963897453	0.99436453
chr10	120628440	120629772	1333	*	4.829885681	4.41551669	5.151412522	-0.294690244	0.023793096	0.229331285
chr2	25544481	25547067	2587	*	4.829967092	4.689616462	4.957866279	-0.066574053	0.326791472	0.774400585
chr1	98095036	98097188	2153	*	4.83002551	4.891498356	4.765816294	0.030635949	0.623032585	0.912330492
chr2	140896724	140897760	1037	*	4.830140995	5.300308631	4.128164803	0.926973057	0.00036051	0.008625247
chr17	3413169	3414968	1800	*	4.830306372	5.016275961	4.616766824	0.133136342	0.098494377	0.501972701
chr12	72759929	72761903	1975	*	4.830358885	4.835187828	4.825513724	0.001981685	0.974146127	0.995888014
chr15	64108781	64111142	2362	*	4.830365533	5.240964996	4.254238356	0.843584323	5.36E-05	0.00165323
chr10	77912497	77914925	2429	*	4.83040014	4.571749065	5.049653438	-0.146325241	0.094246793	0.49197382
chr7	132246666	132248249	1584	*	4.830462269	5.170295212	4.385080521	0.531584713	0.00210999	0.037344796
chr4	116816429	116818486	2058	*	4.83060491	4.80521857	4.855552253	-0.015635794	0.799561451	0.961771032
chr3	55441670	55443110	1441	*	4.830663001	5.476168109	3.632113497	1.744240667	8.76E-14	1.67E-11
chr7	140080414	140083140	2727	*	4.830693967	4.697427482	4.952684453	-0.073209153	0.283407634	0.742497582
chr2	131185620	131188174	2555	*	4.830743433	4.772501316	4.886725249	-0.027960845	0.653741263	0.922570628
chr14	48120553	48123315	2763	*	4.830837528	4.699778368	4.95097603	-0.073244353	0.278408405	0.738951256
chr6	88973544	88974680	1137	*	4.831068226	4.893017285	4.766339272	0.026622543	0.675645053	0.929053724
chr18	35915224	35916629	1406	*	4.831173577	5.245867595	4.246897794	0.85048756	5.72E-05	0.001747677
chr2	165563169	165566021	2853	*	4.831240737	4.485247703	5.110098281	-0.216958447	0.043912879	0.333299402
chr9	50751248	50753503	2256	*	4.831286164	4.744135567	4.913470717	-0.042214749	0.512495849	0.873764141
chr5	34550096	34552999	2904	*	4.831310494	4.824112648	4.838472608	-0.003681412	0.952218012	0.992527651
chr8	47532586	47534306	1721	*	4.831356309	4.671937496	4.974899016	-0.080143367	0.256776498	0.720322842
chr1	193195940	193198075	2136	*	4.831380275	5.268740662	4.200708277	0.945957157	8.19E-06	0.000315289
chr3	107849197	107850922	1726	*	4.831464434	4.741273963	4.916346832	-0.049593079	0.442443754	0.84214154
chr1	62711626	62712751	1126	*	4.831498153	4.724904424	4.930755158	-0.038079765	0.564159552	0.893015941
chr1	93342614	93344123	1510	*	4.831521326	4.684257683	4.965135503	-0.083380242	0.231476156	0.695958421
chr14	64821656	64823241	1586	*	4.831543156	4.666573518	4.979569668	-0.091722536	0.20249813	0.665395308
chr10	119562938	119565087	2150	*	4.83155393	4.680479843	4.968296912	-0.081714515	0.249765049	0.714047774
chr1	36088424	36090993	2570	*	4.831647624	4.788140214	4.873881297	-0.026483965	0.67015861	0.9270933
chr2	168588693	168591244	2552	*	4.831722332	4.699212366	4.953078672	-0.067815189	0.315420555	0.766596816
chr19	59344055	59346367	2313	*	4.8318517	4.660535992	4.984966394	-0.090397632	0.210346122	0.673732342
chr7	48954180	48956619	2440	*	4.831890311	4.966121215	4.683877031	0.086431589	0.220006671	0.684061314
chrX	52163968	52166116	2149	*	4.831952908	4.609743626	5.024460616	-0.061664525	0.412685105	0.826614061
chr18	33988850	33990505	1656	*	4.831964947	5.055063836	4.567940904	0.194502969	0.042303075	0.326120239
chr6	104316328	104317349	1022	*	4.832006587	5.65843558	2.690922586	2.732702141	8.81E-15	1.99E-12
chr13	44206653	44207945	1293	*	4.832204793	4.937786548	4.718281709	0.046607073	0.482168764	0.860406184
chr16	30204229	30207340	3112	*	4.83228035	4.582613542	5.045048081	-0.187497153	0.043785232	0.332748761
chr1	161875757	161877437	1681	*	4.832298316	4.729556714	4.928207076	-0.055254207	0.396959543	0.818684054
chr6	145669632	145670357	726	*	4.832300683	4.240939935	5.250526696	-0.910952969	4.53E-06	0.00018636
chr13	57790853	57792347	1495	*	4.832372194	4.936109742	4.720593416	0.053866828	0.412515884	0.82660377
chr16	44688639	44691175	2537	*	4.83242289	5.043553268	4.585009094	0.147745445	0.086525863	0.473589632
chr6	77186261	77187511	1251	*	4.832428057	4.784596526	4.878724526	-0.023533801	0.707066537	0.938063246
chr8	79207085	79208879	1795	*	4.832463369	4.978539799	4.669912623	0.082564134	0.239563072	0.703869696
chr9	21183401	21185669	2269	*	4.832482222	4.708641199	4.946528012	-0.073165429	0.279213104	0.739404972
chr7	132309629	132311836	2208	*	4.832804923	5.096739482	4.509525545	0.290818383	0.013909755	0.1592755
chr10	34906055	34907629	1575	*	4.832905508	4.937409186	4.720236652	0.044987304	0.496327493	0.86627028
chr10	65848328	65849414	1087	*	4.832917499	5.614527315	3.001313155	2.420593497	2.17E-14	4.56E-12
chr14	93825490	93826695	1206	*	4.83300312	5.538404848	3.396264155	2.05459422	4.92E-17	1.61E-14
chr6	146123914	146125521	1608	*	4.833250268	5.344256297	4.034774807	1.208882464	1.92E-08	1.36E-06
chr12	109070428	109072513	2086	*	4.833285137	4.732661605	4.927345745	-0.050190109	0.435069037	0.838871521
chr17	56270961	56273584	2624	*	4.833288864	4.947411789	4.709356873	0.060747858	0.35902928	0.795762367
chr11	119405103	119407219	2117	*	4.833304344	4.725391579	4.933704013	-0.058761795	0.367931365	0.800148854
chrX	81073981	81075370	1390	*	4.833352311	5.293765772	4.153117997	1.021249421	7.18E-06	0.000279932
chr8	122610827	122612407	1581	*	4.83341937	4.732778141	4.92749544	-0.061025404	0.351868727	0.790666672
chr2	91068424	91070652	2229	*	4.833430875	4.615769098	5.022517762	-0.111943051	0.15385117	0.602490483
chr1	149447346	149449433	2088	*	4.833480607	5.380544476	3.941545842	1.248846101	2.21E-05	0.000760248
chr13	54876503	54878058	1556	*	4.83348253	4.820568839	4.846281654	-0.009513459	0.876570923	0.978632394
chr11	82478649	82480637	1989	*	4.833672985	4.732976018	4.927797755	-0.052159538	0.422083132	0.832257548
