gene_name	chr	intron_hypo	gene_mch_hypo
Nadsyn1	chr7	TRUE	FALSE
Nae1	chr8	FALSE	FALSE
Naf1	chr8	FALSE	FALSE
Naga	chr15	FALSE	FALSE
Nagk	chr6	FALSE	FALSE
Naglu	chr11	TRUE	FALSE
Nagpa	chr16	TRUE	FALSE
Nags	chr11	TRUE	FALSE
Naif1	chr2	FALSE	FALSE
Naip1	chr13	FALSE	TRUE
Naip2	chr13	FALSE	FALSE
Naip5	chr13	FALSE	TRUE
Naip6	chr13	FALSE	FALSE
Nalcn	chr14	FALSE	TRUE
Nampt	chr12	FALSE	FALSE
Nanog	chr6	FALSE	FALSE
Nanos3	chr8	TRUE	TRUE
Nanp	chr2	TRUE	FALSE
Nans	chr4	TRUE	FALSE
Nap1l1	chr10	FALSE	FALSE
Nap1l4	chr7	TRUE	TRUE
Napa	chr7	TRUE	TRUE
Napb	chr2	FALSE	FALSE
Napepld	chr5	FALSE	FALSE
Napg	chr18	TRUE	FALSE
Naprt	chr15	TRUE	FALSE
Napsa	chr7	FALSE	FALSE
Narf	chr11	FALSE	TRUE
Nars	chr18	FALSE	FALSE
Nars2	chr7	TRUE	TRUE
Nasp	chr4	FALSE	FALSE
Nat1	chr8	FALSE	FALSE
Nat10	chr2	FALSE	FALSE
Nat14	chr7	FALSE	FALSE
Nat2	chr8	FALSE	FALSE
Nat3	chr8	TRUE	FALSE
Nat8	chr6	TRUE	FALSE
Nat8f1	chr6	FALSE	FALSE
Nat8f2	chr6	FALSE	FALSE
Nat8f3	chr6	TRUE	FALSE
Nat8f4	chr6	FALSE	FALSE
Nat8f5	chr6	TRUE	FALSE
Nat8f6	chr6	TRUE	TRUE
Nat8f7	chr6	TRUE	FALSE
Nat8l	chr5	FALSE	FALSE
Nat9	chr11	FALSE	FALSE
Natd1	chr11	FALSE	FALSE
Nav1	chr1	TRUE	TRUE
Nav2	chr7	FALSE	FALSE
Nav3	chr10	FALSE	FALSE
Naxd	chr8	TRUE	FALSE
Naxe	chr3	TRUE	FALSE
Nbas	chr12	FALSE	TRUE
Nbdy	chrX	FALSE	FALSE
Nbea	chr3	TRUE	TRUE
Nbeal1	chr1	FALSE	TRUE
Nbeal2	chr9	TRUE	FALSE
Nbl1	chr4	TRUE	FALSE
Nbn	chr4	FALSE	FALSE
Nbr1	chr11	FALSE	FALSE
Ncald	chr15	FALSE	FALSE
Ncam1	chr9	TRUE	TRUE
Ncam2	chr16	FALSE	FALSE
Ncan	chr8	FALSE	FALSE
Ncapd2	chr6	FALSE	TRUE
Ncapd3	chr9	FALSE	FALSE
Ncapg	chr5	FALSE	FALSE
Ncapg2	chr12	FALSE	FALSE
Ncaph	chr2	TRUE	TRUE
Ncaph2	chr15	FALSE	FALSE
Ncbp1	chr4	FALSE	FALSE
Ncbp2	chr16	FALSE	FALSE
Ncbp3	chr11	FALSE	TRUE
Nccrp1	chr7	TRUE	TRUE
Ncdn	chr4	TRUE	TRUE
Nceh1	chr3	FALSE	FALSE
Ncf1	chr5	TRUE	TRUE
Ncf2	chr1	TRUE	FALSE
Ncf4	chr15	TRUE	FALSE
Nck1	chr9	TRUE	TRUE
Nck2	chr1	FALSE	FALSE
Nckap1	chr2	TRUE	TRUE
Nckap1l	chr15	TRUE	TRUE
Nckap5	chr1	FALSE	FALSE
Nckap5l	chr15	TRUE	TRUE
Nckipsd	chr9	FALSE	FALSE
Ncl	chr1	TRUE	FALSE
Ncln	chr10	FALSE	FALSE
Ncmap	chr4	TRUE	FALSE
Ncoa1	chr12	TRUE	TRUE
Ncoa2	chr1	TRUE	TRUE
Ncoa3	chr2	TRUE	TRUE
Ncoa4	chr14	FALSE	FALSE
Ncoa5	chr2	TRUE	TRUE
Ncoa6	chr2	TRUE	TRUE
Ncoa7	chr10	FALSE	TRUE
Ncor1	chr11	FALSE	TRUE
Ncor2	chr5	TRUE	TRUE
Ncr1	chr7	FALSE	FALSE
Ncs1	chr2	TRUE	FALSE
Ncstn	chr1	FALSE	FALSE
Ndc1	chr4	TRUE	TRUE
Ndc80	chr17	FALSE	FALSE
Nde1	chr16	FALSE	FALSE
Ndel1	chr11	FALSE	FALSE
Ndfip1	chr18	FALSE	FALSE
Ndfip2	chr14	TRUE	TRUE
Ndnf	chr6	FALSE	FALSE
Ndor1	chr2	FALSE	FALSE
Ndp	chrX	FALSE	FALSE
Ndrg1	chr15	TRUE	TRUE
Ndrg2	chr14	TRUE	FALSE
Ndrg3	chr2	TRUE	TRUE
Ndrg4	chr8	FALSE	FALSE
Ndst1	chr18	TRUE	TRUE
Ndst2	chr14	TRUE	FALSE
Ndst3	chr3	FALSE	TRUE
Ndst4	chr3	FALSE	TRUE
Ndufa1	chrX	FALSE	FALSE
Ndufa10	chr1	FALSE	FALSE
Ndufa11	chr17	TRUE	FALSE
Ndufa12	chr10	FALSE	FALSE
Ndufa13	chr8	FALSE	FALSE
Ndufa2	chr18	FALSE	FALSE
Ndufa3	chr7	FALSE	FALSE
Ndufa4	chr6	FALSE	FALSE
Ndufa4l2	chr10	FALSE	FALSE
Ndufa5	chr6	FALSE	FALSE
Ndufa6	chr15	FALSE	FALSE
Ndufa7	chr17	FALSE	FALSE
Ndufa8	chr2	FALSE	FALSE
Ndufa9	chr6	FALSE	FALSE
Ndufab1	chr7	FALSE	FALSE
Ndufaf1	chr2	FALSE	FALSE
Ndufaf2	chr13	FALSE	TRUE
Ndufaf3	chr9	FALSE	FALSE
Ndufaf4	chr4	FALSE	FALSE
Ndufaf5	chr2	FALSE	FALSE
Ndufaf6	chr4	FALSE	FALSE
Ndufaf7	chr17	FALSE	FALSE
Ndufaf8	chr11	FALSE	FALSE
Ndufb1-ps	chr12	FALSE	FALSE
Ndufb10	chr17	FALSE	FALSE
Ndufb11	chrX	TRUE	FALSE
Ndufb2	chr6	TRUE	FALSE
Ndufb3	chr1	TRUE	FALSE
Ndufb4	chr16	FALSE	FALSE
Ndufb5	chr3	FALSE	FALSE
Ndufb6	chr4	FALSE	FALSE
Ndufb7	chr8	FALSE	FALSE
Ndufb8	chr19	TRUE	FALSE
Ndufb9	chr15	TRUE	FALSE
Ndufc1	chr3	TRUE	TRUE
Ndufc2	chr7	TRUE	FALSE
Ndufs1	chr1	FALSE	FALSE
Ndufs2	chr1	FALSE	FALSE
Ndufs3	chr2	FALSE	FALSE
Ndufs4	chr13	TRUE	TRUE
Ndufs5	chr4	FALSE	FALSE
Ndufs6	chr13	TRUE	FALSE
Ndufs7	chr10	FALSE	FALSE
Ndufs8	chr19	FALSE	FALSE
Ndufv1	chr19	FALSE	FALSE
Ndufv2	chr17	FALSE	FALSE
Ndufv3	chr17	FALSE	FALSE
Neb	chr2	FALSE	FALSE
Nebl	chr2	FALSE	FALSE
Necab1	chr4	FALSE	TRUE
Necab2	chr8	FALSE	FALSE
Necab3	chr2	FALSE	FALSE
Necap1	chr6	TRUE	FALSE
Necap2	chr4	TRUE	FALSE
Nectin1	chr9	TRUE	TRUE
Nectin2	chr7	FALSE	FALSE
Nectin3	chr16	FALSE	FALSE
Nectin4	chr1	FALSE	FALSE
Nedd1	chr10	FALSE	FALSE
Nedd4	chr9	TRUE	TRUE
Nedd4l	chr18	TRUE	TRUE
Nedd8	chr14	TRUE	FALSE
Nedd9	chr13	FALSE	TRUE
Nefh	chr11	TRUE	FALSE
Nefl	chr14	TRUE	FALSE
Nefm	chr14	TRUE	TRUE
Negr1	chr3	FALSE	TRUE
Neil1	chr9	TRUE	FALSE
Neil2	chr14	TRUE	FALSE
Neil3	chr8	FALSE	FALSE
Nek1	chr8	FALSE	TRUE
Nek10	chr14	FALSE	FALSE
Nek11	chr9	FALSE	TRUE
Nek2	chr1	FALSE	FALSE
Nek3	chr8	FALSE	FALSE
Nek4	chr14	FALSE	FALSE
Nek5	chr8	FALSE	TRUE
Nek6	chr2	FALSE	FALSE
Nek7	chr1	TRUE	TRUE
Nek8	chr11	TRUE	FALSE
Nek9	chr12	TRUE	TRUE
Nelfa	chr5	FALSE	FALSE
Nelfb	chr2	FALSE	FALSE
Nelfcd	chr2	FALSE	FALSE
Nelfe	chr17	FALSE	FALSE
Nell1	chr7	FALSE	FALSE
Nell2	chr15	FALSE	TRUE
Nemf	chr12	FALSE	FALSE
Nemp1	chr10	FALSE	FALSE
Nemp2	chr1	FALSE	FALSE
Nenf	chr1	FALSE	FALSE
Neo1	chr9	TRUE	TRUE
Nepn	chr10	FALSE	FALSE
Nepro	chr16	TRUE	FALSE
Nes	chr3	TRUE	FALSE
Net1	chr13	TRUE	FALSE
Neto1	chr18	FALSE	FALSE
Neto2	chr8	FALSE	TRUE
Neu1	chr17	TRUE	FALSE
Neu2	chr1	FALSE	FALSE
Neu3	chr7	FALSE	FALSE
Neu4	chr1	TRUE	FALSE
Neurl1a	chr19	TRUE	TRUE
Neurl1b	chr17	TRUE	TRUE
Neurl2	chr2	FALSE	FALSE
Neurl3	chr1	FALSE	FALSE
Neurl4	chr11	FALSE	FALSE
Neurod1	chr2	FALSE	FALSE
Neurod2	chr11	FALSE	FALSE
Neurod4	chr10	FALSE	FALSE
Neurod6	chr6	TRUE	TRUE
Neurog2	chr3	FALSE	FALSE
Nexmif	chrX	FALSE	TRUE
Nexn	chr3	TRUE	FALSE
Nf1	chr11	TRUE	TRUE
Nf2	chr11	TRUE	TRUE
Nfam1	chr15	TRUE	TRUE
Nfasc	chr1	TRUE	TRUE
Nfat5	chr8	FALSE	FALSE
Nfatc1	chr18	TRUE	TRUE
Nfatc2	chr2	TRUE	TRUE
Nfatc2ip	chr7	FALSE	FALSE
Nfatc3	chr8	FALSE	TRUE
Nfatc4	chr14	TRUE	FALSE
Nfe2	chr15	FALSE	FALSE
Nfe2l1	chr11	FALSE	FALSE
Nfe2l2	chr2	TRUE	TRUE
Nfe2l3	chr6	TRUE	TRUE
Nfia	chr4	FALSE	FALSE
Nfib	chr4	FALSE	FALSE
Nfic	chr10	FALSE	FALSE
Nfil3	chr13	FALSE	FALSE
Nfix	chr8	TRUE	TRUE
Nfkb1	chr3	FALSE	FALSE
Nfkb2	chr19	FALSE	FALSE
Nfkbia	chr12	TRUE	FALSE
Nfkbib	chr7	TRUE	FALSE
Nfkbid	chr7	FALSE	FALSE
Nfkbie	chr17	FALSE	FALSE
Nfkbil1	chr17	FALSE	FALSE
Nfkbiz	chr16	FALSE	FALSE
Nfrkb	chr9	FALSE	FALSE
Nfs1	chr2	TRUE	FALSE
Nfu1	chr6	FALSE	FALSE
Nfx1	chr4	FALSE	FALSE
Nfxl1	chr5	FALSE	FALSE
Nfya	chr17	FALSE	FALSE
Nfyb	chr10	TRUE	FALSE
Nfyc	chr4	FALSE	FALSE
Ngb	chr12	FALSE	FALSE
Ngdn	chr14	TRUE	FALSE
Ngef	chr1	TRUE	TRUE
Ngf	chr3	TRUE	TRUE
Ngfr	chr11	TRUE	FALSE
Ngly1	chr14	FALSE	FALSE
Ngp	chr9	FALSE	FALSE
Ngrn	chr7	FALSE	FALSE
Nhej1	chr1	TRUE	TRUE
Nhlh1	chr1	FALSE	FALSE
Nhlrc2	chr19	FALSE	FALSE
Nhlrc3	chr3	TRUE	FALSE
Nhlrc4	chr17	FALSE	FALSE
Nhp2	chr11	FALSE	FALSE
Nhs	chrX	TRUE	TRUE
Nhsl1	chr10	FALSE	FALSE
Nhsl2	chrX	FALSE	FALSE
Nicn1	chr9	FALSE	FALSE
Nid1	chr13	FALSE	TRUE
Nid2	chr14	FALSE	FALSE
Nif3l1	chr1	FALSE	FALSE
Nifk	chr1	FALSE	FALSE
Nim1k	chr13	TRUE	TRUE
Nin	chr12	TRUE	TRUE
Ninj1	chr13	FALSE	FALSE
Ninj2	chr6	TRUE	TRUE
Ninl	chr2	TRUE	TRUE
Nip7	chr8	TRUE	FALSE
Nipa1	chr7	FALSE	FALSE
Nipa2	chr7	FALSE	FALSE
Nipal1	chr5	TRUE	FALSE
Nipal2	chr15	FALSE	FALSE
Nipal3	chr4	FALSE	FALSE
Nipal4	chr11	TRUE	FALSE
Nipbl	chr15	FALSE	TRUE
Nipsnap1	chr11	FALSE	FALSE
Nipsnap2	chr5	FALSE	FALSE
Nipsnap3a	chr4	TRUE	FALSE
Nipsnap3b	chr4	TRUE	FALSE
Nisch	chr14	TRUE	TRUE
Nit1	chr1	TRUE	FALSE
Nit2	chr16	FALSE	FALSE
Nkain1	chr4	TRUE	FALSE
Nkain2	chr10	FALSE	TRUE
Nkain3	chr4	FALSE	FALSE
Nkain4	chr2	TRUE	TRUE
Nkap	chrX	TRUE	FALSE
Nkapd1	chr9	TRUE	FALSE
Nkd1	chr8	TRUE	TRUE
Nkd2	chr13	TRUE	TRUE
Nkg7	chr7	FALSE	FALSE
Nkiras1	chr14	FALSE	FALSE
Nkiras2	chr11	TRUE	FALSE
Nkpd1	chr7	FALSE	FALSE
Nkrf	chrX	TRUE	TRUE
Nktr	chr9	FALSE	FALSE
Nkx1-1	chr5	TRUE	FALSE
Nkx1-2	chr7	TRUE	FALSE
Nkx2-1	chr12	TRUE	FALSE
Nkx2-2	chr2	TRUE	FALSE
Nkx2-3	chr19	TRUE	FALSE
Nkx2-4	chr2	FALSE	FALSE
Nkx2-5	chr17	FALSE	FALSE
Nkx2-6	chr14	TRUE	FALSE
Nkx2-9	chr12	TRUE	FALSE
Nkx3-1	chr14	TRUE	FALSE
Nkx3-2	chr5	FALSE	FALSE
Nkx6-1	chr5	FALSE	FALSE
Nkx6-2	chr7	TRUE	FALSE
Nkx6-3	chr8	TRUE	FALSE
Nle1	chr11	TRUE	FALSE
Nlgn1	chr3	FALSE	TRUE
Nlgn2	chr11	TRUE	FALSE
Nlgn3	chrX	FALSE	FALSE
Nlk	chr11	TRUE	TRUE
Nln	chr13	TRUE	TRUE
Nlrc3	chr16	FALSE	FALSE
Nlrc4	chr17	FALSE	FALSE
Nlrc5	chr8	FALSE	FALSE
Nlrp10	chr7	TRUE	TRUE
Nlrp12	chr7	FALSE	FALSE
Nlrp14	chr7	FALSE	FALSE
Nlrp1a	chr11	FALSE	FALSE
Nlrp1b	chr11	FALSE	FALSE
Nlrp2	chr7	FALSE	FALSE
Nlrp3	chr11	TRUE	FALSE
Nlrp4a	chr7	FALSE	FALSE
Nlrp4b	chr7	TRUE	TRUE
Nlrp4c	chr7	FALSE	TRUE
Nlrp4e	chr7	FALSE	FALSE
Nlrp4f	chr13	FALSE	FALSE
Nlrp5	chr7	FALSE	FALSE
Nlrp6	chr7	TRUE	TRUE
Nlrp9a	chr7	TRUE	TRUE
Nlrp9b	chr7	FALSE	FALSE
Nlrp9c	chr7	FALSE	FALSE
Nlrx1	chr9	TRUE	FALSE
Nmb	chr7	FALSE	FALSE
Nmbr	chr10	FALSE	TRUE
Nmd3	chr3	FALSE	FALSE
Nme1	chr11	FALSE	FALSE
Nme2	chr11	FALSE	FALSE
Nme3	chr17	TRUE	FALSE
Nme4	chr17	TRUE	FALSE
Nme5	chr18	FALSE	FALSE
Nme6	chr9	FALSE	FALSE
Nme7	chr1	TRUE	TRUE
Nme8	chr13	FALSE	FALSE
Nme9	chr9	TRUE	FALSE
Nmi	chr2	FALSE	FALSE
Nmnat1	chr4	TRUE	FALSE
Nmnat2	chr1	FALSE	TRUE
Nmnat3	chr9	FALSE	FALSE
Nmral1	chr16	FALSE	FALSE
Nmrk1	chr19	FALSE	FALSE
Nmrk2	chr10	TRUE	TRUE
Nms	chr1	FALSE	FALSE
Nmt1	chr11	FALSE	FALSE
Nmt2	chr2	FALSE	FALSE
Nmu	chr5	FALSE	FALSE
Nmur1	chr1	FALSE	FALSE
Nmur2	chr11	FALSE	FALSE
Nnat	chr2	FALSE	FALSE
Nnmt	chr9	FALSE	FALSE
Nnt	chr13	FALSE	TRUE
Noa1	chr5	TRUE	FALSE
Nob1	chr8	FALSE	FALSE
Nobox	chr6	TRUE	FALSE
Noc2l	chr4	TRUE	FALSE
Noc3l	chr19	FALSE	FALSE
Noc4l	chr5	TRUE	FALSE
Noct	chr3	TRUE	TRUE
Nod1	chr6	TRUE	FALSE
Nod2	chr8	TRUE	FALSE
Nodal	chr10	FALSE	FALSE
Nol10	chr12	FALSE	TRUE
Nol11	chr11	FALSE	FALSE
Nol12	chr15	FALSE	FALSE
Nol3	chr8	TRUE	FALSE
Nol4	chr18	FALSE	FALSE
Nol4l	chr2	FALSE	FALSE
Nol6	chr4	TRUE	FALSE
Nol7	chr13	FALSE	FALSE
Nol8	chr13	FALSE	FALSE
Nol9	chr4	FALSE	FALSE
Nolc1	chr19	FALSE	FALSE
Nom1	chr5	FALSE	FALSE
Nomo1	chr7	TRUE	TRUE
Nono	chrX	FALSE	FALSE
Nop10	chr2	FALSE	FALSE
Nop14	chr5	FALSE	FALSE
Nop16	chr13	FALSE	FALSE
Nop2	chr6	FALSE	FALSE
Nop53	chr7	FALSE	FALSE
Nop56	chr2	TRUE	FALSE
Nop58	chr1	FALSE	FALSE
Nop9	chr14	FALSE	FALSE
Nos1	chr5	TRUE	TRUE
Nos1ap	chr1	FALSE	FALSE
Nos2	chr11	TRUE	TRUE
Nos3	chr5	TRUE	FALSE
Nosip	chr7	FALSE	FALSE
Nostrin	chr2	TRUE	TRUE
Notch1	chr2	TRUE	TRUE
Notch2	chr3	FALSE	FALSE
Notch3	chr17	FALSE	FALSE
Notch4	chr17	TRUE	FALSE
Noto	chr6	TRUE	FALSE
Notum	chr11	TRUE	FALSE
Nova1	chr12	FALSE	FALSE
Nova2	chr7	TRUE	TRUE
Nox1	chrX	FALSE	TRUE
Nox3	chr17	FALSE	FALSE
Nox4	chr7	FALSE	TRUE
Noxa1	chr2	TRUE	FALSE
Noxo1	chr17	TRUE	FALSE
Noxred1	chr12	TRUE	FALSE
Npas1	chr7	FALSE	FALSE
Npas2	chr1	FALSE	TRUE
Npas3	chr12	FALSE	TRUE
Npas4	chr19	TRUE	FALSE
Npat	chr9	FALSE	TRUE
Npb	chr11	FALSE	FALSE
Npc1	chr18	FALSE	FALSE
Npc1l1	chr11	TRUE	TRUE
Npc2	chr12	FALSE	FALSE
Npcd	chr15	FALSE	FALSE
Npdc1	chr2	TRUE	TRUE
Npepl1	chr2	TRUE	FALSE
Npepps	chr11	TRUE	TRUE
Npff	chr15	TRUE	FALSE
Npffr1	chr10	TRUE	FALSE
Npffr2	chr5	FALSE	FALSE
Nphp1	chr2	FALSE	FALSE
Nphp3	chr9	FALSE	FALSE
Nphp4	chr4	TRUE	TRUE
Nphs1	chr7	TRUE	FALSE
Nphs2	chr1	FALSE	FALSE
Npl	chr1	TRUE	TRUE
Nploc4	chr11	FALSE	FALSE
Npm1	chr11	FALSE	FALSE
Npm2	chr14	FALSE	FALSE
Npm3	chr19	TRUE	FALSE
Npnt	chr3	FALSE	FALSE
Nppa	chr4	TRUE	TRUE
Nppb	chr4	FALSE	FALSE
Nppc	chr1	TRUE	FALSE
Npr1	chr3	TRUE	TRUE
Npr2	chr4	TRUE	FALSE
Npr3	chr15	FALSE	FALSE
Nprl2	chr9	FALSE	FALSE
Nprl3	chr11	FALSE	FALSE
Nps	chr7	FALSE	FALSE
Npsr1	chr9	FALSE	FALSE
Nptn	chr9	TRUE	TRUE
Nptx1	chr11	FALSE	FALSE
Nptx2	chr5	FALSE	FALSE
Nptxr	chr15	FALSE	FALSE
Npvf	chr6	FALSE	FALSE
Npw	chr17	FALSE	FALSE
Npy	chr6	TRUE	FALSE
Npy1r	chr8	FALSE	FALSE
Npy2r	chr3	TRUE	TRUE
Npy4r	chr14	TRUE	FALSE
Npy5r	chr8	FALSE	FALSE
Npy6r	chr18	FALSE	FALSE
Nqo1	chr8	FALSE	FALSE
Nqo2	chr13	FALSE	FALSE
Nr0b1	chrX	TRUE	FALSE
Nr0b2	chr4	FALSE	FALSE
Nr1d1	chr11	TRUE	FALSE
Nr1d2	chr14	FALSE	TRUE
Nr1h2	chr7	FALSE	FALSE
Nr1h3	chr2	FALSE	FALSE
Nr1h4	chr10	TRUE	TRUE
Nr1h5	chr3	FALSE	FALSE
Nr1i2	chr16	FALSE	FALSE
Nr1i3	chr1	FALSE	FALSE
Nr2c1	chr10	FALSE	FALSE
Nr2c2	chr6	TRUE	TRUE
Nr2c2ap	chr8	TRUE	FALSE
Nr2e1	chr10	FALSE	FALSE
Nr2e3	chr9	TRUE	FALSE
Nr2f1	chr13	FALSE	FALSE
Nr2f2	chr7	FALSE	FALSE
Nr2f6	chr8	TRUE	FALSE
Nr3c1	chr18	FALSE	FALSE
Nr3c2	chr8	TRUE	TRUE
Nr4a1	chr15	FALSE	FALSE
Nr4a2	chr2	FALSE	FALSE
Nr4a3	chr4	TRUE	TRUE
Nr5a1	chr2	FALSE	FALSE
Nr5a2	chr1	FALSE	FALSE
Nr6a1	chr2	TRUE	TRUE
Nradd	chr9	FALSE	FALSE
Nrap	chr19	FALSE	FALSE
Nras	chr3	TRUE	FALSE
Nrbf2	chr10	FALSE	FALSE
Nrbp1	chr5	TRUE	FALSE
Nrbp2	chr15	TRUE	FALSE
Nrcam	chr12	TRUE	TRUE
Nrd1	chr4	FALSE	TRUE
Nrde2	chr12	TRUE	FALSE
Nrep	chr18	FALSE	FALSE
Nrf1	chr6	TRUE	TRUE
Nrg1	chr8	FALSE	FALSE
Nrg2	chr18	TRUE	TRUE
Nrg3	chr14	FALSE	FALSE
Nrg4	chr9	FALSE	FALSE
Nrgn	chr9	FALSE	FALSE
Nrip1	chr16	FALSE	FALSE
Nrip2	chr6	TRUE	FALSE
Nrip3	chr7	TRUE	TRUE
Nrk	chrX	FALSE	FALSE
Nrl	chr14	FALSE	FALSE
Nrm	chr17	TRUE	FALSE
Nrn1	chr13	FALSE	FALSE
Nrn1l	chr8	TRUE	FALSE
Nrp1	chr8	FALSE	FALSE
Nrp2	chr1	TRUE	TRUE
Nrros	chr16	FALSE	FALSE
Nrsn1	chr13	FALSE	FALSE
Nrsn2	chr2	FALSE	FALSE
Nrtn	chr17	FALSE	FALSE
Nrxn1	chr17	TRUE	TRUE
Nrxn2	chr19	TRUE	TRUE
Nrxn3	chr12	FALSE	FALSE
Nsa2	chr13	FALSE	FALSE
Nsd1	chr13	FALSE	TRUE
Nsd2	chr5	TRUE	TRUE
Nsd3	chr8	TRUE	TRUE
Nsdhl	chrX	FALSE	FALSE
Nsf	chr11	TRUE	TRUE
Nsfl1c	chr2	FALSE	FALSE
Nsg1	chr5	FALSE	FALSE
Nsg2	chr11	TRUE	FALSE
Nsl1	chr1	FALSE	FALSE
Nsmaf	chr4	FALSE	FALSE
Nsmce1	chr7	FALSE	FALSE
Nsmce2	chr15	FALSE	TRUE
Nsmce4a	chr7	FALSE	FALSE
Nsmf	chr2	TRUE	TRUE
Nsrp1	chr11	FALSE	FALSE
Nsun2	chr13	FALSE	TRUE
Nsun3	chr16	FALSE	TRUE
Nsun4	chr4	FALSE	FALSE
Nsun5	chr5	TRUE	FALSE
Nsun6	chr2	FALSE	FALSE
Nsun7	chr5	FALSE	FALSE
Nt5c	chr11	TRUE	FALSE
Nt5c1a	chr4	FALSE	FALSE
Nt5c1b	chr12	FALSE	FALSE
Nt5c2	chr19	TRUE	TRUE
Nt5c3	chr6	TRUE	TRUE
Nt5c3b	chr11	TRUE	TRUE
Nt5dc1	chr10	FALSE	FALSE
Nt5dc2	chr14	TRUE	FALSE
Nt5dc3	chr10	FALSE	FALSE
Nt5e	chr9	TRUE	TRUE
Nt5el	chr13	FALSE	FALSE
Nt5m	chr11	TRUE	TRUE
Ntan1	chr16	FALSE	FALSE
Ntf3	chr6	FALSE	FALSE
Ntf5	chr7	FALSE	FALSE
Nthl1	chr17	TRUE	FALSE
Ntm	chr9	FALSE	FALSE
Ntmt1	chr2	TRUE	FALSE
Ntn1	chr11	FALSE	TRUE
Ntn3	chr17	TRUE	FALSE
Ntn4	chr10	FALSE	FALSE
Ntn5	chr7	TRUE	FALSE
Ntng1	chr3	FALSE	FALSE
Ntng2	chr2	TRUE	TRUE
Ntpcr	chr8	FALSE	FALSE
Ntrk1	chr3	TRUE	FALSE
Ntrk2	chr13	TRUE	TRUE
Ntrk3	chr7	TRUE	TRUE
Nts	chr10	FALSE	FALSE
Ntsr1	chr2	TRUE	TRUE
Ntsr2	chr12	TRUE	FALSE
Nuak1	chr10	TRUE	TRUE
Nuak2	chr1	TRUE	FALSE
Nub1	chr5	FALSE	FALSE
Nubp1	chr16	TRUE	FALSE
Nubp2	chr17	TRUE	FALSE
Nubpl	chr12	FALSE	TRUE
Nucb1	chr7	TRUE	FALSE
Nucb2	chr7	FALSE	FALSE
Nucks1	chr1	FALSE	FALSE
Nudc	chr4	FALSE	FALSE
Nudcd1	chr15	FALSE	FALSE
Nudcd2	chr11	TRUE	FALSE
Nudcd3	chr11	FALSE	FALSE
Nudt1	chr5	FALSE	FALSE
Nudt10	chrX	TRUE	FALSE
Nudt11	chrX	TRUE	FALSE
Nudt12	chr17	TRUE	FALSE
Nudt13	chr14	FALSE	FALSE
Nudt14	chr12	TRUE	TRUE
Nudt15	chr14	FALSE	FALSE
Nudt16	chr9	TRUE	FALSE
Nudt16l1	chr16	TRUE	FALSE
Nudt16l2	chr9	FALSE	FALSE
Nudt17	chr3	TRUE	FALSE
Nudt18	chr14	TRUE	TRUE
Nudt19	chr7	FALSE	FALSE
Nudt2	chr4	TRUE	TRUE
Nudt21	chr8	FALSE	FALSE
Nudt22	chr19	FALSE	FALSE
Nudt3	chr17	TRUE	TRUE
Nudt4	chr10	TRUE	FALSE
Nudt5	chr2	FALSE	FALSE
Nudt6	chr3	FALSE	FALSE
Nudt7	chr8	FALSE	FALSE
Nudt8	chr19	FALSE	FALSE
Nudt9	chr5	FALSE	FALSE
Nuf2	chr1	FALSE	FALSE
Nufip1	chr14	FALSE	FALSE
Nufip2	chr11	TRUE	TRUE
Nuggc	chr14	FALSE	FALSE
Numa1	chr7	TRUE	TRUE
Numb	chr12	FALSE	FALSE
Numbl	chr7	TRUE	TRUE
Nup107	chr10	FALSE	FALSE
Nup133	chr8	FALSE	FALSE
Nup153	chr13	FALSE	FALSE
Nup155	chr15	TRUE	TRUE
Nup160	chr2	FALSE	FALSE
Nup188	chr2	TRUE	TRUE
Nup205	chr6	FALSE	TRUE
Nup210	chr6	FALSE	TRUE
Nup210l	chr3	FALSE	FALSE
Nup214	chr2	TRUE	TRUE
Nup35	chr2	FALSE	FALSE
Nup37	chr10	FALSE	FALSE
Nup43	chr10	FALSE	FALSE
Nup50	chr15	FALSE	FALSE
Nup54	chr5	FALSE	FALSE
Nup62	chr7	FALSE	FALSE
Nup62cl	chrX	FALSE	FALSE
Nup85	chr11	FALSE	FALSE
Nup88	chr11	FALSE	FALSE
Nup93	chr8	TRUE	TRUE
Nup98	chr7	TRUE	TRUE
Nupl1	chr14	FALSE	TRUE
Nupl2	chr5	FALSE	FALSE
Nupr1	chr7	FALSE	FALSE
Nupr1l	chr5	FALSE	FALSE
Nus1	chr10	FALSE	FALSE
Nusap1	chr2	FALSE	FALSE
Nutf2	chr8	FALSE	FALSE
Nutm1	chr2	TRUE	FALSE
Nutm2	chr13	FALSE	FALSE
Nvl	chr1	FALSE	FALSE
Nwd1	chr8	TRUE	TRUE
Nwd2	chr5	TRUE	TRUE
Nxf1	chr19	FALSE	FALSE
Nxf2	chrX	TRUE	TRUE
Nxf3	chrX	TRUE	FALSE
Nxf7	chrX	FALSE	FALSE
Nxn	chr11	FALSE	FALSE
Nxnl1	chr8	TRUE	FALSE
Nxnl2	chr13	FALSE	FALSE
Nxpe2	chr9	TRUE	TRUE
Nxpe3	chr16	TRUE	TRUE
Nxpe4	chr9	TRUE	TRUE
Nxpe5	chr5	FALSE	FALSE
Nxph1	chr6	FALSE	FALSE
Nxph2	chr2	FALSE	FALSE
