gene_name	chr	intron_has_enhancer	gene_mch_sig
Mtrf1	chr14	FALSE	TRUE
Mtrf1l	chr10	FALSE	FALSE
Mtrr	chr13	FALSE	FALSE
Mtss1	chr15	TRUE	TRUE
Mtss2	chr8	FALSE	FALSE
Mttp	chr3	TRUE	FALSE
Mturn	chr6	FALSE	FALSE
Mtus1	chr8	TRUE	TRUE
Mtus2	chr5	TRUE	TRUE
Mtx1	chr3	FALSE	FALSE
Mtx2	chr2	TRUE	TRUE
Mtx3	chr13	FALSE	FALSE
Muc1	chr3	FALSE	FALSE
Muc13	chr16	FALSE	FALSE
Muc15	chr2	TRUE	TRUE
Muc16	chr9	FALSE	TRUE
Muc19	chr15	FALSE	FALSE
Muc2	chr7	FALSE	TRUE
Muc20	chr16	FALSE	FALSE
Muc3	chr5	FALSE	FALSE
Muc3a	chr5	FALSE	FALSE
Muc4	chr16	FALSE	FALSE
Muc5ac	chr7	FALSE	TRUE
Muc5b	chr7	FALSE	FALSE
Muc6	chr7	FALSE	FALSE
Mucl1	chr15	FALSE	FALSE
Mucl2	chr15	FALSE	FALSE
Mucl3	chr17	FALSE	FALSE
Mug1	chr6	FALSE	FALSE
Mug2	chr6	FALSE	TRUE
Mul1	chr4	FALSE	FALSE
Mup10	chr4	FALSE	FALSE
Mup11	chr4	FALSE	FALSE
Mup12	chr4	FALSE	FALSE
Mup13	chr4	FALSE	FALSE
Mup14	chr4	FALSE	FALSE
Mup15	chr4	FALSE	FALSE
Mup16	chr4	FALSE	FALSE
Mup17	chr4	FALSE	FALSE
Mup18	chr4	FALSE	FALSE
Mup19	chr4	FALSE	FALSE
Mup2	chr4	FALSE	FALSE
Mup20	chr4	FALSE	FALSE
Mup21	chr4	FALSE	FALSE
Mup3	chr4	FALSE	FALSE
Mup4	chr4	FALSE	FALSE
Mup5	chr4	FALSE	FALSE
Mup6	chr4	FALSE	TRUE
Mup7	chr4	FALSE	FALSE
Mup8	chr4	FALSE	FALSE
Mup9	chr4	FALSE	FALSE
Mus81	chr19	FALSE	FALSE
Musk	chr4	FALSE	FALSE
Mustn1	chr14	FALSE	FALSE
Mutyh	chr4	FALSE	FALSE
Mvb12a	chr8	FALSE	FALSE
Mvb12b	chr2	TRUE	TRUE
Mvd	chr8	TRUE	FALSE
Mvk	chr5	FALSE	TRUE
Mvp	chr7	FALSE	FALSE
Mxd1	chr6	FALSE	FALSE
Mxd3	chr13	FALSE	FALSE
Mxd4	chr5	FALSE	FALSE
Mxi1	chr19	FALSE	TRUE
Mxra7	chr11	FALSE	FALSE
Mxra8	chr4	FALSE	FALSE
Myadm	chr7	FALSE	FALSE
Myb	chr10	FALSE	FALSE
Mybbp1a	chr11	FALSE	FALSE
Mybl1	chr1	FALSE	FALSE
Mybl2	chr2	FALSE	FALSE
Mybpc1	chr10	FALSE	FALSE
Mybpc2	chr7	FALSE	TRUE
Mybpc3	chr2	TRUE	FALSE
Mybph	chr1	TRUE	FALSE
Mybphl	chr3	FALSE	FALSE
Myc	chr15	FALSE	FALSE
Mycbp	chr4	FALSE	FALSE
Mycbp2	chr14	TRUE	TRUE
Mycbpap	chr11	FALSE	FALSE
Mycl	chr4	FALSE	FALSE
Mycn	chr12	FALSE	FALSE
Myct1	chr10	FALSE	FALSE
Myd88	chr9	FALSE	FALSE
Mydgf	chr17	FALSE	FALSE
Myef2	chr2	TRUE	FALSE
Myf5	chr10	FALSE	FALSE
Myf6	chr10	FALSE	FALSE
Myg1	chr15	FALSE	FALSE
Myh1	chr11	FALSE	FALSE
Myh10	chr11	FALSE	TRUE
Myh11	chr16	FALSE	TRUE
Myh13	chr11	FALSE	TRUE
Myh14	chr7	FALSE	FALSE
Myh15	chr16	TRUE	TRUE
Myh2	chr11	FALSE	FALSE
Myh3	chr11	FALSE	FALSE
Myh4	chr11	FALSE	FALSE
Myh6	chr14	FALSE	FALSE
Myh7	chr14	FALSE	TRUE
Myh7b	chr2	FALSE	TRUE
Myh8	chr11	FALSE	FALSE
Myh9	chr15	TRUE	TRUE
Myl1	chr1	FALSE	FALSE
Myl10	chr5	FALSE	FALSE
Myl12a	chr17	FALSE	FALSE
Myl12b	chr17	FALSE	FALSE
Myl2	chr5	FALSE	FALSE
Myl3	chr9	FALSE	FALSE
Myl4	chr11	FALSE	TRUE
Myl6	chr10	FALSE	FALSE
Myl6b	chr10	FALSE	FALSE
Myl7	chr11	FALSE	FALSE
Myl9	chr2	FALSE	FALSE
Mylip	chr13	FALSE	FALSE
Mylk	chr16	FALSE	TRUE
Mylk2	chr2	FALSE	TRUE
Mylk3	chr8	FALSE	FALSE
Mylk4	chr13	FALSE	FALSE
Mylpf	chr7	FALSE	FALSE
Mymk	chr2	FALSE	FALSE
Mymx	chr17	FALSE	FALSE
Mynn	chr3	FALSE	FALSE
Myo10	chr15	TRUE	TRUE
Myo15	chr11	FALSE	FALSE
Myo15b	chr11	FALSE	TRUE
Myo16	chr8	TRUE	TRUE
Myo18a	chr11	TRUE	TRUE
Myo18b	chr5	TRUE	TRUE
Myo19	chr11	FALSE	TRUE
Myo1a	chr10	FALSE	TRUE
Myo1b	chr1	FALSE	TRUE
Myo1c	chr11	FALSE	TRUE
Myo1d	chr11	TRUE	FALSE
Myo1e	chr9	FALSE	TRUE
Myo1f	chr17	FALSE	TRUE
Myo1g	chr11	FALSE	FALSE
Myo1h	chr5	FALSE	FALSE
Myo3a	chr2	FALSE	TRUE
Myo3b	chr2	FALSE	TRUE
Myo5a	chr9	TRUE	TRUE
Myo5b	chr18	FALSE	TRUE
Myo5c	chr9	TRUE	TRUE
Myo6	chr9	TRUE	TRUE
Myo7a	chr7	TRUE	TRUE
Myo7b	chr18	FALSE	FALSE
Myo9a	chr9	FALSE	TRUE
Myo9b	chr8	TRUE	FALSE
Myoc	chr1	TRUE	FALSE
Myocd	chr11	FALSE	FALSE
Myocos	chr1	FALSE	FALSE
Myod1	chr7	FALSE	FALSE
Myof	chr19	TRUE	TRUE
Myog	chr1	FALSE	FALSE
Myom1	chr17	TRUE	FALSE
Myom2	chr8	TRUE	TRUE
Myom3	chr4	FALSE	TRUE
Myorg	chr4	FALSE	FALSE
Myot	chr18	FALSE	FALSE
Myoz1	chr14	FALSE	FALSE
Myoz2	chr3	FALSE	FALSE
Myoz3	chr18	FALSE	FALSE
Mypn	chr10	FALSE	TRUE
Mypop	chr7	FALSE	FALSE
Myrf	chr19	FALSE	FALSE
Myrfl	chr10	TRUE	TRUE
Myrip	chr9	TRUE	TRUE
Mysm1	chr4	FALSE	FALSE
Myt1	chr2	TRUE	FALSE
Myt1l	chr12	TRUE	TRUE
Myzap	chr9	FALSE	TRUE
Mzb1	chr18	FALSE	FALSE
Mzf1	chr7	FALSE	FALSE
Mzt1	chr14	FALSE	TRUE
Mzt2	chr16	FALSE	FALSE
N4bp1	chr8	TRUE	TRUE
N4bp2	chr5	FALSE	TRUE
N4bp2l1	chr5	TRUE	TRUE
N4bp2l2	chr5	FALSE	TRUE
N4bp3	chr11	FALSE	FALSE
N6amt1	chr16	FALSE	FALSE
Naa10	chrX	FALSE	FALSE
Naa11	chr5	FALSE	FALSE
Naa15	chr3	FALSE	TRUE
Naa16	chr14	FALSE	FALSE
Naa20	chr2	FALSE	FALSE
Naa25	chr5	FALSE	FALSE
Naa30	chr14	FALSE	FALSE
Naa35	chr13	FALSE	FALSE
Naa38	chr11	FALSE	FALSE
Naa40	chr19	FALSE	FALSE
Naa50	chr16	FALSE	TRUE
Naa60	chr16	FALSE	TRUE
Naa80	chr9	FALSE	FALSE
Naaa	chr5	FALSE	FALSE
Naalad2	chr9	FALSE	TRUE
Naaladl1	chr19	FALSE	FALSE
Naaladl2	chr3	TRUE	FALSE
Nab1	chr1	TRUE	FALSE
Nab2	chr10	FALSE	FALSE
Nabp1	chr1	TRUE	TRUE
Nabp2	chr10	FALSE	FALSE
Naca	chr10	FALSE	FALSE
Nacad	chr11	TRUE	FALSE
Nacc1	chr8	FALSE	FALSE
Nacc2	chr2	TRUE	TRUE
Nadk	chr4	FALSE	TRUE
Nadk2	chr15	TRUE	TRUE
Nadsyn1	chr7	FALSE	FALSE
Nae1	chr8	TRUE	FALSE
Naf1	chr8	FALSE	FALSE
Naga	chr15	FALSE	FALSE
Nagk	chr6	FALSE	FALSE
Naglu	chr11	FALSE	FALSE
Nagpa	chr16	FALSE	FALSE
Nags	chr11	FALSE	FALSE
Naif1	chr2	FALSE	FALSE
Naip1	chr13	FALSE	TRUE
Naip2	chr13	FALSE	FALSE
Naip5	chr13	FALSE	TRUE
Naip6	chr13	FALSE	FALSE
Nalcn	chr14	TRUE	TRUE
Nampt	chr12	TRUE	FALSE
Nanog	chr6	FALSE	FALSE
Nanos3	chr8	TRUE	TRUE
Nanp	chr2	FALSE	FALSE
Nans	chr4	FALSE	FALSE
Nap1l1	chr10	FALSE	FALSE
Nap1l4	chr7	FALSE	TRUE
Napa	chr7	FALSE	TRUE
Napb	chr2	TRUE	FALSE
Napepld	chr5	FALSE	FALSE
Napg	chr18	FALSE	FALSE
Naprt	chr15	FALSE	FALSE
Napsa	chr7	FALSE	FALSE
Narf	chr11	FALSE	TRUE
Nars	chr18	FALSE	FALSE
Nars2	chr7	FALSE	TRUE
Nasp	chr4	FALSE	FALSE
Nat1	chr8	FALSE	FALSE
Nat10	chr2	FALSE	FALSE
Nat14	chr7	FALSE	FALSE
Nat2	chr8	FALSE	FALSE
Nat3	chr8	FALSE	FALSE
Nat8	chr6	FALSE	FALSE
Nat8f1	chr6	FALSE	FALSE
Nat8f2	chr6	FALSE	FALSE
Nat8f3	chr6	TRUE	FALSE
Nat8f4	chr6	FALSE	FALSE
Nat8f5	chr6	FALSE	FALSE
Nat8f6	chr6	FALSE	TRUE
Nat8f7	chr6	FALSE	FALSE
Nat8l	chr5	FALSE	FALSE
Nat9	chr11	FALSE	FALSE
Natd1	chr11	FALSE	FALSE
Nav1	chr1	TRUE	TRUE
Nav2	chr7	TRUE	TRUE
Nav3	chr10	TRUE	TRUE
Naxd	chr8	FALSE	FALSE
Naxe	chr3	FALSE	FALSE
Nbas	chr12	TRUE	TRUE
Nbdy	chrX	FALSE	FALSE
Nbea	chr3	TRUE	TRUE
Nbeal1	chr1	FALSE	TRUE
Nbeal2	chr9	FALSE	FALSE
Nbl1	chr4	FALSE	FALSE
Nbn	chr4	TRUE	FALSE
Nbr1	chr11	FALSE	FALSE
Ncald	chr15	TRUE	TRUE
Ncam1	chr9	TRUE	TRUE
Ncam2	chr16	TRUE	FALSE
Ncan	chr8	FALSE	FALSE
Ncapd2	chr6	FALSE	TRUE
Ncapd3	chr9	FALSE	FALSE
Ncapg	chr5	FALSE	FALSE
Ncapg2	chr12	FALSE	FALSE
Ncaph	chr2	FALSE	TRUE
Ncaph2	chr15	TRUE	FALSE
Ncbp1	chr4	FALSE	FALSE
Ncbp2	chr16	FALSE	FALSE
Ncbp3	chr11	FALSE	TRUE
Nccrp1	chr7	FALSE	TRUE
Ncdn	chr4	FALSE	TRUE
Nceh1	chr3	TRUE	FALSE
Ncf1	chr5	FALSE	TRUE
Ncf2	chr1	FALSE	FALSE
Ncf4	chr15	FALSE	FALSE
Nck1	chr9	FALSE	TRUE
Nck2	chr1	TRUE	FALSE
Nckap1	chr2	TRUE	TRUE
Nckap1l	chr15	FALSE	TRUE
Nckap5	chr1	TRUE	TRUE
Nckap5l	chr15	TRUE	TRUE
Nckipsd	chr9	FALSE	FALSE
Ncl	chr1	FALSE	FALSE
Ncln	chr10	FALSE	FALSE
Ncmap	chr4	FALSE	FALSE
Ncoa1	chr12	TRUE	TRUE
Ncoa2	chr1	TRUE	TRUE
Ncoa3	chr2	FALSE	TRUE
Ncoa4	chr14	FALSE	FALSE
Ncoa5	chr2	FALSE	TRUE
Ncoa6	chr2	FALSE	TRUE
Ncoa7	chr10	TRUE	TRUE
Ncor1	chr11	FALSE	TRUE
Ncor2	chr5	TRUE	TRUE
Ncr1	chr7	FALSE	FALSE
Ncs1	chr2	TRUE	FALSE
Ncstn	chr1	FALSE	FALSE
Ndc1	chr4	FALSE	TRUE
Ndc80	chr17	FALSE	FALSE
Nde1	chr16	FALSE	FALSE
Ndel1	chr11	FALSE	FALSE
Ndfip1	chr18	TRUE	FALSE
Ndfip2	chr14	TRUE	TRUE
Ndnf	chr6	FALSE	FALSE
Ndor1	chr2	FALSE	FALSE
Ndp	chrX	TRUE	TRUE
Ndrg1	chr15	FALSE	TRUE
Ndrg2	chr14	FALSE	FALSE
Ndrg3	chr2	TRUE	TRUE
Ndrg4	chr8	TRUE	FALSE
Ndst1	chr18	TRUE	TRUE
Ndst2	chr14	FALSE	FALSE
Ndst3	chr3	TRUE	TRUE
Ndst4	chr3	FALSE	TRUE
Ndufa1	chrX	FALSE	FALSE
Ndufa10	chr1	TRUE	FALSE
Ndufa11	chr17	FALSE	FALSE
Ndufa12	chr10	TRUE	FALSE
Ndufa13	chr8	FALSE	FALSE
Ndufa2	chr18	FALSE	FALSE
Ndufa3	chr7	FALSE	FALSE
Ndufa4	chr6	FALSE	FALSE
Ndufa4l2	chr10	FALSE	FALSE
Ndufa5	chr6	FALSE	FALSE
Ndufa6	chr15	FALSE	FALSE
Ndufa7	chr17	FALSE	FALSE
Ndufa8	chr2	FALSE	FALSE
Ndufa9	chr6	FALSE	FALSE
Ndufab1	chr7	FALSE	FALSE
Ndufaf1	chr2	FALSE	FALSE
Ndufaf2	chr13	TRUE	TRUE
Ndufaf3	chr9	FALSE	FALSE
Ndufaf4	chr4	FALSE	FALSE
Ndufaf5	chr2	FALSE	FALSE
Ndufaf6	chr4	FALSE	FALSE
Ndufaf7	chr17	FALSE	FALSE
Ndufaf8	chr11	FALSE	FALSE
Ndufb1-ps	chr12	FALSE	FALSE
Ndufb10	chr17	FALSE	FALSE
Ndufb11	chrX	FALSE	FALSE
Ndufb2	chr6	FALSE	FALSE
Ndufb3	chr1	FALSE	FALSE
Ndufb4	chr16	FALSE	FALSE
Ndufb5	chr3	TRUE	FALSE
Ndufb6	chr4	FALSE	FALSE
Ndufb7	chr8	FALSE	FALSE
Ndufb8	chr19	FALSE	FALSE
Ndufb9	chr15	FALSE	FALSE
Ndufc1	chr3	FALSE	TRUE
Ndufc2	chr7	FALSE	FALSE
Ndufs1	chr1	FALSE	FALSE
Ndufs2	chr1	FALSE	FALSE
Ndufs3	chr2	FALSE	FALSE
Ndufs4	chr13	TRUE	TRUE
Ndufs5	chr4	FALSE	FALSE
Ndufs6	chr13	FALSE	FALSE
Ndufs7	chr10	FALSE	FALSE
Ndufs8	chr19	FALSE	FALSE
Ndufv1	chr19	FALSE	FALSE
Ndufv2	chr17	FALSE	FALSE
Ndufv3	chr17	FALSE	FALSE
Neb	chr2	TRUE	TRUE
Nebl	chr2	TRUE	FALSE
Necab1	chr4	FALSE	TRUE
Necab2	chr8	FALSE	FALSE
Necab3	chr2	TRUE	FALSE
Necap1	chr6	FALSE	FALSE
Necap2	chr4	FALSE	FALSE
Nectin1	chr9	TRUE	TRUE
Nectin2	chr7	FALSE	FALSE
Nectin3	chr16	TRUE	FALSE
Nectin4	chr1	TRUE	FALSE
Nedd1	chr10	FALSE	FALSE
Nedd4	chr9	FALSE	TRUE
Nedd4l	chr18	TRUE	TRUE
Nedd8	chr14	FALSE	FALSE
Nedd9	chr13	FALSE	TRUE
Nefh	chr11	FALSE	FALSE
Nefl	chr14	FALSE	FALSE
Nefm	chr14	FALSE	TRUE
Negr1	chr3	TRUE	TRUE
Neil1	chr9	FALSE	FALSE
Neil2	chr14	FALSE	FALSE
Neil3	chr8	FALSE	FALSE
Nek1	chr8	FALSE	TRUE
Nek10	chr14	TRUE	TRUE
Nek11	chr9	FALSE	TRUE
Nek2	chr1	FALSE	FALSE
Nek3	chr8	FALSE	FALSE
Nek4	chr14	TRUE	FALSE
Nek5	chr8	FALSE	TRUE
Nek6	chr2	TRUE	FALSE
Nek7	chr1	FALSE	TRUE
Nek8	chr11	FALSE	FALSE
Nek9	chr12	FALSE	TRUE
Nelfa	chr5	FALSE	FALSE
Nelfb	chr2	FALSE	FALSE
Nelfcd	chr2	FALSE	FALSE
Nelfe	chr17	FALSE	FALSE
Nell1	chr7	FALSE	FALSE
Nell2	chr15	TRUE	TRUE
Nemf	chr12	FALSE	FALSE
Nemp1	chr10	FALSE	FALSE
Nemp2	chr1	TRUE	FALSE
Nenf	chr1	TRUE	FALSE
Neo1	chr9	TRUE	TRUE
Nepn	chr10	FALSE	FALSE
Nepro	chr16	FALSE	FALSE
Nes	chr3	FALSE	FALSE
Net1	chr13	FALSE	FALSE
Neto1	chr18	FALSE	FALSE
Neto2	chr8	FALSE	TRUE
Neu1	chr17	FALSE	FALSE
Neu2	chr1	TRUE	FALSE
Neu3	chr7	FALSE	FALSE
Neu4	chr1	FALSE	FALSE
Neurl1a	chr19	TRUE	TRUE
Neurl1b	chr17	FALSE	TRUE
Neurl2	chr2	FALSE	FALSE
Neurl3	chr1	TRUE	FALSE
Neurl4	chr11	FALSE	FALSE
Neurod1	chr2	FALSE	FALSE
Neurod2	chr11	FALSE	FALSE
Neurod4	chr10	FALSE	TRUE
Neurod6	chr6	FALSE	TRUE
Neurog2	chr3	FALSE	FALSE
Nexmif	chrX	TRUE	TRUE
Nexn	chr3	FALSE	FALSE
Nf1	chr11	FALSE	TRUE
Nf2	chr11	TRUE	TRUE
Nfam1	chr15	FALSE	TRUE
Nfasc	chr1	TRUE	TRUE
Nfat5	chr8	TRUE	FALSE
Nfatc1	chr18	FALSE	TRUE
Nfatc2	chr2	FALSE	TRUE
Nfatc2ip	chr7	FALSE	FALSE
Nfatc3	chr8	FALSE	TRUE
Nfatc4	chr14	FALSE	FALSE
Nfe2	chr15	FALSE	FALSE
Nfe2l1	chr11	FALSE	FALSE
Nfe2l2	chr2	FALSE	TRUE
Nfe2l3	chr6	FALSE	TRUE
Nfia	chr4	TRUE	TRUE
Nfib	chr4	TRUE	TRUE
Nfic	chr10	TRUE	FALSE
Nfil3	chr13	FALSE	FALSE
Nfix	chr8	TRUE	TRUE
Nfkb1	chr3	TRUE	FALSE
Nfkb2	chr19	FALSE	FALSE
Nfkbia	chr12	TRUE	FALSE
Nfkbib	chr7	FALSE	FALSE
Nfkbid	chr7	FALSE	FALSE
Nfkbie	chr17	FALSE	FALSE
Nfkbil1	chr17	FALSE	FALSE
Nfkbiz	chr16	TRUE	FALSE
Nfrkb	chr9	FALSE	FALSE
Nfs1	chr2	FALSE	FALSE
Nfu1	chr6	FALSE	FALSE
Nfx1	chr4	FALSE	FALSE
Nfxl1	chr5	FALSE	FALSE
Nfya	chr17	FALSE	FALSE
Nfyb	chr10	FALSE	FALSE
Nfyc	chr4	FALSE	FALSE
Ngb	chr12	FALSE	FALSE
Ngdn	chr14	FALSE	FALSE
Ngef	chr1	TRUE	TRUE
Ngf	chr3	FALSE	TRUE
Ngfr	chr11	FALSE	FALSE
Ngly1	chr14	TRUE	TRUE
Ngp	chr9	FALSE	FALSE
Ngrn	chr7	FALSE	FALSE
Nhej1	chr1	FALSE	TRUE
Nhlh1	chr1	FALSE	FALSE
Nhlrc2	chr19	FALSE	FALSE
Nhlrc3	chr3	FALSE	FALSE
Nhlrc4	chr17	FALSE	FALSE
Nhp2	chr11	FALSE	FALSE
Nhs	chrX	TRUE	TRUE
Nhsl1	chr10	TRUE	FALSE
Nhsl2	chrX	TRUE	FALSE
Nicn1	chr9	FALSE	FALSE
Nid1	chr13	TRUE	TRUE
Nid2	chr14	FALSE	FALSE
Nif3l1	chr1	TRUE	FALSE
Nifk	chr1	FALSE	FALSE
Nim1k	chr13	TRUE	TRUE
Nin	chr12	FALSE	TRUE
Ninj1	chr13	TRUE	FALSE
Ninj2	chr6	FALSE	TRUE
Ninl	chr2	FALSE	TRUE
Nip7	chr8	FALSE	FALSE
Nipa1	chr7	TRUE	FALSE
Nipa2	chr7	FALSE	FALSE
Nipal1	chr5	FALSE	FALSE
Nipal2	chr15	TRUE	FALSE
Nipal3	chr4	FALSE	FALSE
Nipal4	chr11	FALSE	FALSE
Nipbl	chr15	FALSE	TRUE
Nipsnap1	chr11	FALSE	FALSE
Nipsnap2	chr5	FALSE	FALSE
Nipsnap3a	chr4	FALSE	FALSE
Nipsnap3b	chr4	FALSE	FALSE
Nisch	chr14	TRUE	TRUE
Nit1	chr1	FALSE	FALSE
Nit2	chr16	FALSE	FALSE
Nkain1	chr4	TRUE	FALSE
Nkain2	chr10	FALSE	TRUE
Nkain3	chr4	TRUE	TRUE
Nkain4	chr2	FALSE	TRUE
Nkap	chrX	FALSE	FALSE
Nkapd1	chr9	FALSE	FALSE
Nkd1	chr8	TRUE	TRUE
Nkd2	chr13	FALSE	TRUE
Nkg7	chr7	FALSE	FALSE
Nkiras1	chr14	FALSE	FALSE
Nkiras2	chr11	FALSE	FALSE
Nkpd1	chr7	FALSE	FALSE
Nkrf	chrX	FALSE	TRUE
Nktr	chr9	FALSE	FALSE
Nkx1-1	chr5	FALSE	FALSE
Nkx1-2	chr7	FALSE	FALSE
Nkx2-1	chr12	FALSE	FALSE
Nkx2-2	chr2	FALSE	FALSE
Nkx2-3	chr19	FALSE	FALSE
Nkx2-4	chr2	FALSE	FALSE
Nkx2-5	chr17	FALSE	FALSE
Nkx2-6	chr14	FALSE	FALSE
Nkx2-9	chr12	FALSE	FALSE
Nkx3-1	chr14	FALSE	FALSE
Nkx3-2	chr5	FALSE	FALSE
Nkx6-1	chr5	FALSE	FALSE
Nkx6-2	chr7	FALSE	FALSE
Nkx6-3	chr8	FALSE	FALSE
Nle1	chr11	FALSE	FALSE
Nlgn1	chr3	TRUE	TRUE
Nlgn2	chr11	FALSE	FALSE
Nlgn3	chrX	TRUE	FALSE
Nlk	chr11	FALSE	TRUE
Nln	chr13	TRUE	TRUE
Nlrc3	chr16	TRUE	FALSE
Nlrc4	chr17	FALSE	FALSE
Nlrc5	chr8	FALSE	FALSE
Nlrp10	chr7	FALSE	TRUE
Nlrp12	chr7	FALSE	FALSE
Nlrp14	chr7	FALSE	FALSE
Nlrp1a	chr11	FALSE	FALSE
Nlrp1b	chr11	FALSE	FALSE
Nlrp2	chr7	FALSE	FALSE
Nlrp3	chr11	FALSE	FALSE
Nlrp4a	chr7	FALSE	FALSE
Nlrp4b	chr7	FALSE	TRUE
Nlrp4c	chr7	FALSE	TRUE
Nlrp4e	chr7	FALSE	FALSE
Nlrp4f	chr13	FALSE	FALSE
Nlrp5	chr7	FALSE	FALSE
Nlrp6	chr7	FALSE	TRUE
Nlrp9a	chr7	FALSE	TRUE
Nlrp9b	chr7	FALSE	FALSE
Nlrp9c	chr7	FALSE	FALSE
Nlrx1	chr9	TRUE	FALSE
Nmb	chr7	FALSE	FALSE
Nmbr	chr10	FALSE	TRUE
Nmd3	chr3	FALSE	FALSE
Nme1	chr11	FALSE	FALSE
Nme2	chr11	FALSE	FALSE
Nme3	chr17	FALSE	FALSE
Nme4	chr17	FALSE	FALSE
Nme5	chr18	FALSE	FALSE
Nme6	chr9	FALSE	FALSE
Nme7	chr1	TRUE	TRUE
Nme8	chr13	FALSE	FALSE
Nme9	chr9	FALSE	FALSE
Nmi	chr2	FALSE	FALSE
Nmnat1	chr4	FALSE	FALSE
Nmnat2	chr1	TRUE	TRUE
Nmnat3	chr9	TRUE	TRUE
Nmral1	chr16	FALSE	FALSE
Nmrk1	chr19	FALSE	TRUE
Nmrk2	chr10	FALSE	TRUE
Nms	chr1	FALSE	FALSE
Nmt1	chr11	FALSE	FALSE
Nmt2	chr2	TRUE	FALSE
Nmu	chr5	FALSE	FALSE
Nmur1	chr1	FALSE	FALSE
Nmur2	chr11	FALSE	FALSE
Nnat	chr2	FALSE	FALSE
Nnmt	chr9	FALSE	FALSE
Nnt	chr13	FALSE	TRUE
Noa1	chr5	FALSE	FALSE
Nob1	chr8	FALSE	FALSE
Nobox	chr6	FALSE	FALSE
Noc2l	chr4	FALSE	FALSE
Noc3l	chr19	FALSE	FALSE
Noc4l	chr5	FALSE	FALSE
Noct	chr3	TRUE	TRUE
Nod1	chr6	FALSE	FALSE
Nod2	chr8	FALSE	FALSE
Nodal	chr10	FALSE	FALSE
Nol10	chr12	TRUE	TRUE
Nol11	chr11	FALSE	FALSE
Nol12	chr15	FALSE	FALSE
Nol3	chr8	TRUE	FALSE
Nol4	chr18	TRUE	FALSE
Nol4l	chr2	TRUE	FALSE
Nol6	chr4	FALSE	FALSE
Nol7	chr13	FALSE	FALSE
Nol8	chr13	FALSE	FALSE
Nol9	chr4	FALSE	FALSE
Nolc1	chr19	FALSE	FALSE
Nom1	chr5	FALSE	FALSE
Nomo1	chr7	FALSE	TRUE
Nono	chrX	FALSE	FALSE
Nop10	chr2	FALSE	FALSE
Nop14	chr5	FALSE	FALSE
Nop16	chr13	FALSE	FALSE
Nop2	chr6	FALSE	FALSE
Nop53	chr7	FALSE	FALSE
Nop56	chr2	FALSE	FALSE
Nop58	chr1	FALSE	FALSE
Nop9	chr14	FALSE	FALSE
Nos1	chr5	TRUE	TRUE
Nos1ap	chr1	TRUE	FALSE
Nos2	chr11	FALSE	TRUE
Nos3	chr5	FALSE	FALSE
Nosip	chr7	FALSE	FALSE
Nostrin	chr2	FALSE	TRUE
Notch1	chr2	FALSE	TRUE
Notch2	chr3	TRUE	FALSE
Notch3	chr17	FALSE	FALSE
Notch4	chr17	FALSE	FALSE
Noto	chr6	FALSE	FALSE
Notum	chr11	FALSE	FALSE
Nova1	chr12	TRUE	FALSE
Nova2	chr7	FALSE	TRUE
Nox1	chrX	FALSE	TRUE
Nox3	chr17	FALSE	FALSE
Nox4	chr7	FALSE	TRUE
Noxa1	chr2	FALSE	FALSE
Noxo1	chr17	FALSE	FALSE
Noxred1	chr12	FALSE	FALSE
Npas1	chr7	FALSE	FALSE
Npas2	chr1	TRUE	TRUE
Npas3	chr12	FALSE	TRUE
Npas4	chr19	FALSE	FALSE
Npat	chr9	FALSE	TRUE
Npb	chr11	FALSE	FALSE
Npc1	chr18	TRUE	FALSE
Npc1l1	chr11	FALSE	TRUE
Npc2	chr12	FALSE	FALSE
Npcd	chr15	TRUE	FALSE
Npdc1	chr2	FALSE	TRUE
Npepl1	chr2	FALSE	FALSE
Npepps	chr11	FALSE	TRUE
Npff	chr15	FALSE	FALSE
Npffr1	chr10	FALSE	FALSE
Npffr2	chr5	FALSE	FALSE
Nphp1	chr2	TRUE	TRUE
Nphp3	chr9	FALSE	FALSE
Nphp4	chr4	TRUE	TRUE
Nphs1	chr7	FALSE	FALSE
Nphs2	chr1	FALSE	FALSE
Npl	chr1	FALSE	TRUE
Nploc4	chr11	FALSE	FALSE
Npm1	chr11	FALSE	FALSE
Npm2	chr14	FALSE	FALSE
Npm3	chr19	FALSE	FALSE
Npnt	chr3	FALSE	FALSE
Nppa	chr4	FALSE	TRUE
Nppb	chr4	FALSE	FALSE
Nppc	chr1	FALSE	FALSE
Npr1	chr3	FALSE	TRUE
Npr2	chr4	FALSE	FALSE
Npr3	chr15	FALSE	FALSE
Nprl2	chr9	FALSE	FALSE
Nprl3	chr11	TRUE	FALSE
Nps	chr7	FALSE	FALSE
Npsr1	chr9	TRUE	TRUE
Nptn	chr9	FALSE	TRUE
Nptx1	chr11	FALSE	FALSE
Nptx2	chr5	FALSE	FALSE
Nptxr	chr15	TRUE	FALSE
Npvf	chr6	FALSE	TRUE
Npw	chr17	FALSE	FALSE
Npy	chr6	FALSE	FALSE
Npy1r	chr8	FALSE	FALSE
Npy2r	chr3	FALSE	TRUE
Npy4r	chr14	FALSE	FALSE
Npy5r	chr8	FALSE	FALSE
Npy6r	chr18	FALSE	FALSE
Nqo1	chr8	TRUE	FALSE
Nqo2	chr13	TRUE	FALSE
Nr0b1	chrX	FALSE	FALSE
