gene_name	chr	mch_hyper	ov_k27ac_gained
Dnajc13	chr9	FALSE	TRUE
Dnajc14	chr10	FALSE	FALSE
Dnajc17	chr2	FALSE	FALSE
Dnajc18	chr18	FALSE	FALSE
Dnajc22	chr15	FALSE	FALSE
Dnajc24	chr2	FALSE	FALSE
Dnajc27	chr12	FALSE	FALSE
Dnajc3	chr14	FALSE	FALSE
Dnajc5	chr2	FALSE	TRUE
Dnajc6	chr4	FALSE	TRUE
Dnm1	chr2	FALSE	TRUE
Dnm2	chr9	FALSE	FALSE
Dnm3	chr1	FALSE	FALSE
Dnmbp	chr19	FALSE	FALSE
Dnmt3a	chr12	FALSE	TRUE
Dnttip1	chr2	FALSE	FALSE
Dock10	chr1	FALSE	FALSE
Dock2	chr11	FALSE	FALSE
Dock3	chr9	FALSE	FALSE
Dock4	chr12	FALSE	TRUE
Dock5	chr14	FALSE	FALSE
Dock7	chr4	FALSE	FALSE
Dock8	chr19	FALSE	FALSE
Dock9	chr14	FALSE	TRUE
Dok4	chr8	FALSE	TRUE
Dok6	chr18	FALSE	TRUE
Dok7	chr5	FALSE	TRUE
Dop1a	chr9	FALSE	FALSE
Dop1b	chr16	FALSE	TRUE
Dpp6	chr5	FALSE	TRUE
Dpp9	chr17	FALSE	FALSE
Dppa2	chr16	TRUE	FALSE
Dpt	chr1	TRUE	FALSE
Dpy19l1	chr9	TRUE	FALSE
Dpy19l2	chr9	FALSE	FALSE
Dpys	chr15	TRUE	FALSE
Dpysl2	chr14	FALSE	TRUE
Dpysl3	chr18	FALSE	TRUE
Dpysl5	chr5	FALSE	FALSE
Drc7	chr8	TRUE	FALSE
Drd3	chr16	FALSE	FALSE
Drg1	chr11	FALSE	FALSE
Drosha	chr15	FALSE	FALSE
Dsc2	chr18	TRUE	FALSE
Dscam	chr16	FALSE	TRUE
Dsg3	chr18	FALSE	FALSE
Dsn1	chr2	TRUE	FALSE
Dsp	chr13	FALSE	FALSE
Dst	chr1	FALSE	TRUE
Dtd1	chr2	FALSE	FALSE
Dtd2	chr12	TRUE	FALSE
Dthd1	chr5	FALSE	FALSE
Dtna	chr18	FALSE	FALSE
Dtnb	chr12	FALSE	FALSE
Dtwd2	chr18	FALSE	FALSE
Dtx1	chr5	FALSE	FALSE
Dtx2	chr5	FALSE	FALSE
Dtx3l	chr16	FALSE	FALSE
Duoxa1	chr2	FALSE	FALSE
Dupd1	chr14	FALSE	FALSE
Dusp1	chr17	TRUE	FALSE
Dusp13	chr14	FALSE	FALSE
Dusp16	chr6	FALSE	TRUE
Dusp22	chr13	FALSE	FALSE
Dusp8	chr7	FALSE	TRUE
Dym	chr18	FALSE	FALSE
Dynlrb2	chr8	TRUE	FALSE
Dyrk1a	chr16	FALSE	TRUE
Dysf	chr6	FALSE	FALSE
Dytn	chr1	FALSE	FALSE
Dzip1	chr14	FALSE	FALSE
Dzip1l	chr9	FALSE	FALSE
E030030I06Rik	chr10	FALSE	FALSE
E130114P18Rik	chr4	TRUE	FALSE
E130308A19Rik	chr4	FALSE	FALSE
E2f1	chr2	TRUE	FALSE
E2f2	chr4	FALSE	FALSE
E4f1	chr17	FALSE	FALSE
Eaf2	chr16	FALSE	FALSE
Ebag9	chr15	TRUE	FALSE
Ebf2	chr14	FALSE	FALSE
Ebf4	chr2	FALSE	FALSE
Ece1	chr4	FALSE	TRUE
Eci3	chr13	FALSE	FALSE
Ecpas	chr4	FALSE	FALSE
Eda	chrX	FALSE	FALSE
Edar	chr10	FALSE	FALSE
Edaradd	chr13	FALSE	FALSE
Edc3	chr9	FALSE	FALSE
Edem1	chr6	FALSE	FALSE
Edem3	chr1	FALSE	FALSE
Edil3	chr13	FALSE	TRUE
Edn2	chr4	FALSE	FALSE
Ednra	chr8	FALSE	FALSE
Eea1	chr10	FALSE	FALSE
Eef1a1	chr9	TRUE	FALSE
Eefsec	chr6	FALSE	FALSE
Eepd1	chr9	TRUE	FALSE
Efcab1	chr16	FALSE	FALSE
Efcab14	chr4	FALSE	FALSE
Efcab2	chr1	TRUE	FALSE
Efcab6	chr15	FALSE	TRUE
Efhb	chr17	FALSE	FALSE
Efhd2	chr4	FALSE	TRUE
Efl1	chr7	FALSE	FALSE
Efna1	chr3	TRUE	FALSE
Efnb2	chr8	FALSE	TRUE
Efr3b	chr12	TRUE	FALSE
Efs	chr14	FALSE	FALSE
Eftud2	chr11	FALSE	FALSE
Egf	chr3	FALSE	FALSE
Egfem1	chr3	FALSE	FALSE
Egflam	chr15	FALSE	FALSE
Egfr	chr11	FALSE	FALSE
Ehbp1	chr11	FALSE	FALSE
Ehd1	chr19	FALSE	TRUE
Ehd2	chr7	FALSE	FALSE
Ehd4	chr2	FALSE	FALSE
Ehhadh	chr16	FALSE	FALSE
Ehmt1	chr2	FALSE	FALSE
Eif1	chr11	FALSE	FALSE
Eif2ak1	chr5	FALSE	FALSE
Eif2ak2	chr17	FALSE	FALSE
Eif2ak4	chr2	FALSE	FALSE
Eif3h	chr15	FALSE	FALSE
Eif3l	chr15	FALSE	FALSE
Eif4a1	chr11	FALSE	FALSE
Eif4b	chr15	FALSE	FALSE
Eif4e3	chr6	FALSE	FALSE
Eif4enif1	chr11	FALSE	FALSE
Eif4g2	chr7	FALSE	FALSE
Eif4g3	chr4	FALSE	TRUE
Eif5a	chr11	FALSE	FALSE
Eif5b	chr1	FALSE	FALSE
Eipr1	chr12	FALSE	FALSE
Elavl1	chr8	FALSE	TRUE
Elavl2	chr4	FALSE	FALSE
Elavl3	chr9	FALSE	TRUE
Elf2	chr3	FALSE	FALSE
Elfn1	chr5	FALSE	FALSE
Elk3	chr10	TRUE	FALSE
Ell	chr8	FALSE	TRUE
Ell2	chr13	FALSE	TRUE
Elmo1	chr13	TRUE	FALSE
Elovl2	chr13	FALSE	FALSE
Elovl5	chr9	FALSE	FALSE
Elovl6	chr3	FALSE	FALSE
Elovl7	chr13	FALSE	FALSE
Elp2	chr18	FALSE	FALSE
Elp3	chr14	FALSE	TRUE
Elp4	chr2	TRUE	FALSE
Emc1	chr4	FALSE	FALSE
Emc2	chr15	FALSE	FALSE
Emc3	chr6	FALSE	FALSE
Emcn	chr3	TRUE	FALSE
Eme2	chr17	FALSE	FALSE
Emid1	chr11	FALSE	FALSE
Eml2	chr7	FALSE	FALSE
Eml4	chr17	FALSE	FALSE
Eml5	chr12	FALSE	FALSE
Eml6	chr11	FALSE	FALSE
Emp1	chr6	FALSE	FALSE
Emsy	chr7	FALSE	TRUE
Enah	chr1	FALSE	TRUE
Eng	chr2	FALSE	FALSE
Enkur	chr2	TRUE	FALSE
Enox1	chr14	FALSE	FALSE
Enox2	chrX	FALSE	FALSE
Enpep	chr3	FALSE	FALSE
Enpp2	chr15	FALSE	TRUE
Enpp7	chr11	FALSE	FALSE
Ensa	chr3	FALSE	FALSE
Eomes	chr9	TRUE	FALSE
Ep400	chr5	FALSE	FALSE
Epas1	chr17	FALSE	FALSE
Epb41l1	chr2	FALSE	TRUE
Epb41l2	chr10	FALSE	FALSE
Epb41l3	chr17	FALSE	TRUE
Epb41l4b	chr4	FALSE	TRUE
Epc1	chr18	FALSE	TRUE
Epc2	chr2	FALSE	FALSE
Epg5	chr18	FALSE	FALSE
Epha10	chr4	FALSE	FALSE
Epha3	chr16	TRUE	FALSE
Epha4	chr1	FALSE	FALSE
Epha5	chr5	TRUE	TRUE
Epha7	chr4	TRUE	FALSE
Ephb1	chr9	FALSE	TRUE
Ephb2	chr4	FALSE	TRUE
Ephx1	chr1	FALSE	FALSE
Epm2a	chr10	FALSE	FALSE
Epn2	chr11	FALSE	TRUE
Epn3	chr11	FALSE	FALSE
Epo	chr5	FALSE	TRUE
Eprs	chr1	FALSE	FALSE
Eps15l1	chr8	FALSE	FALSE
Eps8	chr6	FALSE	TRUE
Eps8l1	chr7	FALSE	FALSE
Epyc	chr10	TRUE	FALSE
Erbb2	chr11	FALSE	FALSE
Erbb4	chr1	TRUE	FALSE
Erbin	chr13	FALSE	FALSE
Erc1	chr6	FALSE	TRUE
Erc2	chr14	FALSE	FALSE
Ercc6	chr14	FALSE	FALSE
Ercc6l2	chr13	FALSE	FALSE
Ercc8	chr13	TRUE	FALSE
Ergic1	chr17	FALSE	FALSE
Ergic2	chr6	FALSE	FALSE
Erh	chr12	FALSE	FALSE
Eri3	chr4	FALSE	FALSE
Ermp1	chr19	FALSE	TRUE
Ern1	chr11	FALSE	FALSE
Erp44	chr4	FALSE	TRUE
Esd	chr14	FALSE	FALSE
Esr1	chr10	FALSE	FALSE
Esrrb	chr12	FALSE	FALSE
Esyt2	chr12	FALSE	FALSE
Esyt3	chr9	FALSE	FALSE
Etf1	chr18	FALSE	FALSE
Etfa	chr9	FALSE	FALSE
Etnk1	chr6	FALSE	TRUE
Ets1	chr9	FALSE	FALSE
Etv2	chr7	FALSE	FALSE
Etv3	chr3	FALSE	FALSE
Etv6	chr6	FALSE	FALSE
Eva1c	chr16	FALSE	FALSE
Evc	chr5	FALSE	FALSE
Evc2	chr5	FALSE	FALSE
Evi5	chr5	FALSE	FALSE
Evi5l	chr8	FALSE	FALSE
Evl	chr12	FALSE	FALSE
Exd2	chr12	FALSE	FALSE
Exoc2	chr13	FALSE	FALSE
Exoc3l	chr8	TRUE	FALSE
Exoc3l4	chr12	FALSE	FALSE
Exoc4	chr6	FALSE	FALSE
Exoc6	chr19	FALSE	FALSE
Exoc6b	chr6	FALSE	FALSE
Exog	chr9	FALSE	FALSE
Exph5	chr9	TRUE	FALSE
Ext1	chr15	FALSE	FALSE
Ext2	chr2	FALSE	FALSE
Extl3	chr14	FALSE	FALSE
Eya1	chr1	TRUE	TRUE
Eya2	chr2	FALSE	FALSE
Eya3	chr4	FALSE	FALSE
Ezr	chr17	FALSE	FALSE
F11r	chr1	FALSE	FALSE
F12	chr13	FALSE	FALSE
F13a1	chr13	FALSE	FALSE
F13b	chr1	FALSE	FALSE
F8	chrX	FALSE	FALSE
F830045P16Rik	chr2	TRUE	FALSE
Faah	chr4	FALSE	FALSE
Faap20	chr4	FALSE	FALSE
Fabp12	chr3	FALSE	FALSE
Fabp6	chr11	FALSE	FALSE
Fads2b	chr2	FALSE	FALSE
Fads6	chr11	FALSE	FALSE
Faf1	chr4	FALSE	FALSE
Fam102b	chr3	FALSE	FALSE
Fam107a	chr14	FALSE	FALSE
Fam107b	chr2	TRUE	FALSE
Fam114a1	chr5	FALSE	FALSE
Fam117a	chr11	FALSE	FALSE
Fam117b	chr1	FALSE	TRUE
Fam120a	chr13	FALSE	TRUE
Fam120b	chr17	FALSE	FALSE
Fam120c	chrX	FALSE	FALSE
Fam126a	chr5	FALSE	FALSE
Fam126b	chr1	FALSE	FALSE
Fam129a	chr1	FALSE	FALSE
Fam129b	chr2	FALSE	FALSE
Fam135b	chr15	FALSE	TRUE
Fam13c	chr10	FALSE	FALSE
Fam155a	chr8	FALSE	TRUE
Fam160a1	chr3	FALSE	FALSE
Fam160a2	chr7	FALSE	FALSE
Fam160b2	chr14	FALSE	FALSE
Fam162a	chr16	FALSE	FALSE
Fam163a	chr1	FALSE	FALSE
Fam163b	chr2	FALSE	TRUE
Fam167a	chr14	FALSE	FALSE
Fam168a	chr7	FALSE	TRUE
Fam168b	chr1	FALSE	TRUE
Fam169a	chr13	TRUE	TRUE
Fam169b	chr7	FALSE	FALSE
Fam171a1	chr2	FALSE	TRUE
Fam172a	chr13	FALSE	FALSE
Fam180a	chr6	TRUE	FALSE
Fam181b	chr7	FALSE	FALSE
Fam185a	chr5	TRUE	FALSE
Fam186a	chr15	FALSE	FALSE
Fam186b	chr15	FALSE	FALSE
Fam187b	chr7	FALSE	FALSE
Fam189a2	chr19	FALSE	FALSE
Fam192a	chr8	FALSE	FALSE
Fam193a	chr5	FALSE	TRUE
Fam20a	chr11	FALSE	FALSE
Fam20b	chr1	FALSE	FALSE
Fam20c	chr5	FALSE	FALSE
Fam214a	chr9	FALSE	FALSE
Fam216b	chr14	FALSE	FALSE
Fam219a	chr4	FALSE	FALSE
Fam221a	chr6	FALSE	FALSE
Fam222a	chr5	FALSE	FALSE
Fam222b	chr11	FALSE	TRUE
Fam228a	chr12	FALSE	FALSE
Fam234b	chr6	FALSE	FALSE
Fam3b	chr16	FALSE	FALSE
Fam3c	chr6	FALSE	FALSE
Fam49a	chr12	FALSE	TRUE
Fam49b	chr15	FALSE	TRUE
Fam53b	chr7	TRUE	FALSE
Fam71d	chr12	FALSE	FALSE
Fam71f2	chr6	FALSE	FALSE
Fam72a	chr1	TRUE	FALSE
Fam78a	chr2	FALSE	FALSE
Fam78b	chr1	TRUE	FALSE
Fam81a	chr9	FALSE	FALSE
Fam81b	chr13	TRUE	FALSE
Fam83g	chr11	FALSE	FALSE
Fam92a	chr4	FALSE	FALSE
Fam92b	chr8	FALSE	FALSE
Fancc	chr13	FALSE	TRUE
Fanci	chr7	FALSE	FALSE
Fancm	chr12	FALSE	FALSE
Far1	chr7	FALSE	FALSE
Far2	chr6	FALSE	TRUE
Farp1	chr14	FALSE	TRUE
Farp2	chr1	FALSE	FALSE
Fars2	chr13	FALSE	FALSE
Farsb	chr1	FALSE	FALSE
Fat2	chr11	FALSE	TRUE
Fat3	chr9	FALSE	TRUE
Faxc	chr4	FALSE	FALSE
Fbf1	chr11	FALSE	FALSE
Fbh1	chr2	FALSE	FALSE
Fbln2	chr6	FALSE	FALSE
Fbln5	chr12	FALSE	FALSE
Fbln7	chr2	FALSE	FALSE
Fbp1	chr13	FALSE	FALSE
Fbrsl1	chr5	FALSE	TRUE
Fbxl17	chr17	FALSE	FALSE
Fbxl18	chr5	FALSE	FALSE
Fbxl2	chr9	FALSE	TRUE
Fbxl20	chr11	FALSE	TRUE
Fbxl4	chr4	FALSE	FALSE
Fbxl5	chr5	FALSE	FALSE
Fbxl7	chr15	TRUE	FALSE
Fbxl8	chr8	FALSE	FALSE
Fbxo10	chr4	FALSE	FALSE
Fbxo11	chr17	FALSE	TRUE
Fbxo2	chr4	FALSE	FALSE
Fbxo24	chr5	FALSE	FALSE
Fbxo33	chr12	FALSE	FALSE
Fbxo34	chr14	FALSE	FALSE
Fbxo41	chr6	FALSE	FALSE
Fbxo42	chr4	FALSE	FALSE
Fbxo45	chr16	FALSE	FALSE
Fbxo6	chr4	FALSE	FALSE
Fbxw11	chr11	FALSE	TRUE
Fbxw2	chr2	FALSE	FALSE
Fbxw28	chr9	FALSE	FALSE
Fbxw4	chr19	FALSE	FALSE
Fbxw7	chr3	FALSE	TRUE
Fbxw8	chr5	FALSE	TRUE
Fcho2	chr13	FALSE	FALSE
Fchsd2	chr7	FALSE	FALSE
Fcmr	chr1	FALSE	FALSE
Fcrl1	chr3	FALSE	FALSE
Fcrl5	chr3	FALSE	FALSE
Fer	chr17	FALSE	FALSE
Fer1l4	chr2	FALSE	FALSE
Fer1l5	chr1	FALSE	FALSE
Fer1l6	chr15	FALSE	FALSE
Fermt1	chr2	FALSE	FALSE
Fermt2	chr14	FALSE	TRUE
Fez2	chr17	TRUE	FALSE
Fezf2	chr14	FALSE	FALSE
Fgd1	chrX	FALSE	FALSE
Fgd3	chr13	FALSE	FALSE
Fgd4	chr16	FALSE	FALSE
Fgd5	chr6	FALSE	FALSE
Fgf1	chr18	TRUE	FALSE
Fgf12	chr16	FALSE	FALSE
Fgf14	chr14	FALSE	TRUE
Fgf20	chr8	TRUE	FALSE
Fgf4	chr7	FALSE	FALSE
Fgf5	chr5	FALSE	FALSE
Fgfr1op2	chr6	FALSE	FALSE
Fgfr2	chr7	FALSE	TRUE
Fgfr3	chr5	FALSE	FALSE
Fgfr4	chr13	FALSE	FALSE
Fhad1	chr4	FALSE	FALSE
Fhdc1	chr3	TRUE	TRUE
Fhl1	chrX	FALSE	TRUE
Fibcd1	chr2	FALSE	FALSE
Fig4	chr10	FALSE	FALSE
Fign	chr2	FALSE	FALSE
Fignl2	chr15	FALSE	FALSE
Filip1	chr9	FALSE	FALSE
Filip1l	chr16	FALSE	FALSE
Fip1l1	chr5	FALSE	FALSE
Fkbp14	chr6	TRUE	FALSE
Fkbp5	chr17	FALSE	FALSE
Fkbp9	chr6	FALSE	FALSE
Flnb	chr14	FALSE	FALSE
Flot2	chr11	FALSE	FALSE
Flrt3	chr2	TRUE	FALSE
Flt1	chr5	FALSE	FALSE
Flt3	chr5	FALSE	FALSE
Flt4	chr11	FALSE	FALSE
Flywch1	chr17	FALSE	TRUE
Fmn1	chr2	FALSE	FALSE
Fmn2	chr1	FALSE	FALSE
Fmnl2	chr2	FALSE	TRUE
Fmnl3	chr15	FALSE	FALSE
Fmo3	chr1	FALSE	FALSE
Fmo4	chr1	FALSE	FALSE
Fmo5	chr3	FALSE	FALSE
Fmo6	chr1	FALSE	FALSE
Fmr1nb	chrX	FALSE	FALSE
Fnbp1	chr2	FALSE	TRUE
Fnbp1l	chr3	TRUE	FALSE
Fndc1	chr17	FALSE	FALSE
Fnip2	chr3	FALSE	FALSE
Fntb	chr12	TRUE	FALSE
Focad	chr4	TRUE	FALSE
Folh1	chr7	FALSE	FALSE
Fopnl	chr16	FALSE	FALSE
Fosl2	chr5	FALSE	FALSE
Foxa3	chr7	FALSE	FALSE
Foxj1	chr11	FALSE	FALSE
Foxj3	chr4	FALSE	FALSE
Foxk1	chr5	FALSE	FALSE
Foxn1	chr11	FALSE	FALSE
Foxn2	chr17	TRUE	FALSE
Foxn3	chr12	FALSE	TRUE
Foxo1	chr3	FALSE	FALSE
Foxo3	chr10	FALSE	TRUE
Foxo6	chr4	FALSE	FALSE
Foxp1	chr6	FALSE	TRUE
Foxp4	chr17	FALSE	TRUE
Frem1	chr4	TRUE	FALSE
Frem3	chr8	FALSE	FALSE
Frmd4a	chr2	FALSE	TRUE
Frmd4b	chr6	FALSE	TRUE
Frmd5	chr2	FALSE	FALSE
Frmd6	chr12	TRUE	FALSE
Frmd8	chr19	FALSE	FALSE
Frmpd1	chr4	FALSE	FALSE
Frmpd2	chr14	TRUE	FALSE
Frrs1l	chr4	FALSE	TRUE
Frs2	chr10	FALSE	FALSE
Fry	chr5	FALSE	TRUE
Fryl	chr5	FALSE	FALSE
Fscn2	chr11	FALSE	FALSE
Fsd1	chr17	FALSE	FALSE
Fsip1	chr2	FALSE	FALSE
Fstl4	chr11	FALSE	TRUE
Fto	chr8	FALSE	TRUE
Fubp3	chr2	FALSE	FALSE
Furin	chr7	FALSE	FALSE
Fut10	chr8	FALSE	FALSE
Fut8	chr12	FALSE	TRUE
Fxyd6	chr9	TRUE	FALSE
Fyco1	chr9	FALSE	FALSE
Fyn	chr10	FALSE	TRUE
Fzd3	chr14	FALSE	FALSE
Fzd6	chr15	FALSE	FALSE
Fzd7	chr1	TRUE	FALSE
G2e3	chr12	FALSE	FALSE
Gab2	chr7	FALSE	FALSE
Gab3	chrX	FALSE	FALSE
Gabbr2	chr4	FALSE	TRUE
Gabpb1	chr2	FALSE	FALSE
Gabpb2	chr3	FALSE	TRUE
Gabra1	chr11	FALSE	FALSE
Gabra2	chr5	TRUE	FALSE
Gabrb2	chr11	FALSE	TRUE
Gabrb3	chr7	FALSE	TRUE
Gabrg1	chr5	TRUE	FALSE
Gabrp	chr11	FALSE	FALSE
Gabrr2	chr4	TRUE	FALSE
Gabrr3	chr16	FALSE	FALSE
Gad1	chr2	FALSE	FALSE
Galc	chr12	FALSE	FALSE
Galk2	chr2	FALSE	FALSE
Galns	chr8	FALSE	FALSE
Galnt1	chr18	FALSE	FALSE
Galnt10	chr11	FALSE	FALSE
Galnt13	chr2	FALSE	FALSE
Galnt14	chr17	FALSE	FALSE
Galnt16	chr12	FALSE	TRUE
Galnt17	chr5	FALSE	FALSE
Galnt18	chr7	FALSE	FALSE
Galnt2	chr8	FALSE	FALSE
Galnt2l	chr8	FALSE	TRUE
Galnt3	chr2	FALSE	FALSE
Galnt5	chr2	TRUE	FALSE
Galnt7	chr8	TRUE	FALSE
Galnt9	chr5	FALSE	TRUE
Galntl6	chr8	TRUE	FALSE
Gan	chr8	FALSE	FALSE
Gap43	chr16	TRUE	FALSE
Gapvd1	chr2	FALSE	FALSE
Garem1	chr18	FALSE	TRUE
Garnl3	chr2	FALSE	TRUE
Gars	chr6	FALSE	FALSE
Gart	chr16	FALSE	FALSE
Gas2	chr7	FALSE	FALSE
Gas2l1	chr11	FALSE	FALSE
Gas6	chr8	FALSE	FALSE
Gask1b	chr3	FALSE	FALSE
Gata3	chr2	FALSE	FALSE
Gatad2a	chr8	FALSE	TRUE
Gatad2b	chr3	FALSE	TRUE
Gba	chr3	FALSE	FALSE
Gbe1	chr16	FALSE	FALSE
Gbf1	chr19	FALSE	FALSE
Gbp2	chr3	FALSE	FALSE
Gbp3	chr3	FALSE	FALSE
Gbp5	chr3	FALSE	FALSE
Gbp7	chr3	FALSE	FALSE
Gbx1	chr5	FALSE	FALSE
Gcc2	chr10	FALSE	FALSE
Gcfc2	chr6	FALSE	FALSE
Gcgr	chr11	FALSE	FALSE
Gch1	chr14	FALSE	FALSE
Gclc	chr9	FALSE	FALSE
Gcn1	chr5	FALSE	TRUE
Gcnt2	chr13	FALSE	FALSE
Gdap2	chr3	FALSE	FALSE
Gdf9	chr11	FALSE	FALSE
Gdnf	chr15	TRUE	FALSE
Gdpd1	chr11	FALSE	FALSE
Gdpd5	chr7	FALSE	FALSE
Gem	chr4	FALSE	FALSE
Get1	chr16	TRUE	FALSE
Gfod2	chr8	FALSE	FALSE
Gfpt1	chr6	FALSE	FALSE
Gfra1	chr19	FALSE	FALSE
Gfral	chr9	FALSE	FALSE
Ggcx	chr6	FALSE	FALSE
Ggh	chr4	FALSE	FALSE
Ggnbp1	chr17	FALSE	FALSE
Ggta1	chr2	FALSE	FALSE
Ghr	chr15	FALSE	FALSE
Ghrhr	chr6	FALSE	FALSE
Gigyf1	chr5	FALSE	TRUE
Gigyf2	chr1	FALSE	FALSE
Gimd1	chr3	FALSE	FALSE
Git2	chr5	FALSE	TRUE
Gja5	chr3	TRUE	FALSE
Gjc1	chr11	FALSE	FALSE
Gjc3	chr5	FALSE	FALSE
Gk	chrX	FALSE	FALSE
Gk5	chr9	FALSE	FALSE
Gkn1	chr6	FALSE	FALSE
Glb1	chr9	FALSE	FALSE
Glb1l2	chr9	FALSE	FALSE
Glcci1	chr6	FALSE	FALSE
Glg1	chr8	FALSE	FALSE
Gli2	chr1	FALSE	TRUE
Gli3	chr13	FALSE	FALSE
Glis1	chr4	FALSE	FALSE
Glis3	chr19	FALSE	FALSE
Glod4	chr11	FALSE	FALSE
Glp1r	chr17	FALSE	FALSE
Glra1	chr11	FALSE	FALSE
Glra2	chrX	TRUE	FALSE
Glrb	chr3	FALSE	FALSE
Glrx3	chr7	FALSE	FALSE
Gls	chr1	FALSE	FALSE
Glt1d1	chr5	FALSE	FALSE
Glt8d2	chr10	TRUE	FALSE
Gm10220	chr5	FALSE	FALSE
Gm10271	chr10	FALSE	FALSE
Gm10309	chr17	FALSE	FALSE
Gm1043	chr5	FALSE	FALSE
Gm10945	chr10	FALSE	FALSE
Gm11099	chr2	FALSE	FALSE
Gm1123	chr9	FALSE	FALSE
Gm11437	chr11	FALSE	FALSE
Gm11639	chr11	FALSE	FALSE
Gm12216	chr11	FALSE	FALSE
Gm12695	chr4	TRUE	FALSE
Gm13283	chr4	FALSE	FALSE
Gm14325	chr2	FALSE	FALSE
Gm14327	chr2	FALSE	FALSE
Gm14393	chr2	FALSE	FALSE
Gm14862	chrX	TRUE	FALSE
Gm15155	chrX	TRUE	FALSE
Gm1604b	chr17	FALSE	FALSE
Gm16223	chr5	FALSE	FALSE
Gm17482	chr6	TRUE	FALSE
Gm17545	chr9	TRUE	FALSE
Gm19935	chr8	FALSE	FALSE
Gm2030	chrX	FALSE	FALSE
Gm20449	chr7	FALSE	FALSE
Gm20498	chr12	FALSE	FALSE
Gm20503	chr4	FALSE	FALSE
Gm20517	chr17	FALSE	FALSE
Gm20518	chr16	FALSE	TRUE
Gm20547	chr17	FALSE	FALSE
Gm20671	chr5	FALSE	FALSE
Gm20695	chr16	FALSE	FALSE
Gm20696	chr6	FALSE	TRUE
Gm20708	chr11	FALSE	FALSE
Gm2115	chr7	FALSE	FALSE
Gm21798	chr15	TRUE	FALSE
Gm21961	chr15	TRUE	FALSE
Gm21969	chr4	FALSE	TRUE
Gm21985	chr2	FALSE	FALSE
Gm21992	chr19	FALSE	TRUE
Gm27021	chr8	FALSE	FALSE
Gm28035	chr2	FALSE	TRUE
Gm28038	chr2	FALSE	FALSE
Gm28040	chr1	FALSE	FALSE
Gm28047	chr15	FALSE	TRUE
Gm281	chr14	FALSE	FALSE
Gm28539	chr16	FALSE	FALSE
Gm28551	chr1	FALSE	FALSE
Gm28635	chr2	FALSE	FALSE
Gm28778	chr1	TRUE	FALSE
Gm29427	chr1	FALSE	FALSE
Gm29609	chr5	FALSE	FALSE
Gm2a	chr11	FALSE	FALSE
Gm32742	chr9	FALSE	FALSE
Gm37013	chr18	FALSE	TRUE
Gm37240	chr3	TRUE	TRUE
Gm37388	chr18	FALSE	TRUE
Gm3755	chr14	FALSE	FALSE
Gm38392	chr3	FALSE	FALSE
Gm42416	chr18	FALSE	TRUE
Gm42420	chr6	FALSE	FALSE
Gm42906	chr5	FALSE	FALSE
Gm42957	chr3	FALSE	FALSE
Gm43064	chr3	TRUE	FALSE
Gm43191	chr3	FALSE	FALSE
Gm43552	chr5	FALSE	FALSE
Gm43951	chr11	FALSE	FALSE
Gm4450	chr3	FALSE	FALSE
Gm44596	chr6	FALSE	TRUE
Gm44790	chr6	FALSE	FALSE
Gm44973	chr7	FALSE	FALSE
Gm45062	chr6	FALSE	FALSE
Gm45261	chr1	TRUE	FALSE
Gm45713	chr7	FALSE	FALSE
Gm45837	chr7	FALSE	TRUE
Gm4792	chr10	TRUE	FALSE
Gm4847	chr1	FALSE	FALSE
Gm4924	chr10	FALSE	FALSE
Gm49337	chr4	TRUE	TRUE
Gm49355	chr14	FALSE	FALSE
Gm49361	chr14	FALSE	FALSE
Gm49394	chr7	FALSE	FALSE
Gm49496	chr13	FALSE	TRUE
Gm49630	chr17	FALSE	FALSE
Gm4969	chr7	FALSE	FALSE
Gm49721	chr17	FALSE	FALSE
Gm49776	chr16	FALSE	FALSE
Gm49948	chr16	FALSE	FALSE
Gm50253	chr17	FALSE	FALSE
Gm50364	chr18	FALSE	FALSE
Gm5108	chr5	FALSE	FALSE
Gm5127	chrX	FALSE	FALSE
Gm5134	chr10	TRUE	FALSE
Gm5592	chr7	FALSE	FALSE
Gm5622	chr14	FALSE	FALSE
Gm5624	chr14	FALSE	FALSE
Gm5767	chr16	FALSE	FALSE
Gm5901	chr7	FALSE	FALSE
Gm5965	chr16	TRUE	FALSE
Gm609	chr16	FALSE	FALSE
Gm6356	chr14	FALSE	FALSE
Gm6614	chr6	FALSE	FALSE
Gm7030	chr17	FALSE	FALSE
Gm7247	chr14	FALSE	FALSE
Gm765	chr6	FALSE	FALSE
Gm8251	chr1	FALSE	FALSE
Gm8257	chr14	FALSE	FALSE
Gm884	chr11	FALSE	FALSE
Gm973	chr1	TRUE	FALSE
Gm9732	chr14	FALSE	FALSE
Gmds	chr13	FALSE	FALSE
Gmeb1	chr4	FALSE	FALSE
Gmeb2	chr2	FALSE	FALSE
Gmps	chr3	FALSE	FALSE
Gna14	chr19	FALSE	FALSE
Gnai3	chr3	FALSE	FALSE
Gnal	chr18	FALSE	TRUE
Gnao1	chr8	FALSE	TRUE
Gnaq	chr19	FALSE	TRUE
Gnaz	chr10	FALSE	FALSE
Gnb4	chr3	FALSE	FALSE
Gng12	chr6	FALSE	FALSE
Gng7	chr10	FALSE	FALSE
Gngt2	chr11	FALSE	FALSE
Gnptab	chr10	FALSE	TRUE
Golga4	chr9	FALSE	TRUE
