gene_name	chr	body_state_Active	mch_hyper
Il24	chr1	FALSE	FALSE
Gnb2	chr5	TRUE	FALSE
Atp6v0c	chr17	TRUE	FALSE
Tbc1d31	chr15	TRUE	TRUE
Aga	chr8	FALSE	FALSE
Trmt9b	chr8	TRUE	TRUE
Gdf7	chr12	FALSE	FALSE
Inpp5k	chr11	TRUE	FALSE
Zbtb32	chr7	FALSE	FALSE
Fbxo21	chr5	TRUE	FALSE
Phf20l1	chr15	TRUE	TRUE
Afdn	chr17	TRUE	FALSE
H1f5	chr13	TRUE	FALSE
Far1	chr7	FALSE	FALSE
AI987944	chr7	TRUE	FALSE
Slco2a1	chr9	FALSE	FALSE
Tsn	chr1	FALSE	FALSE
Olfr686	chr7	FALSE	FALSE
Cfap100	chr6	FALSE	FALSE
Cd80	chr16	FALSE	FALSE
D130043K22Rik	chr13	FALSE	TRUE
Slc4a8	chr15	FALSE	FALSE
Vmn1r18	chr6	FALSE	FALSE
Nptx1	chr11	TRUE	FALSE
Garem2	chr5	FALSE	FALSE
Jpt2	chr17	FALSE	FALSE
Filip1l	chr16	FALSE	FALSE
Olfr1183	chr2	FALSE	FALSE
Col6a2	chr10	FALSE	FALSE
Creld1	chr6	TRUE	FALSE
Mctp2	chr7	FALSE	FALSE
Olfr527	chr7	FALSE	FALSE
Psmd1	chr1	FALSE	TRUE
Fgf15	chr7	FALSE	FALSE
Gm28539	chr16	TRUE	TRUE
Ppp2r2d	chr7	TRUE	FALSE
Mmp3	chr9	FALSE	FALSE
Ndc1	chr4	FALSE	FALSE
Gm49396	chr7	FALSE	FALSE
Tepsin	chr11	FALSE	FALSE
Fbxl3	chr14	TRUE	FALSE
Lrch2	chrX	TRUE	TRUE
Mmrn1	chr6	FALSE	FALSE
Ddx55	chr5	FALSE	FALSE
Majin	chr19	FALSE	TRUE
Cyb561	chr11	FALSE	FALSE
Olfr1458	chr19	FALSE	FALSE
Ush1c	chr7	FALSE	FALSE
Stk36	chr1	FALSE	FALSE
Arfgap3	chr15	FALSE	FALSE
Krtap7-1	chr16	FALSE	FALSE
Pir	chrX	FALSE	TRUE
Mxi1	chr19	TRUE	FALSE
Hoxa3	chr6	FALSE	FALSE
Tmc5	chr7	FALSE	FALSE
Srf	chr17	TRUE	FALSE
Lzts2	chr19	TRUE	FALSE
Ddrgk1	chr2	TRUE	FALSE
Ak3	chr19	TRUE	FALSE
Gm5294	chr5	FALSE	FALSE
Dpysl2	chr14	TRUE	FALSE
Zfp385b	chr2	TRUE	FALSE
Gm7298	chr6	FALSE	FALSE
1700123K08Rik	chr5	FALSE	FALSE
Shroom1	chr11	FALSE	FALSE
Cdh20	chr1	FALSE	TRUE
Rftn2	chr1	FALSE	FALSE
Tango6	chr8	FALSE	FALSE
Tmem37	chr1	FALSE	FALSE
Ulk3	chr9	FALSE	FALSE
Trak2	chr1	TRUE	FALSE
Mtmr1	chrX	TRUE	FALSE
Wdr43	chr17	FALSE	FALSE
A630010A05Rik	chr16	FALSE	FALSE
Col4a5	chrX	FALSE	TRUE
Cyb5d2	chr11	FALSE	FALSE
Sclt1	chr3	TRUE	TRUE
Gm49835	chr17	FALSE	FALSE
Apobr	chr7	FALSE	FALSE
Pcdhb15	chr18	FALSE	FALSE
Trim10	chr17	FALSE	FALSE
Ccdc194	chr8	FALSE	FALSE
Cryzl1	chr16	TRUE	TRUE
Cmc4	chrX	FALSE	FALSE
Pilrb1	chr5	FALSE	FALSE
Ttc33	chr15	TRUE	FALSE
Gpld1	chr13	FALSE	FALSE
Tal2	chr4	FALSE	FALSE
Ftdc1	chr16	FALSE	FALSE
Fos	chr12	FALSE	FALSE
Rhd	chr4	FALSE	FALSE
Tmem181a	chr17	TRUE	FALSE
Mat2a	chr6	TRUE	FALSE
Tmem182	chr1	FALSE	FALSE
Olfr114	chr17	FALSE	FALSE
Cdc7	chr5	TRUE	FALSE
1700074P13Rik	chr6	FALSE	FALSE
Lin7b	chr7	TRUE	FALSE
Prss52	chr14	FALSE	FALSE
Gm12569	chr11	FALSE	FALSE
Plekhn1	chr4	TRUE	FALSE
4932414N04Rik	chr2	FALSE	FALSE
Mapkap1	chr2	TRUE	FALSE
Gm3739	chr14	FALSE	FALSE
Mdga1	chr17	FALSE	FALSE
Rtl5	chrX	FALSE	FALSE
Olfr1196	chr2	FALSE	FALSE
1700029H14Rik	chr8	FALSE	FALSE
4930432K21Rik	chr8	FALSE	FALSE
Serhl	chr15	FALSE	FALSE
Myom3	chr4	FALSE	FALSE
She	chr3	FALSE	FALSE
Rab3ip	chr10	TRUE	TRUE
Prss38	chr11	FALSE	FALSE
Nf2	chr11	FALSE	FALSE
Sco2	chr15	TRUE	FALSE
Irf5	chr6	FALSE	FALSE
Olfr955	chr9	FALSE	FALSE
Psma7	chr2	TRUE	FALSE
Gm42674	chr3	FALSE	FALSE
Xlr3c	chrX	FALSE	FALSE
Rab11fip3	chr17	TRUE	FALSE
Ltf	chr9	FALSE	FALSE
Myh3	chr11	FALSE	FALSE
Gm29776	chr14	FALSE	FALSE
Glb1l2	chr9	FALSE	FALSE
Pts	chr9	FALSE	FALSE
Armc1	chr3	TRUE	FALSE
Rras2	chr7	FALSE	FALSE
Olfr875	chr9	FALSE	FALSE
Pde11a	chr2	FALSE	FALSE
Dnajc6	chr4	TRUE	FALSE
Sptbn5	chr2	FALSE	FALSE
Cep68	chr11	FALSE	FALSE
Krt80	chr15	FALSE	FALSE
Cfh	chr1	FALSE	TRUE
Hcn1	chr13	TRUE	TRUE
Ly6h	chr15	FALSE	FALSE
Olfr1416	chr1	FALSE	FALSE
Plcd4	chr1	TRUE	FALSE
Sdhd	chr9	FALSE	FALSE
Rpl4	chr9	FALSE	FALSE
Lztr1	chr16	TRUE	FALSE
Nfu1	chr6	FALSE	FALSE
Scgb1b12	chr7	FALSE	FALSE
Faap100	chr11	FALSE	FALSE
Cpne6	chr14	FALSE	FALSE
Maged2	chrX	FALSE	FALSE
Olfr1118	chr2	FALSE	FALSE
Vmn1r236	chr17	FALSE	FALSE
Dennd1b	chr1	TRUE	FALSE
Cyp2w1	chr5	FALSE	FALSE
Aadacl4fm1	chr4	FALSE	FALSE
Syt3	chr7	TRUE	FALSE
Smtnl2	chr11	FALSE	FALSE
Efnb3	chr11	FALSE	FALSE
Khdc1b	chr1	FALSE	FALSE
Il15ra	chr2	FALSE	FALSE
Cyc1	chr15	TRUE	FALSE
Tmed9	chr13	FALSE	FALSE
Map2k1	chr9	FALSE	FALSE
Defb38	chr8	FALSE	FALSE
Usp19	chr9	TRUE	FALSE
Srbd1	chr17	FALSE	FALSE
Ddx58	chr4	FALSE	FALSE
Tacr3	chr3	FALSE	TRUE
Atrn	chr2	FALSE	FALSE
Swsap1	chr9	FALSE	FALSE
Vps13a	chr19	FALSE	TRUE
Nfs1	chr2	FALSE	FALSE
Arhgap31	chr16	FALSE	FALSE
Fkbp10	chr11	FALSE	FALSE
Dennd3	chr15	FALSE	FALSE
Gsg1l2	chr11	FALSE	FALSE
Rpl36a	chrX	FALSE	FALSE
Nr2f1	chr13	TRUE	FALSE
Cln8	chr8	TRUE	FALSE
Psg18	chr7	FALSE	FALSE
Gstm2	chr3	FALSE	FALSE
Fbxw8	chr5	TRUE	FALSE
Ngfr	chr11	FALSE	FALSE
Knstrn	chr2	FALSE	FALSE
Adam15	chr3	FALSE	FALSE
Sestd1	chr2	TRUE	FALSE
Atr	chr9	FALSE	TRUE
Rpp38	chr2	TRUE	FALSE
Dennd6a	chr14	TRUE	TRUE
Zfp759	chr13	TRUE	FALSE
Clic4	chr4	FALSE	FALSE
Ccdc50	chr16	TRUE	TRUE
Gpsm2	chr3	FALSE	FALSE
Rax	chr18	FALSE	FALSE
Cdh10	chr15	TRUE	TRUE
Nacc2	chr2	TRUE	FALSE
Rrp1b	chr17	FALSE	FALSE
Ninj2	chr6	FALSE	FALSE
Rbm22	chr18	FALSE	FALSE
Rbm26	chr14	TRUE	FALSE
Tnfrsf11b	chr15	FALSE	FALSE
Olfr624	chr7	FALSE	FALSE
Dydc1	chr14	FALSE	FALSE
Gnb4	chr3	FALSE	TRUE
Trim11	chr11	FALSE	FALSE
Ercc4	chr16	TRUE	FALSE
Ftl1	chr7	TRUE	FALSE
Gm49333	chr16	TRUE	FALSE
Hbegf	chr18	TRUE	FALSE
Eif2d	chr1	FALSE	FALSE
Mgat4a	chr1	FALSE	FALSE
Dsg1b	chr18	FALSE	FALSE
Lrrc6	chr15	FALSE	TRUE
Cdk13	chr13	TRUE	TRUE
Abcd1	chrX	FALSE	FALSE
Gabpa	chr16	TRUE	FALSE
Mmgt1	chrX	FALSE	FALSE
Vmn1r41	chr6	FALSE	FALSE
Bckdha	chr7	FALSE	FALSE
Gpr158	chr2	TRUE	FALSE
Mta2	chr19	FALSE	FALSE
Spem1	chr11	FALSE	FALSE
Vmn1r174	chr7	FALSE	FALSE
Rmnd5b	chr11	FALSE	FALSE
Cep44	chr8	TRUE	FALSE
Pax7	chr4	FALSE	FALSE
Ctnnbl1	chr2	FALSE	FALSE
Prr15l	chr11	FALSE	FALSE
Camkk2	chr5	TRUE	TRUE
Stat3	chr11	FALSE	FALSE
Ctdsp1	chr1	FALSE	FALSE
Gucy2c	chr6	FALSE	FALSE
Ttyh3	chr5	TRUE	FALSE
Olfr787	chr10	FALSE	FALSE
Thrap3	chr4	FALSE	FALSE
Ak2	chr4	FALSE	FALSE
Dipk1a	chr5	TRUE	FALSE
Eya1	chr1	FALSE	TRUE
Taf4b	chr18	FALSE	FALSE
Pramel4	chr4	FALSE	FALSE
Tdrd12	chr7	FALSE	TRUE
Prss51	chr14	TRUE	FALSE
Sdccag8	chr1	TRUE	TRUE
Pou1f1	chr16	FALSE	FALSE
Sgf29	chr7	FALSE	FALSE
1700069L16Rik	chr5	TRUE	FALSE
Gm1553	chr10	FALSE	FALSE
Prn	chr2	FALSE	FALSE
Rpl32	chr6	FALSE	FALSE
Kdm5b	chr1	TRUE	FALSE
Odf3l1	chr9	FALSE	FALSE
Slc16a13	chr11	TRUE	FALSE
Rnf138rt1	chrX	FALSE	FALSE
Ifit1	chr19	FALSE	FALSE
Serpini2	chr3	FALSE	FALSE
Med13	chr11	FALSE	TRUE
Lonp2	chr8	FALSE	TRUE
Esr1	chr10	FALSE	FALSE
Slc22a14	chr9	FALSE	FALSE
Bhlhe41	chr6	TRUE	FALSE
Gm21830	chr2	FALSE	FALSE
Polg	chr7	FALSE	FALSE
Alkal1	chr1	FALSE	FALSE
Galc	chr12	TRUE	FALSE
Pom121l12	chr11	FALSE	FALSE
Myo18b	chr5	FALSE	FALSE
Pnlip	chr19	FALSE	FALSE
Pold1	chr7	TRUE	FALSE
H2-M9	chr17	FALSE	FALSE
Dnttip2	chr3	FALSE	FALSE
Tent4b	chr8	FALSE	FALSE
4430402I18Rik	chr19	TRUE	FALSE
Prr15	chr6	FALSE	FALSE
Gm49416	chr19	FALSE	FALSE
Zkscan5	chr5	TRUE	FALSE
3425401B19Rik	chr14	FALSE	FALSE
Iqcf2	chr9	FALSE	TRUE
Ikbkg	chrX	FALSE	FALSE
Gng12	chr6	FALSE	FALSE
Skint10	chr4	FALSE	TRUE
Lctl	chr9	FALSE	FALSE
Prelid3b	chr2	FALSE	FALSE
Ddx42	chr11	FALSE	FALSE
9930111J21Rik2	chr11	FALSE	FALSE
Tfpi2	chr6	FALSE	FALSE
Tk1	chr11	FALSE	FALSE
Cyp4a14	chr4	FALSE	FALSE
Calr	chr8	FALSE	FALSE
Prdx5	chr19	TRUE	FALSE
Pygo1	chr9	FALSE	FALSE
Oga	chr19	FALSE	FALSE
Cyp2j13	chr4	FALSE	FALSE
Spin2f	chrX	FALSE	FALSE
Brsk2	chr7	TRUE	FALSE
Polr2c	chr8	FALSE	FALSE
Wwc2	chr8	FALSE	FALSE
A830031A19Rik	chr11	FALSE	FALSE
Olfr1204	chr2	FALSE	FALSE
Tmem183a	chr1	FALSE	FALSE
Ophn1	chrX	FALSE	FALSE
Adcy1	chr11	TRUE	FALSE
Tktl1	chrX	FALSE	FALSE
Lhx8	chr3	FALSE	FALSE
Aldoart1	chr4	FALSE	FALSE
Csf2	chr11	FALSE	FALSE
Rasl11a	chr5	FALSE	FALSE
Kcnmb1	chr11	FALSE	FALSE
Htra3	chr5	FALSE	FALSE
Septin14	chr5	FALSE	FALSE
Abracl	chr10	FALSE	FALSE
Zfyve28	chr5	TRUE	FALSE
2700049A03Rik	chr12	TRUE	TRUE
Taf3	chr2	TRUE	FALSE
N6amt1	chr16	TRUE	FALSE
Olfr1032	chr2	FALSE	FALSE
Hsd17b11	chr5	TRUE	FALSE
Cnot6	chr11	FALSE	FALSE
Pou2f3	chr9	FALSE	FALSE
Topaz1	chr9	FALSE	TRUE
Cnot4	chr6	TRUE	TRUE
Cmtm2a	chr8	FALSE	FALSE
Rmnd5a	chr6	TRUE	FALSE
Rabep1	chr11	FALSE	FALSE
Otor	chr2	FALSE	FALSE
Ppp4r1	chr17	TRUE	FALSE
Ndrg3	chr2	TRUE	FALSE
Atp6ap1l	chr13	FALSE	FALSE
Bcap31	chrX	FALSE	FALSE
Slx4	chr16	FALSE	FALSE
Mapk12	chr15	TRUE	FALSE
Smurf1	chr5	FALSE	FALSE
Upk1b	chr16	FALSE	FALSE
Rflnb	chr11	FALSE	FALSE
Tiprl	chr1	TRUE	FALSE
Timeless	chr10	FALSE	FALSE
Itgb2l	chr16	FALSE	FALSE
Neb	chr2	TRUE	TRUE
Stat5b	chr11	FALSE	FALSE
Mgl2	chr11	FALSE	FALSE
Ddx28	chr8	FALSE	FALSE
Mroh6	chr15	FALSE	FALSE
Cc2d2a	chr5	TRUE	TRUE
Bid	chr6	FALSE	FALSE
Spink12	chr18	FALSE	FALSE
Blnk	chr19	FALSE	FALSE
Acp6	chr3	TRUE	FALSE
Slc36a1	chr11	TRUE	FALSE
Gm27021	chr8	FALSE	FALSE
Tmem86a	chr7	TRUE	FALSE
Plekhm2	chr4	TRUE	FALSE
Lclat1	chr17	TRUE	FALSE
Nedd4l	chr18	TRUE	FALSE
Mlf2	chr6	TRUE	FALSE
Dad1	chr14	FALSE	FALSE
Sacm1l	chr9	TRUE	TRUE
Otogl	chr10	FALSE	TRUE
Tspan11	chr6	FALSE	FALSE
Cabs1	chr5	FALSE	FALSE
Gm11146	chr16	TRUE	FALSE
Gpr149	chr3	FALSE	FALSE
Luzp4	chrX	FALSE	FALSE
Kcnj10	chr1	FALSE	FALSE
Snn	chr16	TRUE	FALSE
Olfr95	chr17	FALSE	FALSE
Arhgef33	chr17	FALSE	FALSE
Pdhb	chr14	TRUE	FALSE
Chga	chr12	FALSE	FALSE
Mrrf	chr2	TRUE	FALSE
Ugt2b37	chr5	FALSE	FALSE
Tars2	chr3	FALSE	FALSE
Wipf1	chr2	FALSE	FALSE
Trmt61a	chr12	TRUE	FALSE
Thbs3	chr3	FALSE	FALSE
Pcdhgc5	chr18	TRUE	FALSE
Gpbp1	chr13	FALSE	TRUE
Lsm1	chr8	TRUE	FALSE
Ppp1r11	chr17	TRUE	FALSE
Cep290	chr10	TRUE	TRUE
S100a16	chr3	TRUE	FALSE
Vamp1	chr6	TRUE	FALSE
Tmed7	chr18	TRUE	FALSE
Olfr802	chr10	FALSE	FALSE
Edc3	chr9	TRUE	TRUE
Klk15	chr7	FALSE	FALSE
Rufy4	chr1	FALSE	FALSE
Acap1	chr11	FALSE	FALSE
Il7	chr3	FALSE	TRUE
Nos3	chr5	TRUE	FALSE
Ankrd54	chr15	FALSE	FALSE
Olfr309	chr7	FALSE	FALSE
Slc6a20a	chr9	FALSE	TRUE
Hykk	chr9	FALSE	FALSE
Pla2g12b	chr10	FALSE	FALSE
Rnf25	chr1	FALSE	FALSE
Kctd13	chr7	FALSE	FALSE
Znrd1as	chr17	FALSE	FALSE
Ankrd11	chr8	TRUE	FALSE
Ms4a1	chr19	FALSE	FALSE
3110021N24Rik	chr4	TRUE	FALSE
Gtf2f2	chr14	FALSE	FALSE
Mettl7a1	chr15	TRUE	FALSE
1110059E24Rik	chr19	TRUE	FALSE
Fam185a	chr5	FALSE	TRUE
Vmn2r49	chr7	FALSE	FALSE
1700001O22Rik	chr2	FALSE	FALSE
B230219D22Rik	chr13	FALSE	FALSE
Fkbp11	chr15	FALSE	FALSE
Cdc37l1	chr19	TRUE	FALSE
Pfdn2	chr1	TRUE	FALSE
Mrgpra2b	chr7	FALSE	FALSE
Zdbf2	chr1	FALSE	FALSE
Fmod	chr1	FALSE	FALSE
Nxpe3	chr16	TRUE	FALSE
Col11a1	chr3	FALSE	TRUE
Gm5592	chr7	FALSE	TRUE
Klf13	chr7	TRUE	FALSE
Ints2	chr11	FALSE	FALSE
Slc15a1	chr14	FALSE	FALSE
Vmn2r96	chr17	FALSE	FALSE
Chd1	chr17	FALSE	FALSE
Pdcl	chr2	FALSE	FALSE
Pxdn	chr12	FALSE	FALSE
Safb2	chr17	FALSE	FALSE
Adhfe1	chr1	FALSE	FALSE
Pls3	chrX	TRUE	FALSE
Gopc	chr10	TRUE	FALSE
Zfp7	chr15	TRUE	FALSE
Fxyd5	chr7	FALSE	FALSE
Nars	chr18	FALSE	FALSE
Cpne1	chr2	FALSE	FALSE
Nms	chr1	FALSE	FALSE
Fbxo43	chr15	FALSE	FALSE
Ascl2	chr7	FALSE	FALSE
Kif21b	chr1	TRUE	FALSE
Bsg	chr10	TRUE	FALSE
Trmt10a	chr3	TRUE	FALSE
Ghrl	chr6	FALSE	FALSE
Prorp	chr12	TRUE	FALSE
Pop5	chr5	FALSE	FALSE
Lrrc72	chr12	FALSE	TRUE
Rpl19	chr11	TRUE	FALSE
Gm21319	chr12	FALSE	FALSE
Cdk12	chr11	TRUE	TRUE
Gatc	chr5	FALSE	FALSE
Chrnb1	chr11	FALSE	FALSE
Vmn1r83	chr7	FALSE	FALSE
Olfr1098	chr2	FALSE	FALSE
Ccdc73	chr2	TRUE	TRUE
Rab6b	chr9	TRUE	FALSE
Nrg4	chr9	TRUE	TRUE
Pom121	chr5	FALSE	FALSE
Zfp819	chr7	FALSE	FALSE
Cep250	chr2	TRUE	TRUE
Cd27	chr6	FALSE	FALSE
Celsr3	chr9	TRUE	FALSE
Olfr1104	chr2	FALSE	FALSE
F9	chrX	FALSE	FALSE
Gabpb1	chr2	TRUE	FALSE
Acsl3	chr1	TRUE	FALSE
Gsta1	chr9	FALSE	FALSE
Gm50241	chr8	FALSE	FALSE
Shpk	chr11	TRUE	FALSE
Rdh1	chr10	FALSE	FALSE
Ncmap	chr4	FALSE	FALSE
Wdr78	chr4	TRUE	TRUE
Slc22a18	chr7	FALSE	FALSE
Ptpra	chr2	FALSE	FALSE
Pgam5	chr5	FALSE	FALSE
Chtf8	chr8	FALSE	FALSE
Marveld2	chr13	TRUE	FALSE
Gm17266	chr18	FALSE	FALSE
Olfr61	chr7	FALSE	FALSE
Dnajb14	chr3	TRUE	FALSE
Cystm1	chr18	TRUE	FALSE
Slit2	chr5	FALSE	FALSE
Fignl2	chr15	FALSE	FALSE
Magix	chrX	FALSE	FALSE
Fam76b	chr9	TRUE	FALSE
Amer1	chrX	TRUE	FALSE
Lrrn4cl	chr19	FALSE	FALSE
Btbd9	chr17	TRUE	FALSE
Gsk3a	chr7	TRUE	FALSE
Trnt1	chr6	FALSE	FALSE
Timm17a	chr1	TRUE	FALSE
Limk2	chr11	TRUE	FALSE
Zfp821	chr8	TRUE	FALSE
Tbrg1	chr9	FALSE	FALSE
Galr3	chr15	FALSE	FALSE
Fabp4	chr3	FALSE	FALSE
Uba52	chr8	FALSE	FALSE
Ppp1r26	chr2	FALSE	FALSE
Olfr1006	chr2	FALSE	FALSE
Serpinb1a	chr13	FALSE	FALSE
Uchl5	chr1	TRUE	FALSE
Galr2	chr11	FALSE	FALSE
Rassf6	chr5	FALSE	FALSE
Samt3	chrX	FALSE	FALSE
Eln	chr5	FALSE	FALSE
Slc39a3	chr10	TRUE	FALSE
Olfr1040	chr2	FALSE	FALSE
Mmp1b	chr9	FALSE	FALSE
Dnajc25	chr4	FALSE	FALSE
Gm28305	chr9	FALSE	FALSE
Cenpt	chr8	FALSE	FALSE
Akap9	chr5	TRUE	FALSE
Rtp3	chr9	FALSE	FALSE
Sh3bgrl	chrX	FALSE	FALSE
Kcnj15	chr16	FALSE	FALSE
Sfxn2	chr19	FALSE	FALSE
Myrfl	chr10	TRUE	TRUE
Ebf4	chr2	FALSE	FALSE
Havcr2	chr11	FALSE	FALSE
Fbxo42	chr4	FALSE	FALSE
Tbxas1	chr6	FALSE	FALSE
Aoc2	chr11	FALSE	FALSE
Prokr2	chr2	FALSE	FALSE
Nat2	chr8	FALSE	FALSE
Tada2a	chr11	FALSE	TRUE
Trpv3	chr11	FALSE	FALSE
Trim15	chr17	FALSE	FALSE
Sptssb	chr3	TRUE	TRUE
Olfr552	chr7	FALSE	FALSE
Ptprk	chr10	FALSE	TRUE
Spg7	chr8	FALSE	FALSE
Lamp3	chr16	FALSE	FALSE
Plekhg4	chr8	FALSE	FALSE
Cmss1	chr16	FALSE	FALSE
Rhcg	chr7	FALSE	FALSE
Pbld1	chr10	FALSE	FALSE
Eps8l3	chr3	FALSE	FALSE
Sh2b2	chr5	FALSE	FALSE
Tcea3	chr4	FALSE	FALSE
Prrc2c	chr1	TRUE	TRUE
Casp7	chr19	FALSE	FALSE
Fyco1	chr9	TRUE	TRUE
Prr29	chr11	FALSE	FALSE
S1pr2	chr9	FALSE	FALSE
Prdm15	chr16	TRUE	FALSE
9430038I01Rik	chr7	FALSE	FALSE
Gm21885	chr11	FALSE	FALSE
Klk7	chr7	FALSE	FALSE
Slc10a7	chr8	TRUE	FALSE
Atp1a4	chr1	FALSE	TRUE
Prdm2	chr4	FALSE	FALSE
Colgalt2	chr1	FALSE	FALSE
Hrob	chr11	FALSE	FALSE
Myo6	chr9	TRUE	FALSE
Slc43a2	chr11	TRUE	FALSE
Ilkap	chr1	FALSE	FALSE
Agap1	chr1	TRUE	FALSE
Spata22	chr11	FALSE	FALSE
Ighmbp2	chr19	FALSE	FALSE
Zfp994	chr17	FALSE	FALSE
Npy4r	chr14	FALSE	FALSE
Stam2	chr2	FALSE	FALSE
Plcg1	chr2	TRUE	FALSE
Gm9602	chr14	FALSE	FALSE
Zzef1	chr11	TRUE	TRUE
Elp6	chr9	TRUE	FALSE
Olfr530	chr7	FALSE	FALSE
Slco1c1	chr6	FALSE	FALSE
Parp9	chr16	FALSE	FALSE
Ltb	chr17	FALSE	FALSE
Rhox2g	chrX	FALSE	FALSE
Krt39	chr11	FALSE	FALSE
Got1l1	chr8	FALSE	FALSE
Zpld2	chr4	FALSE	FALSE
Tut4	chr4	TRUE	TRUE
Olfr1535	chr13	FALSE	FALSE
Gm6657	chr12	FALSE	FALSE
Hecw1	chr13	TRUE	TRUE
Fbxw27	chr9	FALSE	FALSE
Gm11238	chr4	FALSE	FALSE
Dctpp1	chr7	FALSE	FALSE
4930558K02Rik	chr1	FALSE	FALSE
Vamp3	chr4	TRUE	FALSE
Hoxc11	chr15	FALSE	FALSE
Fbxw26	chr9	FALSE	FALSE
Sec61a2	chr2	FALSE	FALSE
Aadac	chr3	FALSE	FALSE
Psma6	chr12	TRUE	FALSE
Tsr3	chr17	FALSE	FALSE
Fam129a	chr1	FALSE	FALSE
Tex55	chr16	FALSE	FALSE
Nkiras1	chr14	TRUE	FALSE
Sf3b4	chr3	TRUE	FALSE
D1Pas1	chr1	FALSE	FALSE
Slc35b2	chr17	FALSE	FALSE
Cyp2c50	chr19	FALSE	FALSE
Spred2	chr11	TRUE	FALSE
Rarres2	chr6	TRUE	FALSE
Wfdc6b	chr2	FALSE	FALSE
Ncor1	chr11	FALSE	TRUE
Zc3h12c	chr9	TRUE	FALSE
Olfr1325	chrX	FALSE	FALSE
Blk	chr14	FALSE	FALSE
Igfbp2	chr1	FALSE	FALSE
Ces1b	chr8	FALSE	FALSE
Sult2b1	chr7	FALSE	FALSE
Pcsk4	chr10	TRUE	FALSE
Syt1	chr10	TRUE	TRUE
Pknox1	chr17	FALSE	FALSE
Slc25a14	chrX	FALSE	FALSE
Mycbpap	chr11	TRUE	FALSE
Bola1	chr3	TRUE	FALSE
Apex1	chr14	TRUE	FALSE
Shtn1	chr19	FALSE	FALSE
Mfsd14a	chr3	TRUE	FALSE
Klhl32	chr4	TRUE	FALSE
Slc38a1	chr15	TRUE	FALSE
Aldh1l1	chr6	FALSE	FALSE
Oit3	chr10	FALSE	FALSE
Zfhx4	chr3	FALSE	FALSE
Pdik1l	chr4	FALSE	FALSE
Pola2	chr19	TRUE	FALSE
Tmem175	chr5	TRUE	FALSE
Lce1m	chr3	FALSE	FALSE
Mmaa	chr8	TRUE	FALSE
Trim30b	chr7	FALSE	FALSE
Arhgap8	chr15	FALSE	FALSE
Siah1a	chr8	TRUE	FALSE
Crybb3	chr5	FALSE	FALSE
Lgals12	chr19	FALSE	FALSE
Dock7	chr4	TRUE	FALSE
Rbfox3	chr11	TRUE	FALSE
Olfr521	chr7	FALSE	FALSE
Rbmx	chrX	TRUE	FALSE
Marchf10	chr11	FALSE	FALSE
Nktr	chr9	FALSE	FALSE
Olfr1289	chr2	FALSE	FALSE
Epg5	chr18	FALSE	TRUE
Pxmp4	chr2	FALSE	FALSE
Slc24a4	chr12	FALSE	FALSE
Gm12789	chr4	FALSE	FALSE
1700029J07Rik	chr8	TRUE	FALSE
Shisal2b	chr13	FALSE	FALSE
Pate14	chr9	FALSE	FALSE
Speer4d	chr5	FALSE	FALSE
Nipal1	chr5	FALSE	FALSE
Pcnt	chr10	TRUE	TRUE
Rbm45	chr2	FALSE	FALSE
Zdhhc5	chr2	TRUE	FALSE
Slc17a9	chr2	FALSE	FALSE
Olfr1290	chr2	FALSE	FALSE
Gm49496	chr13	FALSE	TRUE
Cpn2	chr16	FALSE	FALSE
Loxhd1	chr18	FALSE	FALSE
Aldh1a7	chr19	FALSE	FALSE
Atp6v1h	chr1	TRUE	TRUE
Fdx2	chr9	FALSE	FALSE
Chrm4	chr2	FALSE	FALSE
Wdr91	chr6	TRUE	FALSE
Cep126	chr9	FALSE	TRUE
Cul1	chr6	TRUE	TRUE
Cadm4	chr7	TRUE	FALSE
Rngtt	chr4	FALSE	FALSE
Grem1	chr2	FALSE	FALSE
Nbeal2	chr9	TRUE	FALSE
Ankdd1b	chr13	FALSE	FALSE
Spint1	chr2	FALSE	FALSE
Gabra2	chr5	FALSE	TRUE
F8	chrX	FALSE	TRUE
Pbx4	chr8	FALSE	FALSE
Smarca2	chr19	TRUE	FALSE
Sfswap	chr5	TRUE	TRUE
Lrpprc	chr17	TRUE	FALSE
Rps2	chr17	FALSE	FALSE
Nup214	chr2	FALSE	FALSE
Hnrnpm	chr17	FALSE	FALSE
Atp9b	chr18	FALSE	FALSE
Mrps7	chr11	FALSE	FALSE
Robo2	chr16	FALSE	TRUE
Abitram	chr4	TRUE	FALSE
Dyrk3	chr1	FALSE	FALSE
Prkacb	chr3	TRUE	TRUE
Lin52	chr12	FALSE	FALSE
Ier3ip1	chr18	FALSE	FALSE
Aldh6a1	chr12	FALSE	FALSE
Carm1	chr9	TRUE	FALSE
Olfr1123	chr2	FALSE	FALSE
Pon2	chr6	FALSE	FALSE
Atp2b4	chr1	TRUE	FALSE
Sbsn	chr7	FALSE	FALSE
Htra4	chr8	FALSE	FALSE
Wdr37	chr13	TRUE	TRUE
Gm44579	chr15	FALSE	FALSE
Pde6c	chr19	FALSE	TRUE
Dnah1	chr14	FALSE	FALSE
Drd3	chr16	FALSE	FALSE
Cetn1	chr18	FALSE	FALSE
9430015G10Rik	chr4	FALSE	FALSE
Gadd45g	chr13	TRUE	FALSE
Vps50	chr6	TRUE	TRUE
