gene_name	chr	in_a_compartment	mch_sig
Ric8a	chr7	TRUE	FALSE
Ube2s	chr7	TRUE	FALSE
Zfp777	chr6	TRUE	FALSE
Lrwd1	chr5	TRUE	FALSE
Fbxl22	chr9	TRUE	FALSE
Adap1	chr5	TRUE	FALSE
Rasgrp3	chr17	FALSE	FALSE
Vmn1r88	chr7	FALSE	FALSE
Vps9d1	chr8	TRUE	FALSE
1700008O03Rik	chr7	TRUE	FALSE
Katnb1	chr8	TRUE	FALSE
Plekhb1	chr7	TRUE	FALSE
Olfr968	chr9	FALSE	FALSE
Slc34a2	chr5	TRUE	FALSE
Slc25a54	chr3	TRUE	FALSE
Zfp263	chr16	TRUE	FALSE
Dad1	chr14	TRUE	FALSE
Abracl	chr10	TRUE	FALSE
Depdc1a	chr3	FALSE	FALSE
Sars	chr3	TRUE	FALSE
Rars	chr11	TRUE	FALSE
Ctla4	chr1	FALSE	FALSE
Cybc1	chr11	TRUE	FALSE
Bmf	chr2	TRUE	FALSE
Cnnm3	chr1	TRUE	FALSE
Nlrp3	chr11	TRUE	FALSE
Ifit2	chr19	FALSE	FALSE
Rdh1	chr10	TRUE	FALSE
Nudt13	chr14	TRUE	FALSE
Tpm1	chr9	TRUE	FALSE
Vmn1r216	chr13	FALSE	FALSE
Potegl	chr2	FALSE	FALSE
Wdr24	chr17	TRUE	FALSE
Olfr39	chr9	FALSE	FALSE
Pign	chr1	TRUE	FALSE
Wdr34	chr2	TRUE	FALSE
Psmg3	chr5	TRUE	FALSE
Asic1	chr15	TRUE	FALSE
Zswim8	chr14	TRUE	FALSE
Olfr577	chr7	FALSE	FALSE
Tead4	chr6	TRUE	FALSE
Ssc5d	chr7	TRUE	FALSE
Bicdl2	chr17	TRUE	FALSE
Mon1b	chr8	TRUE	FALSE
Rab1a	chr11	TRUE	FALSE
Lamp5	chr2	TRUE	FALSE
Pigk	chr3	TRUE	FALSE
Ube2b	chr11	TRUE	FALSE
Btnl1	chr17	FALSE	FALSE
Tm9sf3	chr19	TRUE	FALSE
Abcb10	chr8	TRUE	FALSE
Thyn1	chr9	TRUE	FALSE
Smim31	chr8	FALSE	FALSE
Dctn5	chr7	TRUE	FALSE
Blcap	chr2	TRUE	FALSE
Zfp64	chr2	TRUE	FALSE
Dnah2	chr11	TRUE	FALSE
Nubp1	chr16	TRUE	FALSE
Serpina3c	chr12	FALSE	FALSE
Mapk8ip1	chr2	TRUE	FALSE
Meioc	chr11	TRUE	FALSE
Insig2	chr1	TRUE	FALSE
Mfap3l	chr8	FALSE	FALSE
Lgals12	chr19	FALSE	FALSE
Celsr2	chr3	TRUE	FALSE
Zfp710	chr7	TRUE	FALSE
Usp6nl	chr2	TRUE	FALSE
AY761185	chr8	FALSE	FALSE
Exoc3	chr13	TRUE	FALSE
Fshr	chr17	FALSE	FALSE
Olfr867	chr9	FALSE	FALSE
Lsg1	chr16	TRUE	FALSE
Vmn1r15	chr6	FALSE	FALSE
Nudcd1	chr15	FALSE	FALSE
C2cd2l	chr9	TRUE	FALSE
Erich6	chr3	TRUE	FALSE
Med11	chr11	TRUE	FALSE
Rfpl4	chr7	FALSE	FALSE
Dand5	chr8	TRUE	FALSE
Tmem143	chr7	TRUE	FALSE
Slc39a5	chr10	TRUE	FALSE
Srrd	chr5	TRUE	FALSE
Efemp1	chr11	FALSE	FALSE
Cyp4b1	chr4	FALSE	FALSE
Cd209g	chr8	FALSE	FALSE
Cdh5	chr8	FALSE	FALSE
Nog	chr11	FALSE	FALSE
Ccdc107	chr4	TRUE	FALSE
Fbxw15	chr9	FALSE	FALSE
Ermn	chr2	TRUE	FALSE
Hephl1	chr9	FALSE	FALSE
Tmc8	chr11	TRUE	FALSE
Map4k1	chr7	TRUE	FALSE
Unc119b	chr5	TRUE	FALSE
Slc34a3	chr2	TRUE	FALSE
G3bp1	chr11	TRUE	FALSE
Bend4	chr5	FALSE	FALSE
Fam193b	chr13	TRUE	FALSE
2300009A05Rik	chr9	TRUE	FALSE
Fa2h	chr8	TRUE	FALSE
Reg3a	chr6	FALSE	FALSE
Atg2a	chr19	TRUE	FALSE
Il5ra	chr6	TRUE	FALSE
Vmn2r96	chr17	FALSE	FALSE
Psme1	chr14	TRUE	FALSE
Vmn2r104	chr17	FALSE	FALSE
Ddx39b	chr17	TRUE	FALSE
Cpsf3	chr12	TRUE	FALSE
Tm4sf4	chr3	FALSE	FALSE
Abca1	chr4	TRUE	FALSE
Olfr666	chr7	FALSE	FALSE
Sirt7	chr11	TRUE	FALSE
Txn1	chr4	TRUE	FALSE
Foxj2	chr6	TRUE	FALSE
Cpn2	chr16	TRUE	FALSE
Ifrd1	chr12	TRUE	FALSE
Comtd1	chr14	TRUE	FALSE
Tada1	chr1	TRUE	FALSE
Yars	chr4	TRUE	FALSE
Tac4	chr11	FALSE	FALSE
Cx3cl1	chr8	TRUE	FALSE
Cyp2d26	chr15	FALSE	FALSE
Gpr83	chr9	FALSE	FALSE
Rida	chr15	TRUE	FALSE
Atf7ip	chr6	TRUE	FALSE
Zfp821	chr8	TRUE	FALSE
Tmem18	chr12	FALSE	FALSE
Fam50b	chr13	FALSE	FALSE
Degs2	chr12	TRUE	FALSE
Tfb1m	chr17	TRUE	FALSE
Hsd11b2	chr8	TRUE	FALSE
Krtap6-2	chr16	FALSE	FALSE
Vars	chr17	TRUE	FALSE
Plod3	chr5	TRUE	FALSE
Lpar6	chr14	TRUE	FALSE
Prune1	chr3	TRUE	FALSE
St3gal2	chr8	TRUE	FALSE
Prkaa2	chr4	TRUE	FALSE
Gm5799	chr14	FALSE	FALSE
Stac2	chr11	TRUE	FALSE
Nufip1	chr14	TRUE	FALSE
Castor1	chr11	TRUE	FALSE
2410004B18Rik	chr3	TRUE	FALSE
Atp5e	chr2	TRUE	FALSE
Papolb	chr5	TRUE	FALSE
Olfr1260	chr2	FALSE	FALSE
Dvl3	chr16	TRUE	FALSE
Vmn1r90	chr7	FALSE	FALSE
Angptl7	chr4	TRUE	FALSE
Arhgdig	chr17	TRUE	FALSE
Psg23	chr7	FALSE	FALSE
Rab20	chr8	TRUE	FALSE
Acox2	chr14	TRUE	FALSE
Mpz	chr1	TRUE	FALSE
Spink1	chr18	TRUE	FALSE
Txnl4a	chr18	TRUE	FALSE
Irf5	chr6	TRUE	FALSE
Tnnc1	chr14	TRUE	FALSE
Iars	chr13	TRUE	FALSE
Ctu2	chr8	TRUE	FALSE
Gm9573	chr17	TRUE	FALSE
Pdyn	chr2	TRUE	FALSE
Pla2g10	chr16	TRUE	FALSE
Tuba8	chr6	TRUE	FALSE
Hnf1b	chr11	FALSE	FALSE
Zfp46	chr4	TRUE	FALSE
Habp4	chr13	TRUE	FALSE
Phgr1	chr2	TRUE	FALSE
Ctsh	chr9	TRUE	FALSE
1110008P14Rik	chr2	TRUE	FALSE
Ifit3	chr19	FALSE	FALSE
Ctdspl	chr9	FALSE	FALSE
Slc25a22	chr7	TRUE	FALSE
Acap3	chr4	TRUE	FALSE
Gm8247	chr14	FALSE	FALSE
Msrb1	chr17	TRUE	FALSE
Gm11444	chr11	FALSE	FALSE
Pakap	chr4	FALSE	FALSE
Timmdc1	chr16	TRUE	FALSE
Tmem102	chr11	TRUE	FALSE
Olfr704	chr7	FALSE	FALSE
Mapk8ip3	chr17	TRUE	FALSE
Cdh3	chr8	FALSE	FALSE
Zfp946	chr17	FALSE	FALSE
Smg9	chr7	TRUE	FALSE
Hirip3	chr7	TRUE	FALSE
Sulf1	chr1	FALSE	FALSE
Lig3	chr11	FALSE	FALSE
Tmem89	chr9	TRUE	FALSE
Cd163l1	chr7	FALSE	FALSE
Vmn2r1	chr3	TRUE	FALSE
Rbp2	chr9	FALSE	FALSE
Arid5a	chr1	TRUE	FALSE
Zfp663	chr2	TRUE	FALSE
Zfp114	chr7	TRUE	FALSE
BC024063	chr10	TRUE	FALSE
Gys1	chr7	TRUE	FALSE
Acte1	chr7	TRUE	FALSE
Ppp1r42	chr1	TRUE	FALSE
Psg21	chr7	FALSE	FALSE
AW551984	chr9	FALSE	FALSE
Slc37a4	chr9	TRUE	FALSE
Nod1	chr6	TRUE	FALSE
Gm21680	chr5	FALSE	FALSE
Kin	chr2	TRUE	FALSE
Grpel1	chr5	TRUE	FALSE
Cul2	chr18	TRUE	FALSE
Pex1	chr5	TRUE	FALSE
Csrp1	chr1	TRUE	FALSE
Olfr483	chr7	FALSE	FALSE
Polr2c	chr8	TRUE	FALSE
Bivm	chr1	TRUE	FALSE
Rdh12	chr12	TRUE	FALSE
Exoc8	chr8	TRUE	FALSE
Ptpdc1	chr13	TRUE	FALSE
Car1	chr3	FALSE	FALSE
Fam83e	chr7	TRUE	FALSE
Traf2	chr2	TRUE	FALSE
Ap1m2	chr9	TRUE	FALSE
Npas1	chr7	TRUE	FALSE
Casq2	chr3	TRUE	FALSE
Vwc2	chr11	FALSE	FALSE
Ccr2	chr9	FALSE	FALSE
Sp110	chr1	FALSE	FALSE
Olfr133	chr17	FALSE	FALSE
Gm49601	chr16	TRUE	FALSE
Aig1	chr10	TRUE	FALSE
Eef2kmt	chr16	TRUE	FALSE
Olfr1106	chr2	FALSE	FALSE
Vmn1r1	chr1	TRUE	FALSE
5530401A14Rik	chr11	FALSE	FALSE
Oard1	chr17	TRUE	FALSE
Vmn2r12	chr5	FALSE	FALSE
Cyp11a1	chr9	TRUE	FALSE
Olfr769	chr10	FALSE	FALSE
Arf4	chr14	TRUE	FALSE
Zfp954	chr7	TRUE	FALSE
Egr2	chr10	FALSE	FALSE
Bbs7	chr3	TRUE	FALSE
Srrm2	chr17	TRUE	FALSE
Pafah1b2	chr9	TRUE	FALSE
Rad9b	chr5	TRUE	FALSE
Tbc1d22a	chr15	TRUE	FALSE
Lnpep	chr17	TRUE	FALSE
Minpp1	chr19	TRUE	FALSE
Top2b	chr14	TRUE	FALSE
4933405L10Rik	chr8	TRUE	FALSE
Zscan25	chr5	TRUE	FALSE
Sdcbp2	chr2	TRUE	FALSE
Eps8l3	chr3	TRUE	FALSE
Irak3	chr10	FALSE	FALSE
Kifbp	chr10	TRUE	FALSE
Zfand2b	chr1	TRUE	FALSE
Prap1	chr7	TRUE	FALSE
Mff	chr1	TRUE	FALSE
Kcnj12	chr11	TRUE	FALSE
Tmod4	chr3	TRUE	FALSE
Cyp1b1	chr17	FALSE	FALSE
Cacng4	chr11	TRUE	FALSE
Hes7	chr11	TRUE	FALSE
Ap5z1	chr5	TRUE	FALSE
Gm4952	chr19	TRUE	FALSE
Mdh2	chr5	TRUE	FALSE
D6Ertd527e	chr6	FALSE	FALSE
R3hdml	chr2	TRUE	FALSE
Dstyk	chr1	TRUE	FALSE
Nbr1	chr11	TRUE	FALSE
Vamp4	chr1	TRUE	FALSE
Faiml	chr9	FALSE	FALSE
Nek6	chr2	TRUE	FALSE
Lrrc69	chr4	FALSE	FALSE
Coa4	chr7	TRUE	FALSE
C4bp	chr1	FALSE	FALSE
Plekha4	chr7	TRUE	FALSE
Hs3st4	chr7	FALSE	FALSE
Gm6401	chr14	FALSE	FALSE
Gm5698	chr1	TRUE	FALSE
Pip	chr6	FALSE	FALSE
Gm21731	chr13	FALSE	FALSE
Sall3	chr18	TRUE	FALSE
Scfd1	chr12	TRUE	FALSE
Tnfaip2	chr12	TRUE	FALSE
Grxcr2	chr18	FALSE	FALSE
Trim39	chr17	TRUE	FALSE
Rassf9	chr10	FALSE	FALSE
Ccdc7b	chr8	FALSE	FALSE
Suclg1	chr6	TRUE	FALSE
Lactb2	chr1	TRUE	FALSE
Olfr702	chr7	FALSE	FALSE
Atg4a-ps	chr3	TRUE	FALSE
Sbk2	chr7	TRUE	FALSE
Phkg1	chr5	TRUE	FALSE
Tmed6	chr8	TRUE	FALSE
Spem2	chr11	TRUE	FALSE
Nlrp9c	chr7	FALSE	FALSE
Acbd5	chr2	TRUE	FALSE
Slc11a2	chr15	TRUE	FALSE
Sarnp	chr10	TRUE	FALSE
Nars	chr18	TRUE	FALSE
Tank	chr2	TRUE	FALSE
Klhl22	chr16	TRUE	FALSE
Il17b	chr18	TRUE	FALSE
Tomm70a	chr16	TRUE	FALSE
Clca4b	chr3	FALSE	FALSE
Vmn2r100	chr17	FALSE	FALSE
Amd2	chr10	FALSE	FALSE
Clvs2	chr10	FALSE	FALSE
Nusap1	chr2	TRUE	FALSE
Tm6sf2	chr8	TRUE	FALSE
Rxfp2	chr5	FALSE	FALSE
Haus4	chr14	TRUE	FALSE
Vmn1r113	chr7	FALSE	FALSE
Myo1d	chr11	TRUE	FALSE
S1pr1	chr3	FALSE	FALSE
Tmem68	chr4	FALSE	FALSE
Ttll1	chr15	TRUE	FALSE
Gzmd	chr14	FALSE	FALSE
Tctex1d4	chr4	TRUE	FALSE
Rspo1	chr4	TRUE	FALSE
Pwp1	chr10	FALSE	FALSE
Abhd14b	chr9	TRUE	FALSE
Tyrp1	chr4	FALSE	FALSE
Napg	chr18	TRUE	FALSE
Rasl11b	chr5	TRUE	FALSE
Ltf	chr9	FALSE	FALSE
Trappc3l	chr10	TRUE	FALSE
Gm20479	chr7	TRUE	FALSE
Tssk6	chr8	TRUE	FALSE
Slc30a4	chr2	TRUE	FALSE
Rps18-ps6	chr13	TRUE	FALSE
Izumo2	chr7	TRUE	FALSE
Prl5a1	chr13	FALSE	FALSE
Klra9	chr6	FALSE	FALSE
Gm17654	chr14	FALSE	FALSE
Fndc3a	chr14	TRUE	FALSE
Nploc4	chr11	TRUE	FALSE
Cavin2	chr1	TRUE	FALSE
Padi3	chr4	TRUE	FALSE
Egln2	chr7	FALSE	FALSE
Ccdc39	chr3	TRUE	FALSE
Zfp267	chr3	FALSE	FALSE
Olfr554	chr7	FALSE	FALSE
Il1a	chr2	TRUE	FALSE
Usp14	chr18	TRUE	FALSE
Usp16	chr16	TRUE	FALSE
9630041A04Rik	chr9	TRUE	FALSE
Ccdc78	chr17	TRUE	FALSE
Rita1	chr5	TRUE	FALSE
Fem1al	chr11	TRUE	FALSE
Eif4e2	chr1	TRUE	FALSE
Ddx24	chr12	TRUE	FALSE
Atoh1	chr6	FALSE	FALSE
Ggact	chr14	TRUE	FALSE
Ntrk1	chr3	TRUE	FALSE
Eno4	chr19	TRUE	FALSE
AB124611	chr9	TRUE	FALSE
Yif1a	chr19	TRUE	FALSE
Gpr157	chr4	TRUE	FALSE
Il2	chr3	FALSE	FALSE
Zfp980	chr4	FALSE	FALSE
Olfr513	chr7	FALSE	FALSE
Nemf	chr12	TRUE	FALSE
Mcm5	chr8	TRUE	FALSE
Timm17a	chr1	TRUE	FALSE
Polr3g	chr13	FALSE	FALSE
Smim40	chr17	TRUE	FALSE
Shisal2b	chr13	TRUE	FALSE
Aurkc	chr7	TRUE	FALSE
Txnip	chr3	TRUE	FALSE
Pcdhgc4	chr18	TRUE	FALSE
Vtn	chr11	TRUE	FALSE
Hoxa1	chr6	FALSE	FALSE
Slc22a7	chr17	TRUE	FALSE
Clu	chr14	TRUE	FALSE
Eif2b2	chr12	TRUE	FALSE
Slc46a2	chr4	FALSE	FALSE
Jag1	chr2	FALSE	FALSE
Tnfrsf21	chr17	FALSE	FALSE
Vmn2r30	chr7	FALSE	FALSE
Pigr	chr1	TRUE	FALSE
Tmem70	chr1	TRUE	FALSE
2300002M23Rik	chr17	TRUE	FALSE
Ubn1	chr16	TRUE	FALSE
Lima1	chr15	TRUE	FALSE
Trip6	chr5	TRUE	FALSE
Racgap1	chr15	TRUE	FALSE
Dnmt1	chr9	TRUE	FALSE
Cxcl5	chr5	FALSE	FALSE
Rubcnl	chr14	FALSE	FALSE
Gm9745	chr13	TRUE	FALSE
Calhm3	chr19	TRUE	FALSE
Gm12394	chr4	TRUE	FALSE
Tmem94	chr11	TRUE	FALSE
Uba7	chr9	TRUE	FALSE
Defb4	chr8	FALSE	FALSE
Gm17542	chr10	FALSE	FALSE
Tmem220	chr11	TRUE	FALSE
Zkscan8	chr13	TRUE	FALSE
Ccdc186	chr19	TRUE	FALSE
Crtam	chr9	TRUE	FALSE
Cmpk2	chr12	TRUE	FALSE
Tfdp1	chr8	TRUE	FALSE
Olfr605	chr7	FALSE	FALSE
Psg17	chr7	FALSE	FALSE
Ppm1d	chr11	TRUE	FALSE
Armc9	chr1	TRUE	FALSE
Ubtf	chr11	TRUE	FALSE
2310022A10Rik	chr7	TRUE	FALSE
Gpr88	chr3	FALSE	FALSE
S100a7a	chr3	TRUE	FALSE
Zp3	chr5	TRUE	FALSE
Togaram1	chr12	FALSE	FALSE
Gnmt	chr17	TRUE	FALSE
Aspg	chr12	TRUE	FALSE
Gal3st1	chr11	TRUE	FALSE
Nat8	chr6	TRUE	FALSE
Gulo	chr14	TRUE	FALSE
Ankrd28	chr14	TRUE	FALSE
Mtmr10	chr7	TRUE	FALSE
Lypd1	chr1	FALSE	FALSE
Vmn2r68	chr7	FALSE	FALSE
Abcc3	chr11	TRUE	FALSE
E2f8	chr7	TRUE	FALSE
Wdr38	chr2	TRUE	FALSE
Trpv1	chr11	TRUE	FALSE
Casp14	chr10	FALSE	FALSE
9530002B09Rik	chr4	FALSE	FALSE
Arl6	chr16	FALSE	FALSE
Mrpl16	chr19	FALSE	FALSE
Olfr1466	chr19	FALSE	FALSE
Nudt6	chr3	TRUE	FALSE
Necab3	chr2	TRUE	FALSE
Ndufb3	chr1	TRUE	FALSE
Pebp4	chr14	TRUE	FALSE
Ankrd22	chr19	FALSE	FALSE
Tapt1	chr5	TRUE	FALSE
Ccdc106	chr7	TRUE	FALSE
Bmp8a	chr4	TRUE	FALSE
Adamts13	chr2	TRUE	FALSE
Ccn2	chr10	FALSE	FALSE
Kcne1	chr16	TRUE	FALSE
Vdac2	chr14	TRUE	FALSE
Dse	chr10	FALSE	FALSE
Nhlrc1	chr13	TRUE	FALSE
Dct	chr14	FALSE	FALSE
Igf1	chr10	FALSE	FALSE
Eef1akmt4	chr16	TRUE	FALSE
Abcb6	chr1	TRUE	FALSE
Ltbp1	chr17	FALSE	FALSE
Ndufb6	chr4	TRUE	FALSE
Ankrd2	chr19	TRUE	FALSE
Avl9	chr6	TRUE	FALSE
Rel	chr11	FALSE	FALSE
Gm11567	chr11	FALSE	FALSE
Thtpa	chr14	TRUE	FALSE
Kcnj5	chr9	FALSE	FALSE
Metap2	chr10	TRUE	FALSE
Tinagl1	chr4	TRUE	FALSE
Zfp687	chr3	TRUE	FALSE
Zfp36	chr7	TRUE	FALSE
Morn2	chr17	TRUE	FALSE
Gm3055	chr10	TRUE	FALSE
Use1	chr8	TRUE	FALSE
Omg	chr11	TRUE	FALSE
Olfr1352	chr10	FALSE	FALSE
Gcat	chr15	TRUE	FALSE
Chst14	chr2	TRUE	FALSE
Tmpo	chr10	TRUE	FALSE
Olfr344	chr2	FALSE	FALSE
Tmem210	chr2	TRUE	FALSE
Usp30	chr5	TRUE	FALSE
Tmem72	chr6	TRUE	FALSE
Hs3st6	chr17	TRUE	FALSE
Krt42	chr11	FALSE	FALSE
Catsperb	chr12	FALSE	FALSE
Trim66	chr7	TRUE	FALSE
Pabpc1l	chr2	TRUE	FALSE
Dcst2	chr3	TRUE	FALSE
Mrps11	chr7	FALSE	FALSE
Olfr414	chr1	FALSE	FALSE
Plscr4	chr9	FALSE	FALSE
Litaf	chr16	TRUE	FALSE
Chp2	chr7	TRUE	FALSE
Abca6	chr11	FALSE	FALSE
Epcam	chr17	TRUE	FALSE
Ccr6	chr17	TRUE	FALSE
Trim52	chr14	FALSE	FALSE
Polr2m	chr9	FALSE	FALSE
Zfp937	chr2	FALSE	FALSE
Tstd1	chr1	TRUE	FALSE
Snrpe	chr1	TRUE	FALSE
Fcrla	chr1	TRUE	FALSE
Nlrx1	chr9	TRUE	FALSE
Olfr1414	chr1	TRUE	FALSE
Olfr935	chr9	FALSE	FALSE
Ypel5	chr17	TRUE	FALSE
Nsmce1	chr7	TRUE	FALSE
Tppp2	chr14	TRUE	FALSE
Gm11627	chr11	TRUE	FALSE
Esrp1	chr4	TRUE	FALSE
Slc27a5	chr7	TRUE	FALSE
Avil	chr10	TRUE	FALSE
Olfr510	chr7	FALSE	FALSE
Tmem127	chr2	TRUE	FALSE
Ccnq	chr11	FALSE	FALSE
Aadacl4fm4	chr4	FALSE	FALSE
Mxra7	chr11	TRUE	FALSE
4930555G01Rik	chr14	FALSE	FALSE
Ap2a2	chr7	TRUE	FALSE
Dtx3	chr10	TRUE	FALSE
Rhou	chr8	TRUE	FALSE
Hbq1a	chr11	TRUE	FALSE
Actc1	chr2	FALSE	FALSE
Tek	chr4	FALSE	FALSE
Gm8909	chr17	TRUE	FALSE
Olfr967	chr9	FALSE	FALSE
Rab43	chr6	TRUE	FALSE
Ahrr	chr13	TRUE	FALSE
Cdr2l	chr11	TRUE	FALSE
Nexn	chr3	TRUE	FALSE
Slx1b	chr7	TRUE	FALSE
Serpina3n	chr12	TRUE	FALSE
Cdcp2	chr4	TRUE	FALSE
Wdr12	chr1	TRUE	FALSE
Banf2	chr2	TRUE	FALSE
Efcab5	chr11	TRUE	FALSE
Prob1	chr18	TRUE	FALSE
Vmn2r86	chr10	FALSE	FALSE
Top1mt	chr15	TRUE	FALSE
Otop3	chr11	TRUE	FALSE
Atoh7	chr10	TRUE	FALSE
Arf1	chr11	TRUE	FALSE
Erv3	chr2	TRUE	FALSE
Gm49527	chr15	TRUE	FALSE
Elp6	chr9	TRUE	FALSE
Atxn7l3	chr11	TRUE	FALSE
Cplx4	chr18	TRUE	FALSE
Erap1	chr13	FALSE	FALSE
Kif2b	chr11	FALSE	FALSE
Ccdc80	chr16	TRUE	FALSE
Pi4k2b	chr5	TRUE	FALSE
Elf1	chr14	TRUE	FALSE
Scgb2b12	chr7	FALSE	FALSE
Ddi1	chr9	FALSE	FALSE
Olfr1475	chr19	FALSE	FALSE
Gys2	chr6	TRUE	FALSE
Dynlt1c	chr17	TRUE	FALSE
Arsb	chr13	TRUE	FALSE
Olfr53	chr7	FALSE	FALSE
Apoe	chr7	TRUE	FALSE
Defb8	chr8	FALSE	FALSE
Fdx1	chr9	FALSE	FALSE
Gp9	chr6	TRUE	FALSE
Myd88	chr9	TRUE	FALSE
Gm28041	chr13	TRUE	FALSE
Carlr	chr2	TRUE	FALSE
Ms4a1	chr19	FALSE	FALSE
Dpf3	chr12	TRUE	FALSE
Gm49345	chr13	TRUE	FALSE
Gm21083	chr5	FALSE	FALSE
Pdcd1lg2	chr19	FALSE	FALSE
Hoxd10	chr2	TRUE	FALSE
Rpl10l	chr12	FALSE	FALSE
Brat1	chr5	TRUE	FALSE
Dyrk3	chr1	TRUE	FALSE
Inhba	chr13	FALSE	FALSE
Zfp987	chr4	FALSE	FALSE
Dyrk4	chr6	TRUE	FALSE
Tnip2	chr5	TRUE	FALSE
Fam122a	chr19	TRUE	FALSE
Spint1	chr2	TRUE	FALSE
Zfat	chr15	FALSE	FALSE
Rac3	chr11	TRUE	FALSE
Dtl	chr1	TRUE	FALSE
Tns3	chr11	FALSE	FALSE
5430401F13Rik	chr6	FALSE	FALSE
Tars	chr15	FALSE	FALSE
Polr3f	chr2	TRUE	FALSE
Olfr905	chr9	FALSE	FALSE
Rpl39l	chr16	FALSE	FALSE
Paf1	chr7	TRUE	FALSE
Tmem216	chr19	TRUE	FALSE
Krtap19-3	chr16	FALSE	FALSE
Tfpi2	chr6	FALSE	FALSE
Igfn1	chr1	TRUE	FALSE
Tdrd3	chr14	TRUE	FALSE
Rps20	chr4	TRUE	FALSE
H2-Q7	chr17	FALSE	FALSE
Ccdc30	chr4	TRUE	FALSE
Qsox2	chr2	TRUE	FALSE
Ect2	chr3	TRUE	FALSE
Bbip1	chr19	TRUE	FALSE
Aldh16a1	chr7	TRUE	FALSE
4930404N11Rik	chr10	TRUE	FALSE
9430015G10Rik	chr4	TRUE	FALSE
Tmem268	chr4	TRUE	FALSE
Spcs1	chr14	TRUE	FALSE
4931406B18Rik	chr7	FALSE	FALSE
Rmnd5b	chr11	TRUE	FALSE
Npy4r	chr14	TRUE	FALSE
Neu1	chr17	TRUE	FALSE
Rexo2	chr9	FALSE	FALSE
Poc5	chr13	TRUE	FALSE
Skp1a	chr11	TRUE	FALSE
Lrrc39	chr3	TRUE	FALSE
4933421I07Rik	chr7	FALSE	FALSE
Ube2l6	chr2	FALSE	FALSE
Lmntd2	chr7	TRUE	FALSE
Dlx3	chr11	FALSE	FALSE
Akap11	chr14	TRUE	FALSE
Hoxa11	chr6	TRUE	FALSE
Elac2	chr11	FALSE	FALSE
Abca7	chr10	TRUE	FALSE
Fanca	chr8	TRUE	FALSE
Hsh2d	chr8	TRUE	FALSE
Npas4	chr19	TRUE	FALSE
Ceacam3	chr7	FALSE	FALSE
Txnrd1	chr10	TRUE	FALSE
Gzmb	chr14	FALSE	FALSE
Mtfr1l	chr4	TRUE	FALSE
Hormad1	chr3	TRUE	FALSE
Cela3a	chr4	TRUE	FALSE
Rtn4rl2	chr2	FALSE	FALSE
Cyb5d2	chr11	TRUE	FALSE
Zfp750	chr11	TRUE	FALSE
Map3k7cl	chr16	TRUE	FALSE
Tppp	chr13	TRUE	FALSE
Dlx5	chr6	FALSE	FALSE
Olfr1277	chr2	FALSE	FALSE
Kctd13	chr7	TRUE	FALSE
Gipc2	chr3	TRUE	FALSE
Eif2s2	chr2	TRUE	FALSE
Vmn2r48	chr7	FALSE	FALSE
1700029H14Rik	chr8	TRUE	FALSE
Slc43a3	chr2	FALSE	FALSE
Eya4	chr10	FALSE	FALSE
Erlin2	chr8	TRUE	FALSE
Pdzrn3	chr6	FALSE	FALSE
Lpcat2	chr8	FALSE	FALSE
Tyk2	chr9	TRUE	FALSE
Timm8b	chr9	TRUE	FALSE
Piezo2	chr18	FALSE	FALSE
Phldb3	chr7	FALSE	FALSE
Fdxr	chr11	TRUE	FALSE
Noc3l	chr19	TRUE	FALSE
Tifa	chr3	TRUE	FALSE
Rsrc2	chr5	TRUE	FALSE
Gm11555	chr11	FALSE	FALSE
Tbc1d4	chr14	TRUE	FALSE
Zbtb45	chr7	TRUE	FALSE
Utrn	chr10	FALSE	FALSE
Patl1	chr19	TRUE	FALSE
Smim10l1	chr6	FALSE	FALSE
Olfr517	chr7	FALSE	FALSE
Ccdc83	chr7	TRUE	FALSE
Zfp994	chr17	FALSE	FALSE
Frk	chr10	FALSE	FALSE
Krt72	chr15	FALSE	FALSE
Guca1a	chr17	FALSE	FALSE
Rps26	chr10	TRUE	FALSE
Cd7	chr11	TRUE	FALSE
Flrt2	chr12	FALSE	FALSE
Gm5797	chr14	FALSE	FALSE
Olfr965	chr9	FALSE	FALSE
Dusp23	chr1	TRUE	FALSE
Carmil3	chr14	TRUE	FALSE
Ugt2a2	chr5	FALSE	FALSE
Trmt2a	chr16	TRUE	FALSE
Dnajb5	chr4	TRUE	FALSE
Lrrc45	chr11	TRUE	FALSE
Lipe	chr7	TRUE	FALSE
Emx1	chr6	TRUE	FALSE
Letm1	chr5	TRUE	FALSE
Tst	chr15	TRUE	FALSE
Fnbp4	chr2	TRUE	FALSE
Tmprss15	chr16	FALSE	FALSE
Twistnb	chr12	TRUE	FALSE
Ltc4s	chr11	TRUE	FALSE
Vta1	chr10	FALSE	FALSE
Vmn2r32	chr7	FALSE	FALSE
4933407L21Rik	chr1	TRUE	FALSE
Clec14a	chr12	FALSE	FALSE
Lypd9	chr11	FALSE	FALSE
Psma2	chr13	TRUE	FALSE
Sctr	chr1	TRUE	FALSE
BC030500	chr8	FALSE	FALSE
Angptl6	chr9	FALSE	FALSE
Gnl1	chr17	TRUE	FALSE
Tlr3	chr8	FALSE	FALSE
Kcna6	chr6	TRUE	FALSE
Cops9	chr1	TRUE	FALSE
Brox	chr1	FALSE	FALSE
Gpr3	chr4	TRUE	FALSE
Chst12	chr5	TRUE	FALSE
