gene_name	chr	pc_body_polycomb	mch_hyper
Ddx31	chr2	FALSE	FALSE
Rfx8	chr1	FALSE	FALSE
Maob	chrX	FALSE	FALSE
Zfp961	chr8	FALSE	FALSE
Sult1c2	chr17	FALSE	FALSE
Nim1k	chr13	FALSE	FALSE
Serpinb3b	chr1	FALSE	FALSE
Gsg1	chr6	TRUE	FALSE
Stox2	chr8	FALSE	FALSE
Cd68	chr11	FALSE	FALSE
Olfr1112	chr2	FALSE	FALSE
Tamm41	chr6	FALSE	FALSE
Ly6e	chr15	FALSE	FALSE
Arrb1	chr7	FALSE	FALSE
Naa25	chr5	FALSE	FALSE
Cdh9	chr15	TRUE	FALSE
Mmab	chr5	FALSE	FALSE
Dot1l	chr10	FALSE	FALSE
Spaca6	chr17	FALSE	FALSE
Scn9a	chr2	TRUE	FALSE
Faim2	chr15	FALSE	FALSE
Agps	chr2	FALSE	FALSE
Plaat3	chr19	FALSE	FALSE
Olfr878	chr9	FALSE	FALSE
Pgbd5	chr8	FALSE	FALSE
Olfr938	chr9	FALSE	FALSE
Otud4	chr8	FALSE	FALSE
Pdcd6	chr13	FALSE	FALSE
Ppp1r3d	chr2	TRUE	FALSE
Gm20481	chr17	TRUE	FALSE
Olfr1496	chr19	FALSE	FALSE
Trim43a	chr9	FALSE	FALSE
Zfp790	chr7	FALSE	FALSE
Ttll5	chr12	FALSE	FALSE
Aqp2	chr15	TRUE	FALSE
Ammecr1	chrX	FALSE	FALSE
Tril	chr6	TRUE	FALSE
Plekhg5	chr4	TRUE	FALSE
Garem1	chr18	FALSE	FALSE
Cnbd2	chr2	FALSE	FALSE
Abca9	chr11	FALSE	FALSE
Pex5l	chr3	TRUE	FALSE
Gpr4	chr7	FALSE	FALSE
0610009B22Rik	chr11	FALSE	FALSE
Zpr1	chr9	FALSE	FALSE
Prxl2a	chr14	FALSE	FALSE
Mipol1	chr12	FALSE	FALSE
Calhm4	chr10	FALSE	FALSE
Ppef1	chrX	FALSE	TRUE
Nodal	chr10	TRUE	FALSE
6030458C11Rik	chr15	FALSE	FALSE
Sh3bgrl2	chr9	FALSE	FALSE
Ireb2	chr9	FALSE	FALSE
Gm10338	chr14	FALSE	FALSE
Washc4	chr10	FALSE	FALSE
4933427D14Rik	chr11	FALSE	FALSE
Zadh2	chr18	FALSE	FALSE
Bpgm	chr6	FALSE	FALSE
Rabgef1	chr5	FALSE	FALSE
Vps4a	chr8	FALSE	FALSE
Spata24	chr18	TRUE	FALSE
Gpa33	chr1	TRUE	FALSE
Cebpz	chr17	FALSE	FALSE
Mettl5	chr2	FALSE	FALSE
Kcnj1	chr9	FALSE	FALSE
Vmn2r81	chr10	FALSE	FALSE
Fam45a	chr19	FALSE	FALSE
Tsen2	chr6	FALSE	FALSE
Clec1b	chr6	FALSE	FALSE
BC080695	chr4	FALSE	FALSE
Vmn2r62	chr7	FALSE	FALSE
Glcci1	chr6	FALSE	FALSE
Zbed5	chr5	FALSE	FALSE
Oas1c	chr5	FALSE	FALSE
Vsnl1	chr12	FALSE	FALSE
Sdcbp2	chr2	FALSE	FALSE
Fnbp4	chr2	FALSE	FALSE
Cidec	chr6	FALSE	FALSE
Elf5	chr2	FALSE	FALSE
Htr1f	chr16	TRUE	FALSE
0610012G03Rik	chr16	FALSE	FALSE
Ints4	chr7	FALSE	TRUE
Gm50253	chr17	FALSE	FALSE
Thoc5	chr11	FALSE	FALSE
Rbm42	chr7	FALSE	FALSE
Atp8a2	chr14	FALSE	FALSE
Olfr318	chr11	FALSE	FALSE
Ift81	chr5	FALSE	FALSE
Spink6	chr18	FALSE	FALSE
Wrap53	chr11	FALSE	FALSE
Htr3b	chr9	TRUE	FALSE
Rnf139	chr15	FALSE	FALSE
Cmpk1	chr4	FALSE	FALSE
Stn1	chr19	FALSE	FALSE
Arhgap4	chrX	FALSE	FALSE
Herc2	chr7	FALSE	FALSE
Gm5771	chr6	FALSE	FALSE
Acap2	chr16	FALSE	FALSE
Cfi	chr3	FALSE	FALSE
Grip2	chr6	TRUE	FALSE
Myl12b	chr17	FALSE	FALSE
Pfdn6	chr17	FALSE	FALSE
Actr3	chr1	FALSE	FALSE
Mtcp1	chrX	FALSE	FALSE
Olfr1153	chr2	FALSE	FALSE
Ptpn12	chr5	FALSE	FALSE
Armc10	chr5	FALSE	FALSE
Ncstn	chr1	FALSE	FALSE
Gm6358	chr16	FALSE	FALSE
Clip4	chr17	TRUE	FALSE
Wnt11	chr7	TRUE	FALSE
Tollip	chr7	FALSE	FALSE
Serpinb13	chr1	FALSE	FALSE
Cdc123	chr2	FALSE	FALSE
Greb1	chr12	TRUE	FALSE
Fntb	chr12	FALSE	TRUE
Idh3a	chr9	FALSE	FALSE
Gm364	chrX	FALSE	FALSE
Kansl1l	chr1	FALSE	FALSE
Hilpda	chr6	FALSE	FALSE
Myt1l	chr12	FALSE	TRUE
Slc22a1	chr17	FALSE	FALSE
Iqub	chr6	FALSE	FALSE
Xrcc2	chr5	FALSE	FALSE
Pcdhb11	chr18	FALSE	FALSE
Pak6	chr2	TRUE	FALSE
Gm26992	chrX	TRUE	FALSE
Cep95	chr11	FALSE	FALSE
Zfp473	chr7	FALSE	FALSE
Laptm5	chr4	TRUE	FALSE
Prdm1	chr10	TRUE	FALSE
Zfp986	chr4	FALSE	FALSE
Trpm4	chr7	FALSE	FALSE
Fam3c	chr6	FALSE	FALSE
Tnik	chr3	FALSE	FALSE
Tnfrsf1a	chr6	TRUE	FALSE
Terf1	chr1	FALSE	FALSE
Septin5	chr16	FALSE	FALSE
Nup35	chr2	FALSE	FALSE
Nufip1	chr14	FALSE	FALSE
Nmt2	chr2	FALSE	FALSE
Olfr206	chr16	FALSE	FALSE
Sag	chr1	FALSE	FALSE
Tnfrsf14	chr4	FALSE	FALSE
Stfa2	chr16	FALSE	FALSE
Prkar2a	chr9	FALSE	FALSE
Stag3	chr5	FALSE	FALSE
Extl3	chr14	FALSE	FALSE
Aldh16a1	chr7	FALSE	FALSE
Rd3	chr1	FALSE	FALSE
Rabl2	chr15	FALSE	FALSE
Vsig1	chrX	FALSE	FALSE
Plppr5	chr3	TRUE	FALSE
Tas2r109	chr6	FALSE	FALSE
Gng7	chr10	FALSE	FALSE
Cbfa2t2	chr2	FALSE	TRUE
Naga	chr15	FALSE	FALSE
Miga1	chr3	FALSE	FALSE
Gm1673	chr5	FALSE	FALSE
Krtap1-5	chr11	FALSE	FALSE
Csnk1d	chr11	FALSE	FALSE
Gm8871	chr5	FALSE	FALSE
Olfr18	chr9	FALSE	FALSE
Fanci	chr7	FALSE	FALSE
Ccr8	chr9	FALSE	FALSE
Aox4	chr1	TRUE	TRUE
Mtch1	chr17	FALSE	FALSE
Vmn2r1	chr3	FALSE	FALSE
Rtkn2	chr10	FALSE	FALSE
Nus1	chr10	FALSE	FALSE
Polr3a	chr14	FALSE	FALSE
A630001G21Rik	chr1	FALSE	FALSE
Naa38	chr11	FALSE	FALSE
Macc1	chr12	FALSE	FALSE
Spertl	chr14	TRUE	FALSE
Xylt2	chr11	FALSE	FALSE
1700001P01Rik	chr11	FALSE	FALSE
Mcph1	chr8	TRUE	FALSE
Scgb1b20	chr7	FALSE	FALSE
Gpr143	chrX	TRUE	FALSE
Cop1	chr1	FALSE	FALSE
Golga4	chr9	FALSE	FALSE
Tmem116	chr5	FALSE	FALSE
Vmn1r9	chr6	FALSE	FALSE
Septin9	chr11	TRUE	FALSE
Nek1	chr8	FALSE	FALSE
Hoxa2	chr6	TRUE	FALSE
Plxna2	chr1	FALSE	FALSE
Vdac1	chr11	FALSE	FALSE
Gm28041	chr13	FALSE	FALSE
Iqcg	chr16	FALSE	FALSE
Usp31	chr7	FALSE	FALSE
Prdm16	chr4	TRUE	FALSE
Asb4	chr6	TRUE	FALSE
Cltc	chr11	FALSE	FALSE
Foxo1	chr3	FALSE	FALSE
Brd1	chr15	FALSE	FALSE
Fzd8	chr18	TRUE	FALSE
Tmem74bos	chr2	FALSE	FALSE
Rraga	chr4	FALSE	FALSE
Wdr60	chr12	FALSE	FALSE
Abcb9	chr5	FALSE	FALSE
Tmem101	chr11	FALSE	FALSE
Bckdhb	chr9	FALSE	FALSE
Csf2rb	chr15	TRUE	FALSE
Frmd4a	chr2	FALSE	FALSE
Itln1	chr1	FALSE	FALSE
Olfr1211	chr2	FALSE	FALSE
Atp8b1	chr18	TRUE	FALSE
Cd247	chr1	TRUE	FALSE
Magea8	chrX	FALSE	FALSE
Dusp2	chr2	TRUE	FALSE
Ostm1	chr10	TRUE	FALSE
Osbp2	chr11	FALSE	FALSE
Gm8050	chr14	FALSE	FALSE
Engase	chr11	FALSE	FALSE
Pcsk6	chr7	FALSE	FALSE
Det1	chr7	FALSE	FALSE
Rad18	chr6	FALSE	FALSE
Rabgap1l	chr1	FALSE	FALSE
Rdh14	chr12	FALSE	FALSE
Enpep	chr3	TRUE	FALSE
Gbe1	chr16	FALSE	FALSE
Ndst4	chr3	FALSE	FALSE
Cdkl4	chr17	FALSE	FALSE
Il9	chr13	FALSE	FALSE
Wt1	chr2	TRUE	FALSE
Nxpe4	chr9	TRUE	FALSE
Apoa4	chr9	FALSE	FALSE
Aff4	chr11	FALSE	FALSE
Gm1993	chrX	FALSE	FALSE
F2rl3	chr8	FALSE	FALSE
Rars	chr11	FALSE	FALSE
Rnf220	chr4	FALSE	FALSE
Cetn4	chr3	FALSE	FALSE
Cma1	chr14	FALSE	FALSE
Plp2	chrX	FALSE	FALSE
Pde7b	chr10	TRUE	FALSE
Smr2	chr5	FALSE	FALSE
Dclk1	chr3	FALSE	TRUE
Atrnl1	chr19	TRUE	FALSE
Mmp11	chr10	FALSE	FALSE
Epor	chr9	FALSE	FALSE
Pax1	chr2	TRUE	FALSE
Lamc2	chr1	TRUE	TRUE
Olfr122	chr17	FALSE	FALSE
Tm9sf4	chr2	FALSE	FALSE
Olfr823	chr10	FALSE	FALSE
Npffr1	chr10	TRUE	FALSE
Hmg20a	chr9	FALSE	FALSE
Hnrnpr	chr4	FALSE	FALSE
Creb1	chr1	FALSE	FALSE
Zbtb7c	chr18	TRUE	FALSE
Crispld1	chr1	TRUE	FALSE
Themis2	chr4	TRUE	FALSE
Clec4e	chr6	FALSE	FALSE
Ago2	chr15	FALSE	FALSE
Vmn2r7	chr3	FALSE	FALSE
Ephb3	chr16	FALSE	FALSE
Lama1	chr17	TRUE	FALSE
Itprid1	chr6	FALSE	FALSE
Xirp1	chr9	FALSE	FALSE
Adam26b	chr8	FALSE	FALSE
Tmem63b	chr17	FALSE	FALSE
Gm12728	chr4	FALSE	FALSE
Asic1	chr15	FALSE	FALSE
Efcab6	chr15	TRUE	FALSE
Dapl1	chr2	FALSE	FALSE
Slc16a7	chr10	FALSE	FALSE
Jade2	chr11	FALSE	FALSE
Olfr340	chr2	FALSE	FALSE
Bst2	chr8	TRUE	FALSE
Trappc12	chr12	FALSE	FALSE
Slc5a1	chr5	TRUE	FALSE
Lmo3	chr6	TRUE	FALSE
Gm13889	chr2	FALSE	FALSE
Map3k10	chr7	FALSE	FALSE
Fgl2	chr5	TRUE	FALSE
Ctla4	chr1	FALSE	FALSE
Smad4	chr18	FALSE	FALSE
Espn	chr4	TRUE	FALSE
Prss47	chr13	FALSE	FALSE
Sod2	chr17	FALSE	FALSE
Map3k15	chrX	TRUE	FALSE
Ccl7	chr11	FALSE	FALSE
Olfr1434	chr19	FALSE	FALSE
Heca	chr10	FALSE	FALSE
Pmfbp1	chr8	TRUE	FALSE
Gm527	chr12	FALSE	FALSE
Sec31a	chr5	FALSE	FALSE
Ppm1e	chr11	TRUE	FALSE
Snrpd1	chr18	FALSE	FALSE
Ica1	chr6	FALSE	FALSE
Nudt15	chr14	FALSE	FALSE
Krt23	chr11	FALSE	FALSE
Fzd3	chr14	FALSE	FALSE
Col19a1	chr1	FALSE	TRUE
Gm35315	chr5	FALSE	FALSE
Tcte1	chr17	FALSE	FALSE
Dnajb7	chr15	FALSE	FALSE
Trpv1	chr11	FALSE	FALSE
Manf	chr9	FALSE	FALSE
Rtca	chr3	FALSE	FALSE
Gtf3c4	chr2	FALSE	FALSE
Pygo2	chr3	FALSE	FALSE
Selenot	chr3	FALSE	FALSE
Ikzf3	chr11	TRUE	FALSE
Lrrc41	chr4	FALSE	FALSE
Tacc1	chr8	FALSE	FALSE
Chuk	chr19	FALSE	FALSE
Trim23	chr13	FALSE	FALSE
Elk1	chrX	FALSE	FALSE
Zfp383	chr7	FALSE	FALSE
Vmn2r2	chr3	FALSE	FALSE
Cyp2c69	chr19	FALSE	FALSE
Lrrc8c	chr5	FALSE	FALSE
Vmn2r114	chr17	FALSE	FALSE
H6pd	chr4	FALSE	FALSE
Bclaf3	chrX	FALSE	FALSE
Prpsap2	chr11	FALSE	FALSE
Wtip	chr7	FALSE	FALSE
Gm43518	chr5	FALSE	FALSE
Ubxn2a	chr12	FALSE	FALSE
Gm5152	chr5	FALSE	FALSE
Prl8a8	chr13	FALSE	FALSE
Timp1	chrX	FALSE	FALSE
Olfr365	chr2	FALSE	FALSE
Aurkb	chr11	FALSE	FALSE
Rell2	chr18	FALSE	FALSE
Prkdc	chr16	FALSE	FALSE
Atp11c	chrX	FALSE	FALSE
Atad2	chr15	FALSE	FALSE
Exoc5	chr14	FALSE	FALSE
Npc1	chr18	FALSE	FALSE
Gal3st2c	chr1	FALSE	FALSE
Olfr91	chr17	FALSE	FALSE
Rbm6	chr9	FALSE	FALSE
Hprt	chrX	FALSE	FALSE
Thumpd2	chr17	FALSE	FALSE
Tsc1	chr2	FALSE	FALSE
Arhgef3	chr14	FALSE	TRUE
Ppp1cc	chr5	FALSE	FALSE
Armc2	chr10	FALSE	TRUE
Iqank1	chr15	TRUE	FALSE
Ing2	chr8	FALSE	FALSE
Nsun6	chr2	FALSE	FALSE
Ipo11	chr13	FALSE	FALSE
Mrnip	chr11	FALSE	FALSE
Rab15	chr12	FALSE	FALSE
Spaca7	chr8	TRUE	FALSE
Myadml2	chr11	FALSE	FALSE
Ap1ar	chr3	FALSE	FALSE
Cfap57	chr4	TRUE	FALSE
Doc2b	chr11	FALSE	FALSE
Esco1	chr18	FALSE	FALSE
Gm28036	chr2	FALSE	FALSE
Rbm19	chr5	FALSE	FALSE
Vwde	chr6	FALSE	FALSE
Psen1	chr12	FALSE	FALSE
Abhd17c	chr7	FALSE	FALSE
Cdh12	chr15	TRUE	FALSE
Pm20d1	chr1	TRUE	FALSE
Dact2	chr17	TRUE	FALSE
Tfap2e	chr4	TRUE	FALSE
Dnajc10	chr2	FALSE	FALSE
9530003J23Rik	chr10	FALSE	FALSE
Lipe	chr7	FALSE	FALSE
Olfr160	chr9	FALSE	FALSE
Cryga	chr1	FALSE	FALSE
Maz	chr7	FALSE	FALSE
B4galnt1	chr10	FALSE	FALSE
Oaz1	chr10	FALSE	FALSE
Nucb2	chr7	FALSE	FALSE
Rtel1	chr2	FALSE	FALSE
Pds5b	chr5	FALSE	FALSE
Tbk1	chr10	FALSE	FALSE
Taf1b	chr12	FALSE	FALSE
Adcy10	chr1	FALSE	FALSE
Ereg	chr5	TRUE	FALSE
Cdv3	chr9	FALSE	FALSE
Chrnb4	chr9	TRUE	FALSE
Hemk1	chr9	FALSE	FALSE
Snx29	chr16	FALSE	FALSE
Rps28	chr17	FALSE	FALSE
Mgam	chr6	FALSE	FALSE
Smc3	chr19	FALSE	FALSE
Slc41a2	chr10	FALSE	FALSE
Sec24b	chr3	FALSE	FALSE
Cpn1	chr19	TRUE	FALSE
Asf1a	chr10	FALSE	FALSE
Sult6b2	chr6	TRUE	FALSE
Prl6a1	chr13	FALSE	FALSE
Abl2	chr1	FALSE	FALSE
Grhl3	chr4	TRUE	FALSE
Becn1	chr11	FALSE	FALSE
Fuz	chr7	FALSE	FALSE
Rsu1	chr2	TRUE	FALSE
Slc27a3	chr3	FALSE	FALSE
Palm	chr10	FALSE	FALSE
1600014C10Rik	chr7	FALSE	FALSE
Polb	chr8	FALSE	FALSE
Rhpn2	chr7	FALSE	FALSE
Olfr2	chr7	FALSE	FALSE
Ino80d	chr1	FALSE	FALSE
Otulin	chr15	FALSE	FALSE
Pdp2	chr8	FALSE	FALSE
Dhx57	chr17	FALSE	FALSE
Reln	chr5	FALSE	FALSE
Anxa10	chr8	FALSE	FALSE
Dnah9	chr11	TRUE	FALSE
Ccl3	chr11	FALSE	FALSE
Ppia	chr11	FALSE	FALSE
Clec4g	chr8	FALSE	FALSE
Bpifb5	chr2	FALSE	FALSE
Alas2	chrX	FALSE	FALSE
Itgae	chr11	FALSE	FALSE
Olfr1076	chr2	FALSE	FALSE
Olfr228	chr2	FALSE	FALSE
AB124611	chr9	FALSE	FALSE
Ankrd13d	chr19	FALSE	FALSE
Cd36	chr5	FALSE	FALSE
Dnah8	chr17	FALSE	FALSE
Pomgnt2	chr9	FALSE	FALSE
Dop1a	chr9	FALSE	FALSE
B930094E09Rik	chr18	FALSE	FALSE
Hat1	chr2	FALSE	FALSE
Coro2a	chr4	FALSE	FALSE
Pramel3	chrX	FALSE	FALSE
Gm21190	chr5	FALSE	FALSE
Tmem177	chr1	FALSE	FALSE
Fkbp5	chr17	TRUE	FALSE
Olfr1110	chr2	FALSE	FALSE
Lipo2	chr19	FALSE	FALSE
Ampd2	chr3	FALSE	FALSE
Orai1	chr5	FALSE	FALSE
Vmn1r226	chr17	FALSE	FALSE
Idnk	chr13	FALSE	FALSE
Ss18	chr18	FALSE	FALSE
Prps1l3	chr12	FALSE	FALSE
Ppp6r2	chr15	FALSE	FALSE
Pcdha11	chr18	FALSE	FALSE
Cav3	chr6	FALSE	FALSE
Klhl7	chr5	FALSE	FALSE
Spata13	chr14	FALSE	TRUE
Susd6	chr12	FALSE	FALSE
Cacng3	chr7	TRUE	FALSE
Tpt1	chr14	FALSE	FALSE
Des	chr1	FALSE	FALSE
Acaa1b	chr9	TRUE	FALSE
Rasd2	chr8	FALSE	FALSE
Micos13	chr17	FALSE	FALSE
Olfr837	chr9	FALSE	FALSE
Kif21a	chr15	FALSE	FALSE
Tceal7	chrX	FALSE	FALSE
Cd101	chr3	TRUE	FALSE
Oxct2b	chr4	TRUE	FALSE
Myh4	chr11	FALSE	FALSE
Lat2	chr5	FALSE	FALSE
Swt1	chr1	FALSE	FALSE
E030030I06Rik	chr10	TRUE	FALSE
Scube3	chr17	TRUE	FALSE
Wdr95	chr5	TRUE	FALSE
Znfx1	chr2	FALSE	FALSE
Gm6309	chr5	FALSE	FALSE
2200002J24Rik	chr7	FALSE	FALSE
Rims1	chr1	FALSE	FALSE
Ncf2	chr1	FALSE	FALSE
Dr1	chr5	FALSE	FALSE
Tpp1	chr7	FALSE	FALSE
C2cd5	chr6	FALSE	FALSE
Bpifa3	chr2	FALSE	FALSE
Cyp51	chr5	FALSE	FALSE
B3galnt1	chr3	FALSE	FALSE
Aldh1a3	chr7	TRUE	FALSE
Vmn1r75	chr7	FALSE	FALSE
Gm45618	chr7	FALSE	FALSE
Cep89	chr7	FALSE	FALSE
Ear10	chr14	FALSE	FALSE
Ggn	chr7	FALSE	FALSE
Ccdc88c	chr12	FALSE	FALSE
Sirt1	chr10	FALSE	FALSE
Lefty2	chr1	TRUE	FALSE
Ccdc8	chr7	FALSE	FALSE
Tas1r2	chr4	FALSE	FALSE
St3gal1	chr15	TRUE	FALSE
Lrp11	chr10	FALSE	FALSE
Bnc2	chr4	TRUE	FALSE
Zfp536	chr7	FALSE	FALSE
Uqcr11	chr10	FALSE	FALSE
Cd63	chr10	FALSE	FALSE
Relch	chr1	FALSE	FALSE
Rdh9	chr10	FALSE	FALSE
Bmx	chrX	FALSE	FALSE
Lsm3	chr6	FALSE	FALSE
Stk17b	chr1	FALSE	FALSE
Tnfrsf10b	chr14	FALSE	FALSE
Ppbp	chr5	FALSE	FALSE
Prkcq	chr2	TRUE	FALSE
Slco1a4	chr6	FALSE	FALSE
Rabep2	chr7	FALSE	FALSE
a	chr2	FALSE	FALSE
Olfr472	chr7	FALSE	FALSE
Gm20431	chr2	FALSE	FALSE
Zfp946	chr17	FALSE	FALSE
Tmem138	chr19	FALSE	FALSE
Myh15	chr16	FALSE	FALSE
Myocos	chr1	TRUE	FALSE
Arfip1	chr3	FALSE	FALSE
Atat1	chr17	FALSE	FALSE
Fdx1	chr9	FALSE	FALSE
Gask1b	chr3	FALSE	FALSE
Degs2	chr12	TRUE	FALSE
Pgap1	chr1	FALSE	FALSE
Dspp	chr5	FALSE	FALSE
Olfr231	chr1	FALSE	FALSE
Drd5	chr5	TRUE	FALSE
Pdha2	chr3	FALSE	FALSE
Rnf41	chr10	FALSE	FALSE
Rbm28	chr6	FALSE	FALSE
Slc13a3	chr2	TRUE	FALSE
Ptgfrn	chr3	TRUE	FALSE
Zg16	chr7	TRUE	FALSE
Ift80	chr3	FALSE	FALSE
Atp5g3	chr2	FALSE	FALSE
Phldb3	chr7	TRUE	FALSE
Klhl35	chr7	FALSE	FALSE
Sars	chr3	FALSE	FALSE
Tmem132e	chr11	FALSE	FALSE
Maats1	chr16	FALSE	FALSE
Lrp1	chr10	FALSE	FALSE
Ankrd33	chr15	FALSE	FALSE
Efhc1	chr1	FALSE	FALSE
Nr4a3	chr4	FALSE	FALSE
Trp53rka	chr2	FALSE	FALSE
Olfr620	chr7	FALSE	FALSE
Cast	chr13	TRUE	FALSE
Ssbp2	chr13	FALSE	FALSE
Polr3b	chr10	FALSE	FALSE
Zfp518a	chr19	FALSE	FALSE
Rassf3	chr10	FALSE	FALSE
Eps8l2	chr7	FALSE	FALSE
Mt3	chr8	FALSE	FALSE
Dvl2	chr11	FALSE	FALSE
Synj1	chr16	FALSE	FALSE
Rptn	chr3	FALSE	FALSE
Intu	chr3	TRUE	TRUE
B3gnt9	chr8	FALSE	FALSE
Rnf225	chr7	FALSE	FALSE
Ntrk1	chr3	TRUE	FALSE
Mroh3	chr1	FALSE	FALSE
D130040H23Rik	chr8	FALSE	FALSE
Slc43a3	chr2	TRUE	FALSE
Rfx3	chr19	FALSE	FALSE
4933409G03Rik	chr2	FALSE	FALSE
Cep112	chr11	FALSE	FALSE
Cldn4	chr5	TRUE	FALSE
Olfr1255	chr2	FALSE	FALSE
Rcvrn	chr11	FALSE	FALSE
Syne2	chr12	FALSE	FALSE
Ccdc149	chr5	FALSE	FALSE
Tmem128	chr5	FALSE	FALSE
Cacfd1	chr2	FALSE	FALSE
Sel1l2	chr2	FALSE	FALSE
Otoa	chr7	TRUE	FALSE
Pex11a	chr7	FALSE	FALSE
Gm20509	chr9	FALSE	FALSE
Ifit2	chr19	FALSE	FALSE
Gm27029	chr11	FALSE	FALSE
Tmem238l	chr11	FALSE	FALSE
Dynll1	chr5	FALSE	FALSE
Rab40c	chr17	FALSE	FALSE
Egfl7	chr2	TRUE	FALSE
Cyp19a1	chr9	FALSE	FALSE
Mug1	chr6	FALSE	FALSE
Opa1	chr16	FALSE	FALSE
Hlcs	chr16	FALSE	FALSE
Olfr701	chr7	FALSE	FALSE
Vmn1r44	chr6	FALSE	FALSE
Ror2	chr13	TRUE	FALSE
Aatk	chr11	FALSE	FALSE
Trappc6b	chr12	FALSE	FALSE
Adora2a	chr10	TRUE	FALSE
Lrrtm4	chr6	FALSE	TRUE
Casp9	chr4	FALSE	FALSE
Gm44502	chr15	FALSE	FALSE
Mdn1	chr4	FALSE	FALSE
Lzic	chr4	FALSE	FALSE
Exoc6	chr19	TRUE	FALSE
Shc3	chr13	TRUE	FALSE
Tcl1b2	chr12	FALSE	FALSE
Nosip	chr7	FALSE	FALSE
Gm4787	chr12	FALSE	FALSE
Pak7	chr2	FALSE	TRUE
Slc4a5	chr6	TRUE	FALSE
Zfp157	chr5	FALSE	FALSE
Katnb1	chr8	FALSE	FALSE
Wdr93	chr7	FALSE	FALSE
Olfr750	chr14	FALSE	FALSE
Il10rb	chr16	FALSE	FALSE
Appl1	chr14	FALSE	FALSE
Kif16b	chr2	FALSE	FALSE
Bcl2a1b	chr9	FALSE	FALSE
Hook1	chr4	FALSE	FALSE
Mpp2	chr11	FALSE	FALSE
Hspa12b	chr2	TRUE	FALSE
Armh4	chr14	FALSE	TRUE
Tnfaip6	chr2	TRUE	FALSE
Gm11541	chr11	FALSE	FALSE
Phip	chr9	FALSE	FALSE
Rps13	chr7	FALSE	FALSE
Ros1	chr10	FALSE	FALSE
Csnk2a2	chr8	FALSE	FALSE
Depdc1a	chr3	FALSE	FALSE
Tspear	chr10	TRUE	FALSE
Clpp	chr17	FALSE	FALSE
Tprgl	chr4	FALSE	FALSE
Cstdc4	chr16	FALSE	FALSE
Olfr733	chr14	FALSE	FALSE
Smim19	chr8	FALSE	FALSE
Rabepk	chr2	FALSE	FALSE
Cbwd1	chr19	FALSE	FALSE
Rbbp8nl	chr2	TRUE	FALSE
Suclg1	chr6	FALSE	FALSE
Tpst2	chr5	FALSE	FALSE
Frmd5	chr2	FALSE	FALSE
Sox15	chr11	FALSE	FALSE
Dzank1	chr2	FALSE	FALSE
Bcl7a	chr5	FALSE	FALSE
Ntn3	chr17	FALSE	FALSE
Dcdc2a	chr13	TRUE	FALSE
Ube2f	chr1	FALSE	FALSE
Cyp2a4	chr7	FALSE	FALSE
Alg12	chr15	FALSE	FALSE
Slc8a2	chr7	FALSE	FALSE
Gtf2a1l	chr17	FALSE	FALSE
Qk	chr17	FALSE	FALSE
Lin54	chr5	FALSE	FALSE
Ctbs	chr3	FALSE	FALSE
Rnf185	chr11	FALSE	FALSE
Cadm3	chr1	FALSE	FALSE
Gimap3	chr6	FALSE	FALSE
Fam89a	chr8	TRUE	FALSE
Cmya5	chr13	FALSE	FALSE
Pcolce2	chr9	FALSE	FALSE
Skor2	chr18	TRUE	FALSE
Alkbh3	chr2	FALSE	FALSE
Coro1a	chr7	FALSE	FALSE
Alkal2	chr12	TRUE	FALSE
Swap70	chr7	FALSE	FALSE
Styx	chr14	FALSE	FALSE
Gprc5c	chr11	FALSE	FALSE
Gm10282	chr8	FALSE	FALSE
Reck	chr4	FALSE	FALSE
Gm10974	chr7	FALSE	FALSE
Rsbn1l	chr5	FALSE	FALSE
Muc16	chr9	FALSE	FALSE
4930572O03Rik	chr5	FALSE	FALSE
Ncan	chr8	TRUE	FALSE
Foxj2	chr6	FALSE	FALSE
Asb3	chr11	FALSE	FALSE
Ascl3	chr7	FALSE	FALSE
Mical2	chr7	FALSE	FALSE
Lgals4	chr7	FALSE	FALSE
Epcam	chr17	TRUE	FALSE
Gapvd1	chr2	FALSE	FALSE
Parp1	chr1	FALSE	FALSE
LTO1	chr7	FALSE	FALSE
Mycl	chr4	TRUE	FALSE
Zbtb17	chr4	FALSE	FALSE
Cc2d2b	chr19	TRUE	FALSE
Olfr1232	chr2	FALSE	FALSE
Hsd17b14	chr7	FALSE	FALSE
Ube2dnl2	chrX	FALSE	FALSE
Klhl40	chr9	TRUE	FALSE
Usp36	chr11	FALSE	FALSE
Tmprss9	chr10	FALSE	FALSE
Itgb3bp	chr4	FALSE	FALSE
Ifnar1	chr16	FALSE	FALSE
Rab35	chr5	FALSE	FALSE
Ndc80	chr17	FALSE	FALSE
Sun3	chr11	TRUE	FALSE
Ccn1	chr3	TRUE	FALSE
Tnip2	chr5	TRUE	FALSE
Gm11037	chr2	FALSE	FALSE
Osgin1	chr8	TRUE	FALSE
Gm20422	chr8	FALSE	FALSE
Smg1	chr7	FALSE	FALSE
Serpine2	chr1	TRUE	FALSE
Vps35	chr8	FALSE	FALSE
Zfand5	chr19	FALSE	FALSE
Map4k5	chr12	FALSE	FALSE
Efna2	chr10	FALSE	FALSE
Lrrc71	chr3	TRUE	FALSE
Fau	chr19	FALSE	FALSE
Olfr1116	chr2	FALSE	FALSE
Ndufa12	chr10	FALSE	FALSE
