gene_name	chr	h3k27me3_overlap	mch_sig
Klhl30	chr1	FALSE	FALSE
1700129C05Rik	chr14	FALSE	FALSE
Slc22a2	chr17	FALSE	FALSE
Mkx	chr18	TRUE	FALSE
Cidec	chr6	FALSE	FALSE
Mmp3	chr9	FALSE	FALSE
Ppp3r2	chr4	FALSE	FALSE
Fgd6	chr10	FALSE	FALSE
Ufl1	chr4	FALSE	FALSE
Scgn	chr13	TRUE	FALSE
Tubb4a	chr17	FALSE	FALSE
4930524B15Rik	chr11	FALSE	FALSE
Tomm6	chr17	FALSE	FALSE
Phf11d	chr14	FALSE	FALSE
Lcn12	chr2	FALSE	FALSE
Tmem201	chr4	FALSE	FALSE
Cenpa	chr5	FALSE	FALSE
Rtf2	chr2	FALSE	FALSE
Gm16286	chr18	FALSE	FALSE
Dnajb11	chr16	FALSE	FALSE
Pate10	chr9	FALSE	FALSE
Cstl1	chr2	FALSE	FALSE
Ccrl2	chr9	TRUE	FALSE
Vmn2r98	chr17	FALSE	FALSE
Esp15	chr17	FALSE	FALSE
Neurod1	chr2	FALSE	FALSE
4931417E11Rik	chr6	FALSE	FALSE
Pcsk1	chr13	TRUE	FALSE
Fbxo25	chr8	FALSE	FALSE
Olfr1192-ps1	chr2	FALSE	FALSE
Ms4a4b	chr19	FALSE	FALSE
Lama2	chr10	TRUE	FALSE
Pifo	chr3	FALSE	FALSE
Rxrb	chr17	FALSE	FALSE
Rpap3	chr15	FALSE	FALSE
Esf1	chr2	FALSE	FALSE
Npy	chr6	TRUE	FALSE
I0C0044D17Rik	chr4	FALSE	FALSE
1700018F24Rik	chr5	FALSE	FALSE
Scgb2b19	chr7	FALSE	FALSE
Teddm3	chr16	FALSE	FALSE
Camta2	chr11	FALSE	FALSE
Olfr1305	chr2	FALSE	FALSE
Cacfd1	chr2	FALSE	FALSE
Senp8	chr9	FALSE	FALSE
Arhgef10	chr8	FALSE	FALSE
Prss43	chr9	FALSE	FALSE
Tcstv1	chr13	FALSE	FALSE
Spcs3	chr8	FALSE	FALSE
Manbal	chr2	FALSE	FALSE
Gfra2	chr14	TRUE	FALSE
Zfp81	chr17	FALSE	FALSE
Nrm	chr17	FALSE	FALSE
Uts2b	chr16	FALSE	FALSE
Fam91a1	chr15	FALSE	FALSE
Dbp	chr7	FALSE	FALSE
Fignl1	chr11	FALSE	FALSE
Cnpy2	chr10	FALSE	FALSE
Polr2l	chr7	FALSE	FALSE
Try5	chr6	FALSE	FALSE
Rpl23	chr11	FALSE	FALSE
Gm5724	chr6	FALSE	FALSE
Trim10	chr17	FALSE	FALSE
Syngr3	chr17	FALSE	FALSE
U2af1	chr17	FALSE	FALSE
Onecut3	chr10	TRUE	FALSE
Uqcc3	chr19	FALSE	FALSE
H2-Oa	chr17	FALSE	FALSE
Mycbp	chr4	FALSE	FALSE
Klk1b3	chr7	FALSE	FALSE
Heatr4	chr12	FALSE	FALSE
4833439L19Rik	chr13	FALSE	FALSE
Slc25a32	chr15	FALSE	FALSE
Gm49450	chr15	FALSE	FALSE
Epdr1	chr13	FALSE	FALSE
Atp5c1	chr2	FALSE	FALSE
Nucks1	chr1	FALSE	FALSE
Chic2	chr5	FALSE	FALSE
Hddc3	chr7	FALSE	FALSE
Setdb2	chr14	FALSE	FALSE
Rpl18	chr7	FALSE	FALSE
Tgtp2	chr11	FALSE	FALSE
Olfr132	chr17	FALSE	FALSE
Ankrd42	chr7	FALSE	FALSE
Gsk3a	chr7	FALSE	FALSE
Stradb	chr1	FALSE	FALSE
Gm29735	chr7	FALSE	FALSE
Cyp3a59	chr5	FALSE	FALSE
Ezh1	chr11	FALSE	FALSE
Olfr113	chr17	FALSE	FALSE
Dolpp1	chr2	FALSE	FALSE
Nova1	chr12	FALSE	FALSE
Serpinb9g	chr13	FALSE	FALSE
Wls	chr3	TRUE	FALSE
Atl1	chr12	FALSE	FALSE
Olfr389	chr11	FALSE	FALSE
Olfr365	chr2	FALSE	FALSE
Vmn1r60	chr7	FALSE	FALSE
Gorab	chr1	FALSE	FALSE
Reg1	chr6	FALSE	FALSE
Pkm	chr9	FALSE	FALSE
Dnaaf1	chr8	FALSE	FALSE
Pnmal2	chr7	FALSE	FALSE
Fads3	chr19	FALSE	FALSE
Gm7072	chr17	FALSE	FALSE
Adam6b	chr12	FALSE	FALSE
Copg1	chr6	FALSE	FALSE
Rela	chr19	FALSE	FALSE
Emc4	chr2	FALSE	FALSE
Depp1	chr6	FALSE	FALSE
Optc	chr1	FALSE	FALSE
Acot8	chr2	FALSE	FALSE
Fgfbp3	chr19	FALSE	FALSE
Gm40460	chr7	FALSE	FALSE
Sbf2	chr7	FALSE	FALSE
Nde1	chr16	FALSE	FALSE
Btnl6	chr17	TRUE	FALSE
Gm21886	chr18	FALSE	FALSE
Prkag3	chr1	TRUE	FALSE
Stc2	chr11	TRUE	FALSE
Gm11077	chr6	FALSE	FALSE
Itln1	chr1	FALSE	FALSE
Olfr1301	chr2	FALSE	FALSE
Klra2	chr6	FALSE	FALSE
Crtc3	chr7	FALSE	FALSE
Ces1d	chr8	FALSE	FALSE
Ppp2r5d	chr17	FALSE	FALSE
Sowaha	chr11	FALSE	FALSE
P2rx1	chr11	FALSE	FALSE
Olfr358	chr2	FALSE	FALSE
Gpr33	chr12	FALSE	FALSE
Cfap300	chr9	FALSE	FALSE
1600014C10Rik	chr7	FALSE	FALSE
Ythdc1	chr5	FALSE	FALSE
Rbfa	chr18	FALSE	FALSE
Ncapg	chr5	FALSE	FALSE
Treml4	chr17	FALSE	FALSE
Trim42	chr9	FALSE	FALSE
Gm49027	chr5	FALSE	FALSE
Ubqln3	chr7	FALSE	FALSE
Ciao1	chr2	FALSE	FALSE
Olfr457	chr6	FALSE	FALSE
Olfr195	chr16	FALSE	FALSE
Vmn1r119	chr7	FALSE	FALSE
Tatdn2	chr6	FALSE	FALSE
Serpine3	chr14	FALSE	FALSE
Msl1	chr11	FALSE	FALSE
F830016B08Rik	chr18	FALSE	FALSE
Zfp229	chr17	FALSE	FALSE
Tcl1b4	chr12	FALSE	FALSE
Keg1	chr19	FALSE	FALSE
Olfr718-ps1	chr5	FALSE	FALSE
1110065P20Rik	chr4	FALSE	FALSE
Themis2	chr4	TRUE	FALSE
AC167036.2	chr1	FALSE	FALSE
Lgals9	chr11	FALSE	FALSE
Flywch2	chr17	FALSE	FALSE
Slc18b1	chr10	FALSE	FALSE
Spryd4	chr10	FALSE	FALSE
Asb16	chr11	FALSE	FALSE
Scara5	chr14	FALSE	FALSE
Trim60	chr8	FALSE	FALSE
Ccdc194	chr8	TRUE	FALSE
Gm49486	chr15	TRUE	FALSE
Krt33a	chr11	FALSE	FALSE
Tmed11	chr5	FALSE	FALSE
Gm45928	chr19	TRUE	FALSE
Bmyc	chr2	FALSE	FALSE
Dnttip2	chr3	FALSE	FALSE
Fancg	chr4	FALSE	FALSE
Slc22a30	chr19	FALSE	FALSE
Cacnb3	chr15	FALSE	FALSE
Clhc1	chr11	FALSE	FALSE
Spag16	chr1	TRUE	FALSE
Ddx19a	chr8	FALSE	FALSE
Cfap44	chr16	FALSE	FALSE
Zfp819	chr7	FALSE	FALSE
Daglb	chr5	FALSE	FALSE
Gm4553	chr7	FALSE	FALSE
Mettl5	chr2	FALSE	FALSE
Gm13090	chr4	FALSE	FALSE
Chrm5	chr2	FALSE	FALSE
Asgr1	chr11	FALSE	FALSE
Stoml1	chr9	FALSE	FALSE
Tas2r118	chr6	FALSE	FALSE
Ube2z	chr11	FALSE	FALSE
Bpnt1	chr1	FALSE	FALSE
Akr1b10	chr6	FALSE	FALSE
Pramef8	chr4	FALSE	FALSE
1810062G17Rik	chr3	FALSE	FALSE
Nhlrc4	chr17	FALSE	FALSE
Tnfsf12	chr11	FALSE	FALSE
Sln	chr9	FALSE	FALSE
Clec4g	chr8	FALSE	FALSE
Olfr507	chr7	FALSE	FALSE
Tmed5	chr5	FALSE	FALSE
Dnajc7	chr11	FALSE	FALSE
Cx3cr1	chr9	FALSE	FALSE
Mt2	chr8	TRUE	FALSE
Msln	chr17	FALSE	FALSE
Atp6v1g1	chr4	FALSE	FALSE
Cebpz	chr17	FALSE	FALSE
Sox11	chr12	TRUE	FALSE
Pgc	chr17	FALSE	FALSE
Olfr1062	chr2	FALSE	FALSE
Sh3bgrl3	chr4	FALSE	FALSE
Olfr1390	chr11	FALSE	FALSE
Ugt2b37	chr5	FALSE	FALSE
Trafd1	chr5	FALSE	FALSE
Wrnip1	chr13	FALSE	FALSE
Gm6871	chr7	FALSE	FALSE
Dbndd2	chr2	FALSE	FALSE
Sh3rf1	chr8	TRUE	FALSE
Rsph10b	chr5	FALSE	FALSE
Spdye4b	chr5	FALSE	FALSE
Spaca6	chr17	FALSE	FALSE
Pole4	chr6	FALSE	FALSE
Slc38a3	chr9	TRUE	FALSE
Gtf2h2	chr13	FALSE	FALSE
Zfp975	chr7	FALSE	FALSE
Sigmar1	chr4	FALSE	FALSE
Olfr843	chr9	FALSE	FALSE
Cldn9	chr17	TRUE	FALSE
Rabepk	chr2	FALSE	FALSE
Olfr145	chr9	FALSE	FALSE
Zfp808	chr13	FALSE	FALSE
Defb43	chr14	FALSE	FALSE
C1qtnf9	chr14	FALSE	FALSE
Khsrp	chr17	FALSE	FALSE
Psg18	chr7	FALSE	FALSE
Slc39a4	chr15	FALSE	FALSE
Cd59a	chr2	FALSE	FALSE
Sppl2c	chr11	FALSE	FALSE
Creg2	chr1	TRUE	FALSE
Phf19	chr2	FALSE	FALSE
Zscan4b	chr7	FALSE	FALSE
Olfr1395	chr11	FALSE	FALSE
Ndn	chr7	FALSE	FALSE
Arc	chr15	FALSE	FALSE
Prelid3a	chr18	FALSE	FALSE
Derl1	chr15	FALSE	FALSE
Gm8879	chr5	FALSE	FALSE
Sema6b	chr17	FALSE	FALSE
Ifna12	chr4	FALSE	FALSE
Ica1l	chr1	FALSE	FALSE
Olfr16	chr1	FALSE	FALSE
Olfr1178	chr2	FALSE	FALSE
Cdiptos	chr7	FALSE	FALSE
Ch25h	chr19	TRUE	FALSE
Gnb5	chr9	FALSE	FALSE
Olfr1162	chr2	FALSE	FALSE
4930469K13Rik	chr11	TRUE	FALSE
D630023F18Rik	chr1	FALSE	FALSE
Tex37	chr6	FALSE	FALSE
Atp5j	chr16	FALSE	FALSE
Klra1	chr6	FALSE	FALSE
Med29	chr7	FALSE	FALSE
Olfr266	chr3	FALSE	FALSE
Coro1b	chr19	FALSE	FALSE
Gsdmc2	chr15	FALSE	FALSE
Zfp846	chr9	FALSE	FALSE
Fxr1	chr3	FALSE	FALSE
Kif23	chr9	FALSE	FALSE
Doxl1	chr6	FALSE	FALSE
Ttll12	chr15	FALSE	FALSE
Spo11	chr2	TRUE	FALSE
Grk1	chr8	TRUE	FALSE
Aldoa	chr7	FALSE	FALSE
Slc25a11	chr11	FALSE	FALSE
Olfr1216	chr2	FALSE	FALSE
Olfr1371	chr11	FALSE	FALSE
Adprh	chr16	FALSE	FALSE
Ccr1l1	chr9	FALSE	FALSE
Catsperz	chr19	TRUE	FALSE
Smim22	chr16	FALSE	FALSE
4833427G06Rik	chr9	FALSE	FALSE
Tfap2a	chr13	TRUE	FALSE
Vmn1r193	chr13	FALSE	FALSE
Gm5617	chr9	FALSE	FALSE
Gipc1	chr8	FALSE	FALSE
Nup54	chr5	FALSE	FALSE
Vmn2r15	chr5	FALSE	FALSE
Muc3	chr5	FALSE	FALSE
Etv5	chr16	FALSE	FALSE
Cxcr6	chr9	FALSE	FALSE
Leprotl1	chr8	FALSE	FALSE
Otx1	chr11	TRUE	FALSE
Ampd2	chr3	FALSE	FALSE
Fzd10	chr5	TRUE	FALSE
Gp1ba	chr11	FALSE	FALSE
Zfp319	chr8	FALSE	FALSE
Npbwr1	chr1	TRUE	FALSE
Actr10	chr12	FALSE	FALSE
Cyb5r2	chr7	FALSE	FALSE
Stfa3	chr16	FALSE	FALSE
Aptx	chr4	FALSE	FALSE
Fnta	chr8	FALSE	FALSE
Neil2	chr14	FALSE	FALSE
Rpl22l1	chr3	FALSE	FALSE
Mia3	chr1	FALSE	FALSE
Gm11992	chr11	TRUE	FALSE
Itk	chr11	FALSE	FALSE
Ulk3	chr9	FALSE	FALSE
Fcgr4	chr1	FALSE	FALSE
Ndufb5	chr3	FALSE	FALSE
Gm2016	chr12	FALSE	FALSE
Dusp3	chr11	FALSE	FALSE
Ubl3	chr5	FALSE	FALSE
Tmem209	chr6	FALSE	FALSE
Chrd	chr16	FALSE	FALSE
Gm45716	chr11	FALSE	FALSE
Zfand2a	chr5	FALSE	FALSE
Rab4a	chr8	FALSE	FALSE
Ubap1	chr4	FALSE	FALSE
Adam11	chr11	FALSE	FALSE
Serpinb1a	chr13	FALSE	FALSE
Mettl24	chr10	FALSE	FALSE
Ccdc162	chr10	TRUE	FALSE
Gm45844	chr7	FALSE	FALSE
Bpifa5	chr2	FALSE	FALSE
Aamp	chr1	FALSE	FALSE
Sst	chr16	TRUE	FALSE
Bhlhe41	chr6	FALSE	FALSE
Gp1bb	chr16	FALSE	FALSE
Vmn2r9	chr5	FALSE	FALSE
Ddc	chr11	FALSE	FALSE
Rhbdd2	chr5	FALSE	FALSE
Olfr390	chr11	FALSE	FALSE
Ankrd66	chr17	FALSE	FALSE
Pnoc	chr14	TRUE	FALSE
Ctla2a	chr13	FALSE	FALSE
Psmg2	chr18	FALSE	FALSE
Fbxl14	chr6	FALSE	FALSE
Naxd	chr8	FALSE	FALSE
1700008P02Rik	chr3	FALSE	FALSE
Cntnap5b	chr1	TRUE	FALSE
Ociad1	chr5	FALSE	FALSE
Cacnb1	chr11	FALSE	FALSE
Hr	chr14	FALSE	FALSE
Kctd18	chr1	FALSE	FALSE
Nipa2	chr7	FALSE	FALSE
Ccr3	chr9	FALSE	FALSE
Als2cl	chr9	TRUE	FALSE
Vmn1r73	chr7	FALSE	FALSE
Tbx1	chr16	TRUE	FALSE
Rilpl2	chr5	FALSE	FALSE
Arhgap32	chr9	TRUE	FALSE
Hook2	chr8	FALSE	FALSE
Olfr77	chr9	FALSE	FALSE
Tmprss2	chr16	TRUE	FALSE
Olfr1182	chr2	FALSE	FALSE
Gm28845	chr1	FALSE	FALSE
Aldh8a1	chr10	FALSE	FALSE
Zfp566	chr7	FALSE	FALSE
Amy2a5	chr3	FALSE	FALSE
Tead2	chr7	TRUE	FALSE
Fam90a1a	chr8	FALSE	FALSE
Olfr872	chr9	FALSE	FALSE
Me3	chr7	FALSE	FALSE
Ccdc17	chr4	FALSE	FALSE
C030006K11Rik	chr15	FALSE	FALSE
B3gat3	chr19	FALSE	FALSE
Tmem169	chr1	FALSE	FALSE
Cd37	chr7	TRUE	FALSE
Gpr4	chr7	FALSE	FALSE
Dhrs4	chr14	FALSE	FALSE
Tmf1	chr6	FALSE	FALSE
Olfr402	chr11	FALSE	FALSE
Pgam5	chr5	FALSE	FALSE
Mesd	chr7	FALSE	FALSE
Mybpc1	chr10	TRUE	FALSE
Snx30	chr4	FALSE	FALSE
Dph5	chr3	FALSE	FALSE
Cthrc1	chr15	TRUE	FALSE
Rabl3	chr16	FALSE	FALSE
Trim13	chr14	FALSE	FALSE
4930578G10Rik	chr4	FALSE	FALSE
Tgm6	chr2	FALSE	FALSE
Setd4	chr16	FALSE	FALSE
Coq7	chr7	FALSE	FALSE
Glipr1l3	chr10	FALSE	FALSE
Zcrb1	chr15	FALSE	FALSE
Adamts1	chr16	TRUE	FALSE
Jak3	chr8	TRUE	FALSE
Mterf3	chr13	FALSE	FALSE
Olfr102	chr17	FALSE	FALSE
Olfr1378	chr11	FALSE	FALSE
Tspyl5	chr15	FALSE	FALSE
Peg3	chr7	FALSE	FALSE
Olfr607	chr7	FALSE	FALSE
Cyp2c66	chr19	FALSE	FALSE
H2-T24	chr17	FALSE	FALSE
Mup17	chr4	FALSE	FALSE
Sema5a	chr15	FALSE	FALSE
Lime1	chr2	FALSE	FALSE
Adap2	chr11	TRUE	FALSE
H4f16	chr6	FALSE	FALSE
Fubp1	chr3	FALSE	FALSE
Ldc1	chr4	FALSE	FALSE
Ear2	chr14	FALSE	FALSE
Plk3	chr4	FALSE	FALSE
Olfr957	chr9	FALSE	FALSE
Cd79b	chr11	FALSE	FALSE
Flrt1	chr19	FALSE	FALSE
Dmac2l	chr12	FALSE	FALSE
Pdcd11	chr19	FALSE	FALSE
Cnih2	chr19	FALSE	FALSE
6430628N08Rik	chr4	TRUE	FALSE
2610021A01Rik	chr7	FALSE	FALSE
Iah1	chr12	FALSE	FALSE
Prph	chr15	TRUE	FALSE
Vmn2r44	chr7	FALSE	FALSE
T2	chr17	TRUE	FALSE
Pkp2	chr16	TRUE	FALSE
Pah	chr10	FALSE	FALSE
Cabyr	chr18	FALSE	FALSE
Mc2r	chr18	FALSE	FALSE
Veph1	chr3	TRUE	FALSE
Vps4a	chr8	FALSE	FALSE
Tmx3	chr18	FALSE	FALSE
Krtap4-1	chr11	FALSE	FALSE
Rcc2	chr4	FALSE	FALSE
Tbx20	chr9	TRUE	FALSE
Cpsf2	chr12	FALSE	FALSE
Myf5	chr10	TRUE	FALSE
Celf3	chr3	FALSE	FALSE
Rbmxl2	chr7	TRUE	FALSE
Pnliprp1	chr19	FALSE	FALSE
Sult2a7	chr7	FALSE	FALSE
Utp15	chr13	FALSE	FALSE
Washc3	chr10	FALSE	FALSE
Tmem74	chr15	FALSE	FALSE
Tifab	chr13	TRUE	FALSE
Gm3264	chr14	TRUE	FALSE
Tdrd9	chr12	FALSE	FALSE
Gm20721	chr2	FALSE	FALSE
Gm3476	chr14	TRUE	FALSE
Tex9	chr9	FALSE	FALSE
Oas1a	chr5	FALSE	FALSE
Hspbp1	chr7	FALSE	FALSE
Gm8122	chr14	FALSE	FALSE
Rab3il1	chr19	FALSE	FALSE
H1f2	chr13	FALSE	FALSE
Olfr640	chr7	FALSE	FALSE
Ccr4	chr9	FALSE	FALSE
Lzic	chr4	FALSE	FALSE
Gm11568	chr11	FALSE	FALSE
Olfr237	chr6	FALSE	FALSE
Chrna1	chr2	FALSE	FALSE
Cfap157	chr2	FALSE	FALSE
Fam183b	chr11	FALSE	FALSE
Ptx4	chr17	FALSE	FALSE
Krtap3-3	chr11	FALSE	FALSE
Tas2r129	chr6	FALSE	FALSE
Olfr92	chr17	FALSE	FALSE
Nfx1	chr4	FALSE	FALSE
Fn3k	chr11	FALSE	FALSE
Eif3m	chr2	FALSE	FALSE
Radil	chr5	FALSE	FALSE
Hinfp	chr9	FALSE	FALSE
Mfsd8	chr3	FALSE	FALSE
Crygs	chr16	FALSE	FALSE
Ifi209	chr1	FALSE	FALSE
Seh1l	chr18	FALSE	FALSE
Amy1	chr3	FALSE	FALSE
Ffar2	chr7	FALSE	FALSE
Gm50478	chr1	FALSE	FALSE
Olfr175	chr16	FALSE	FALSE
Napepld	chr5	FALSE	FALSE
Olfr723	chr14	FALSE	FALSE
Parp10	chr15	FALSE	FALSE
Zfand5	chr19	FALSE	FALSE
1700025C18Rik	chr2	FALSE	FALSE
Olfr61	chr7	FALSE	FALSE
Ngp	chr9	FALSE	FALSE
Klk1b21	chr7	FALSE	FALSE
Map2k3	chr11	FALSE	FALSE
Bad	chr19	FALSE	FALSE
Krtap9-3	chr11	FALSE	FALSE
Vps39	chr2	FALSE	FALSE
Sirt6	chr10	FALSE	FALSE
Il16	chr7	FALSE	FALSE
Lsm4	chr8	FALSE	FALSE
Ccdc151	chr9	FALSE	FALSE
Mitf	chr6	FALSE	FALSE
Dlat	chr9	FALSE	FALSE
Pcdhb6	chr18	FALSE	FALSE
Ccdc58	chr16	FALSE	FALSE
Akr1c14	chr13	FALSE	FALSE
Serpinb7	chr1	FALSE	FALSE
Eif1a	chr18	FALSE	FALSE
Tigit	chr16	FALSE	FALSE
Pgm2l1	chr7	FALSE	FALSE
Kif7	chr7	TRUE	FALSE
Cep19	chr16	FALSE	FALSE
Prrt1	chr17	FALSE	FALSE
Fzd2	chr11	TRUE	FALSE
Ebi3	chr17	FALSE	FALSE
C1d	chr11	FALSE	FALSE
ETV3L	chr3	TRUE	FALSE
Gm17190	chr13	FALSE	FALSE
Plcxd1	chr5	FALSE	FALSE
Pdk4	chr6	TRUE	FALSE
Wfdc13	chr2	FALSE	FALSE
Snx4	chr16	FALSE	FALSE
Lynx1	chr15	FALSE	FALSE
Cartpt	chr13	TRUE	FALSE
Kbtbd13	chr9	TRUE	FALSE
G530012D18Rik	chr1	FALSE	FALSE
Rnft1	chr11	FALSE	FALSE
Arl3	chr19	FALSE	FALSE
Mrpl23	chr7	FALSE	FALSE
Try10	chr6	FALSE	FALSE
Olfr1497	chr19	FALSE	FALSE
Fxyd5	chr7	TRUE	FALSE
Mgl2	chr11	FALSE	FALSE
Olfr78	chr7	FALSE	FALSE
Cox7c	chr13	FALSE	FALSE
Stx3	chr19	FALSE	FALSE
Rnf4	chr5	FALSE	FALSE
Smg7	chr1	FALSE	FALSE
Krtap21-1	chr16	FALSE	FALSE
Cylc2	chr4	FALSE	FALSE
Fscb	chr12	FALSE	FALSE
Clca1	chr3	FALSE	FALSE
Ptprcap	chr19	FALSE	FALSE
Muc4	chr16	FALSE	FALSE
Gnb3	chr6	FALSE	FALSE
Lrrc46	chr11	FALSE	FALSE
Prpf4b	chr13	FALSE	FALSE
Dhx8	chr11	FALSE	FALSE
Zfp37	chr4	FALSE	FALSE
Zmat4	chr8	TRUE	FALSE
Chtf8	chr8	FALSE	FALSE
Grin2c	chr11	FALSE	FALSE
4930595D18Rik	chr12	FALSE	FALSE
Vill	chr9	TRUE	FALSE
Gm50241	chr8	FALSE	FALSE
Ap3m1	chr14	FALSE	FALSE
Olfr1272	chr2	FALSE	FALSE
Hspa13	chr16	FALSE	FALSE
Olfr325	chr11	TRUE	FALSE
Gm14496	chr2	FALSE	FALSE
Olfr914	chr9	FALSE	FALSE
Lsm12	chr11	FALSE	FALSE
Cdv3	chr9	FALSE	FALSE
Gmcl1	chr6	FALSE	FALSE
Vmn1r230	chr17	FALSE	FALSE
Naga	chr15	FALSE	FALSE
Mrgpra2a	chr7	FALSE	FALSE
Ceacam15	chr7	FALSE	FALSE
Cdx1	chr18	TRUE	FALSE
Scly	chr1	FALSE	FALSE
Gm13398	chr2	FALSE	FALSE
Tmem26	chr10	TRUE	FALSE
Rpp21	chr17	FALSE	FALSE
0610010K14Rik	chr11	FALSE	FALSE
Olfr488	chr7	FALSE	FALSE
C1s2	chr6	FALSE	FALSE
Srrt	chr5	FALSE	FALSE
Gas1	chr13	TRUE	FALSE
Emc10	chr7	FALSE	FALSE
Kcna3	chr3	TRUE	FALSE
Rprml	chr11	TRUE	FALSE
Olfr205	chr16	FALSE	FALSE
Gpr75	chr11	FALSE	FALSE
Vmn2r37	chr7	FALSE	FALSE
Irf2bp2	chr8	FALSE	FALSE
Tnnt3	chr7	FALSE	FALSE
Olfr568	chr7	FALSE	FALSE
Ppm1a	chr12	FALSE	FALSE
Olfr1	chr11	FALSE	FALSE
Gmpr2	chr14	FALSE	FALSE
Gm8765	chr13	FALSE	FALSE
Rex1bd	chr8	FALSE	FALSE
Carhsp1	chr16	TRUE	FALSE
Gm47969	chr1	FALSE	FALSE
Taar3	chr10	FALSE	FALSE
Bud31	chr5	FALSE	FALSE
Colec10	chr15	FALSE	FALSE
Rnf186	chr4	FALSE	FALSE
Cnnm4	chr1	FALSE	FALSE
Mkrn1	chr6	FALSE	FALSE
Abcc1	chr16	FALSE	FALSE
Wnk4	chr11	TRUE	FALSE
Zcwpw2	chr9	FALSE	FALSE
Ntn3	chr17	FALSE	FALSE
Olfr372	chr8	FALSE	FALSE
Spag5	chr11	FALSE	FALSE
Nrarp	chr2	TRUE	FALSE
Lrrc71	chr3	TRUE	FALSE
Cox18	chr5	FALSE	FALSE
Emc7	chr2	FALSE	FALSE
Tnfrsf13c	chr15	FALSE	FALSE
Ppp1r14bl	chr1	FALSE	FALSE
Aste1	chr9	FALSE	FALSE
Ankrd1	chr19	TRUE	FALSE
P4hb	chr11	FALSE	FALSE
Olfr857	chr9	FALSE	FALSE
Rpl13a	chr7	FALSE	FALSE
Tmem147	chr7	FALSE	FALSE
Olfr631	chr7	FALSE	FALSE
Gm47959	chr1	FALSE	FALSE
Olfr448	chr6	FALSE	FALSE
Car15	chr16	FALSE	FALSE
Ndufs5	chr4	FALSE	FALSE
Tmem168	chr6	FALSE	FALSE
Rexo5	chr7	FALSE	FALSE
Nrbp2	chr15	FALSE	FALSE
Cd55	chr1	TRUE	FALSE
Olfr1281	chr2	FALSE	FALSE
Lamtor4	chr5	FALSE	FALSE
Gm13271	chr4	FALSE	FALSE
Vps36	chr8	FALSE	FALSE
Gm35549	chr9	FALSE	FALSE
Sval2	chr6	FALSE	FALSE
Adam26a	chr8	FALSE	FALSE
Lyzl1	chr18	FALSE	FALSE
Moxd2	chr6	FALSE	FALSE
Olfr1385	chr11	FALSE	FALSE
Pex7	chr10	TRUE	FALSE
Adgb	chr10	FALSE	FALSE
Cryba1	chr11	FALSE	FALSE
Fam187a	chr11	FALSE	FALSE
Fcor	chr8	FALSE	FALSE
Sepsecs	chr5	FALSE	FALSE
Tbx2	chr11	TRUE	FALSE
Zc3h10	chr10	FALSE	FALSE
H2bc3	chr13	FALSE	FALSE
Ip6k2	chr9	FALSE	FALSE
Wfikkn2	chr11	FALSE	FALSE
Rp1l1	chr14	TRUE	FALSE
Zkscan1	chr5	FALSE	FALSE
Zfp426	chr9	FALSE	FALSE
Pin1rt1	chr2	FALSE	FALSE
Msr1	chr8	FALSE	FALSE
Rex2	chr4	FALSE	FALSE
Il7r	chr15	FALSE	FALSE
Slc12a7	chr13	TRUE	FALSE
Fli1	chr9	TRUE	FALSE
Akr1a1	chr4	FALSE	FALSE
Slc29a4	chr5	FALSE	FALSE
Prdm14	chr1	TRUE	FALSE
Dram1	chr10	TRUE	FALSE
Cp	chr3	FALSE	FALSE
Ttc26	chr6	FALSE	FALSE
Cyp4f15	chr17	FALSE	FALSE
Scgb3a2	chr18	FALSE	FALSE
Zfp109	chr7	FALSE	FALSE
Rmnd1	chr10	FALSE	FALSE
Esp18	chr17	FALSE	FALSE
Zfp59	chr7	FALSE	FALSE
Zfp995	chr17	FALSE	FALSE
Smim41	chr15	FALSE	FALSE
Gm3696	chr14	FALSE	FALSE
Rnf14	chr18	FALSE	FALSE
Fbxo32	chr15	TRUE	FALSE
Heatr9	chr11	FALSE	FALSE
Pcdhb2	chr18	FALSE	FALSE
Vmn1r115	chr7	FALSE	FALSE
Leprot	chr4	FALSE	FALSE
Gjc2	chr11	TRUE	FALSE
Bicc1	chr10	TRUE	FALSE
Reps1	chr10	FALSE	FALSE
Sprr2i	chr3	FALSE	FALSE
Khdc3	chr9	FALSE	FALSE
Ptger1	chr8	FALSE	FALSE
Olfr697	chr7	FALSE	FALSE
Lhfpl5	chr17	FALSE	FALSE
Sqor	chr2	TRUE	FALSE
Bricd5	chr17	FALSE	FALSE
Pou4f3	chr18	TRUE	FALSE
Mypop	chr7	FALSE	FALSE
Taok1	chr11	FALSE	FALSE
Irf4	chr13	TRUE	FALSE
Trim43c	chr9	FALSE	FALSE
Ppp1r14d	chr2	FALSE	FALSE
Gm2897	chr14	FALSE	FALSE
Olfr683	chr7	FALSE	FALSE
Wnt6	chr1	TRUE	FALSE
Slc35c2	chr2	FALSE	FALSE
Azi2	chr9	FALSE	FALSE
Slc5a9	chr4	FALSE	FALSE
Cpz	chr5	TRUE	FALSE
Haus3	chr5	FALSE	FALSE
Hsd17b3	chr13	FALSE	FALSE
Olfr790	chr10	FALSE	FALSE
Shfl	chr9	FALSE	FALSE
Ggt7	chr2	FALSE	FALSE
Polr2e	chr10	FALSE	FALSE
Ddt	chr10	FALSE	FALSE
