gene_name	mecp2_tss_fold	mecp2_tss_fdr	mecp2_tss_min_fdr	mecp2_tss_n_peaks	mecp2_tss_n_sig	mecp2_tss_has_sig	mecp2_med_fold	mecp2_med_fdr	mecp2_med_min_fdr	mecp2_med_n_peaks	mecp2_med_n_sig	mecp2_med_has_sig	chr	min_abs_dist_tss	total_peak_width	annot_gene_length	gained_nearest_tss	lost_nearest_tss	gained_median_sig	lost_median_sig	sign_flip	many_peaks
Klhl28	0.0196518129043918	1	0.735191958789108	2	0	FALSE	-0.0260570898968959	0.735191958789108	0.735191958789108	2	0	FALSE	chr12	5880	802	20159	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
Klhl29	-0.0312433457997608	0.88655188649567	0.0502372120417052	62	0	FALSE	-0.0154234371247009	0.0502372120417052	0.0502372120417052	62	0	FALSE	chr12	992	24862	298211	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
Klhl3	0.0544452714229541	0.799826288567067	0.734775111474875	12	0	FALSE	0.0004156793554459	0.734775111474875	0.734775111474875	12	0	FALSE	chr13	232	4812	113365	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
Klhl30	-0.021077512904507	0.921113815458326	0.478808424121708	4	0	FALSE	-0.0316785026594211	0.478808424121708	0.478808424121708	4	0	FALSE	chr1	2842	1604	11401	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Klhl31	-0.04682377347227	0.83239114129522	0.58921432974939	7	0	FALSE	-0.04682377347227	0.58921432974939	0.58921432974939	7	0	FALSE	chr9	11926	2807	23628	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
Klhl32	-0.0653136349807565	0.73815767448885	0.024353328536173	17	1	TRUE	1.00417426382316	0.024353328536173	0.024353328536173	17	1	TRUE	chr4	0	6817	234877	FALSE	FALSE	TRUE	FALSE	TRUE	TRUE
Klhl33	-0.058373370586515	0.752632264920536	0.714700026767916	3	0	FALSE	-0.058373370586515	0.714700026767916	0.714700026767916	3	0	FALSE	chr14	183	1203	8926	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Klhl34	-0.0635099183448202	0.76903325594124	0.740762384575007	2	0	FALSE	-0.0689531746748467	0.740762384575007	0.740762384575007	2	0	FALSE	chrX	0	802	1935	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Klhl35	-0.00583695556598389	0.98165303224225	0.0138383768630334	5	1	TRUE	-0.816831694178833	0.0138383768630334	0.0138383768630334	5	1	TRUE	chr7	0	2005	2824	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE
Klhl36	-0.015642932643872	0.93416548720916	0.450929805878449	8	0	FALSE	-0.00548691246464976	0.450929805878449	0.450929805878449	8	0	FALSE	chr8	0	3208	8451	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
Klhl38	-0.0271872296571932	0.908377287264762	0.43931239729432	11	0	FALSE	-0.0311137215459492	0.43931239729432	0.43931239729432	11	0	FALSE	chr15	1319	4411	9597	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
Klhl40	0.0341484005981163	0.890607223501433	0.799536816122154	3	0	FALSE	-3.59468115768452e-05	0.799536816122154	0.799536816122154	3	0	FALSE	chr9	559	1203	6128	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
Klhl41	-0.133250452221916	0.557685106506895	0.557685106506895	2	0	FALSE	-0.0705845735165918	0.557685106506895	0.557685106506895	2	0	FALSE	chr2	649	802	14111	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Klhl42	0.0406027488923191	0.851538714335974	0.418020056499716	5	0	FALSE	0.0126474676422913	0.418020056499716	0.418020056499716	5	0	FALSE	chr6	79	2005	21400	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
Klhl5	0.0568102310908679	0.811161453432947	0.000271471436413428	9	1	TRUE	1.33557745990768	0.000271471436413428	0.000271471436413428	9	1	TRUE	chr5	585	3609	21984	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE
Klhl6	0.0318581868039481	0.886186016670984	0.886186016670984	4	0	FALSE	-0.0076878324615742	0.886186016670984	0.886186016670984	4	0	FALSE	chr16	4376	1604	36542	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
Klhl7	0.0257756217324517	0.903308904045367	0.903308904045367	1	0	FALSE	0.0257756217324517	0.903308904045367	0.903308904045367	1	0	FALSE	chr5	0	401	60181	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Klhl8	-0.0328848181986384	0.892562339821515	0.299105426811408	20	0	FALSE	-0.03055174614564	0.299105426811408	0.299105426811408	20	0	FALSE	chr5	0	8020	4060	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
Klhl9	-0.0413290098917142	0.837549644374085	0.837549644374085	1	0	FALSE	-0.0413290098917142	0.837549644374085	0.837549644374085	1	0	FALSE	chr4	51	401	4174	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Klk1	-0.0483984129729576	0.826444636356244	0.826444636356244	1	0	FALSE	-0.0483984129729576	0.826444636356244	0.826444636356244	1	0	FALSE	chr7	3632	401	4259	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Klk10	-0.227437571126516	0.370903791432469	0.370903791432469	2	0	FALSE	-0.120079794718328	0.370903791432469	0.370903791432469	2	0	FALSE	chr7	2129	802	4376	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Klk11	-0.0381793516764308	0.872373366246155	0.872373366246155	2	0	FALSE	-0.0239052497337409	0.872373366246155	0.872373366246155	2	0	FALSE	chr7	0	802	2625	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Klk12	0.0310892557955801	0.893986691522393	0.893986691522393	2	0	FALSE	-0.0534591504462025	0.893986691522393	0.893986691522393	2	0	FALSE	chr7	0	802	4689	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
Klk13	-0.0140029526773819	1	0.686042927403843	3	0	FALSE	0.0323007391824696	0.686042927403843	0.686042927403843	3	0	FALSE	chr7	0	1203	7913	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
Klk14	-0.051856590577692	1	1	2	0	FALSE	-0.0184415904739706	1	1	2	0	FALSE	chr7	3499	802	5119	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Klk15	-0.12593675604275	0.593515501785184	0.593515501785184	6	0	FALSE	-0.0315761583650263	0.593515501785184	0.593515501785184	6	0	FALSE	chr7	1782	2406	5900	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
Klk1b1	-0.00505321297280509	0.986751235866591	0.924753821291908	4	0	FALSE	0.00682253182416101	0.924753821291908	0.924753821291908	4	0	FALSE	chr7	3583	1604	4568	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
Klk1b11	0.134167853463775	1	0.0216743494468958	5	1	TRUE	-1.07165555565691	0.0216743494468958	0.0216743494468958	5	1	TRUE	chr7	2992	2005	3999	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE
Klk1b16	-0.0669592304958854	0.794551678144175	0.794551678144175	2	0	FALSE	-0.0239537420600727	0.794551678144175	0.794551678144175	2	0	FALSE	chr7	841	802	4844	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Klk1b21	0.0437282773071452	0.856565400605719	0.856565400605719	3	0	FALSE	-0.0230589526581719	0.856565400605719	0.856565400605719	3	0	FALSE	chr7	3190	1203	4256	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
Klk1b22	0.0726611989092026	0.738393519088553	0.738393519088553	3	0	FALSE	-0.0121185925322189	0.738393519088553	0.738393519088553	3	0	FALSE	chr7	2008	1203	4250	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
Klk1b24	0.035770053360519	0.889147288135421	0.889147288135421	2	0	FALSE	0.010677192770766	0.889147288135421	0.889147288135421	2	0	FALSE	chr7	28	802	4220	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Klk1b26	0.0329254290481063	0.877004894974461	0.478987956670124	5	0	FALSE	-0.0197610765513162	0.478987956670124	0.478987956670124	5	0	FALSE	chr7	366	2005	4801	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
Klk1b27	-0.0192176557815045	0.945378896951711	0.316765744565067	7	0	FALSE	0.0158088404818669	0.316765744565067	0.316765744565067	7	0	FALSE	chr7	2293	2807	4423	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
Klk1b3	-0.134216367586175	0.598047923310191	0.598047923310191	1	0	FALSE	-0.134216367586175	0.598047923310191	0.598047923310191	1	0	FALSE	chr7	2347	401	4162	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Klk1b4	0.00835498822058322	0.977168257807356	0.139370265240613	3	0	FALSE	0.00710592251785539	0.139370265240613	0.139370265240613	3	0	FALSE	chr7	0	1203	4320	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Klk1b5	-0.160230231067838	0.524068714151477	0.524068714151477	2	0	FALSE	-0.0798579271995046	0.524068714151477	0.524068714151477	2	0	FALSE	chr7	2156	802	4759	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Klk1b7-ps	-0.0195629058531565	0.935280855122443	0.737223418681713	4	0	FALSE	-0.0414351549496023	0.737223418681713	0.737223418681713	4	0	FALSE	chr7	0	1604	3195	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Klk1b8	-0.0838570509913455	0.681597601244631	0.681597601244631	2	0	FALSE	-0.0449589784710016	0.681597601244631	0.681597601244631	2	0	FALSE	chr7	0	802	4278	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Klk1b9	0.139580107738499	0.576421461110915	0.304963261439385	6	0	FALSE	0.0195233731457063	0.304963261439385	0.304963261439385	6	0	FALSE	chr7	3	2406	4316	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
Klk4	-0.0273685843551627	0.91118868945726	0.140811603693645	3	0	FALSE	-0.0382044754119496	0.140811603693645	0.140811603693645	3	0	FALSE	chr7	874	1203	4645	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Klk5	-0.0427108588504294	0.845251999755843	0.845251999755843	2	0	FALSE	-0.0335224286110583	0.845251999755843	0.845251999755843	2	0	FALSE	chr7	0	802	3332	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Klk6	0.0616566224255314	1	0.903308904045367	2	0	FALSE	0.0154403627014671	0.903308904045367	0.903308904045367	2	0	FALSE	chr7	1008	802	7532	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Klk7	-0.086057889947811	0.686920541513887	0.686920541513887	3	0	FALSE	-0.0558643888567971	0.686920541513887	0.686920541513887	3	0	FALSE	chr7	57	1203	5066	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Klk8	0.015246842392093	0.959826710852055	0.959826710852055	1	0	FALSE	0.015246842392093	0.959826710852055	0.959826710852055	1	0	FALSE	chr7	1229	401	6246	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Klk9	-0.00205451838216754	0.99420975972609	0.99420975972609	1	0	FALSE	-0.00205451838216754	0.99420975972609	0.99420975972609	1	0	FALSE	chr7	0	401	4867	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Klkb1	-0.132915019682542	0.537611166767037	0.537611166767037	1	0	FALSE	-0.132915019682542	0.537611166767037	0.537611166767037	1	0	FALSE	chr8	1421	401	38796	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Klra1	-0.175467380646816	0.476757648321415	0.476757648321415	3	0	FALSE	-0.00805636406686589	0.476757648321415	0.476757648321415	3	0	FALSE	chr6	267010	1203	22958	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Klra2	0.0239087901779761	1	1	1	0	FALSE	0.0239087901779761	1	1	1	0	FALSE	chr6	266831	401	28140	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Klra5	0.115970124047555	1	1	2	0	FALSE	0.0433298129830181	1	1	2	0	FALSE	chr6	2297	802	4755	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Klra7	0.0522176179081367	1	1	1	0	FALSE	0.0522176179081367	1	1	1	0	FALSE	chr6	12413	401	14492	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Klra8	-0.0655113364209353	1	1	1	0	FALSE	-0.0655113364209353	1	1	1	0	FALSE	chr6	10849	401	14673	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Klra9	0.037474464855606	1	1	1	0	FALSE	0.037474464855606	1	1	1	0	FALSE	chr6	6621	401	14438	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Klrb1	-0.16616267772467	0.515496107077292	0.515496107077292	2	0	FALSE	-0.0881021145494219	0.515496107077292	0.515496107077292	2	0	FALSE	chr6	13015	802	16618	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Klrb1a	-0.0701628779540452	1	0.90055708216577	3	0	FALSE	-0.0276446066336208	0.90055708216577	0.90055708216577	3	0	FALSE	chr6	4126	1203	13101	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Klrb1b	-0.0256066568811324	0.921499203188506	0.760370593529234	4	0	FALSE	-0.0374155052227468	0.760370593529234	0.760370593529234	4	0	FALSE	chr6	12173	1604	12626	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Klrb1c	-0.0241621222092794	0.918894591681017	0.50090537682712	6	0	FALSE	-0.00593881502859325	0.50090537682712	0.50090537682712	6	0	FALSE	chr6	10158	2406	4452	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
Klrb1f	0.0142006481100852	0.959757897366853	0.959757897366853	1	0	FALSE	0.0142006481100852	0.959757897366853	0.959757897366853	1	0	FALSE	chr6	14327	401	11564	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Klrd1	-0.0842824968200501	1	1	1	0	FALSE	-0.0842824968200501	1	1	1	0	FALSE	chr6	3491	401	6688	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Klre1	0.0130082025417339	0.962619142888172	0.962619142888172	2	0	FALSE	0.0117765983724872	0.962619142888172	0.962619142888172	2	0	FALSE	chr6	17264	802	7923	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Klrg1	0.0172580376448145	0.935458716478565	0.315444068562563	3	0	FALSE	0.0172580376448145	0.315444068562563	0.315444068562563	3	0	FALSE	chr6	0	1203	12287	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Klrg2	-0.00603349107164826	0.983550165350713	0.887572834275869	5	0	FALSE	0.0150321751110352	0.887572834275869	0.887572834275869	5	0	FALSE	chr6	218	2005	11541	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
Klri2	0.0108590887003551	1	1	1	0	FALSE	0.0108590887003551	1	1	1	0	FALSE	chr6	883	401	11444	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Kmo	0.0100800673603908	1	1	3	0	FALSE	-0.00862074512939815	1	1	3	0	FALSE	chr1	0	1203	28858	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
Kmt2a	-0.0411940437070835	0.842840928885426	0.552814104146746	10	0	FALSE	-0.0107805479873593	0.552814104146746	0.552814104146746	10	0	FALSE	chr9	0	4010	33435	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
Kmt2b	-0.0150471468799205	0.947973008959389	0.52079606128525	2	0	FALSE	-0.0782655423670928	0.52079606128525	0.52079606128525	2	0	FALSE	chr7	30	802	19869	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Kmt2c	-0.0282094235323196	0.906061175083252	0.471387910156492	11	0	FALSE	0.0144659241010797	0.471387910156492	0.471387910156492	11	0	FALSE	chr5	0	4411	28278	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
Kmt2d	0.0251114162282635	0.923982400127135	0.695357174205401	11	0	FALSE	-0.0204181461302029	0.695357174205401	0.695357174205401	11	0	FALSE	chr15	0	4411	2494	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
Kmt2e	0.095284608138228	0.685239887601932	0.401373484382602	3	0	FALSE	-0.0115803321804059	0.401373484382602	0.401373484382602	3	0	FALSE	chr5	3247	1203	2262	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
Kmt5a	0.0178667289168247	0.93823289909892	0.796459692970738	4	0	FALSE	-0.00148667369623704	0.796459692970738	0.796459692970738	4	0	FALSE	chr5	0	1604	10415	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
Kmt5b	0.00126679175747599	0.996345417985177	0.806044325782808	9	0	FALSE	-0.0125465737771865	0.806044325782808	0.806044325782808	9	0	FALSE	chr19	0	3609	40803	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
Kmt5c	-0.00793673642816407	0.965376891460966	0.78022411639787	3	0	FALSE	-0.0513466454884398	0.78022411639787	0.78022411639787	3	0	FALSE	chr7	0	1203	7400	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Kncn	0.030430556865384	0.888379481467638	0.888379481467638	2	0	FALSE	0.0424153545775213	0.888379481467638	0.888379481467638	2	0	FALSE	chr4	140	802	3565	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Kndc1	-0.040320732080588	0.810394399846495	0.0146810205691492	14	1	TRUE	-0.825182338442387	0.0146810205691492	0.0146810205691492	14	1	TRUE	chr7	0	5614	19614	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE
Kng1	0.0705115081456157	1	1	1	0	FALSE	0.0705115081456157	1	1	1	0	FALSE	chr16	639	401	10005	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Kng2	-0.306597025129293	0.283864259529526	0.283864259529526	3	0	FALSE	-0.220094918189615	0.283864259529526	0.283864259529526	3	0	FALSE	chr16	2968	1203	41621	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Knl1	-0.00647471024917257	0.976584253075951	0.976584253075951	1	0	FALSE	-0.00647471024917257	0.976584253075951	0.976584253075951	1	0	FALSE	chr2	0	401	22153	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Knop1	-0.0177496815343971	0.942879166307094	0.777563317006589	6	0	FALSE	-0.00898000143438604	0.777563317006589	0.777563317006589	6	0	FALSE	chr7	0	2406	10113	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
Knstrn	-0.0695132718187665	0.736942690961335	0.736942690961335	4	0	FALSE	0.0226770894784446	0.736942690961335	0.736942690961335	4	0	FALSE	chr2	0	1604	23694	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
Kntc1	-0.00858807155502206	0.974055084632026	0.707647308473817	7	0	FALSE	-0.034465794569893	0.707647308473817	0.707647308473817	7	0	FALSE	chr5	0	2807	2046	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
Kplce	-0.106115534469111	0.622104223465619	0.622104223465619	2	0	FALSE	-0.0955428855998679	0.622104223465619	0.622104223465619	2	0	FALSE	chr3	766	802	1858	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Kpna1	0.0107518157052038	0.973745153366705	0.973745153366705	1	0	FALSE	0.0107518157052038	0.973745153366705	0.973745153366705	1	0	FALSE	chr16	6347	401	24659	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Kpna2	-0.0516957960792989	0.818441445399369	0.697330632311339	5	0	FALSE	-0.0204176083586959	0.697330632311339	0.697330632311339	5	0	FALSE	chr11	0	2005	3155	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
Kpna3	-0.0115589504641568	0.954607095950377	0.810359077661036	3	0	FALSE	-0.0115589504641568	0.810359077661036	0.810359077661036	3	0	FALSE	chr14	50	1203	74664	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Kpna4	-0.0448026571724567	0.800196828035162	0.800196828035162	1	0	FALSE	-0.0448026571724567	0.800196828035162	0.800196828035162	1	0	FALSE	chr3	0	401	54872	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Kpna6	0.00752029721093153	0.977912982182957	0.977912982182957	2	0	FALSE	-0.0285915852853263	0.977912982182957	0.977912982182957	2	0	FALSE	chr4	0	802	15082	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
Kpna7	0.00960463199943108	0.972143102818345	0.972143102818345	1	0	FALSE	0.00960463199943108	0.972143102818345	0.972143102818345	1	0	FALSE	chr5	0	401	27125	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Kpnb1	-0.0111461608361309	0.961854454683365	0.961854454683365	3	0	FALSE	-0.10181018863765	0.961854454683365	0.961854454683365	3	0	FALSE	chr11	0	1203	28168	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Kprp	-0.0209510111472738	0.915059092448666	0.915059092448666	1	0	FALSE	-0.0209510111472738	0.915059092448666	0.915059092448666	1	0	FALSE	chr3	2686	401	4174	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Kptn	0.0111376548462861	0.958178813033165	0.844283684779671	2	0	FALSE	-0.0162748296052053	0.844283684779671	0.844283684779671	2	0	FALSE	chr7	0	802	1630	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
Kras	-0.012851937211934	0.960021083352212	0.960021083352212	1	0	FALSE	-0.012851937211934	0.960021083352212	0.960021083352212	1	0	FALSE	chr6	370	401	29874	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Krba1	-0.028335431165674	0.860367383874705	0.54568578756117	8	0	FALSE	-0.00870195919231491	0.54568578756117	0.54568578756117	8	0	FALSE	chr6	0	3208	23960	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
Kremen1	-0.00078013758913556	0.997964950285919	0.332965692815512	27	0	FALSE	-0.0236198801100902	0.332965692815512	0.332965692815512	27	0	FALSE	chr11	164	11152	70007	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
Kri1	-0.180592658453533	0.401786958311085	0.401786958311085	5	0	FALSE	-0.0368449565011895	0.401786958311085	0.401786958311085	5	0	FALSE	chr9	0	2005	14318	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
Krr1	0.0228271781198727	0.914174556157316	0.747817757460332	7	0	FALSE	-0.0153701424058278	0.747817757460332	0.747817757460332	7	0	FALSE	chr10	0	2807	15769	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
Krt1	-0.0519369947911946	0.81510093787433	0.728463983994034	4	0	FALSE	0.00119692571712355	0.728463983994034	0.728463983994034	4	0	FALSE	chr15	400	1604	517	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
Krt10	0.0322677082414086	0.880071427613526	0.880071427613526	3	0	FALSE	-0.0173559033305322	0.880071427613526	0.880071427613526	3	0	FALSE	chr11	0	1203	4111	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
Krt12	-0.0172830585965489	0.941275177228116	0.941275177228116	2	0	FALSE	-0.0118867819660939	0.941275177228116	0.941275177228116	2	0	FALSE	chr11	0	802	6594	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Krt13	-0.264966736287693	0.331082227357685	0.331082227357685	1	0	FALSE	-0.264966736287693	0.331082227357685	0.331082227357685	1	0	FALSE	chr11	5501	401	934	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Krt14	-0.0749720937936686	0.724222167955173	0.561980837367386	4	0	FALSE	-0.058897921134299	0.561980837367386	0.561980837367386	4	0	FALSE	chr11	150	1604	4387	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Krt15	-0.0386060516093261	0.861644573469526	0.861644573469526	2	0	FALSE	-0.0082270201894786	0.861644573469526	0.861644573469526	2	0	FALSE	chr11	0	802	1364	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Krt16	-0.0352660139392169	0.888567731504871	0.888567731504871	4	0	FALSE	-0.051655630564895	0.888567731504871	0.888567731504871	4	0	FALSE	chr11	63	1604	2812	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Krt17	-0.0838851773384505	0.67622600248773	0.67622600248773	2	0	FALSE	-0.0488450014305654	0.67622600248773	0.67622600248773	2	0	FALSE	chr11	1768	802	4813	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Krt18	-0.0909703285212501	0.66691432571051	0.366290968763716	5	0	FALSE	-0.0666088489846582	0.366290968763716	0.366290968763716	5	0	FALSE	chr15	0	2005	3848	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
Krt19	-0.296264321197724	0.308490534715328	0.308490534715328	9	0	FALSE	-0.0131720984761583	0.308490534715328	0.308490534715328	9	0	FALSE	chr11	105	3609	5311	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
Krt2	-0.136107673083716	0.536103281991397	0.315963195008423	6	0	FALSE	-0.0468560807234642	0.315963195008423	0.315963195008423	6	0	FALSE	chr15	0	2697	7481	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
Krt20	0.0195089814048118	0.943010649690851	0.943010649690851	2	0	FALSE	0.017923797831334	0.943010649690851	0.943010649690851	2	0	FALSE	chr11	2045	802	9748	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Krt222	-0.0274204343448634	0.910815512547245	0.618383714783625	3	0	FALSE	0.109368904853513	0.618383714783625	0.618383714783625	3	0	FALSE	chr11	0	1203	11307	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
Krt23	-0.059684261895253	0.781361856022318	0.781361856022318	2	0	FALSE	-0.00786987369000365	0.781361856022318	0.781361856022318	2	0	FALSE	chr11	130	802	15164	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Krt24	2.44695091763455	2.10885580970986e-10	2.10885580970986e-10	6	3	TRUE	1.46750030377349	2.10885580970986e-10	2.10885580970986e-10	6	3	TRUE	chr11	173	2406	5304	TRUE	FALSE	TRUE	FALSE	FALSE	TRUE
Krt25	-0.00450154357539659	1	1	3	0	FALSE	-0.00450154357539659	1	1	3	0	FALSE	chr11	593	1203	7436	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Krt26	0.0065359153854327	0.981179320746837	0.548677159810603	2	0	FALSE	0.0700049036651933	0.548677159810603	0.548677159810603	2	0	FALSE	chr11	0	802	9416	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Krt27	-0.076220953140061	0.692321461419974	0.692321461419974	3	0	FALSE	-0.0470606947234296	0.692321461419974	0.692321461419974	3	0	FALSE	chr11	0	1203	5540	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Krt28	0.0798421603444559	0.729986398623183	0.617852086180295	4	0	FALSE	-0.0727354614367218	0.617852086180295	0.617852086180295	4	0	FALSE	chr11	0	1604	10032	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
Krt31	0.131238758190909	0.564586936234041	0.564586936234041	4	0	FALSE	-0.00576102879191767	0.564586936234041	0.564586936234041	4	0	FALSE	chr11	0	1604	3906	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
Krt32	0.0197637270860767	0.933039443167619	0.678790436672047	2	0	FALSE	-0.03943891314014	0.678790436672047	0.678790436672047	2	0	FALSE	chr11	215	802	7370	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
Krt33a	-0.0240654052159834	0.934806952626059	0.693985392853163	3	0	FALSE	0.0876630465165911	0.693985392853163	0.693985392853163	3	0	FALSE	chr11	10	1203	5018	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
Krt33b	-0.0520915544460078	0.826616011427148	0.826616011427148	3	0	FALSE	-0.0364282996894396	0.826616011427148	0.826616011427148	3	0	FALSE	chr11	53	1203	6235	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Krt34	-0.0238236867889329	1	1	1	0	FALSE	-0.0238236867889329	1	1	1	0	FALSE	chr11	0	401	4208	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Krt35	-0.00563687624995478	0.98165303224225	0.77637793847548	2	0	FALSE	0.0294658259913646	0.77637793847548	0.77637793847548	2	0	FALSE	chr11	91	802	4033	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
