gene_name	ctrl_aging_fold	ctrl_aging_fdr	ctrl_aging_min_fdr	ctrl_aging_n_peaks	ctrl_aging_n_sig	ctrl_aging_has_sig	ctrl_aging_n_sig_up	ctrl_aging_n_sig_down	ctrl_aging_max_fold	ctrl_aging_min_fold	ctrl_aging_mean_fold	mut_aging_fold	mut_aging_fdr	mut_aging_min_fdr	mut_aging_n_peaks	mut_aging_n_sig	mut_aging_has_sig	mut_aging_n_sig_up	mut_aging_n_sig_down	mut_aging_max_fold	mut_aging_min_fold	mut_aging_mean_fold	has_ctrl_peak	has_mut_peak	in_universe	ctrl_aging_up	mut_aging_up	ctrl_aging_down	mut_aging_down	ctrl_aging_sig	mut_aging_sig	mut_specific_aging_up	shared_aging_up	ctrl_specific_aging_up	chr	gene_length	mch_ctrl	mch_mut	mch_diff	edger_logFC	edger_fdr	mch_sig	mch_hyper	mch_hypo	mch_direction	mch_diff_pct	aging_group
Nab1	1.41130300561416	1.67272505568153e-08	1.67272505568153e-08	36	4	TRUE	3	1	2.42268206410196	-0.825398292324054	0.0457045397539987	1.94429823727116	4.35400850002199e-14	4.35400850002199e-14	36	6	TRUE	5	1	3.01497159056014	-1.38889159387191	0.120519642231093	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE	chr1	43386	0.0157674865124899	0.0187185204110785	0.00295103389858862	0.0635457392446409	0.659503554643481	FALSE	FALSE	FALSE	Hypermethylated	0.295103389858862	Other peak-carrying genes
Nab2	-0.210372838362758	0.298700755751132	0.298700755751132	2	0	FALSE	0	0	-0.055008744112441	-0.365736932613076	-0.210372838362758	-0.111134762147264	0.567795533567697	0.567795533567697	4	0	FALSE	0	0	0.0738210715690392	-0.218717155279202	-0.0917914020011726	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	chr10	7651	0.0181902313021523	0.019813955373681	0.00162372407152877	-0.130167512642944	0.688136575530475	FALSE	FALSE	FALSE	Hypomethylated	0.162372407152877	Other peak-carrying genes
Nabp1	-0.00444700612906475	0.246891871602328	0.246891871602328	14	0	FALSE	0	0	0.32329089886773	-0.401981322272485	-0.0143788767246096	1.01994442221947	0.013676504693623	0.013676504693623	10	1	TRUE	1	0	1.01994442221947	-0.640370187313689	0.0394272965928723	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	chr1	12564	0.0227544944212774	0.035939962576956	0.0131854681556786	0.548656660566974	0.00070423391870282	TRUE	TRUE	FALSE	Hypermethylated	1.31854681556786	Mutant-specific aging up
Nabp2	-0.121598280040331	0.521886350124625	0.521886350124625	2	0	FALSE	0	0	-0.00905453039927099	-0.234142029681392	-0.121598280040331	-0.362318672491351	0.335262596754303	0.335262596754303	1	0	FALSE	0	0	-0.362318672491351	-0.362318672491351	-0.362318672491351	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	chr10	10098	0.0168579770914525	0.018187672110039	0.0013296950185865	-0.122697367412906	0.588874054725058	FALSE	FALSE	FALSE	Hypomethylated	0.13296950185865	Other peak-carrying genes
Naca	-0.0609019518289799	0.76674038895788	0.76674038895788	4	0	FALSE	0	0	-0.0257768929682115	-0.124084724880862	-0.0679163803767583	-0.809522131248425	0.0246465588081294	0.0246465588081294	4	1	TRUE	0	1	-0.133599637115743	-0.809522131248425	-0.486051073831493	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	chr10	13063	0.0128899681718848	0.0141564844604321	0.0012665162885473	-0.176210608193093	0.472098962849731	FALSE	FALSE	FALSE	Hypomethylated	0.12665162885473	Other peak-carrying genes
Nacad	-0.299479086383252	0.137284876441251	0.137284876441251	4	0	FALSE	0	0	0.0104040619541479	-0.488560626025893	-0.269278684209562	-0.477879731476185	0.0708855266395374	0.0708855266395374	5	0	FALSE	0	0	-0.242959428173058	-0.65612818535564	-0.455570012532106	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	chr11	8231	0.0197283188103006	0.0190905136705736	-0.000637805139726926	-0.132005930323541	0.633651235455568	FALSE	FALSE	FALSE	Hypomethylated	-0.0637805139726926	Other peak-carrying genes
Nacc1	-0.0712560056316656	0.229683968078541	0.229683968078541	5	0	FALSE	0	0	0.237418382469481	-0.429982513750344	-0.0849714004128247	-0.248628400433167	0.202951492814768	0.202951492814768	5	0	FALSE	0	0	-0.00310347940603405	-0.511624005492539	-0.250076263500432	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	chr8	17424	0.0138666909643553	0.0156410067649997	0.00177431580064435	0.0180299660227589	0.937633750510786	FALSE	FALSE	FALSE	Hypermethylated	0.177431580064435	Other peak-carrying genes
Nacc2	-0.0811115455720126	0.321052196325018	0.321052196325018	26	0	FALSE	0	0	0.340011209143403	-0.348860137803079	-0.082242184887495	-0.283015055455148	0.0553291926685262	0.0553291926685262	26	0	FALSE	0	0	0.197901060801229	-0.729383137194477	-0.304338607486249	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	chr2	67686	0.0234051798469134	0.0215217857611631	-0.00188339408575028	-0.237284393312253	0.00130583104724823	TRUE	FALSE	TRUE	Hypomethylated	-0.188339408575028	Other peak-carrying genes
Nadk	-0.225094846503767	0.161328601147276	0.161328601147276	9	0	FALSE	0	0	0.0701794472587754	-0.481709539841284	-0.187512909856692	-0.797641174656309	0.0263625044659512	0.0263625044659512	10	2	TRUE	0	2	0.072040921763087	-0.803882766722752	-0.387686473597388	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	chr4	28624	0.0179619750413454	0.0150543053359272	-0.00290766970541819	-0.445814741165069	0.00143122146140524	TRUE	FALSE	TRUE	Hypomethylated	-0.290766970541819	Other peak-carrying genes
Nadk2	-0.127070809250903	0.0991810184551522	0.0991810184551522	15	0	FALSE	0	0	0.0389638341002361	-0.609774605687344	-0.169615079764133	-0.847965543684111	0.0343195066008557	0.0343195066008557	22	1	TRUE	0	1	0.575404684915125	-0.847965543684111	-0.283981558284499	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	chr15	39632	0.0157880484190552	0.0160125845073906	0.000224536088335409	-0.241105278547238	0.0494163412436582	TRUE	FALSE	TRUE	Hypomethylated	0.0224536088335409	Other peak-carrying genes
Nadsyn1	-0.167971473189056	0.386954314123061	0.386954314123061	10	0	FALSE	0	0	0.0896802802486143	-0.306543281338657	-0.161244190537419	-0.338919593680836	0.100828912318515	0.100828912318515	11	0	FALSE	0	0	0.272001855261296	-0.608193106250536	-0.317580050588499	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	chr7	27266	0.0201232894105473	0.019823093647079	-0.000300195763468274	-0.177086798938518	0.155034511068202	FALSE	FALSE	FALSE	Hypomethylated	-0.0300195763468274	Other peak-carrying genes
Nae1	-0.0739580728619478	0.172822918025909	0.172822918025909	6	0	FALSE	0	0	0.0277311259121411	-0.516625666295915	-0.148862513787595	-0.858595472951114	0.0495303999300232	0.0495303999300232	3	1	TRUE	0	1	-0.192136727223765	-0.858595472951114	-0.425578509787911	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	chr8	23610	0.0169065709650502	0.0178459756808872	0.000939404715837023	-0.110995633302053	0.478966608325437	FALSE	FALSE	FALSE	Hypomethylated	0.0939404715837023	Other peak-carrying genes
Naf1	-0.137271392288717	0.113594703517051	0.113594703517051	31	0	FALSE	0	0	0.159055155871613	-0.561837948855615	-0.145432573284896	-0.329576694859814	0.0537334093581689	0.0537334093581689	25	0	FALSE	0	0	0.0881177984990077	-0.791979150386692	-0.347076773897744	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	chr8	30348	0.0151853923450746	0.0156692210675858	0.000483828722511244	-0.19050231241824	0.176096541133977	FALSE	FALSE	FALSE	Hypomethylated	0.0483828722511244	Other peak-carrying genes
Naga	-0.136608075713924	0.462128075424947	0.462128075424947	4	0	FALSE	0	0	-0.00971674191079868	-0.264286589776754	-0.13680487077885	-0.235707603110321	0.353245806040108	0.353245806040108	4	0	FALSE	0	0	-0.00682385061897477	-0.377049568175661	-0.213822156253819	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	chr15	9394	0.0161561867429357	0.0191084542231882	0.00295226748025255	-0.202033187978875	0.406405601441374	FALSE	FALSE	FALSE	Hypomethylated	0.295226748025255	Other peak-carrying genes
Nagk	-0.102235628256458	0.226000084261869	0.226000084261869	6	0	FALSE	0	0	0.114101146234489	-0.423296741375283	-0.103036767524361	-0.247078728485735	0.222566751668362	0.222566751668362	7	0	FALSE	0	0	0.0560225262609484	-0.452767302739384	-0.239147515337368	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	chr6	9037	0.0134708367602007	0.0172200136627175	0.00374917690251683	0.0571867075548503	0.8432200657863	FALSE	FALSE	FALSE	Hypermethylated	0.374917690251683	Other peak-carrying genes
Naglu	-0.11891973568103	0.284388857292542	0.284388857292542	5	0	FALSE	0	0	0.0442830395457889	-0.373903516069765	-0.130758745836305	-0.14409160067428	0.110192893390566	0.110192893390566	6	0	FALSE	0	0	-0.0258498234565679	-0.658674797765142	-0.251094674872871	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	chr11	7661	0.0168264316415635	0.0177504022834904	0.000923970641926959	-0.279996000490127	0.236411558578211	FALSE	FALSE	FALSE	Hypomethylated	0.0923970641926959	Other peak-carrying genes
Nagpa	-0.0973181928834815	0.183729496110513	0.183729496110513	12	0	FALSE	0	0	0.158438080029654	-0.440296814177103	-0.113575484100676	0.791589701375377	0.0222685245388796	0.0222685245388796	9	1	TRUE	1	0	0.791589701375377	-0.569191686362817	-0.0995761541279351	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	chr16	8724	0.0160029288361081	0.015471620033679	-0.00053130880242909	-0.0814454415767133	0.777070864819672	FALSE	FALSE	FALSE	Hypomethylated	-0.053130880242909	Mutant-specific aging up
Nags	-0.123094893841399	0.580409307129755	0.580409307129755	4	0	FALSE	0	0	0.00572686806743398	-0.209502926103086	-0.112491461429612	-0.213296438299756	0.390684805714696	0.390684805714696	5	0	FALSE	0	0	0.014958900263632	-0.319591181262878	-0.177972755717206	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	chr11	3965	0.0208657985250725	0.0148695452390488	-0.00599625328602368	-0.572616544477158	0.110546056140673	FALSE	FALSE	FALSE	Hypomethylated	-0.599625328602368	Other peak-carrying genes
Naip1	-0.246933253581177	0.0921973058201689	0.0921973058201689	10	0	FALSE	0	0	0.254068747342469	-0.600788440065192	-0.183963446211814	-0.25381989297987	0.152948348853584	0.152948348853584	13	0	FALSE	0	0	0.26208148031135	-0.574380136668099	-0.221212631109326	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	chr13	45106	0.0126034197262067	0.0123893248979655	-0.000214094828241248	-0.268052139438783	0.0396046082204349	TRUE	FALSE	TRUE	Hypomethylated	-0.0214094828241248	Other peak-carrying genes
Naip2	-0.0224637321768107	0.157397843729948	0.157397843729948	9	0	FALSE	0	0	0.180930784425767	-0.505457269652439	-0.0999989393205765	-0.224118598479537	0.218718015344904	0.218718015344904	9	0	FALSE	0	0	0.16596470710384	-0.494066449053071	-0.168180323658441	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	chr13	58030	0.0122004522297683	0.0128787540965018	0.000678301866733464	-0.151536249992478	0.191385647058159	FALSE	FALSE	FALSE	Hypomethylated	0.0678301866733464	Other peak-carrying genes
Naip5	-0.208660065076565	0.301490240110907	0.301490240110907	4	0	FALSE	0	0	0.0486923858465549	-0.364180411589888	-0.183202038974116	-0.222727334452543	0.11180578114504	0.11180578114504	3	0	FALSE	0	0	-0.112777599936203	-0.664860450843639	-0.333455128410795	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	chr13	34585	0.0131613792991039	0.0124281981778113	-0.000733181121292611	-0.389219346546686	0.0204918402874468	TRUE	FALSE	TRUE	Hypomethylated	-0.0733181121292611	Other peak-carrying genes
Naip6	-0.123168791747466	0.157117544053428	0.157117544053428	11	0	FALSE	0	0	0.025801008400002	-0.511666953007355	-0.177842536271945	-0.371603914707462	0.186168671486795	0.186168671486795	9	0	FALSE	0	0	-0.209598176127342	-0.545750868681381	-0.369569347324299	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	chr13	36554	0.0119158639263162	0.013205558096051	0.00128969416973481	-0.0817074609543972	0.678742731552682	FALSE	FALSE	FALSE	Hypomethylated	0.128969416973481	Other peak-carrying genes
Nalcn	-0.116560058021989	0.237091378417373	0.237091378417373	22	0	FALSE	0	0	0.175264896753973	-0.424161931653249	-0.104244998467562	-0.915826939640388	0.0418624121268056	0.0418624121268056	10	1	TRUE	0	1	-0.101730597879346	-0.915826939640388	-0.440585824631315	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	chr14	350511	0.0179113861038022	0.0180561007903679	0.000144714686565732	-0.165148513891081	0.000492982184315609	TRUE	FALSE	TRUE	Hypomethylated	0.0144714686565732	Other peak-carrying genes
Nampt	-0.684680876093718	0.0162363702056729	0.0162363702056729	51	3	TRUE	1	2	0.821903329247816	-0.85794891735019	-0.0927632141982028	0.820827740640479	0.0012687493785112	0.0012687493785112	49	7	TRUE	6	1	1.02183853637083	-0.780572442381527	-0.0316374389387735	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE	chr12	33805	0.0183207303676206	0.0219644180074704	0.0036436876398497	0.116615526017347	0.285881377351166	FALSE	FALSE	FALSE	Hypermethylated	0.36436876398497	Other peak-carrying genes
Nanog	-0.161663966256512	0.460535774703485	0.460535774703485	8	0	FALSE	0	0	0.228963995404894	-0.258035159344756	-0.0799087058207028	-0.308273106665116	0.0909925237592306	0.0909925237592306	9	0	FALSE	0	0	-0.0682884909970151	-0.667419357191452	-0.309916690058786	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	chr6	7145	0.0154309768147266	0.0135475155444844	-0.00188346127024213	-0.430395144891277	0.137068206488694	FALSE	FALSE	FALSE	Hypomethylated	-0.188346127024213	Other peak-carrying genes
Nanos1	-0.152343456811507	0.141559006682676	0.141559006682676	14	0	FALSE	0	0	0.0818952940393077	-0.570705122750556	-0.181331377459355	-1.19750305679637	0.005346265945829	0.005346265945829	16	1	TRUE	0	1	0.008871169549477	-1.19750305679637	-0.388073606845473	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	chr19	3928	0.0150372935574495	0.0150443823594602	7.08880201070843e-06	-0.252229296896121	0.616536862939611	FALSE	FALSE	FALSE	Hypomethylated	0.000708880201070843	Other peak-carrying genes
Nanos2	-0.0960507055279197	0.512909167895767	0.512909167895767	5	0	FALSE	0	0	0.00143813768969395	-0.237292243245947	-0.0907334821753842	0.0139146079832765	0.744964785808776	0.744964785808776	2	0	FALSE	0	0	0.135011908184823	-0.10718269221827	0.0139146079832765	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	chr7	1563	0.0140685406764066	0.0176147203677541	0.00354617969134753	0.0279722956508181	0.972199553868271	FALSE	FALSE	FALSE	Hypermethylated	0.354617969134753	Other peak-carrying genes
Nanos3	-0.0349297710915066	0.456343333345759	0.456343333345759	8	0	FALSE	0	0	0.192945034921626	-0.270106799333196	-0.0471332084948724	-0.314695627836023	0.0689698491483265	0.0689698491483265	8	0	FALSE	0	0	0.115834219601415	-0.680472900522087	-0.271029266578468	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	chr8	11487	0.0251571010299483	0.0221882927537725	-0.00296880827617576	-0.388951870648967	0.0251098852340622	TRUE	FALSE	TRUE	Hypomethylated	-0.296880827617576	Other peak-carrying genes
Nans	-0.0646705405808543	0.522396969207633	0.522396969207633	10	0	FALSE	0	0	0.220633822804971	-0.236487056091972	-0.0600049361200175	-0.319488325051351	0.123980542797204	0.123980542797204	9	0	FALSE	0	0	0.0709263113453138	-0.587928550064022	-0.243980589480786	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	chr4	14385	0.0174483592520687	0.0169394635470758	-0.000508895704992872	-0.167793151741031	0.344977972369658	FALSE	FALSE	FALSE	Hypomethylated	-0.0508895704992872	Other peak-carrying genes
Nap1l1	-0.188302962440076	0.231059144948857	0.231059144948857	19	0	FALSE	0	0	0.252894702985857	-0.412384950243455	-0.137311915573299	1.0924493679564	0.000759038834872077	0.000759038834872077	14	1	TRUE	1	0	1.0924493679564	-0.860118716547906	-0.153379694224202	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	chr10	24928	0.013961648738552	0.015296833065758	0.00133518432720598	-0.0380833584848775	0.836282888698704	FALSE	FALSE	FALSE	Hypomethylated	0.133518432720598	Mutant-specific aging up
Nap1l2	-0.0330695896400666	0.353629367382928	0.353629367382928	9	0	FALSE	0	0	0.145098674372225	-0.325249022093619	-0.0673135299550238	-0.372487280764217	0.0740854161892348	0.0740854161892348	8	0	FALSE	0	0	-0.00125057888938476	-0.758386952026635	-0.420331280920907	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	chrX	2465	0.0058867363771184	0.0110517214057969	0.00516498502867846	1.10993735213224	0.217625467410599	FALSE	FALSE	FALSE	Hypermethylated	0.516498502867846	Other peak-carrying genes
Nap1l3	-0.146152078779548	0.272521434775711	0.272521434775711	14	0	FALSE	0	0	0.12957519953984	-0.389426803775562	-0.1549066275127	-1.78472150111736	0.0111303425558401	0.0111303425558401	22	1	TRUE	0	1	0.394993299700293	-1.78472150111736	-0.376999914349939	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	chrX	2837	0.0116605414661459	0.0187871589424858	0.00712661747633983	0.446277793702488	0.460377890354449	FALSE	FALSE	FALSE	Hypermethylated	0.712661747633983	Other peak-carrying genes
Nap1l4	-0.138399704043894	0.318945435499757	0.318945435499757	9	0	FALSE	0	0	0.053659442261882	-0.350226951588458	-0.141102072571019	-0.242142058459298	0.166974020400951	0.166974020400951	13	0	FALSE	0	0	0.357398027514143	-0.528376266580323	-0.211506513739155	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	chr7	35528	0.0127944441072401	0.0122055898692082	-0.000588854238031919	-0.388369608350073	0.0086201638434388	TRUE	FALSE	TRUE	Hypomethylated	-0.0588854238031919	Other peak-carrying genes
Nap1l5	-0.0168769973543587	0.951686389095412	0.951686389095412	2	0	FALSE	0	0	-0.00253339402492396	-0.0312206006837934	-0.0168769973543587	0.404391205358276	0.234859469877262	0.234859469877262	1	0	FALSE	0	0	0.404391205358276	0.404391205358276	0.404391205358276	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	chr6	1844	0.0151490156189443	0.0143184946278017	-0.000830520991142629	-0.364508320335963	0.603015511227636	FALSE	FALSE	FALSE	Hypomethylated	-0.0830520991142629	Other peak-carrying genes
Napa	-0.124086900679271	0.213734506128099	0.213734506128099	10	0	FALSE	0	0	0.148184945708241	-0.396491947453874	-0.131428478171428	-0.178975300333729	0.0524597037174436	0.0524597037174436	10	0	FALSE	0	0	0.232650771046424	-0.639582296725714	-0.170138558849943	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	chr7	19518	0.0165572205517506	0.014421444593911	-0.00213577595783961	-0.466194863323828	0.00775171914106339	TRUE	FALSE	TRUE	Hypomethylated	-0.213577595783961	Other peak-carrying genes
Napb	-0.229606810550369	0.345540074416804	0.345540074416804	5	0	FALSE	0	0	0.066745116394861	-0.332823304754615	-0.181205833855589	-0.0326775749670435	0.149046420378184	0.149046420378184	4	0	FALSE	0	0	0.616228015046184	-0.355671689666221	0.048800293861469	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	chr2	38483	0.0145672424204076	0.0148760510874547	0.000308808667047066	-0.186842131343599	0.133341206537335	FALSE	FALSE	FALSE	Hypomethylated	0.0308808667047066	Other peak-carrying genes
Napepld	-0.198401991355934	0.141899787080895	0.141899787080895	9	0	FALSE	0	0	0.0107646399100864	-0.491446369999096	-0.215310388348354	-0.0982789572574364	0.531922575566563	0.531922575566563	10	0	FALSE	0	0	0.187363184667041	-0.250787687885726	-0.0750037488559796	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	chr5	38496	0.0161904141508969	0.0171837119363814	0.000993297785484411	-0.102162337746725	0.401394719384432	FALSE	FALSE	FALSE	Hypomethylated	0.0993297785484411	Other peak-carrying genes
Napg	-0.13857654357967	0.0805354680875096	0.0805354680875096	20	0	FALSE	0	0	0.238412782473415	-0.557354891530654	-0.143377426064256	-0.225846211666621	0.233806916563646	0.233806916563646	13	0	FALSE	0	0	-0.00601043718180936	-0.476219652866195	-0.239404838935582	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	chr18	21620	0.0130560877028912	0.0126276971305946	-0.00042839057229657	-0.213118824607287	0.210080623137772	FALSE	FALSE	FALSE	Hypomethylated	-0.042839057229657	Other peak-carrying genes
Naprt	0.0435723353370318	0.586692051933752	0.586692051933752	4	0	FALSE	0	0	0.190596931305113	-0.206478868937851	0.0178156832603314	-0.367242532686081	0.299872768120077	0.299872768120077	2	0	FALSE	0	0	-0.33728441885085	-0.397200646521313	-0.367242532686081	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	chr15	3526	0.0260716130810082	0.0200073263817124	-0.00606428669929586	-0.56995331795715	0.0726698636244463	FALSE	FALSE	FALSE	Hypomethylated	-0.606428669929586	Other peak-carrying genes
Napsa	-0.0264574410950915	0.502889283326094	0.502889283326094	4	0	FALSE	0	0	0.2467945030388	-0.183001263766583	0.00271958927050852	-0.136643123446481	0.347700152655342	0.347700152655342	5	0	FALSE	0	0	0.0289110214450276	-0.374614059288801	-0.157842461031351	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	chr7	14483	0.0155950609095098	0.0169240101675915	0.00132894925808176	-0.142063814733148	0.493975807768582	FALSE	FALSE	FALSE	Hypomethylated	0.132894925808176	Other peak-carrying genes
Narf	-0.125501203341302	0.319385526078342	0.319385526078342	4	0	FALSE	0	0	-0.0851832470890869	-0.327143303377578	-0.165832239287317	-0.169538014866002	0.435306142017202	0.435306142017202	6	0	FALSE	0	0	0.240606345333341	-0.306271758598772	-0.122117512452536	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	chr11	18604	0.0123822008552777	0.0125137013068925	0.000131500451614773	-0.373616924045036	0.0464887186881308	TRUE	FALSE	TRUE	Hypomethylated	0.0131500451614773	Other peak-carrying genes
Nars2	1.76088826376517	3.67432615547415e-06	3.67432615547415e-06	22	3	TRUE	3	0	1.79805186287396	-0.573035241178944	0.178254551551929	1.87174851450819	6.63294808829757e-17	6.63294808829757e-17	23	11	TRUE	10	1	2.8568339711121	-0.873078367772059	0.707605463731251	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE	chr7	113254	0.0171274494694217	0.0158016551621218	-0.00132579430729985	-0.355360154722803	2.32510655644776e-05	TRUE	FALSE	TRUE	Hypomethylated	-0.132579430729985	Other peak-carrying genes
Nasp	-0.142353154521828	0.251490193352965	0.251490193352965	3	0	FALSE	0	0	-0.113050291588625	-0.404745651426846	-0.2200496991791	-0.158900565737787	0.244088562331786	0.244088562331786	2	0	FALSE	0	0	0.130613513264214	-0.448414644739788	-0.158900565737787	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	chr4	26890	0.0133328371904865	0.0153117427422149	0.00197890555172841	-0.0882323588819745	0.619325091522481	FALSE	FALSE	FALSE	Hypomethylated	0.197890555172841	Other peak-carrying genes
Nat1	2.75334088931165	1.79677842533509e-11	1.79677842533509e-11	22	1	TRUE	1	0	2.75334088931165	-0.269484450504879	0.0947759702292681	2.38990594567845	1.19228718665042e-26	1.19228718665042e-26	24	2	TRUE	2	0	3.16926631922544	-0.674273061247833	-0.0747215412471868	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	FALSE	chr8	11184	0.0208328314530567	0.0221564787806956	0.00132364732763888	-0.0482292742720164	0.829602475248719	FALSE	FALSE	FALSE	Hypomethylated	0.132364732763888	Other peak-carrying genes
Nat10	-0.16027467217427	0.354375004155754	0.354375004155754	16	0	FALSE	0	0	0.218379571612341	-0.322912607046402	-0.124109029638353	-0.157178050801887	0.186639068574461	0.186639068574461	14	0	FALSE	0	0	0.0842296075241196	-0.527630449248803	-0.184293722170302	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	chr2	40015	0.0149527637822422	0.0156369501824508	0.000684186400208653	-0.15327604457725	0.183491245103325	FALSE	FALSE	FALSE	Hypomethylated	0.0684186400208653	Other peak-carrying genes
Nat14	-0.221536674458364	0.511313994761461	0.511313994761461	2	0	FALSE	0	0	-0.201792821232784	-0.241280527683943	-0.221536674458364	-0.16232927662462	0.147897755649007	0.147897755649007	3	0	FALSE	0	0	-0.0265136104977267	-0.510588831292401	-0.233143906138249	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	chr7	2979	0.0187629949478683	0.0191265387622696	0.00036354381440136	-0.359711538626033	0.497250327698251	FALSE	FALSE	FALSE	Hypomethylated	0.036354381440136	Other peak-carrying genes
