gene_name	gene_id	chr	start	end	gene_length	mch_ctrl	mch_mut	mch_diff	edger_logFC	edger_fdr	mch_sig	mecp2_fold	mecp2_fdr	mecp2_min_fdr	mecp2_n_peaks	mecp2_n_sig	mecp2_has_sig	mecp2_sig	mecp2_direction	group	k119ub_fold	k119ub_fdr	k119ub_min_fdr	k119ub_n_peaks	k119ub_n_sig	k119ub_has_sig	k27me3_fold	k27me3_fdr	k27me3_min_fdr	k27me3_n_peaks	k27me3_n_sig	k27me3_has_sig	k27ac_fold	k27ac_fdr	k27ac_min_fdr	k27ac_n_peaks	k27ac_n_sig	k27ac_has_sig	atac_fold	atac_fdr	atac_min_fdr	atac_n_peaks	atac_n_sig	atac_has_sig	k119ub_gb_ctrl_signal	k119ub_gb_mut_signal	k119ub_gb_log2fc	k119ub_gb_class
Etv1	ENSMUSG00000004151.17	chr12	38779379	38870484	91105	0.0159655039850894	0.0167721080258502	0.00080660404076072	-0.0783834046972129	0.337959711088391	FALSE	0.0110243953958471	0.961784379896975	2.07349782004717e-31	81	41	TRUE	FALSE	Unchanged	Neither	0.662161157	9.53e-12	5.47e-78	36	34	TRUE	NA	NA	NA	NA	NA	NA	-0.0610888721729618	0.713243708841263	1.75308076345242e-27	34	19	TRUE	0.103365211350452	0.580505535909282	2.55560140362593e-14	32	4	TRUE	1.800051	2.068512	0.179998	quantifiable
Gpbp1l1	ENSMUSG00000034042.16	chr4	116557657	116593882	36225	0.0125331139824491	0.0135681391098622	0.00103502512741305	-0.14616806251671	0.337959711088391	FALSE	0.0239633458762741	0.912826228080651	0.912826228080651	1	0	FALSE	FALSE	Unchanged	Neither	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.365105481360103	0.0104182379416809	0.0104182379416809	1	1	TRUE	0.110110642449322	0.523993463677105	0.523993463677105	1	0	FALSE	0.281637	0.246394	-0.105044	quantifiable
Ucma	ENSMUSG00000026668.10	chr2	4976121	4985748	9627	0.0383923077284114	0.0367855755015756	-0.00160673222683579	-0.150778221238198	0.338219461541443	FALSE	-0.051240820440063	0.803532458998818	0.705934743951282	5	0	FALSE	FALSE	Unchanged	Neither	0.191632518	0.21148431	0.21148431	1	0	FALSE	0.338971542919558	0.0903153812635909	0.0903153812635909	1	0	FALSE	NA	NA	NA	NA	NA	NA	0.0808725233804986	0.686081527884302	0.158170437486162	2	0	FALSE	2.898351	3.236585	0.148554	quantifiable
Mocs1	ENSMUSG00000064120.14	chr17	49428361	49455435	27074	0.0216860427233884	0.0249007381911273	0.00321469546773887	0.132695757385105	0.338329379392299	FALSE	0.063523840071862	0.772497016435769	0.56622669408937	30	0	FALSE	FALSE	Unchanged	Neither	0.398958834	0.003156756	0.002112214	7	2	TRUE	-0.520294433654438	0.0219734278192486	0.0219734278192486	1	1	TRUE	-0.543162599414192	0.00087859654360665	1.26819681921168e-09	2	2	TRUE	0.0167546263884512	0.937459049954291	0.0241719532932389	5	1	TRUE	1.28243	1.442926	0.146405	quantifiable
Cybrd1	ENSMUSG00000027015.4	chr2	71117922	71142926	25004	0.0164863201475874	0.016613715609656	0.000127395462068681	-0.158763784249848	0.338329379392299	FALSE	-0.112581963956512	0.610493491108621	0.610493491108621	4	0	FALSE	FALSE	Unchanged	Neither	-0.305854525	0.100436153	0.100436153	1	0	FALSE	-0.0869855897517843	0.706752810117798	0.706752810117798	1	0	FALSE	NA	NA	NA	NA	NA	NA	0.39785161820653	0.0725517238943845	0.0725517238943845	1	0	FALSE	0.988874	0.89493	-0.116687	quantifiable
Lrrd1	ENSMUSG00000040367.2	chr5	3845172	3866596	21424	0.0142904465662026	0.0150164276071483	0.000725981040945631	-0.164845475178161	0.338531559142246	FALSE	-0.0342839794296093	0.870112570552517	0.870112570552517	2	0	FALSE	FALSE	Unchanged	Neither	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.0597995790889701	0.823701641850771	0.823701641850771	1	0	FALSE	0.638075	0.535687	-0.18326	quantifiable
Zkscan5	ENSMUSG00000055991.15	chr5	145204561	145221750	17189	0.012129014247088	0.0129802345378641	0.000851220290776084	-0.235874072507065	0.338633518369804	FALSE	-0.233690730878108	0.311147928364822	0.311147928364822	3	0	FALSE	FALSE	Unchanged	Neither	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.269557096321138	0.0834810145376832	0.0834810145376832	1	0	FALSE	0.0270532273780105	0.888815527591767	0.888815527591767	1	0	FALSE	0.220377	0.215298	-0.016729	one_condition
Armc10	ENSMUSG00000038525.16	chr5	21645812	21662694	16882	0.0139752509429894	0.0146402409658169	0.000664990022827501	-0.202953847029492	0.33867152725262	FALSE	-0.0145287230240378	0.951794629354666	0.698605213073775	3	0	FALSE	FALSE	Unchanged	Neither	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0568653454006939	0.783980587445522	0.783980587445522	1	0	FALSE	1.145937	1.842498	0.594417	quantifiable
Tcp11l2	ENSMUSG00000020034.7	chr10	84576625	84614359	37734	0.0134234397250814	0.0141474964434551	0.000724056718373677	-0.128744260892962	0.33867152725262	FALSE	-0.0361295660267077	0.857081792352772	0.486659450650606	4	0	FALSE	FALSE	Unchanged	Neither	0.75991694	5.72e-07	5.72e-07	1	1	TRUE	NA	NA	NA	NA	NA	NA	-0.215605750048752	0.0793768204847739	0.0793768204847739	1	0	FALSE	0.0336301580342445	0.862404529155788	0.0999267100493251	2	0	FALSE	0.806919	0.697356	-0.162729	quantifiable
Rps12	ENSMUSG00000061983.7	chr10	23785182	23787275	2093	0.0095422695028925	0.0141445881344086	0.00460231863151607	0.636448964126507	0.338782674261041	FALSE	-0.105900882183201	0.559798108701033	0.559798108701033	1	0	FALSE	FALSE	Unchanged	Neither	1.65522081	3.02e-09	3.02e-09	1	1	TRUE	NA	NA	NA	NA	NA	NA	-0.287666348229837	0.0509638366706329	0.0509638366706329	1	0	FALSE	0.066328440717629	0.732509906629547	0.732509906629547	1	0	FALSE	1.166561	2.986372	1.20929	quantifiable
Capza3	ENSMUSG00000041791.6	chr6	140041251	140042778	1527	0.015559519415987	0.0123694787583523	-0.0031900406576347	-0.665073871887973	0.339034519715868	FALSE	-0.15590339576154	0.523295207326204	0.523295207326204	15	0	FALSE	FALSE	Unchanged	Neither	0.84847909	1.57e-12	1.57e-12	1	1	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.859520954236526	0.000337635700736192	0.000337635700736192	2	1	TRUE	0.933196	0.656541	-0.39565	quantifiable
1700056E22Rik	ENSMUSG00000044854.7	chr1	184033029	184034301	1272	0.0111677339299549	0.0195714569513613	0.00840372302140635	0.822941206782314	0.339034519715868	FALSE	-0.137549808627543	0.469380285706425	0.469380285706425	2	0	FALSE	FALSE	Unchanged	Neither	0.56754709	7.96e-11	7.96e-11	1	1	TRUE	NA	NA	NA	NA	NA	NA	-0.0399114913154849	0.799781756923387	0.799781756923387	1	0	FALSE	NA	NA	NA	NA	NA	NA	4.992779	6.174722	0.294817	quantifiable
Styxl1	ENSMUSG00000019178.17	chr5	135747219	135778385	31166	0.0190928860517129	0.0191403949144805	4.75088627676194e-05	-0.129821787214608	0.339039413889944	FALSE	-0.0141164832290142	0.942429853601878	0.942429853601878	1	0	FALSE	FALSE	Unchanged	Neither	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.305992038225343	0.184969100896347	0.184969100896347	1	0	FALSE	0.424776	0.487259	0.133393	quantifiable
Cenph	ENSMUSG00000045273.8	chr13	100759673	100775899	16226	0.0159822581675714	0.0155112629116319	-0.000470995255939492	-0.182431878442793	0.339053807272665	FALSE	-0.0127952378896054	0.961918693779327	0.961918693779327	2	0	FALSE	FALSE	Unchanged	Neither	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0481719636129192	0.854093814854988	0.854093814854988	1	0	FALSE	0.394762	0.730011	0.62772	quantifiable
Neil1	ENSMUSG00000032298.13	chr9	57142799	57148305	5506	0.0163717734960959	0.0156773306338988	-0.000694442862197078	-0.361627895744538	0.339269065088987	FALSE	-0.00229485485209654	0.992648256029289	0.992648256029289	1	0	FALSE	FALSE	Unchanged	Neither	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0168572276430275	0.908936120734468	0.908936120734468	1	0	FALSE	0.209099769532502	0.201962711838575	0.201962711838575	1	0	FALSE	0.829327	0.925066	0.125939	quantifiable
Car4	ENSMUSG00000000805.18	chr11	84957785	84966044	8259	0.0170559895274022	0.0163584841727089	-0.000697505354693376	-0.312933720860759	0.33928207646072	FALSE	0.0265519654991485	0.917364116657131	0.442098980891437	7	0	FALSE	FALSE	Unchanged	Neither	0.25165546	0.049076592	0.049076592	1	1	TRUE	NA	NA	NA	NA	NA	NA	0.000655401169356185	0.997017314786564	0.826845662072305	2	0	FALSE	0.085585202953209	0.645279703491835	0.0799251291425657	5	0	FALSE	2.045698	2.156216	0.068704	quantifiable
Dusp6	ENSMUSG00000019960.8	chr10	99263230	99267489	4259	0.0450103247487615	0.0539109275952052	0.00890060284644376	0.184660337447477	0.339362253955805	FALSE	0.187985656803561	0.395228645872885	0.00546739054085461	26	3	TRUE	FALSE	Unchanged	Neither	0.368281049	3.68e-06	8.67e-10	9	7	TRUE	1.77689856202499	8.69860340873128e-26	8.69860340873128e-26	4	4	TRUE	-0.464477959273852	0.00735663782748373	0.00735663782748373	1	1	TRUE	-0.11808778900224	0.509495324380947	0.276466505355076	6	0	FALSE	8.591095	12.025448	0.474841	quantifiable
Eif4a3l1	ENSMUSG00000094973.2	chr6	136327538	136329983	2445	0.01383965910553	0.00921094704469556	-0.00462871206083441	-0.730218232391711	0.339385485776996	FALSE	-0.0377633372568193	0.827017101175059	0.738127207990687	8	0	FALSE	FALSE	Unchanged	Neither	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0500435264509047	0.836269049574535	0.836269049574535	1	0	FALSE	0.562539	0.31914	-0.537304	quantifiable
Nudt10	ENSMUSG00000073293.4	chrX	6168695	6173015	4320	0.0223807873678091	0.0194898056335052	-0.00289098173430392	-0.39503817739935	0.339405945973199	FALSE	-0.0891659391312488	0.687234695766068	0.687234695766068	1	0	FALSE	FALSE	Unchanged	Neither	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.103480816511869	0.632563575451894	0.632563575451894	1	0	FALSE	1.518232	2.386203	0.584263	quantifiable
Daxx	ENSMUSG00000002307.16	chr17	33909413	33915590	6177	0.011889996100746	0.0161045555782892	0.00421455947754317	0.330976890812975	0.339735972838693	FALSE	-0.0129375005921513	0.961641824206195	0.961641824206195	1	0	FALSE	FALSE	Unchanged	Neither	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0446192475788978	0.808298326505215	0.808298326505215	1	0	FALSE	0.437714	0.689674	0.467745	quantifiable
Cdcp1	ENSMUSG00000035498.10	chr9	123170823	123216038	45215	0.0154310747044976	0.0158778575519915	0.000446782847493891	-0.115715367755485	0.3397907102432	FALSE	-0.203163702938469	0.38456397584701	0.38456397584701	6	0	FALSE	FALSE	Unchanged	Neither	NA	NA	NA	NA	NA	NA	-0.0723331560424277	0.746322920210676	0.746322920210676	1	0	FALSE	NA	NA	NA	NA	NA	NA	-0.0433635455088468	0.850450126532741	0.850450126532741	1	0	FALSE	0.771306	0.549014	-0.36622	quantifiable
Ovca2	ENSMUSG00000038268.4	chr11	75175941	75178835	2894	0.0129193989149082	0.0183683839158926	0.00544898500098437	0.498775258266258	0.339809530499516	FALSE	-0.0119676720918057	0.961975876739412	0.961975876739412	1	0	FALSE	FALSE	Unchanged	Neither	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.124951400965018	0.492315289571726	0.492315289571726	1	0	FALSE	0.0534754785783221	0.771362650405867	0.771362650405867	1	0	FALSE	0.791265	0.929268	0.184514	quantifiable
Chac2	ENSMUSG00000020309.6	chr11	30976706	30986350	9644	0.0162167593540399	0.0155596363501882	-0.000657123003851724	-0.26216023862238	0.340122094508208	FALSE	0.0242883212032993	1	1	1	0	FALSE	FALSE	Unchanged	Neither	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.075250224219565	0.687689293461185	0.687689293461185	1	0	FALSE	0.17813137074057	0.325865924103377	0.325865924103377	1	0	FALSE	0.396696	0.579871	0.375079	quantifiable
Eif2b3	ENSMUSG00000028683.14	chr4	117019401	117087306	67905	0.0152011435006929	0.0159028155278769	0.000701672027183957	-0.0868696620329962	0.340122094508208	FALSE	-0.0904869439209367	0.670717805081645	0.670717805081645	1	0	FALSE	FALSE	Unchanged	Neither	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.877340069855769	1.77839207877095e-06	1.77839207877095e-06	1	1	TRUE	0.0638992903344481	0.74985215185569	0.74985215185569	1	0	FALSE	0.340903	0.296883	-0.11786	quantifiable
Lce1a2	ENSMUSG00000068890.8	chr3	92668612	92670315	1703	0.0197749933559141	0.0175375520645132	-0.00223744129140096	-0.543339603132327	0.340142714404781	FALSE	0.0192905642576219	1	0.722425805290273	2	0	FALSE	FALSE	Unchanged	Neither	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.872449	0.515114	-0.571373	quantifiable
Kmt5c	ENSMUSG00000059851.15	chr7	4740114	4747514	7400	0.0162170458947192	0.0175397782263653	0.00132273233164611	-0.311509695003133	0.340176794049642	FALSE	-0.00793673642816407	0.965376891460966	0.78022411639787	3	0	FALSE	FALSE	Unchanged	Neither	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0570456884287545	0.688597459606423	0.688597459606423	1	0	FALSE	-0.0196309537583374	0.924406119019425	0.924406119019425	1	0	FALSE	1.238418	1.166461	-0.072984	quantifiable
Rnd1	ENSMUSG00000054855.13	chr15	98663420	98677461	14041	0.0193609440746596	0.0198587408471723	0.000497796772512705	-0.171973538489279	0.340178917927999	FALSE	-0.0109049172795639	0.955959119201626	0.524351158487458	5	0	FALSE	FALSE	Unchanged	Neither	0.032012866	0.783597734	0.783597734	1	0	FALSE	NA	NA	NA	NA	NA	NA	0.0620393823362502	0.665326769474348	0.665326769474348	1	0	FALSE	0.129264556955259	0.442786047918536	0.442786047918536	1	0	FALSE	1.379262	1.66182	0.23469	quantifiable
Tnks1bp1	ENSMUSG00000033955.13	chr2	85048021	85073048	25027	0.0200225986273985	0.0196242422277847	-0.00039835639961382	-0.136908816866578	0.34021693890651	FALSE	-0.00542136794008428	0.984684822871953	0.255281624927366	9	0	FALSE	FALSE	Unchanged	Neither	0.768925046	1.7e-10	1.7e-10	1	1	TRUE	NA	NA	NA	NA	NA	NA	-0.0194560492876103	0.906619965231641	0.906619965231641	1	0	FALSE	0.678785201775891	0.00623386304202329	0.00623386304202329	3	1	TRUE	1.427839	1.644917	0.178511	quantifiable
Tal2	ENSMUSG00000028417.3	chr4	53779704	53788712	9008	0.0183257024155569	0.0158541369633116	-0.00247156545224528	-0.239378516131796	0.340387122960373	FALSE	-0.164395888349016	0.506776475874305	0.506776475874305	2	0	FALSE	FALSE	Unchanged	Neither	-0.251792712	0.134086642	0.134086642	1	0	FALSE	-0.0715105093507106	0.760532619887134	0.760532619887134	1	0	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.460243	1.122654	-0.323531	quantifiable
Acvrl1	ENSMUSG00000000530.16	chr15	101128521	101145336	16815	0.0235675003991778	0.0229314485283346	-0.000636051870843164	-0.150570063558092	0.340502278147986	FALSE	-0.0991555755441973	0.62372382787132	0.62372382787132	8	0	FALSE	FALSE	Unchanged	Neither	-0.312558109	0.005069247	0.003611958	2	2	TRUE	-0.0485189060136946	0.821795242281906	0.821795242281906	2	0	FALSE	NA	NA	NA	NA	NA	NA	-0.0328475224193976	0.85955128079347	0.85955128079347	1	0	FALSE	2.238207	2.341105	0.059154	quantifiable
Ankrd34a	ENSMUSG00000049097.9	chr3	96596635	96599775	3140	0.0249955401848761	0.0193019573178437	-0.00569358286703245	-0.548510032094717	0.340688358563587	FALSE	-0.0179838326958791	0.936004061021117	0.936004061021117	1	0	FALSE	FALSE	Unchanged	Neither	0.157269368	0.163622596	0.163622596	1	0	FALSE	NA	NA	NA	NA	NA	NA	0.0340449060777543	0.826007666858539	0.826007666858539	1	0	FALSE	0.0557962984432717	0.7761540445916	0.357102292780394	2	0	FALSE	3.509606	3.470883	-0.015056	quantifiable
Sdr39u1	ENSMUSG00000022223.9	chr14	55897282	55900293	3011	0.00847224061071503	0.0152774049048523	0.00680516429413728	0.520299654431226	0.340688358563587	FALSE	-0.00978802701579634	0.965464848546264	0.923188728047444	3	0	FALSE	FALSE	Unchanged	Neither	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.163808410111539	0.236656005964094	0.236656005964094	1	0	FALSE	0.0677394363971542	0.698502895193508	0.698502895193508	2	0	FALSE	1.496671	1.364241	-0.115804	quantifiable
Per2	ENSMUSG00000055866.9	chr1	91415981	91459324	43343	0.0169374493216636	0.0163973361804112	-0.000540113141252446	-0.111447727092737	0.340793907115262	FALSE	0.116657309849623	0.557477857181941	0.557477857181941	8	0	FALSE	FALSE	Unchanged	Neither	0.260754156	0.047544865	0.021204044	3	2	TRUE	NA	NA	NA	NA	NA	NA	0.217136017688119	0.125819294221297	0.125819294221297	1	0	FALSE	-0.0185833226327865	0.927351217442003	0.285560257557862	5	0	FALSE	1.698817	1.425959	-0.22126	quantifiable
Ncstn	ENSMUSG00000003458.12	chr1	172066012	172082795	16783	0.0128516788384068	0.0136259127543063	0.000774233915899461	-0.202952853683514	0.340797039497912	FALSE	0.0112838476610634	0.968742276838036	0.808605152850007	5	0	FALSE	FALSE	Unchanged	Neither	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.102846446544898	0.633175380466712	0.633175380466712	2	0	FALSE	0.968838	0.913641	-0.068574	quantifiable
Tmem50a	ENSMUSG00000028822.11	chr4	134897848	134915024	17176	0.0171551159600627	0.0205991245378048	0.00344400857774206	0.149000318541654	0.340797039497912	FALSE	-0.0175902901387444	0.940678349871877	0.703959815669995	3	0	FALSE	FALSE	Unchanged	Neither	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.139539782042221	0.460452713795871	6.50256962493207e-05	4	2	TRUE	0.613839	0.646434	0.055305	quantifiable
Hfm1	ENSMUSG00000043410.16	chr5	106840191	106926321	86130	0.0239099609011954	0.0246968468667608	0.000786885965565445	-0.0650075041733676	0.340844978924307	FALSE	0.147328898777221	0.5356459205152	0.5356459205152	5	0	FALSE	FALSE	Unchanged	Neither	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.120954651298343	0.532091683230657	0.532091683230657	2	0	FALSE	0.61812	0.796952	0.27895	quantifiable
Hivep3	ENSMUSG00000028634.17	chr4	119733783	120138045	404262	0.0316403799337671	0.0342295309599631	0.00258915102619593	0.0309980911767262	0.340861621786756	FALSE	-0.0758882304193197	0.697180897955655	1.07476589068151e-12	82	5	TRUE	FALSE	Unchanged	Neither	0.32688652	0.006043024	2.29e-13	29	13	TRUE	NA	NA	NA	NA	NA	NA	-0.386111871779241	0.0106521765552128	7.97932355936822e-20	11	10	TRUE	0.0560598883573524	0.775878787164522	0.00423893752768914	45	9	TRUE	1.851728	2.130699	0.182236	quantifiable
Nxt1	ENSMUSG00000036992.10	chr2	148672600	148676027	3427	0.0100448985786104	0.0138776616664058	0.00383276308779544	0.459750165336805	0.340900401366693	FALSE	0.0156505091719832	0.935458716478565	0.799470671415238	8	0	FALSE	FALSE	Unchanged	Neither	0.822678621	4.43e-08	4.43e-08	1	1	TRUE	NA	NA	NA	NA	NA	NA	-0.198656547652052	0.200421977230544	0.200421977230544	1	0	FALSE	0.0544170549750782	0.766403845143722	0.244892901526958	4	0	FALSE	1.390191	2.827082	0.920096	quantifiable
Ptgds	ENSMUSG00000015090.13	chr2	25466708	25470046	3338	0.0245993459958227	0.0315619233940802	0.00696257739825749	0.342200736031711	0.341233227842417	FALSE	-0.0720306804535553	0.734736494824545	0.734736494824545	4	0	FALSE	FALSE	Unchanged	Neither	0.507060663	2.58e-05	2.58e-05	1	1	TRUE	NA	NA	NA	NA	NA	NA	-1.24866458397457	2.8992779532686e-15	2.8992779532686e-15	2	2	TRUE	-0.274341155738666	0.231591071532779	0.000394139579032539	4	2	TRUE	2.03926	3.043186	0.530384	quantifiable
Nol4	ENSMUSG00000041923.15	chr18	22693180	23041653	348473	0.0216224674742966	0.022714283968805	0.0010918164945084	-0.040458290458783	0.341238843690451	FALSE	0.016514290130951	0.945883124879643	0.0100841957347473	25	4	TRUE	FALSE	Unchanged	Neither	0.851112195	4.1e-08	1.98e-30	7	7	TRUE	-0.753828644873973	0.000403475801424732	0.000403475801424732	1	1	TRUE	-0.441531614929448	0.0147690681381016	0.000136254031592312	3	3	TRUE	0.0144372142670652	0.956438502786883	0.227540402730013	11	0	FALSE	0.966544	1.425604	0.471771	quantifiable
Pnpo	ENSMUSG00000018659.12	chr11	96937824	96943986	6162	0.0122081772723931	0.0171225153086157	0.00491433803622259	0.312396513202805	0.341290079712931	FALSE	-0.17600538259486	0.485363891930613	0.485363891930613	1	0	FALSE	FALSE	Unchanged	Neither	0.348682017	0.034818882	0.034818882	1	1	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.190392419550562	0.261760151158797	0.261760151158797	2	0	FALSE	0.954129	1.032814	0.093563	quantifiable
Alg12	ENSMUSG00000035845.17	chr15	88805243	88819318	14075	0.0140759049457825	0.0145515613610731	0.000475656415290616	-0.193876736115994	0.341930912979854	FALSE	-0.0242012414839852	0.893983980683168	0.893983980683168	4	0	FALSE	FALSE	Unchanged	Neither	0.369824316	0.165489391	0.165489391	1	0	FALSE	NA	NA	NA	NA	NA	NA	0.107833026420247	0.526065568508865	0.526065568508865	1	0	FALSE	0.057547178443588	0.7428748400229	0.7428748400229	1	0	FALSE	0.48192	0.465098	-0.034984	quantifiable
Gria3	ENSMUSG00000001986.16	chrX	41400853	41678601	277748	0.0185224574617	0.0206687596314763	0.00214630216977627	0.0537314250425752	0.342017651448615	FALSE	-0.208854279630744	0.437535612448303	0.437535612448303	9	0	FALSE	FALSE	Unchanged	Neither	0.066023184	0.768881687	0.768881687	1	0	FALSE	-0.00629268409945299	0.975584031346671	0.575768479372181	2	0	FALSE	NA	NA	NA	NA	NA	NA	0.1557265094293	0.532292755577336	0.125214839493884	3	0	FALSE	0.417185	0.318973	-0.2414	quantifiable
Pop5	ENSMUSG00000060152.14	chr5	115235835	115245351	9516	0.0117302840274469	0.0152290112640459	0.00349872723659894	0.233068720772169	0.342017651448615	FALSE	-0.0299960980120667	0.893311893966255	0.701405678821994	6	0	FALSE	FALSE	Unchanged	Neither	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.539846944543311	0.0026746923451482	0.0026746923451482	2	2	TRUE	0.0396254607165176	0.837046513574217	0.0556912070189038	3	0	FALSE	0.761565	0.594138	-0.269738	quantifiable
Gal3st2b	ENSMUSG00000093805.7	chr1	93918310	93942650	24340	0.0367993851985591	0.0423641028312489	0.00556471763268977	0.12380182291658	0.342081537809643	FALSE	-1.5671940144747	1	1	9	0	FALSE	FALSE	Unchanged	Neither	0.469220328	0.033131784	0.033131784	1	1	TRUE	NA	NA	NA	NA	NA	NA	-0.703298323440667	0.00387776719587069	0.00387776719587069	1	1	TRUE	-0.70631243923924	0.000630348683405984	0.000630348683405984	1	1	TRUE	2.189745	3.37807	0.578295	quantifiable
Gpr132	ENSMUSG00000021298.8	chr12	112850872	112868228	17356	0.023103243590116	0.022204892586011	-0.000898351004105059	-0.146388293099578	0.342260199300966	FALSE	0.0257914689026635	0.901702869896878	0.0147555214780911	10	1	TRUE	FALSE	Unchanged	Neither	-0.369824188	0.005114251	0.001223102	3	3	TRUE	0.0439202737602611	0.857339701720113	0.857339701720113	1	0	FALSE	NA	NA	NA	NA	NA	NA	0.150490156838451	0.389114525417941	0.389114525417941	2	0	FALSE	1.742484	1.401613	-0.275214	quantifiable
Btg4	ENSMUSG00000032056.10	chr9	51060900	51119875	58975	0.0258746547551	0.0265539936637359	0.000679338908635887	-0.0716473085051359	0.342325290047866	FALSE	-0.0311389625160196	0.882005903826718	0.349067003322978	9	0	FALSE	FALSE	Unchanged	Neither	-0.295898665	0.071153884	0.001406665	3	1	TRUE	0.752451734185455	0.000419474014838313	0.000419474014838313	1	1	TRUE	NA	NA	NA	NA	NA	NA	0.829983899565649	0.000854834241772623	0.000854834241772623	3	1	TRUE	1.344217	1.698227	0.294292	quantifiable
Tmem97	ENSMUSG00000037278.9	chr11	78541816	78550777	8961	0.0136962374421179	0.0140951443151199	0.000398906873001998	-0.246521237085853	0.342335128249625	FALSE	-0.0394321695465805	0.818416962307724	0.818416962307724	1	0	FALSE	FALSE	Unchanged	Neither	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0339379616167169	0.859471768826667	0.859471768826667	2	0	FALSE	0.571294	0.621055	0.08796	quantifiable
Mcam	ENSMUSG00000032135.15	chr9	44134468	44142727	8259	0.0217421393401428	0.0271538436513255	0.00541170431118267	0.205578784100303	0.342408584099404	FALSE	-0.335989527540981	0.278017583292322	0.278017583292322	4	0	FALSE	FALSE	Unchanged	Neither	-0.042898806	0.737743336	0.145032197	2	0	FALSE	NA	NA	NA	NA	NA	NA	-0.775678049684341	7.43297907886672e-06	7.43297907886672e-06	1	1	TRUE	-0.795448652033244	4.36120247520048e-05	4.36120247520048e-05	5	1	TRUE	2.223893	2.328198	0.06029	quantifiable
Uba3	ENSMUSG00000030061.16	chr6	97183669	97205647	21978	0.0132711339453532	0.0136985405027793	0.000427406557426157	-0.183329841780105	0.342434585657891	FALSE	-0.0414765696849152	0.894807616750882	0.894807616750882	1	0	FALSE	FALSE	Unchanged	Neither	0.456659257	0.052683543	0.052683543	1	0	FALSE	NA	NA	NA	NA	NA	NA	0.0401467496452109	0.81648140624991	0.81648140624991	1	0	FALSE	0.0534938191532909	0.794785696737409	0.794785696737409	1	0	FALSE	0.557669	0.723314	0.278504	quantifiable
Tmx2	ENSMUSG00000050043.16	chr2	84671315	84679140	7825	0.013160942620519	0.0145842946315928	0.00142335201107386	-0.322667937295474	0.342540679262761	FALSE	-0.0213724261139967	0.887240652372053	0.887240652372053	1	0	FALSE	FALSE	Unchanged	Neither	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.450181	1.845286	0.306298	quantifiable
Vcpkmt	ENSMUSG00000049882.10	chr12	69577627	69583110	5483	0.0122639187635246	0.0120981270518226	-0.000165791711701977	-0.378917796298651	0.342540679262761	FALSE	0.0144553474705198	0.943787046832545	0.21671324138705	9	0	FALSE	FALSE	Unchanged	Neither	0.204420975	0.020852639	0.020852639	1	1	TRUE	NA	NA	NA	NA	NA	NA	-0.211467389692019	0.149601102502688	7.36994673208605e-08	2	1	TRUE	0.285979688492257	0.103357900897656	0.0105735272610077	3	1	TRUE	1.081656	1.286615	0.210927	quantifiable
