gene_name	gene_id	chr	start	end	gene_length	mch_ctrl	mch_mut	mch_diff	edger_logFC	edger_fdr	mch_sig	mch_direction	promoter_state	body_state	atac_fold	atac_fdr	atac_n_peaks	k27ac_fold	k27ac_fdr	k27ac_n_peaks	k27me3_fold	k27me3_fdr	k27me3_n_peaks	k119ub_fold	k119ub_fdr	k119ub_n_peaks
Calhm3	ENSMUSG00000094219.1	chr19	47151608	47157764	6156	0.0266686693836825	0.0236214765641302	-0.00304719281955225	-0.293117825047634	0.213991448270402	FALSE	Hypomethylated	Unmarked_Promoter	Enhancer_Marked	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Gm12394	ENSMUSG00000078722.2	chr4	42781927	42856771	74844	0.0203216710560407	0.0186900986238125	-0.00163157243222817	-0.305917781542852	0.214014543203361	FALSE	Hypomethylated	Unmarked_Promoter	Enhancer_Marked	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Tmem94	ENSMUSG00000020747.18	chr11	115765432	115799366	33934	0.030398511036948	0.0296563445446379	-0.000742166492310136	-0.112969552621767	0.214079913187932	FALSE	Hypomethylated	Active_Promoter	Active	-0.103265181597429	0.589764528278504	6	-0.318165678598716	0.0699217906116227	1	NA	NA	NA	-0.133299734	0.432238999	3
Uba7	ENSMUSG00000032596.14	chr9	107975504	107984060	8556	0.0223317104095461	0.0202493132108115	-0.00208239719873455	-0.268941579736617	0.214477043897712	FALSE	Hypomethylated	Unmarked_Promoter	Enhancer_Marked	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Defb4	ENSMUSG00000059230.2	chr8	19198705	19201545	2840	0.0160030288151431	0.0115555902506214	-0.00444743856452165	-0.784601699296717	0.214521285700358	FALSE	Hypomethylated	Unmarked_Promoter	Unmarked	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Gm17542	ENSMUSG00000091731.1	chr10	58713605	58718210	4605	0.0197649849877938	0.0167521921029632	-0.00301279288483053	-0.439107522061538	0.214521285700358	FALSE	Hypomethylated	Unmarked_Promoter	Polycomb	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Tmem220	ENSMUSG00000050270.12	chr11	67025153	67035312	10159	0.0161503971578561	0.0150547142348928	-0.00109568292296327	-0.271063926229754	0.214553885969106	FALSE	Hypomethylated	Unmarked_Promoter	Enhancer_Marked	-0.0803850560405578	0.673949418517211	6	NA	NA	NA	NA	NA	NA	0.545788623	0.000778528	1
Zkscan8	ENSMUSG00000063894.15	chr13	21513221	21531120	17899	0.0124969883347722	0.0127860790484994	0.000289090713727165	-0.269380887202734	0.214576448672773	FALSE	Hypomethylated	Unmarked_Promoter	Active	0.0544210645415523	0.768097225789444	1	-0.0136554578601902	0.943072386342337	1	NA	NA	NA	NA	NA	NA
Ccdc186	ENSMUSG00000035173.14	chr19	56787480	56822190	34710	0.0158339008394867	0.0164812654692717	0.000647364629784999	-0.146557630204805	0.214595178735289	FALSE	Hypomethylated	Active_Promoter	Active	0.0524687591618907	0.768422742691694	5	-0.0129995176940543	0.936820275226203	3	0.16458054412608	0.481358680369841	1	0.897671615	3.63e-07	3
Crtam	ENSMUSG00000032021.14	chr9	40969690	41004628	34938	0.0240179658450489	0.0272246399401018	0.00320667409505288	0.120914780968404	0.214811648175072	FALSE	Hypermethylated	Unmarked_Promoter	Active	-0.138603343735327	0.590066437213923	6	-0.194269844833618	0.229557399269249	2	NA	NA	NA	NA	NA	NA
Cmpk2	ENSMUSG00000020638.8	chr12	26469203	26479837	10634	0.0261201622022406	0.0227353061508496	-0.00338485605139098	-0.212438993382914	0.214939189384681	FALSE	Hypomethylated	Active_Promoter	Active	0.258244038635188	0.0841519175384526	3	0.233759267032305	0.348751125974909	1	-0.248729572204194	0.16128699646188	2	0.248008833	0.023708461	2
Tfdp1	ENSMUSG00000038482.11	chr8	13338750	13378448	39698	0.013018022607675	0.0138158419821449	0.000797819374469896	-0.153556925121643	0.214960240476366	FALSE	Hypomethylated	Unmarked_Promoter	Enhancer_Marked	0.0923820066300161	0.628024471913537	3	1.49029970889311	1.06770561386131e-08	3	NA	NA	NA	0.817516399	3.05e-08	1
Olfr605	ENSMUSG00000109659.3	chr7	103440406	103445439	5033	0.0107164114344774	0.00890326908485351	-0.00181314234962393	-0.610305936558735	0.215111252557052	FALSE	Hypomethylated	Unmarked_Promoter	Unmarked	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Psg17	ENSMUSG00000004540.7	chr7	18813936	18821607	7671	0.0129758723841033	0.0126007938014332	-0.000375078582670151	-0.385713592331216	0.215289584707731	FALSE	Hypomethylated	Unmarked_Promoter	Unmarked	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ppm1d	ENSMUSG00000020525.17	chr11	85311243	85347066	35823	0.0141630627341979	0.0145953812080019	0.000432318473804009	-0.16115591202641	0.215395697230482	FALSE	Hypomethylated	Active_Promoter	Active	0.0831919097130911	0.647906313928752	5	0.0388208272289878	0.810982515794108	4	NA	NA	NA	NA	NA	NA
Armc9	ENSMUSG00000062590.13	chr1	86154779	86278284	123505	0.0181372223707262	0.0186686075825955	0.00053138521186934	-0.0773640449153541	0.215428307661799	FALSE	Hypomethylated	Unmarked_Promoter	Active	0.170748886713644	0.359872121074717	9	-1.04636689761749	7.86275537429973e-11	2	NA	NA	NA	0.816479999	2.2e-06	1
Ubtf	ENSMUSG00000020923.17	chr11	102304559	102319742	15183	0.0189624963050659	0.0185266809341144	-0.000435815370951581	-0.254991277712902	0.215428307661799	FALSE	Hypomethylated	Unmarked_Promoter	Active	0.0932426326710819	0.644931104144953	6	0.0515477658119111	0.771023979507375	3	NA	NA	NA	NA	NA	NA
2310022A10Rik	ENSMUSG00000049643.15	chr7	27553232	27582099	28867	0.0143490320867794	0.0144651558076223	0.000116123720842892	-0.174437897179025	0.215428307661799	FALSE	Hypomethylated	Unmarked_Promoter	Enhancer_Marked	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Gpr88	ENSMUSG00000068696.6	chr3	116249653	116253503	3850	0.04831761268057	0.0554992612038463	0.00718164852327634	0.265633169589681	0.215431277936004	FALSE	Hypermethylated	Repressed_Promoter	Polycomb	0.248090102545367	0.229115456544024	5	NA	NA	NA	-0.427731563738129	0.0209696700076664	2	0.211818154	0.043508187	3
S100a7a	ENSMUSG00000063767.4	chr3	90654016	90658669	4653	0.0149544344228472	0.0104477166452953	-0.00450671777755191	-0.583118069002664	0.215554572642283	FALSE	Hypomethylated	Repressed_Promoter	Polycomb	0.132030172035135	0.525158847342871	1	NA	NA	NA	-0.559606442966461	0.00640219106747639	1	NA	NA	NA
Zp3	ENSMUSG00000004948.12	chr5	135980098	135988624	8526	0.0207701910344598	0.019807843683915	-0.000962347350544748	-0.264518635809456	0.215565595200333	FALSE	Hypomethylated	Unmarked_Promoter	Unmarked	0.0637780234556296	0.752686521335727	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
Togaram1	ENSMUSG00000035614.11	chr12	64965803	65022573	56770	0.0129877254638992	0.0137911157308023	0.000803390266903015	-0.148667448465138	0.215599704116247	FALSE	Hypomethylated	Active_Promoter	Active	0.082199111723771	0.633020331435642	1	-0.134168715517478	0.305256094726136	1	NA	NA	NA	1.158769975	7.45e-19	1
Gnmt	ENSMUSG00000002769.9	chr17	46725663	46729168	3505	0.0175771798482859	0.0258226898988115	0.00824551005052553	0.397137522700322	0.215630205875775	FALSE	Hypermethylated	Unmarked_Promoter	Active	-0.176808591647918	0.265900186023698	3	-0.827140739059027	0.000686678229647781	2	NA	NA	NA	0.215956822	0.151556086	2
Aspg	ENSMUSG00000037686.6	chr12	112106678	112127559	20881	0.0250729595528273	0.024117088070186	-0.000955871482641302	-0.164437508283343	0.215630205875775	FALSE	Hypomethylated	Repressed_Promoter	Polycomb	0.317679716812008	0.212385475857894	4	NA	NA	NA	-0.132775078736084	0.587749057114037	2	-0.604757202	3.09e-05	2
Gal3st1	ENSMUSG00000049721.14	chr11	3983635	3999326	15691	0.0155075174686948	0.0147801696894862	-0.000727347779208534	-0.267367055547636	0.21572148549161	FALSE	Hypomethylated	Repressed_Promoter	Polycomb	0.434523704884401	0.0386307842845832	2	NA	NA	NA	-0.0960781332944537	0.632190959839547	2	NA	NA	NA
Nat8	ENSMUSG00000030004.6	chr6	85830387	85832082	1695	0.0185945750886904	0.011918470119301	-0.00667610496938939	-0.673721907093585	0.21576860896438	FALSE	Hypomethylated	Repressed_Promoter	Polycomb	-0.0346213098498491	0.866470187559838	4	0.388612805516393	0.0465118261902764	1	-0.892571398496654	0.00226586709901601	1	-0.416652767	9.1e-05	3
Gulo	ENSMUSG00000034450.8	chr14	65986785	66009207	22422	0.0179222782797997	0.0174662264593669	-0.000456051820432797	-0.190128682415591	0.215770416935059	FALSE	Hypomethylated	Unmarked_Promoter	Unmarked	-0.016645156523122	0.951387864550518	2	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ankrd28	ENSMUSG00000014496.8	chr14	31698767	31830651	131884	0.0179608327191752	0.018989388162146	0.00102855544297086	-0.0749328521768256	0.215770416935059	FALSE	Hypomethylated	Unmarked_Promoter	Active	0.0149465163375995	0.939600051094118	6	0.0470428040696263	0.795441470560216	2	NA	NA	NA	1.116818695	7.98e-09	1
Mtmr10	ENSMUSG00000030522.14	chr7	64287652	64340806	53154	0.0157537473459054	0.016840502521541	0.00108675517563555	-0.121998382462934	0.215770416935059	FALSE	Hypomethylated	Active_Promoter	Active	0.0774065986123413	0.683053378246313	3	-0.315348672788287	0.0291733329596158	2	NA	NA	NA	NA	NA	NA
Lypd1	ENSMUSG00000026344.9	chr1	125867621	125913101	45480	0.0203829800079061	0.0205123567805728	0.000129376772666733	-0.11908833983585	0.215859739410751	FALSE	Hypomethylated	Repressed_Promoter	Polycomb	0.327597432605628	0.135927312499941	3	NA	NA	NA	-0.178606717534528	0.321858528462937	2	0.273236977	0.002683947	1
Asb12	ENSMUSG00000031204.3	chrX	95470200	95557987	87787	0.0138496774635163	0.0145962194638431	0.000746542000326738	-0.13697606632693	0.215859739410751	FALSE	Hypomethylated	Unmarked_Promoter	Enhancer_Marked	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Vmn2r68	ENSMUSG00000096861.2	chr7	85221137	85237783	16646	0.0123366790943991	0.0117865323076921	-0.000550146786706932	-0.276361741432895	0.21605092482453	FALSE	Hypomethylated	Unmarked_Promoter	Unmarked	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Abcc3	ENSMUSG00000020865.16	chr11	94343294	94392997	49703	0.0345723131032619	0.0345430056487496	-2.93074545123645e-05	-0.088168382961844	0.216177877693851	FALSE	Hypomethylated	Unmarked_Promoter	Active	-0.791453303975564	0.00145228291230899	5	-1.20185213913089	1.87176424382811e-08	1	NA	NA	NA	0.001668461	0.99329852	4
E2f8	ENSMUSG00000046179.17	chr7	48866428	48881596	15168	0.0283424261988991	0.0266703103355099	-0.00167211586338921	-0.177151406251365	0.216185221971801	FALSE	Hypomethylated	Repressed_Promoter	Enhancer_Marked	0.203746214022	0.261760151158797	2	NA	NA	NA	0.514526974716528	0.020222253854372	2	-0.152371975	0.323748899	2
Wdr38	ENSMUSG00000035295.10	chr2	38997475	39006168	8693	0.0183766249495048	0.0169763007995184	-0.00140032414998639	-0.294450793088556	0.216366966955759	FALSE	Hypomethylated	Unmarked_Promoter	Enhancer_Marked	0.315311628694094	0.060367297861866	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
Trpv1	ENSMUSG00000005952.15	chr11	73234291	73261242	26951	0.0150241750449701	0.0148468668550438	-0.000177308189926321	-0.199624306097732	0.216366966955759	FALSE	Hypomethylated	Unmarked_Promoter	Unmarked	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Casp14	ENSMUSG00000005355.9	chr10	78711990	78718294	6304	0.0163351766492397	0.0148794748944961	-0.00145570175474352	-0.391309464520268	0.216398112208424	FALSE	Hypomethylated	Unmarked_Promoter	Unmarked	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
9530002B09Rik	ENSMUSG00000023263.3	chr4	122689274	122705129	15855	0.012932518670801	0.0140082450005577	0.0010757263297567	-0.278041820734256	0.216435448965273	FALSE	Hypomethylated	Unmarked_Promoter	Unmarked	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Arl6	ENSMUSG00000022722.18	chr16	59612948	59639391	26443	0.0157340013252308	0.0161493264385384	0.000415325113307559	-0.219920454211655	0.216435448965273	FALSE	Hypomethylated	Active_Promoter	Active	0.00260259543778327	0.990741153164306	3	-0.148184452459244	0.339474652036124	1	NA	NA	NA	1.052351382	1.93e-11	2
Mrpl16	ENSMUSG00000024683.6	chr19	11770390	11774960	4570	0.0125329388080845	0.0120164126996623	-0.000516526108422212	-0.532493415582517	0.216495437782857	FALSE	Hypomethylated	Unmarked_Promoter	Enhancer_Marked	0.0690868186246222	0.705721723937399	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
Olfr1466	ENSMUSG00000096485.3	chr19	13338861	13343572	4711	0.0128208064436673	0.0113323257322501	-0.00148848071141717	-0.63464031979264	0.216495437782857	FALSE	Hypomethylated	Unmarked_Promoter	Unmarked	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Dap3	ENSMUSG00000068921.14	chr3	88920802	88951181	30379	0.0127838652185662	0.0136674972798317	0.000883632061265439	-0.17579491303203	0.216495437782857	FALSE	Hypomethylated	Active_Promoter	Active	0.038845860046556	0.847606007526187	1	0.165136802982518	0.306795602897829	1	NA	NA	NA	NA	NA	NA
Nudt6	ENSMUSG00000050174.15	chr3	37404909	37420211	15302	0.0158006144736051	0.0155613665859533	-0.000239247887651846	-0.264952052287981	0.216562167235898	FALSE	Hypomethylated	Active_Promoter	Active	0.107777772027761	0.56059183865883	4	-0.0298123777660311	0.838075070736771	1	NA	NA	NA	0.672953735	4.19e-05	1
Necab3	ENSMUSG00000027489.15	chr2	154544398	154558890	14492	0.0419200307069421	0.0475315282242067	0.00561149751726457	0.13916924120997	0.216562167235898	FALSE	Hypermethylated	Unmarked_Promoter	Active	-0.112755467901123	0.555685236590238	2	-1.58410735044842	1.4627633674381e-18	1	NA	NA	NA	0.243213668	0.038034896	3
Ndufb3	ENSMUSG00000026032.8	chr1	58586383	58595964	9581	0.0147543821703867	0.0137428720229581	-0.00101151014742864	-0.366136970993727	0.216562167235898	FALSE	Hypomethylated	Active_Promoter	Active	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pebp4	ENSMUSG00000022085.4	chr14	69840419	70059918	219499	0.016202500474227	0.0173192192689363	0.00111671879470928	-0.0789413575529424	0.216860640522143	FALSE	Hypomethylated	Unmarked_Promoter	Polycomb	0.523687837510527	0.0574496648465469	5	NA	NA	NA	-0.0345631282110528	0.891205813505036	1	-0.007847462	0.959912447	2
Ankrd22	ENSMUSG00000024774.16	chr19	34121468	34166053	44585	0.0133342387572133	0.0138172949715051	0.000483056214291799	-0.18461589253327	0.216876762073091	FALSE	Hypomethylated	Unmarked_Promoter	Unmarked	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Tapt1	ENSMUSG00000046985.11	chr5	44175153	44226626	51473	0.016691111880407	0.0172775166521612	0.000586404771754163	-0.116733568932342	0.21691448007144	FALSE	Hypomethylated	Active_Promoter	Active	-0.0398422830184909	0.854875129321355	16	-0.134331675045148	0.285856300073266	10	0.065031209657059	0.785745846365225	1	0.753388976	6.08e-15	10
Ccdc106	ENSMUSG00000035228.15	chr7	5020552	5060785	40233	0.0149755535865549	0.0154482407973609	0.000472687210805921	-0.149282220293052	0.217021897253612	FALSE	Hypomethylated	Unmarked_Promoter	Active	0.0763355662478344	0.658475114461662	1	0.164587357047607	0.308503071158394	1	NA	NA	NA	0.630681923	1.62e-09	1
Scyl1	ENSMUSG00000024941.9	chr19	5758350	5771419	13069	0.0172018293425219	0.0157742193695744	-0.00142760997294749	-0.246575760569291	0.217075171755719	FALSE	Hypomethylated	Unmarked_Promoter	Enhancer_Marked	0.0594278519177401	0.72855984559622	3	0.0607273777343525	0.764095320728568	1	NA	NA	NA	NA	NA	NA
Bmp8a	ENSMUSG00000032726.12	chr4	123312644	123343252	30608	0.0229418208185201	0.0221757476840598	-0.000766073134460282	-0.155340537485243	0.217075171755719	FALSE	Hypomethylated	Repressed_Promoter	Polycomb	0.765403063494311	0.000810897183169441	1	NA	NA	NA	-0.312499245184989	0.166028673746937	1	-0.314620372	0.024479376	1
Dcaf12l2	ENSMUSG00000050926.5	chrX	44365457	44368342	2885	0.0207264401451185	0.0292860905026552	0.00855965035753669	0.510493533704376	0.217090008639901	FALSE	Hypermethylated	Unmarked_Promoter	Unmarked	1.06489649031417	0.000307727894892883	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
Adamts13	ENSMUSG00000014852.16	chr2	26973415	27009628	36213	0.0146104403259632	0.0149090165987237	0.000298576272760497	-0.173741966608789	0.217090008639901	FALSE	Hypomethylated	Repressed_Promoter	Mixed	NA	NA	NA	NA	NA	NA	0.0386399770958312	0.87931706015838	1	NA	NA	NA
Ccn2	ENSMUSG00000019997.11	chr10	24595441	24598683	3242	0.0208212042629011	0.0185365876008737	-0.00228461666202735	-0.48344258079681	0.217090008639901	FALSE	Hypomethylated	Repressed_Promoter	Polycomb	NA	NA	NA	NA	NA	NA	-0.164872427453205	0.353409388008844	1	NA	NA	NA
Kcne1	ENSMUSG00000039639.7	chr16	92345981	92359468	13487	0.0284851551166958	0.026537262760809	-0.0019478923558868	-0.182405730460258	0.217090008639901	FALSE	Hypomethylated	Unmarked_Promoter	Polycomb	0.409333098636031	0.0588119904767092	2	NA	NA	NA	0.724344935316432	0.000151000362286031	1	0.174619599	0.174176922	3
Vdac2	ENSMUSG00000021771.14	chr14	21825237	21845879	20642	0.0142555707388878	0.0153219831897774	0.00106641245088955	-0.212045163265735	0.217121534416078	FALSE	Hypomethylated	Unmarked_Promoter	Active	0.0191717891458544	0.928146000941928	3	0.296122160517286	0.259097486094719	2	NA	NA	NA	NA	NA	NA
Dse	ENSMUSG00000039497.8	chr10	34151392	34207715	56323	0.0138386600341005	0.0147578415970324	0.000919181562931859	-0.131545361198524	0.21715091347065	FALSE	Hypomethylated	Repressed_Promoter	Polycomb	0.658178247774252	5.69262132219621e-05	1	NA	NA	NA	-0.845995952984509	2.46534864795245e-05	1	0.427560637	9.25e-06	1
Nhlrc1	ENSMUSG00000044231.3	chr13	47012556	47014850	2294	0.0147126956568418	0.0207728681027117	0.00606017244586982	0.577023003932202	0.217241089113857	FALSE	Hypermethylated	Unmarked_Promoter	Enhancer_Marked	0.198020714334442	0.247339960376909	4	-1.27678399452267	1.03989961325791e-09	1	NA	NA	NA	0.749333268	1.15e-07	1
Dct	ENSMUSG00000022129.4	chr14	118012789	118052244	39455	0.0145768018555541	0.0149086658055307	0.000331863949976616	-0.148088359594517	0.217351966097083	FALSE	Hypomethylated	Unmarked_Promoter	Unmarked	0.147457539928434	0.571180646176293	5	NA	NA	NA	-0.298138854156713	0.159039549672121	1	0.851308563	7.01e-10	2
Vsig4	ENSMUSG00000044206.3	chrX	96247202	96293438	46236	0.0123435260795492	0.0129361792414288	0.000592653161879609	-0.209505966471787	0.217351966097083	FALSE	Hypomethylated	Unmarked_Promoter	Unmarked	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Igf1	ENSMUSG00000020053.18	chr10	87858264	87937042	78778	0.0133910414236893	0.014655984362619	0.0012649429389297	-0.124974293015372	0.217360795859594	FALSE	Hypomethylated	Repressed_Promoter	Polycomb	1.25090846122162	6.40765967339749e-06	1	NA	NA	NA	-0.211193370315352	0.289701873512975	1	-0.340008501	0.008948443	1
Eef1akmt4	ENSMUSG00000115219.2	chr16	20611592	20619011	7419	0.0195791659129599	0.0170312545946173	-0.00254791131834253	-0.298837623156822	0.217500615187397	FALSE	Hypomethylated	Active_Promoter	Active	-0.0056306527447219	0.979281240312509	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
Abcb6	ENSMUSG00000026198.15	chr1	75171716	75180392	8676	0.0156829719903371	0.0150465850361059	-0.00063638695423115	-0.298499065470354	0.217553586134547	FALSE	Hypomethylated	Unmarked_Promoter	Enhancer_Marked	0.0102991583048606	0.960223501498223	1	NA	NA	NA	NA	NA	NA	-0.085051282	0.544378956	1
Ltbp1	ENSMUSG00000001870.16	chr17	75005567	75392512	386945	0.015043608470071	0.0163978451907134	0.00135423672064237	-0.0561458851997906	0.217553586134547	FALSE	Hypomethylated	Repressed_Promoter	Polycomb	0.178347619656987	0.463674544899624	3	NA	NA	NA	0.035499443923736	0.879006265536787	3	-0.408645814	0.002018644	1
Ndufb6	ENSMUSG00000071014.10	chr4	40270590	40279421	8831	0.0143354647995483	0.0148052525526434	0.000469787753095073	-0.326720059447377	0.217564211988848	FALSE	Hypomethylated	Active_Promoter	Active	0.102435015271403	0.543948474390631	1	0.0974606569424831	0.569048021695733	1	NA	NA	NA	NA	NA	NA
Nap1l2	ENSMUSG00000082229.1	chrX	103184175	103186640	2465	0.0058867363771184	0.0110517214057969	0.00516498502867846	1.10993735213224	0.217625467410599	FALSE	Hypermethylated	Active_Promoter	Active	0.197813457735348	0.213053774208161	1	0.23494895393713	0.134895606083202	1	NA	NA	NA	NA	NA	NA
Ankrd2	ENSMUSG00000025172.3	chr19	42035999	42045110	9111	0.0194397675454887	0.0181359159650387	-0.00130385158044995	-0.259147868998048	0.217646289808281	FALSE	Hypomethylated	Unmarked_Promoter	Enhancer_Marked	-0.0150209292173079	0.941127422920063	1	-0.111154539991288	0.568332947548438	1	NA	NA	NA	0.078483259	0.522165185	1
Avl9	ENSMUSG00000029787.10	chr6	56714898	56761912	47014	0.0135242691366878	0.0144448500408151	0.000920580904127288	-0.161047365092424	0.218123941370325	FALSE	Hypomethylated	Active_Promoter	Active	0.0517285188385499	0.789288839853339	1	-0.00584262421052079	0.974260313276482	1	NA	NA	NA	NA	NA	NA
Rel	ENSMUSG00000020275.9	chr11	23736846	23770970	34124	0.0203866154358882	0.0200885045580091	-0.00029811087787909	-0.160171415520058	0.218240197022344	FALSE	Hypomethylated	Active_Promoter	Active	0.0705967140406782	0.682171143273747	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
Gm11567	ENSMUSG00000059845.5	chr11	99879186	99880229	1043	0.0160555888829945	0.0270862194986143	0.0110306306156198	0.832498176515973	0.218247556421396	FALSE	Hypermethylated	Unmarked_Promoter	Unmarked	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Thtpa	ENSMUSG00000045691.14	chr14	55094783	55098986	4203	0.0122817465749912	0.0185713044862172	0.00628955791122595	0.45446248140817	0.218279753671542	FALSE	Hypermethylated	Unmarked_Promoter	Active	-0.0799505717486464	0.692874347175354	3	0.00872850465030112	0.960183102752874	2	NA	NA	NA	0.097600857	0.445014026	1
Kcnj5	ENSMUSG00000032034.6	chr9	32314706	32344350	29644	0.0203784051476028	0.0243036895454836	0.00392528439788076	0.15537319742517	0.218283501557661	FALSE	Hypermethylated	Repressed_Promoter	Polycomb	1.29313083223133	0.000107733563550008	4	NA	NA	NA	-0.062439743816717	0.792671985738378	2	0.114827464	0.300533783	3
Metap2	ENSMUSG00000036112.15	chr10	93858488	93897093	38605	0.0142918205575912	0.0144241979990783	0.000132377441487046	-0.158087830552818	0.218299796302566	FALSE	Hypomethylated	Unmarked_Promoter	Active	0.126268808100775	0.511780224392022	3	0.0585360478385316	0.714601081758106	1	NA	NA	NA	0.070388789	0.671331019	1
Tinagl1	ENSMUSG00000028776.14	chr4	130164453	130175122	10669	0.0264749410956409	0.0241529737272295	-0.00232196736841139	-0.24545088959519	0.218324515143194	FALSE	Hypomethylated	Repressed_Promoter	Polycomb	-0.0527494118900903	0.829843065244127	4	NA	NA	NA	-0.0947630194451514	0.7267968848572	3	-0.520006906	1.24e-07	2
Zfp687	ENSMUSG00000019338.13	chr3	95006589	95015448	8859	0.0164450081975825	0.0152890426617444	-0.00115596553583811	-0.31571058643485	0.218344499441934	FALSE	Hypomethylated	Active_Promoter	Active	-0.00472962531336854	0.98191991488092	1	-0.0574819701581215	0.667396076092425	1	NA	NA	NA	0.082810906	0.500159829	1
Zfp36	ENSMUSG00000044786.6	chr7	28376783	28380253	3470	0.0310066654751194	0.0271129288018668	-0.00389373667325258	-0.413933497135485	0.218345065495314	FALSE	Hypomethylated	Repressed_Promoter	Polycomb	0.143599315306075	0.425860540779124	2	0.107704439462234	0.476835461428377	1	0.248610798563935	0.426930284703347	1	0.238968543	0.057736031	1
Morn2	ENSMUSG00000045257.10	chr17	80290202	80297476	7274	0.0251233367455736	0.0233251126582821	-0.00179822408729152	-0.26945607278309	0.218418933957181	FALSE	Hypomethylated	Active_Promoter	Active	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Gm3055	ENSMUSG00000094622.2	chr10	81742820	81771161	28341	0.0130838465617521	0.0123403986088126	-0.000743447952939477	-0.572530017186472	0.218672976878582	FALSE	Hypomethylated	Unmarked_Promoter	Enhancer_Marked	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Use1	ENSMUSG00000002395.14	chr8	71366847	71369732	2885	0.0111391037438937	0.0158879319634904	0.0047488282195967	0.671500954062923	0.218772435471408	FALSE	Hypermethylated	Active_Promoter	Active	0.119346852132498	0.525138697641927	1	0.0678423453969301	0.67654752400089	1	NA	NA	NA	NA	NA	NA
Omg	ENSMUSG00000049612.10	chr11	79500981	79504084	3103	0.0158633059695019	0.0129553984171106	-0.00290790755239133	-0.623097348085515	0.218772435471408	FALSE	Hypomethylated	Unmarked_Promoter	Unmarked	0.274528513575534	0.291421262830336	3	NA	NA	NA	NA	NA	NA	NA	NA	NA
Olfr1352	ENSMUSG00000046493.5	chr10	78981049	78987903	6854	0.0126817274961421	0.0119320578238012	-0.000749669672340896	-0.435072655737511	0.218927427925004	FALSE	Hypomethylated	Unmarked_Promoter	Unmarked	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Gcat	ENSMUSG00000116378.1	chr15	79030900	79042531	11631	0.0195739086736643	0.019353931344825	-0.000219977328839244	-0.217592691130178	0.219260392693987	FALSE	Hypomethylated	Active_Promoter	Active	-0.0776027304160053	0.679484639907104	1	NA	NA	NA	NA	NA	NA	0.545902745	9.78e-10	1
Chst14	ENSMUSG00000074916.5	chr2	118926495	118928585	2090	0.0243497181641371	0.018681416112063	-0.00566830205207414	-0.612856670404289	0.219350763978576	FALSE	Hypomethylated	Active_Promoter	Active	0.322960759894554	0.0644548390615193	4	0.467790316944185	0.0283297791843192	3	NA	NA	NA	0.115111404	0.366298256	2
Tmpo	ENSMUSG00000019961.17	chr10	91147570	91181315	33745	0.0143476337884234	0.0154537535005323	0.00110611971210894	-0.162954761813752	0.219398558803776	FALSE	Hypomethylated	Active_Promoter	Active	0.0134133885495417	0.946030382515325	6	0.137764388382481	0.369345075685609	2	NA	NA	NA	NA	NA	NA
Olfr344	ENSMUSG00000096822.2	chr2	36566661	36576178	9517	0.0120982509612527	0.0124131672617844	0.000314916300531747	-0.367416238339166	0.219398558803776	FALSE	Hypomethylated	Unmarked_Promoter	Unmarked	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Tmem210	ENSMUSG00000026963.4	chr2	25288144	25289189	1045	0.0102746600142154	0.0187096516752295	0.00843499166101411	1.05969864517631	0.219398558803776	FALSE	Hypermethylated	Unmarked_Promoter	Active	0.151799979651177	0.386698491293522	1	0.0243881801325438	0.889778139964228	1	NA	NA	NA	NA	NA	NA
