gene_name	gene_id	chr	start	end	gene_length	promoter_state	body_state	mark_category	mch_ctrl	mch_mut	mch_diff	mch_diff_pct	edger_logFC	edger_fdr	mch_sig	mch_direction	mecp2_fold	mecp2_fdr	mecp2_min_fdr	mecp2_n_peaks	mecp2_n_sig	mecp2_sig_gain	mecp2_sig_loss	mch_gain	mecp2_gain	quadrant
Tcp11l2	ENSMUSG00000020034.7	chr10	84576625	84614359	37734	Active_Promoter	Active	K27ac only	0.0134234397250814	0.0141474964434551	0.000724056718373677	0.0724056718373677	-0.128744260892962	0.33867152725262	FALSE	Hypomethylated	-0.091437271	0.662447107	0.662447107	1	0	FALSE	FALSE	TRUE	FALSE	Q4
Rps12	ENSMUSG00000061983.7	chr10	23785182	23787275	2093	Active_Promoter	Active	K27ac only	0.0095422695028925	0.0141445881344086	0.00460231863151607	0.460231863151607	0.636448964126507	0.338782674261041	FALSE	Hypermethylated	-0.2377463	0.260161465	0.260161465	1	0	FALSE	FALSE	TRUE	FALSE	Q4
Capza3	ENSMUSG00000041791.6	chr6	140041251	140042778	1527	Unmarked_Promoter	Unmarked	Neither	0.015559519415987	0.0123694787583523	-0.0031900406576347	-0.31900406576347	-0.665073871887973	0.339034519715868	FALSE	Hypomethylated	-0.025107775	0.932188479	0.932188479	1	0	FALSE	FALSE	FALSE	FALSE	Q3
Neil1	ENSMUSG00000032298.13	chr9	57142799	57148305	5506	Unmarked_Promoter	Active	K27ac only	0.0163717734960959	0.0156773306338988	-0.000694442862197078	-0.0694442862197078	-0.361627895744538	0.339269065088987	FALSE	Hypomethylated	-0.122473739	0.561381069	0.561381069	1	0	FALSE	FALSE	FALSE	FALSE	Q3
Car4	ENSMUSG00000000805.18	chr11	84957785	84966044	8259	Active_Promoter	Active	K27ac only	0.0170559895274022	0.0163584841727089	-0.000697505354693376	-0.0697505354693376	-0.312933720860759	0.33928207646072	FALSE	Hypomethylated	-0.045535267	0.859640161	0.859640161	1	0	FALSE	FALSE	FALSE	FALSE	Q3
Dusp6	ENSMUSG00000019960.8	chr10	99263230	99267489	4259	Active_Promoter	Active	K27ac only	0.0450103247487615	0.0539109275952052	0.00890060284644376	0.890060284644376	0.184660337447477	0.339362253955805	FALSE	Hypermethylated	0.211171653	0.305925849	0.001167737	7	2	FALSE	FALSE	TRUE	TRUE	Q1
Eif4a3l1	ENSMUSG00000094973.2	chr6	136327538	136329983	2445	Unmarked_Promoter	Unmarked	Neither	0.01383965910553	0.00921094704469556	-0.00462871206083441	-0.462871206083441	-0.730218232391711	0.339385485776996	FALSE	Hypomethylated	-0.086564066	0.703869696	0.703869696	1	0	FALSE	FALSE	FALSE	FALSE	Q3
Daxx	ENSMUSG00000002307.16	chr17	33909413	33915590	6177	Active_Promoter	Active	K27ac only	0.011889996100746	0.0161045555782892	0.00421455947754317	0.421455947754317	0.330976890812975	0.339735972838693	FALSE	Hypermethylated	-0.033333332	0.905023194	0.905023194	1	0	FALSE	FALSE	TRUE	FALSE	Q4
Ovca2	ENSMUSG00000038268.4	chr11	75175941	75178835	2894	Unmarked_Promoter	Enhancer_Marked	Neither	0.0129193989149082	0.0183683839158926	0.00544898500098437	0.544898500098437	0.498775258266258	0.339809530499516	FALSE	Hypermethylated	-0.045173494	0.864605687	0.864605687	1	0	FALSE	FALSE	TRUE	FALSE	Q4
Kmt5c	ENSMUSG00000059851.15	chr7	4740114	4747514	7400	Active_Promoter	Active	K27ac only	0.0162170458947192	0.0175397782263653	0.00132273233164611	0.132273233164611	-0.311509695003133	0.340176794049642	FALSE	Hypomethylated	-0.025022569	0.932139961	0.932139961	1	0	FALSE	FALSE	TRUE	FALSE	Q4
Rnd1	ENSMUSG00000054855.13	chr15	98663420	98677461	14041	Active_Promoter	Active	K27ac only	0.0193609440746596	0.0198587408471723	0.000497796772512705	0.0497796772512705	-0.171973538489279	0.340178917927999	FALSE	Hypomethylated	-0.141791433	0.476292889	0.476292889	1	0	FALSE	FALSE	TRUE	FALSE	Q4
Tnks1bp1	ENSMUSG00000033955.13	chr2	85048021	85073048	25027	Active_Promoter	Active	K27ac only	0.0200225986273985	0.0196242422277847	-0.00039835639961382	-0.039835639961382	-0.136908816866578	0.34021693890651	FALSE	Hypomethylated	-0.010464598	0.976961746	0.345493024	2	0	FALSE	FALSE	FALSE	FALSE	Q3
Acvrl1	ENSMUSG00000000530.16	chr15	101128521	101145336	16815	Repressed_Promoter	Polycomb	K27me3 only	0.0235675003991778	0.0229314485283346	-0.000636051870843164	-0.0636051870843164	-0.150570063558092	0.340502278147986	FALSE	Hypomethylated	-0.036495395	0.894102371	0.881263198	2	0	FALSE	FALSE	FALSE	FALSE	Q3
Ankrd34a	ENSMUSG00000049097.9	chr3	96596635	96599775	3140	Active_Promoter	Active	K27ac only	0.0249955401848761	0.0193019573178437	-0.00569358286703245	-0.569358286703245	-0.548510032094717	0.340688358563587	FALSE	Hypomethylated	-0.049396414	0.845532636	0.845532636	1	0	FALSE	FALSE	FALSE	FALSE	Q3
Sdr39u1	ENSMUSG00000022223.9	chr14	55897282	55900293	3011	Unmarked_Promoter	Active	K27ac only	0.00847224061071503	0.0152774049048523	0.00680516429413728	0.680516429413728	0.520299654431226	0.340688358563587	FALSE	Hypermethylated	-0.020382449	0.947920038	0.947920038	1	0	FALSE	FALSE	TRUE	FALSE	Q4
Per2	ENSMUSG00000055866.9	chr1	91415981	91459324	43343	Active_Promoter	Enhancer_Marked	Neither	0.0169374493216636	0.0163973361804112	-0.000540113141252446	-0.0540113141252446	-0.111447727092737	0.340793907115262	FALSE	Hypomethylated	0.045716616	0.859128285	0.859128285	2	0	FALSE	FALSE	FALSE	TRUE	Q2
Ncstn	ENSMUSG00000003458.12	chr1	172066012	172082795	16783	Active_Promoter	Active	K27ac only	0.0128516788384068	0.0136259127543063	0.000774233915899461	0.0774233915899461	-0.202952853683514	0.340797039497912	FALSE	Hypomethylated	-0.117142943	0.580181803	0.580181803	1	0	FALSE	FALSE	TRUE	FALSE	Q4
Hfm1	ENSMUSG00000043410.16	chr5	106840191	106926321	86130	Unmarked_Promoter	Enhancer_Marked	Neither	0.0239099609011954	0.0246968468667608	0.000786885965565445	0.0786885965565445	-0.0650075041733676	0.340844978924307	FALSE	Hypomethylated	0.25898431	0.296869174	0.296869174	1	0	FALSE	FALSE	TRUE	TRUE	Q1
Hivep3	ENSMUSG00000028634.17	chr4	119733783	120138045	404262	Active_Promoter	Active	K27ac only	0.0316403799337671	0.0342295309599631	0.00258915102619593	0.258915102619593	0.0309980911767262	0.340861621786756	FALSE	Hypermethylated	-0.073992831	0.751175941	3.98e-09	23	3	FALSE	FALSE	TRUE	FALSE	Q4
Nxt1	ENSMUSG00000036992.10	chr2	148672600	148676027	3427	Active_Promoter	Active	K27ac only	0.0100448985786104	0.0138776616664058	0.00383276308779544	0.383276308779544	0.459750165336805	0.340900401366693	FALSE	Hypermethylated	0.008272408	0.982258931	0.982258931	1	0	FALSE	FALSE	TRUE	TRUE	Q1
Ptgds	ENSMUSG00000015090.13	chr2	25466708	25470046	3338	Unmarked_Promoter	Active	K27ac only	0.0245993459958227	0.0315619233940802	0.00696257739825749	0.696257739825749	0.342200736031711	0.341233227842417	FALSE	Hypermethylated	0.076614257	0.749000748	0.749000748	2	0	FALSE	FALSE	TRUE	TRUE	Q1
Nol4	ENSMUSG00000041923.15	chr18	22693180	23041653	348473	Active_Promoter	Active	K27ac only	0.0216224674742966	0.022714283968805	0.0010918164945084	0.10918164945084	-0.040458290458783	0.341238843690451	FALSE	Hypomethylated	1.177338884	0.00051913	0.00051913	2	2	TRUE	FALSE	TRUE	TRUE	Q1
Pnpo	ENSMUSG00000018659.12	chr11	96937824	96943986	6162	Unmarked_Promoter	Unmarked	Neither	0.0122081772723931	0.0171225153086157	0.00491433803622259	0.491433803622259	0.312396513202805	0.341290079712931	FALSE	Hypermethylated	-0.028237374	0.922099372	0.922099372	1	0	FALSE	FALSE	TRUE	FALSE	Q4
Alg12	ENSMUSG00000035845.17	chr15	88805243	88819318	14075	Unmarked_Promoter	Enhancer_Marked	Neither	0.0140759049457825	0.0145515613610731	0.000475656415290616	0.0475656415290616	-0.193876736115994	0.341930912979854	FALSE	Hypomethylated	-0.063885691	0.786841555	0.786841555	1	0	FALSE	FALSE	TRUE	FALSE	Q4
Gpr132	ENSMUSG00000021298.8	chr12	112850872	112868228	17356	Unmarked_Promoter	Enhancer_Marked	Neither	0.023103243590116	0.022204892586011	-0.000898351004105059	-0.0898351004105059	-0.146388293099578	0.342260199300966	FALSE	Hypomethylated	-0.025934158	0.930185267	0.007166055	2	1	FALSE	FALSE	FALSE	FALSE	Q3
Btg4	ENSMUSG00000032056.10	chr9	51060900	51119875	58975	Unmarked_Promoter	Enhancer_Marked	Neither	0.0258746547551	0.0265539936637359	0.000679338908635887	0.0679338908635887	-0.0716473085051359	0.342325290047866	FALSE	Hypomethylated	-0.16142902	0.42128972	0.42128972	2	0	FALSE	FALSE	TRUE	FALSE	Q4
Mcam	ENSMUSG00000032135.15	chr9	44134468	44142727	8259	Unmarked_Promoter	Active	K27ac only	0.0217421393401428	0.0271538436513255	0.00541170431118267	0.541170431118267	0.205578784100303	0.342408584099404	FALSE	Hypermethylated	-0.016072549	0.960368716	0.960368716	1	0	FALSE	FALSE	TRUE	FALSE	Q4
Vcpkmt	ENSMUSG00000049882.10	chr12	69577627	69583110	5483	Active_Promoter	Active	K27ac only	0.0122639187635246	0.0120981270518226	-0.000165791711701977	-0.0165791711701977	-0.378917796298651	0.342540679262761	FALSE	Hypomethylated	-0.20183294	0.328043194	0.328043194	1	0	FALSE	FALSE	FALSE	FALSE	Q3
Abcd1	ENSMUSG00000031378.14	chrX	73716596	73738534	21938	Bivalent_Promoter	Mixed	Bivalent	0.013630191551831	0.0129938252611719	-0.000636366290659078	-0.0636366290659078	-0.237004534032811	0.342540679262761	FALSE	Hypomethylated	-0.028989989	0.927781497	0.927781497	1	0	FALSE	FALSE	FALSE	FALSE	Q3
Fam149a	ENSMUSG00000070044.15	chr8	45336716	45382291	45575	Repressed_Promoter	Mixed	Bivalent	0.0173852010900552	0.0183320204130641	0.000946819323008896	0.0946819323008896	-0.10029953283382	0.342705193443812	FALSE	Hypomethylated	0.322398969	0.116946126	3.59e-09	2	1	FALSE	FALSE	TRUE	TRUE	Q1
Gm45521	ENSMUSG00000109649.1	chr14	7957287	7960636	3349	Unmarked_Promoter	Enhancer_Marked	Neither	0.02513518938974	0.031597663285086	0.00646247389534595	0.646247389534595	0.270961588235198	0.342764697657462	FALSE	Hypermethylated	-0.173490051	0.388626592	0.388626592	1	0	FALSE	FALSE	TRUE	FALSE	Q4
Hrct1	ENSMUSG00000071001.4	chr4	43727187	43728639	1452	Repressed_Promoter	Polycomb	K27me3 only	0.0237450277462488	0.020909064070196	-0.00283596367605278	-0.283596367605278	-0.539450109301498	0.342851699102843	FALSE	Hypomethylated	0.043609054	0.868793773	0.868793773	1	0	FALSE	FALSE	FALSE	TRUE	Q2
Odf2	ENSMUSG00000026790.19	chr2	29889220	29931746	42526	Active_Promoter	Active	K27ac only	0.0147877131525723	0.01692926057758	0.00214154742500773	0.214154742500773	-0.106957519423571	0.343390241931083	FALSE	Hypomethylated	-0.090437813	0.662479734	0.662479734	2	0	FALSE	FALSE	TRUE	FALSE	Q4
Prima1	ENSMUSG00000041669.15	chr12	103196907	103242150	45243	Repressed_Promoter	Polycomb	K27me3 only	0.027081460952253	0.0269879606227729	-9.35003294800923e-05	-0.00935003294800923	-0.0800357482051679	0.343601765328148	FALSE	Hypomethylated	0.054350407	0.824900173	0.824900173	4	0	FALSE	FALSE	FALSE	TRUE	Q2
Csde1	ENSMUSG00000068823.10	chr3	103020425	103058186	37761	Active_Promoter	Active	K27ac only	0.011868621657374	0.0132233308056231	0.0013547091482491	0.13547091482491	-0.132583610057954	0.343657600030056	FALSE	Hypomethylated	-0.032744601	0.906190958	0.906190958	1	0	FALSE	FALSE	TRUE	FALSE	Q4
Rab6a	ENSMUSG00000030704.14	chr7	100607409	100641268	33859	Active_Promoter	Active	K27ac only	0.0140286341529268	0.0144086571760372	0.000380023023110422	0.0380023023110422	-0.137603082399742	0.343657600030056	FALSE	Hypomethylated	0.012192594	0.971217397	0.971217397	1	0	FALSE	FALSE	TRUE	TRUE	Q1
Dnajc5b	ENSMUSG00000027606.12	chr3	19508594	19610862	102268	Unmarked_Promoter	Active	K27ac only	0.0218175343706865	0.0222928541597601	0.00047531978907352	0.047531978907352	-0.0613197107865766	0.343657600030056	FALSE	Hypomethylated	0.293404557	0.188379919	0.188379919	1	0	FALSE	FALSE	TRUE	TRUE	Q1
Zfp575	ENSMUSG00000066721.3	chr7	24583837	24587641	3804	Unmarked_Promoter	Enhancer_Marked	Neither	0.017068496259205	0.0143558148938242	-0.00271268136538082	-0.271268136538082	-0.402842090676031	0.343669373464188	FALSE	Hypomethylated	-0.048606671	0.849025297	0.849025297	1	0	FALSE	FALSE	FALSE	FALSE	Q3
Mreg	ENSMUSG00000039395.8	chr1	72159441	72212307	52866	Active_Promoter	Active	K27ac only	0.0219917454109504	0.0252755154273444	0.003283770016394	0.3283770016394	0.0874224955555362	0.344112990716057	FALSE	Hypermethylated	1.792024429	4.18e-10	4.18e-10	4	1	TRUE	FALSE	TRUE	TRUE	Q1
Pml	ENSMUSG00000036986.16	chr9	58218075	58249786	31711	Unmarked_Promoter	Enhancer_Marked	Neither	0.0240801917010871	0.0273066855370156	0.00322649383592855	0.322649383592855	0.100091826338481	0.344232363286334	FALSE	Hypermethylated	-0.079282291	0.72598914	0.72598914	1	0	FALSE	FALSE	TRUE	FALSE	Q4
Sdc1	ENSMUSG00000020592.14	chr12	8771322	8793715	22393	Active_Promoter	Active	K27ac only	0.0352688162950023	0.0382531891257638	0.00298437283076146	0.298437283076146	0.098051109345757	0.34425769308638	FALSE	Hypermethylated	-0.047127526	0.856587685	1.31e-08	12	3	FALSE	FALSE	TRUE	FALSE	Q4
Lad1	ENSMUSG00000041782.14	chr1	135818597	135833342	14745	Repressed_Promoter	Polycomb	K27me3 only	0.022763606694167	0.0224271480038497	-0.000336458690317266	-0.0336458690317266	-0.1567056147876	0.344468813480256	FALSE	Hypomethylated	-0.182815026	0.382051362	0.359418624	3	0	FALSE	FALSE	FALSE	FALSE	Q3
Xpot	ENSMUSG00000034667.8	chr10	121587379	121626332	38953	Active_Promoter	Active	K27ac only	0.0130979398890863	0.0140293267979286	0.000931386908842287	0.0931386908842287	-0.129496119133069	0.344642763367253	FALSE	Hypomethylated	-0.188940652	0.340928818	0.340928818	2	0	FALSE	FALSE	TRUE	FALSE	Q4
Lpin3	ENSMUSG00000027412.12	chr2	160880669	160906002	25333	Unmarked_Promoter	Active	K27ac only	0.0287475810798299	0.032519050883984	0.00377146980415408	0.377146980415408	0.0979109687178199	0.344642763367253	FALSE	Hypermethylated	-0.01225478	0.971003157	0.971003157	1	0	FALSE	FALSE	TRUE	FALSE	Q4
Tent5c	ENSMUSG00000044468.14	chr3	100451627	100489324	37697	Repressed_Promoter	Polycomb	K27me3 only	0.0179891203240306	0.0186643344370054	0.000675214112974803	0.0675214112974803	-0.104098832172974	0.344782892625167	FALSE	Hypomethylated	-0.017930206	0.954048858	0.954048858	1	0	FALSE	FALSE	TRUE	FALSE	Q4
Nsmce3	ENSMUSG00000070520.4	chr7	64867051	64872997	5946	Active_Promoter	Enhancer_Marked	Neither	0.0222913588273125	0.0212527634556491	-0.0010385953716634	-0.10385953716634	-0.257466103658353	0.344977972369658	FALSE	Hypomethylated	-0.066595895	0.780347468	0.780347468	1	0	FALSE	FALSE	FALSE	FALSE	Q3
Mif	ENSMUSG00000033307.7	chr10	75859352	75860240	888	Active_Promoter	Active	K27ac only	0.0158524472403094	0.0314593692551139	0.0156069220148046	1.56069220148046	0.790303981728613	0.344977972369658	FALSE	Hypermethylated	-0.139029379	0.520770384	0.520770384	1	0	FALSE	FALSE	TRUE	FALSE	Q4
Nans	ENSMUSG00000028334.10	chr4	46489247	46503632	14385	Unmarked_Promoter	Enhancer_Marked	Neither	0.0174483592520687	0.0169394635470758	-0.000508895704992872	-0.0508895704992872	-0.167793151741031	0.344977972369658	FALSE	Hypomethylated	-0.030923365	0.91259019	0.91259019	1	0	FALSE	FALSE	FALSE	FALSE	Q3
Ttc9b	ENSMUSG00000007944.8	chr7	27653914	27657346	3432	Unmarked_Promoter	Active	K27ac only	0.0177052269337155	0.01461191338621	-0.00309331354750552	-0.309331354750552	-0.470008805523292	0.34546731795296	FALSE	Hypomethylated	-0.042037098	0.876805428	0.876805428	2	0	FALSE	FALSE	FALSE	FALSE	Q3
Prss21	ENSMUSG00000024116.6	chr17	23868055	23873114	5059	Unmarked_Promoter	Unmarked	Neither	0.0179547276193226	0.0170931671154907	-0.000861560503831915	-0.0861560503831915	-0.301571375853416	0.345494676382191	FALSE	Hypomethylated	-0.008918563	0.980600499	0.980600499	1	0	FALSE	FALSE	FALSE	FALSE	Q3
Gpr26	ENSMUSG00000040125.4	chr7	131966459	131994405	27946	Repressed_Promoter	Polycomb	K27me3 only	0.0180631710803328	0.0181884084949459	0.000125237414613063	0.0125237414613063	-0.129956977612679	0.345494676382191	FALSE	Hypomethylated	0.029720024	0.918739265	0.918739265	1	0	FALSE	FALSE	TRUE	TRUE	Q1
Septin5	ENSMUSG00000072214.7	chr16	18620501	18629954	9453	Active_Promoter	Active	K27ac only	0.0268617778780789	0.023936241780206	-0.00292553609787286	-0.292553609787286	-0.202386937544421	0.345494676382191	FALSE	Hypomethylated	-0.001688833	0.996470552	0.996470552	1	0	FALSE	FALSE	FALSE	FALSE	Q3
Rps6ka4	ENSMUSG00000024952.13	chr19	6829084	6840636	11552	Unmarked_Promoter	Polycomb	K27me3 only	0.0219486577951982	0.0205217192441584	-0.00142693855103976	-0.142693855103976	-0.1871834463157	0.345711502800854	FALSE	Hypomethylated	-0.054106772	0.828342705	0.828342705	1	0	FALSE	FALSE	FALSE	FALSE	Q3
Taf11	ENSMUSG00000024218.13	chr17	27901121	27909844	8723	Unmarked_Promoter	Enhancer_Marked	Neither	0.0147593241392603	0.0139108377513407	-0.000848486387919643	-0.0848486387919643	-0.288191800188537	0.34571257287959	FALSE	Hypomethylated	-0.042851279	0.868395124	0.868395124	1	0	FALSE	FALSE	FALSE	FALSE	Q3
Ubxn10	ENSMUSG00000043621.13	chr4	138709836	138737167	27331	Unmarked_Promoter	Active	K27ac only	0.039267899165977	0.0433537693679309	0.00408587020195399	0.408587020195399	0.0807251619291824	0.345925903887544	FALSE	Hypermethylated	0.050842358	0.833972755	0.525894106	3	0	FALSE	FALSE	TRUE	TRUE	Q1
Noxa1	ENSMUSG00000036805.13	chr2	25085666	25095149	9483	Repressed_Promoter	Polycomb	K27me3 only	0.0257450949942845	0.0250717949113006	-0.000673300082983934	-0.0673300082983934	-0.163872969892486	0.346201081232681	FALSE	Hypomethylated	-0.16946979	0.423163093	0.163696761	4	0	FALSE	FALSE	FALSE	FALSE	Q3
H4c1	ENSMUSG00000060093.6	chr13	23760691	23761230	539	Active_Promoter	Active	K27ac only	0.00785508193189929	0.0169898445590887	0.00913476262718937	0.913476262718937	1.16914485890564	0.346255398474682	FALSE	Hypermethylated	-0.007132884	0.985177342	0.985177342	1	0	FALSE	FALSE	TRUE	FALSE	Q4
Dnase2b	ENSMUSG00000028185.12	chr3	146580984	146615596	34612	Unmarked_Promoter	Unmarked	Neither	0.0169617889118471	0.0200049177011525	0.00304312878930544	0.304312878930544	0.108333479684005	0.346285747207032	FALSE	Hypermethylated	-0.007010498	0.985485056	0.952424049	2	0	FALSE	FALSE	TRUE	FALSE	Q4
Nudt16l1	ENSMUSG00000022516.10	chr16	4938760	4941032	2272	Unmarked_Promoter	Enhancer_Marked	Neither	0.0198270545694855	0.0154420504319582	-0.00438500413752728	-0.438500413752728	-0.502649278109653	0.346341905684472	FALSE	Hypomethylated	-0.019935419	0.948672716	0.948672716	1	0	FALSE	FALSE	FALSE	FALSE	Q3
Dlec1	ENSMUSG00000038060.15	chr9	119102477	119148246	45769	Unmarked_Promoter	Enhancer_Marked	Neither	0.0187136000091913	0.0199274826876243	0.00121388267843296	0.121388267843296	-0.0984779954419059	0.346483800375586	FALSE	Hypomethylated	0.056580512	0.816863883	0.816863883	1	0	FALSE	FALSE	TRUE	TRUE	Q1
Marchf8	ENSMUSG00000025702.15	chr6	116338023	116409540	71517	Active_Promoter	Active	K27ac only	0.0234478635380542	0.0237177570961326	0.0002698935580784	0.02698935580784	-0.072872440992358	0.346587592915516	FALSE	Hypomethylated	0.016804264	0.957964335	0.957964335	1	0	FALSE	FALSE	TRUE	TRUE	Q1
Parpbp	ENSMUSG00000035365.15	chr10	88091431	88146941	55510	Active_Promoter	Enhancer_Marked	Neither	0.0140604096735534	0.014457423606671	0.000397013933117652	0.0397013933117652	-0.112425531543373	0.346789595369438	FALSE	Hypomethylated	-0.053060424	0.826899149	0.826899149	1	0	FALSE	FALSE	TRUE	FALSE	Q4
Tlr12	ENSMUSG00000062545.4	chr4	128615442	128618619	3177	Unmarked_Promoter	Unmarked	Neither	0.0259648031499412	0.0229529566350422	-0.00301184651489906	-0.301184651489906	-0.335319310410576	0.346952568756735	FALSE	Hypomethylated	-0.065405547	0.779959034	0.779959034	1	0	FALSE	FALSE	FALSE	FALSE	Q3
Tbc1d9	ENSMUSG00000031709.15	chr8	83165351	83272934	107583	Active_Promoter	Active	K27ac only	0.0182290400216111	0.0194007134093831	0.00117167338777197	0.117167338777197	-0.0629077134295636	0.346952568756735	FALSE	Hypomethylated	-0.028247789	0.921770224	0.383029089	3	0	FALSE	FALSE	TRUE	FALSE	Q4
Creld1	ENSMUSG00000030284.11	chr6	113483296	113493343	10047	Active_Promoter	Active	K27ac only	0.0146695947738218	0.0170599916728897	0.00239039689906792	0.239039689906792	0.240340651213022	0.347117304022765	FALSE	Hypermethylated	-0.106968072	0.604632231	0.604632231	2	0	FALSE	FALSE	TRUE	FALSE	Q4
Acin1	ENSMUSG00000022185.19	chr14	54642160	54686931	44771	Active_Promoter	Enhancer_Marked	Neither	0.0132437796615019	0.0141216652810485	0.000877885619546602	0.0877885619546602	-0.116460293663208	0.347407168218011	FALSE	Hypomethylated	-0.06167828	0.797148408	0.788061804	2	0	FALSE	FALSE	TRUE	FALSE	Q4
Notch2	ENSMUSG00000027878.11	chr3	98013526	98150361	136835	Active_Promoter	Enhancer_Marked	Neither	0.0294217171267593	0.0302557219401604	0.000834004813401196	0.0834004813401196	-0.0469320168648791	0.347510983290585	FALSE	Hypomethylated	-0.026262802	0.930608364	0.343015149	12	0	FALSE	FALSE	TRUE	FALSE	Q4
Tomm40l	ENSMUSG00000005674.9	chr1	171216010	171222514	6504	Active_Promoter	Active	K27ac only	0.0150291829128215	0.0153022293893613	0.000273046476539805	0.0273046476539805	-0.348513056035976	0.347782119779013	FALSE	Hypomethylated	-0.061739232	0.796016021	0.796016021	1	0	FALSE	FALSE	TRUE	FALSE	Q4
BC049715	ENSMUSG00000047515.8	chr6	136827625	136840662	13037	Active_Promoter	Active	K27ac only	0.0112017414103408	0.0153528440723078	0.00415110266196699	0.415110266196699	0.223826335280737	0.34781016491613	FALSE	Hypermethylated	-0.060044274	0.804822271	0.804822271	1	0	FALSE	FALSE	TRUE	FALSE	Q4
Shh	ENSMUSG00000002633.4	chr5	28456814	28467256	10442	Repressed_Promoter	Polycomb	K27me3 only	0.016201657773128	0.0209781246506327	0.00477646687750476	0.477646687750476	0.244964846442765	0.347979872311651	FALSE	Hypermethylated	-0.16845676	0.421895551	0.000971942	11	2	FALSE	FALSE	TRUE	FALSE	Q4
Saa2	ENSMUSG00000057465.5	chr7	46751789	46754313	2524	Unmarked_Promoter	Enhancer_Marked	Neither	0.0294067971312546	0.0364826414538431	0.0070758443225885	0.70758443225885	0.336335108303914	0.348255873920743	FALSE	Hypermethylated	0.083527972	0.703438789	0.703438789	1	0	FALSE	FALSE	TRUE	TRUE	Q1
Prtn3	ENSMUSG00000057729.12	chr10	79874475	79883174	8699	Unmarked_Promoter	Polycomb	K27me3 only	0.028351907709816	0.0267091497539987	-0.00164275795581738	-0.164275795581738	-0.164812669998874	0.34825597546386	FALSE	Hypomethylated	-0.092316911	0.691990459	0.691990459	1	0	FALSE	FALSE	FALSE	FALSE	Q3
Mtnr1b	ENSMUSG00000050901.6	chr9	15824527	15874556	50029	Repressed_Promoter	Polycomb	K27me3 only	0.0143490836294632	0.0147112143278559	0.000362130698392658	0.0362130698392658	-0.124487989618101	0.348300088977154	FALSE	Hypomethylated	-0.063226586	0.784646287	0.784646287	1	0	FALSE	FALSE	TRUE	FALSE	Q4
Snrnp70	ENSMUSG00000063511.11	chr7	45376452	45395742	19290	Unmarked_Promoter	Enhancer_Marked	Neither	0.0129539466422919	0.0140043111438195	0.00105036450152755	0.105036450152755	-0.186731080055624	0.348326604309386	FALSE	Hypomethylated	-0.117910366	0.582983087	0.582983087	3	0	FALSE	FALSE	TRUE	FALSE	Q4
Cpxm1	ENSMUSG00000027408.7	chr2	130390774	130397574	6800	Repressed_Promoter	Polycomb	K27me3 only	0.0172435133319703	0.0165484750987955	-0.000695038233174742	-0.0695038233174742	-0.256317633296976	0.348469512996059	FALSE	Hypomethylated	-0.02317867	0.939081349	0.939081349	2	0	FALSE	FALSE	FALSE	FALSE	Q3
Ddx56	ENSMUSG00000004393.10	chr11	6258918	6267772	8854	Unmarked_Promoter	Enhancer_Marked	Neither	0.0135191115900853	0.0114830447930465	-0.00203606679703879	-0.203606679703879	-0.327279046958096	0.348955648014211	FALSE	Hypomethylated	-0.040573895	0.878437039	0.878437039	1	0	FALSE	FALSE	FALSE	FALSE	Q3
Bace1	ENSMUSG00000032086.12	chr9	45838579	45864399	25820	Active_Promoter	Active	K27ac only	0.0148456895616969	0.0150997863577423	0.000254096796045388	0.0254096796045388	-0.146849203780414	0.349162588017978	FALSE	Hypomethylated	-0.05727615	0.812635526	0.812635526	1	0	FALSE	FALSE	TRUE	FALSE	Q4
Shld3	ENSMUSG00000118537.1	chr13	104173721	104178439	4718	Active_Promoter	Active	K27ac only	0.00810270846419047	0.0112092497993462	0.00310654133515578	0.310654133515578	0.453676089276509	0.349568678316234	FALSE	Hypermethylated	0.003624387	0.992588092	0.992588092	1	0	FALSE	FALSE	TRUE	TRUE	Q1
Atat1	ENSMUSG00000024426.17	chr17	35897594	35910075	12481	Unmarked_Promoter	Enhancer_Marked	Neither	0.0172644508575794	0.0175226124395558	0.000258161581976359	0.0258161581976359	-0.196051390598428	0.349571513657649	FALSE	Hypomethylated	-0.008904175	0.980412534	0.980412534	1	0	FALSE	FALSE	TRUE	FALSE	Q4
Prom1	ENSMUSG00000029086.15	chr5	43993619	44102032	108413	Active_Promoter	Active	K27ac only	0.0184333183551199	0.0214046241586811	0.00297130580356118	0.297130580356118	0.0646275370464234	0.349571513657649	FALSE	Hypermethylated	2.004416514	1.4e-13	1.4e-13	4	2	TRUE	FALSE	TRUE	TRUE	Q1
Borcs7	ENSMUSG00000062376.7	chr19	46689905	46703382	13477	Unmarked_Promoter	Enhancer_Marked	Neither	0.018900633776695	0.0177584851118277	-0.00114214866486727	-0.114214866486727	-0.18953606868174	0.349571513657649	FALSE	Hypomethylated	-0.171065192	0.420291287	0.420291287	1	0	FALSE	FALSE	FALSE	FALSE	Q3
Zmiz2	ENSMUSG00000041164.15	chr11	6389073	6406158	17085	Unmarked_Promoter	Active	K27ac only	0.0170123433228602	0.0177240019143253	0.00071165859146512	0.071165859146512	-0.17850697941531	0.349646739543793	FALSE	Hypomethylated	-0.078773467	0.740746512	0.740746512	1	0	FALSE	FALSE	TRUE	FALSE	Q4
