gene_name	chr	is_synapse_and_mecp2_up	atac_remodeled
Nanog	chr6	FALSE	FALSE
Ssr3	chr3	FALSE	FALSE
Timm21	chr18	FALSE	FALSE
E130311K13Rik	chr3	FALSE	FALSE
L2hgdh	chr12	FALSE	FALSE
Stat1	chr1	FALSE	TRUE
Bax	chr7	FALSE	FALSE
Rnf168	chr16	FALSE	FALSE
Dscc1	chr15	FALSE	FALSE
Map3k12	chr15	FALSE	FALSE
Cdc42ep1	chr15	FALSE	FALSE
Supt6	chr11	FALSE	FALSE
Cfap70	chr14	FALSE	FALSE
Slc35d1	chr4	FALSE	FALSE
Arhgef1	chr7	FALSE	FALSE
Dffb	chr4	FALSE	FALSE
Elmod1	chr9	FALSE	FALSE
Nmd3	chr3	FALSE	FALSE
Nr5a1	chr2	FALSE	FALSE
Adar	chr3	FALSE	FALSE
Slc25a51	chr4	FALSE	FALSE
Kcnj11	chr7	FALSE	FALSE
Peli1	chr11	FALSE	FALSE
Mag	chr7	FALSE	FALSE
Slc47a2	chr11	FALSE	FALSE
Mrps25	chr6	FALSE	FALSE
Sdf2l1	chr16	FALSE	FALSE
Htr3a	chr9	FALSE	FALSE
Vgll1	chrX	FALSE	TRUE
Mpdu1	chr11	FALSE	FALSE
Entpd5	chr12	FALSE	FALSE
Pop1	chr15	FALSE	FALSE
Sec62	chr3	FALSE	FALSE
Csnk2a2	chr8	FALSE	FALSE
Gfm1	chr3	FALSE	FALSE
Il6	chr5	FALSE	FALSE
Sec61a2	chr2	FALSE	FALSE
Msi1	chr5	FALSE	FALSE
Zfp446	chr7	FALSE	FALSE
Arhgap6	chrX	FALSE	FALSE
Mroh3	chr1	FALSE	FALSE
Mmp17	chr5	FALSE	FALSE
Msra	chr14	FALSE	FALSE
Mrpl2	chr17	FALSE	FALSE
Spata9	chr13	FALSE	FALSE
A930033H14Rik	chr10	FALSE	TRUE
Cndp1	chr18	FALSE	FALSE
Ppp1r13l	chr7	FALSE	FALSE
Mrpl15	chr1	FALSE	FALSE
Eif4g1	chr16	FALSE	FALSE
Ccdc201	chr11	FALSE	FALSE
Prf1	chr10	FALSE	FALSE
Pik3r6	chr11	FALSE	FALSE
Chm	chrX	FALSE	FALSE
Fam76b	chr9	FALSE	FALSE
Fstl5	chr3	FALSE	FALSE
Aldh1a2	chr9	FALSE	FALSE
Myl10	chr5	FALSE	FALSE
Prpf39	chr12	FALSE	FALSE
H2ac6	chr13	FALSE	FALSE
Smpx	chrX	FALSE	TRUE
Tnfrsf23	chr7	FALSE	FALSE
Bcl10	chr3	FALSE	FALSE
Nr2f1	chr13	FALSE	FALSE
Rbm25	chr12	FALSE	FALSE
Snta1	chr2	FALSE	FALSE
Gpr45	chr1	FALSE	FALSE
Tmem270	chr5	FALSE	FALSE
Tm2d3	chr7	FALSE	FALSE
Slc44a2	chr9	FALSE	FALSE
Adamts7	chr9	FALSE	FALSE
Prxl2a	chr14	FALSE	FALSE
M1ap	chr6	FALSE	FALSE
Ckap2	chr8	FALSE	FALSE
Kcnc4	chr3	FALSE	FALSE
Wnt11	chr7	FALSE	TRUE
Il3	chr11	FALSE	FALSE
Lca5	chr9	FALSE	FALSE
Mapk7	chr11	FALSE	FALSE
Bcap31	chrX	FALSE	FALSE
Lrp11	chr10	FALSE	FALSE
Ap1m1	chr8	FALSE	FALSE
Adamts4	chr1	FALSE	FALSE
Maco1	chr4	FALSE	FALSE
Helz2	chr2	FALSE	FALSE
Dram2	chr3	FALSE	FALSE
Rap2c	chrX	FALSE	FALSE
Hnrnpu	chr1	FALSE	FALSE
Npepl1	chr2	FALSE	FALSE
Rbm11	chr16	FALSE	FALSE
Slc12a9	chr5	FALSE	FALSE
Ncs1	chr2	FALSE	FALSE
N6amt1	chr16	FALSE	FALSE
Dhx37	chr5	FALSE	FALSE
Six4	chr12	FALSE	TRUE
Smyd3	chr1	FALSE	FALSE
4930583I09Rik	chr17	FALSE	TRUE
Stk17b	chr1	FALSE	FALSE
Fev	chr1	FALSE	FALSE
Gal3st2c	chr1	FALSE	FALSE
Fbxo4	chr15	FALSE	FALSE
Usp40	chr1	FALSE	FALSE
Rpl13	chr8	FALSE	FALSE
Cdc42ep3	chr17	FALSE	FALSE
Slc25a25	chr2	FALSE	FALSE
Dhrs2	chr14	FALSE	FALSE
Spire2	chr8	FALSE	FALSE
Mycbpap	chr11	FALSE	TRUE
Slc25a14	chrX	FALSE	FALSE
Spata3	chr1	FALSE	FALSE
Rbmx2	chrX	FALSE	FALSE
Agr2	chr12	FALSE	FALSE
Slc26a6	chr9	FALSE	FALSE
Faim2	chr15	FALSE	FALSE
Map7d1	chr4	FALSE	FALSE
Ccdc82	chr9	FALSE	FALSE
Coro6	chr11	FALSE	TRUE
Srl	chr16	FALSE	FALSE
Baiap2l1	chr5	FALSE	FALSE
Atad5	chr11	FALSE	FALSE
Snrk	chr9	FALSE	FALSE
Spata19	chr9	FALSE	FALSE
Fkrp	chr7	FALSE	FALSE
Exosc1	chr19	FALSE	FALSE
Stmn3	chr2	FALSE	FALSE
Tex15	chr8	FALSE	FALSE
Selenos	chr7	FALSE	FALSE
Ncan	chr8	FALSE	FALSE
Pfkfb1	chrX	FALSE	FALSE
Nepro	chr16	FALSE	FALSE
Synm	chr7	FALSE	TRUE
Tmem60	chr5	FALSE	FALSE
Arf3	chr15	FALSE	FALSE
Gnl3l	chrX	FALSE	FALSE
Arap3	chr18	FALSE	FALSE
Prok2	chr6	FALSE	TRUE
Zmym1	chr4	FALSE	FALSE
Bloc1s1	chr10	FALSE	FALSE
Cd300c	chr11	FALSE	FALSE
Man1a	chr10	FALSE	FALSE
Slc11a1	chr1	FALSE	FALSE
Tgfa	chr6	FALSE	TRUE
Dsg2	chr18	FALSE	FALSE
Mapk15	chr15	FALSE	FALSE
Cep95	chr11	FALSE	FALSE
Pabpn1	chr14	FALSE	FALSE
Elp1	chr4	FALSE	FALSE
Sfxn1	chr13	FALSE	FALSE
Amdhd2	chr17	FALSE	FALSE
Arl2	chr19	FALSE	FALSE
Agmo	chr12	FALSE	FALSE
Uckl1	chr2	FALSE	TRUE
Pgs1	chr11	FALSE	FALSE
Fmo9	chr1	FALSE	FALSE
Tiprl	chr1	FALSE	FALSE
Apod	chr16	FALSE	FALSE
Lasp1	chr11	FALSE	FALSE
Gpr151	chr18	FALSE	FALSE
Mon1a	chr9	FALSE	FALSE
Pdcd7	chr9	FALSE	FALSE
Yeats4	chr10	FALSE	FALSE
Ces1b	chr8	FALSE	FALSE
Arhgap29	chr3	FALSE	FALSE
Wdr27	chr17	FALSE	TRUE
Inpp5d	chr1	FALSE	FALSE
Gins4	chr8	FALSE	FALSE
Prmt5	chr14	FALSE	FALSE
Ccpg1	chr9	FALSE	TRUE
Pdhx	chr2	FALSE	FALSE
Washc2	chr6	FALSE	FALSE
Ccdc174	chr6	FALSE	FALSE
Bcl7c	chr7	FALSE	FALSE
Mtx1	chr3	FALSE	FALSE
Fbxw13	chr9	FALSE	TRUE
Trpc7	chr13	FALSE	FALSE
Prpf40b	chr15	FALSE	FALSE
Rxylt1	chr10	FALSE	FALSE
Ilkap	chr1	FALSE	FALSE
Ift88	chr14	FALSE	FALSE
Zfp248	chr6	FALSE	FALSE
Rab3gap1	chr1	FALSE	FALSE
Ripply2	chr9	FALSE	FALSE
Ykt6	chr11	FALSE	FALSE
Pex2	chr3	FALSE	FALSE
Gpr35	chr1	FALSE	FALSE
Klc3	chr7	FALSE	TRUE
Best1	chr19	FALSE	FALSE
Rdh10	chr1	FALSE	FALSE
Ccdc170	chr10	FALSE	FALSE
C1rl	chr6	FALSE	FALSE
Kcnj1	chr9	FALSE	TRUE
Sec23ip	chr7	FALSE	FALSE
Hps4	chr5	FALSE	FALSE
Ndufb2	chr6	FALSE	FALSE
Usp36	chr11	FALSE	FALSE
Gnptg	chr17	FALSE	FALSE
Mpc2	chr1	FALSE	FALSE
Yipf5	chr18	FALSE	FALSE
Pla1a	chr16	FALSE	FALSE
Pla2g6	chr15	FALSE	FALSE
Nefh	chr11	FALSE	TRUE
Cadm4	chr7	FALSE	FALSE
Nat8f3	chr6	FALSE	FALSE
Pcf11	chr7	FALSE	FALSE
Cdk18	chr1	FALSE	FALSE
Tmem145	chr7	FALSE	FALSE
Cend1	chr7	FALSE	FALSE
Arhgap4	chrX	FALSE	FALSE
Spaca7	chr8	FALSE	FALSE
Gsdmd	chr15	FALSE	FALSE
Nfat5	chr8	FALSE	FALSE
Mtmr11	chr3	FALSE	TRUE
Themis3	chr17	FALSE	FALSE
Polg	chr7	FALSE	FALSE
Masp2	chr4	FALSE	FALSE
Mrpl1	chr5	FALSE	FALSE
Smtn	chr11	FALSE	FALSE
Rinl	chr7	FALSE	FALSE
Plekhg4	chr8	FALSE	FALSE
Gstcd	chr3	FALSE	FALSE
Efcab8	chr2	FALSE	FALSE
Mrap2	chr9	FALSE	TRUE
Mbip	chr12	FALSE	FALSE
Virma	chr4	FALSE	FALSE
Mapkapk3	chr9	FALSE	FALSE
Cyb5a	chr18	FALSE	FALSE
Zdhhc5	chr2	FALSE	FALSE
Lrg1	chr17	FALSE	TRUE
Sat1	chrX	FALSE	FALSE
Thoc1	chr18	FALSE	FALSE
Sox7	chr14	FALSE	FALSE
Osbpl11	chr16	FALSE	FALSE
Ap1g2	chr14	FALSE	FALSE
Abi2	chr1	FALSE	FALSE
Nup153	chr13	FALSE	FALSE
H3f3b	chr11	FALSE	FALSE
Drap1	chr19	FALSE	FALSE
Ttc21a	chr9	FALSE	FALSE
Plaa	chr4	FALSE	FALSE
Irs2	chr8	FALSE	FALSE
Utp4	chr8	FALSE	TRUE
Gm14569	chrX	FALSE	FALSE
Mtf2	chr5	FALSE	FALSE
Fpr2	chr17	FALSE	FALSE
Arpc1b	chr5	FALSE	FALSE
Gm13547	chr2	FALSE	FALSE
Zc3h12b	chrX	FALSE	FALSE
Thap7	chr16	FALSE	FALSE
Slco3a1	chr7	FALSE	FALSE
Calm3	chr7	FALSE	FALSE
Apobec2	chr17	FALSE	FALSE
Kcnmb1	chr11	FALSE	FALSE
Adgre5	chr8	FALSE	FALSE
Mov10	chr3	FALSE	TRUE
Arhgap15	chr2	FALSE	TRUE
Clca3a2	chr3	FALSE	FALSE
Chst5	chr8	FALSE	FALSE
Tsen2	chr6	FALSE	FALSE
Lgalsl	chr11	FALSE	FALSE
Tox4	chr14	FALSE	FALSE
Brd3os	chr2	FALSE	FALSE
Pigb	chr9	FALSE	FALSE
Tmed9	chr13	FALSE	FALSE
Lao1	chr4	FALSE	FALSE
Zfp706	chr15	FALSE	FALSE
Gemin2	chr12	FALSE	FALSE
Gltpd2	chr11	FALSE	TRUE
Megf8	chr7	FALSE	FALSE
Ndst2	chr14	FALSE	FALSE
Nprl3	chr11	FALSE	FALSE
Ffar4	chr19	FALSE	TRUE
Kcnh6	chr11	FALSE	FALSE
Ampd3	chr7	FALSE	FALSE
Entpd7	chr19	FALSE	FALSE
Fgl1	chr8	FALSE	FALSE
Prcp	chr7	FALSE	FALSE
Trpv4	chr5	FALSE	FALSE
Mettl15	chr2	FALSE	TRUE
Capn2	chr1	FALSE	FALSE
Map1s	chr8	FALSE	FALSE
Sft2d2	chr1	FALSE	FALSE
Hoxb5	chr11	FALSE	FALSE
Ccdc68	chr18	FALSE	FALSE
Calcrl	chr2	FALSE	FALSE
Epha6	chr16	FALSE	TRUE
Prpsap2	chr11	FALSE	FALSE
Mpg	chr11	FALSE	FALSE
Mapk4	chr18	FALSE	TRUE
Scaf11	chr15	FALSE	FALSE
Slco6d1	chr1	FALSE	TRUE
Zfp113	chr5	FALSE	FALSE
Rnf39	chr17	FALSE	TRUE
Ptbp1	chr10	FALSE	FALSE
Actr3	chr1	FALSE	FALSE
Mfhas1	chr8	FALSE	FALSE
Kcnn1	chr8	FALSE	FALSE
Tmem167b	chr3	FALSE	FALSE
Xirp1	chr9	FALSE	FALSE
Syt3	chr7	FALSE	FALSE
B4galnt3	chr6	FALSE	TRUE
Dus2	chr8	FALSE	FALSE
Cplx3	chr9	FALSE	FALSE
Aoc3	chr11	FALSE	TRUE
Mfn2	chr4	FALSE	FALSE
Phrf1	chr7	FALSE	FALSE
Grina	chr15	FALSE	FALSE
Rps4x	chrX	FALSE	FALSE
Isoc1	chr18	FALSE	FALSE
Cndp2	chr18	FALSE	FALSE
Tarbp2	chr15	FALSE	FALSE
Chuk	chr19	FALSE	FALSE
Cmpk1	chr4	FALSE	FALSE
Efhd1	chr1	FALSE	FALSE
Fut9	chr4	FALSE	FALSE
Pgd	chr4	FALSE	FALSE
Grik1	chr16	FALSE	TRUE
Oaz2	chr9	FALSE	FALSE
Armh1	chr4	FALSE	FALSE
Edn3	chr2	FALSE	TRUE
Nadsyn1	chr7	FALSE	FALSE
Lypla1	chr1	FALSE	FALSE
Ankrd29	chr18	FALSE	FALSE
Fbxl3	chr14	FALSE	FALSE
Psd2	chr18	FALSE	TRUE
Scn11a	chr9	FALSE	TRUE
9330159F19Rik	chr10	FALSE	FALSE
Bmp7	chr2	FALSE	TRUE
Cyp26a1	chr19	FALSE	TRUE
Rp2	chrX	FALSE	FALSE
Camk2n2	chr16	FALSE	TRUE
Pdzd9	chr7	FALSE	FALSE
Sp3	chr2	FALSE	FALSE
Srd5a2	chr17	FALSE	TRUE
Tceal1	chrX	FALSE	FALSE
Fbxo27	chr7	FALSE	FALSE
Ube4a	chr9	FALSE	FALSE
Rpap2	chr5	FALSE	FALSE
Hdac7	chr15	FALSE	FALSE
Rlf	chr4	FALSE	FALSE
Kcnk12	chr17	FALSE	FALSE
Alg2	chr4	FALSE	FALSE
Rps15a	chr7	FALSE	FALSE
Mup2	chr4	FALSE	FALSE
Fam220a	chr5	FALSE	FALSE
Cnbd1	chr4	FALSE	FALSE
Rasa2	chr9	FALSE	FALSE
Ppig	chr2	FALSE	FALSE
Gja4	chr4	FALSE	TRUE
Rasl10a	chr11	FALSE	FALSE
Tas1r2	chr4	FALSE	TRUE
Myom1	chr17	FALSE	FALSE
Klrb1	chr6	FALSE	FALSE
Hectd3	chr4	FALSE	FALSE
Septin8	chr11	FALSE	FALSE
St6galnac3	chr3	FALSE	FALSE
Wnt10b	chr15	FALSE	FALSE
Slc22a5	chr11	FALSE	FALSE
Pecam1	chr11	FALSE	FALSE
Rps3	chr7	FALSE	FALSE
Nfyc	chr4	FALSE	FALSE
Scrt2	chr2	FALSE	TRUE
Ltb4r2	chr14	FALSE	TRUE
Csnk1d	chr11	FALSE	FALSE
Stx16	chr2	FALSE	FALSE
Fam240a	chr9	FALSE	FALSE
Gm4894	chr9	FALSE	FALSE
Sh2d4a	chr8	FALSE	TRUE
Dnhd1	chr7	FALSE	FALSE
Tas2r119	chr15	FALSE	TRUE
Pdcd6ip	chr9	FALSE	FALSE
Myorg	chr4	FALSE	FALSE
Ndufa8	chr2	FALSE	FALSE
Pth2	chr7	FALSE	FALSE
Ntf5	chr7	FALSE	FALSE
Fmr1	chrX	FALSE	FALSE
Prx	chr7	FALSE	FALSE
Heatr5a	chr12	FALSE	FALSE
Adgrg6	chr10	FALSE	FALSE
Siglecf	chr7	FALSE	FALSE
Neurog2	chr3	FALSE	TRUE
Hmox2	chr16	FALSE	FALSE
Nudt12	chr17	FALSE	TRUE
Chpf2	chr5	FALSE	FALSE
Ackr3	chr1	FALSE	TRUE
Stip1	chr19	FALSE	FALSE
Xirp2	chr2	FALSE	FALSE
Naa16	chr14	FALSE	FALSE
Nme9	chr9	FALSE	FALSE
Cox5b	chr1	FALSE	FALSE
Ehd3	chr17	FALSE	FALSE
Pold1	chr7	FALSE	FALSE
Smndc1	chr19	FALSE	FALSE
Acnat2	chr4	FALSE	TRUE
Lgi1	chr19	TRUE	FALSE
Cnnm1	chr19	FALSE	FALSE
Ndc80	chr17	FALSE	FALSE
Kdelr2	chr5	FALSE	FALSE
Usf3	chr16	FALSE	FALSE
Dcpp1	chr17	FALSE	FALSE
Zbtb17	chr4	FALSE	FALSE
Slx4	chr16	FALSE	TRUE
Garem2	chr5	FALSE	FALSE
Fkbp4	chr6	FALSE	FALSE
Marveld2	chr13	FALSE	FALSE
Slc5a7	chr17	FALSE	FALSE
Slc16a11	chr11	FALSE	FALSE
H1f1	chr13	FALSE	FALSE
Taf5	chr19	FALSE	FALSE
Atp13a2	chr4	FALSE	FALSE
Kctd15	chr7	FALSE	FALSE
Mbl1	chr14	FALSE	FALSE
Sem1	chr6	FALSE	FALSE
Siah1a	chr8	FALSE	FALSE
Duoxa2	chr2	FALSE	FALSE
Lratd2	chr15	FALSE	TRUE
Myadm	chr7	FALSE	TRUE
Nipsnap3b	chr4	FALSE	FALSE
Ints14	chr9	FALSE	FALSE
Alkbh3	chr2	FALSE	FALSE
Slc17a9	chr2	FALSE	FALSE
Arpin	chr7	FALSE	FALSE
Fkbp3	chr12	FALSE	FALSE
Lsm14a	chr7	FALSE	FALSE
Mrps5	chr2	FALSE	FALSE
Noto	chr6	FALSE	TRUE
Col20a1	chr2	FALSE	FALSE
Cfap97d1	chr11	FALSE	FALSE
4931408C20Rik	chr1	FALSE	TRUE
Upk3b	chr5	FALSE	FALSE
Usp37	chr1	FALSE	FALSE
Ifi202b	chr1	FALSE	FALSE
Fxyd2	chr9	FALSE	FALSE
Cav3	chr6	FALSE	FALSE
Plcd4	chr1	FALSE	FALSE
Brms1	chr19	FALSE	FALSE
Nudt11	chrX	FALSE	FALSE
Msc	chr1	FALSE	TRUE
Tmem170b	chr13	FALSE	FALSE
Tmcc2	chr1	FALSE	FALSE
Eif2a	chr3	FALSE	FALSE
Dimt1	chr13	FALSE	FALSE
Mpdz	chr4	FALSE	FALSE
Adam33	chr2	FALSE	FALSE
Slc22a17	chr14	FALSE	FALSE
Igtp	chr11	FALSE	FALSE
Arhgef5	chr6	FALSE	FALSE
Rrbp1	chr2	FALSE	TRUE
Pym1	chr10	FALSE	FALSE
Rpl7l1	chr17	FALSE	FALSE
Zfp455	chr13	FALSE	FALSE
Scgb1c1	chr7	FALSE	FALSE
Cpn1	chr19	FALSE	FALSE
Fam131a	chr16	FALSE	TRUE
Mpzl2	chr9	FALSE	FALSE
Cdx4	chrX	FALSE	TRUE
Cdc20b	chr13	FALSE	FALSE
Slc18a2	chr19	FALSE	FALSE
Slc12a4	chr8	FALSE	FALSE
Sntb1	chr15	FALSE	FALSE
Ipo13	chr4	FALSE	FALSE
Kcng1	chr2	FALSE	FALSE
C330018D20Rik	chr18	FALSE	FALSE
Stk11	chr10	FALSE	FALSE
Glmn	chr5	FALSE	FALSE
Rnpepl1	chr1	FALSE	FALSE
Tars2	chr3	FALSE	FALSE
2610318N02Rik	chr16	FALSE	FALSE
Ctag2	chrX	FALSE	TRUE
Zfp689	chr7	FALSE	FALSE
Cd9	chr6	FALSE	TRUE
Ces1h	chr8	FALSE	FALSE
Ubxn2a	chr12	FALSE	FALSE
A2ml1	chr6	FALSE	FALSE
Ddx60	chr8	FALSE	FALSE
Cactin	chr10	FALSE	FALSE
Kcnd3	chr3	FALSE	FALSE
Tmem150a	chr6	FALSE	FALSE
Serpini2	chr3	FALSE	TRUE
Pkib	chr10	FALSE	FALSE
Tmem121b	chr6	FALSE	FALSE
Tcp1	chr17	FALSE	FALSE
Ddx23	chr15	FALSE	FALSE
Zfp110	chr7	FALSE	FALSE
Prrt3	chr6	FALSE	FALSE
Fam240b	chr13	FALSE	FALSE
Dnajc10	chr2	FALSE	FALSE
Nnmt	chr9	FALSE	FALSE
Hcrtr1	chr4	FALSE	TRUE
Mrpl42	chr10	FALSE	FALSE
Efcab11	chr12	FALSE	FALSE
Fgf2	chr3	FALSE	FALSE
Bcs1l	chr1	FALSE	FALSE
Utp14a	chrX	FALSE	FALSE
Faap100	chr11	FALSE	FALSE
Gab1	chr8	FALSE	TRUE
Mrpl35	chr6	FALSE	FALSE
Armc5	chr7	FALSE	FALSE
Ndrg2	chr14	FALSE	FALSE
Flna	chrX	FALSE	FALSE
Hepacam	chr9	FALSE	FALSE
Tmem63b	chr17	FALSE	FALSE
Dpp3	chr19	FALSE	FALSE
Ppp3r1	chr11	FALSE	FALSE
Zfp738	chr13	FALSE	FALSE
Zfp637	chr6	FALSE	FALSE
Appl2	chr10	FALSE	FALSE
Ebpl	chr14	FALSE	FALSE
Tcaf2	chr6	FALSE	FALSE
Efna4	chr3	FALSE	FALSE
Stau1	chr2	FALSE	FALSE
H4c4	chr13	FALSE	FALSE
Kcnn2	chr18	FALSE	TRUE
Plcl2	chr17	FALSE	TRUE
Cnpy4	chr5	FALSE	FALSE
C8b	chr4	FALSE	FALSE
Gm19402	chr10	FALSE	FALSE
Meox1	chr11	FALSE	FALSE
1700001O22Rik	chr2	FALSE	TRUE
Prmt6	chr3	FALSE	FALSE
Lingo2	chr4	FALSE	FALSE
Smim20	chr5	FALSE	FALSE
Sugt1	chr14	FALSE	FALSE
Mfsd9	chr1	FALSE	FALSE
Mycn	chr12	FALSE	TRUE
Mustn1	chr14	FALSE	FALSE
Rab11fip2	chr19	FALSE	FALSE
Cyp27a1	chr1	FALSE	FALSE
Rhot1	chr11	FALSE	FALSE
Tom1	chr8	FALSE	FALSE
Tmem158	chr9	FALSE	FALSE
Pcmtd2	chr2	FALSE	FALSE
Hpdl	chr4	FALSE	FALSE
Ppt2	chr17	FALSE	FALSE
Pkd1	chr17	FALSE	FALSE
Hdac3	chr18	FALSE	FALSE
Nxn	chr11	FALSE	FALSE
Dlg1	chr16	FALSE	FALSE
Gcnt4	chr13	FALSE	FALSE
Slc10a4	chr5	FALSE	FALSE
Uhrf2	chr19	FALSE	FALSE
Gapt	chr13	FALSE	FALSE
Jade1	chr3	FALSE	TRUE
Nfs1	chr2	FALSE	FALSE
Gas2l2	chr11	FALSE	FALSE
Ap1ar	chr3	FALSE	FALSE
Fndc3b	chr3	FALSE	TRUE
Rgs11	chr17	FALSE	FALSE
Timm10b	chr7	FALSE	FALSE
Ptpn7	chr1	FALSE	FALSE
1700018B08Rik	chr8	FALSE	FALSE
Adam15	chr3	FALSE	FALSE
Lysmd2	chr9	FALSE	FALSE
Cnfn	chr7	FALSE	FALSE
Slc38a11	chr2	FALSE	TRUE
Mrpl28	chr17	FALSE	FALSE
Arpc2	chr1	FALSE	FALSE
Pex11g	chr8	FALSE	FALSE
Kif5b	chr18	FALSE	FALSE
Polr3h	chr15	FALSE	FALSE
4921524J17Rik	chr8	FALSE	FALSE
Mettl25	chr10	FALSE	FALSE
Ptpn21	chr12	FALSE	FALSE
Txndc8	chr4	FALSE	TRUE
Nxf7	chrX	FALSE	FALSE
Itga4	chr2	FALSE	FALSE
Tmem132b	chr5	FALSE	TRUE
Zc3h7b	chr15	FALSE	FALSE
Glrx	chr13	FALSE	TRUE
Aldh6a1	chr12	FALSE	FALSE
Tmem151b	chr17	FALSE	FALSE
S1pr2	chr9	FALSE	FALSE
Dcakd	chr11	FALSE	FALSE
Gm9507	chr10	FALSE	FALSE
Ldb1	chr19	FALSE	TRUE
Id2	chr12	FALSE	FALSE
Asgr2	chr11	FALSE	FALSE
S100a3	chr3	FALSE	FALSE
Mcmbp	chr7	FALSE	FALSE
Scrib	chr15	FALSE	FALSE
Pfdn4	chr2	FALSE	FALSE
Kansl2	chr15	FALSE	FALSE
Dcx	chrX	FALSE	TRUE
Slc31a2	chr4	FALSE	FALSE
Jup	chr11	FALSE	FALSE
Ctrb1	chr8	FALSE	FALSE
Ftcd	chr10	FALSE	TRUE
Mecom	chr3	FALSE	FALSE
Mapk9	chr11	FALSE	FALSE
Cerk	chr15	FALSE	FALSE
Traf3	chr12	FALSE	FALSE
Pttg1ip	chr10	FALSE	FALSE
Adgrl1	chr8	FALSE	FALSE
Sos1	chr17	FALSE	FALSE
Ube2d3	chr3	FALSE	FALSE
Ankdd1a	chr9	FALSE	FALSE
Rbbp4	chr4	FALSE	FALSE
Tas2r134	chr2	FALSE	FALSE
Yap1	chr9	FALSE	FALSE
Naf1	chr8	FALSE	FALSE
Anks3	chr16	FALSE	FALSE
Cyp4v3	chr8	FALSE	FALSE
Tm7sf3	chr6	FALSE	FALSE
Cxxc1	chr18	FALSE	FALSE
Git1	chr11	FALSE	FALSE
Fktn	chr4	FALSE	FALSE
Eif3j1	chr2	FALSE	FALSE
Mrnip	chr11	FALSE	FALSE
Prkd1	chr12	FALSE	FALSE
Abcd4	chr12	FALSE	FALSE
Noc4l	chr5	FALSE	FALSE
Stx12	chr4	FALSE	FALSE
Tnnt1	chr7	FALSE	FALSE
Bcam	chr7	FALSE	FALSE
Utp3	chr5	FALSE	FALSE
Soga3	chr10	FALSE	FALSE
Plch2	chr4	FALSE	FALSE
Orai1	chr5	FALSE	FALSE
Slc8a2	chr7	FALSE	FALSE
Triml1	chr8	FALSE	FALSE
Slc23a4	chr6	FALSE	FALSE
Brd9	chr13	FALSE	FALSE
Acadl	chr1	FALSE	TRUE
2310009B15Rik	chr1	FALSE	FALSE
Luzp2	chr7	FALSE	TRUE
Slc15a4	chr5	FALSE	FALSE
Bmt2	chr6	FALSE	FALSE
Vdac1	chr11	FALSE	FALSE
Ak7	chr12	FALSE	FALSE
Pip4p1	chr14	FALSE	FALSE
Lpcat1	chr13	FALSE	FALSE
Tmprss3	chr17	FALSE	FALSE
Ticrr	chr7	FALSE	FALSE
Evx1	chr6	FALSE	TRUE
Sema4g	chr19	FALSE	FALSE
Primpol	chr8	FALSE	TRUE
Mettl21a	chr1	FALSE	FALSE
Pld2	chr11	FALSE	FALSE
Nsg2	chr11	FALSE	TRUE
Smc1a	chrX	FALSE	FALSE
Rnd2	chr11	FALSE	FALSE
Nfu1	chr6	FALSE	FALSE
Dclre1b	chr3	FALSE	FALSE
Mapk11	chr15	FALSE	FALSE
Zfp524	chr7	FALSE	FALSE
Slc4a3	chr1	FALSE	FALSE
Myh14	chr7	FALSE	FALSE
Gcnt1	chr19	FALSE	TRUE
Ptrh2	chr11	FALSE	FALSE
Tmem218	chr9	FALSE	FALSE
Gak	chr5	FALSE	FALSE
Mfn1	chr3	FALSE	FALSE
Trir	chr8	FALSE	FALSE
Rpl27	chr11	FALSE	FALSE
Nfatc4	chr14	FALSE	FALSE
Myl6b	chr10	FALSE	FALSE
Slc4a11	chr2	FALSE	FALSE
Fgf13	chrX	FALSE	TRUE
Gcdh	chr8	FALSE	FALSE
Ano2	chr6	FALSE	FALSE
Fam118b	chr9	FALSE	FALSE
Steap2	chr5	FALSE	TRUE
Praf2	chrX	FALSE	FALSE
Stil	chr4	FALSE	FALSE
Hk1	chr10	FALSE	FALSE
Ptchd1	chrX	TRUE	FALSE
Insyn2a	chr7	FALSE	TRUE
Btn2a2	chr13	FALSE	FALSE
Ryr3	chr2	FALSE	TRUE
Rrp7a	chr15	FALSE	FALSE
Cr1l	chr1	FALSE	FALSE
AA986860	chr1	FALSE	FALSE
Pygb	chr2	FALSE	FALSE
Tada3	chr6	FALSE	FALSE
Alg10b	chr15	FALSE	FALSE
Cadm3	chr1	FALSE	FALSE
Gnpnat1	chr14	FALSE	FALSE
Net1	chr13	FALSE	FALSE
Nle1	chr11	FALSE	FALSE
Vps72	chr3	FALSE	FALSE
Zp1	chr19	FALSE	TRUE
Rnase2a	chr14	FALSE	FALSE
Matn2	chr15	FALSE	FALSE
Ndufa10	chr1	FALSE	FALSE
Stac	chr9	FALSE	FALSE
Fhl3	chr4	FALSE	FALSE
Rax	chr18	FALSE	FALSE
Vars2	chr17	FALSE	FALSE
Fosb	chr7	FALSE	FALSE
Rbm4b	chr19	FALSE	FALSE
Ak4	chr4	FALSE	FALSE
Qrfpr	chr3	FALSE	FALSE
Ppfia4	chr1	FALSE	FALSE
Wdr3	chr3	FALSE	TRUE
Smlr1	chr10	FALSE	FALSE
Man2a2	chr7	FALSE	FALSE
