gene_name	chr	is_neuronal	k27me3_predicted
Ftcd	chr10	FALSE	FALSE
Ftmt	chr18	FALSE	TRUE
Fut10	chr8	TRUE	TRUE
Fut4	chr9	FALSE	FALSE
Fxr1	chr3	TRUE	FALSE
Fxyd5	chr7	FALSE	FALSE
Fyb2	chr4	FALSE	FALSE
Fzd1	chr5	TRUE	TRUE
Fzd10	chr5	FALSE	FALSE
Fzd2	chr11	TRUE	TRUE
Fzd5	chr1	TRUE	FALSE
Fzd6	chr15	TRUE	FALSE
Fzd8	chr18	FALSE	FALSE
Fzd9	chr5	TRUE	FALSE
G2e3	chr12	FALSE	FALSE
G6pc2	chr2	FALSE	TRUE
Gabra2	chr5	TRUE	FALSE
Gabra5	chr7	TRUE	FALSE
Gabrb1	chr5	TRUE	TRUE
Gabre	chrX	TRUE	FALSE
Gabrg1	chr5	TRUE	TRUE
Gabrq	chrX	TRUE	FALSE
Gad1	chr2	FALSE	FALSE
Gad2	chr2	FALSE	FALSE
Gadd45g	chr13	FALSE	TRUE
Gadl1	chr9	FALSE	TRUE
Gal	chr19	TRUE	FALSE
Gal3st1	chr11	TRUE	FALSE
Gal3st4	chr5	FALSE	TRUE
Galc	chr12	TRUE	FALSE
Galnt10	chr11	FALSE	FALSE
Galnt12	chr4	FALSE	FALSE
Galnt14	chr17	FALSE	FALSE
Galnt3	chr2	FALSE	FALSE
Galnt5	chr2	FALSE	TRUE
Galnt6	chr15	FALSE	FALSE
Galntl6	chr8	FALSE	TRUE
Galr1	chr18	FALSE	FALSE
Galr2	chr11	TRUE	FALSE
Gap43	chr16	TRUE	FALSE
Gapt	chr13	FALSE	TRUE
Garem2	chr5	TRUE	TRUE
Gas1	chr13	TRUE	FALSE
Gas2	chr7	FALSE	TRUE
Gas2l2	chr11	FALSE	FALSE
Gas2l3	chr10	FALSE	TRUE
Gas6	chr8	TRUE	TRUE
Gas7	chr11	TRUE	TRUE
Gask1b	chr3	FALSE	FALSE
Gata2	chr6	TRUE	FALSE
Gata3	chr2	TRUE	FALSE
Gata4	chr14	FALSE	FALSE
Gata5	chr2	FALSE	FALSE
Gata6	chr18	FALSE	FALSE
Gatd3a	chr10	FALSE	TRUE
Gbe1	chr16	TRUE	TRUE
Gbp3	chr3	FALSE	FALSE
Gbp5	chr3	FALSE	FALSE
Gbp7	chr3	FALSE	FALSE
Gbx1	chr5	TRUE	FALSE
Gbx2	chr1	TRUE	FALSE
Gca	chr2	FALSE	TRUE
Gcg	chr2	FALSE	TRUE
Gch1	chr14	TRUE	FALSE
Gckr	chr5	FALSE	FALSE
Gclm	chr3	TRUE	TRUE
Gcnt1	chr19	FALSE	TRUE
Gcnt2	chr13	FALSE	FALSE
Gcnt4	chr13	FALSE	FALSE
Gda	chr19	FALSE	TRUE
Gdf10	chr14	TRUE	FALSE
Gdf2	chr14	TRUE	TRUE
Gdf6	chr4	TRUE	FALSE
Gdf7	chr12	TRUE	FALSE
Gdnf	chr15	TRUE	FALSE
Gdpd2	chrX	FALSE	FALSE
Gem	chr4	FALSE	FALSE
Gfi1	chr5	TRUE	FALSE
Gfi1b	chr2	FALSE	TRUE
Gfpt2	chr11	FALSE	FALSE
Gfra1	chr19	TRUE	FALSE
Gfra2	chr14	TRUE	FALSE
Gfra3	chr18	TRUE	FALSE
Ggct	chr6	FALSE	TRUE
Ggt1	chr10	FALSE	TRUE
Ggta1	chr2	FALSE	FALSE
Ghitm	chr14	FALSE	TRUE
Ghsr	chr3	TRUE	FALSE
Gimap1	chr6	FALSE	FALSE
Gins3	chr8	FALSE	TRUE
Gip	chr11	TRUE	TRUE
Gipc2	chr3	FALSE	FALSE
Gipr	chr7	TRUE	TRUE
Gja1	chr10	TRUE	FALSE
Gja10	chr4	TRUE	TRUE
Gja3	chr14	TRUE	FALSE
Gja4	chr4	FALSE	FALSE
Gja8	chr3	FALSE	TRUE
Gjb1	chrX	FALSE	TRUE
Gjb2	chr14	TRUE	FALSE
Gjb3	chr4	FALSE	FALSE
Gjb5	chr4	FALSE	FALSE
Gjb6	chr14	TRUE	FALSE
Gjc2	chr11	TRUE	TRUE
Gk2	chr5	FALSE	TRUE
Gkn3	chr6	FALSE	TRUE
Glb1l2	chr9	FALSE	FALSE
Gldc	chr19	FALSE	FALSE
Gldn	chr9	TRUE	FALSE
Gli1	chr10	TRUE	FALSE
Gli2	chr1	TRUE	FALSE
Gli3	chr13	TRUE	FALSE
Glipr2	chr4	FALSE	FALSE
Glis1	chr4	FALSE	FALSE
Glis3	chr19	FALSE	FALSE
Glp1r	chr17	TRUE	FALSE
Glra1	chr11	TRUE	FALSE
Glra3	chr8	TRUE	FALSE
Glrp1	chr1	FALSE	FALSE
Glt28d2	chr3	FALSE	TRUE
Gm10220	chr5	FALSE	FALSE
Gm10406	chr14	FALSE	FALSE
Gm1043	chr5	FALSE	FALSE
Gm11733	chr11	FALSE	TRUE
Gm12695	chr4	FALSE	FALSE
Gm12830	chr4	FALSE	FALSE
Gm13288	chr4	FALSE	TRUE
Gm15217	chr14	FALSE	TRUE
Gm17455	chr10	FALSE	FALSE
Gm19345	chr7	FALSE	TRUE
Gm19410	chr8	FALSE	FALSE
Gm1979	chr5	FALSE	TRUE
Gm19935	chr8	FALSE	FALSE
Gm266	chr12	FALSE	FALSE
Gm3383	chr14	FALSE	FALSE
Gm4791	chr9	FALSE	TRUE
Gm4894	chr9	FALSE	FALSE
Gm5105	chr3	FALSE	TRUE
Gm815	chr19	FALSE	TRUE
Gm826	chr2	FALSE	FALSE
Gm9376	chr14	FALSE	FALSE
Gmds	chr13	FALSE	TRUE
Gmnc	chr16	TRUE	TRUE
Gmpr	chr13	FALSE	TRUE
Gna14	chr19	FALSE	FALSE
Gna15	chr10	FALSE	FALSE
Gnal	chr18	TRUE	FALSE
Gnaq	chr19	TRUE	TRUE
Gnas	chr2	TRUE	FALSE
Gnat1	chr9	TRUE	FALSE
Gnb4	chr3	FALSE	FALSE
Gne	chr4	FALSE	TRUE
Gng13	chr17	TRUE	FALSE
Gng4	chr13	FALSE	FALSE
Gng5	chr3	FALSE	FALSE
Gnpda2	chr5	FALSE	TRUE
Gns	chr10	FALSE	TRUE
Golim4	chr3	FALSE	TRUE
Gorasp2	chr2	FALSE	TRUE
Got1	chr19	FALSE	TRUE
Got1l1	chr8	FALSE	FALSE
Got2	chr8	FALSE	TRUE
Gp1bb	chr16	FALSE	FALSE
Gp5	chr16	FALSE	FALSE
Gpa33	chr1	FALSE	TRUE
Gpam	chr19	FALSE	FALSE
Gpat3	chr5	FALSE	FALSE
Gpatch2l	chr12	FALSE	TRUE
Gpc2	chr5	TRUE	TRUE
Gpc3	chrX	FALSE	FALSE
Gpc4	chrX	TRUE	FALSE
Gpc5	chr14	FALSE	FALSE
Gpc6	chr14	TRUE	FALSE
Gpd2	chr2	FALSE	TRUE
Gphb5	chr12	FALSE	FALSE
Gphn	chr12	TRUE	FALSE
Gpnmb	chr6	FALSE	FALSE
Gpr101	chrX	FALSE	FALSE
Gpr12	chr5	FALSE	FALSE
Gpr132	chr12	FALSE	TRUE
Gpr139	chr7	FALSE	FALSE
Gpr149	chr3	FALSE	FALSE
Gpr151	chr18	TRUE	FALSE
Gpr156	chr16	FALSE	TRUE
Gpr160	chr3	FALSE	FALSE
Gpr161	chr1	TRUE	FALSE
Gpr20	chr15	FALSE	FALSE
Gpr26	chr7	FALSE	FALSE
Gpr37	chr6	TRUE	FALSE
Gpr39	chr1	TRUE	FALSE
Gpr50	chrX	FALSE	FALSE
Gpr55	chr1	FALSE	FALSE
Gpr6	chr10	FALSE	FALSE
Gpr83	chr9	FALSE	FALSE
Gpr88	chr3	TRUE	FALSE
Gpr89	chr3	FALSE	TRUE
Gprc5a	chr6	FALSE	FALSE
Gprc5d	chr6	FALSE	TRUE
Gprin2	chr14	TRUE	TRUE
Gprin3	chr6	TRUE	TRUE
Gpx5	chr13	FALSE	TRUE
Gpx8	chr13	FALSE	TRUE
Grap	chr11	TRUE	FALSE
Grb10	chr11	FALSE	FALSE
Grb14	chr2	FALSE	FALSE
Greb1	chr12	FALSE	FALSE
Greb1l	chr18	FALSE	FALSE
Grem1	chr2	FALSE	FALSE
Grem2	chr1	FALSE	FALSE
Grhl1	chr12	FALSE	TRUE
Grhl2	chr15	TRUE	FALSE
Grhl3	chr4	TRUE	FALSE
Gria1	chr11	TRUE	FALSE
Gria3	chrX	TRUE	FALSE
Grid1	chr14	TRUE	FALSE
Grid2	chr6	TRUE	TRUE
Grifin	chr5	FALSE	FALSE
Grik1	chr16	TRUE	TRUE
Grik3	chr4	TRUE	FALSE
Grik4	chr9	TRUE	FALSE
Grin2b	chr6	TRUE	FALSE
Grin2d	chr7	TRUE	FALSE
Grin3a	chr4	TRUE	FALSE
Grip1	chr10	TRUE	FALSE
Grip2	chr6	TRUE	FALSE
Grm2	chr9	TRUE	FALSE
Grm3	chr5	TRUE	FALSE
Grm6	chr11	TRUE	FALSE
Grm7	chr6	TRUE	FALSE
Grm8	chr6	TRUE	FALSE
Grp	chr18	FALSE	FALSE
Grtp1	chr8	FALSE	FALSE
Grwd1	chr7	FALSE	FALSE
Grxcr1	chr5	TRUE	TRUE
Gsap	chr5	FALSE	FALSE
Gsc	chr12	TRUE	TRUE
Gsdmc	chr15	FALSE	FALSE
Gsg1	chr6	FALSE	FALSE
Gsg1l	chr7	TRUE	FALSE
Gsn	chr2	TRUE	FALSE
Gstk1	chr6	FALSE	TRUE
Gsto2	chr19	FALSE	TRUE
Gstt2	chr10	FALSE	TRUE
Gstt3	chr10	FALSE	TRUE
Gsx1	chr5	TRUE	FALSE
Gsx2	chr5	TRUE	FALSE
Gtdc1	chr2	FALSE	TRUE
Gtf2f2	chr14	FALSE	FALSE
Gtf3c1	chr7	FALSE	FALSE
Gtf3c3	chr1	FALSE	TRUE
Gtpbp10	chr5	FALSE	TRUE
Guca1a	chr17	TRUE	TRUE
Gucy1a1	chr3	TRUE	FALSE
Gucy1b2	chr14	FALSE	TRUE
Gxylt1	chr15	FALSE	FALSE
Gxylt2	chr6	FALSE	FALSE
Gypa	chr8	FALSE	FALSE
Gypc	chr18	FALSE	FALSE
Gzmk	chr13	FALSE	TRUE
H2-Ab1	chr17	FALSE	FALSE
H2-DMa	chr17	FALSE	TRUE
H2-K1	chr17	TRUE	TRUE
H2-M5	chr17	FALSE	FALSE
H2-Q1	chr17	FALSE	FALSE
H2-Q2	chr17	FALSE	FALSE
H2-T3	chr17	FALSE	FALSE
H2ac8	chr13	FALSE	TRUE
H2al2a	chr2	FALSE	TRUE
H2bc8	chr13	FALSE	TRUE
H2bc9	chr13	FALSE	TRUE
H3c2	chr13	FALSE	TRUE
H3c4	chr13	FALSE	TRUE
Habp2	chr19	FALSE	TRUE
Hal	chr10	FALSE	TRUE
Hand1	chr11	FALSE	TRUE
Hao2	chr3	FALSE	FALSE
Hapln1	chr13	TRUE	FALSE
Hapln2	chr3	TRUE	TRUE
Hapln3	chr7	TRUE	FALSE
Hapln4	chr8	TRUE	FALSE
Has3	chr8	FALSE	FALSE
Hba-x	chr11	FALSE	TRUE
Hbp1	chr12	FALSE	FALSE
Hcar1	chr5	FALSE	FALSE
Hck	chr2	FALSE	FALSE
Hcn1	chr13	TRUE	TRUE
Hcn4	chr9	FALSE	FALSE
Hcrtr1	chr4	FALSE	FALSE
Hcrtr2	chr9	FALSE	FALSE
Hdac4	chr1	TRUE	TRUE
Hdac9	chr12	TRUE	FALSE
Hdgfl3	chr7	TRUE	FALSE
Hebp2	chr10	FALSE	TRUE
Helb	chr10	FALSE	FALSE
Helt	chr8	TRUE	FALSE
Hepacam2	chr6	FALSE	TRUE
Hes1	chr16	TRUE	TRUE
Hes2	chr4	TRUE	TRUE
Hes3	chr4	TRUE	TRUE
Hesx1	chr14	TRUE	TRUE
Hey1	chr3	TRUE	FALSE
Hey2	chr10	TRUE	FALSE
Heyl	chr4	TRUE	TRUE
Hhatl	chr9	FALSE	FALSE
Hhex	chr19	TRUE	FALSE
Hhip	chr8	TRUE	FALSE
Hhipl1	chr12	FALSE	TRUE
Hibadh	chr6	FALSE	TRUE
Hic1	chr11	FALSE	TRUE
Hif1an	chr19	FALSE	FALSE
Hif3a	chr7	FALSE	TRUE
Hint2	chr4	FALSE	TRUE
Hjv	chr3	FALSE	TRUE
Hk2	chr6	FALSE	FALSE
Hlcs	chr16	FALSE	TRUE
Hlf	chr11	FALSE	FALSE
Hlx	chr1	TRUE	FALSE
Hmcn1	chr1	FALSE	FALSE
Hmcn2	chr2	TRUE	FALSE
Hmg20b	chr10	TRUE	TRUE
Hmga2	chr10	TRUE	FALSE
Hmx1	chr5	FALSE	FALSE
Hmx2	chr7	TRUE	TRUE
Hmx3	chr7	TRUE	FALSE
Hnf1b	chr11	TRUE	TRUE
Hnrnpa3	chr2	FALSE	FALSE
Hnrnpd	chr5	TRUE	TRUE
Hopx	chr5	FALSE	FALSE
Hoxa10	chr6	FALSE	FALSE
Hoxb1	chr11	TRUE	FALSE
Hoxb13	chr11	FALSE	FALSE
Hoxb2	chr11	TRUE	FALSE
Hoxb3	chr11	TRUE	FALSE
Hoxb7	chr11	FALSE	FALSE
Hoxb9	chr11	FALSE	FALSE
Hoxc13	chr15	FALSE	FALSE
Hoxc4	chr15	FALSE	FALSE
Hoxc6	chr15	FALSE	FALSE
Hoxd1	chr2	TRUE	FALSE
Hoxd11	chr2	FALSE	FALSE
Hoxd3	chr2	TRUE	FALSE
Hoxd8	chr2	FALSE	FALSE
Hoxd9	chr2	TRUE	FALSE
Hpgd	chr8	FALSE	FALSE
Hpgds	chr6	FALSE	TRUE
Hps1	chr19	FALSE	TRUE
Hpse2	chr19	FALSE	TRUE
Hrh1	chr6	TRUE	FALSE
Hrh2	chr13	TRUE	FALSE
Hrh3	chr2	TRUE	FALSE
Hrk	chr5	TRUE	FALSE
Hs1bp3	chr12	FALSE	TRUE
Hs2st1	chr3	FALSE	FALSE
Hs3st2	chr7	FALSE	FALSE
Hs3st3a1	chr11	FALSE	FALSE
Hs3st3b1	chr11	FALSE	FALSE
Hs3st4	chr7	FALSE	FALSE
Hs3st6	chr17	FALSE	FALSE
Hs6st3	chr14	FALSE	TRUE
Hsd17b1	chr11	FALSE	TRUE
Hsd17b11	chr5	FALSE	TRUE
Hsd17b12	chr2	FALSE	TRUE
Hsf2bp	chr17	FALSE	FALSE
Hsf4	chr8	FALSE	TRUE
Hsfy2	chr1	FALSE	FALSE
Hspa12b	chr2	FALSE	FALSE
Hspa2	chr12	TRUE	TRUE
Hspb3	chr13	FALSE	TRUE
Hspg2	chr4	TRUE	TRUE
Htatip2	chr7	FALSE	FALSE
Htr1a	chr13	TRUE	FALSE
Htr1b	chr9	TRUE	FALSE
Htr1d	chr4	TRUE	FALSE
Htr1f	chr16	TRUE	FALSE
Htr2a	chr14	TRUE	FALSE
Htr2c	chrX	TRUE	FALSE
Htr3a	chr9	TRUE	FALSE
Htr3b	chr9	TRUE	TRUE
Htr4	chr18	TRUE	FALSE
Htr5a	chr5	TRUE	FALSE
Htr5b	chr1	TRUE	FALSE
Htr6	chr4	TRUE	FALSE
Htr7	chr19	TRUE	TRUE
Htra1	chr7	FALSE	FALSE
Htra3	chr5	FALSE	FALSE
Htra4	chr8	FALSE	FALSE
Hunk	chr16	FALSE	FALSE
Hydin	chr8	TRUE	TRUE
Hyls1	chr9	FALSE	TRUE
Ibtk	chr9	FALSE	TRUE
Icam1	chr9	FALSE	FALSE
Ice1	chr13	FALSE	TRUE
Icos	chr1	FALSE	TRUE
Id1	chr2	TRUE	TRUE
Id2	chr12	TRUE	TRUE
Id3	chr4	TRUE	TRUE
Id4	chr13	TRUE	TRUE
Ido2	chr8	FALSE	FALSE
Ier5l	chr2	FALSE	FALSE
Ifih1	chr2	FALSE	TRUE
Ifitm2	chr7	FALSE	TRUE
Ifnab	chr4	FALSE	FALSE
Ifnar2	chr16	FALSE	FALSE
Ifnb1	chr4	TRUE	TRUE
Ifng	chr10	TRUE	TRUE
Ifnlr1	chr4	FALSE	FALSE
Ift57	chr16	TRUE	TRUE
Igbp1b	chr6	FALSE	FALSE
Igdcc3	chr9	TRUE	FALSE
Igf1	chr10	TRUE	FALSE
Igf1r	chr7	TRUE	TRUE
Igf2	chr7	TRUE	FALSE
Igf2bp1	chr11	TRUE	FALSE
Igf2bp2	chr16	TRUE	FALSE
Igf2bp3	chr6	TRUE	TRUE
Igfbp2	chr1	FALSE	TRUE
Igfbp3	chr11	FALSE	FALSE
Igfbp6	chr15	FALSE	TRUE
Igfbp7	chr5	FALSE	FALSE
Igfbpl1	chr4	FALSE	FALSE
Igfn1	chr1	FALSE	FALSE
Igsf11	chr16	TRUE	TRUE
Igsf21	chr4	TRUE	TRUE
Igsf3	chr3	FALSE	TRUE
Igsf5	chr16	FALSE	TRUE
Igsf9	chr1	TRUE	TRUE
Ihh	chr1	TRUE	FALSE
Ikzf1	chr11	TRUE	FALSE
Ikzf2	chr1	FALSE	TRUE
Ikzf3	chr11	FALSE	FALSE
Il11	chr7	FALSE	TRUE
Il12a	chr3	TRUE	TRUE
Il12b	chr11	FALSE	TRUE
Il12rb1	chr8	FALSE	TRUE
Il12rb2	chr6	FALSE	FALSE
Il15	chr8	FALSE	FALSE
Il15ra	chr2	TRUE	FALSE
Il17ra	chr6	FALSE	FALSE
Il17rd	chr14	FALSE	FALSE
Il18rap	chr1	FALSE	TRUE
Il1b	chr2	TRUE	TRUE
Il1rl2	chr1	FALSE	FALSE
Il20ra	chr10	FALSE	FALSE
Il20rb	chr9	FALSE	FALSE
Il21r	chr7	FALSE	FALSE
Il27ra	chr8	TRUE	FALSE
Il33	chr19	TRUE	TRUE
Il4ra	chr7	FALSE	FALSE
Il6st	chr13	TRUE	FALSE
Ildr1	chr16	FALSE	FALSE
Ildr2	chr1	FALSE	TRUE
Impa2	chr18	FALSE	TRUE
Impdh1	chr6	FALSE	TRUE
Impg2	chr16	TRUE	TRUE
Inava	chr1	FALSE	FALSE
Inf2	chr12	FALSE	FALSE
Ing2	chr8	FALSE	TRUE
Inhba	chr13	TRUE	FALSE
Inhbb	chr1	TRUE	FALSE
Ino80c	chr18	FALSE	TRUE
Ino80d	chr1	FALSE	TRUE
Ins1	chr19	TRUE	FALSE
Insc	chr7	TRUE	FALSE
Insl3	chr8	FALSE	TRUE
Insl6	chr19	FALSE	TRUE
Insm1	chr2	TRUE	TRUE
Insm2	chr12	TRUE	FALSE
Insrr	chr3	FALSE	FALSE
Insyn2a	chr7	TRUE	FALSE
Insyn2b	chr11	TRUE	FALSE
Intu	chr3	TRUE	TRUE
Ipmk	chr10	TRUE	FALSE
Iqank1	chr15	FALSE	FALSE
Iqca1l	chr5	FALSE	FALSE
Iqgap2	chr13	FALSE	TRUE
Iqsec1	chr6	TRUE	TRUE
Iqsec3	chr6	TRUE	FALSE
Irak3	chr10	FALSE	FALSE
Irf4	chr13	TRUE	FALSE
Irf5	chr6	FALSE	FALSE
Irf6	chr1	FALSE	FALSE
Irf8	chr8	TRUE	FALSE
Irs3	chr5	FALSE	FALSE
Irs4	chrX	FALSE	FALSE
Irx1	chr13	TRUE	FALSE
Irx2	chr13	TRUE	FALSE
Irx3	chr8	TRUE	FALSE
Irx4	chr13	TRUE	FALSE
Irx5	chr8	TRUE	TRUE
Irx6	chr8	TRUE	FALSE
Isg20	chr7	FALSE	FALSE
Isl1	chr13	TRUE	FALSE
Isl2	chr9	TRUE	FALSE
Islr2	chr9	TRUE	TRUE
Ism1	chr2	FALSE	TRUE
Ism2	chr12	FALSE	FALSE
Isoc1	chr18	FALSE	FALSE
Itga1	chr13	TRUE	FALSE
Itga11	chr9	FALSE	FALSE
Itga2	chr13	TRUE	FALSE
Itga4	chr2	TRUE	TRUE
Itga5	chr15	TRUE	TRUE
Itga6	chr2	TRUE	TRUE
Itga8	chr2	TRUE	FALSE
Itga9	chr9	FALSE	FALSE
Itgb1	chr8	TRUE	FALSE
Itgb5	chr16	FALSE	TRUE
Itgb6	chr2	TRUE	TRUE
Itgb8	chr12	TRUE	FALSE
Itih5	chr2	FALSE	FALSE
Itpka	chr2	TRUE	FALSE
Itpr1	chr6	TRUE	TRUE
Itpr2	chr6	FALSE	FALSE
Itprip	chr19	FALSE	FALSE
Itpripl1	chr2	FALSE	TRUE
Itpripl2	chr7	FALSE	TRUE
Iyd	chr10	FALSE	TRUE
Jag1	chr2	TRUE	FALSE
Jakmip1	chr5	TRUE	FALSE
Jam2	chr16	TRUE	FALSE
Jarid2	chr13	FALSE	TRUE
Jcad	chr18	FALSE	FALSE
Jdp2	chr12	FALSE	TRUE
Jhy	chr9	TRUE	FALSE
Jph2	chr2	FALSE	FALSE
Jun	chr4	TRUE	FALSE
Kalrn	chr16	TRUE	FALSE
Kank1	chr19	TRUE	FALSE
Kank3	chr17	FALSE	TRUE
Kank4	chr4	FALSE	FALSE
Katnal1	chr5	FALSE	TRUE
Katnbl1	chr2	FALSE	TRUE
Kbtbd13	chr9	TRUE	TRUE
Kbtbd8	chr6	FALSE	FALSE
Kcna10	chr3	FALSE	TRUE
Kcna2	chr3	TRUE	FALSE
Kcna3	chr3	TRUE	TRUE
Kcna5	chr6	FALSE	FALSE
Kcna6	chr6	FALSE	FALSE
Kcnab1	chr3	TRUE	TRUE
Kcnb1	chr2	TRUE	FALSE
Kcnc2	chr10	TRUE	FALSE
Kcnc4	chr3	TRUE	TRUE
Kcne1	chr16	TRUE	TRUE
Kcne3	chr7	FALSE	FALSE
Kcne4	chr1	FALSE	FALSE
Kcnf1	chr12	FALSE	FALSE
Kcng1	chr2	FALSE	FALSE
Kcng2	chr18	FALSE	FALSE
Kcng3	chr17	FALSE	FALSE
Kcng4	chr8	FALSE	FALSE
Kcnh3	chr15	FALSE	FALSE
Kcnh4	chr11	FALSE	TRUE
Kcnh5	chr12	FALSE	FALSE
Kcnh7	chr2	FALSE	TRUE
Kcnh8	chr17	FALSE	FALSE
Kcnip1	chr11	TRUE	FALSE
Kcnj1	chr9	FALSE	FALSE
Kcnj10	chr1	TRUE	TRUE
Kcnj2	chr11	TRUE	FALSE
Kcnj4	chr15	FALSE	FALSE
Kcnj5	chr9	FALSE	FALSE
Kcnj8	chr6	TRUE	FALSE
Kcnk13	chr12	TRUE	FALSE
Kcnk15	chr2	FALSE	FALSE
Kcnk16	chr14	FALSE	FALSE
Kcnk18	chr19	FALSE	FALSE
Kcnk2	chr1	TRUE	TRUE
Kcnk4	chr19	TRUE	TRUE
Kcnk5	chr14	FALSE	FALSE
Kcnk9	chr15	TRUE	FALSE
Kcnma1	chr14	TRUE	FALSE
Kcnmb1	chr11	FALSE	FALSE
Kcnmb2	chr3	TRUE	FALSE
Kcnn2	chr18	TRUE	FALSE
Kcnn3	chr3	FALSE	FALSE
Kcnq1	chr7	TRUE	FALSE
Kcnq3	chr15	TRUE	FALSE
Kcnq4	chr4	TRUE	FALSE
Kcnq5	chr1	FALSE	FALSE
Kcns1	chr2	FALSE	TRUE
Kcns3	chr12	FALSE	FALSE
Kcnv1	chr15	FALSE	FALSE
Kcp	chr6	FALSE	TRUE
Kctd1	chr18	FALSE	FALSE
Kctd12	chr14	TRUE	TRUE
Kctd14	chr7	FALSE	TRUE
Kctd15	chr7	FALSE	FALSE
Kctd16	chr18	TRUE	FALSE
Kctd3	chr1	FALSE	TRUE
Kdelr3	chr15	FALSE	TRUE
Kdm6b	chr11	TRUE	TRUE
Kdr	chr5	TRUE	FALSE
Khdc1b	chr1	FALSE	FALSE
Khdrbs3	chr15	FALSE	FALSE
Kif12	chr4	FALSE	FALSE
Kif16b	chr2	FALSE	TRUE
Kif26a	chr12	TRUE	FALSE
Kif6	chr17	FALSE	FALSE
Kif7	chr7	FALSE	FALSE
Kifc3	chr8	FALSE	FALSE
Kirrel2	chr7	FALSE	FALSE
Kiss1	chr1	TRUE	FALSE
Kit	chr5	TRUE	FALSE
Kitl	chr10	FALSE	FALSE
Kiz	chr2	FALSE	FALSE
Kl	chr5	FALSE	FALSE
Klf11	chr12	FALSE	TRUE
Klf12	chr14	FALSE	FALSE
Klf14	chr6	FALSE	FALSE
Klf2	chr8	FALSE	FALSE
Klf3	chr5	FALSE	FALSE
Klf4	chr4	TRUE	FALSE
Klf5	chr14	FALSE	FALSE
Klf6	chr13	FALSE	TRUE
Klf7	chr1	TRUE	TRUE
Klhdc7a	chr4	FALSE	TRUE
Klhl1	chr14	TRUE	FALSE
Klhl25	chr7	FALSE	FALSE
Klhl30	chr1	FALSE	FALSE
Klhl38	chr15	FALSE	TRUE
Klhl40	chr9	FALSE	FALSE
Klhl5	chr5	FALSE	TRUE
Klhl8	chr5	FALSE	FALSE
Klk10	chr7	FALSE	FALSE
Klk4	chr7	FALSE	FALSE
Klk8	chr7	TRUE	FALSE
Klrg2	chr6	FALSE	FALSE
Kng1	chr16	FALSE	TRUE
Kremen2	chr17	FALSE	TRUE
Krr1	chr10	FALSE	TRUE
Krt1	chr15	FALSE	FALSE
Krt10	chr11	FALSE	FALSE
Krt15	chr11	FALSE	FALSE
Krt18	chr15	FALSE	TRUE
Krt19	chr11	FALSE	FALSE
Krt20	chr11	FALSE	FALSE
Krt5	chr15	FALSE	FALSE
Krt7	chr15	FALSE	FALSE
Krt72	chr15	FALSE	FALSE
Krt73	chr15	FALSE	FALSE
Krt75	chr15	FALSE	FALSE
Krt77	chr15	FALSE	FALSE
Krt78	chr15	FALSE	FALSE
Krt79	chr15	FALSE	FALSE
Krt8	chr15	FALSE	FALSE
Krt81	chr15	FALSE	TRUE
Krt82	chr15	FALSE	FALSE
Krt84	chr15	FALSE	FALSE
Krt86	chr15	FALSE	FALSE
Krt87	chr15	FALSE	FALSE
Krt90	chr15	FALSE	FALSE
Krtap11-1	chr16	FALSE	FALSE
Krtap5-1	chr7	FALSE	FALSE
Krtap7-1	chr16	FALSE	TRUE
Ky	chr9	TRUE	TRUE
Kynu	chr2	FALSE	FALSE
L1td1	chr4	FALSE	TRUE
L3mbtl3	chr10	FALSE	FALSE
L3mbtl4	chr17	FALSE	TRUE
Lacc1	chr14	FALSE	TRUE
Lad1	chr1	FALSE	FALSE
Lama1	chr17	TRUE	FALSE
Lama2	chr10	TRUE	FALSE
Lama3	chr18	TRUE	TRUE
Lama4	chr10	FALSE	FALSE
Lamb1	chr12	TRUE	FALSE
Lamc2	chr1	TRUE	FALSE
Lamc3	chr2	TRUE	FALSE
Lamp5	chr2	TRUE	FALSE
Lap3	chr5	FALSE	TRUE
Laptm4b	chr15	FALSE	FALSE
Laptm5	chr4	FALSE	FALSE
Lbr	chr1	FALSE	TRUE
Lbx1	chr19	TRUE	FALSE
Lbx2	chr6	FALSE	FALSE
Lclat1	chr17	FALSE	TRUE
Lcn4	chr2	FALSE	TRUE
Ldb2	chr5	TRUE	FALSE
Ldhal6b	chr17	FALSE	TRUE
Ldlrad3	chr2	FALSE	TRUE
Lect2	chr13	FALSE	FALSE
Lef1	chr3	TRUE	FALSE
Lefty1	chr1	FALSE	FALSE
Lefty2	chr1	FALSE	TRUE
Lekr1	chr3	FALSE	TRUE
Lemd1	chr1	FALSE	TRUE
Lepr	chr4	TRUE	FALSE
Lfng	chr5	FALSE	FALSE
Lgals3	chr14	TRUE	FALSE
Lgals9	chr11	FALSE	FALSE
Lgr5	chr10	FALSE	FALSE
Lgr6	chr1	FALSE	FALSE
Lhb	chr7	FALSE	FALSE
Lhcgr	chr17	TRUE	FALSE
Lhfpl2	chr13	FALSE	FALSE
Lhfpl3	chr5	TRUE	FALSE
Lhx2	chr2	TRUE	FALSE
Lhx3	chr2	TRUE	TRUE
Lhx4	chr1	TRUE	FALSE
Lhx5	chr5	TRUE	FALSE
Lhx6	chr2	TRUE	FALSE
Lhx8	chr3	TRUE	FALSE
