gene_name	chr	is_synapse_and_mecp2_up	k27me3_remodeled
Pde8b	chr13	FALSE	TRUE
Crym	chr7	FALSE	FALSE
Postn	chr3	FALSE	FALSE
Itih5	chr2	FALSE	FALSE
Dnah5	chr15	FALSE	FALSE
Plcg2	chr8	FALSE	FALSE
Gprc5a	chr6	FALSE	FALSE
Kcnh4	chr11	FALSE	FALSE
Plekhb2	chr1	FALSE	TRUE
Htr4	chr18	FALSE	TRUE
Sptssb	chr3	FALSE	FALSE
Rreb1	chr13	FALSE	FALSE
Adam7	chr14	FALSE	TRUE
Galntl6	chr8	FALSE	TRUE
Abcc6	chr7	FALSE	FALSE
Ccnd3	chr17	FALSE	TRUE
Tmem182	chr1	FALSE	TRUE
Gm10220	chr5	FALSE	TRUE
Ttn	chr2	FALSE	TRUE
Mogat2	chr7	FALSE	FALSE
4930447C04Rik	chr12	FALSE	FALSE
Slco4a1	chr2	FALSE	FALSE
Myom3	chr4	FALSE	FALSE
Gask1b	chr3	FALSE	TRUE
Lrrc52	chr1	FALSE	FALSE
Cfap65	chr1	FALSE	FALSE
Ctxn2	chr2	FALSE	TRUE
Bmp10	chr6	FALSE	TRUE
Bcor	chrX	FALSE	FALSE
Atp8b3	chr10	FALSE	FALSE
Impdh1	chr6	FALSE	TRUE
Galnt14	chr17	FALSE	TRUE
4930470P17Rik	chr2	FALSE	FALSE
Plekhg5	chr4	FALSE	FALSE
E130114P18Rik	chr4	FALSE	TRUE
Sis	chr3	FALSE	FALSE
Rab7	chr6	FALSE	FALSE
Crip1	chr12	FALSE	TRUE
Tent4a	chr13	FALSE	FALSE
D930020B18Rik	chr10	FALSE	TRUE
Gpat3	chr5	FALSE	FALSE
Prrt4	chr6	FALSE	FALSE
Mstn	chr1	FALSE	TRUE
9430038I01Rik	chr7	FALSE	TRUE
Prex2	chr1	FALSE	FALSE
Serpine2	chr1	FALSE	FALSE
Tjp2	chr19	FALSE	FALSE
Gbp7	chr3	FALSE	TRUE
Plxnc1	chr10	FALSE	TRUE
Commd3	chr2	FALSE	TRUE
Tbx22	chrX	FALSE	FALSE
Ihh	chr1	FALSE	FALSE
Ntsr1	chr2	FALSE	TRUE
Syt15	chr14	FALSE	FALSE
Sox8	chr17	FALSE	FALSE
Resp18	chr1	FALSE	FALSE
Trpm6	chr19	FALSE	FALSE
Gdnf	chr15	FALSE	FALSE
Tgfbr2	chr9	FALSE	FALSE
Htr6	chr4	FALSE	FALSE
Tmem14a	chr1	FALSE	FALSE
Syk	chr13	FALSE	FALSE
Tns2	chr15	FALSE	TRUE
Fignl2	chr15	FALSE	FALSE
Shroom2	chrX	FALSE	TRUE
St8sia4	chr1	FALSE	FALSE
Ptpro	chr6	FALSE	FALSE
Kynu	chr2	FALSE	TRUE
Lrp2	chr2	FALSE	FALSE
Mcur1	chr13	FALSE	TRUE
Efnb2	chr8	FALSE	FALSE
1700010I14Rik	chr17	FALSE	TRUE
Pde1c	chr6	FALSE	FALSE
Fbp1	chr13	FALSE	FALSE
Pirt	chr11	FALSE	FALSE
Lama3	chr18	FALSE	FALSE
Fcmr	chr1	FALSE	FALSE
Zfp322a	chr13	FALSE	FALSE
Kcng4	chr8	FALSE	FALSE
Opa1	chr16	FALSE	FALSE
Trpm5	chr7	FALSE	TRUE
Htatip2	chr7	FALSE	TRUE
4931429L15Rik	chr9	FALSE	FALSE
Lhx2	chr2	FALSE	FALSE
Fgfr2	chr7	FALSE	FALSE
Tbx21	chr11	FALSE	FALSE
Frem1	chr4	FALSE	TRUE
Topaz1	chr9	FALSE	FALSE
St6galnac2	chr11	FALSE	FALSE
Vsx2	chr12	FALSE	FALSE
Atg9b	chr5	FALSE	FALSE
Rabggta	chr14	FALSE	TRUE
Prdm8	chr5	FALSE	FALSE
Slc26a3	chr12	FALSE	FALSE
Slc17a8	chr10	FALSE	FALSE
Mtus1	chr8	FALSE	TRUE
Abi3bp	chr16	FALSE	FALSE
Grid2	chr6	FALSE	FALSE
Edaradd	chr13	FALSE	TRUE
Stk39	chr2	FALSE	FALSE
Gem	chr4	FALSE	FALSE
Fam216b	chr14	FALSE	FALSE
Mrpl13	chr15	FALSE	TRUE
Ccdc141	chr2	FALSE	FALSE
Tec	chr5	FALSE	TRUE
Ppara	chr15	FALSE	FALSE
Grtp1	chr8	FALSE	TRUE
Tdh	chr14	FALSE	FALSE
Cutal	chr2	FALSE	FALSE
Cep162	chr9	FALSE	FALSE
Pak6	chr2	FALSE	TRUE
Igfbp2	chr1	FALSE	TRUE
Sntg2	chr12	FALSE	FALSE
Fhdc1	chr3	FALSE	TRUE
Igfbpl1	chr4	FALSE	TRUE
Slco4c1	chr1	FALSE	TRUE
Ildr1	chr16	FALSE	TRUE
Txk	chr5	FALSE	TRUE
Fezf2	chr14	FALSE	FALSE
Inava	chr1	FALSE	FALSE
Rasgrp1	chr2	FALSE	FALSE
Noct	chr3	FALSE	TRUE
Nmbr	chr10	FALSE	FALSE
Pappa	chr4	FALSE	TRUE
Galc	chr12	FALSE	TRUE
Ppic	chr18	FALSE	FALSE
Rassf4	chr6	FALSE	TRUE
Slc1a5	chr7	FALSE	FALSE
Htr1d	chr4	FALSE	FALSE
Pcare	chr17	FALSE	FALSE
Adamts3	chr5	FALSE	TRUE
Cntn5	chr9	TRUE	FALSE
Asah2	chr19	FALSE	TRUE
Ednra	chr8	FALSE	TRUE
Plekha5	chr6	FALSE	FALSE
Vwa2	chr19	FALSE	FALSE
Car3	chr3	FALSE	FALSE
Ndufaf2	chr13	FALSE	TRUE
Mapk13	chr17	FALSE	FALSE
Prkch	chr12	FALSE	TRUE
Crnkl1	chr2	FALSE	TRUE
Pom121l2	chr13	FALSE	TRUE
Lrrn4	chr2	FALSE	FALSE
Phox2a	chr7	FALSE	FALSE
Exoc3l4	chr12	FALSE	FALSE
Fam167a	chr14	FALSE	TRUE
Rpl17	chr18	FALSE	FALSE
Kcns1	chr2	FALSE	FALSE
Far2	chr6	FALSE	TRUE
Abcg8	chr17	FALSE	FALSE
Tshr	chr12	FALSE	FALSE
Tnfrsf11a	chr1	FALSE	FALSE
Adamts9	chr6	FALSE	FALSE
Zc2hc1b	chr10	FALSE	FALSE
Pcp4l1	chr1	FALSE	FALSE
Anxa8	chr14	FALSE	FALSE
Lrrc15	chr16	FALSE	FALSE
Plppr1	chr4	FALSE	FALSE
Rflna	chr5	FALSE	FALSE
Mtarc1	chr1	FALSE	FALSE
Cdk6	chr5	FALSE	FALSE
Csgalnact1	chr8	FALSE	TRUE
Pou5f1	chr17	FALSE	FALSE
Trpa1	chr1	FALSE	TRUE
Pcdh19	chrX	FALSE	TRUE
Ces2e	chr8	FALSE	TRUE
Sox13	chr1	FALSE	FALSE
Whrn	chr4	FALSE	FALSE
Frem3	chr8	FALSE	FALSE
Eomes	chr9	FALSE	TRUE
1810024B03Rik	chr2	FALSE	FALSE
Emp1	chr6	FALSE	FALSE
Sypl2	chr3	FALSE	FALSE
Plce1	chr19	FALSE	FALSE
Prkg2	chr5	FALSE	FALSE
Fbxo2	chr4	FALSE	TRUE
Slc8a1	chr17	FALSE	TRUE
Kcnj4	chr15	FALSE	FALSE
Fkbp9	chr6	FALSE	FALSE
Lvrn	chr18	FALSE	FALSE
Slc14a1	chr18	FALSE	FALSE
Ccr7	chr11	FALSE	FALSE
Alox12	chr11	FALSE	FALSE
Chrna7	chr7	FALSE	TRUE
Asb18	chr1	FALSE	FALSE
Colec12	chr18	FALSE	TRUE
Fndc1	chr17	FALSE	FALSE
Cd40	chr2	FALSE	TRUE
Cyp4f39	chr17	FALSE	FALSE
Gsto2	chr19	FALSE	TRUE
Spata18	chr5	FALSE	FALSE
Adgrf1	chr17	FALSE	FALSE
Rassf6	chr5	FALSE	TRUE
Hoxb7	chr11	FALSE	FALSE
Eif3h	chr15	FALSE	FALSE
Wdr86	chr5	FALSE	FALSE
Ccbe1	chr18	FALSE	FALSE
Eya2	chr2	FALSE	FALSE
Adcy4	chr14	FALSE	FALSE
Sncaip	chr18	FALSE	FALSE
Ccdc93	chr1	FALSE	TRUE
Gnb4	chr3	FALSE	TRUE
Ntn1	chr11	FALSE	TRUE
Slc22a1	chr17	FALSE	FALSE
Cysltr2	chr14	FALSE	TRUE
Plekha7	chr7	FALSE	FALSE
Col23a1	chr11	FALSE	FALSE
Trmt10b	chr4	FALSE	FALSE
Palld	chr8	FALSE	TRUE
Stum	chr1	FALSE	TRUE
Pdx1	chr5	FALSE	FALSE
Fer1l6	chr15	FALSE	FALSE
Pcsk9	chr4	FALSE	FALSE
Mzt1	chr14	FALSE	TRUE
Elfn1	chr5	FALSE	TRUE
Cacna1h	chr17	FALSE	FALSE
Pitrm1	chr13	FALSE	TRUE
Ccdc125	chr13	FALSE	FALSE
Map3k7	chr4	FALSE	FALSE
Iyd	chr10	FALSE	TRUE
Foxa3	chr7	FALSE	FALSE
Kdelr3	chr15	FALSE	FALSE
Grin2b	chr6	FALSE	FALSE
Neurod6	chr6	FALSE	TRUE
Fermt1	chr2	FALSE	FALSE
Serhl	chr15	FALSE	TRUE
P2rx3	chr2	FALSE	TRUE
Col28a1	chr6	FALSE	TRUE
Myo1a	chr10	FALSE	FALSE
Aass	chr6	FALSE	FALSE
Etv2	chr7	FALSE	FALSE
Fam117a	chr11	FALSE	FALSE
Grm3	chr5	FALSE	TRUE
Slc37a2	chr9	FALSE	FALSE
Pax2	chr19	FALSE	FALSE
Acan	chr7	FALSE	TRUE
Bmp8b	chr4	FALSE	FALSE
Ptprm	chr17	FALSE	FALSE
Sdc4	chr2	FALSE	FALSE
Ets1	chr9	FALSE	FALSE
Bach1	chr16	FALSE	FALSE
Scube3	chr17	FALSE	FALSE
Igsf5	chr16	FALSE	FALSE
Pou4f2	chr8	FALSE	FALSE
Ddx43	chr9	FALSE	FALSE
Cxcl2	chr5	FALSE	TRUE
Slc9a3	chr13	FALSE	FALSE
Tpd52	chr3	FALSE	TRUE
Fhit	chr14	FALSE	FALSE
Grb14	chr2	FALSE	TRUE
Sstr2	chr11	FALSE	FALSE
Tbc1d21	chr9	FALSE	FALSE
Tmem255b	chr8	FALSE	FALSE
Mpped1	chr15	FALSE	FALSE
Wif1	chr10	FALSE	TRUE
Asb1	chr1	FALSE	FALSE
Runx2	chr17	FALSE	FALSE
Prelp	chr1	FALSE	TRUE
Abca4	chr3	FALSE	FALSE
Hrk	chr5	FALSE	TRUE
Aldh1a3	chr7	FALSE	FALSE
Ankrd13c	chr3	FALSE	FALSE
4930453N24Rik	chr16	FALSE	TRUE
Stmnd1	chr13	FALSE	FALSE
Pth1r	chr9	FALSE	FALSE
Gabrb1	chr5	FALSE	TRUE
Atp2c2	chr8	FALSE	FALSE
Cd80	chr16	FALSE	FALSE
Ranbp3l	chr15	FALSE	FALSE
Fbn1	chr2	FALSE	FALSE
Lgals3	chr14	FALSE	FALSE
Ptpn18	chr1	FALSE	FALSE
Kcnj10	chr1	FALSE	TRUE
Pde5a	chr3	FALSE	TRUE
Fggy	chr4	FALSE	FALSE
Wdfy4	chr14	FALSE	FALSE
Gm5105	chr3	FALSE	TRUE
Htra3	chr5	FALSE	FALSE
Zfp120	chr2	FALSE	TRUE
Smad4	chr18	FALSE	FALSE
Sp6	chr11	FALSE	FALSE
Itga1	chr13	FALSE	FALSE
Slc39a8	chr3	FALSE	FALSE
AA467197	chr2	FALSE	TRUE
Bnip2	chr9	FALSE	FALSE
Smo	chr6	FALSE	FALSE
Aco1	chr4	FALSE	FALSE
Nfkb1	chr3	FALSE	FALSE
Zdbf2	chr1	FALSE	FALSE
Fscn1	chr5	FALSE	TRUE
Klhl5	chr5	FALSE	TRUE
Tcea3	chr4	FALSE	FALSE
Mmp9	chr2	FALSE	FALSE
Gypa	chr8	FALSE	TRUE
Espn	chr4	FALSE	FALSE
Pgm5	chr19	FALSE	FALSE
2810459M11Rik	chr1	FALSE	TRUE
Igdcc3	chr9	FALSE	TRUE
Gsdmc	chr15	FALSE	FALSE
Cbr3	chr16	FALSE	TRUE
Smco4	chr9	FALSE	TRUE
Scn3b	chr9	FALSE	FALSE
Slc43a1	chr2	FALSE	FALSE
Scml4	chr10	FALSE	FALSE
Gmpr	chr13	FALSE	FALSE
Crygn	chr5	FALSE	TRUE
Pja2	chr17	FALSE	TRUE
Hpgds	chr6	FALSE	TRUE
Rbm47	chr5	FALSE	TRUE
Pid1	chr1	FALSE	FALSE
Thsd1	chr8	FALSE	FALSE
Sim2	chr16	FALSE	FALSE
Gfra3	chr18	FALSE	FALSE
Nectin3	chr16	FALSE	FALSE
Amz1	chr5	FALSE	FALSE
Rab11fip1	chr8	FALSE	FALSE
Hoxb13	chr11	FALSE	FALSE
Pou6f2	chr13	FALSE	FALSE
Grm6	chr11	FALSE	FALSE
Tacr1	chr6	FALSE	TRUE
Zan	chr5	FALSE	FALSE
Gna15	chr10	FALSE	FALSE
Ttc41	chr10	FALSE	TRUE
Asb10	chr5	FALSE	FALSE
Serinc1	chr10	FALSE	TRUE
Map3k21	chr8	FALSE	FALSE
Loxl2	chr14	FALSE	FALSE
Bcan	chr3	FALSE	FALSE
Pou3f2	chr4	FALSE	FALSE
Bmp4	chr14	FALSE	FALSE
Cldn5	chr16	FALSE	FALSE
Usf1	chr1	FALSE	FALSE
Pfkfb3	chr2	FALSE	TRUE
Sycp2l	chr13	FALSE	FALSE
Zbtb42	chr12	FALSE	FALSE
Ptpn20	chr14	FALSE	FALSE
Gm21671	chr5	FALSE	FALSE
Kcnq3	chr15	FALSE	TRUE
Samsn1	chr16	FALSE	TRUE
Wdr11	chr7	FALSE	FALSE
Krt86	chr15	FALSE	FALSE
Kcna10	chr3	FALSE	FALSE
Gm826	chr2	FALSE	TRUE
Gp5	chr16	FALSE	TRUE
Creb3l2	chr6	FALSE	TRUE
Rassf2	chr2	FALSE	FALSE
Kcnh5	chr12	FALSE	TRUE
Has3	chr8	FALSE	TRUE
Tbx4	chr11	FALSE	FALSE
Hsf4	chr8	FALSE	FALSE
Hhatl	chr9	FALSE	TRUE
Gm11733	chr11	FALSE	FALSE
Kcnk15	chr2	FALSE	FALSE
Slc5a1	chr5	FALSE	FALSE
Zbtb18	chr1	FALSE	TRUE
Pltp	chr2	FALSE	FALSE
Asb4	chr6	FALSE	FALSE
Ano1	chr7	FALSE	FALSE
Plxna4	chr6	FALSE	TRUE
Igf2	chr7	FALSE	FALSE
Stard8	chrX	FALSE	TRUE
Fstl1	chr16	FALSE	TRUE
Arhgef28	chr13	FALSE	FALSE
Adgrl4	chr3	FALSE	TRUE
Vgll3	chr16	FALSE	TRUE
Klhl8	chr5	FALSE	TRUE
Esam	chr9	FALSE	TRUE
Vwa3b	chr1	FALSE	FALSE
Pmaip1	chr18	FALSE	FALSE
Adgrg1	chr8	FALSE	FALSE
Fabp5	chr3	FALSE	FALSE
Slf2	chr19	FALSE	FALSE
Agk	chr6	FALSE	TRUE
Ramp1	chr1	FALSE	FALSE
Cxcl12	chr6	FALSE	FALSE
Klhdc7a	chr4	FALSE	FALSE
Fcnb	chr2	FALSE	TRUE
Bmp3	chr5	FALSE	FALSE
Ccnd2	chr6	FALSE	FALSE
Slc30a2	chr4	FALSE	FALSE
Sec31a	chr5	FALSE	FALSE
H2-K1	chr17	FALSE	FALSE
Ndufs6	chr13	FALSE	FALSE
C1ql4	chr15	FALSE	FALSE
Atp13a4	chr16	FALSE	FALSE
Lif	chr11	FALSE	TRUE
Plin1	chr7	FALSE	FALSE
Hbp1	chr12	FALSE	FALSE
Rnd3	chr2	FALSE	TRUE
Lpar1	chr4	FALSE	TRUE
Pik3c3	chr18	FALSE	FALSE
Nck2	chr1	FALSE	FALSE
Tnfaip8l3	chr9	FALSE	FALSE
Mc4r	chr18	FALSE	FALSE
Stn1	chr19	FALSE	FALSE
Vxn	chr1	FALSE	FALSE
Zfp503	chr14	FALSE	FALSE
Onecut1	chr9	FALSE	FALSE
Chrnb4	chr9	FALSE	TRUE
Stmn4	chr14	FALSE	FALSE
Dennd2c	chr3	FALSE	FALSE
3425401B19Rik	chr14	FALSE	FALSE
Slc22a18	chr7	FALSE	TRUE
Mrps22	chr9	FALSE	FALSE
Wnt9a	chr11	FALSE	FALSE
Stard13	chr5	FALSE	FALSE
Snorc	chr1	FALSE	FALSE
Rarres1	chr3	FALSE	FALSE
Fras1	chr5	FALSE	TRUE
Vim	chr2	FALSE	FALSE
Itgb1	chr8	FALSE	TRUE
Hapln4	chr8	FALSE	TRUE
Bhlhe22	chr3	FALSE	FALSE
Col4a4	chr1	FALSE	FALSE
Pmp22	chr11	FALSE	FALSE
Cib4	chr5	FALSE	FALSE
Gm19410	chr8	FALSE	FALSE
Tmem45b	chr9	FALSE	TRUE
Gnas	chr2	FALSE	FALSE
Chad	chr11	FALSE	FALSE
Col1a1	chr11	FALSE	TRUE
Ednrb	chr14	FALSE	TRUE
Dok5	chr2	FALSE	FALSE
Ltb4r1	chr14	FALSE	FALSE
Arid3c	chr4	FALSE	FALSE
Prss35	chr9	FALSE	FALSE
Lrrtm3	chr10	TRUE	TRUE
Chst8	chr7	FALSE	FALSE
Adra1a	chr14	TRUE	FALSE
Cacna1s	chr1	FALSE	FALSE
Exoc3l2	chr7	FALSE	FALSE
Insm1	chr2	FALSE	FALSE
Tpo	chr12	FALSE	TRUE
Gpa33	chr1	FALSE	FALSE
Rcsd1	chr1	FALSE	TRUE
Rasgrp4	chr7	FALSE	FALSE
Kremen2	chr17	FALSE	FALSE
Foxc1	chr13	FALSE	FALSE
Itga11	chr9	FALSE	FALSE
Gata4	chr14	FALSE	FALSE
Apcdd1	chr18	FALSE	TRUE
Gja1	chr10	FALSE	FALSE
Il1rl2	chr1	FALSE	FALSE
Sfrp1	chr8	FALSE	FALSE
Trpc5	chrX	FALSE	TRUE
Tmem212	chr3	FALSE	FALSE
Dab2	chr15	FALSE	TRUE
Crispld2	chr8	FALSE	FALSE
Rbm28	chr6	FALSE	TRUE
Zfp36l2	chr17	FALSE	FALSE
Cd3e	chr9	FALSE	FALSE
Ankrd33b	chr15	FALSE	TRUE
Syt10	chr15	FALSE	TRUE
4930455H04Rik	chr3	FALSE	FALSE
Slc27a6	chr18	FALSE	FALSE
Dmrt1	chr19	FALSE	FALSE
Erich6b	chr14	FALSE	TRUE
Celf2	chr2	FALSE	TRUE
Irs4	chrX	FALSE	FALSE
Npffr1	chr10	FALSE	FALSE
Il11	chr7	FALSE	FALSE
Skor2	chr18	FALSE	FALSE
Igf2bp2	chr16	FALSE	FALSE
Actr5	chr2	FALSE	FALSE
Prokr1	chr6	FALSE	FALSE
Adamts19	chr18	FALSE	FALSE
Epha2	chr4	FALSE	FALSE
Tk1	chr11	FALSE	FALSE
Sp2	chr11	FALSE	TRUE
Tmem200a	chr10	FALSE	FALSE
Med10	chr13	FALSE	FALSE
Adra2c	chr5	FALSE	TRUE
Ccna1	chr3	FALSE	TRUE
Zfp512	chr5	FALSE	FALSE
Bcl11b	chr12	FALSE	FALSE
Tbx5	chr5	FALSE	FALSE
Fgfrl1	chr5	FALSE	FALSE
Lipi	chr16	FALSE	FALSE
Opn4	chr14	FALSE	FALSE
Ppargc1a	chr5	FALSE	TRUE
D430019H16Rik	chr12	FALSE	FALSE
Tbx3	chr5	FALSE	FALSE
Map7d3	chrX	FALSE	FALSE
Cd109	chr9	FALSE	FALSE
Hsd17b12	chr2	FALSE	FALSE
Smtnl2	chr11	FALSE	FALSE
She	chr3	FALSE	FALSE
Padi2	chr4	FALSE	FALSE
Grhl3	chr4	FALSE	FALSE
Zar1	chr5	FALSE	FALSE
Cbln2	chr18	FALSE	TRUE
Pmfbp1	chr8	FALSE	FALSE
Pax9	chr12	FALSE	FALSE
Tnfaip6	chr2	FALSE	FALSE
Mad2l1	chr6	FALSE	FALSE
Lypd6	chr2	FALSE	TRUE
Got1	chr19	FALSE	FALSE
Rasef	chr4	FALSE	FALSE
Hlx	chr1	FALSE	FALSE
Ankrd34c	chr9	FALSE	FALSE
Vsir	chr10	FALSE	FALSE
Elf4	chrX	FALSE	FALSE
Itgb8	chr12	FALSE	FALSE
Aff1	chr5	FALSE	FALSE
Dpyd	chr3	FALSE	FALSE
Gns	chr10	FALSE	FALSE
Myh3	chr11	FALSE	TRUE
Mst1r	chr9	FALSE	FALSE
Rmdn2	chr17	FALSE	TRUE
Dhrs3	chr4	FALSE	TRUE
Hsd17b1	chr11	FALSE	TRUE
B3gnt6	chr7	FALSE	FALSE
Stbd1	chr5	FALSE	FALSE
Aire	chr10	FALSE	FALSE
Proser2	chr2	FALSE	FALSE
4930558K02Rik	chr1	FALSE	TRUE
Grhl1	chr12	FALSE	FALSE
Maff	chr15	FALSE	TRUE
Arhgef16	chr4	FALSE	FALSE
Kcng2	chr18	FALSE	FALSE
Dctn6	chr8	FALSE	FALSE
1700016H13Rik	chr5	FALSE	FALSE
Dlx4	chr11	FALSE	FALSE
Meig1	chr2	FALSE	TRUE
Prdm6	chr18	FALSE	FALSE
Faim	chr9	FALSE	FALSE
Hs1bp3	chr12	FALSE	FALSE
Gldc	chr19	FALSE	FALSE
Nipal4	chr11	FALSE	FALSE
C1qb	chr4	FALSE	FALSE
Nipal1	chr5	FALSE	FALSE
Gpr156	chr16	FALSE	FALSE
Dclk3	chr9	FALSE	FALSE
Tmprss13	chr9	FALSE	TRUE
Tecta	chr9	FALSE	FALSE
Ptges	chr2	FALSE	FALSE
Arhgap22	chr14	FALSE	TRUE
Pla2g2e	chr4	FALSE	FALSE
Axin2	chr11	FALSE	TRUE
Golim4	chr3	FALSE	TRUE
Slc30a8	chr15	FALSE	TRUE
Cyld	chr8	FALSE	FALSE
Alkal1	chr1	FALSE	FALSE
Gm4791	chr9	FALSE	TRUE
Aldoart2	chr12	FALSE	TRUE
Foxd4	chr19	FALSE	FALSE
Ifnab	chr4	FALSE	FALSE
Cfap299	chr5	FALSE	FALSE
Npnt	chr3	FALSE	TRUE
Adra2b	chr2	FALSE	FALSE
Rbm34	chr8	FALSE	FALSE
Hnrnpd	chr5	FALSE	FALSE
Pon2	chr6	FALSE	TRUE
Cdk5rap2	chr4	FALSE	TRUE
Lhx8	chr3	FALSE	FALSE
Pgr	chr9	FALSE	TRUE
Mast4	chr13	FALSE	FALSE
Lrat	chr3	FALSE	FALSE
Armc1	chr3	FALSE	FALSE
Nup35	chr2	FALSE	TRUE
Arhgef39	chr4	FALSE	TRUE
Tafa1	chr6	FALSE	FALSE
Angpt2	chr8	FALSE	FALSE
Kctd14	chr7	FALSE	TRUE
Rhcg	chr7	FALSE	FALSE
Olfml2a	chr2	FALSE	FALSE
C1ql2	chr1	FALSE	FALSE
Slc26a10	chr10	FALSE	FALSE
Tcf7	chr11	FALSE	FALSE
Htr7	chr19	FALSE	FALSE
Terf1	chr1	FALSE	FALSE
Gdf10	chr14	FALSE	FALSE
Tnfrsf11b	chr15	FALSE	FALSE
Sost	chr11	FALSE	FALSE
Npffr2	chr5	FALSE	TRUE
Trpc3	chr3	FALSE	TRUE
Drd2	chr9	FALSE	FALSE
Isg20	chr7	FALSE	FALSE
Rhbdd1	chr1	FALSE	FALSE
Scaf4	chr16	FALSE	FALSE
Tnxb	chr17	FALSE	FALSE
Mical1	chr10	FALSE	TRUE
Zfp459	chr13	FALSE	TRUE
Parm1	chr5	FALSE	FALSE
Gda	chr19	FALSE	FALSE
Strit1	chr3	FALSE	FALSE
Cln8	chr8	FALSE	FALSE
Hoxa10	chr6	FALSE	FALSE
Rgs10	chr7	FALSE	TRUE
Cyp4f40	chr17	FALSE	FALSE
Rgs8	chr1	FALSE	FALSE
Chrna3	chr9	FALSE	FALSE
Bbox1	chr2	FALSE	TRUE
Klhl38	chr15	FALSE	FALSE
Ngfr	chr11	FALSE	FALSE
St14	chr9	FALSE	FALSE
Mchr1	chr15	FALSE	FALSE
Lemd1	chr1	FALSE	TRUE
Gadl1	chr9	FALSE	FALSE
Shroom1	chr11	FALSE	FALSE
Matn3	chr12	FALSE	FALSE
Best3	chr10	FALSE	FALSE
Fam98b	chr2	FALSE	FALSE
Tex29	chr8	FALSE	FALSE
Adamts8	chr9	FALSE	FALSE
Alpk3	chr7	FALSE	FALSE
Myocd	chr11	FALSE	TRUE
Cmbl	chr15	FALSE	FALSE
Gsx2	chr5	FALSE	FALSE
Iqank1	chr15	FALSE	FALSE
Gpr89	chr3	FALSE	FALSE
Cldn23	chr8	FALSE	TRUE
Alox12b	chr11	FALSE	FALSE
Wnt16	chr6	FALSE	FALSE
Palmd	chr3	FALSE	TRUE
Khdrbs3	chr15	FALSE	TRUE
Slfn5	chr11	FALSE	FALSE
Dbx2	chr15	FALSE	FALSE
Bcl3	chr7	FALSE	FALSE
Tmem132d	chr5	FALSE	FALSE
Matn1	chr4	FALSE	TRUE
Gm19345	chr7	FALSE	FALSE
Nags	chr11	FALSE	FALSE
Fbln1	chr15	FALSE	FALSE
Sema3b	chr9	FALSE	FALSE
Clcnka	chr4	FALSE	FALSE
Amn	chr12	FALSE	FALSE
Lhx4	chr1	FALSE	FALSE
Gypc	chr18	FALSE	FALSE
Ppp1r36	chr12	FALSE	TRUE
Tuba1c	chr15	FALSE	FALSE
Nlrc5	chr8	FALSE	FALSE
Irx6	chr8	FALSE	FALSE
Rftn1	chr17	FALSE	TRUE
Bms1	chr6	FALSE	FALSE
Zg16	chr7	FALSE	FALSE
S100b	chr10	FALSE	TRUE
Sall2	chr14	FALSE	FALSE
Glt28d2	chr3	FALSE	FALSE
Spata6	chr4	FALSE	FALSE
Nefl	chr14	FALSE	FALSE
Myl9	chr2	FALSE	FALSE
Dph6	chr2	FALSE	FALSE
Slc22a3	chr17	FALSE	FALSE
Lmo2	chr2	FALSE	FALSE
Myo1h	chr5	FALSE	FALSE
Ptger3	chr3	FALSE	FALSE
Wt1	chr2	FALSE	FALSE
Cd180	chr13	FALSE	TRUE
Csf2rb	chr15	FALSE	TRUE
Casd1	chr6	FALSE	TRUE
Ralb	chr1	FALSE	FALSE
Col6a6	chr9	FALSE	FALSE
Atp6v1e2	chr17	FALSE	FALSE
Dmkn	chr7	FALSE	FALSE
Htr3b	chr9	FALSE	FALSE
Lor	chr3	FALSE	TRUE
Wwtr1	chr3	FALSE	FALSE
Cdc7	chr5	FALSE	FALSE
Angptl4	chr17	FALSE	FALSE
Kdr	chr5	FALSE	TRUE
Irx1	chr13	FALSE	FALSE
Il15ra	chr2	FALSE	TRUE
Prrx2	chr2	FALSE	FALSE
Grik4	chr9	FALSE	TRUE
Gsx1	chr5	FALSE	FALSE
Foxp2	chr6	FALSE	FALSE
Myl3	chr9	FALSE	FALSE
Pter	chr2	FALSE	FALSE
Etnppl	chr3	FALSE	FALSE
Cpeb2	chr5	FALSE	TRUE
Sipa1	chr19	FALSE	FALSE
Elovl3	chr19	FALSE	FALSE
Tgfb2	chr1	FALSE	TRUE
Nod2	chr8	FALSE	FALSE
Ptgs2	chr1	FALSE	TRUE
Cmtm3	chr8	FALSE	FALSE
Naa11	chr5	FALSE	FALSE
Akr1cl	chr1	FALSE	TRUE
Sinhcaf	chr6	FALSE	TRUE
Ipmk	chr10	FALSE	FALSE
Lrit2	chr14	FALSE	FALSE
C1qtnf3	chr15	FALSE	FALSE
Klhl25	chr7	FALSE	FALSE
Zdhhc25	chr15	FALSE	FALSE
Btc	chr5	FALSE	FALSE
Rspo2	chr15	FALSE	FALSE
Htra4	chr8	FALSE	FALSE
Dusp7	chr9	FALSE	FALSE
Arhgef15	chr11	FALSE	TRUE
Cdrt4	chr11	FALSE	FALSE
Tmem221	chr8	FALSE	FALSE
Ccdc3	chr2	FALSE	FALSE
Traf5	chr1	FALSE	FALSE
Katnal1	chr5	FALSE	FALSE
Htr2c	chrX	FALSE	TRUE
Thy1	chr9	FALSE	FALSE
Got1l1	chr8	FALSE	FALSE
