gene_name	chr	is_neuronal	atac_predicted
Krt1	chr15	FALSE	FALSE
Krt10	chr11	FALSE	FALSE
Krt18	chr15	FALSE	FALSE
Krt19	chr11	FALSE	FALSE
Krt20	chr11	FALSE	FALSE
Krt222	chr11	FALSE	FALSE
Krt24	chr11	FALSE	TRUE
Krt28	chr11	FALSE	FALSE
Krt39	chr11	FALSE	FALSE
Krt4	chr15	FALSE	FALSE
Krt40	chr11	FALSE	FALSE
Krt42	chr11	FALSE	TRUE
Krt5	chr15	FALSE	FALSE
Krt7	chr15	FALSE	FALSE
Krt71	chr15	FALSE	FALSE
Krt72	chr15	FALSE	FALSE
Krt76	chr15	FALSE	FALSE
Krt77	chr15	FALSE	FALSE
Krt78	chr15	FALSE	FALSE
Krt8	chr15	FALSE	FALSE
Krt80	chr15	FALSE	FALSE
Krt83	chr15	FALSE	FALSE
Krt84	chr15	FALSE	FALSE
Krt86	chr15	FALSE	FALSE
Krt87	chr15	FALSE	FALSE
Krt88	chr15	FALSE	FALSE
Krtap11-1	chr16	FALSE	FALSE
Krtap13-1	chr16	FALSE	FALSE
Krtap16-1	chr11	FALSE	FALSE
Krtap24-1	chr16	FALSE	TRUE
Krtap27-1	chr16	FALSE	FALSE
Krtap28-13	chr1	FALSE	FALSE
Krtap5-1	chr7	FALSE	TRUE
Krtap5-4	chr7	FALSE	TRUE
Krtap7-1	chr16	FALSE	FALSE
Krtcap2	chr3	FALSE	TRUE
Krtcap3	chr5	FALSE	FALSE
Ksr1	chr11	FALSE	FALSE
Ksr2	chr5	FALSE	FALSE
Kti12	chr4	FALSE	FALSE
Ktn1	chr14	FALSE	FALSE
Ky	chr9	TRUE	FALSE
Kyat3	chr3	FALSE	FALSE
L1cam	chrX	TRUE	FALSE
L1td1	chr4	FALSE	FALSE
L2hgdh	chr12	FALSE	FALSE
L3mbtl1	chr2	FALSE	FALSE
L3mbtl2	chr15	FALSE	FALSE
L3mbtl3	chr10	FALSE	FALSE
L3mbtl4	chr17	FALSE	FALSE
Lacc1	chr14	FALSE	FALSE
Lactb	chr9	FALSE	FALSE
Lactb2	chr1	FALSE	FALSE
Lactbl1	chr4	FALSE	FALSE
Lad1	chr1	FALSE	FALSE
Lag3	chr6	TRUE	FALSE
Lage3	chrX	FALSE	FALSE
Lama1	chr17	TRUE	FALSE
Lama2	chr10	TRUE	FALSE
Lama3	chr18	TRUE	FALSE
Lama4	chr10	FALSE	FALSE
Lama5	chr2	TRUE	FALSE
Lamb1	chr12	TRUE	TRUE
Lamb3	chr1	TRUE	TRUE
Lamc1	chr1	TRUE	FALSE
Lamc2	chr1	TRUE	FALSE
Lamc3	chr2	TRUE	TRUE
Lamp1	chr8	FALSE	FALSE
Lamp2	chrX	FALSE	FALSE
Lamp5	chr2	TRUE	FALSE
Lamtor1	chr7	FALSE	FALSE
Lamtor2	chr3	FALSE	FALSE
Lamtor3	chr3	FALSE	FALSE
Lamtor4	chr5	FALSE	FALSE
Lamtor5	chr3	FALSE	FALSE
Lancl1	chr1	FALSE	TRUE
Lancl2	chr6	FALSE	FALSE
Lancl3	chrX	FALSE	TRUE
Lao1	chr4	FALSE	TRUE
Lap3	chr5	FALSE	TRUE
Laptm4a	chr12	FALSE	FALSE
Laptm4b	chr15	FALSE	FALSE
Laptm5	chr4	FALSE	TRUE
Large1	chr8	TRUE	FALSE
Large2	chr2	FALSE	FALSE
Larp1	chr11	FALSE	FALSE
Larp1b	chr3	FALSE	TRUE
Larp4	chr15	FALSE	FALSE
Larp4b	chr13	FALSE	FALSE
Larp6	chr9	FALSE	FALSE
Larp7	chr3	FALSE	FALSE
Lars2	chr9	FALSE	FALSE
Las1l	chrX	FALSE	TRUE
Lasp1	chr11	FALSE	FALSE
Lat	chr7	FALSE	FALSE
Lat2	chr5	FALSE	FALSE
Lats1	chr10	TRUE	FALSE
Lats2	chr14	FALSE	TRUE
Layn	chr9	FALSE	TRUE
Lbh	chr17	FALSE	FALSE
Lbp	chr2	FALSE	FALSE
Lbr	chr1	FALSE	FALSE
Lbx1	chr19	TRUE	FALSE
Lbx2	chr6	FALSE	FALSE
Lca5	chr9	FALSE	TRUE
Lca5l	chr16	FALSE	FALSE
Lcat	chr8	FALSE	FALSE
Lce1m	chr3	FALSE	FALSE
Lce3f	chr3	FALSE	FALSE
Lck	chr4	FALSE	FALSE
Lclat1	chr17	FALSE	FALSE
Lcmt1	chr7	FALSE	TRUE
Lcn11	chr2	FALSE	TRUE
Lcn12	chr2	FALSE	TRUE
Lcn5	chr2	FALSE	TRUE
Lcn9	chr2	FALSE	TRUE
Lcor	chr19	FALSE	FALSE
Lcorl	chr5	FALSE	TRUE
Lcp1	chr14	FALSE	FALSE
Lcp2	chr11	FALSE	FALSE
Lct	chr1	FALSE	TRUE
Lctl	chr9	TRUE	FALSE
Ldah	chr12	FALSE	FALSE
Ldb1	chr19	TRUE	FALSE
Ldb2	chr5	TRUE	TRUE
Ldb3	chr14	FALSE	FALSE
Ldc1	chr4	FALSE	FALSE
Ldha	chr7	FALSE	FALSE
Ldhal6b	chr17	FALSE	TRUE
Ldhb	chr6	FALSE	FALSE
Ldhd	chr8	FALSE	FALSE
Ldlr	chr9	TRUE	FALSE
Ldlrad2	chr4	FALSE	FALSE
Ldlrad3	chr2	FALSE	FALSE
Ldlrad4	chr18	FALSE	FALSE
Ldlrap1	chr4	FALSE	FALSE
Ldoc1	chrX	FALSE	TRUE
Lect2	chr13	FALSE	FALSE
Lef1	chr3	TRUE	FALSE
Lefty1	chr1	FALSE	FALSE
Lekr1	chr3	FALSE	FALSE
Lemd1	chr1	FALSE	FALSE
Lemd2	chr17	TRUE	TRUE
Lemd3	chr10	FALSE	FALSE
Leng1	chr7	FALSE	FALSE
Leng9	chr7	FALSE	TRUE
Leo1	chr9	FALSE	TRUE
Lep	chr6	TRUE	TRUE
Leprot	chr4	FALSE	FALSE
Leprotl1	chr8	FALSE	TRUE
Letm1	chr5	FALSE	FALSE
Letm2	chr8	FALSE	FALSE
Letmd1	chr15	FALSE	FALSE
Lfng	chr5	FALSE	FALSE
Lgals1	chr15	TRUE	TRUE
Lgals12	chr19	FALSE	FALSE
Lgals2	chr15	FALSE	FALSE
Lgals3	chr14	TRUE	FALSE
Lgals3bp	chr11	FALSE	TRUE
Lgals7	chr7	FALSE	FALSE
Lgals8	chr13	FALSE	FALSE
Lgals9	chr11	FALSE	FALSE
Lgalsl	chr11	FALSE	FALSE
Lgi1	chr19	TRUE	TRUE
Lgi2	chr5	TRUE	FALSE
Lgi3	chr14	FALSE	FALSE
Lgi4	chr7	TRUE	FALSE
Lgmn	chr12	TRUE	FALSE
Lgr4	chr2	TRUE	FALSE
Lgr5	chr10	FALSE	FALSE
Lgr6	chr1	FALSE	TRUE
Lgsn	chr1	FALSE	FALSE
Lhcgr	chr17	TRUE	FALSE
Lhfpl2	chr13	FALSE	FALSE
Lhfpl3	chr5	TRUE	FALSE
Lhfpl4	chr6	TRUE	FALSE
Lhfpl5	chr17	TRUE	FALSE
Lhpp	chr7	FALSE	TRUE
Lhx1	chr11	TRUE	FALSE
Lhx2	chr2	TRUE	FALSE
Lhx3	chr2	TRUE	FALSE
Lhx4	chr1	TRUE	FALSE
Lhx5	chr5	TRUE	FALSE
Lhx6	chr2	TRUE	FALSE
Lhx9	chr1	TRUE	FALSE
Lias	chr5	TRUE	TRUE
Lif	chr11	TRUE	FALSE
Lifr	chr15	TRUE	FALSE
Lig1	chr7	FALSE	FALSE
Lig4	chr8	TRUE	FALSE
Lilrb4a	chr10	FALSE	FALSE
Lim2	chr7	FALSE	FALSE
Lima1	chr15	FALSE	FALSE
Limch1	chr5	FALSE	FALSE
Limd1	chr9	FALSE	FALSE
Limd2	chr11	FALSE	FALSE
Limk1	chr5	TRUE	TRUE
Limk2	chr11	FALSE	FALSE
Lims1	chr10	FALSE	TRUE
Lims2	chr18	FALSE	FALSE
Lin28a	chr4	TRUE	TRUE
Lin28b	chr10	FALSE	FALSE
Lin37	chr7	FALSE	FALSE
Lin52	chr12	FALSE	FALSE
Lin54	chr5	FALSE	FALSE
Lin7a	chr10	TRUE	FALSE
Lin7b	chr7	TRUE	FALSE
Lin7c	chr2	TRUE	FALSE
Lin9	chr1	FALSE	FALSE
Lingo1	chr9	TRUE	FALSE
Lingo2	chr4	TRUE	FALSE
Lingo3	chr10	FALSE	FALSE
Lingo4	chr3	TRUE	FALSE
Lins1	chr7	TRUE	FALSE
Lipa	chr19	FALSE	FALSE
Lipc	chr9	FALSE	TRUE
Lipe	chr7	FALSE	FALSE
Lipg	chr18	FALSE	FALSE
Liph	chr16	FALSE	FALSE
Lipi	chr16	FALSE	FALSE
Lipt1	chr1	FALSE	FALSE
Lipt2	chr7	FALSE	FALSE
Lix1	chr17	FALSE	FALSE
Lix1l	chr3	FALSE	FALSE
Llgl1	chr11	TRUE	FALSE
Llgl2	chr11	FALSE	TRUE
Llph	chr10	TRUE	FALSE
Lman1	chr18	FALSE	FALSE
Lman1l	chr9	FALSE	FALSE
Lman2	chr13	FALSE	TRUE
Lman2l	chr1	FALSE	FALSE
Lmbr1	chr5	FALSE	FALSE
Lmbr1l	chr15	FALSE	FALSE
Lmbrd1	chr1	FALSE	FALSE
Lmcd1	chr6	FALSE	FALSE
Lmf1	chr17	FALSE	FALSE
Lmf2	chr15	FALSE	FALSE
Lmln	chr16	FALSE	TRUE
Lmna	chr3	FALSE	FALSE
Lmnb1	chr18	FALSE	FALSE
Lmnb2	chr10	FALSE	TRUE
Lmntd1	chr6	FALSE	TRUE
Lmo1	chr7	FALSE	FALSE
Lmo2	chr2	FALSE	FALSE
Lmo4	chr3	TRUE	FALSE
Lmo7	chr14	FALSE	FALSE
Lmod2	chr6	FALSE	TRUE
Lmod3	chr6	FALSE	FALSE
Lmtk2	chr5	TRUE	FALSE
Lmtk3	chr7	FALSE	FALSE
Lmx1a	chr1	TRUE	FALSE
Lmx1b	chr2	TRUE	FALSE
Lnpep	chr17	TRUE	TRUE
Lnpk	chr2	FALSE	FALSE
Lnx1	chr5	TRUE	FALSE
Lnx2	chr5	TRUE	FALSE
Lonp1	chr17	FALSE	TRUE
Lonp2	chr8	FALSE	FALSE
Lonrf1	chr8	FALSE	TRUE
Lonrf2	chr1	FALSE	FALSE
Lonrf3	chrX	FALSE	FALSE
Loxhd1	chr18	TRUE	FALSE
Loxl1	chr9	FALSE	TRUE
Loxl3	chr6	TRUE	FALSE
Loxl4	chr19	FALSE	FALSE
Lpar1	chr4	TRUE	FALSE
Lpar2	chr8	FALSE	FALSE
Lpar5	chr6	FALSE	TRUE
Lpar6	chr14	FALSE	FALSE
Lpcat1	chr13	FALSE	FALSE
Lpcat2	chr8	FALSE	FALSE
Lpcat3	chr6	FALSE	TRUE
Lpcat4	chr2	FALSE	FALSE
Lpgat1	chr1	FALSE	FALSE
Lpin1	chr12	TRUE	FALSE
Lpin2	chr17	FALSE	FALSE
Lpin3	chr2	FALSE	FALSE
Lpo	chr11	TRUE	FALSE
Lpp	chr16	FALSE	TRUE
Lpxn	chr19	FALSE	FALSE
Lrat	chr3	TRUE	FALSE
Lratd1	chr12	FALSE	FALSE
Lratd2	chr15	FALSE	FALSE
Lrba	chr3	FALSE	FALSE
Lrch1	chr14	FALSE	FALSE
Lrch2	chrX	FALSE	TRUE
Lrch3	chr16	FALSE	FALSE
Lrcol1	chr5	FALSE	FALSE
Lrfn1	chr7	TRUE	TRUE
Lrfn2	chr17	TRUE	FALSE
Lrfn3	chr7	TRUE	FALSE
Lrfn4	chr19	TRUE	FALSE
Lrfn5	chr12	TRUE	FALSE
Lrg1	chr17	FALSE	FALSE
Lrguk	chr6	TRUE	FALSE
Lrif1	chr3	FALSE	FALSE
Lrig1	chr6	TRUE	FALSE
Lrig2	chr3	TRUE	FALSE
Lrig3	chr10	FALSE	FALSE
Lrmda	chr14	FALSE	FALSE
Lrp1	chr10	TRUE	FALSE
Lrp10	chr14	FALSE	TRUE
Lrp11	chr10	FALSE	FALSE
Lrp12	chr15	TRUE	TRUE
Lrp1b	chr2	FALSE	FALSE
Lrp2	chr2	TRUE	FALSE
Lrp2bp	chr8	FALSE	TRUE
Lrp3	chr7	FALSE	FALSE
Lrp4	chr2	TRUE	FALSE
Lrp5	chr19	TRUE	FALSE
Lrp6	chr6	TRUE	FALSE
Lrp8	chr4	TRUE	FALSE
Lrpap1	chr5	FALSE	FALSE
Lrpprc	chr17	FALSE	FALSE
Lrr1	chr12	FALSE	TRUE
Lrrc1	chr9	FALSE	FALSE
Lrrc10	chr10	FALSE	FALSE
Lrrc10b	chr19	FALSE	TRUE
Lrrc14	chr15	FALSE	FALSE
Lrrc14b	chr13	FALSE	FALSE
Lrrc15	chr16	FALSE	FALSE
Lrrc18	chr14	FALSE	FALSE
Lrrc2	chr9	FALSE	FALSE
Lrrc20	chr10	FALSE	FALSE
Lrrc23	chr6	TRUE	TRUE
Lrrc24	chr15	TRUE	FALSE
Lrrc26	chr2	FALSE	FALSE
Lrrc27	chr7	FALSE	FALSE
Lrrc28	chr7	FALSE	FALSE
Lrrc3	chr10	FALSE	FALSE
Lrrc30	chr17	FALSE	FALSE
Lrrc31	chr3	FALSE	TRUE
Lrrc32	chr7	FALSE	FALSE
Lrrc36	chr8	FALSE	TRUE
Lrrc38	chr4	FALSE	FALSE
Lrrc3b	chr14	FALSE	FALSE
Lrrc4	chr6	TRUE	FALSE
Lrrc40	chr3	FALSE	FALSE
Lrrc41	chr4	FALSE	FALSE
Lrrc47	chr4	FALSE	FALSE
Lrrc49	chr9	FALSE	TRUE
Lrrc4b	chr7	TRUE	FALSE
Lrrc4c	chr2	TRUE	FALSE
Lrrc51	chr7	FALSE	FALSE
Lrrc52	chr1	FALSE	TRUE
Lrrc55	chr2	FALSE	FALSE
Lrrc58	chr16	FALSE	FALSE
Lrrc61	chr6	TRUE	FALSE
Lrrc66	chr5	FALSE	FALSE
Lrrc7	chr3	TRUE	FALSE
Lrrc73	chr17	FALSE	FALSE
Lrrc74a	chr12	FALSE	FALSE
Lrrc74b	chr16	FALSE	FALSE
Lrrc75a	chr11	FALSE	TRUE
Lrrc75b	chr10	FALSE	TRUE
Lrrc8a	chr2	FALSE	TRUE
Lrrc8b	chr5	FALSE	FALSE
Lrrc8c	chr5	FALSE	FALSE
Lrrc8d	chr5	FALSE	FALSE
Lrrc9	chr12	FALSE	FALSE
Lrrcc1	chr3	FALSE	FALSE
Lrrd1	chr5	FALSE	TRUE
Lrrfip1	chr1	FALSE	FALSE
Lrrfip2	chr9	FALSE	FALSE
Lrriq1	chr10	FALSE	FALSE
Lrriq3	chr3	FALSE	FALSE
Lrriq4	chr3	FALSE	FALSE
Lrrk1	chr7	FALSE	FALSE
Lrrk2	chr15	TRUE	FALSE
Lrrn1	chr6	TRUE	TRUE
Lrrn2	chr1	FALSE	FALSE
Lrrn3	chr12	TRUE	FALSE
Lrrn4	chr2	TRUE	FALSE
Lrrn4cl	chr19	FALSE	FALSE
Lrrtm1	chr6	TRUE	FALSE
Lrrtm2	chr18	TRUE	FALSE
Lrrtm3	chr10	TRUE	FALSE
Lrrtm4	chr6	TRUE	FALSE
Lrsam1	chr2	FALSE	FALSE
Lrtm1	chr14	TRUE	FALSE
Lrtm2	chr6	TRUE	FALSE
Lrwd1	chr5	FALSE	FALSE
Lsamp	chr16	FALSE	FALSE
Lsg1	chr16	FALSE	FALSE
Lsm1	chr8	TRUE	FALSE
Lsm10	chr4	FALSE	FALSE
Lsm11	chr11	FALSE	FALSE
Lsm12	chr11	FALSE	FALSE
Lsm14a	chr7	FALSE	FALSE
Lsm14b	chr2	FALSE	TRUE
Lsm2	chr17	FALSE	FALSE
Lsm3	chr6	FALSE	FALSE
Lsm4	chr8	FALSE	FALSE
Lsm5	chr6	FALSE	FALSE
Lsm6	chr8	FALSE	FALSE
Lsm7	chr10	FALSE	FALSE
Lsm8	chr6	FALSE	FALSE
Lsmem2	chr9	FALSE	TRUE
Lsp1	chr7	FALSE	TRUE
Lss	chr10	FALSE	FALSE
Lta4h	chr10	FALSE	FALSE
Ltb4r1	chr14	FALSE	FALSE
Ltb4r2	chr14	FALSE	FALSE
Ltbp1	chr17	FALSE	FALSE
Ltbp2	chr12	FALSE	FALSE
Ltbp3	chr19	FALSE	TRUE
Ltbp4	chr7	FALSE	FALSE
Ltbr	chr6	TRUE	FALSE
Ltc4s	chr11	FALSE	FALSE
Ltf	chr9	FALSE	FALSE
Ltk	chr2	TRUE	FALSE
Ltn1	chr16	FALSE	FALSE
LTO1	chr7	FALSE	FALSE
Ltv1	chr10	FALSE	FALSE
Luc7l2	chr6	FALSE	FALSE
Luc7l3	chr11	FALSE	FALSE
Lurap1	chr4	FALSE	FALSE
Lurap1l	chr4	FALSE	FALSE
Luzp1	chr4	TRUE	FALSE
Luzp2	chr7	FALSE	FALSE
Lxn	chr3	TRUE	FALSE
Ly6d	chr15	FALSE	FALSE
Ly6e	chr15	TRUE	FALSE
Ly6g	chr15	TRUE	FALSE
Ly6g5b	chr17	FALSE	TRUE
Ly6g5c	chr17	FALSE	TRUE
Ly6g6c	chr17	FALSE	TRUE
Ly6g6d	chr17	TRUE	TRUE
Ly6g6f	chr17	FALSE	TRUE
Ly6h	chr15	TRUE	FALSE
Ly6i	chr15	TRUE	TRUE
Ly6m	chr15	TRUE	FALSE
Ly75	chr2	FALSE	FALSE
Ly86	chr13	FALSE	FALSE
Ly96	chr1	FALSE	FALSE
Lyar	chr5	FALSE	FALSE
Lyg1	chr1	FALSE	FALSE
Lyg2	chr1	FALSE	TRUE
Lyl1	chr8	FALSE	FALSE
Lyn	chr4	TRUE	TRUE
Lynx1	chr15	TRUE	FALSE
Lypd1	chr1	TRUE	FALSE
Lypd3	chr7	FALSE	FALSE
Lypd6	chr2	FALSE	FALSE
Lypd6b	chr2	FALSE	FALSE
Lypla1	chr1	FALSE	FALSE
Lypla2	chr4	FALSE	TRUE
Lyplal1	chr1	FALSE	FALSE
Lyrm2	chr4	FALSE	TRUE
Lyrm4	chr13	FALSE	FALSE
Lyrm7	chr11	FALSE	FALSE
Lyrm9	chr11	FALSE	TRUE
Lysmd1	chr3	FALSE	FALSE
Lysmd2	chr9	FALSE	FALSE
Lysmd3	chr13	FALSE	FALSE
Lysmd4	chr7	FALSE	FALSE
Lyst	chr13	FALSE	FALSE
Lyz2	chr10	FALSE	FALSE
Lyzl1	chr18	FALSE	FALSE
Lyzl4	chr9	FALSE	FALSE
Lyzl6	chr11	FALSE	FALSE
Lzic	chr4	FALSE	FALSE
Lztfl1	chr9	FALSE	FALSE
Lztr1	chr16	FALSE	FALSE
Lzts1	chr8	TRUE	FALSE
Lzts3	chr2	TRUE	FALSE
M1ap	chr6	FALSE	FALSE
M6pr	chr6	FALSE	FALSE
Mab21l1	chr3	FALSE	FALSE
Mab21l2	chr3	FALSE	TRUE
Mab21l3	chr3	FALSE	FALSE
Mab21l4	chr1	FALSE	FALSE
Macc1	chr12	FALSE	FALSE
Macf1	chr4	TRUE	FALSE
Maco1	chr4	TRUE	FALSE
Macrod1	chr19	FALSE	FALSE
Macrod2	chr2	TRUE	FALSE
Macroh2a1	chr13	FALSE	FALSE
Macroh2a2	chr10	TRUE	FALSE
Mad1l1	chr5	FALSE	FALSE
Mad2l1	chr6	FALSE	FALSE
Mad2l1bp	chr17	FALSE	FALSE
Mad2l2	chr4	FALSE	FALSE
Madcam1	chr10	FALSE	FALSE
Madd	chr2	TRUE	FALSE
Maea	chr5	FALSE	FALSE
Maf	chr8	FALSE	TRUE
Mafa	chr15	FALSE	FALSE
Mafb	chr2	TRUE	FALSE
Maff	chr15	FALSE	FALSE
Mafk	chr5	TRUE	FALSE
Mag	chr7	TRUE	FALSE
Maged1	chrX	FALSE	FALSE
Maged2	chrX	FALSE	FALSE
Magee1	chrX	FALSE	FALSE
Magee2	chrX	FALSE	FALSE
Magel2	chr7	FALSE	FALSE
Magi1	chr6	FALSE	FALSE
Magi2	chr5	TRUE	FALSE
Magi3	chr3	FALSE	FALSE
Magix	chrX	FALSE	TRUE
Magoh	chr4	FALSE	FALSE
Magohb	chr6	FALSE	FALSE
Maip1	chr1	FALSE	FALSE
Majin	chr19	FALSE	TRUE
Mak	chr13	FALSE	FALSE
Mak16	chr8	FALSE	FALSE
Mal	chr2	TRUE	FALSE
Mal2	chr15	TRUE	FALSE
Malsu1	chr6	FALSE	FALSE
Malt1	chr18	FALSE	FALSE
Mamdc2	chr19	TRUE	FALSE
Maml1	chr11	FALSE	TRUE
Maml2	chr9	FALSE	FALSE
Maml3	chr3	FALSE	TRUE
Mamld1	chrX	FALSE	FALSE
Mamstr	chr7	FALSE	TRUE
Man1a	chr10	FALSE	FALSE
Man1a2	chr3	FALSE	FALSE
Man1b1	chr2	FALSE	FALSE
Man1c1	chr4	FALSE	FALSE
Man2a1	chr17	TRUE	FALSE
Man2a2	chr7	FALSE	FALSE
Man2b1	chr8	TRUE	FALSE
Man2b2	chr5	FALSE	FALSE
Man2c1	chr9	FALSE	FALSE
Manba	chr3	FALSE	FALSE
Manbal	chr2	FALSE	FALSE
Manea	chr4	FALSE	TRUE
Maneal	chr4	FALSE	FALSE
Manf	chr9	TRUE	FALSE
Mansc1	chr6	FALSE	TRUE
Maoa	chrX	FALSE	TRUE
Map10	chr8	FALSE	FALSE
Map1a	chr2	TRUE	FALSE
Map1b	chr13	TRUE	FALSE
Map1lc3a	chr2	FALSE	FALSE
Map1lc3b	chr8	FALSE	FALSE
Map1s	chr8	TRUE	FALSE
Map2	chr1	TRUE	FALSE
Map2k1	chr9	TRUE	TRUE
Map2k2	chr10	TRUE	FALSE
Map2k3	chr11	FALSE	TRUE
Map2k4	chr11	TRUE	TRUE
Map2k5	chr9	FALSE	FALSE
Map2k6	chr11	FALSE	FALSE
Map2k7	chr8	TRUE	TRUE
Map3k1	chr13	FALSE	FALSE
Map3k10	chr7	FALSE	FALSE
Map3k12	chr15	TRUE	FALSE
Map3k13	chr16	TRUE	TRUE
Map3k14	chr11	FALSE	TRUE
Map3k2	chr18	FALSE	FALSE
Map3k20	chr2	FALSE	FALSE
Map3k21	chr8	FALSE	FALSE
Map3k3	chr11	FALSE	TRUE
Map3k4	chr17	FALSE	FALSE
Map3k5	chr10	TRUE	FALSE
Map3k6	chr4	FALSE	TRUE
Map3k7	chr4	TRUE	FALSE
Map3k7cl	chr16	FALSE	FALSE
Map3k8	chr18	FALSE	TRUE
Map3k9	chr12	FALSE	TRUE
Map4	chr9	TRUE	TRUE
Map4k2	chr19	FALSE	FALSE
Map4k3	chr17	FALSE	TRUE
Map4k4	chr1	TRUE	TRUE
Map4k5	chr12	FALSE	FALSE
Map6	chr7	TRUE	FALSE
Map6d1	chr16	FALSE	FALSE
Map7	chr10	FALSE	TRUE
Map7d1	chr4	FALSE	FALSE
Map7d2	chrX	FALSE	FALSE
Map9	chr3	FALSE	FALSE
Mapk1	chr16	TRUE	FALSE
Mapk10	chr5	TRUE	FALSE
Mapk11	chr15	FALSE	FALSE
Mapk12	chr15	FALSE	FALSE
Mapk13	chr17	FALSE	FALSE
Mapk14	chr17	TRUE	FALSE
Mapk15	chr15	FALSE	TRUE
Mapk1ip1l	chr14	FALSE	FALSE
Mapk3	chr7	TRUE	FALSE
Mapk4	chr18	FALSE	FALSE
Mapk6	chr9	TRUE	FALSE
Mapk7	chr11	FALSE	FALSE
Mapk8	chr14	TRUE	FALSE
Mapk8ip1	chr2	FALSE	FALSE
Mapk8ip2	chr15	TRUE	FALSE
Mapk8ip3	chr17	TRUE	FALSE
Mapk9	chr11	TRUE	FALSE
Mapkap1	chr2	FALSE	FALSE
Mapkapk2	chr1	FALSE	FALSE
Mapkapk3	chr9	FALSE	TRUE
Mapkbp1	chr2	FALSE	TRUE
Mapre1	chr2	FALSE	FALSE
Mapre2	chr18	FALSE	FALSE
Mapre3	chr5	FALSE	FALSE
Mapt	chr11	TRUE	FALSE
Marchf1	chr8	FALSE	FALSE
Marchf10	chr11	FALSE	TRUE
Marchf11	chr15	FALSE	FALSE
Marchf3	chr18	FALSE	TRUE
Marchf4	chr1	FALSE	FALSE
Marchf5	chr19	FALSE	FALSE
Marchf6	chr15	FALSE	TRUE
Marchf7	chr2	FALSE	FALSE
Marchf8	chr6	FALSE	FALSE
Marchf9	chr10	FALSE	TRUE
Marcks	chr10	TRUE	FALSE
Marcksl1	chr4	TRUE	FALSE
Marf1	chr16	FALSE	FALSE
Mark1	chr1	TRUE	FALSE
Mark2	chr19	TRUE	TRUE
Mark3	chr12	FALSE	FALSE
Mark4	chr7	TRUE	FALSE
Mars1	chr10	FALSE	FALSE
Mars2	chr1	FALSE	FALSE
Marveld1	chr19	TRUE	TRUE
Marveld2	chr13	TRUE	TRUE
Marveld3	chr8	FALSE	TRUE
Mas1	chr17	TRUE	TRUE
Masp1	chr16	FALSE	FALSE
Masp2	chr4	FALSE	FALSE
Mast1	chr8	TRUE	FALSE
Mast2	chr4	FALSE	FALSE
Mast3	chr8	FALSE	FALSE
Mast4	chr13	FALSE	FALSE
Mastl	chr2	FALSE	FALSE
Mat2a	chr6	FALSE	FALSE
Mat2b	chr11	FALSE	TRUE
Matk	chr10	FALSE	FALSE
Matn1	chr4	FALSE	FALSE
Matn2	chr15	TRUE	FALSE
Matn3	chr12	FALSE	FALSE
Matn4	chr2	TRUE	FALSE
Matr3	chr18	FALSE	TRUE
Mau2	chr8	FALSE	FALSE
Mavs	chr2	TRUE	TRUE
Max	chr12	TRUE	FALSE
Maz	chr7	FALSE	FALSE
Mb	chr15	FALSE	TRUE
Mb21d2	chr16	FALSE	FALSE
Mbd1	chr18	TRUE	FALSE
Mbd2	chr18	FALSE	FALSE
Mbd3	chr10	FALSE	TRUE
Mbd4	chr6	FALSE	FALSE
Mbd5	chr2	TRUE	FALSE
Mbd6	chr10	FALSE	FALSE
Mbip	chr12	FALSE	FALSE
Mbl1	chr14	FALSE	FALSE
Mbl2	chr19	FALSE	TRUE
Mblac1	chr5	FALSE	FALSE
Mblac2	chr13	FALSE	FALSE
Mbnl1	chr3	TRUE	FALSE
Mbnl2	chr14	FALSE	FALSE
Mbnl3	chrX	FALSE	FALSE
Mboat1	chr13	TRUE	FALSE
Mboat2	chr12	FALSE	FALSE
Mboat4	chr8	FALSE	TRUE
Mboat7	chr7	TRUE	FALSE
Mbp	chr18	TRUE	FALSE
Mbtd1	chr11	FALSE	FALSE
Mbtps1	chr8	FALSE	FALSE
Mbtps2	chrX	FALSE	TRUE
Mc2r	chr18	FALSE	TRUE
Mc3r	chr2	FALSE	FALSE
Mc4r	chr18	FALSE	FALSE
Mc5r	chr18	FALSE	TRUE
Mcam	chr9	FALSE	TRUE
Mcat	chr15	FALSE	FALSE
Mcc	chr18	FALSE	FALSE
Mccc1	chr3	FALSE	FALSE
Mccc2	chr13	FALSE	FALSE
Mcf2	chrX	TRUE	FALSE
Mcf2l	chr8	FALSE	FALSE
Mcfd2	chr17	FALSE	FALSE
Mchr1	chr15	FALSE	FALSE
Mcidas	chr13	FALSE	FALSE
Mcl1	chr3	TRUE	TRUE
Mcm10	chr2	FALSE	FALSE
Mcm2	chr6	FALSE	FALSE
Mcm3	chr1	FALSE	FALSE
Mcm4	chr16	FALSE	FALSE
Mcm5	chr8	FALSE	FALSE
Mcm6	chr1	FALSE	FALSE
Mcm8	chr2	FALSE	FALSE
Mcm9	chr10	FALSE	FALSE
Mcmbp	chr7	FALSE	FALSE
Mcmdc2	chr1	TRUE	FALSE
Mcoln1	chr8	FALSE	FALSE
Mcoln2	chr3	FALSE	FALSE
Mcph1	chr8	TRUE	FALSE
Mcpt9	chr14	FALSE	FALSE
Mcrip2	chr17	FALSE	FALSE
Mcrs1	chr15	FALSE	TRUE
