gene_name	chr	is_neuronal	k27ac_predicted
Mettl17	chr14	FALSE	FALSE
Mettl18	chr1	FALSE	FALSE
Mettl21a	chr1	FALSE	TRUE
Mettl21e	chr1	FALSE	TRUE
Mettl24	chr10	FALSE	TRUE
Mettl25	chr10	FALSE	FALSE
Mettl26	chr17	FALSE	FALSE
Mettl3	chr14	TRUE	FALSE
Mettl4	chr17	FALSE	FALSE
Mettl6	chr14	FALSE	FALSE
Mettl9	chr7	FALSE	FALSE
Mex3b	chr7	FALSE	FALSE
Mex3c	chr18	FALSE	FALSE
Mex3d	chr10	FALSE	FALSE
Mfap3	chr11	FALSE	FALSE
Mfap3l	chr8	FALSE	FALSE
Mfap4	chr11	FALSE	TRUE
Mff	chr1	TRUE	FALSE
Mfhas1	chr8	FALSE	FALSE
Mfn1	chr3	TRUE	FALSE
Mfn2	chr4	TRUE	FALSE
Mfsd1	chr3	FALSE	FALSE
Mfsd10	chr5	FALSE	FALSE
Mfsd11	chr11	FALSE	FALSE
Mfsd14a	chr3	FALSE	FALSE
Mfsd3	chr15	FALSE	TRUE
Mfsd4a	chr1	FALSE	TRUE
Mfsd4b1	chr10	FALSE	TRUE
Mfsd5	chr15	FALSE	FALSE
Mfsd6	chr1	FALSE	TRUE
Mfsd6l	chr11	FALSE	TRUE
Mfsd8	chr3	TRUE	TRUE
Mga	chr2	FALSE	FALSE
Mgat1	chr11	FALSE	TRUE
Mgat2	chr12	FALSE	FALSE
Mgat3	chr15	TRUE	FALSE
Mgat4a	chr1	FALSE	FALSE
Mgat4b	chr11	FALSE	FALSE
Mgat4d	chr8	FALSE	FALSE
Mgat5	chr1	FALSE	FALSE
Mgat5b	chr11	FALSE	FALSE
Mgll	chr6	TRUE	TRUE
Mgrn1	chr16	FALSE	FALSE
Mgst2	chr3	FALSE	TRUE
Mgst3	chr1	FALSE	TRUE
Mia2	chr12	FALSE	TRUE
Mia3	chr1	FALSE	TRUE
Mib1	chr18	TRUE	FALSE
Mib2	chr4	FALSE	FALSE
Mical2	chr7	FALSE	FALSE
Mical3	chr6	FALSE	FALSE
Micall1	chr15	TRUE	TRUE
Micall2	chr5	TRUE	TRUE
Micos10	chr4	FALSE	FALSE
Micos13	chr17	FALSE	TRUE
Micu3	chr8	TRUE	FALSE
Mid1ip1	chrX	FALSE	TRUE
Mid2	chrX	FALSE	FALSE
Midn	chr10	FALSE	FALSE
Mief1	chr15	FALSE	FALSE
Mief2	chr11	FALSE	FALSE
Mier1	chr4	FALSE	FALSE
Mier2	chr10	FALSE	FALSE
Mier3	chr13	FALSE	FALSE
Mif	chr10	FALSE	TRUE
Miga2	chr2	FALSE	TRUE
Minar1	chr9	TRUE	FALSE
Mindy1	chr3	FALSE	TRUE
Mindy2	chr9	FALSE	FALSE
Mindy3	chr2	FALSE	FALSE
Mindy4	chr6	FALSE	TRUE
Mink1	chr11	TRUE	FALSE
Minpp1	chr19	FALSE	FALSE
Mios	chr6	TRUE	FALSE
Mis18a	chr16	FALSE	FALSE
Mitf	chr6	FALSE	TRUE
Mkks	chr2	TRUE	FALSE
Mknk2	chr10	FALSE	TRUE
Mkrn1	chr6	FALSE	FALSE
Mkrn2	chr6	FALSE	TRUE
Mkx	chr18	FALSE	FALSE
Mlec	chr5	FALSE	FALSE
Mlf2	chr6	FALSE	TRUE
Mlh1	chr9	FALSE	FALSE
Mlh3	chr12	TRUE	FALSE
Mllt1	chr17	FALSE	FALSE
Mllt10	chr2	FALSE	TRUE
Mllt11	chr3	FALSE	FALSE
Mllt3	chr4	FALSE	FALSE
Mllt6	chr11	FALSE	FALSE
Mlst8	chr17	FALSE	FALSE
Mlx	chr11	FALSE	TRUE
Mlxip	chr5	FALSE	TRUE
Mlycd	chr8	FALSE	TRUE
Mmaa	chr8	FALSE	TRUE
Mmachc	chr4	FALSE	FALSE
Mmadhc	chr2	FALSE	FALSE
Mmd2	chr5	TRUE	FALSE
Mmel1	chr4	FALSE	TRUE
Mmp15	chr8	FALSE	FALSE
Mmp16	chr4	FALSE	FALSE
Mmp17	chr5	FALSE	FALSE
Mmp21	chr7	FALSE	TRUE
Mmp23	chr4	FALSE	FALSE
Mmp24	chr2	TRUE	FALSE
Mmp28	chr11	FALSE	TRUE
Mmp9	chr2	TRUE	TRUE
Mms19	chr19	FALSE	FALSE
Mms22l	chr4	FALSE	FALSE
Mmut	chr17	FALSE	FALSE
Mnt	chr11	FALSE	FALSE
Mob1b	chr5	FALSE	FALSE
Mob2	chr7	TRUE	FALSE
Mob4	chr1	FALSE	FALSE
Mocs1	chr17	FALSE	TRUE
Mocs2	chr13	FALSE	FALSE
Mog	chr17	FALSE	TRUE
Mogat1	chr1	FALSE	TRUE
Mon1a	chr9	FALSE	TRUE
Mon1b	chr8	FALSE	FALSE
Mon2	chr10	FALSE	FALSE
Morc3	chr16	FALSE	FALSE
Morf4l1	chr9	FALSE	TRUE
Morf4l2	chrX	FALSE	FALSE
Morn1	chr4	FALSE	TRUE
Mospd1	chrX	FALSE	FALSE
Mospd2	chrX	FALSE	TRUE
Mospd3	chr5	FALSE	FALSE
Mpc1	chr17	FALSE	FALSE
Mpc2	chr1	FALSE	FALSE
Mpdu1	chr11	FALSE	FALSE
Mpdz	chr4	TRUE	TRUE
Mpg	chr11	FALSE	TRUE
Mphosph6	chr8	FALSE	FALSE
Mphosph8	chr14	FALSE	FALSE
Mphosph9	chr5	FALSE	FALSE
Mplkip	chr13	FALSE	FALSE
Mpnd	chr17	FALSE	FALSE
Mpp1	chrX	FALSE	TRUE
Mpp2	chr11	TRUE	FALSE
Mpp3	chr11	FALSE	FALSE
Mpp4	chr1	TRUE	FALSE
Mpp7	chr18	FALSE	TRUE
Mppe1	chr18	FALSE	FALSE
Mpped2	chr2	FALSE	FALSE
Mprip	chr11	FALSE	TRUE
Mpst	chr15	TRUE	TRUE
Mpv17	chr5	TRUE	FALSE
Mpv17l	chr16	FALSE	FALSE
Mpv17l2	chr8	FALSE	TRUE
Mpzl1	chr1	FALSE	TRUE
Mpzl3	chr9	FALSE	FALSE
Mras	chr9	FALSE	FALSE
Mrc2	chr11	FALSE	FALSE
Mre11a	chr9	FALSE	FALSE
Mreg	chr1	FALSE	TRUE
Mrfap1	chr5	FALSE	TRUE
Mrgbp	chr2	FALSE	FALSE
Mrgprd	chr7	FALSE	FALSE
Mrgprf	chr7	FALSE	TRUE
Mri1	chr8	FALSE	FALSE
Mrln	chr10	FALSE	TRUE
Mrm1	chr11	FALSE	TRUE
Mrm3	chr11	FALSE	TRUE
Mrnip	chr11	FALSE	FALSE
Mro	chr18	FALSE	FALSE
Mroh1	chr15	FALSE	TRUE
Mroh5	chr15	FALSE	FALSE
Mrpl1	chr5	FALSE	TRUE
Mrpl11	chr19	FALSE	FALSE
Mrpl12	chr11	FALSE	FALSE
Mrpl15	chr1	FALSE	FALSE
Mrpl17	chr7	FALSE	FALSE
Mrpl18	chr17	FALSE	FALSE
Mrpl23	chr7	FALSE	TRUE
Mrpl24	chr3	FALSE	FALSE
Mrpl35	chr6	FALSE	FALSE
Mrpl36	chr13	FALSE	FALSE
Mrpl39	chr16	FALSE	TRUE
Mrpl41	chr2	FALSE	FALSE
Mrpl42	chr10	FALSE	FALSE
Mrpl44	chr1	FALSE	FALSE
Mrpl45	chr11	FALSE	TRUE
Mrpl46	chr7	FALSE	FALSE
Mrpl48	chr7	FALSE	FALSE
Mrpl51	chr6	FALSE	FALSE
Mrpl53	chr6	FALSE	FALSE
Mrpl57	chr14	FALSE	FALSE
Mrpl58	chr11	FALSE	FALSE
Mrps14	chr1	FALSE	FALSE
Mrps16	chr14	FALSE	TRUE
Mrps23	chr11	FALSE	TRUE
Mrps25	chr6	FALSE	FALSE
Mrps27	chr13	FALSE	TRUE
Mrps28	chr3	FALSE	TRUE
Mrps31	chr8	FALSE	TRUE
Mrps33	chr6	FALSE	FALSE
Mrps35	chr6	FALSE	FALSE
Mrps36	chr13	FALSE	FALSE
Mrps6	chr16	FALSE	TRUE
Mrps9	chr1	FALSE	TRUE
Mrrf	chr2	FALSE	FALSE
Mrtfb	chr16	TRUE	TRUE
Msantd2	chr9	FALSE	FALSE
Msantd3	chr4	FALSE	FALSE
Msantd4	chr9	FALSE	FALSE
Msh2	chr17	TRUE	FALSE
Msh6	chr17	FALSE	FALSE
Msi1	chr5	TRUE	FALSE
Msi2	chr11	TRUE	FALSE
Msl1	chr11	FALSE	FALSE
Msl2	chr9	FALSE	TRUE
Msl3	chrX	FALSE	FALSE
Msl3l2	chr10	FALSE	FALSE
Msmo1	chr8	FALSE	TRUE
Msra	chr14	FALSE	TRUE
Msrb1	chr17	FALSE	TRUE
Mss51	chr14	FALSE	FALSE
Mst1r	chr9	TRUE	FALSE
Msto1	chr3	FALSE	FALSE
Mt1	chr8	TRUE	TRUE
Mt3	chr8	TRUE	FALSE
Mta1	chr12	FALSE	FALSE
Mta2	chr19	FALSE	FALSE
Mta3	chr17	FALSE	FALSE
Mtap	chr4	FALSE	FALSE
Mtbp	chr15	FALSE	FALSE
Mtch1	chr17	FALSE	TRUE
Mtch2	chr2	FALSE	FALSE
Mtcl1	chr17	FALSE	FALSE
Mtdh	chr15	FALSE	FALSE
Mterf1a	chr5	FALSE	TRUE
Mterf1b	chr5	FALSE	TRUE
Mterf2	chr10	FALSE	TRUE
Mtf1	chr4	TRUE	FALSE
Mtfp1	chr11	FALSE	FALSE
Mtfr1	chr3	FALSE	TRUE
Mthfd1	chr12	TRUE	TRUE
Mthfd1l	chr10	TRUE	TRUE
Mthfd2	chr6	FALSE	TRUE
Mthfr	chr4	TRUE	TRUE
Mthfs	chr9	FALSE	FALSE
Mthfsd	chr8	FALSE	FALSE
Mtm1	chrX	FALSE	TRUE
Mtmr1	chrX	FALSE	FALSE
Mtmr10	chr7	FALSE	TRUE
Mtmr11	chr3	FALSE	FALSE
Mtmr12	chr15	FALSE	FALSE
Mtmr14	chr6	FALSE	TRUE
Mtmr2	chr9	TRUE	FALSE
Mtmr3	chr11	FALSE	FALSE
Mtmr4	chr11	FALSE	FALSE
Mtmr6	chr14	FALSE	TRUE
Mtmr7	chr8	FALSE	TRUE
Mto1	chr9	FALSE	FALSE
Mtor	chr4	TRUE	FALSE
Mtpap	chr18	FALSE	FALSE
Mtpn	chr6	TRUE	FALSE
Mtr	chr13	TRUE	TRUE
Mtres1	chr10	FALSE	FALSE
Mtrf1	chr14	FALSE	FALSE
Mtrf1l	chr10	FALSE	FALSE
Mtrr	chr13	FALSE	FALSE
Mtss1	chr15	TRUE	FALSE
Mtss2	chr8	FALSE	FALSE
Mturn	chr6	TRUE	TRUE
Mtus1	chr8	FALSE	TRUE
Mtus2	chr5	FALSE	FALSE
Mtx2	chr2	FALSE	TRUE
Mtx3	chr13	FALSE	TRUE
Muc1	chr3	FALSE	FALSE
Muc15	chr2	FALSE	TRUE
Mus81	chr19	FALSE	FALSE
Mutyh	chr4	FALSE	TRUE
Mvb12b	chr2	FALSE	FALSE
Mvd	chr8	FALSE	TRUE
Mvp	chr7	FALSE	TRUE
Mxd1	chr6	FALSE	FALSE
Mxd4	chr5	FALSE	TRUE
Mxi1	chr19	FALSE	FALSE
Mxra7	chr11	FALSE	TRUE
Myadm	chr7	FALSE	FALSE
Mybpc3	chr2	FALSE	TRUE
Mybph	chr1	FALSE	FALSE
Myc	chr15	TRUE	FALSE
Mycbp2	chr14	TRUE	FALSE
Mycn	chr12	TRUE	FALSE
Myef2	chr2	FALSE	FALSE
Myf5	chr10	FALSE	FALSE
Myh10	chr11	TRUE	FALSE
Myh14	chr7	TRUE	FALSE
Myh7b	chr2	FALSE	FALSE
Myh9	chr15	FALSE	FALSE
Myl12b	chr17	FALSE	FALSE
Myl3	chr9	FALSE	FALSE
Myl6	chr10	FALSE	FALSE
Myl6b	chr10	FALSE	FALSE
Myl7	chr11	FALSE	TRUE
Mylip	chr13	TRUE	FALSE
Mylpf	chr7	FALSE	FALSE
Mymx	chr17	FALSE	TRUE
Myo10	chr15	FALSE	TRUE
Myo16	chr8	TRUE	FALSE
Myo18a	chr11	FALSE	FALSE
Myo19	chr11	FALSE	FALSE
Myo1c	chr11	FALSE	TRUE
Myo1d	chr11	FALSE	TRUE
Myo3a	chr2	TRUE	TRUE
Myo5a	chr9	TRUE	FALSE
Myo5c	chr9	FALSE	TRUE
Myo6	chr9	TRUE	TRUE
Myo7a	chr7	TRUE	FALSE
Myo9b	chr8	FALSE	FALSE
Myof	chr19	FALSE	TRUE
Myog	chr1	FALSE	TRUE
Myom1	chr17	FALSE	TRUE
Mypop	chr7	FALSE	FALSE
Myrfl	chr10	FALSE	TRUE
Myrip	chr9	FALSE	FALSE
Myt1	chr2	TRUE	TRUE
Myt1l	chr12	TRUE	TRUE
Mzt2	chr16	FALSE	FALSE
N4bp1	chr8	FALSE	FALSE
N4bp2	chr5	FALSE	FALSE
N4bp2l1	chr5	FALSE	FALSE
N4bp3	chr11	TRUE	FALSE
N6amt1	chr16	FALSE	TRUE
Naa11	chr5	FALSE	TRUE
Naa15	chr3	FALSE	FALSE
Naa16	chr14	FALSE	FALSE
Naa20	chr2	FALSE	FALSE
Naa25	chr5	FALSE	FALSE
Naa35	chr13	FALSE	TRUE
Naa38	chr11	FALSE	TRUE
Naa40	chr19	FALSE	FALSE
Naa80	chr9	FALSE	TRUE
Naaa	chr5	FALSE	FALSE
Naaladl2	chr3	FALSE	TRUE
Nab1	chr1	TRUE	TRUE
Nab2	chr10	TRUE	TRUE
Nabp1	chr1	FALSE	TRUE
Nabp2	chr10	FALSE	FALSE
Naca	chr10	FALSE	FALSE
Nacad	chr11	FALSE	FALSE
Nacc1	chr8	FALSE	FALSE
Nacc2	chr2	FALSE	FALSE
Nadk	chr4	FALSE	FALSE
Nadk2	chr15	FALSE	TRUE
Nae1	chr8	TRUE	FALSE
Nagk	chr6	FALSE	TRUE
Naglu	chr11	TRUE	TRUE
Nalcn	chr14	TRUE	TRUE
Nampt	chr12	FALSE	TRUE
Nanos1	chr19	TRUE	FALSE
Nap1l1	chr10	TRUE	TRUE
Nap1l2	chrX	TRUE	FALSE
Nap1l3	chrX	FALSE	FALSE
Nap1l4	chr7	FALSE	FALSE
Napa	chr7	TRUE	FALSE
Napb	chr2	TRUE	TRUE
Napepld	chr5	FALSE	TRUE
Napg	chr18	FALSE	TRUE
Narf	chr11	FALSE	FALSE
Nars2	chr7	FALSE	FALSE
Nasp	chr4	FALSE	FALSE
Nat10	chr2	FALSE	FALSE
Nat14	chr7	FALSE	FALSE
Nat3	chr8	FALSE	TRUE
Nat8	chr6	FALSE	FALSE
Nat8f3	chr6	FALSE	FALSE
Nat8f7	chr6	FALSE	FALSE
Nat8l	chr5	TRUE	FALSE
Nat9	chr11	FALSE	TRUE
Natd1	chr11	FALSE	TRUE
Nav1	chr1	TRUE	FALSE
Nav2	chr7	TRUE	TRUE
Nav3	chr10	TRUE	FALSE
Naxd	chr8	FALSE	FALSE
Nbdy	chrX	FALSE	FALSE
Nbea	chr3	TRUE	TRUE
Nbeal1	chr1	FALSE	TRUE
Nbeal2	chr9	FALSE	TRUE
Nbn	chr4	TRUE	TRUE
Nbr1	chr11	FALSE	FALSE
Ncald	chr15	FALSE	TRUE
Ncam1	chr9	TRUE	FALSE
Ncam2	chr16	TRUE	FALSE
Ncan	chr8	TRUE	FALSE
Ncapd3	chr9	FALSE	FALSE
Ncaph2	chr15	FALSE	TRUE
Ncbp3	chr11	FALSE	TRUE
Ncdn	chr4	TRUE	FALSE
Nceh1	chr3	FALSE	FALSE
Nck1	chr9	TRUE	FALSE
Nck2	chr1	TRUE	TRUE
Nckap1	chr2	TRUE	TRUE
Nckap5l	chr15	FALSE	FALSE
Ncl	chr1	FALSE	FALSE
Ncln	chr10	FALSE	FALSE
Ncoa1	chr12	TRUE	TRUE
Ncoa2	chr1	FALSE	FALSE
Ncoa4	chr14	FALSE	FALSE
Ncoa5	chr2	FALSE	FALSE
Ncoa6	chr2	TRUE	FALSE
Ncoa7	chr10	FALSE	TRUE
Ncor2	chr5	TRUE	FALSE
Ncs1	chr2	TRUE	FALSE
Ndc1	chr4	FALSE	FALSE
Ndel1	chr11	TRUE	FALSE
Ndfip1	chr18	FALSE	FALSE
Ndfip2	chr14	FALSE	FALSE
Ndn	chr7	TRUE	FALSE
Ndp	chrX	TRUE	TRUE
Ndrg2	chr14	TRUE	FALSE
Ndrg3	chr2	FALSE	FALSE
Ndrg4	chr8	TRUE	FALSE
Ndst1	chr18	TRUE	FALSE
Ndst2	chr14	FALSE	TRUE
Ndst3	chr3	FALSE	TRUE
Ndufa10	chr1	FALSE	TRUE
Ndufa12	chr10	FALSE	FALSE
Ndufa2	chr18	FALSE	FALSE
Ndufa4	chr6	FALSE	FALSE
Ndufa5	chr6	FALSE	FALSE
Ndufa7	chr17	FALSE	TRUE
Ndufa9	chr6	FALSE	FALSE
Ndufab1	chr7	FALSE	TRUE
Ndufaf3	chr9	FALSE	FALSE
Ndufaf4	chr4	FALSE	FALSE
Ndufaf5	chr2	FALSE	FALSE
Ndufaf6	chr4	FALSE	TRUE
Ndufaf7	chr17	FALSE	TRUE
Ndufaf8	chr11	FALSE	FALSE
Ndufb10	chr17	FALSE	FALSE
Ndufb11	chrX	FALSE	FALSE
Ndufb2	chr6	FALSE	FALSE
Ndufb4	chr16	FALSE	TRUE
Ndufb5	chr3	FALSE	FALSE
Ndufb6	chr4	FALSE	FALSE
Ndufb7	chr8	FALSE	FALSE
Ndufb8	chr19	FALSE	FALSE
Ndufb9	chr15	FALSE	FALSE
Ndufc1	chr3	FALSE	FALSE
Ndufc2	chr7	FALSE	FALSE
Ndufs2	chr1	TRUE	FALSE
Ndufs3	chr2	FALSE	FALSE
Ndufs4	chr13	TRUE	FALSE
Ndufs6	chr13	FALSE	TRUE
Ndufs7	chr10	FALSE	FALSE
Ndufs8	chr19	FALSE	FALSE
Ndufv2	chr17	TRUE	FALSE
Ndufv3	chr17	FALSE	TRUE
Neb	chr2	FALSE	TRUE
Nebl	chr2	FALSE	FALSE
Necab1	chr4	FALSE	TRUE
Necab3	chr2	FALSE	TRUE
Necap1	chr6	TRUE	FALSE
Necap2	chr4	FALSE	TRUE
Nectin1	chr9	TRUE	FALSE
Nectin3	chr16	TRUE	FALSE
Nectin4	chr1	FALSE	TRUE
Nedd4	chr9	TRUE	FALSE
Nedd4l	chr18	TRUE	FALSE
Nedd9	chr13	TRUE	FALSE
Nefl	chr14	TRUE	FALSE
Nefm	chr14	TRUE	FALSE
Negr1	chr3	TRUE	FALSE
Neil1	chr9	FALSE	FALSE
Nek1	chr8	FALSE	TRUE
Nek10	chr14	FALSE	TRUE
Nek2	chr1	FALSE	TRUE
Nek4	chr14	FALSE	FALSE
Nek6	chr2	FALSE	TRUE
Nelfa	chr5	FALSE	FALSE
Nelfb	chr2	FALSE	FALSE
Nell2	chr15	TRUE	FALSE
Nemf	chr12	FALSE	FALSE
Nemp2	chr1	FALSE	TRUE
Nenf	chr1	FALSE	TRUE
Neo1	chr9	TRUE	FALSE
Neto2	chr8	TRUE	FALSE
Neu1	chr17	TRUE	FALSE
Neu2	chr1	FALSE	TRUE
Neu4	chr1	TRUE	TRUE
Neurl1a	chr19	TRUE	FALSE
Neurl3	chr1	FALSE	TRUE
Neurl4	chr11	FALSE	FALSE
Neurod1	chr2	TRUE	TRUE
Neurod2	chr11	TRUE	TRUE
Neurod6	chr6	TRUE	FALSE
Nexmif	chrX	TRUE	FALSE
Nf1	chr11	TRUE	FALSE
Nfasc	chr1	TRUE	FALSE
Nfat5	chr8	FALSE	FALSE
Nfatc2	chr2	FALSE	FALSE
Nfatc2ip	chr7	FALSE	FALSE
Nfatc3	chr8	FALSE	TRUE
Nfe2l1	chr11	TRUE	FALSE
Nfe2l2	chr2	TRUE	TRUE
Nfia	chr4	TRUE	TRUE
Nfib	chr4	TRUE	TRUE
Nfic	chr10	FALSE	TRUE
Nfil3	chr13	FALSE	FALSE
Nfix	chr8	TRUE	TRUE
Nfkb1	chr3	FALSE	TRUE
Nfkbia	chr12	FALSE	FALSE
Nfkbib	chr7	FALSE	FALSE
Nfkbid	chr7	FALSE	TRUE
Nfkbie	chr17	FALSE	TRUE
Nfkbil1	chr17	FALSE	FALSE
Nfkbiz	chr16	FALSE	TRUE
Nfs1	chr2	FALSE	FALSE
Nfu1	chr6	FALSE	FALSE
Nfx1	chr4	FALSE	FALSE
Nfyb	chr10	FALSE	FALSE
Nfyc	chr4	FALSE	FALSE
Ngb	chr12	TRUE	FALSE
Ngdn	chr14	TRUE	FALSE
Ngef	chr1	TRUE	TRUE
Ngly1	chr14	FALSE	TRUE
Nhlh2	chr3	TRUE	TRUE
Nhlrc1	chr13	FALSE	TRUE
Nhlrc3	chr3	FALSE	FALSE
Nhsl1	chr10	FALSE	TRUE
Nhsl2	chrX	FALSE	FALSE
Nif3l1	chr1	TRUE	TRUE
Nim1k	chr13	FALSE	FALSE
Nin	chr12	TRUE	FALSE
Ninj1	chr13	FALSE	TRUE
Nipa1	chr7	FALSE	FALSE
Nipal2	chr15	FALSE	TRUE
Nipal3	chr4	FALSE	TRUE
Nipbl	chr15	TRUE	FALSE
Nipsnap2	chr5	FALSE	FALSE
Nipsnap3b	chr4	FALSE	FALSE
Nisch	chr14	TRUE	FALSE
Nit2	chr16	FALSE	TRUE
Nkain1	chr4	FALSE	TRUE
Nkain3	chr4	FALSE	FALSE
Nkain4	chr2	FALSE	FALSE
Nkd1	chr8	FALSE	FALSE
Nkrf	chrX	FALSE	FALSE
Nlgn1	chr3	TRUE	TRUE
Nlgn3	chrX	TRUE	FALSE
Nlk	chr11	FALSE	FALSE
Nln	chr13	FALSE	FALSE
Nlrc3	chr16	FALSE	FALSE
Nlrx1	chr9	FALSE	FALSE
Nmd3	chr3	FALSE	FALSE
Nme1	chr11	TRUE	TRUE
Nme2	chr11	TRUE	TRUE
Nmi	chr2	FALSE	TRUE
Nmnat1	chr4	TRUE	TRUE
Nmnat2	chr1	FALSE	FALSE
Nmral1	chr16	FALSE	TRUE
Nmt2	chr2	FALSE	TRUE
Nobox	chr6	FALSE	TRUE
Noc3l	chr19	FALSE	FALSE
Noct	chr3	FALSE	FALSE
Nol10	chr12	FALSE	FALSE
Nol4	chr18	FALSE	TRUE
Nol4l	chr2	FALSE	TRUE
Nol7	chr13	FALSE	FALSE
Nom1	chr5	FALSE	FALSE
Nono	chrX	TRUE	TRUE
Nop10	chr2	FALSE	TRUE
Nop53	chr7	FALSE	FALSE
Nop56	chr2	FALSE	FALSE
Nos1	chr5	TRUE	FALSE
Nos1ap	chr1	TRUE	FALSE
Nostrin	chr2	FALSE	FALSE
Notch4	chr17	FALSE	TRUE
Nova1	chr12	TRUE	FALSE
Nova2	chr7	TRUE	FALSE
Npas1	chr7	TRUE	FALSE
Npas2	chr1	FALSE	FALSE
Npas4	chr19	TRUE	FALSE
Npc1	chr18	TRUE	FALSE
Npc2	chr12	FALSE	TRUE
Npcd	chr15	FALSE	TRUE
Npdc1	chr2	FALSE	FALSE
Npepl1	chr2	FALSE	TRUE
Npff	chr15	TRUE	TRUE
Nphp1	chr2	TRUE	TRUE
Nphp3	chr9	FALSE	TRUE
Nphp4	chr4	TRUE	TRUE
Npm1	chr11	TRUE	FALSE
Npm2	chr14	FALSE	FALSE
Npr2	chr4	TRUE	TRUE
Nprl3	chr11	FALSE	FALSE
Nptn	chr9	TRUE	FALSE
Nptx1	chr11	TRUE	FALSE
Nptxr	chr15	TRUE	TRUE
Npvf	chr6	FALSE	TRUE
Nqo2	chr13	TRUE	TRUE
Nr0b2	chr4	FALSE	TRUE
Nr1d1	chr11	TRUE	FALSE
Nr1d2	chr14	FALSE	FALSE
Nr1h3	chr2	FALSE	TRUE
Nr2c1	chr10	FALSE	TRUE
Nr2c2	chr6	TRUE	TRUE
Nr2f1	chr13	TRUE	FALSE
Nr2f6	chr8	TRUE	TRUE
Nr3c1	chr18	TRUE	TRUE
Nr3c2	chr8	TRUE	FALSE
Nr4a1	chr15	TRUE	TRUE
Nr4a2	chr2	TRUE	TRUE
Nr4a3	chr4	TRUE	TRUE
Nradd	chr9	FALSE	FALSE
Nrbf2	chr10	FALSE	TRUE
Nrbp1	chr5	FALSE	FALSE
Nrbp2	chr15	TRUE	FALSE
Nrcam	chr12	TRUE	TRUE
Nrde2	chr12	FALSE	FALSE
Nrep	chr18	TRUE	TRUE
Nrf1	chr6	FALSE	FALSE
Nrg2	chr18	TRUE	FALSE
Nrg3	chr14	TRUE	FALSE
Nrg4	chr9	TRUE	TRUE
Nrip1	chr16	FALSE	TRUE
Nrip2	chr6	FALSE	FALSE
Nrn1	chr13	TRUE	TRUE
Nrp1	chr8	TRUE	FALSE
Nrp2	chr1	TRUE	FALSE
Nrros	chr16	TRUE	TRUE
Nrxn1	chr17	TRUE	FALSE
Nrxn2	chr19	TRUE	FALSE
Nrxn3	chr12	TRUE	FALSE
Nsd2	chr5	FALSE	FALSE
Nsd3	chr8	FALSE	FALSE
Nsf	chr11	FALSE	FALSE
Nsfl1c	chr2	FALSE	FALSE
Nsg1	chr5	TRUE	FALSE
Nsg2	chr11	TRUE	FALSE
Nsmaf	chr4	FALSE	TRUE
Nsmce3	chr7	FALSE	FALSE
Nsmce4a	chr7	FALSE	FALSE
Nsun3	chr16	FALSE	FALSE
Nsun6	chr2	FALSE	TRUE
Nt5c	chr11	FALSE	TRUE
Nt5c1a	chr4	FALSE	FALSE
Nt5c2	chr19	FALSE	FALSE
Nt5c3	chr6	FALSE	FALSE
Nt5dc1	chr10	FALSE	TRUE
Nt5dc2	chr14	FALSE	FALSE
Nt5dc3	chr10	FALSE	TRUE
Nt5e	chr9	FALSE	TRUE
Nt5m	chr11	FALSE	FALSE
Ntan1	chr16	TRUE	FALSE
Ntf3	chr6	TRUE	TRUE
Nthl1	chr17	FALSE	TRUE
Ntm	chr9	TRUE	FALSE
Ntn3	chr17	TRUE	TRUE
Ntn4	chr10	TRUE	TRUE
Ntn5	chr7	TRUE	TRUE
Ntng1	chr3	TRUE	FALSE
Ntng2	chr2	TRUE	TRUE
Ntpcr	chr8	FALSE	TRUE
Ntrk2	chr13	TRUE	FALSE
Ntrk3	chr7	TRUE	FALSE
Nuak1	chr10	FALSE	FALSE
Nub1	chr5	FALSE	FALSE
Nubp1	chr16	FALSE	FALSE
Nucks1	chr1	FALSE	FALSE
Nudcd3	chr11	FALSE	FALSE
Nudt14	chr12	FALSE	TRUE
Nudt15	chr14	FALSE	TRUE
Nudt16	chr9	FALSE	FALSE
Nudt16l1	chr16	FALSE	FALSE
Nudt18	chr14	FALSE	FALSE
Nudt19	chr7	FALSE	FALSE
Nudt22	chr19	FALSE	TRUE
Nudt3	chr17	FALSE	FALSE
Nudt4	chr10	FALSE	FALSE
Nudt5	chr2	FALSE	FALSE
Nudt6	chr3	FALSE	TRUE
Nudt9	chr5	FALSE	TRUE
Nuf2	chr1	FALSE	FALSE
Nufip1	chr14	FALSE	FALSE
Nufip2	chr11	FALSE	FALSE
Numa1	chr7	FALSE	TRUE
Numb	chr12	TRUE	TRUE
Numbl	chr7	TRUE	TRUE
Nup153	chr13	FALSE	FALSE
Nup160	chr2	FALSE	FALSE
Nup188	chr2	FALSE	FALSE
Nup210	chr6	FALSE	TRUE
Nup214	chr2	FALSE	FALSE
Nup50	chr15	TRUE	FALSE
Nup54	chr5	FALSE	FALSE
Nup62	chr7	FALSE	FALSE
Nup85	chr11	FALSE	FALSE
Nup93	chr8	FALSE	TRUE
Nus1	chr10	FALSE	FALSE
Nutf2	chr8	FALSE	TRUE
Nxn	chr11	FALSE	TRUE
Nxpe3	chr16	FALSE	FALSE
Nxph1	chr6	TRUE	FALSE
Nxph3	chr11	FALSE	TRUE
