gene_name	chr	is_neuronal_and_mecp2_up	k119ub_remodeled
Rab37	chr11	FALSE	TRUE
Glipr2	chr4	FALSE	FALSE
Lox	chr18	FALSE	FALSE
Wdr17	chr8	FALSE	TRUE
Pdlim1	chr19	FALSE	FALSE
Slc7a10	chr7	FALSE	TRUE
Tnpo2	chr8	FALSE	FALSE
Tbata	chr10	FALSE	TRUE
Hapln1	chr13	FALSE	FALSE
Eno2	chr6	FALSE	FALSE
Camkv	chr9	FALSE	TRUE
Thoc7	chr14	FALSE	TRUE
Tcp11	chr17	FALSE	FALSE
Csmd3	chr15	FALSE	TRUE
Mcub	chr3	FALSE	TRUE
Slc19a3	chr1	FALSE	TRUE
F2rl1	chr13	FALSE	FALSE
Napb	chr2	FALSE	TRUE
Zfp956	chr6	FALSE	TRUE
Gja8	chr3	FALSE	FALSE
Shf	chr2	FALSE	FALSE
Esrra	chr19	FALSE	FALSE
Skp2	chr15	FALSE	TRUE
Nuak2	chr1	FALSE	FALSE
Nlrc3	chr16	FALSE	FALSE
Galm	chr17	FALSE	FALSE
Klhdc4	chr8	FALSE	FALSE
Chd5	chr4	FALSE	FALSE
Alox5ap	chr5	FALSE	FALSE
Vopp1	chr6	FALSE	TRUE
Snn	chr16	FALSE	FALSE
Acot12	chr13	FALSE	TRUE
Mmaa	chr8	FALSE	TRUE
Asxl3	chr18	FALSE	TRUE
Lrrc75a	chr11	FALSE	TRUE
Vgf	chr5	FALSE	TRUE
Plcb1	chr2	FALSE	FALSE
Mtm1	chrX	FALSE	TRUE
Tfap2c	chr2	FALSE	TRUE
Ssh3	chr19	FALSE	FALSE
Hspb1	chr5	FALSE	TRUE
Nol4l	chr2	FALSE	TRUE
Cpsf4l	chr11	FALSE	FALSE
Ptbp2	chr3	FALSE	TRUE
Tbc1d16	chr11	FALSE	FALSE
Rad51ap2	chr12	FALSE	TRUE
R3hdm4	chr10	FALSE	TRUE
Rtraf	chr14	FALSE	TRUE
Pacsin2	chr15	FALSE	FALSE
Bub3	chr7	FALSE	FALSE
Sting1	chr18	FALSE	TRUE
Polr1a	chr6	FALSE	TRUE
Dusp15	chr2	FALSE	FALSE
Dhx29	chr13	FALSE	TRUE
Timm21	chr18	FALSE	FALSE
Tacstd2	chr6	FALSE	TRUE
L2hgdh	chr12	FALSE	TRUE
Stat1	chr1	FALSE	TRUE
Dscc1	chr15	FALSE	TRUE
Pgpep1l	chr7	FALSE	FALSE
Map3k12	chr15	FALSE	TRUE
Cdc42ep1	chr15	FALSE	TRUE
Cfap70	chr14	FALSE	TRUE
Arhgef1	chr7	FALSE	TRUE
Elmod1	chr9	FALSE	FALSE
Nmd3	chr3	FALSE	TRUE
Nr5a1	chr2	FALSE	TRUE
Adar	chr3	FALSE	FALSE
Slc25a51	chr4	FALSE	TRUE
Kcnj11	chr7	FALSE	TRUE
Peli1	chr11	FALSE	TRUE
Bik	chr15	FALSE	TRUE
Slc47a2	chr11	FALSE	TRUE
Sdf2l1	chr16	FALSE	TRUE
Pop1	chr15	FALSE	TRUE
Il6	chr5	FALSE	TRUE
Msi1	chr5	FALSE	FALSE
Arhgap6	chrX	FALSE	FALSE
Tsx	chrX	FALSE	FALSE
Mroh3	chr1	FALSE	FALSE
Mmp17	chr5	FALSE	TRUE
Tcf24	chr1	FALSE	FALSE
Msra	chr14	FALSE	TRUE
Ppp1r13l	chr7	FALSE	TRUE
Fam76b	chr9	FALSE	FALSE
Fstl5	chr3	FALSE	TRUE
Aldh1a2	chr9	FALSE	TRUE
Myl10	chr5	FALSE	TRUE
Smpx	chrX	FALSE	TRUE
Tnfrsf23	chr7	FALSE	FALSE
Bcl10	chr3	FALSE	TRUE
Nr2f1	chr13	FALSE	TRUE
Snta1	chr2	FALSE	FALSE
Mixl1	chr1	FALSE	TRUE
Gpr45	chr1	FALSE	TRUE
Tmem270	chr5	FALSE	FALSE
Slc44a2	chr9	FALSE	TRUE
Adamts7	chr9	FALSE	FALSE
Prxl2a	chr14	FALSE	FALSE
Kcnc4	chr3	FALSE	FALSE
Wnt11	chr7	FALSE	TRUE
Il3	chr11	FALSE	TRUE
Lca5	chr9	FALSE	TRUE
Lrp11	chr10	FALSE	TRUE
Helz2	chr2	FALSE	FALSE
Rap2c	chrX	FALSE	TRUE
Npepl1	chr2	FALSE	TRUE
Sdf4	chr4	FALSE	FALSE
Rbm11	chr16	FALSE	TRUE
Ncs1	chr2	FALSE	FALSE
N6amt1	chr16	FALSE	TRUE
Dhx37	chr5	FALSE	FALSE
Six4	chr12	FALSE	FALSE
Smyd3	chr1	FALSE	TRUE
4930583I09Rik	chr17	FALSE	TRUE
Stk17b	chr1	FALSE	FALSE
Fev	chr1	FALSE	TRUE
Cdc42ep3	chr17	FALSE	TRUE
Dhrs2	chr14	FALSE	TRUE
Spata3	chr1	FALSE	TRUE
Agr2	chr12	FALSE	FALSE
Slc26a6	chr9	FALSE	FALSE
Faim2	chr15	FALSE	TRUE
Map7d1	chr4	FALSE	FALSE
Coro6	chr11	FALSE	TRUE
Srl	chr16	FALSE	FALSE
Ang	chr14	FALSE	TRUE
Spata19	chr9	FALSE	FALSE
Fkrp	chr7	FALSE	FALSE
Tex15	chr8	FALSE	FALSE
Selenos	chr7	FALSE	TRUE
Ncan	chr8	FALSE	TRUE
Nepro	chr16	FALSE	TRUE
Synm	chr7	FALSE	TRUE
Tmem60	chr5	FALSE	FALSE
Arap3	chr18	FALSE	FALSE
Prok2	chr6	FALSE	FALSE
Bloc1s1	chr10	FALSE	TRUE
Cyp26c1	chr19	FALSE	TRUE
Man1a	chr10	FALSE	FALSE
Slc11a1	chr1	FALSE	TRUE
Tgfa	chr6	FALSE	TRUE
Dsg2	chr18	FALSE	TRUE
Mapk15	chr15	FALSE	TRUE
Uckl1	chr2	FALSE	FALSE
Fmo9	chr1	FALSE	TRUE
Tiprl	chr1	FALSE	TRUE
Apod	chr16	FALSE	FALSE
Lasp1	chr11	FALSE	TRUE
Gpr151	chr18	FALSE	FALSE
Arhgap29	chr3	FALSE	TRUE
Wdr27	chr17	FALSE	TRUE
Inpp5d	chr1	FALSE	FALSE
Pdhx	chr2	FALSE	TRUE
Rem1	chr2	FALSE	TRUE
Bcl7c	chr7	FALSE	FALSE
Trpc7	chr13	FALSE	FALSE
Prpf40b	chr15	FALSE	TRUE
Rxylt1	chr10	FALSE	FALSE
Ripply2	chr9	FALSE	TRUE
Pex2	chr3	FALSE	TRUE
Gpr35	chr1	FALSE	TRUE
Rdh10	chr1	FALSE	TRUE
Kcnj1	chr9	FALSE	FALSE
Sec23ip	chr7	FALSE	FALSE
Hps4	chr5	FALSE	FALSE
Mpc2	chr1	FALSE	TRUE
Pla1a	chr16	FALSE	TRUE
Nefh	chr11	FALSE	TRUE
Cadm4	chr7	FALSE	FALSE
Cdk18	chr1	FALSE	FALSE
Itgb2l	chr16	FALSE	TRUE
Tmem145	chr7	FALSE	FALSE
Spaca7	chr8	FALSE	FALSE
Gsdmd	chr15	FALSE	FALSE
Themis3	chr17	FALSE	TRUE
Smtn	chr11	FALSE	FALSE
Plekhg4	chr8	FALSE	FALSE
Efcab8	chr2	FALSE	FALSE
Mrap2	chr9	FALSE	TRUE
Mbip	chr12	FALSE	FALSE
Mapkapk3	chr9	FALSE	FALSE
Cyb5a	chr18	FALSE	TRUE
Lrg1	chr17	FALSE	TRUE
Sox7	chr14	FALSE	TRUE
Ap1g2	chr14	FALSE	FALSE
Nup153	chr13	FALSE	TRUE
Ttc21a	chr9	FALSE	TRUE
Irs2	chr8	FALSE	TRUE
Fpr2	chr17	FALSE	TRUE
Slco3a1	chr7	FALSE	FALSE
Kcnmb1	chr11	FALSE	FALSE
Adgre5	chr8	FALSE	FALSE
Mov10	chr3	FALSE	TRUE
Arhgap15	chr2	FALSE	TRUE
Chst5	chr8	FALSE	TRUE
Aqp1	chr6	FALSE	TRUE
Tsen2	chr6	FALSE	FALSE
Lgalsl	chr11	FALSE	FALSE
Zfp706	chr15	FALSE	TRUE
Megf8	chr7	FALSE	FALSE
Nprl3	chr11	FALSE	TRUE
Izumo1r	chr9	FALSE	TRUE
Kcnh6	chr11	FALSE	FALSE
Ampd3	chr7	FALSE	FALSE
Entpd7	chr19	FALSE	TRUE
Ifnb1	chr4	FALSE	FALSE
Prcp	chr7	FALSE	TRUE
Trpv4	chr5	FALSE	TRUE
Mettl15	chr2	FALSE	TRUE
Capn2	chr1	FALSE	TRUE
Sft2d2	chr1	FALSE	TRUE
Ccdc68	chr18	FALSE	FALSE
Calcrl	chr2	FALSE	TRUE
Epha6	chr16	FALSE	TRUE
Mapk4	chr18	FALSE	FALSE
Scaf11	chr15	FALSE	TRUE
Ptbp1	chr10	FALSE	TRUE
Actr3	chr1	FALSE	TRUE
Mfhas1	chr8	FALSE	FALSE
Kcnn1	chr8	FALSE	TRUE
Xirp1	chr9	FALSE	FALSE
B4galnt3	chr6	FALSE	FALSE
Cplx3	chr9	FALSE	TRUE
Grina	chr15	FALSE	FALSE
Rps4x	chrX	FALSE	FALSE
Isoc1	chr18	FALSE	TRUE
Cndp2	chr18	FALSE	TRUE
Efhd1	chr1	FALSE	TRUE
Fut9	chr4	TRUE	TRUE
Grik1	chr16	FALSE	FALSE
Krt79	chr15	FALSE	FALSE
Ankrd29	chr18	FALSE	TRUE
Psd2	chr18	FALSE	FALSE
Bmp7	chr2	FALSE	FALSE
Cyp26a1	chr19	FALSE	TRUE
Camk2n2	chr16	FALSE	FALSE
Srd5a2	chr17	FALSE	TRUE
Hdac7	chr15	FALSE	FALSE
Kcnk12	chr17	FALSE	FALSE
Alg2	chr4	FALSE	TRUE
Sult6b2	chr6	FALSE	FALSE
Rasa2	chr9	FALSE	TRUE
Gja4	chr4	FALSE	TRUE
Rasl10a	chr11	FALSE	FALSE
Tas1r2	chr4	FALSE	FALSE
Gpc2	chr5	FALSE	FALSE
Klrb1	chr6	FALSE	TRUE
Nmu	chr5	FALSE	FALSE
Hectd3	chr4	FALSE	TRUE
Septin8	chr11	FALSE	TRUE
St6galnac3	chr3	FALSE	FALSE
Wnt10b	chr15	FALSE	TRUE
Slc22a5	chr11	FALSE	FALSE
Scrt2	chr2	FALSE	FALSE
Ltb4r2	chr14	FALSE	FALSE
Stx16	chr2	FALSE	TRUE
Sh2d4a	chr8	FALSE	FALSE
Tas2r119	chr15	FALSE	FALSE
Myorg	chr4	FALSE	FALSE
Pth2	chr7	FALSE	FALSE
Ntf5	chr7	FALSE	TRUE
Heatr5a	chr12	FALSE	TRUE
Adgrg6	chr10	FALSE	FALSE
Neurog2	chr3	FALSE	TRUE
Chpf2	chr5	FALSE	TRUE
Ackr3	chr1	FALSE	TRUE
Xirp2	chr2	FALSE	TRUE
Ehd3	chr17	FALSE	TRUE
Smndc1	chr19	FALSE	TRUE
Acnat2	chr4	FALSE	TRUE
Lgi1	chr19	TRUE	TRUE
Cnnm1	chr19	FALSE	TRUE
Prr33	chr7	FALSE	FALSE
Zbtb17	chr4	FALSE	TRUE
Garem2	chr5	FALSE	FALSE
Fkbp4	chr6	FALSE	TRUE
H1f1	chr13	FALSE	TRUE
Kctd15	chr7	FALSE	TRUE
Duoxa2	chr2	FALSE	TRUE
Nipsnap3b	chr4	FALSE	TRUE
Pcdh12	chr18	FALSE	TRUE
Fkbp3	chr12	FALSE	TRUE
Mrps5	chr2	FALSE	TRUE
Noto	chr6	FALSE	FALSE
Col20a1	chr2	FALSE	TRUE
4931408C20Rik	chr1	FALSE	TRUE
Fxyd2	chr9	FALSE	FALSE
Cav3	chr6	FALSE	FALSE
Msc	chr1	FALSE	TRUE
Tmem170b	chr13	FALSE	TRUE
Tmcc2	chr1	FALSE	FALSE
Eif2a	chr3	FALSE	TRUE
Dimt1	chr13	FALSE	TRUE
Mpdz	chr4	FALSE	TRUE
Adam33	chr2	FALSE	FALSE
Slc22a17	chr14	FALSE	FALSE
Arhgef5	chr6	FALSE	FALSE
Rrbp1	chr2	FALSE	TRUE
Fam131a	chr16	FALSE	FALSE
Mpzl2	chr9	FALSE	TRUE
Cdx4	chrX	FALSE	FALSE
Cdc20b	chr13	FALSE	TRUE
Slc18a2	chr19	FALSE	TRUE
Slc12a4	chr8	FALSE	FALSE
Sntb1	chr15	FALSE	FALSE
Ipo13	chr4	FALSE	TRUE
Kcng1	chr2	FALSE	TRUE
C330018D20Rik	chr18	FALSE	TRUE
Stk11	chr10	FALSE	TRUE
Rnpepl1	chr1	FALSE	FALSE
2610318N02Rik	chr16	FALSE	FALSE
Gcg	chr2	FALSE	FALSE
Cd9	chr6	FALSE	TRUE
Ddx60	chr8	FALSE	FALSE
Cactin	chr10	FALSE	FALSE
Kcnd3	chr3	FALSE	FALSE
Tmem150a	chr6	FALSE	FALSE
Pkib	chr10	FALSE	TRUE
Tmem121b	chr6	FALSE	TRUE
Nnmt	chr9	FALSE	FALSE
Hcrtr1	chr4	FALSE	TRUE
Efcab11	chr12	FALSE	TRUE
Fgf2	chr3	FALSE	TRUE
Bcs1l	chr1	FALSE	FALSE
Utp14a	chrX	FALSE	TRUE
Gab1	chr8	FALSE	TRUE
Mrpl35	chr6	FALSE	FALSE
Ndrg2	chr14	FALSE	FALSE
Flna	chrX	FALSE	TRUE
Hepacam	chr9	FALSE	FALSE
Zfp637	chr6	FALSE	FALSE
Appl2	chr10	FALSE	TRUE
Tcaf2	chr6	FALSE	TRUE
Efna4	chr3	FALSE	FALSE
H4c4	chr13	FALSE	FALSE
Kcnn2	chr18	FALSE	TRUE
Plcl2	chr17	FALSE	TRUE
C8b	chr4	FALSE	FALSE
Meox1	chr11	FALSE	FALSE
1700001O22Rik	chr2	FALSE	FALSE
Prmt6	chr3	FALSE	FALSE
Lingo2	chr4	FALSE	FALSE
Smim20	chr5	FALSE	TRUE
Mfsd9	chr1	FALSE	TRUE
Mycn	chr12	FALSE	TRUE
Mustn1	chr14	FALSE	TRUE
Rab11fip2	chr19	FALSE	TRUE
Cyp27a1	chr1	FALSE	FALSE
Tom1	chr8	FALSE	TRUE
Tmem158	chr9	FALSE	FALSE
Hpdl	chr4	FALSE	TRUE
Kdm1b	chr13	FALSE	FALSE
Nxn	chr11	FALSE	FALSE
Dlg1	chr16	FALSE	TRUE
Gcnt4	chr13	FALSE	TRUE
Slc10a4	chr5	FALSE	FALSE
Uhrf2	chr19	FALSE	TRUE
Gapt	chr13	FALSE	FALSE
Jade1	chr3	FALSE	FALSE
Ap1ar	chr3	FALSE	TRUE
Fndc3b	chr3	FALSE	FALSE
1700018B08Rik	chr8	FALSE	TRUE
Adam15	chr3	FALSE	TRUE
Cnfn	chr7	FALSE	TRUE
Kif5b	chr18	FALSE	TRUE
Ptpn21	chr12	FALSE	TRUE
Txndc8	chr4	FALSE	TRUE
Nxf7	chrX	FALSE	FALSE
Itga4	chr2	FALSE	FALSE
Tmem132b	chr5	FALSE	FALSE
Glrx	chr13	FALSE	TRUE
Aldh6a1	chr12	FALSE	TRUE
Tmem151b	chr17	FALSE	TRUE
S1pr2	chr9	FALSE	FALSE
Pyy	chr11	FALSE	FALSE
Gm9507	chr10	FALSE	FALSE
Id2	chr12	FALSE	FALSE
Dcx	chrX	FALSE	TRUE
Slc31a2	chr4	FALSE	TRUE
Jup	chr11	FALSE	FALSE
Ctrb1	chr8	FALSE	TRUE
Ftcd	chr10	FALSE	FALSE
Mecom	chr3	FALSE	TRUE
Cerk	chr15	FALSE	FALSE
Traf3	chr12	FALSE	FALSE
Pttg1ip	chr10	FALSE	FALSE
Adgrl1	chr8	FALSE	TRUE
Sos1	chr17	FALSE	TRUE
Tas2r134	chr2	FALSE	TRUE
Yap1	chr9	FALSE	FALSE
Naf1	chr8	FALSE	TRUE
Cyp4v3	chr8	FALSE	FALSE
Git1	chr11	FALSE	FALSE
Prkd1	chr12	TRUE	TRUE
Abcd4	chr12	FALSE	FALSE
Parp14	chr16	FALSE	FALSE
Bcam	chr7	FALSE	TRUE
B3gnt5	chr16	FALSE	FALSE
Soga3	chr10	FALSE	TRUE
Plch2	chr4	FALSE	FALSE
Slc23a4	chr6	FALSE	FALSE
Acadl	chr1	FALSE	FALSE
2310009B15Rik	chr1	FALSE	TRUE
Luzp2	chr7	FALSE	TRUE
Bmt2	chr6	FALSE	TRUE
Vdac1	chr11	FALSE	FALSE
Lpcat1	chr13	FALSE	TRUE
Tmprss3	chr17	FALSE	FALSE
Ticrr	chr7	FALSE	FALSE
Evx1	chr6	FALSE	TRUE
Primpol	chr8	FALSE	TRUE
Mettl21a	chr1	FALSE	TRUE
Pld2	chr11	FALSE	FALSE
Rnd2	chr11	FALSE	FALSE
Nfu1	chr6	FALSE	TRUE
Mapk11	chr15	FALSE	FALSE
Ggt5	chr10	FALSE	FALSE
Slc4a3	chr1	FALSE	TRUE
Gcnt1	chr19	FALSE	FALSE
Nfatc4	chr14	FALSE	TRUE
Slc4a11	chr2	FALSE	FALSE
Fgf13	chrX	FALSE	FALSE
Gcdh	chr8	FALSE	TRUE
Ano2	chr6	FALSE	TRUE
Steap2	chr5	FALSE	TRUE
Stil	chr4	FALSE	TRUE
Insyn2a	chr7	FALSE	FALSE
Ryr3	chr2	FALSE	TRUE
AA986860	chr1	FALSE	TRUE
Pygb	chr2	FALSE	TRUE
Cadm3	chr1	FALSE	TRUE
Net1	chr13	FALSE	TRUE
Zp1	chr19	FALSE	FALSE
Matn2	chr15	FALSE	FALSE
Ndufa10	chr1	FALSE	FALSE
Stac	chr9	FALSE	FALSE
Fhl3	chr4	FALSE	FALSE
Rax	chr18	FALSE	FALSE
Fosb	chr7	FALSE	TRUE
Rbm4b	chr19	FALSE	TRUE
Ak4	chr4	FALSE	FALSE
Ppfia4	chr1	FALSE	FALSE
Wdr3	chr3	FALSE	TRUE
Tle2	chr10	FALSE	TRUE
Utp14b	chr1	FALSE	TRUE
Gnpda1	chr18	FALSE	TRUE
Bag1	chr4	FALSE	TRUE
Ebf3	chr7	FALSE	TRUE
Zfp593	chr4	FALSE	FALSE
H2bc14	chr13	FALSE	TRUE
Cxcl1	chr5	FALSE	FALSE
B3galnt1	chr3	FALSE	FALSE
Hmx1	chr5	FALSE	TRUE
Ankrd40	chr11	FALSE	TRUE
Usp1	chr4	FALSE	TRUE
Siglec15	chr18	FALSE	FALSE
Srms	chr2	FALSE	TRUE
Isl1	chr13	FALSE	TRUE
Mkks	chr2	FALSE	TRUE
Gabra5	chr7	FALSE	FALSE
Cdh17	chr4	FALSE	FALSE
Acsbg1	chr9	FALSE	FALSE
Kbtbd8	chr6	FALSE	FALSE
Ugdh	chr5	FALSE	FALSE
Tlr9	chr9	FALSE	FALSE
Ly6h	chr15	FALSE	TRUE
Eloc	chr1	FALSE	TRUE
Fam43b	chr4	FALSE	TRUE
Lpl	chr8	FALSE	FALSE
Pax1	chr2	FALSE	TRUE
Gck	chr11	FALSE	FALSE
Eva1a	chr6	FALSE	FALSE
Hbegf	chr18	FALSE	TRUE
Dbi	chr1	FALSE	TRUE
Gfi1	chr5	FALSE	TRUE
Hmox1	chr8	FALSE	FALSE
Slc41a1	chr1	FALSE	TRUE
Adora2a	chr10	FALSE	TRUE
C1qtnf4	chr2	FALSE	FALSE
Hapln2	chr3	FALSE	FALSE
Dock11	chrX	FALSE	FALSE
Marchf11	chr15	FALSE	TRUE
Mfsd2a	chr4	FALSE	TRUE
Raly	chr2	FALSE	FALSE
Dennd2a	chr6	FALSE	FALSE
Ubxn2b	chr4	FALSE	TRUE
Gsg1	chr6	FALSE	FALSE
Ep300	chr15	FALSE	TRUE
Calu	chr6	FALSE	TRUE
Grm2	chr9	FALSE	FALSE
Sema4a	chr3	FALSE	FALSE
Inpp5k	chr11	FALSE	FALSE
Jpt1	chr11	FALSE	TRUE
Fam43a	chr16	FALSE	FALSE
Nobox	chr6	FALSE	TRUE
Loxl4	chr19	FALSE	FALSE
Ecrg4	chr1	FALSE	TRUE
Extl1	chr4	FALSE	TRUE
Ccdc183	chr2	FALSE	FALSE
Hcrtr2	chr9	FALSE	FALSE
Pkp4	chr2	FALSE	TRUE
Irf8	chr8	FALSE	TRUE
Rabif	chr1	FALSE	FALSE
Cox4i2	chr2	FALSE	FALSE
Acaa2	chr18	FALSE	TRUE
Dnajc4	chr19	FALSE	TRUE
A530016L24Rik	chr12	FALSE	TRUE
Adamts20	chr15	FALSE	FALSE
Il12b	chr11	FALSE	FALSE
Npr3	chr15	FALSE	FALSE
Chodl	chr16	FALSE	TRUE
Rgs14	chr13	FALSE	FALSE
Adap1	chr5	FALSE	FALSE
Katnb1	chr8	FALSE	TRUE
Plekhb1	chr7	FALSE	FALSE
Slc34a2	chr5	FALSE	FALSE
Dad1	chr14	FALSE	FALSE
Abracl	chr10	FALSE	TRUE
Depdc1a	chr3	FALSE	TRUE
Ctla4	chr1	FALSE	TRUE
Bmf	chr2	FALSE	TRUE
Cnnm3	chr1	FALSE	FALSE
Tpm1	chr9	FALSE	FALSE
Pign	chr1	FALSE	TRUE
Asic1	chr15	FALSE	FALSE
Tead4	chr6	FALSE	FALSE
Bicdl2	chr17	FALSE	FALSE
Mon1b	chr8	FALSE	FALSE
Lamp5	chr2	FALSE	FALSE
Pigk	chr3	FALSE	FALSE
Tm9sf3	chr19	FALSE	FALSE
Smim31	chr8	FALSE	FALSE
Blcap	chr2	FALSE	FALSE
Zfp64	chr2	FALSE	FALSE
Dnah2	chr11	FALSE	TRUE
Mapk8ip1	chr2	FALSE	TRUE
Mfap3l	chr8	FALSE	TRUE
Lgals12	chr19	FALSE	FALSE
Celsr2	chr3	FALSE	FALSE
Usp6nl	chr2	FALSE	TRUE
Exoc3	chr13	FALSE	FALSE
Erich6	chr3	FALSE	TRUE
Dand5	chr8	FALSE	FALSE
Slc39a5	chr10	FALSE	FALSE
Cdh5	chr8	FALSE	FALSE
Nog	chr11	FALSE	TRUE
Ermn	chr2	FALSE	TRUE
Tmc8	chr11	FALSE	TRUE
G3bp1	chr11	FALSE	FALSE
Bend4	chr5	FALSE	FALSE
Fa2h	chr8	FALSE	TRUE
Tm4sf4	chr3	FALSE	FALSE
Abca1	chr4	FALSE	TRUE
Txn1	chr4	FALSE	TRUE
Foxj2	chr6	FALSE	TRUE
Cpn2	chr16	FALSE	TRUE
Ifrd1	chr12	FALSE	TRUE
Comtd1	chr14	FALSE	TRUE
Tada1	chr1	FALSE	TRUE
Tac4	chr11	FALSE	TRUE
Cx3cl1	chr8	FALSE	FALSE
Cyp2d26	chr15	FALSE	FALSE
Gpr83	chr9	FALSE	FALSE
Atf7ip	chr6	FALSE	TRUE
Tmem18	chr12	FALSE	TRUE
Fam50b	chr13	FALSE	FALSE
Degs2	chr12	FALSE	TRUE
Hsd11b2	chr8	FALSE	FALSE
St3gal2	chr8	FALSE	FALSE
Stac2	chr11	FALSE	TRUE
Nufip1	chr14	FALSE	TRUE
Castor1	chr11	FALSE	TRUE
Angptl7	chr4	FALSE	TRUE
Arhgdig	chr17	FALSE	TRUE
Acox2	chr14	FALSE	FALSE
Mpz	chr1	FALSE	FALSE
Irf5	chr6	FALSE	TRUE
Pdyn	chr2	FALSE	FALSE
Tuba8	chr6	FALSE	TRUE
Hnf1b	chr11	FALSE	TRUE
Habp4	chr13	FALSE	FALSE
Phgr1	chr2	FALSE	TRUE
Ctsh	chr9	FALSE	TRUE
Ctdspl	chr9	FALSE	FALSE
Slc25a22	chr7	FALSE	FALSE
Cdh3	chr8	FALSE	FALSE
Smg9	chr7	FALSE	FALSE
Sulf1	chr1	FALSE	FALSE
Arid5a	chr1	FALSE	FALSE
Zfp663	chr2	FALSE	FALSE
Gys1	chr7	FALSE	FALSE
Nod1	chr6	FALSE	FALSE
Pex1	chr5	FALSE	TRUE
Csrp1	chr1	FALSE	FALSE
Bivm	chr1	FALSE	TRUE
Ptpdc1	chr13	FALSE	TRUE
Npas1	chr7	FALSE	TRUE
Casq2	chr3	FALSE	FALSE
Vwc2	chr11	FALSE	FALSE
Aig1	chr10	FALSE	TRUE
Eef2kmt	chr16	FALSE	FALSE
5530401A14Rik	chr11	FALSE	FALSE
Oard1	chr17	FALSE	FALSE
Cyp11a1	chr9	FALSE	FALSE
Egr2	chr10	FALSE	FALSE
Bbs7	chr3	FALSE	TRUE
Tspyl2	chrX	FALSE	TRUE
Rad9b	chr5	FALSE	FALSE
Tbc1d22a	chr15	FALSE	TRUE
Lnpep	chr17	FALSE	TRUE
Minpp1	chr19	FALSE	FALSE
Top2b	chr14	FALSE	TRUE
Sdcbp2	chr2	FALSE	TRUE
Eps8l3	chr3	FALSE	FALSE
Irak3	chr10	FALSE	FALSE
Kcnj12	chr11	FALSE	FALSE
Cyp1b1	chr17	FALSE	TRUE
Cacng4	chr11	FALSE	TRUE
Hes7	chr11	FALSE	TRUE
Ap5z1	chr5	FALSE	FALSE
D6Ertd527e	chr6	FALSE	FALSE
Vamp4	chr1	FALSE	TRUE
Nek6	chr2	FALSE	TRUE
Hs3st4	chr7	FALSE	FALSE
Sall3	chr18	FALSE	TRUE
Tnfaip2	chr12	FALSE	TRUE
Suclg1	chr6	FALSE	FALSE
Slc11a2	chr15	FALSE	TRUE
Tank	chr2	FALSE	TRUE
Il17b	chr18	FALSE	FALSE
Clvs2	chr10	FALSE	TRUE
Haus4	chr14	FALSE	TRUE
S1pr1	chr3	FALSE	FALSE
Ttll1	chr15	FALSE	FALSE
Rspo1	chr4	FALSE	TRUE
Abhd14b	chr9	FALSE	FALSE
Tyrp1	chr4	FALSE	TRUE
Napg	chr18	FALSE	TRUE
Rasl11b	chr5	FALSE	TRUE
Chit1	chr1	FALSE	FALSE
Slc30a4	chr2	FALSE	TRUE
Fndc3a	chr14	FALSE	TRUE
Cavin2	chr1	FALSE	TRUE
Zfp267	chr3	FALSE	TRUE
Rita1	chr5	FALSE	TRUE
Fem1al	chr11	FALSE	FALSE
Eif4e2	chr1	FALSE	FALSE
Atoh1	chr6	FALSE	TRUE
Ntrk1	chr3	FALSE	TRUE
Eno4	chr19	FALSE	TRUE
Gpr157	chr4	FALSE	FALSE
Mcm5	chr8	FALSE	TRUE
Shisal2b	chr13	FALSE	FALSE
Txnip	chr3	FALSE	TRUE
Clu	chr14	FALSE	TRUE
Eif2b2	chr12	FALSE	FALSE
Slc46a2	chr4	FALSE	FALSE
Jag1	chr2	FALSE	TRUE
Tnfrsf21	chr17	FALSE	FALSE
Pigr	chr1	FALSE	FALSE
Ubn1	chr16	FALSE	TRUE
Cxcl5	chr5	FALSE	TRUE
Rubcnl	chr14	FALSE	FALSE
Tmem94	chr11	FALSE	FALSE
Tmem220	chr11	FALSE	TRUE
Ccdc186	chr19	FALSE	TRUE
Cmpk2	chr12	FALSE	TRUE
Tfdp1	chr8	FALSE	TRUE
Armc9	chr1	FALSE	TRUE
Gpr88	chr3	FALSE	TRUE
Togaram1	chr12	FALSE	TRUE
Gnmt	chr17	FALSE	FALSE
Aspg	chr12	FALSE	TRUE
Nat8	chr6	FALSE	TRUE
Ankrd28	chr14	FALSE	TRUE
Lypd1	chr1	FALSE	TRUE
Abcc3	chr11	FALSE	FALSE
E2f8	chr7	FALSE	FALSE
Arl6	chr16	FALSE	TRUE
Nudt6	chr3	FALSE	TRUE
Necab3	chr2	FALSE	TRUE
Pebp4	chr14	FALSE	FALSE
Tapt1	chr5	FALSE	TRUE
Ccdc106	chr7	FALSE	TRUE
Bmp8a	chr4	FALSE	TRUE
Kcne1	chr16	FALSE	FALSE
Dse	chr10	FALSE	TRUE
Nhlrc1	chr13	FALSE	TRUE
Dct	chr14	FALSE	TRUE
Igf1	chr10	FALSE	TRUE
Abcb6	chr1	FALSE	FALSE
Ltbp1	chr17	FALSE	TRUE
Ankrd2	chr19	FALSE	FALSE
Thtpa	chr14	FALSE	FALSE
Kcnj5	chr9	FALSE	FALSE
