gene_name	chr	is_synapse_and_mecp2_up	in_k119ub_top_decile
Slc25a51	chr4	FALSE	FALSE
Kcnj11	chr7	FALSE	FALSE
Peli1	chr11	FALSE	FALSE
Bik	chr15	FALSE	FALSE
Slc47a2	chr11	FALSE	FALSE
Sdf2l1	chr16	FALSE	FALSE
Pop1	chr15	FALSE	FALSE
Il6	chr5	FALSE	FALSE
Msi1	chr5	FALSE	FALSE
Arhgap6	chrX	FALSE	FALSE
Tsx	chrX	FALSE	FALSE
Mroh3	chr1	FALSE	FALSE
Mmp17	chr5	FALSE	FALSE
Tcf24	chr1	FALSE	FALSE
Msra	chr14	FALSE	FALSE
Ppp1r13l	chr7	FALSE	TRUE
Fam76b	chr9	FALSE	FALSE
Fstl5	chr3	FALSE	TRUE
Aldh1a2	chr9	FALSE	FALSE
Myl10	chr5	FALSE	FALSE
Smpx	chrX	FALSE	FALSE
Tnfrsf23	chr7	FALSE	FALSE
Bcl10	chr3	FALSE	TRUE
Nr2f1	chr13	FALSE	FALSE
Snta1	chr2	FALSE	FALSE
Mixl1	chr1	FALSE	FALSE
Gpr45	chr1	FALSE	FALSE
Tmem270	chr5	FALSE	FALSE
Slc44a2	chr9	FALSE	FALSE
Adamts7	chr9	FALSE	FALSE
Prxl2a	chr14	FALSE	FALSE
Kcnc4	chr3	FALSE	FALSE
Wnt11	chr7	FALSE	FALSE
Il3	chr11	FALSE	FALSE
Lca5	chr9	FALSE	TRUE
Lrp11	chr10	FALSE	FALSE
Helz2	chr2	FALSE	FALSE
Rap2c	chrX	FALSE	TRUE
Npepl1	chr2	FALSE	FALSE
Sdf4	chr4	FALSE	FALSE
Rbm11	chr16	FALSE	FALSE
Ncs1	chr2	FALSE	FALSE
N6amt1	chr16	FALSE	FALSE
Dhx37	chr5	FALSE	FALSE
Six4	chr12	FALSE	FALSE
Smyd3	chr1	FALSE	FALSE
4930583I09Rik	chr17	FALSE	TRUE
Stk17b	chr1	FALSE	FALSE
Fev	chr1	FALSE	FALSE
Cdc42ep3	chr17	FALSE	FALSE
Dhrs2	chr14	FALSE	FALSE
Spata3	chr1	FALSE	FALSE
Agr2	chr12	FALSE	FALSE
Slc26a6	chr9	FALSE	FALSE
Faim2	chr15	FALSE	FALSE
Map7d1	chr4	FALSE	FALSE
Coro6	chr11	FALSE	FALSE
Srl	chr16	FALSE	FALSE
Ang	chr14	FALSE	FALSE
Spata19	chr9	FALSE	FALSE
Fkrp	chr7	FALSE	FALSE
Tex15	chr8	FALSE	FALSE
Selenos	chr7	FALSE	FALSE
Ncan	chr8	FALSE	FALSE
Nepro	chr16	FALSE	FALSE
Synm	chr7	FALSE	FALSE
Tmem60	chr5	FALSE	FALSE
Arap3	chr18	FALSE	FALSE
Prok2	chr6	FALSE	FALSE
Bloc1s1	chr10	FALSE	TRUE
Cyp26c1	chr19	FALSE	FALSE
Man1a	chr10	FALSE	FALSE
Slc11a1	chr1	FALSE	FALSE
Tgfa	chr6	FALSE	FALSE
Dsg2	chr18	FALSE	FALSE
Mapk15	chr15	FALSE	FALSE
Uckl1	chr2	FALSE	FALSE
Fmo9	chr1	FALSE	TRUE
Tiprl	chr1	FALSE	FALSE
Apod	chr16	FALSE	FALSE
Lasp1	chr11	FALSE	FALSE
Gpr151	chr18	FALSE	FALSE
Arhgap29	chr3	FALSE	FALSE
Wdr27	chr17	FALSE	TRUE
Inpp5d	chr1	FALSE	FALSE
Pdhx	chr2	FALSE	FALSE
Rem1	chr2	FALSE	FALSE
Bcl7c	chr7	FALSE	FALSE
Trpc7	chr13	FALSE	FALSE
Prpf40b	chr15	FALSE	FALSE
Rxylt1	chr10	FALSE	FALSE
Ripply2	chr9	FALSE	FALSE
Pex2	chr3	FALSE	TRUE
Gpr35	chr1	FALSE	FALSE
Rdh10	chr1	FALSE	FALSE
Kcnj1	chr9	FALSE	FALSE
Sec23ip	chr7	FALSE	FALSE
Hps4	chr5	FALSE	FALSE
Mpc2	chr1	FALSE	FALSE
Pla1a	chr16	FALSE	FALSE
Nefh	chr11	FALSE	FALSE
Cadm4	chr7	FALSE	FALSE
Cdk18	chr1	FALSE	FALSE
Itgb2l	chr16	FALSE	FALSE
Tmem145	chr7	FALSE	FALSE
Spaca7	chr8	FALSE	FALSE
Gsdmd	chr15	FALSE	FALSE
Themis3	chr17	FALSE	FALSE
Smtn	chr11	FALSE	FALSE
Plekhg4	chr8	FALSE	FALSE
Efcab8	chr2	FALSE	FALSE
Mrap2	chr9	FALSE	FALSE
Mbip	chr12	FALSE	FALSE
Mapkapk3	chr9	FALSE	FALSE
Cyb5a	chr18	FALSE	FALSE
Lrg1	chr17	FALSE	FALSE
Sox7	chr14	FALSE	FALSE
Ap1g2	chr14	FALSE	FALSE
Nup153	chr13	FALSE	FALSE
Ttc21a	chr9	FALSE	FALSE
Irs2	chr8	FALSE	TRUE
Fpr2	chr17	FALSE	FALSE
Slco3a1	chr7	FALSE	FALSE
Kcnmb1	chr11	FALSE	FALSE
Adgre5	chr8	FALSE	FALSE
Mov10	chr3	FALSE	FALSE
Arhgap15	chr2	FALSE	FALSE
Chst5	chr8	FALSE	FALSE
Aqp1	chr6	FALSE	FALSE
Tsen2	chr6	FALSE	FALSE
Lgalsl	chr11	FALSE	FALSE
Zfp706	chr15	FALSE	TRUE
Megf8	chr7	FALSE	FALSE
Nprl3	chr11	FALSE	FALSE
Izumo1r	chr9	FALSE	FALSE
Kcnh6	chr11	FALSE	FALSE
Ampd3	chr7	FALSE	FALSE
Entpd7	chr19	FALSE	FALSE
Ifnb1	chr4	FALSE	FALSE
Prcp	chr7	FALSE	FALSE
Trpv4	chr5	FALSE	FALSE
Mettl15	chr2	FALSE	TRUE
Capn2	chr1	FALSE	FALSE
Sft2d2	chr1	FALSE	FALSE
Ccdc68	chr18	FALSE	FALSE
Calcrl	chr2	FALSE	FALSE
Epha6	chr16	FALSE	FALSE
Mapk4	chr18	FALSE	FALSE
Scaf11	chr15	FALSE	FALSE
Ptbp1	chr10	FALSE	FALSE
Actr3	chr1	FALSE	FALSE
Mfhas1	chr8	FALSE	FALSE
Kcnn1	chr8	FALSE	FALSE
Xirp1	chr9	FALSE	FALSE
B4galnt3	chr6	FALSE	FALSE
Cplx3	chr9	FALSE	FALSE
Grina	chr15	FALSE	FALSE
Rps4x	chrX	FALSE	FALSE
Isoc1	chr18	FALSE	FALSE
Cndp2	chr18	FALSE	FALSE
Efhd1	chr1	FALSE	FALSE
Fut9	chr4	FALSE	FALSE
Grik1	chr16	FALSE	FALSE
Krt79	chr15	FALSE	FALSE
Ankrd29	chr18	FALSE	FALSE
Psd2	chr18	FALSE	FALSE
Bmp7	chr2	FALSE	FALSE
Cyp26a1	chr19	FALSE	FALSE
Camk2n2	chr16	FALSE	FALSE
Srd5a2	chr17	FALSE	FALSE
Hdac7	chr15	FALSE	FALSE
Kcnk12	chr17	FALSE	FALSE
Alg2	chr4	FALSE	FALSE
Sult6b2	chr6	FALSE	FALSE
Rasa2	chr9	FALSE	FALSE
Gja4	chr4	FALSE	FALSE
Rasl10a	chr11	FALSE	FALSE
Tas1r2	chr4	FALSE	FALSE
Gpc2	chr5	FALSE	FALSE
Klrb1	chr6	FALSE	TRUE
Nmu	chr5	FALSE	FALSE
Hectd3	chr4	FALSE	TRUE
Septin8	chr11	FALSE	FALSE
St6galnac3	chr3	FALSE	FALSE
Wnt10b	chr15	FALSE	FALSE
Slc22a5	chr11	FALSE	FALSE
Scrt2	chr2	FALSE	FALSE
Ltb4r2	chr14	FALSE	FALSE
Stx16	chr2	FALSE	TRUE
Sh2d4a	chr8	FALSE	FALSE
Tas2r119	chr15	FALSE	FALSE
Myorg	chr4	FALSE	FALSE
Pth2	chr7	FALSE	FALSE
Ntf5	chr7	FALSE	FALSE
Heatr5a	chr12	FALSE	TRUE
Adgrg6	chr10	FALSE	FALSE
Neurog2	chr3	FALSE	FALSE
Chpf2	chr5	FALSE	FALSE
Ackr3	chr1	FALSE	FALSE
Xirp2	chr2	FALSE	FALSE
Ehd3	chr17	FALSE	FALSE
Smndc1	chr19	FALSE	TRUE
Acnat2	chr4	FALSE	FALSE
Lgi1	chr19	TRUE	TRUE
Cnnm1	chr19	FALSE	FALSE
Prr33	chr7	FALSE	FALSE
Zbtb17	chr4	FALSE	FALSE
Garem2	chr5	FALSE	FALSE
Fkbp4	chr6	FALSE	FALSE
H1f1	chr13	FALSE	FALSE
Kctd15	chr7	FALSE	FALSE
Duoxa2	chr2	FALSE	FALSE
Nipsnap3b	chr4	FALSE	FALSE
Pcdh12	chr18	FALSE	FALSE
Fkbp3	chr12	FALSE	TRUE
Mrps5	chr2	FALSE	FALSE
Noto	chr6	FALSE	FALSE
Col20a1	chr2	FALSE	FALSE
4931408C20Rik	chr1	FALSE	TRUE
Fxyd2	chr9	FALSE	FALSE
Cav3	chr6	FALSE	FALSE
Msc	chr1	FALSE	TRUE
Tmem170b	chr13	FALSE	TRUE
Tmcc2	chr1	FALSE	FALSE
Eif2a	chr3	FALSE	FALSE
Dimt1	chr13	FALSE	TRUE
Mpdz	chr4	FALSE	FALSE
Adam33	chr2	FALSE	FALSE
Slc22a17	chr14	FALSE	FALSE
Arhgef5	chr6	FALSE	FALSE
Rrbp1	chr2	FALSE	FALSE
Fam131a	chr16	FALSE	FALSE
Mpzl2	chr9	FALSE	FALSE
Cdx4	chrX	FALSE	FALSE
Cdc20b	chr13	FALSE	FALSE
Slc18a2	chr19	FALSE	FALSE
Slc12a4	chr8	FALSE	FALSE
Sntb1	chr15	FALSE	FALSE
Ipo13	chr4	FALSE	FALSE
Kcng1	chr2	FALSE	FALSE
C330018D20Rik	chr18	FALSE	TRUE
Stk11	chr10	FALSE	FALSE
Rnpepl1	chr1	FALSE	FALSE
2610318N02Rik	chr16	FALSE	FALSE
Gcg	chr2	FALSE	FALSE
Cd9	chr6	FALSE	FALSE
Ddx60	chr8	FALSE	FALSE
Cactin	chr10	FALSE	FALSE
Kcnd3	chr3	FALSE	FALSE
Tmem150a	chr6	FALSE	FALSE
Pkib	chr10	FALSE	FALSE
Tmem121b	chr6	FALSE	FALSE
Nnmt	chr9	FALSE	FALSE
Hcrtr1	chr4	FALSE	FALSE
Efcab11	chr12	FALSE	FALSE
Fgf2	chr3	FALSE	FALSE
Bcs1l	chr1	FALSE	FALSE
Utp14a	chrX	FALSE	FALSE
Gab1	chr8	FALSE	FALSE
Mrpl35	chr6	FALSE	FALSE
Ndrg2	chr14	FALSE	FALSE
Flna	chrX	FALSE	TRUE
Hepacam	chr9	FALSE	FALSE
Zfp637	chr6	FALSE	FALSE
Appl2	chr10	FALSE	FALSE
Tcaf2	chr6	FALSE	FALSE
Efna4	chr3	FALSE	FALSE
H4c4	chr13	FALSE	FALSE
Kcnn2	chr18	FALSE	FALSE
Plcl2	chr17	FALSE	FALSE
C8b	chr4	FALSE	FALSE
Meox1	chr11	FALSE	FALSE
1700001O22Rik	chr2	FALSE	FALSE
Prmt6	chr3	FALSE	FALSE
Lingo2	chr4	FALSE	FALSE
Smim20	chr5	FALSE	FALSE
Mfsd9	chr1	FALSE	FALSE
Mycn	chr12	FALSE	FALSE
Mustn1	chr14	FALSE	FALSE
Rab11fip2	chr19	FALSE	TRUE
Cyp27a1	chr1	FALSE	FALSE
Tom1	chr8	FALSE	FALSE
Tmem158	chr9	FALSE	FALSE
Hpdl	chr4	FALSE	FALSE
Kdm1b	chr13	FALSE	FALSE
Nxn	chr11	FALSE	FALSE
Dlg1	chr16	FALSE	TRUE
Gcnt4	chr13	FALSE	FALSE
Slc10a4	chr5	FALSE	FALSE
Uhrf2	chr19	FALSE	TRUE
Gapt	chr13	FALSE	FALSE
Jade1	chr3	FALSE	FALSE
Ap1ar	chr3	FALSE	TRUE
Fndc3b	chr3	FALSE	FALSE
1700018B08Rik	chr8	FALSE	FALSE
Adam15	chr3	FALSE	FALSE
Cnfn	chr7	FALSE	FALSE
Kif5b	chr18	FALSE	FALSE
Ptpn21	chr12	FALSE	TRUE
Txndc8	chr4	FALSE	TRUE
Nxf7	chrX	FALSE	FALSE
Itga4	chr2	FALSE	FALSE
Tmem132b	chr5	FALSE	FALSE
Glrx	chr13	FALSE	TRUE
Aldh6a1	chr12	FALSE	FALSE
Tmem151b	chr17	FALSE	FALSE
S1pr2	chr9	FALSE	FALSE
Pyy	chr11	FALSE	FALSE
Gm9507	chr10	FALSE	FALSE
Id2	chr12	FALSE	FALSE
Dcx	chrX	FALSE	FALSE
Slc31a2	chr4	FALSE	FALSE
Jup	chr11	FALSE	FALSE
Ctrb1	chr8	FALSE	FALSE
Ftcd	chr10	FALSE	FALSE
Mecom	chr3	FALSE	FALSE
Cerk	chr15	FALSE	FALSE
Traf3	chr12	FALSE	FALSE
Pttg1ip	chr10	FALSE	FALSE
Adgrl1	chr8	FALSE	FALSE
Sos1	chr17	FALSE	TRUE
Tas2r134	chr2	FALSE	FALSE
Yap1	chr9	FALSE	FALSE
Naf1	chr8	FALSE	TRUE
Cyp4v3	chr8	FALSE	FALSE
Git1	chr11	FALSE	FALSE
Prkd1	chr12	FALSE	FALSE
Abcd4	chr12	FALSE	FALSE
Parp14	chr16	FALSE	FALSE
Bcam	chr7	FALSE	FALSE
B3gnt5	chr16	FALSE	FALSE
Soga3	chr10	FALSE	TRUE
Plch2	chr4	FALSE	FALSE
Slc23a4	chr6	FALSE	FALSE
Acadl	chr1	FALSE	FALSE
2310009B15Rik	chr1	FALSE	FALSE
Luzp2	chr7	FALSE	FALSE
Bmt2	chr6	FALSE	TRUE
Vdac1	chr11	FALSE	FALSE
Lpcat1	chr13	FALSE	FALSE
Tmprss3	chr17	FALSE	FALSE
Ticrr	chr7	FALSE	FALSE
Evx1	chr6	FALSE	FALSE
Primpol	chr8	FALSE	TRUE
Mettl21a	chr1	FALSE	FALSE
Pld2	chr11	FALSE	FALSE
Rnd2	chr11	FALSE	FALSE
Nfu1	chr6	FALSE	FALSE
Mapk11	chr15	FALSE	FALSE
Ggt5	chr10	FALSE	FALSE
Slc4a3	chr1	FALSE	FALSE
Gcnt1	chr19	FALSE	FALSE
Nfatc4	chr14	FALSE	FALSE
Slc4a11	chr2	FALSE	FALSE
Fgf13	chrX	FALSE	FALSE
Gcdh	chr8	FALSE	FALSE
Ano2	chr6	FALSE	FALSE
Steap2	chr5	FALSE	FALSE
Stil	chr4	FALSE	TRUE
Insyn2a	chr7	FALSE	FALSE
Ryr3	chr2	FALSE	FALSE
AA986860	chr1	FALSE	FALSE
Pygb	chr2	FALSE	FALSE
Cadm3	chr1	FALSE	TRUE
Net1	chr13	FALSE	FALSE
Zp1	chr19	FALSE	FALSE
Matn2	chr15	FALSE	FALSE
Ndufa10	chr1	FALSE	FALSE
Stac	chr9	FALSE	FALSE
Fhl3	chr4	FALSE	FALSE
Rax	chr18	FALSE	FALSE
Fosb	chr7	FALSE	FALSE
Rbm4b	chr19	FALSE	FALSE
Ak4	chr4	FALSE	FALSE
Ppfia4	chr1	FALSE	FALSE
Wdr3	chr3	FALSE	TRUE
Tle2	chr10	FALSE	FALSE
Utp14b	chr1	FALSE	FALSE
Gnpda1	chr18	FALSE	TRUE
Bag1	chr4	FALSE	FALSE
Ebf3	chr7	FALSE	FALSE
Zfp593	chr4	FALSE	FALSE
H2bc14	chr13	FALSE	FALSE
Cxcl1	chr5	FALSE	FALSE
B3galnt1	chr3	FALSE	FALSE
Hmx1	chr5	FALSE	FALSE
Ankrd40	chr11	FALSE	FALSE
Usp1	chr4	FALSE	FALSE
Siglec15	chr18	FALSE	FALSE
Srms	chr2	FALSE	FALSE
Isl1	chr13	FALSE	FALSE
Mkks	chr2	FALSE	TRUE
Gabra5	chr7	FALSE	FALSE
Cdh17	chr4	FALSE	FALSE
Acsbg1	chr9	FALSE	FALSE
Kbtbd8	chr6	FALSE	FALSE
Ugdh	chr5	FALSE	FALSE
Tlr9	chr9	FALSE	FALSE
Ly6h	chr15	FALSE	FALSE
Eloc	chr1	FALSE	TRUE
Fam43b	chr4	FALSE	FALSE
Lpl	chr8	FALSE	FALSE
Pax1	chr2	FALSE	FALSE
Gck	chr11	FALSE	FALSE
Eva1a	chr6	FALSE	FALSE
Hbegf	chr18	FALSE	FALSE
Dbi	chr1	FALSE	FALSE
Gfi1	chr5	FALSE	FALSE
Hmox1	chr8	FALSE	FALSE
Slc41a1	chr1	FALSE	FALSE
Adora2a	chr10	FALSE	FALSE
C1qtnf4	chr2	FALSE	FALSE
Hapln2	chr3	FALSE	FALSE
Dock11	chrX	FALSE	FALSE
Marchf11	chr15	FALSE	FALSE
Mfsd2a	chr4	FALSE	FALSE
Raly	chr2	FALSE	FALSE
Dennd2a	chr6	FALSE	FALSE
Ubxn2b	chr4	FALSE	TRUE
Gsg1	chr6	FALSE	FALSE
Ep300	chr15	FALSE	FALSE
Calu	chr6	FALSE	TRUE
Grm2	chr9	FALSE	FALSE
Sema4a	chr3	FALSE	FALSE
Inpp5k	chr11	FALSE	FALSE
Jpt1	chr11	FALSE	FALSE
Fam43a	chr16	FALSE	FALSE
Nobox	chr6	FALSE	FALSE
Loxl4	chr19	FALSE	FALSE
Ecrg4	chr1	FALSE	FALSE
Extl1	chr4	FALSE	FALSE
Ccdc183	chr2	FALSE	FALSE
Hcrtr2	chr9	FALSE	FALSE
Pkp4	chr2	FALSE	FALSE
Irf8	chr8	FALSE	FALSE
Rabif	chr1	FALSE	FALSE
Cox4i2	chr2	FALSE	FALSE
Acaa2	chr18	FALSE	FALSE
Dnajc4	chr19	FALSE	FALSE
A530016L24Rik	chr12	FALSE	FALSE
Adamts20	chr15	FALSE	FALSE
Il12b	chr11	FALSE	FALSE
Npr3	chr15	FALSE	FALSE
Chodl	chr16	FALSE	FALSE
Rgs14	chr13	FALSE	FALSE
Adap1	chr5	FALSE	FALSE
Katnb1	chr8	FALSE	FALSE
Plekhb1	chr7	FALSE	FALSE
Slc34a2	chr5	FALSE	FALSE
Dad1	chr14	FALSE	FALSE
Abracl	chr10	FALSE	FALSE
Depdc1a	chr3	FALSE	TRUE
Ctla4	chr1	FALSE	TRUE
Bmf	chr2	FALSE	FALSE
Cnnm3	chr1	FALSE	FALSE
Tpm1	chr9	FALSE	FALSE
Pign	chr1	FALSE	TRUE
Asic1	chr15	FALSE	FALSE
Tead4	chr6	FALSE	FALSE
Bicdl2	chr17	FALSE	FALSE
Mon1b	chr8	FALSE	FALSE
Lamp5	chr2	FALSE	FALSE
Pigk	chr3	FALSE	FALSE
Tm9sf3	chr19	FALSE	FALSE
Smim31	chr8	FALSE	FALSE
Blcap	chr2	FALSE	FALSE
Zfp64	chr2	FALSE	FALSE
Dnah2	chr11	FALSE	FALSE
Mapk8ip1	chr2	FALSE	FALSE
Mfap3l	chr8	FALSE	TRUE
Lgals12	chr19	FALSE	FALSE
Celsr2	chr3	FALSE	FALSE
Usp6nl	chr2	FALSE	TRUE
Exoc3	chr13	FALSE	FALSE
Erich6	chr3	FALSE	FALSE
Dand5	chr8	FALSE	FALSE
Slc39a5	chr10	FALSE	FALSE
Cdh5	chr8	FALSE	FALSE
Nog	chr11	FALSE	FALSE
Ermn	chr2	FALSE	TRUE
Tmc8	chr11	FALSE	FALSE
G3bp1	chr11	FALSE	FALSE
Bend4	chr5	FALSE	FALSE
Fa2h	chr8	FALSE	FALSE
Tm4sf4	chr3	FALSE	FALSE
Abca1	chr4	FALSE	FALSE
Txn1	chr4	FALSE	FALSE
Foxj2	chr6	FALSE	FALSE
Cpn2	chr16	FALSE	FALSE
Ifrd1	chr12	FALSE	TRUE
Comtd1	chr14	FALSE	FALSE
Tada1	chr1	FALSE	FALSE
Tac4	chr11	FALSE	FALSE
Cx3cl1	chr8	FALSE	FALSE
Cyp2d26	chr15	FALSE	FALSE
Gpr83	chr9	FALSE	FALSE
Atf7ip	chr6	FALSE	FALSE
Tmem18	chr12	FALSE	FALSE
Fam50b	chr13	FALSE	FALSE
Degs2	chr12	FALSE	FALSE
Hsd11b2	chr8	FALSE	FALSE
St3gal2	chr8	FALSE	FALSE
Stac2	chr11	FALSE	FALSE
Nufip1	chr14	FALSE	FALSE
Castor1	chr11	FALSE	FALSE
Angptl7	chr4	FALSE	FALSE
Arhgdig	chr17	FALSE	FALSE
Acox2	chr14	FALSE	FALSE
Mpz	chr1	FALSE	FALSE
Irf5	chr6	FALSE	FALSE
Pdyn	chr2	FALSE	FALSE
Tuba8	chr6	FALSE	FALSE
Hnf1b	chr11	FALSE	FALSE
Habp4	chr13	FALSE	FALSE
Phgr1	chr2	FALSE	FALSE
Ctsh	chr9	FALSE	FALSE
Ctdspl	chr9	FALSE	FALSE
Slc25a22	chr7	FALSE	FALSE
Cdh3	chr8	FALSE	FALSE
Smg9	chr7	FALSE	FALSE
Sulf1	chr1	FALSE	FALSE
Arid5a	chr1	FALSE	FALSE
Zfp663	chr2	FALSE	FALSE
Gys1	chr7	FALSE	FALSE
Nod1	chr6	FALSE	FALSE
Pex1	chr5	FALSE	TRUE
Csrp1	chr1	FALSE	FALSE
Bivm	chr1	FALSE	FALSE
Ptpdc1	chr13	FALSE	FALSE
Npas1	chr7	FALSE	FALSE
Casq2	chr3	FALSE	FALSE
Vwc2	chr11	FALSE	FALSE
Aig1	chr10	FALSE	TRUE
Eef2kmt	chr16	FALSE	FALSE
5530401A14Rik	chr11	FALSE	FALSE
Oard1	chr17	FALSE	FALSE
Cyp11a1	chr9	FALSE	FALSE
Egr2	chr10	FALSE	FALSE
Bbs7	chr3	FALSE	FALSE
Tspyl2	chrX	FALSE	FALSE
Rad9b	chr5	FALSE	FALSE
Tbc1d22a	chr15	FALSE	FALSE
Lnpep	chr17	FALSE	FALSE
Minpp1	chr19	FALSE	FALSE
Top2b	chr14	FALSE	FALSE
Sdcbp2	chr2	FALSE	FALSE
Eps8l3	chr3	FALSE	FALSE
Irak3	chr10	FALSE	FALSE
Kcnj12	chr11	FALSE	FALSE
Cyp1b1	chr17	FALSE	FALSE
Cacng4	chr11	FALSE	FALSE
Hes7	chr11	FALSE	FALSE
Ap5z1	chr5	FALSE	FALSE
D6Ertd527e	chr6	FALSE	FALSE
Vamp4	chr1	FALSE	TRUE
Nek6	chr2	FALSE	FALSE
Hs3st4	chr7	FALSE	FALSE
Sall3	chr18	FALSE	FALSE
Tnfaip2	chr12	FALSE	FALSE
Suclg1	chr6	FALSE	FALSE
Slc11a2	chr15	FALSE	FALSE
Tank	chr2	FALSE	FALSE
Il17b	chr18	FALSE	FALSE
Clvs2	chr10	FALSE	FALSE
Haus4	chr14	FALSE	FALSE
S1pr1	chr3	FALSE	FALSE
Ttll1	chr15	FALSE	FALSE
Rspo1	chr4	FALSE	FALSE
Abhd14b	chr9	FALSE	FALSE
Tyrp1	chr4	FALSE	FALSE
Napg	chr18	FALSE	TRUE
Rasl11b	chr5	FALSE	FALSE
Chit1	chr1	FALSE	FALSE
Slc30a4	chr2	FALSE	FALSE
Fndc3a	chr14	FALSE	TRUE
Cavin2	chr1	FALSE	FALSE
Zfp267	chr3	FALSE	FALSE
Rita1	chr5	FALSE	FALSE
Fem1al	chr11	FALSE	FALSE
Eif4e2	chr1	FALSE	FALSE
Atoh1	chr6	FALSE	FALSE
Ntrk1	chr3	FALSE	FALSE
Eno4	chr19	FALSE	TRUE
Gpr157	chr4	FALSE	FALSE
Mcm5	chr8	FALSE	FALSE
Shisal2b	chr13	FALSE	FALSE
Txnip	chr3	FALSE	FALSE
Clu	chr14	FALSE	FALSE
Eif2b2	chr12	FALSE	FALSE
Slc46a2	chr4	FALSE	FALSE
Jag1	chr2	FALSE	FALSE
Tnfrsf21	chr17	FALSE	FALSE
Pigr	chr1	FALSE	FALSE
Ubn1	chr16	FALSE	FALSE
Cxcl5	chr5	FALSE	FALSE
Rubcnl	chr14	FALSE	FALSE
Tmem94	chr11	FALSE	FALSE
Tmem220	chr11	FALSE	FALSE
Ccdc186	chr19	FALSE	TRUE
Cmpk2	chr12	FALSE	FALSE
Tfdp1	chr8	FALSE	TRUE
Armc9	chr1	FALSE	TRUE
Gpr88	chr3	FALSE	FALSE
Togaram1	chr12	FALSE	TRUE
Gnmt	chr17	FALSE	FALSE
Aspg	chr12	FALSE	FALSE
Nat8	chr6	FALSE	FALSE
Ankrd28	chr14	FALSE	TRUE
Lypd1	chr1	FALSE	FALSE
Abcc3	chr11	FALSE	FALSE
E2f8	chr7	FALSE	FALSE
Arl6	chr16	FALSE	TRUE
Nudt6	chr3	FALSE	FALSE
Necab3	chr2	FALSE	FALSE
Pebp4	chr14	FALSE	FALSE
Tapt1	chr5	FALSE	FALSE
Ccdc106	chr7	FALSE	FALSE
Bmp8a	chr4	FALSE	FALSE
Kcne1	chr16	FALSE	FALSE
Dse	chr10	FALSE	FALSE
Nhlrc1	chr13	FALSE	FALSE
Dct	chr14	FALSE	TRUE
Igf1	chr10	FALSE	FALSE
Abcb6	chr1	FALSE	FALSE
Ltbp1	chr17	FALSE	FALSE
Ankrd2	chr19	FALSE	FALSE
Thtpa	chr14	FALSE	FALSE
Kcnj5	chr9	FALSE	FALSE
Metap2	chr10	FALSE	FALSE
Tinagl1	chr4	FALSE	FALSE
Zfp687	chr3	FALSE	FALSE
Zfp36	chr7	FALSE	FALSE
Gcat	chr15	FALSE	FALSE
Chst14	chr2	FALSE	FALSE
Tmem72	chr6	FALSE	FALSE
Hs3st6	chr17	FALSE	FALSE
Trim66	chr7	FALSE	FALSE
Epcam	chr17	FALSE	FALSE
Trim52	chr14	FALSE	TRUE
Zfp937	chr2	FALSE	TRUE
Ypel5	chr17	FALSE	FALSE
Nsmce1	chr7	FALSE	FALSE
Esrp1	chr4	FALSE	FALSE
Mxra7	chr11	FALSE	FALSE
Hbq1a	chr11	FALSE	FALSE
Actc1	chr2	FALSE	FALSE
Rab43	chr6	FALSE	FALSE
Ahrr	chr13	FALSE	FALSE
Cdr2l	chr11	FALSE	FALSE
Nexn	chr3	FALSE	FALSE
Serpina3n	chr12	FALSE	FALSE
Cdcp2	chr4	FALSE	FALSE
Prob1	chr18	FALSE	FALSE
Top1mt	chr15	FALSE	FALSE
Otop3	chr11	FALSE	FALSE
Atoh7	chr10	FALSE	TRUE
Arf1	chr11	FALSE	FALSE
Cplx4	chr18	FALSE	FALSE
Ccdc80	chr16	FALSE	FALSE
Arsb	chr13	FALSE	TRUE
Gp9	chr6	FALSE	FALSE
Carlr	chr2	FALSE	FALSE
Dpf3	chr12	FALSE	FALSE
Dyrk3	chr1	FALSE	FALSE
Inhba	chr13	FALSE	FALSE
Tnip2	chr5	FALSE	FALSE
Spint1	chr2	FALSE	FALSE
Zfat	chr15	FALSE	FALSE
Rac3	chr11	FALSE	FALSE
Dtl	chr1	FALSE	FALSE
Tns3	chr11	FALSE	FALSE
Igfn1	chr1	FALSE	FALSE
Tdrd3	chr14	FALSE	FALSE
Qsox2	chr2	FALSE	FALSE
Tmem35a	chrX	FALSE	FALSE
Ect2	chr3	FALSE	TRUE
Npy4r	chr14	FALSE	FALSE
Lmntd2	chr7	FALSE	FALSE
Dlx3	chr11	FALSE	FALSE
Akap11	chr14	FALSE	TRUE
Elac2	chr11	FALSE	FALSE
Abca7	chr10	FALSE	FALSE
Dusp9	chrX	FALSE	FALSE
Npas4	chr19	FALSE	FALSE
Rtn4rl2	chr2	FALSE	FALSE
Zfp750	chr11	FALSE	FALSE
Map3k7cl	chr16	FALSE	FALSE
Tppp	chr13	FALSE	FALSE
Dlx5	chr6	FALSE	FALSE
Gipc2	chr3	FALSE	FALSE
1700029H14Rik	chr8	FALSE	FALSE
Eya4	chr10	FALSE	FALSE
Erlin2	chr8	FALSE	FALSE
Pdzrn3	chr6	FALSE	FALSE
Lpcat2	chr8	FALSE	FALSE
Piezo2	chr18	FALSE	FALSE
