"SYMBOL","mecp2_Fold","mecp2_minFDR","mecp2_sig_peaks","n_mecp2_peaks","mecp2_sig","h2a_Fold","h2a_minFDR","h2a_sig_peaks","n_h2a_peaks","h2a_sig","sig","quadrant","gene_id","chr","start","end","strand","gene_type","gene_length","mch_ctrl","mch_mut","mch_diff","ctrl_M1_mch","ctrl_M2_mch","ctrl_F1_mch","ctrl_F2_mch","mut_M1_mch","mut_M2_mch","mut_F1_mch","mut_F2_mch","n_ch_sites_mean","total_coverage_mean","edger_logFC","edger_logCPM","edger_F","edger_pval","edger_fdr","p_bonferroni","sig_bonferroni","sig_fdr005","sig_fdr010","mch_sig_vs_mecp2","mch_sig_vs_h2a","quadrant_mecp2","quadrant_h2a"
"Gpt2",-0.030807911,0.91275731,0,1,FALSE,0.0964939923544965,0.576986942,0,2,FALSE,"Not significant","Q2 (MeCP2 down / H2A up)","ENSMUSG00000031700.11","chr8",85492575,85527560,"+","protein_coding",34985,0.022567839945033,0.0207889067737755,-0.00177893317125756,0.0246297024511732,0.0217494249763226,0.0231606771980616,0.0207315551545749,0.0194019844462322,0.0212367645922249,0.0190473210141186,0.0234695570425261,5509.875,119266.375,-0.186118451203109,4.73430585696539,7.17953453522227,0.0145358446598968,0.0359714032167948,1,FALSE,TRUE,TRUE,"Not significant","Not significant","Q3 (down / down)","Q4 (up / down)"
"Gpx4",-0.155900863,0.450651598,0,1,FALSE,0.05206959,0.73216194,0,1,FALSE,"Not significant","Q2 (MeCP2 down / H2A up)","ENSMUSG00000075706.10","chr10",80047165,80056439,"+","protein_coding",9274,0.0232992304361657,0.0235926069809521,0.00029337654478642,0.025343306910796,0.0259914393275231,0.0222694308109296,0.0195927446954141,0.0175475158386129,0.0249426713281456,0.0235160586660046,0.0283641820910455,1410,30194.25,-0.123558124638797,2.85544335953254,0.807536106612684,0.379707784515216,0.497228263055306,1,FALSE,FALSE,FALSE,"Not significant","Not significant","Q3 (down / down)","Q4 (up / down)"
"Gramd1b",-0.156524977302676,0.322648832,0,4,FALSE,0.521950675492713,7.03e-10,2,4,TRUE,"Not significant","Q2 (MeCP2 down / H2A up)","ENSMUSG00000040111.17","chr9",40293232,40531383,"-","protein_coding",238151,0.024905317462158,0.0304925896169787,0.0055872721548207,0.0270425003908512,0.0243608183675664,0.0237210348111311,0.0244969162790833,0.0282124867200638,0.0316758829644792,0.0299362623867656,0.0321457263966063,35629.5,778835.25,0.239309645988382,7.79928637813224,97.6234392626584,4.51174233278986e-09,7.99823146880737e-08,9.18996795765966e-05,TRUE,TRUE,TRUE,"Not significant","Significant","Q2 (down / up)","Q1 (up / up)"
"Gramd1c",0.17804565680243,0.041750593,1,2,TRUE,0.308181741,0.001556888,1,1,TRUE,"Significant","Q1 (MeCP2 up / H2A up)","ENSMUSG00000036292.14","chr16",43980349,44063345,"-","protein_coding",82996,0.026415753282845,0.0279598074981806,0.0015440542153356,0.028270375507716,0.0253065448118607,0.0262875468744082,0.025798545937395,0.0251184223246222,0.0298308103294746,0.026993277786238,0.0298967195523875,11628.125,278997.5,0.0148042528710914,6.29338310484141,0.174132201102144,0.68097992379966,0.767491842409964,1,FALSE,FALSE,FALSE,"Not significant","Not significant","Q1 (up / up)","Q1 (up / up)"
"Gramd4",-0.0776789352912344,0.423698878,0,9,FALSE,0.239712035413676,0.005708783,4,9,TRUE,"Not significant","Q2 (MeCP2 down / H2A up)","ENSMUSG00000035900.18","chr15",86057694,86137634,"+","protein_coding",79940,0.0260842621954312,0.0275906456107067,0.0015063834152755,0.0287111217399392,0.0252539880581053,0.0253862074851705,0.0249857314985097,0.0238317279439945,0.0287305916323253,0.0266970833494439,0.031103179517063,12762.75,246799.75,-0.0082958415466955,6.0860616819023,0.0427982345228563,0.838230029144466,0.888571816999408,1,FALSE,FALSE,FALSE,"Not significant","Not significant","Q3 (down / down)","Q4 (up / down)"
"Grap",-0.268460285390246,0.117387823,0,5,FALSE,-0.500638721963096,9.27e-08,3,4,TRUE,"Not significant","Q3 (MeCP2 down / H2A down)","ENSMUSG00000004837.2","chr11",61653264,61672784,"+","protein_coding",19520,0.0898096419699503,0.066798189341018,-0.0230114526289323,0.0835277314925018,0.0902872777017784,0.0917401452282158,0.0936834134573054,0.0635328787703687,0.0699868308803432,0.0677455617536641,0.0659274859596961,3135.75,61332.375,-0.429696861561,5.63422769361228,70.3382698665848,6.28667118858686e-08,8.04354305529685e-07,0.00128053205440326,TRUE,TRUE,TRUE,"Not significant","Significant","Q3 (down / down)","Q3 (down / down)"
"Grap2",0.393401308089668,0.015018178,1,11,TRUE,0.126794391365636,0.196775594,0,5,FALSE,"Not significant","Q1 (MeCP2 up / H2A up)","ENSMUSG00000042351.9","chr15",80572593,80652854,"+","protein_coding",80261,0.0887619468550891,0.0837265626213995,-0.00503538423368954,0.0895878767544595,0.0896388363984776,0.088267362140851,0.0875537121265682,0.0814433232742361,0.0865411230731723,0.0830581234443457,0.083863680693844,12372,284522.25,-0.0990024114264898,7.98620588763936,21.2477579807139,0.00017585968952718,0.00082045030141529,1,FALSE,TRUE,TRUE,"Significant","Not significant","Q4 (up / down)","Q4 (up / down)"
"Grasp",-0.125945885,0.549176437,0,1,FALSE,0.134202058,0.125086995,0,1,FALSE,"Not significant","Q2 (MeCP2 down / H2A up)","ENSMUSG00000000531.5","chr15",101224187,101232756,"+","protein_coding",8569,0.0427078725535974,0.0379359536009026,-0.00477191895269481,0.0453754711510583,0.0419514047076689,0.0408678682126048,0.0426367461430575,0.0363794720621734,0.0368132991165717,0.0370589341861278,0.0414921090387374,1228.5,22305.25,-0.208416967138405,3.20274099817968,3.73585663462398,0.0677686476217129,0.127553094012814,1,FALSE,FALSE,FALSE,"Not significant","Not significant","Q3 (down / down)","Q4 (up / down)"
"Grb10",0.002886981,0.994092053,0,1,FALSE,-0.366545983227291,0.000631984,1,4,TRUE,"Not significant","Q4 (MeCP2 up / H2A down)","ENSMUSG00000020176.17","chr11",11930507,12038683,"-","protein_coding",108176,0.0218089896808423,0.0242679941269543,0.00245900444611205,0.024100930873231,0.0208272598458295,0.0216801674706471,0.0206276005336615,0.0225307461485988,0.0257197735573095,0.0234989515395649,0.0253225052623441,16046.5,381368.375,0.0984124550023894,6.50955364183543,7.17277745760147,0.0145757518852362,0.0360438861418448,1,FALSE,TRUE,TRUE,"Not significant","Significant","Q1 (up / up)","Q2 (down / up)"
"Grb14",0.39307442333434,0.016030513,1,10,TRUE,0.572874728108765,8.31e-09,4,9,TRUE,"Significant","Q1 (MeCP2 up / H2A up)","ENSMUSG00000026888.14","chr2",64912475,65024987,"-","protein_coding",112512,0.0668134741776951,0.0733472981696185,0.00653382399192343,0.0683071005707398,0.0680999153743023,0.0644814979308154,0.0663653828349227,0.0715282530482093,0.0742482360726369,0.0727714469284571,0.0748412566291707,16322.5,392013.125,0.117577496019985,8.15987531043041,30.5778288190358,2.17652664563631e-05,0.00013123167972329,0.44333671244966,FALSE,TRUE,TRUE,"Significant","Significant","Q1 (up / up)","Q1 (up / up)"
"Greb1",-0.0653285607307513,0.707624182,0,3,FALSE,-0.0519267192117474,0.663496766,0,3,FALSE,"Not significant","Q3 (MeCP2 down / H2A down)","ENSMUSG00000036523.16","chr12",16670614,16800886,"-","protein_coding",130272,0.0214962396333667,0.0187865535167019,-0.00270968611666475,0.0226521694663004,0.0200448903993399,0.0208164488803526,0.0224714497874738,0.0166729668926185,0.0209366532328964,0.0176649852734255,0.0198716086678673,20862.5,447590.25,-0.274452456429813,6.53783960810819,52.2498148437014,5.90814243694568e-07,5.60255834721352e-06,0.0120342953298146,TRUE,TRUE,TRUE,"Not significant","Not significant","Q3 (down / down)","Q3 (down / down)"
"Greb1l",-0.085634428,0.706389333,0,1,FALSE,0.252047571535006,0.009101514,1,2,TRUE,"Not significant","Q2 (MeCP2 down / H2A up)","ENSMUSG00000042942.18","chr18",10325176,10562940,"+","protein_coding",237764,0.0158556052898452,0.0150497078486033,-0.00080589744124191,0.0182338160417907,0.0152185896815782,0.0146592081250496,0.0153108073109624,0.0127587556141333,0.0169202991312647,0.0140376697791311,0.0164821068698841,35142.25,821321,-0.189568896190336,7.03424665431645,44.8390563465864,1.75682798863507e-06,1.46299383894145e-05,0.0357848293005078,TRUE,TRUE,TRUE,"Not significant","Significant","Q3 (down / down)","Q4 (up / down)"
"Grem1",0.041515702,0.879455699,0,1,FALSE,-0.385005949,0.001064724,1,1,TRUE,"Not significant","Q4 (MeCP2 up / H2A down)","ENSMUSG00000074934.3","chr2",113746163,113758646,"-","protein_coding",12483,0.0248991489390703,0.0215331465583727,-0.00336600238069763,0.023643129424578,0.0259666052949019,0.0278752134099022,0.0221116476268991,0.0191933127739003,0.0216913783635365,0.0189214607941594,0.0263264343018944,1806.5,38244.75,-0.285289452101071,3.20674697874066,5.01575714650785,0.0368286514491075,0.0778500208973507,1,FALSE,FALSE,TRUE,"Not significant","Not significant","Q4 (up / down)","Q3 (down / down)"
"Grhl1",-0.0374420574260103,0.876958355,0,3,FALSE,-0.11310295131275,0.339570609,0,2,FALSE,"Not significant","Q3 (MeCP2 down / H2A down)","ENSMUSG00000020656.16","chr12",24572282,24617391,"+","protein_coding",45109,0.0305732564435825,0.0281196999566682,-0.0024535564869143,0.0307042334479752,0.0310530509743317,0.0299095161976272,0.0306262251543958,0.0260505490737482,0.0296016981216773,0.0271013296920752,0.029725222939172,7113,166007.625,-0.165208362011957,5.65453012105744,13.2684077092927,0.00165295378116871,0.0057114530226676,1,FALSE,TRUE,TRUE,"Not significant","Not significant","Q3 (down / down)","Q3 (down / down)"
"Grhl2",0.0725660664391393,0.303103982,0,6,FALSE,0.342392054935899,5.99e-08,4,6,TRUE,"Not significant","Q1 (MeCP2 up / H2A up)","ENSMUSG00000022286.16","chr15",37233035,37363569,"+","protein_coding",130534,0.0383486459631849,0.0374419324019525,-0.00090671356123233,0.0400110878749175,0.0395112450248994,0.0368703580365174,0.0370018929164051,0.0368148856231464,0.0383410414957349,0.0367636216550394,0.0378481808338895,20089.625,462191.375,-0.0529050772160241,7.50335560126062,4.51687734906694,0.04641826553004,0.093929430814761,1,FALSE,FALSE,TRUE,"Not significant","Not significant","Q4 (up / down)","Q4 (up / down)"
"Grhl3",-0.166397382962861,0.342986757,0,2,FALSE,-0.686072651389577,7.69e-07,4,4,TRUE,"Not significant","Q3 (MeCP2 down / H2A down)","ENSMUSG00000037188.7","chr4",135541887,135573630,"-","protein_coding",31743,0.0372489532225477,0.0305280752787208,-0.00672087794382694,0.0380033085947579,0.0374420656146296,0.0357958378743059,0.0377546008064977,0.0274765729585007,0.0338017137881107,0.031027407107289,0.0298066072609829,5069.75,98234.625,-0.328966183199903,5.10294293839858,30.0659139737714,2.41422771314497e-05,0.00014378773183932,0.491754042890498,FALSE,TRUE,TRUE,"Not significant","Significant","Q3 (down / down)","Q3 (down / down)"
"Grhpr",0.012614467,0.970199398,0,1,FALSE,0.463908422,0.004367105,1,1,TRUE,"Not significant","Q1 (MeCP2 up / H2A up)","ENSMUSG00000035637.14","chr4",44981394,44990734,"+","protein_coding",9340,0.0218268915731157,0.0170490401063843,-0.00477785146673139,0.0227843117956793,0.0188330395149847,0.0194129523217891,0.0262772626600098,0.0113283303857368,0.0200221764612704,0.0151433415536375,0.0217023120248927,1536.875,32164.625,-0.595054221091598,2.68021556308139,17.9230252778591,0.00041976487870733,0.00175619866238792,1,FALSE,TRUE,TRUE,"Not significant","Significant","Q4 (up / down)","Q4 (up / down)"
"Gria1",1.12358473697587,5.13e-09,6,14,TRUE,0.213276803502195,0.101834568,0,3,FALSE,"Not significant","Q1 (MeCP2 up / H2A up)","ENSMUSG00000020524.16","chr11",57011386,57330244,"+","protein_coding",318858,0.0401813151719098,0.0559047828413056,0.0157234676693958,0.0415113520840393,0.0410211985324093,0.0388325304281046,0.0393601796430859,0.0548470045978545,0.0583862841299631,0.055281091483648,0.0551047511537568,50462.5,1197778,0.460215753241814,9.22661119264504,755.328461983662,3.55538422059259e-17,1.05071336127719e-14,7.24196211892505e-13,TRUE,TRUE,TRUE,"Significant","Not significant","Q1 (up / up)","Q1 (up / up)"
"Gria2",-0.044047031,0.868143771,0,1,FALSE,0.282646030262362,0.005959796,2,3,TRUE,"Not significant","Q2 (MeCP2 down / H2A up)","ENSMUSG00000033981.14","chr3",80681449,80802835,"-","protein_coding",121386,0.0362637862455397,0.0263852647850648,-0.00987852146047484,0.0375034478822869,0.0350692267383923,0.0362558525210508,0.0362266178404287,0.0243804830584284,0.0273432557425386,0.0256357139157906,0.0281816064235017,16273.25,388608.875,-0.507048201246533,6.97792285501501,332.312171631084,8.54463937557224e-14,6.59264240306936e-12,1.74045759441031e-09,TRUE,TRUE,TRUE,"Not significant","Significant","Q3 (down / down)","Q4 (up / down)"
"Grid1",0.937301573634065,1.38e-07,2,23,TRUE,0.775272577086433,5.24e-30,17,18,TRUE,"Significant","Q1 (MeCP2 up / H2A up)","ENSMUSG00000041078.7","chr14",34820107,35583379,"+","protein_coding",763272,0.0309509712390268,0.0364485455952358,0.00549757435620896,0.0328997546560864,0.030611452879745,0.0297641723254739,0.030528505094802,0.0349792169186692,0.0378730957782682,0.0357713432564253,0.0371705264275805,111933.125,2604019.75,0.202490925696135,9.83071609337955,177.646887162297,2.60273080044531e-11,8.89513820038095e-10,5.30150236742705e-07,TRUE,TRUE,TRUE,"Significant","Significant","Q1 (up / up)","Q1 (up / up)"
"Grid2",1.94924231966091,9.66e-15,3,13,TRUE,0.680043355179408,1.26e-21,15,18,TRUE,"Significant","Q1 (MeCP2 up / H2A up)","ENSMUSG00000071424.10","chr6",63255875,64704323,"+","protein_coding",1448448,0.034251195263131,0.034474615688545,0.00022342042541408,0.0356977730789047,0.0331090905446432,0.0340441927490057,0.0341537246799702,0.0323400701196741,0.0352471856898248,0.0340616532822696,0.0362495536624116,201837.75,4759285,-0.0288780412743163,10.7296483835627,5.48388619665319,0.0298306970082309,0.0654905655702367,1,FALSE,FALSE,TRUE,"Not significant","Not significant","Q4 (up / down)","Q4 (up / down)"
"Grid2ip",-0.140421519,0.490620631,0,1,FALSE,-0.233867509819267,0.054344315,0,3,FALSE,"Not significant","Q3 (MeCP2 down / H2A down)","ENSMUSG00000010825.17","chr5",143357337,143392152,"+","protein_coding",34815,0.0409387489339884,0.0287559948285929,-0.0121827541053955,0.0363051470588235,0.041326410811657,0.043046480776622,0.0430769570888511,0.0253240981434585,0.0308984351991832,0.0296831734377858,0.0291182725339441,5388.25,102075.75,-0.529588167505934,5.19320886849451,62.8322415117921,1.4983383564953e-07,1.71941712582833e-06,0.00305196539834529,TRUE,TRUE,TRUE,"Not significant","Not significant","Q3 (down / down)","Q3 (down / down)"
"Grik3",0.454051788324472,0.000211787,4,16,TRUE,-0.28656853311328,0.003003868,5,11,TRUE,"Significant","Q4 (MeCP2 up / H2A down)","ENSMUSG00000001985.9","chr4",125490699,125714173,"+","protein_coding",223474,0.040944773826556,0.0446973627071289,0.00375258888057299,0.0421826763063131,0.0405914391263899,0.0401906351241733,0.0408143447493476,0.0427935480901374,0.0461848354242732,0.0437051173523141,0.0461059499617911,35759.5,750740.25,0.0963393777908203,8.37656381924112,26.466736551624,5.171740382432e-05,0.00028196782615031,1,FALSE,TRUE,TRUE,"Significant","Significant","Q1 (up / up)","Q2 (down / up)"
"Grik4",-0.148179398822758,0.1140495,0,17,FALSE,-0.289318566854225,9.27e-05,3,12,TRUE,"Not significant","Q3 (MeCP2 down / H2A down)","ENSMUSG00000032017.14","chr9",42518134,42944493,"-","protein_coding",426359,0.0389158872095466,0.0397329927627218,0.00081710555317518,0.0397367110444788,0.0392055400509316,0.0383745556469905,0.0383467420957857,0.0376278982918569,0.0412179892585044,0.0393654942663459,0.0407205892341802,67744.375,1476355.75,0.00090537147998567,9.22934370814184,0.00301948761801826,0.956732148581476,0.970379203918695,1,FALSE,FALSE,FALSE,"Not significant","Not significant","Q2 (down / up)","Q2 (down / up)"
"Grin1",-0.005003786,0.990204401,0,1,FALSE,-0.505823885779579,1.48e-05,3,3,TRUE,"Not significant","Q3 (MeCP2 down / H2A down)","ENSMUSG00000026959.13","chr2",25291180,25319187,"-","protein_coding",28007,0.0158154287795486,0.0129077609734805,-0.00290766780606808,0.0154379120139917,0.0143747888318948,0.0175260608212646,0.0159229534510433,0.0132939010423462,0.0146603719498997,0.0114930783056125,0.0121836925960637,4552.875,94350.625,-0.305874642545871,3.80954040074287,8.80591474999906,0.00770123722018363,0.0211895854299501,1,FALSE,TRUE,TRUE,"Not significant","Significant","Q3 (down / down)","Q3 (down / down)"
"Grin2a",0.00507329362709214,0.516892028,0,3,FALSE,0.0948371565281487,0.00142197,2,5,TRUE,"Not significant","Q1 (MeCP2 up / H2A up)","ENSMUSG00000059003.12","chr16",9567897,9995560,"-","protein_coding",427663,0.0321354323636323,0.026710106226842,-0.00542532613679031,0.0336191924165282,0.0309538534788229,0.0318775709757907,0.0320911125833873,0.0242534084623086,0.0280947855331774,0.0263734870089485,0.0281187439029334,67606.25,1500153.125,-0.31991797053856,8.83467628876689,323.799067156045,1.0880748020943e-13,8.1481601631834e-12,2.21629956438588e-09,TRUE,TRUE,TRUE,"Not significant","Significant","Q4 (up / down)","Q4 (up / down)"
"Grin2b",0.247117237286182,0.000175446,4,35,TRUE,0.00074691399702088,8.34e-17,13,25,TRUE,"Significant","Q1 (MeCP2 up / H2A up)","ENSMUSG00000030209.14","chr6",135713232,136173511,"-","protein_coding",460279,0.0605773235956273,0.0607461962019375,0.00016887260631014,0.0605627833265765,0.0611971238175056,0.0602016711201138,0.0603477161183135,0.0585405270348575,0.0622070824077161,0.0605746466920929,0.0616625286730834,70217.625,1749226.75,-0.0122928127192712,10.1043846529491,0.758222440919336,0.394378076958851,0.511401009012912,1,FALSE,FALSE,FALSE,"Not significant","Not significant","Q4 (up / down)","Q4 (up / down)"
"Grin2c",0.0249772327564954,0.920977754,0,2,FALSE,-0.488044309110858,5.78e-08,2,2,TRUE,"Not significant","Q4 (MeCP2 up / H2A down)","ENSMUSG00000020734.13","chr11",115249168,115267243,"-","protein_coding",18075,0.0228127115473904,0.0249970910354233,0.00218437948803291,0.025838390290642,0.0199527356486883,0.0201300712294828,0.0253296490207485,0.0236677033366718,0.0253953536290115,0.0254320624837517,0.0254932446922582,2793.375,51094.25,0.0866485304288034,3.66127909273986,0.712535313792445,0.408742483377865,0.525644020703563,1,FALSE,FALSE,FALSE,"Not significant","Not significant","Q1 (up / up)","Q2 (down / up)"
"Grin2d",-0.149582297800169,0.429848253,0,2,FALSE,-0.0224441761525922,0.866108032,0,2,FALSE,"Not significant","Q3 (MeCP2 down / H2A down)","ENSMUSG00000002771.12","chr7",45831882,45878378,"-","protein_coding",46496,0.0210565684464178,0.0197498621820522,-0.00130670626436559,0.0219971283707991,0.020213862667017,0.0213950047497751,0.0206202779980799,0.018134954457235,0.0201715951312781,0.0194277889582771,0.0212651101814186,6927,142024.875,-0.141106069328456,4.9006750495072,5.8838892335945,0.0250275108908508,0.0564984339283764,1,FALSE,FALSE,TRUE,"Not significant","Not significant","Q3 (down / down)","Q3 (down / down)"
"Grin3a",-0.025632711,0.931267532,0,1,FALSE,0.162266084,0.263409316,0,1,FALSE,"Not significant","Q2 (MeCP2 down / H2A up)","ENSMUSG00000039579.15","chr4",49661610,49845744,"-","protein_coding",184134,0.0163664408685872,0.0162941150916091,-7.23257769781188e-05,0.0183835340253237,0.016099137845131,0.0148734246816372,0.0161096669222569,0.0134215701908255,0.0183248366983107,0.0159161907585922,0.0175138627187079,26228,624013.25,-0.116283061852079,6.71734342207295,10.8613306671293,0.00366856419578224,0.011274137613743,1,FALSE,TRUE,TRUE,"Not significant","Not significant","Q3 (down / down)","Q4 (up / down)"
"Grina",-0.07073114,0.754702509,0,1,FALSE,-0.184164235,0.117025549,0,1,FALSE,"Not significant","Q3 (MeCP2 down / H2A down)","ENSMUSG00000022564.7","chr15",76246763,76249904,"+","protein_coding",3141,0.0147405469228927,0.0203135644116094,0.00557301748871671,0.00941221667306954,0.0221642764015645,0.00943237325248442,0.0179533213644524,0.0251046025104603,0.0133186115519978,0.0213214620431115,0.0215095815408682,476,7412.5,0.624839755667,0.424957203200427,2.68954954170085,0.116887411788833,0.197928314134737,1,FALSE,FALSE,FALSE,"Not significant","Not significant","Q2 (down / up)","Q2 (down / up)"
"Grip1",-0.198819516706754,0.121987195,0,19,FALSE,0.213989968748057,0.00024417,3,19,TRUE,"Not significant","Q2 (MeCP2 down / H2A up)","ENSMUSG00000034813.18","chr10",119453829,120087261,"+","protein_coding",633432,0.0299134241800018,0.0251661760596845,-0.0047472481203173,0.0312414154783608,0.0301904132383123,0.0288459869449484,0.0293758810583856,0.0231156608602328,0.0264459504083873,0.0247025998466214,0.0264004931234966,94860,2287053.25,-0.298506329613145,9.34941942579789,314.982273524404,1.40654998686583e-13,1.0017488350514e-11,2.86500166824701e-09,TRUE,TRUE,TRUE,"Not significant","Significant","Q3 (down / down)","Q4 (up / down)"
"Grip2",0.250094120825641,0.000143168,2,13,TRUE,-0.266078242395652,0.001582248,5,9,TRUE,"Significant","Q4 (MeCP2 up / H2A down)","ENSMUSG00000030098.15","chr6",91761508,91827250,"-","protein_coding",65742,0.100218841446855,0.0893191447628273,-0.0108996966840277,0.100830823210089,0.10013463772052,0.10127997076809,0.098629934088721,0.0847462624952083,0.0925781553667611,0.0882031669089423,0.0917489942803974,10867.125,230140,-0.192031446703415,7.81484949569724,68.7414386416102,7.51477175121541e-08,9.35625830076446e-07,0.00153068385800507,TRUE,TRUE,TRUE,"Significant","Significant","Q4 (up / down)","Q3 (down / down)"
"Grk1",-0.024895716,0.932489937,0,1,FALSE,-0.056148723,0.6112826,0,1,FALSE,"Not significant","Q3 (MeCP2 down / H2A down)","ENSMUSG00000031450.8","chr8",13405080,13421951,"+","protein_coding",16871,0.0250534737194827,0.0237800842866886,-0.00127338943279407,0.025415514102655,0.0249194367191983,0.0244337435348671,0.0254452005212104,0.0209349382587942,0.0250757253159574,0.0245876037091264,0.0245220698628766,2798,63592.25,-0.122501893704239,4.00054863245615,2.22043013448562,0.152040485557734,0.243755423087405,1,FALSE,FALSE,FALSE,"Not significant","Not significant","Q3 (down / down)","Q3 (down / down)"
"Grk2",-0.119949811,0.563467322,0,1,FALSE,0.13956139,0.208744409,0,1,FALSE,"Not significant","Q2 (MeCP2 down / H2A up)","ENSMUSG00000024858.14","chr19",4286000,4306222,"-","protein_coding",20222,0.0130158769039506,0.0132887443892254,0.00027286748527473,0.0137097768462582,0.0130430658319105,0.0128487797460655,0.0124618851915683,0.0106929972243709,0.0147589425811025,0.0115800845289313,0.0161229532224968,3289,63865.625,-0.117313761326524,3.10852656924172,1.04317150311166,0.319470814428942,0.434950940385209,1,FALSE,FALSE,FALSE,"Not significant","Not significant","Q3 (down / down)","Q4 (up / down)"
"Grk3",0.159176844041464,0.392011224,0,2,FALSE,-0.178711111,0.298259171,0,1,FALSE,"Not significant","Q4 (MeCP2 up / H2A down)","ENSMUSG00000042249.11","chr5",112910481,113015791,"-","protein_coding",105310,0.0293842203911118,0.0290969127018289,-0.00028730768928283,0.0297117943396542,0.027075949192514,0.0305868337388134,0.0301623042934654,0.0273876535821817,0.0290770749495625,0.0282750110180696,0.0316479112575019,17883.125,372163.75,-0.0504825597584114,6.80961968837189,2.26927859553318,0.14783695684368,0.238536990965535,1,FALSE,FALSE,FALSE,"Not significant","Not significant","Q4 (up / down)","Q3 (down / down)"
"Grk5",-0.062775267,0.787962235,0,1,FALSE,0.749081564737145,7.65e-09,2,3,TRUE,"Not significant","Q2 (MeCP2 down / H2A up)","ENSMUSG00000003228.9","chr19",60889748,61095968,"+","protein_coding",206220,0.0284911242600391,0.0241075666291509,-0.00438355763088818,0.029730077782929,0.0279726740820494,0.0281989966841496,0.0280627484910286,0.0215229888564768,0.0256295610891685,0.0229824671604262,0.0262952494105324,30113.875,650153.75,-0.31113893882248,7.46415222640407,154.484433561591,8.95705640796994e-11,2.51537683499749e-09,1.8244628197394e-06,TRUE,TRUE,TRUE,"Not significant","Significant","Q3 (down / down)","Q4 (up / down)"
"Grk6",-0.199298123247437,0.311001405,0,3,FALSE,-0.568131776628855,0.000147622,1,3,TRUE,"Not significant","Q3 (MeCP2 down / H2A down)","ENSMUSG00000074886.11","chr13",55445071,55460927,"+","protein_coding",15856,0.0370638632645347,0.0251347452943547,-0.01192911797018,0.0395055398900567,0.0366654692872171,0.0336889636548763,0.0383954802259887,0.0211434030571199,0.0232859256823413,0.0259720096701932,0.0301376427677644,2587.875,53541.75,-0.646316959595715,4.10446688759836,52.8052315942071,5.47034910770915e-07,5.23616263979924e-06,0.0111425540974928,TRUE,TRUE,TRUE,"Not significant","Significant","Q3 (down / down)","Q3 (down / down)"
"Grm1",0.699278020159549,0.008100275,1,4,TRUE,0.939739980684744,2.18e-20,6,6,TRUE,"Significant","Q1 (MeCP2 up / H2A up)","ENSMUSG00000019828.13","chr10",10686058,11082356,"-","protein_coding",396298,0.0301597970584972,0.0284429869639429,-0.00171681009455427,0.032959441898639,0.0288686755738165,0.0293183193146113,0.0294927514469219,0.0261995793703111,0.0306285128384673,0.0273133148588722,0.029630540788121,56183.375,1281810.5,-0.145806016615451,8.59892473687037,48.2059378876944,1.05476437406112e-06,9.36960119287e-06,0.0214844955352509,TRUE,TRUE,TRUE,"Significant","Significant","Q4 (up / down)","Q4 (up / down)"
"Grm2",0.0491317702196158,0.857996482,0,2,FALSE,-0.328312135919963,0.000436348,1,2,TRUE,"Not significant","Q4 (MeCP2 up / H2A down)","ENSMUSG00000023192.12","chr9",106643094,106656082,"-","protein_coding",12988,0.0222716949587303,0.0201264055114635,-0.00214528944726684,0.0250951594974231,0.0199971278810943,0.0224651266245115,0.0215293658318925,0.0185067815946254,0.0237006707026049,0.0196182996396309,0.0186798701089927,2041.75,40142.375,-0.206938875186681,3.14890346362735,3.07814060852771,0.0949018060610723,0.166902704621421,1,FALSE,FALSE,FALSE,"Not significant","Not significant","Q4 (up / down)","Q3 (down / down)"
"Grm4",-0.186181180813755,0.16829882,0,11,FALSE,-0.780375136328008,3.14e-11,5,8,TRUE,"Not significant","Q3 (MeCP2 down / H2A down)","ENSMUSG00000063239.17","chr17",27422386,27521403,"-","protein_coding",99017,0.0305498548706819,0.0282322423426826,-0.00231761252799925,0.0310351544596205,0.0307783247215173,0.0295421513283489,0.0308437889732408,0.023322102891921,0.0307983783306324,0.0272611242390473,0.0315473639091299,16329.375,283207.625,-0.212268131621337,6.41202821910726,30.3446646617776,2.28143032260716e-05,0.00013651719812334,0.464704542411852,FALSE,TRUE,TRUE,"Not significant","Significant","Q3 (down / down)","Q3 (down / down)"
"Grm5",-0.006258324,0.98736202,0,1,FALSE,0.29709331919183,0.040012987,1,2,TRUE,"Not significant","Q2 (MeCP2 down / H2A up)","ENSMUSG00000049583.15","chr7",87584167,88134907,"+","protein_coding",550740,0.0171623884235412,0.0184913914874405,0.0013290030638993,0.0187135931169969,0.0163688378338737,0.0165644947554906,0.0170026279878036,0.0163145764763245,0.0196247545069913,0.0181058079259328,0.0199204270405135,74255.625,1733010.75,0.0323381015071143,8.32389565199093,2.33107978089707,0.142718131658094,0.232079324903698,1,FALSE,FALSE,FALSE,"Not significant","Not significant","Q2 (down / up)","Q1 (up / up)"
